episode_length,policy_entropy,P01:episode_rewards,PMM:episode_rewards,approx_kl_divergence,policy_loss,fps,grad_norm,value_loss,frames,P09:episode_rewards,epoch_idx,advantage_norm,clip_fraction,explained_variance
333.99,1.7774575255811214,50.0,160.5,0.0035804681019214967,-0.002136352373781847,768,0.05114344537676531,0.008293175972272592,174080,302.5000000000002,17,15.96871721148491,0.24677734375,2.6077032089233397e-09
338.88,1.766896514594555,25.0,176.5,0.002496449932681344,-0.0015263316512573511,766,0.0553942986125608,0.010235158254090493,184320,377.5000000000002,18,15.968716967105866,0.1995361328125,-2.2351741790771484e-09
344.76,1.759364102780819,25.0,180.25,0.0031115423824985555,-0.0016256949900707695,765,0.05478460279906154,0.010820212243788773,194560,352.5000000000002,19,15.968717688322068,0.218896484375,4.097819328308106e-09
353.51,1.7580503813922406,25.0,219.25,0.0026808382838623855,-0.001418768996518338,765,0.05517992631343547,0.010987447928710026,204800,452.50000000000017,20,15.968717688322068,0.2073486328125,1.4901161193847657e-09
344.52,1.770099899917841,25.0,204.0,0.003149519974599002,-0.002482474850694416,766,0.05232164731412163,0.007893348586048888,215040,450.0,21,15.968717330694199,0.25244140625,7.450580596923829e-10
337.38,1.7606887318193913,25.0,191.75,0.0038043162497160667,-0.002030525585723808,764,0.053344117959125324,0.009295376105910691,225280,450.0,22,15.968717658519745,0.2884033203125,-1.30385160446167e-08
336.4,1.7792202524840832,50.0,168.25,0.003441771706320651,-0.0019038277336221655,764,0.05497634412262584,0.00856979550280812,235520,277.5000000000002,23,15.968717175722123,0.250341796875,-2.0116567611694337e-08
332.01,1.7660990603268147,47.50000000000001,164.5,0.0026822680466921157,-0.0014341157610033406,764,0.054128652384156005,0.01030088384195551,245760,275.0,24,15.968717885017394,0.2040771484375,8.940696716308593e-09
328.33,1.7694920100271703,25.0,153.5,0.0033380079263935158,-0.0014251350570702926,762,0.053783323940811666,0.008089126473714714,256000,275.0,25,15.968717682361603,0.253515625,4.470348358154297e-09
330.44,1.7727405816316604,25.0,160.25,0.0029203209927004536,-0.0017294203717028722,762,0.05247044258573401,0.008659538086158136,266240,327.5000000000002,26,15.968717783689499,0.237744140625,1.7508864402770997e-08
344.38,1.7672560833394528,25.0,190.75,0.0028123686677190562,-0.0015748963163787267,761,0.057628877950612244,0.011256662957021036,276480,382.5000000000007,27,15.968717724084854,0.2368408203125,-9.685754776000977e-09
343.82,1.7812394954264164,25.0,184.75,0.003363273620234963,-0.0023391250648273853,758,0.05498237831014645,0.009854104545956944,286720,327.5000000000002,28,15.968717575073242,0.251318359375,3.7252902984619143e-10
339.77,1.780107594281435,25.0,174.0,0.003121699637773645,-0.0019994842619780683,758,0.05030783369194025,0.006311722648297291,296960,325.0,29,15.968717509508133,0.257861328125,-2.6077032089233397e-09
331.87,1.7731091104447843,25.0,163.5,0.00320259254889379,-0.0014324420870252652,757,0.05214086815553411,0.009053207756187476,307200,325.0,30,15.968717885017394,0.2381591796875,-3.725290298461914e-09
326.77,1.7680970065295696,25.0,142.25,0.0033279034367524217,-0.001619053248577984,757,0.054157798406468435,0.00828195585309004,317440,275.0,31,15.968717479705811,0.2251220703125,-1.0430812835693359e-08
331.96,1.7734320424497128,50.0,146.25,0.0029634942661914466,-0.0016456586628919468,756,0.053033301492744475,0.007131348463826725,327680,277.5000000000002,32,15.968717539310456,0.2219970703125,-2.60770320892334e-08
329.27,1.7735615499317645,25.0,149.75,0.0031153638046674814,-0.0013869637979951222,756,0.05239928769220405,0.008920860496073147,337920,277.5000000000002,33,15.96871787905693,0.2357666015625,-5.215406417846679e-09
339.58,1.776885912567377,47.50000000000001,166.25,0.002662054871511543,-0.001917428313754499,756,0.05488839245636814,0.010360720247263089,348160,380.00000000000045,34,15.968717885017394,0.23447265625,-2.9802322387695314e-09
345.5,1.757083923369646,47.50000000000001,188.0,0.0023746751356156894,-0.0012639538774237736,755,0.053544089948022566,0.010579879496071953,358400,425.0,35,15.968717902898788,0.186474609375,-6.332993507385254e-09
345.98,1.7789556935429574,50.0,195.0,0.0028507039225075916,-0.0021738997726060915,755,0.05345322728420897,0.010021880557178519,368640,380.00000000000045,36,15.968717610836029,0.226220703125,-1.4156103134155273e-08
340.77,1.7762898325920105,47.50000000000001,196.25,0.0034033847195814814,-0.001642690151493298,755,0.053748820529822626,0.008217409460667114,378880,450.0,37,15.968717521429062,0.2713134765625,-7.82310962677002e-09
330.71,1.7729856587946415,25.0,173.5,0.0034760844102947885,-0.001111681989277713,754,0.054910948440962316,0.00902324120133926,389120,302.5000000000002,38,15.968717861175538,0.2529296875,-3.3527612686157227e-09
329.89,1.7816802211105824,47.50000000000001,161.25,0.002770083495045128,-0.0016350355086615308,753,0.051774247513013204,0.008314333514772444,399360,302.5000000000002,39,15.968717402219772,0.211572265625,4.8428773880004884e-09
327.36,1.7805999524891376,25.0,142.75,0.002965187169377259,-0.00145066416625923,753,0.050991709760177306,0.007016094229129521,409600,275.0,40,15.968716609477998,0.23955078125,-9.685754776000977e-09
324.87,1.772348829358816,25.0,125.5,0.004202764521983227,-0.002159698169089097,753,0.051855127824845436,0.005611801992552045,419840,252.50000000000023,41,15.968716704845429,0.3308349609375,8.568167686462402e-09
318.0,1.767496681958437,22.500000000000007,102.5,0.0033865472990555643,-0.0018613326523336583,753,0.052014696535028916,0.00686254669396078,430080,202.50000000000023,42,15.968715196847915,0.272509765625,1.1175870895385742e-09
322.45,1.7659481763839722,25.0,120.5,0.0024481396662451973,-0.0016603113945166115,753,0.05478497781072269,0.009688030022698513,440320,252.50000000000023,43,15.96871775984764,0.19287109375,-2.9802322387695314e-09
329.82,1.7798769265413283,25.0,152.75,0.0030902574960805394,-0.0016248241176072043,753,0.05347375666324487,0.008313890070223807,450560,350.0,44,15.96871697306633,0.223291015625,-2.458691596984863e-08
331.65,1.7730521142482758,25.0,168.75,0.0034285631918464787,-0.0014895414162310772,753,0.05509864449817668,0.007431262087447976,460800,380.00000000000045,45,15.96871758699417,0.2659423828125,-2.2351741790771484e-09
333.93,1.768376562744379,25.0,173.25,0.0024141716169992834,-0.0009112874053244013,752,0.05296106348377262,0.009815294722466205,471040,350.0,46,15.968717652559281,0.166015625,5.587935447692871e-09
321.51,1.7718519568443298,25.0,145.75,0.0032102336053412726,-0.0022095813692430966,753,0.051006856917350483,0.006179495569173099,481280,252.50000000000023,47,15.96868630051613,0.2463623046875,1.2665987014770507e-08
316.44,1.767325507849455,0.0,130.25,0.003436968672031071,-0.001554502817816683,752,0.049307675562512976,0.00562792135260679,491520,250.0,48,15.968717336654663,0.253369140625,-1.1175870895385742e-09
316.63,1.7819313086569308,0.0,125.25,0.0023458111193320973,-0.0010878535180381733,752,0.05331032428419917,0.008898329473777267,501760,250.0,49,15.96871783733368,0.191552734375,-8.568167686462402e-09
326.01,1.7725167952477932,25.0,154.0,0.002629977539641004,-0.0017695042140985606,752,0.05243378765674204,0.008254798225425474,512000,382.5000000000007,50,15.96871789097786,0.227783203125,-1.4901161193847657e-09
336.72,1.7723091207444668,25.0,179.75,0.0024547845559197866,-0.0016314190750563284,752,0.052815848541111286,0.010010699568010751,522240,500.0,51,15.968717569112778,0.202978515625,3.725290298461914e-09
332.17,1.7716443508863449,25.0,166.75,0.0030274360195335246,-0.0015736085813841782,751,0.05254524282843185,0.005910935187675248,532480,342.5000000000015,52,15.968681466579437,0.2108642578125,1.1175870895385742e-09
332.36,1.7663861125707627,25.0,156.0,0.003068649448925953,-0.0020701545181509573,751,0.05771764285840393,0.010541530185219018,542720,277.5000000000002,53,15.968717592954636,0.2666748046875,-4.470348358154297e-09
334.62,1.7566294863820076,47.50000000000001,177.5,0.002005577417224913,-0.0008352132786967559,751,0.05495468673422147,0.011334074044680165,552960,400.0,54,15.96871770620346,0.15361328125,-9.313225746154785e-09
335.62,1.774915723502636,25.0,181.0,0.002651216575475246,-0.0012629083066713065,750,0.05347343718704985,0.008352510510849242,563200,400.0,55,15.96871777176857,0.21474609375,1.5273690223693846e-08
334.43,1.772974618524313,25.0,183.75,0.003385823438298985,-0.001662222384402412,750,0.05276552646176541,0.0069631975965194215,573440,452.50000000000017,56,15.968713039159775,0.2772216796875,-6.332993507385254e-09
326.91,1.7731661923229693,25.0,152.5,0.0032131270813465563,-0.0014663523634226294,749,0.05448120972758282,0.007975860084206943,583680,305.00000000000045,57,15.96871777176857,0.2601806640625,1.7508864402770997e-08
323.43,1.7803076855838298,25.0,149.25,0.002262775998894995,-0.001168461755878525,749,0.05231103245188099,0.0099800867871636,593920,250.0,58,15.96871783733368,0.1752685546875,1.4901161193847657e-09
324.51,1.7833371438086032,25.0,162.25,0.0028231404406767525,-0.0014291067014710278,748,0.0572218320325746,0.00819272865592211,604160,332.5000000000006,59,15.968717557191848,0.248193359375,-4.097819328308106e-09
330.68,1.7776838265359403,47.50000000000001,169.25,0.0030454799891458605,-0.0014664946691482327,748,0.05393066017527398,0.009390969295600371,614400,332.5000000000006,60,15.968717747926712,0.26279296875,2.9802322387695314e-09
337.24,1.7664144404232502,25.0,170.5,0.0032085015137226945,-0.0016825861188408454,748,0.051043801995931525,0.007153358430446133,624640,452.50000000000017,61,15.968716329336166,0.2454345703125,9.313225746154785e-09
331.2,1.7774852380156516,25.0,147.25,0.0026323826886027746,-0.0019729259507585083,747,0.0522848945711733,0.007835871545466944,634880,275.0,62,15.96871766448021,0.226318359375,-1.4901161193847657e-09
330.76,1.766261275112629,25.0,153.25,0.0036897778102684244,-0.0015202520607999759,747,0.05233386973518807,0.007513711213130136,645120,352.5000000000002,63,15.968716424703597,0.264794921875,1.1175870895385742e-09
325.79,1.7812688000500203,25.0,145.5,0.004039864799460701,-0.002040934386604931,747,0.0514975013216024,0.007125554045342142,655360,282.5000000000007,64,15.9687175989151,0.3007568359375,-8.195638656616212e-09
328.24,1.7612217508256436,0.0,149.0,0.0030172933937819835,-0.0020313113534939477,747,0.05118782854433821,0.006271243477635835,665600,425.0,65,15.968717497587203,0.2628173828125,-1.080334186553955e-08
324.51,1.7758577831089497,22.500000000000007,130.25,0.003500742587698369,-0.0010874919971683994,747,0.05362085822882656,0.00626274485337035,675840,285.00000000000085,66,15.968707996606827,0.2968994140625,-2.3469328880310058e-08
324.62,1.7826284691691399,0.0,133.0,0.002597480231213467,-0.0015377435422124109,747,0.05262345571869218,0.007796878456937861,686080,275.0,67,15.968715685606004,0.2166748046875,-3.7252902984619143e-10
326.65,1.7815905041992663,25.0,143.0,0.0032490164740806905,-0.0015649859575205482,747,0.053668389665220015,0.009430456746895289,696320,275.0,68,15.968717420101166,0.2425048828125,1.4156103134155273e-08
336.42,1.7795480042696,25.0,181.0,0.002471950437515602,-0.001351499857264571,747,0.05645492763723373,0.010470453961897875,706560,377.5000000000002,69,15.968717455863953,0.2259765625,-6.7055225372314455e-09
332.56,1.7754789523780345,47.50000000000001,174.75,0.0029516838870108585,-0.0015093017394974596,747,0.049763485613645395,0.005858841917688551,716800,400.0,70,15.968714582920075,0.248388671875,8.195638656616212e-09
335.3,1.782107052206993,25.0,184.5,0.0031504895840271272,-0.001880999358400004,746,0.056169067487014536,0.011086936597985186,727040,527.5000000000002,71,15.968717682361603,0.2488525390625,-8.195638656616212e-09
334.55,1.7783117480576038,25.0,182.0,0.0027255663798257503,-0.0015082164125487906,746,0.053995665173112675,0.008992143583873258,737280,457.5000000000006,72,15.968717783689499,0.2047607421875,5.587935447692871e-09
336.31,1.7581214234232903,25.0,183.25,0.0025767149874809546,-0.0017999521223828197,746,0.05198499379626851,0.01016663064219756,747520,400.0,73,15.968717747926712,0.23662109375,5.960464477539063e-09
341.59,1.7699192054569721,50.0,186.5,0.003083043361817772,-0.0017805010822485201,746,0.05765464323942674,0.009825284939961421,757760,400.0,74,15.968717724084854,0.2846435546875,-7.450580596923828e-09
330.58,1.7744871765375136,25.0,146.0,0.0029025643139021897,-0.0017872505606646883,746,0.0517612037475252,0.0069399325899212275,768000,300.0,75,15.968716776371002,0.25009765625,8.940696716308593e-09
333.66,1.7724297247827052,25.0,154.75,0.003309651658685198,-0.0017637858276430053,745,0.05393389176344334,0.008751143267909356,778240,325.0,76,15.968717455863953,0.278271484375,-1.1548399925231934e-08
336.57,1.7660646587610245,25.0,171.75,0.0025763998371758135,-0.0015532663241174306,746,0.05496224089633844,0.010834689908551808,788480,375.0,77,15.968717527389526,0.2091552734375,-1.2665987014770507e-08
340.93,1.7607680909335612,25.0,201.0,0.002560940089642827,-0.0014832495842711068,745,0.05249543113067616,0.012198259962315206,798720,477.5000000000002,78,15.96871783733368,0.192333984375,-1.825392246246338e-08
340.13,1.761018842458725,50.0,207.75,0.0022257031037980824,-0.001225204578076955,745,0.052639664782969664,0.00764059222918263,808960,500.0,79,15.96871566772461,0.1865478515625,-1.4528632164001465e-08
329.56,1.7820838212966919,25.0,175.75,0.0031706739312312494,-0.0019590080712077905,745,0.052178838680991414,0.008198849073119163,819200,455.0000000000004,80,15.968716984987259,0.27353515625,-5.587935447692871e-09
325.81,1.7811210937798023,0.0,154.75,0.002995678804131785,-0.0016279775296425213,745,0.05146630398696186,0.007393196867633378,829440,337.500000000001,81,15.968717610836029,0.247314453125,8.568167686462402e-09
325.27,1.7821687489748002,0.0,153.75,0.002586825223784217,-0.0013774773498880677,745,0.05109486610649542,0.007549779715282057,839680,272.50000000000193,82,15.968717551231384,0.216552734375,-8.940696716308593e-09
325.33,1.766027045249939,25.0,154.0,0.002570815861963638,-0.0015063801543874432,745,0.05225119837034775,0.008354219131388164,849920,427.5000000000002,83,15.968717730045318,0.2104248046875,2.2351741790771484e-09
331.11,1.7748066529631614,25.0,167.25,0.002840934643518267,-0.0014815480695688165,745,0.05476515013414305,0.00968052684529539,860160,450.0,84,15.968717867136002,0.2428955078125,-1.30385160446167e-08
341.98,1.7754983469843864,50.0,199.5,0.0026946686767530537,-0.001657483676535776,740,0.055435200054155996,0.010041850238576445,870400,452.50000000000017,85,15.968717324733735,0.2320556640625,-1.2293457984924316e-08
339.12,1.7737990401685237,50.0,197.25,0.0029977573174392092,-0.0019208971623811521,736,0.05442540323492527,0.009617854865564369,880640,475.0,86,15.968717795610427,0.25712890625,2.0861625671386717e-08
336.5,1.7790213517844677,50.0,192.75,0.003472310539495993,-0.0017754340999090346,735,0.0548447824574952,0.008168416944408818,890880,452.50000000000017,87,15.968717700242996,0.2903564453125,-7.450580596923828e-09
330.57,1.7828253135085106,47.50000000000001,165.5,0.0028561399225395688,-0.001731566966191167,733,0.053524760369446436,0.007906745415493788,901120,330.0000000000004,88,15.968717813491821,0.230224609375,-2.2351741790771484e-09
329.15,1.7782881155610084,25.0,154.75,0.002904080096709549,-0.0016382916648581159,730,0.053106721964034875,0.008271926043668377,911360,325.0,89,15.96871497631073,0.25478515625,-2.6077032089233397e-09
327.99,1.7818135164678097,25.0,146.25,0.0027506524348609672,-0.0011781987916037906,726,0.05457582271946389,0.008143391755220364,921600,300.0,90,15.968717610836029,0.25029296875,5.587935447692871e-09
325.09,1.7790567807853221,25.0,147.5,0.0032190783506166553,-0.0019846413877530724,724,0.05449018387586654,0.009258207333868996,931840,302.5000000000002,91,15.96871771812439,0.2441162109375,-1.2293457984924316e-08
324.61,1.7778838276863098,25.0,149.75,0.0031264379566550817,-0.001621184173200163,722,0.0514897249633538,0.007452067489975889,942080,300.0,92,15.968717682361603,0.2310546875,4.8428773880004884e-09
325.93,1.765700101107359,22.500000000000007,158.25,0.002573903259030885,-0.0018188994778029154,720,0.051239336493768994,0.008523393263749313,952320,337.500000000001,93,15.968717575073242,0.24287109375,-7.450580596923829e-10
336.3,1.7652816839516163,25.0,181.25,0.0021684009799116666,-0.001369492490630364,718,0.0524076443259421,0.010830513117616647,962560,550.0,94,15.968717741966248,0.2020751953125,0.0
337.81,1.7815289549529552,25.0,195.75,0.0029831998987901896,-0.0017858827781310539,717,0.05457461833732415,0.008581670771903305,972800,550.0,95,15.968716037273406,0.2784423828125,7.078051567077636e-09
339.14,1.7776741541922092,25.0,190.75,0.0030617937791475925,-0.0018030112049018498,715,0.05265477314490143,0.008924093601035566,983040,527.5000000000002,96,15.968717390298844,0.231884765625,1.2293457984924316e-08
329.68,1.7817594915628434,25.0,170.25,0.003103723028641525,-0.0018791504717228236,713,0.054560655371236756,0.008051939624192529,993280,402.5000000000002,97,15.96871721148491,0.28154296875,1.601874828338623e-08
323.44,1.7672337919473649,25.0,146.0,0.002994483800011949,-0.0016987316721497336,712,0.04980949653519871,0.007418761279041064,1003520,275.0,98,15.968717437982558,0.2529052734375,1.1920928955078126e-08
325.7,1.7690744161605836,25.0,166.25,0.002385531347397318,-0.0010914017302638968,710,0.05484814300640177,0.009066464625448134,1013760,502.5000000000002,99,15.968717569112778,0.208251953125,1.0058283805847169e-08
326.85,1.7770268231630326,25.0,162.0,0.0032438691760262373,-0.0020927759382175283,708,0.05352457687131906,0.008632432295780746,1024000,377.5000000000002,100,15.96871750354767,0.290966796875,8.568167686462402e-09
331.54,1.7685750603675843,25.0,162.25,0.0021725569008594903,-0.0011124039530841401,707,0.0535512597391829,0.008661304588895292,1034240,307.5000000000006,101,15.96871766448021,0.1896728515625,6.7055225372314455e-09
329.66,1.7844574853777886,25.0,151.25,0.003032091642216983,-0.0014162864499667194,706,0.056232266021495246,0.009232907104342302,1044480,277.5000000000002,102,15.968717712163926,0.23310546875,-6.332993507385254e-09
333.81,1.7838675305247307,25.0,170.0,0.003126055241261838,-0.0019990075441455703,704,0.052180059364646626,0.007756613572376736,1054720,500.0,103,15.968711799383163,0.2899169921875,1.4901161193847657e-09
331.61,1.779574417322874,25.0,169.0,0.0032057232807858327,-0.0020599297087755984,703,0.05469071013428538,0.009014675636899483,1064960,477.5000000000002,104,15.968717688322068,0.26591796875,-4.8428773880004884e-09
331.07,1.7812144219875337,25.0,174.5,0.0024926053871411114,-0.0013642752204759746,702,0.05237616475871899,0.0087006227288839,1075200,500.0,105,15.968717336654663,0.2176513671875,-8.195638656616212e-09
332.38,1.7876408509910107,25.0,166.25,0.0022379940406786147,-0.0012330458168435144,701,0.053337460914269365,0.008205192279478978,1085440,375.0,106,15.968717396259308,0.2078369140625,6.7055225372314455e-09
334.66,1.7808632738888264,25.0,173.0,0.002536211193660165,-0.0016319251048116713,700,0.05694078199709353,0.010149346868274733,1095680,352.5000000000002,107,15.968717533349992,0.2527587890625,1.9371509552001954e-08
331.13,1.7772899709641934,25.0,155.0,0.0028825728970787168,-0.0018687079769733827,699,0.05231735850368744,0.007486727505056479,1105920,325.0,108,15.968717509508133,0.2771240234375,-1.0058283805847169e-08
325.98,1.7785470277070998,25.0,151.75,0.002401498240976707,-0.0016062349979620194,697,0.050642151102199204,0.007225032186988755,1116160,325.0,109,15.968716776371002,0.21640625,1.1920928955078126e-08
322.63,1.7764443024992942,25.0,146.5,0.003286306379965254,-0.001545439098845236,696,0.05472453892728407,0.0072440824570549015,1126400,332.5000000000006,110,15.96871775984764,0.26806640625,2.421438694000244e-08
321.25,1.7699686117470264,22.500000000000007,126.75,0.0029179536262745388,-0.0018562692072009667,695,0.05253452797191309,0.007194008918486361,1136640,275.0,111,15.968717670440673,0.2759521484375,-2.6077032089233397e-09
322.93,1.782850669324398,25.0,133.5,0.0029803235339386446,-0.0016418417744716862,694,0.05040284625659354,0.006828817541008903,1146880,252.50000000000023,112,15.968717807531357,0.2763427734375,-1.601874828338623e-08
317.82,1.7772490166127681,22.500000000000007,119.5,0.003116211045289674,-0.0014080884306167719,693,0.052164503623417235,0.006010248585690192,1157120,225.0,113,15.968713355064391,0.288134765625,7.450580596923828e-09
316.88,1.7813008479773997,25.0,127.0,0.0027661396982125554,-0.0016742861342208925,692,0.05281024025543355,0.007184850662520148,1167360,280.00000000000045,114,15.968717169761657,0.2521484375,-1.3411045074462891e-08
322.27,1.7727420873939992,25.0,123.25,0.0028348779985122976,-0.0013639850691106402,691,0.05135180156312831,0.007286593776643713,1177600,252.50000000000023,115,15.968716979026794,0.2390869140625,-2.2351741790771484e-08
327.4,1.7727508790791036,25.0,129.0,0.0034830477967375375,-0.002071531077308464,690,0.05352800158153227,0.006947539325301478,1187840,277.5000000000002,116,15.968716162443162,0.31279296875,1.3783574104309083e-08
331.54,1.77724444642663,0.0,137.5,0.002608919675640209,-0.0017214386138221017,689,0.05394954512478313,0.007381222886851902,1198080,300.0,117,15.968717461824417,0.2519775390625,-4.470348358154297e-09
325.52,1.7745062232017517,0.0,143.75,0.0025291906807979104,-0.0016258441191894235,689,0.056810847152552336,0.009013232811412308,1208320,377.5000000000002,118,15.968717765808105,0.23984375,3.3527612686157227e-09
330.82,1.7609119072556496,25.0,164.5,0.0021330610724362487,-0.0011320996571157593,688,0.056276683263075646,0.01059465861908393,1218560,330.0000000000004,119,15.968717724084854,0.2119873046875,-4.470348358154297e-09
328.52,1.7624503739178181,25.0,186.25,0.002475943845098527,-0.0013973019475088222,687,0.056050272067322084,0.011349286760014366,1228800,452.50000000000017,120,15.968717944622039,0.2281982421875,7.078051567077636e-09
340.02,1.7775398194789886,25.0,208.75,0.002267836398743839,-0.0011468570792203536,686,0.05172205173492039,0.009451736805749534,1239040,527.5000000000002,121,15.96871770620346,0.2060791015625,-1.30385160446167e-08
329.17,1.7782715946435927,25.0,182.5,0.0025183331695501467,-0.0014749964710063068,685,0.05357201579331459,0.007739270495403616,1249280,450.0,122,15.96871783733368,0.2285888671875,-9.313225746154785e-09
332.17,1.7585776522755623,25.0,177.25,0.0031027578018438364,-0.0018651068188773935,684,0.05307684604330263,0.008879413026443217,1259520,380.00000000000045,123,15.968717867136002,0.3054443359375,1.1548399925231934e-08
326.89,1.7784967884421348,25.0,164.25,0.0022225373137985116,-0.0012643561483855592,683,0.05350267827733359,0.009446251435292652,1269760,275.0,124,15.968717622756959,0.2193359375,-3.7252902984619143e-10
330.66,1.7712263263761998,50.0,166.25,0.002154636844142033,-0.001471566751570208,682,0.0524342156814561,0.007687452358550217,1280000,275.0,125,15.96871737241745,0.23056640625,1.7508864402770997e-08
334.39,1.7850262470543385,25.0,161.75,0.0027883844590235185,-0.0014995391837146598,681,0.05306088548698712,0.008931654815535239,1290240,300.0,126,15.968717151880265,0.2601318359375,-7.450580596923829e-10
335.22,1.7851406350731849,25.0,154.5,0.0026985609984535586,-0.0017728396829625125,680,0.05113050980549967,0.008076386204993468,1300480,300.0,127,15.968717807531357,0.2610595703125,4.470348358154297e-09
336.39,1.7703537560999394,25.0,157.25,0.0024126781844756805,-0.0013722248157137073,680,0.05236192521801904,0.008459607966869953,1310720,300.0,128,15.96871771812439,0.2129638671875,-3.7252902984619143e-10
328.86,1.7715677157044412,25.0,142.0,0.002261961425779191,-0.0010468879361724248,679,0.05264704965319113,0.007324682898138235,1320960,250.0,129,15.968717312812805,0.218310546875,-3.725290298461914e-09
324.98,1.767041577398777,25.0,136.75,0.002311141173299802,-0.0013770472531177802,678,0.05309179638914656,0.008437141191552654,1331200,250.0,130,15.968717497587203,0.221240234375,-2.123415470123291e-08
320.53,1.7752652980387211,22.500000000000007,127.5,0.0027104846210363577,-0.0016643171205942054,677,0.0503910482030973,0.007308418614780976,1341440,250.0,131,15.968712842464447,0.2603759765625,1.4156103134155273e-08
321.67,1.7773553639650346,25.0,132.25,0.0032837822507417514,-0.001738847051092307,676,0.053116828243974554,0.008203535041820942,1351680,250.0,132,15.968717300891877,0.293408203125,1.3411045074462891e-08
321.95,1.7870763480663299,25.0,135.25,0.002790743152985442,-0.0018603227395942667,676,0.05269707957981336,0.008053587748031532,1361920,277.5000000000002,133,15.968716323375702,0.2507080078125,1.1175870895385742e-08
329.88,1.7765798568725586,25.0,148.5,0.0027269343418083736,-0.0013744346997555112,675,0.051023852826339776,0.00811844460422435,1372160,302.5000000000002,134,15.968717670440673,0.23408203125,-2.2351741790771484e-09
329.01,1.763385009020567,25.0,156.0,0.0033250278810385225,-0.0020830807803577044,674,0.04997149336971813,0.006858321609581708,1382400,402.5000000000002,135,15.968717193603515,0.313720703125,7.450580596923829e-10
325.93,1.7801007740199566,25.0,144.75,0.0030857695959639387,-0.001789452113735024,674,0.05005294784874059,0.005796873745293851,1392640,400.0,136,15.968717461824417,0.2713623046875,1.4901161193847656e-08
328.49,1.777428037673235,25.0,140.0,0.0027197571016245093,-0.0012672711141931358,673,0.0536919472108766,0.009048756352058263,1402880,277.5000000000002,137,15.968717652559281,0.2312744140625,5.215406417846679e-09
