fps,policy_loss,explained_variance,value_loss,advantage_norm,episode_length,epoch_idx,policy_entropy,P09:episode_rewards,PMM:episode_rewards,P01:episode_rewards,grad_norm,frames
449,-0.0003780064850434428,-4.274185066223144,0.0025305890661547893,0.49430353235453367,188.72,37,1.3833738195896148,4.0,1.52,0.0,0.09241984526497304,296000
450,-0.0031704048857136512,-3.947132630944252,0.0023003778324891754,0.4506331831216812,181.51,38,1.3836797165870667,3.0,1.37,0.0,0.11806424860161205,304000
451,0.0007215936150896596,-2.2897651952505114,0.0026218959419202293,0.5223459853604436,172.5,39,1.3835886001586915,3.0,1.18,0.0,0.09512635420466438,312000
452,-0.00025500808204924395,-3.908832312822342,0.0024875132948454846,0.48363556418567893,179.07,40,1.3817552149295806,3.0,1.31,0.0,0.08298409551746408,320000
453,-0.00020572360735968687,-4.339219052791595,0.0021922803040342843,0.4555024525523186,178.8,41,1.3835223507881165,3.0,1.27,0.0,0.08219888394490894,328000
454,0.0004400777987029869,-6.303284559249878,0.00207895846102474,0.4156055931001902,173.97,42,1.3851900291442871,3.0,1.19,0.0,0.06606149860818017,336000
454,0.00028868137334939095,-3.644177577495575,0.002217246660384262,0.4443975404649973,187.03,43,1.3828615057468414,4.0,1.49,0.0,0.07300206670553222,344000
455,0.0004825056668414618,-1.6412885028123856,0.001513424560034764,0.3553094107657671,181.81,44,1.3775925147533417,4.0,1.33,0.0,0.05554775386635408,352000
455,-0.0010883193434710848,-5.354505023360252,0.0032244429537240647,0.57532032340765,189.58,45,1.382154437303543,4.0,1.49,0.0,0.09796607942912791,360000
456,1.7072503396775573e-05,-1.7701049196720122,0.0014986490872524883,0.37164093609899285,192.13,46,1.3838106024265289,3.1000000000000085,1.52,0.0,0.06844434660732976,368000
457,0.00039885150850750507,-5.785463578104973,0.0028827017169351164,0.5481490840017795,184.18,47,1.383768459558487,3.1000000000000085,1.38,0.0,0.08648257542381105,376000
458,0.0001411037886646227,-7.249619349241256,0.0025213556416019854,0.4979386887699366,196.18,48,1.3836135149002076,4.0,1.68,0.0,0.08492990629907114,384000
458,0.0002934574369874099,-3.814492769241333,0.0018229222166519321,0.39852303847670556,190.52,49,1.3842314338684083,4.0,1.59,0.0,0.07281755345837099,392000
459,-1.9475713452266062e-05,-4.620784791707993,0.0021310387102130334,0.4220664360001683,177.24,50,1.3854593646526336,3.0,1.26,0.0,0.07090192281090733,400000
459,-1.3547792732424569e-05,-2.2831914991140367,0.002181660370542886,0.4492973344027996,178.03,51,1.382303397655487,3.0,1.24,0.0,0.07557257330748943,408000
459,0.0001680908891648869,-2.5713869565725327,0.0014479295575802098,0.35799943923950195,176.45,52,1.3810820996761322,3.0,1.23,0.0,0.06595959737293304,416000
460,-7.516236510127783e-05,-3.2577743113040922,0.0019879214985303404,0.44236719265580177,168.45,53,1.38527663230896,3.0,1.03,0.0,0.08589677749440316,424000
461,-6.084446540626232e-05,-3.39008974313736,0.0025456625224433084,0.49770978778600694,177.74,54,1.3822097873687744,3.0,1.28,0.0,0.0867388024150453,432000
461,-1.354358610115014e-05,-3.950261761546135,0.00169952416439628,0.3946645660698414,187.94,55,1.3829365980625152,3.1000000000000085,1.55,0.0,0.06482383419163551,440000
462,1.604511999175884e-06,-2.920410770177841,0.001359740102898286,0.3573241543769836,176.87,56,1.3811237275600434,3.0,1.26,0.0,0.06994255914774744,448000
462,-0.0010450929743092273,-1.8749656724929809,0.0015439117000642,0.37647400595247743,178.6,57,1.3819577932357787,3.0,1.28,0.0,0.0731106889510912,456000
462,0.00039943064097315074,-1.3728081804513932,0.0017449502861745713,0.4055118054524064,180.86,58,1.384190776348114,3.0,1.35,0.0,0.0722113315718747,464000
463,-6.080634102545446e-05,-4.825041862726212,0.0014959181504309526,0.35169182300567625,179.95,59,1.384863247871399,3.1000000000000085,1.35,0.0,0.060804186769533676,472000
463,-0.00015241262561175973,-0.620804151892662,0.0013235798310597601,0.3580405601859093,180.47,60,1.3821818101406098,3.0,1.34,0.0,0.06546973149942634,480000
464,-0.00027600549918133766,-3.79456670999527,0.0021096891634806523,0.4404250060021877,182.62,61,1.3848936975002288,3.0,1.43,0.0,0.07536155331292255,488000
464,1.9260987064626532e-05,-2.5956788229942322,0.0010125250085457082,0.30138408198952676,183.35,62,1.3827112269401551,3.1000000000000085,1.42,0.0,0.05473487201640347,496000
465,-4.943322273902595e-06,-3.2185231161117556,0.0012889045811334654,0.327920108474791,176.75,63,1.3832074427604675,3.0,1.22,0.0,0.05829783422184361,504000
465,9.270914235457894e-05,-3.961986570358276,0.0009926401296252152,0.3083406385034323,170.24,64,1.384963161945343,2.0,1.07,0.0,0.06157822337476422,512000
466,-8.291245321743191e-05,-2.985630999803543,0.0011149663612286531,0.30910626459866763,171.3,65,1.3847342097759248,2.0,1.08,0.0,0.05317199171238304,520000
466,9.265753789804875e-05,-4.994138100147247,0.0016597294159100785,0.3793514937348664,182.59,66,1.3849085509777068,3.0,1.3,0.0,0.06612359329818117,528000
466,0.00019785840076110616,-3.5478383994102476,0.0016853592794996075,0.3484550619125366,187.98,67,1.3847623789310455,4.0,1.44,0.0,0.05982495506677424,536000
467,3.915446053724736e-05,-1.6987916189432144,0.0010631124175233709,0.2924704194068909,183.81,68,1.38510085105896,4.0,1.42,0.0,0.05320123223379974,544000
467,-0.00019219085461372743,-0.7036402660608292,0.0010947825387847842,0.3056860713288188,180.82,69,1.383925508260727,3.0,1.36,0.0,0.04911490048298952,552000
467,0.0002972955534642097,-7.562721624970436,0.0012293256139491858,0.333284750431776,181.48,70,1.3845459961891173,4.0,1.4,0.0,0.06331619964639104,560000
467,0.00012525563730378053,-10.189505364298821,0.0011259199163851008,0.2747673330828547,175.53,71,1.3854576361179352,3.0,1.24,0.0,0.04644118186191742,568000
468,-3.153742411086569e-05,-10.850029377937316,0.0012820542399276747,0.32733612902462483,170.87,72,1.385037705898285,3.0,1.06,0.0,0.05316724752873574,576000
468,-0.00043022016252507455,-4.964497345685959,0.0010128235652609875,0.2850910061970353,172.99,73,1.3841055059432983,3.0,1.13,0.0,0.055178477056888366,584000
469,0.00012465895328205078,-2.5737620329856874,0.0008996738372661639,0.277857022061944,172.29,74,1.3834157156944276,3.0,1.13,0.0,0.049036173258833846,592000
469,9.882553001716587e-05,-3.0490545922517778,0.0007104379846623488,0.24782965924590827,173.27,75,1.3843970131874084,3.0,1.18,0.0,0.04857075581924325,600000
469,-7.553674280643464e-05,-2.243428602218628,0.0008185650166251435,0.26362320873886347,172.32,76,1.3848917508125305,3.0,1.18,0.0,0.04760046757902308,608000
470,0.0001113780541345477,-2.2465063393116,0.0011609675728504953,0.31348121382296085,178.47,77,1.385317919254303,3.0,1.3,0.0,0.056249292008581996,616000
470,-0.000274211902578827,-2.3223247861862184,0.001207700383001793,0.3071294573321939,184.46,78,1.385577439069748,3.1000000000000085,1.48,0.0,0.054916105094686474,624000
470,0.0001767839284002548,-1.5421062731742858,0.0012343244004841835,0.3202719487249851,188.79,79,1.3842675065994263,4.0,1.53,0.0,0.05199876340434808,632000
471,-5.457776023831684e-05,-0.6543780261278153,0.0012973713102473995,0.3432417317479849,197.71,80,1.3823826110363007,4.0,1.67,0.0,0.05698584082920036,640000
471,-6.544964126078411e-05,-1.5266079497337341,0.0012945309893984812,0.3265706406533718,196.11,81,1.3849659967422485,4.0,1.77,0.0,0.054456948860456385,648000
471,-1.5373149389006357e-05,-5.239772655367851,0.0012155171745871485,0.3108317354694009,182.8,82,1.3852007234096526,3.1000000000000085,1.46,0.0,0.052307836940688315,656000
472,0.00010848242294741794,-2.509270895719528,0.000917314177222579,0.2805202232673764,180.39,83,1.3858870816230775,3.0,1.26,0.0,0.05095517666772992,664000
472,-8.006568954442628e-05,-1.0113527798652648,0.0008627895146491937,0.2628561578318477,181.23,84,1.3852265906333923,3.0,1.31,0.0,0.04490826037862265,672000
472,-0.0004633079931954853,-2.149947301149368,0.0012037290314037819,0.31248804949223996,183.99,85,1.3842374241352082,4.0,1.4,0.0,0.062289895615847586,680000
473,0.0001976349361575558,-3.5020717257261276,0.0005835192641643516,0.20162393465638162,173.43,86,1.3854926824569702,3.0,1.15,0.0,0.03900370740303947,688000
473,1.7488139565102757e-05,-0.8058056312799454,0.0012108613794134726,0.31765684951096773,181.48,87,1.385421324968338,3.0,1.32,0.0,0.05606531179343034,696000
473,-2.4153153935912998e-05,-0.5828699052333832,0.000845926412002882,0.2554476940631866,183.54,88,1.3849390125274659,4.0,1.37,0.0,0.043733076070924935,704000
473,-9.158872962871101e-05,-2.6281478238105773,0.0012087253433128353,0.3092488681524992,186.67,89,1.3831194245815277,4.0,1.47,0.0,0.052071070414033714,712000
473,0.0001907616031530779,-0.8755856442451477,0.0008065539325343707,0.24894302748143673,192.0,90,1.3848617684841156,4.0,1.58,0.0,0.04200718742665074,720000
474,3.606555830629077e-05,-1.4170354527235032,0.0007565971244957836,0.24826985400170087,183.0,91,1.3858246576786042,4.0,1.37,0.0,0.03923815854974275,728000
474,-0.001113284186940291,-1.6397437024116517,0.0014569891798873868,0.3384315423667431,181.85,92,1.3852204871177674,3.0,1.35,0.0,0.06910559863732967,736000
474,-3.2788547414384084e-05,-2.0821691340208055,0.0014621236262246384,0.3294481560215354,181.45,93,1.3838423717021942,3.0,1.35,0.0,0.051996295119453625,744000
474,-2.723198209423572e-05,-3.0448126018047335,0.0019623404837147973,0.4050415203720331,193.01,94,1.3841395688056946,4.0,1.6,0.0,0.064755612206666,752000
475,-0.00012560104762087575,-0.9419434589147567,0.000966890638892437,0.2740621030330658,192.67,95,1.3848971045017242,4.0,1.61,0.0,0.045986599984642884,760000
475,1.1816982441814616e-05,-2.607003937959671,0.001469545728086814,0.35914953880012035,192.09,96,1.3854803717136384,3.1000000000000085,1.59,0.0,0.06724096283530741,768000
475,-6.216254172613844e-05,-4.831810514330864,0.0014436600453700522,0.34135500237345695,199.49,97,1.3836062121391297,4.0,1.82,0.0,0.0565393873092731,776000
475,0.00015369553719210671,-2.385952250957489,0.001013102140132105,0.28793794561177494,190.36,98,1.3832692694664002,4.1000000000000085,1.67,0.0,0.04803090176067552,784000
476,-9.916022827383131e-05,-2.2343701791763304,0.0007972679704926122,0.2606179339811206,181.79,99,1.383444563150406,4.0,1.39,0.0,0.04384928545833234,792000
476,1.5966740356816444e-05,-0.795143011212349,0.0011950993041136826,0.316710687763989,181.46,100,1.3839167833328248,4.0,1.31,0.0,0.05325145211263975,800000
476,0.000285962631842267,-1.3690467989444732,0.0006120803473822889,0.2171562982723117,181.8,101,1.3855518472194672,4.0,1.34,0.0,0.03625547872632507,808000
476,-0.00010735654348536627,-1.3503577905893325,0.0009376995590446313,0.2769499856233597,190.81,102,1.384326547384262,4.0,1.56,0.0,0.046819354573002264,816000
476,-2.2446763468906285e-05,-5.991349523663521,0.0010483027723148552,0.2859055694565177,189.65,103,1.3838576591014862,4.0,1.56,0.0,0.04675530179784003,824000
477,-4.661275608668802e-05,-2.5261394226551057,0.0006730914635090812,0.23035861168056726,183.82,104,1.3851468133926392,3.0,1.41,0.0,0.038059275896102564,832000
477,2.7677635225700216e-05,-2.912004241347313,0.0005581185644632569,0.21435823030769824,182.57,105,1.3856192457675933,3.1000000000000085,1.43,0.0,0.03884450295363992,840000
477,-0.00011625164447650604,-3.0560575371980665,0.0013139981174390414,0.3279470757395029,186.69,106,1.3851898217201233,4.0,1.51,0.0,0.060189519266859115,848000
477,0.0001499446644447744,-1.46590780377388,0.0005774734306487517,0.22552156426012515,183.93,107,1.3853643035888672,4.0,1.36,0.0,0.038141894862748195,856000
477,8.101106178855844e-05,-1.571128357052803,0.0006781962613786163,0.21366633322089912,184.05,108,1.3850696194171905,4.0,1.37,0.0,0.03748485810370181,864000
477,-0.00013064948485407512,-0.4585192465782166,0.0013871000080962403,0.34356508634984495,188.58,109,1.3854323828220367,4.0,1.56,0.0,0.06535120680795975,872000
478,-0.0001244646668419591,-2.7081284350156785,0.0008881174653470225,0.24877224856987595,196.32,110,1.3853928458690643,4.1000000000000085,1.77,0.0,0.04207776538558162,880000
478,3.795669370447285e-05,-1.440542818903923,0.0010561317311476158,0.28317694159224627,181.46,111,1.3853512227535247,3.0,1.42,0.0,0.04953795702041942,888000
478,-0.00037948647881421495,-1.4079737347364425,0.00163819184975182,0.38135182201862333,183.43,112,1.3858940494060517,4.0,1.48,0.0,0.06446339223019422,896000
478,0.0005936142116479459,-0.8663785344362259,0.0008180359024936479,0.2654149778559804,191.08,113,1.385357346534729,4.1000000000000085,1.67,0.0,0.0407543580781283,904000
478,0.00026958879112498835,-1.5059249663352967,0.001232297442466006,0.3304206310585141,193.71,114,1.3828887176513671,4.1000000000000085,1.68,0.0,0.060980217584409614,912000
478,-0.0004564314464732888,-1.8211084324121476,0.0006128996543748144,0.19502938259392977,184.53,115,1.3837269270420074,4.0,1.41,0.0,0.03769012296204695,920000
479,0.00019953403680119663,-0.9690171200037002,0.0011114067011294537,0.28009029638022187,182.82,116,1.3857136368751526,4.0,1.37,0.0,0.05071140686938826,928000
479,-0.00029661243061127605,-3.0648627704381943,0.0004772542372529642,0.17904276590794324,182.16,117,1.3849581587314606,4.0,1.38,0.0,0.032710538053176835,936000
479,0.00015466054115677254,-13.267323888540268,0.0008930329360282485,0.26295847781002524,170.59,118,1.3859010231494904,3.0,1.09,0.0,0.046550290729504985,944000
479,7.746395498543279e-05,-2.0525922924280167,0.0006674623734033957,0.23117659226059914,177.94,119,1.385513174533844,3.0,1.23,0.0,0.04636039352170647,952000
479,-0.00013317444318090567,-4.7359727609157565,0.0006646579094649497,0.2179672444984317,177.84,120,1.3840494799613952,3.0,1.24,0.0,0.039144046766560955,960000
480,-3.542360092978924e-05,-3.2399856501817705,0.0009302044190735615,0.25856473334133623,177.09,121,1.3851059484481811,3.0,1.26,0.0,0.04374741225940476,968000
480,1.838402800785843e-05,-1.6044750326871873,0.0008123475802358371,0.2567900152504444,186.62,122,1.3856359803676606,4.0,1.52,0.0,0.04117438899206546,976000
480,-0.00011056011226173723,-1.6810343796014786,0.0011259680005423433,0.29758899319916965,187.89,123,1.3854478085041046,4.0,1.56,0.0,0.05296062744655869,984000
480,9.308549309935189e-05,-4.1909897518157955,0.000905708071322806,0.25468752477318046,184.73,124,1.3855434107780455,4.0,1.39,0.0,0.0406685210618285,992000
480,3.4369857021374626e-05,-1.3714307570457458,0.0007397981246094787,0.25679377786815166,177.7,125,1.3856909799575805,3.1000000000000085,1.25,0.0,0.04293896309631945,1000000
480,-0.00015500902372878045,-1.9612936621904373,0.0004981785285053774,0.18685393515974283,171.01,126,1.3858231842517852,3.0,1.17,0.0,0.029136739200825646,1008000
480,5.5536321760882856e-05,-2.0712181532382967,0.00044504605814836394,0.19624408286064862,172.01,127,1.3853093683719635,3.0,1.17,0.0,0.03383904279605609,1016000
480,0.00011022401798982173,-0.32603430926799776,0.00049631943613349,0.21465297982096673,171.42,128,1.3855250465869904,2.1000000000000085,1.11,0.0,0.04107046420281572,1024000
480,-6.613689831283409e-05,-0.5513587963581085,0.0004891709304774849,0.20091141548007727,177.36,129,1.3856896126270295,3.0,1.24,0.0,0.03861159602630934,1032000
481,6.70322142104851e-05,-2.3501632446050644,0.0007760259480528476,0.2572809522226453,181.1,130,1.3859398233890534,4.0,1.35,0.0,0.04779852705064761,1040000
481,0.00017612277698844992,-1.4554936164617538,0.0008024380066126469,0.23698057491332292,180.15,131,1.3852857100963591,4.0,1.33,0.0,0.041485424317141105,1048000
481,-0.0002692428247246426,-0.5874757814407349,0.000904843546804841,0.256158719137311,187.82,132,1.3854241836071015,4.0,1.52,0.0,0.04475194366617034,1056000
481,0.00017648961726081326,-1.2537725096940995,0.0012237660426853835,0.2999133883789182,191.04,133,1.3847733795642854,4.0,1.54,0.0,0.049801209229038176,1064000
481,-4.698389748227783e-06,-2.6251658433675766,0.001096668425052485,0.2864869049564004,188.74,134,1.3855448138713837,4.0,1.45,0.0,0.04339379421566718,1072000
481,-1.0435341428092215e-05,-2.2882980042696,0.0006427543355857779,0.21785496026277543,184.68,135,1.3854875254631043,3.0,1.39,0.0,0.03687571529256055,1080000
481,-0.0001803130700136535,-15.26614207625389,0.0007160768902031122,0.23447301443666219,184.23,136,1.3852437460422515,3.0,1.45,0.0,0.04262603840366458,1088000
481,-0.00015529778378549962,-2.5337427294254304,0.000623178467390062,0.22361293202266097,174.55,137,1.3855545651912688,3.0,1.19,0.0,0.04330961449018261,1096000
481,0.00030210306093067627,-1.5689406543970108,0.0007049316653137793,0.2045413513854146,171.23,138,1.3851791942119598,3.0,1.08,0.0,0.030614830828987652,1104000
482,-0.00019743310003832447,-0.9828344148397445,0.00035820990239244566,0.17095900177955628,176.97,139,1.3843184971809388,3.0,1.18,0.0,0.030334689858181246,1112000
482,-0.0003539182659369544,-1.688639267683029,0.0008629143017697061,0.23361719705164433,180.07,140,1.385360540151596,3.0,1.25,0.0,0.040921509875389825,1120000
482,0.000253027355793165,-1.0646495246887206,0.0007817354446069658,0.23323044069111348,176.86,141,1.385802240371704,3.0,1.25,0.0,0.03656581839978576,1128000
482,4.362469979241723e-05,-2.595791970491409,0.0006992696701672684,0.2172635005787015,173.58,142,1.385918732881546,3.0,1.18,0.0,0.033524940393537254,1136000
482,-1.807017317332793e-05,-0.46070060491561887,0.0006192058740180073,0.22797534216195345,179.56,143,1.3856861996650696,3.1000000000000085,1.32,0.0,0.03475503748811895,1144000
482,-4.7367289625981356e-05,-2.995091950297356,0.0006249708076620663,0.21421012746170162,183.86,144,1.385851458311081,4.0,1.43,0.0,0.03614650207989614,1152000
482,2.2040492913220076e-05,-0.759219845533371,0.0004302022002730155,0.17488521680235863,176.25,145,1.385804214477539,3.1000000000000085,1.21,0.0,0.02979722459225518,1160000
482,-2.6428089149703738e-05,-2.4361105471849442,0.0008605239352982608,0.26437026262283325,184.41,146,1.3853412532806397,4.0,1.36,0.0,0.04649640624244586,1168000
482,-0.00021696409115065762,-1.3974788564443588,0.0008114224743985687,0.24976640969514846,196.46,147,1.3854851579666139,4.1000000000000085,1.75,0.0,0.04037487035683188,1176000
482,6.52055224054493e-05,-6.884974715709686,0.0007017208703109645,0.2356562365591526,180.81,148,1.384669350385666,4.0,1.44,0.0,0.04125317765389245,1184000
482,0.0001610323056956986,-2.141544215679169,0.000545017065983302,0.20941973017528653,170.15,149,1.385694798231125,3.0,1.09,0.0,0.03724892295594771,1192000
482,-9.418043919140474e-06,-3.1803756695985794,0.0005157282712025335,0.1903125811368227,173.52,150,1.3851962304115295,3.0,1.15,0.0,0.03380450310433595,1200000
482,5.282497717416845e-05,-11.028446323275567,0.0007189783732246724,0.21317119227722287,170.64,151,1.3859564995765685,3.0,1.07,0.0,0.037620544201795995,1208000
483,0.00010205950919043971,-0.8010081213712692,0.0005062435431682389,0.19875611677765848,178.6,152,1.3858367335796355,3.0,1.23,0.0,0.03419847931213173,1216000
483,5.780955129012e-05,-1.2440944010019301,0.0006376358962188533,0.20671288130804896,187.67,153,1.3846474015712738,4.0,1.47,0.0,0.034925692755587164,1224000
483,-0.0001547332629252196,-1.171864877343178,0.0008437129419326083,0.25558768257498743,187.54,154,1.3849524140357972,4.0,1.52,0.0,0.04320282961553827,1232000
483,7.542740291683004e-05,-1.5407396906614304,0.0006175074991278961,0.21686961822211742,184.81,155,1.3846975028514863,4.0,1.43,0.0,0.037533385123113015,1240000
483,-0.00020361156261060386,-2.672534019947052,0.0008375210357098694,0.23723005428910254,180.54,156,1.385205900669098,3.1000000000000085,1.3,0.0,0.04012162316816312,1248000
483,0.00020780135502718622,-0.9459969419240951,0.0006191772539068552,0.22836432438343762,192.02,157,1.3852108371257783,4.0,1.58,0.0,0.0381714535331015,1256000
483,5.3349110930867025e-05,-0.4720431137084961,0.0006898502353124058,0.21364841237664223,197.16,158,1.3856833183765411,4.0,1.73,0.0,0.038840351691787865,1264000
483,-0.00012448705645510928,-1.3319474977254868,0.0004294186219794938,0.17164554979652166,187.3,159,1.38574929356575,3.0,1.52,0.0,0.028970312119504567,1272000
483,-7.041852557449602e-05,-2.2619646340608597,0.0006580822120668018,0.21720868516713382,181.15,160,1.3852553534507752,3.0,1.38,0.0,0.03654785879646614,1280000
483,-0.00022519256152008893,-3.3526088041067124,0.0005898003675702057,0.1984304293617606,179.39,161,1.3846401643753052,3.0,1.28,0.0,0.033924864569502944,1288000
483,0.0001620544538309332,-2.9974110037088395,0.00038682491232975734,0.15701301904395223,175.74,162,1.3855320799350739,3.0,1.18,0.0,0.028400353763395683,1296000
483,-0.00012988287209736882,-0.6201625043153762,0.0005965978770109359,0.2017380396462977,169.7,163,1.3856739461421967,3.0,1.07,0.0,0.03712752075726783,1304000
484,2.5546513861627317e-05,-2.323307809829712,0.00022391234495444223,0.13526696158573032,164.96,164,1.3858436274528503,3.0,0.97,0.0,0.022920801862408188,1312000
484,-5.791409650555579e-05,-1.9358963197469712,0.0005412575577520329,0.19523406621068717,166.81,165,1.385404371023178,3.0,0.99,0.0,0.04021624770641761,1320000
484,0.0003066725384996971,-0.5027717798948288,0.000930726812366629,0.2703796863183379,180.48,166,1.3855881154537202,3.0,1.3,0.0,0.04734862040491132,1328000
484,-1.2195245535622234e-05,-0.6088030606508255,0.0009383541731040168,0.27733660882338884,188.89,167,1.3852482330799103,3.1000000000000085,1.52,0.0,0.04616846423927432,1336000
484,-8.041873923502862e-05,-2.847761194705963,0.0007202271936421311,0.23462557494640351,190.89,168,1.3840344154834747,4.0,1.6,0.0,0.03550667207522628,1344000
484,-2.7196513256058096e-05,-0.8377562355995178,0.0007535014904851778,0.22220440426841379,192.44,169,1.3840998315811157,5.0,1.72,0.0,0.035487987127945354,1352000
484,-2.6272970717400313e-05,-0.9694728279113769,0.00039750053410898546,0.17550715014338494,183.73,170,1.3857701599597931,4.0,1.5,0.0,0.03452990405694057,1360000
