explained_variance,policy_entropy,policy_loss,value_loss,P01:episode_rewards,grad_norm,advantage_norm,P09:episode_rewards,fps,frames,PMM:episode_rewards,episode_length,epoch_idx
-3.4093494498729706,1.3387480157613754,-0.07848211285345315,1.1152297122146002,0.0,30.634698983362338,5.0424614589847625,3.0,525,8000,1.275,167.8,1
-3.544897297024727,1.3853353559970856,-0.00048511062849684096,0.005285223494420279,0.0,0.08984671555419511,0.6657186917960644,3.0,318,16000,1.2159090909090908,170.35227272727272,2
-1.7858829814195634,1.3845287728309632,0.0003191828847047873,0.005705124787282329,0.0,0.0799061071055332,0.7387322355434298,4.0,359,24000,1.3,178.82,3
-1.8683009362220764,1.3843356025218965,4.0025811467785386e-05,0.0061172174931016345,0.0,0.07950656128780896,0.7567606364749372,4.0,386,32000,1.53,187.4,4
-0.9593963265419007,1.38494398355484,0.0008043110207654535,0.006999995001719981,0.0,0.08936267254891511,0.8471883334591985,5.0,401,40000,1.82,197.12,5
-3.5260758459568025,1.3855371701717376,-0.0007091006013797596,0.0055010930703951995,0.0,0.07634441070211734,0.7315030436590314,4.0,410,48000,1.72,193.22,6
-1.0501290303468704,1.3858653104305267,0.00032778124412288887,0.006427903470157616,0.0,0.08662869746657187,0.8012370032258331,4.0,417,56000,1.61,189.29,7
-5.132379633188248,1.3851166045665741,-0.0002608880384650547,0.004995140008937824,0.0,0.07082685829610826,0.648166153067723,3.1000000000000085,421,64000,1.45,184.6,8
-1.6370348834991455,1.3849501049518584,0.00015566297923214734,0.0061538996415401925,0.0,0.09663237474112778,0.8004713251441717,3.0,426,72000,1.4,183.72,9
-3.9684962671995163,1.3857108414173127,-6.26151846972789e-05,0.004694241118733089,0.0,0.07263320799436854,0.6372188777755946,3.0,429,80000,1.2,174.56,10
-2.020019609928131,1.385700216293335,0.0007554512623664778,0.006256508709443551,0.0,0.09620226579076091,0.7732708852738142,3.0,429,88000,1.22,174.29,11
-1.9412357223033905,1.3860719549655913,-0.000858306814916432,0.00543999867434195,0.0,0.09762817174907007,0.7073774491250515,3.0,432,96000,1.43,183.49,12
-3.571402825117111,1.3848180890083313,0.0008031590820064594,0.005654390191936045,0.0,0.0791999048577694,0.7160802265815437,4.0,434,104000,1.41,183.49,13
-1.295428575873375,1.384697015285492,-0.001248167600861052,0.007190295525220449,0.0,0.11820763072564035,0.8164166684355587,4.0,437,112000,1.39,183.45,14
-4.680391916036606,1.3852731668949128,-0.00012718581536319106,0.005460662821024016,0.0,0.08254808971983571,0.6856389373540879,4.0,439,120000,1.59,190.92,15
-2.585262489318848,1.38506054520607,-3.1825015248614364e-05,0.005597287658558798,0.0,0.07941691007457526,0.7037857527472079,4.1000000000000085,440,128000,1.64,191.74,16
-1.1456821727752686,1.3858840537071229,0.00041838606097371666,0.0056672181340718455,0.0,0.07761382377637872,0.7194354182295501,4.0,442,136000,1.56,189.82,17
-2.1630548053979872,1.3848489654064178,6.317277147900313e-06,0.005634242755891136,0.0,0.07748881601133246,0.7156215573102236,3.0,443,144000,1.34,181.57,18
-1.176740157008171,1.3832737267017365,0.0005731461975665297,0.006145684046250608,0.0,0.08221814509356686,0.7622188294678927,3.1000000000000085,444,152000,1.43,185.36,19
-1.0927335214614868,1.384544014930725,0.00028060459371772597,0.0054937871212769095,0.0,0.08179708566374472,0.7296275765821337,4.0,445,160000,1.44,183.73,20
-2.562296801805496,1.3850075435638427,-0.0009378989629476565,0.005413674797146086,0.0,0.09487458733664501,0.6749032290652395,3.0,445,168000,1.29,178.02,21
-1.5712264615297318,1.3855218636989592,-3.948630990635138e-05,0.0061225966384790805,0.0,0.08588797266083281,0.7758261212334037,3.0,446,176000,1.4,183.45,22
-1.3583140206336974,1.3860779476165772,0.0014942409790455714,0.006190547817332117,0.0,0.09089698064267948,0.7971392528340221,4.0,447,184000,1.58,190.17,23
-2.4368418502807616,1.3847488641738892,-0.005092211771116126,0.006070047206255822,0.0,0.13986530720479584,0.735756513979286,3.1000000000000085,447,192000,1.45,186.11,24
-1.4886301046609878,1.3840455412864685,0.00039581883436767384,0.006331765721097326,0.0,0.0851203886238985,0.805269209034741,4.0,448,200000,1.62,192.88,25
-2.0860732328891753,1.3835666859149933,0.00015233994392474415,0.005144330988414368,0.0,0.08077483855727895,0.7090667485818267,4.0,448,208000,1.52,187.71,26
-2.7313798344135285,1.3841925716400147,0.00038694592578394807,0.004582231254717044,0.0,0.08155261502785298,0.6628460486978293,3.0,448,216000,1.27,177.95,27
-1.8969787794351578,1.3856557035446166,-0.0010567188379354774,0.005440056834049756,0.0,0.1107633912927923,0.7276087291538715,3.0,447,224000,1.23,176.38,28
-1.3482187652587891,1.3783947455883026,-0.0010122521020821296,0.00564846692052015,0.0,0.15636826459886424,0.7609766428172589,4.0,448,232000,1.37,182.48,29
-1.6549025720357895,1.3697799932956696,0.0005794715299271047,0.004280489844059048,0.0,0.10592918819292813,0.6596497138589621,4.0,448,240000,1.46,186.84,30
-3.4811231207847597,1.3735096645355225,0.00012681072083069013,0.003650335104075566,0.0,0.10652247313009028,0.5807855609804392,4.0,448,248000,1.36,181.44,31
-2.807388182878494,1.3757903325557708,-0.0014523182169068605,0.004875388932605347,0.0,0.15741528900187468,0.6873802004382015,3.0,448,256000,1.23,175.6,32
-3.0000035440921784,1.3813594961166382,-0.001569884947675746,0.004421481814961226,0.0,0.14020713481255684,0.6503051554784178,3.1000000000000085,449,264000,1.3,178.87,33
-2.746316959261894,1.3844243121147155,0.0003264382302586455,0.00450983879269188,0.0,0.11754430715874714,0.7022238559275865,4.0,450,272000,1.46,186.3,34
-2.368968803882599,1.3855764806270598,-0.00171762417347054,0.005039610356425328,0.0,0.14760166433494729,0.71275894921273,4.0,451,280000,1.58,192.12,35
-4.76658297598362,1.3859813547134399,-0.000685171526420163,0.004290417925758448,0.0,0.1202609794333124,0.648541697897017,4.0,452,288000,1.76,199.71,36
-4.142769582867622,1.3848475241661071,-0.0008093882878893055,0.004101312587827124,0.0,0.11864052833835777,0.6515617579594255,4.0,454,296000,1.59,193.32,37
-3.408449407815933,1.380854160785675,-0.0009584115417965222,0.0040441412754444175,0.0,0.1080003368017502,0.661396579220891,4.0,455,304000,1.57,190.98,38
-2.751902083158493,1.3847102117538452,0.000776812462718226,0.0039958604794810525,0.0,0.10267669126128527,0.6318363638222217,4.0,456,312000,1.56,189.92,39
-2.690538632273674,1.3840074443817139,0.00039832768758060413,0.003063450298623138,0.0,0.09164203311039452,0.5436399562284351,4.0,457,320000,1.46,186.32,40
-4.9999769115448,1.3851264059543609,0.00018466118057403947,0.0028586997906495525,0.0,0.09756066206570027,0.5040724722668528,3.0,457,328000,1.12,173.09,41
-1.5975422835350037,1.385600473880768,0.00044424466868804303,0.0034065704729255232,0.0,0.10411923855791747,0.5816583815217018,3.0,458,336000,1.17,174.87,42
-1.3051116919517518,1.3855715274810791,0.00034395628854326786,0.0033317685420479392,0.0,0.10154863935185633,0.5982689084857702,4.0,459,344000,1.42,184.1,43
-2.7698007518053056,1.385372405052185,-0.0004850372594228247,0.003083166938595241,0.0,0.10147694168788317,0.5426557515561581,3.1000000000000085,460,352000,1.51,185.52,44
-2.2539312547445296,1.3853756415843963,0.00032766063770395704,0.002778976615081774,0.0,0.0998686879180092,0.523414118885994,3.0,461,360000,1.26,174.81,45
-3.4358791959285737,1.3841009032726288,7.06334585265722e-05,0.0027426562193068093,0.0,0.08756956713781182,0.5057443458586931,3.1000000000000085,461,368000,1.15,170.87,46
-1.9712059372663497,1.3844974768161773,0.0006919014896266162,0.0033077792957919884,0.0,0.09926965489510436,0.5811982382833958,4.0,462,376000,1.36,175.23,47
-2.6470419251918793,1.384710966348648,0.00017894729593535884,0.0026947948822635226,0.0,0.0982264817190518,0.506740421578288,4.0,463,384000,1.39,177.99,48
-3.0452624636888506,1.3850301015377045,-7.815872886567377e-05,0.0022988474890553333,0.0,0.09262005456592873,0.46980496890842915,3.0,463,392000,1.14,173.06,49
-4.016278575062752,1.3848478293418884,-0.00029989139424287716,0.0026004721468052593,0.0,0.09421469124531451,0.5067607460916043,3.0,464,400000,1.16,173.38,50
-4.098574784994125,1.3844344592094422,0.0002970939957140217,0.0019260943042354484,0.0,0.08783826746965159,0.42416506458073855,3.0,464,408000,1.13,171.19,51
-3.4920980817079545,1.3849715030193328,-0.0003797560272505507,0.0028576440409233328,0.0,0.07945179892063679,0.5331127609685063,3.0,465,416000,1.21,174.35,52
-1.1704893243312835,1.3840163004398347,1.3445160584524274e-05,0.0028970443912658085,0.0,0.11003786875142975,0.551621536910534,4.0,466,424000,1.65,191.44,53
-2.0185356003046038,1.3851400303840637,0.00040379323705565186,0.002462472606675874,0.0,0.08873680926151362,0.5004141329228878,4.0,466,432000,1.64,192.12,54
-3.131977428793907,1.3851411879062652,0.0004040077416721033,0.0015950396157859358,0.0,0.06673593271351302,0.37431724298745395,3.0,467,440000,1.32,179.91,55
-1.5062637615203858,1.3848853874206544,-0.0005487047127826372,0.0023486577943367592,0.0,0.08867477208037869,0.5013294450193644,3.0,467,448000,1.37,181.61,56
-1.8628926968574524,1.3842320394515992,0.000425340764268185,0.0016958825978326787,0.0,0.0606689401922898,0.3845063327997923,3.1000000000000085,468,456000,1.39,183.06,57
-0.9158862817287445,1.3816924476623536,0.00014346654745168053,0.0015650990448011727,0.0,0.08162327905624252,0.3913274634629488,3.0,468,464000,1.29,178.18,58
-0.8389275562763214,1.3789205348491669,0.0028615861528669484,0.01112234939560949,0.0,0.5443478330622178,0.6309437987953425,4.0,469,472000,1.46,184.5,59
-4.51969535112381,1.3829030656814576,-0.0004097972952422424,0.0020354311092341958,0.0,0.08593533208782317,0.435354409404099,5.0,469,480000,1.58,190.07,60
-3.11755375623703,1.3813218009471893,-0.0004327809021197027,0.0016931917746660474,0.0,0.08159150159042312,0.40097172908484935,4.0,470,488000,1.25,176.77,61
-5.409116867184639,1.384154646396637,1.3313394083525053e-06,0.00158964783184274,0.0,0.07546617616750347,0.3947701061517,4.0,470,496000,1.42,184.39,62
-5.196692146062851,1.3852459752559663,-0.00030745424650376665,0.0017939291339098419,0.0,0.08488685554592633,0.40052003882825377,3.1000000000000085,471,504000,1.31,179.88,63
-1.7268165761232377,1.3842405605316161,4.2348241724425864e-05,0.0016239817379027953,0.0,0.08349110754525173,0.3887504663318396,3.0,471,512000,1.12,173.79,64
-3.1611528849601744,1.3850773537158967,-0.0003889964160043746,0.0014682791536597506,0.0,0.07035044971118239,0.3602691175043583,3.0,472,520000,1.27,178.64,65
-1.84673772752285,1.3853805100917815,0.0004218854333157651,0.0015881182893190272,0.0,0.07488015008222672,0.36843613766133787,3.1000000000000085,472,528000,1.37,181.26,66
-38.63008578777313,1.38503551363945,0.0002429332648171112,0.001614437514808742,0.0,0.07160881222437619,0.3904965762421489,3.1000000000000085,472,536000,1.58,191.9,67
-4.0169641196727754,1.385314372777939,-0.0002284313091513468,0.0017118719557038275,0.0,0.07728806839555408,0.4129493334144354,3.0,473,544000,1.46,187.02,68
-1.49402174949646,1.3852297103404998,-0.0001677758612783009,0.0010075703136226367,0.0,0.057372539995505,0.2845691932737827,3.0,473,552000,1.25,177.53,69
-0.7381342166662216,1.3850864791870117,0.0002671629087990368,0.0014619826197122166,0.0,0.07110433590944223,0.36041375759989025,3.0,473,560000,1.29,179.0,70
-1.4994178134202958,1.3853613531589508,-0.00023513025183547143,0.0012790116271480655,0.0,0.061878569905855725,0.3368738703429699,4.0,473,568000,1.36,181.14,71
-1.91490395963192,1.3848223829269408,1.8226813735964243e-05,0.0008945571042113442,0.0,0.04735410056685522,0.27628399051725866,4.0,473,576000,1.41,184.85,72
-0.44047821044921875,1.3830041992664337,-8.186125924112276e-05,0.0011639530677348376,0.0,0.06949876721979589,0.32120639763772485,3.0,474,584000,1.38,185.25,73
-1.7602812427282333,1.3824400651454924,-8.76874964160379e-05,0.0014270333328386187,0.0,0.07337121293415183,0.3615681080520153,4.0,474,592000,1.41,181.3,74
-1.3502233183383943,1.3850168573856354,4.387300286907702e-06,0.001432004522484931,0.0,0.07044119357290357,0.3678344264999032,3.0,474,600000,1.44,181.45,75
-2.492868614792824,1.3851013660430909,-0.00016453419455501718,0.0010359803489609475,0.0,0.05775269856307883,0.30619324676692483,3.0,474,608000,1.22,175.85,76
-2.1892172557115557,1.3848535597324372,-0.00014975620424593217,0.000780285931959952,0.0,0.05359006262047151,0.2650895478948951,2.0,475,616000,0.85,160.63,77
-1.3491718012094498,1.384480516910553,-0.00035211764108680657,0.0012352755768370116,0.0,0.06708864107054731,0.3536366121843457,3.0,475,624000,1.04,168.49,78
-2.4905045413970948,1.3839209723472594,0.00018204752828751225,0.0012130358774720663,0.0,0.058184612752591756,0.3189849931746721,4.0,475,632000,1.44,183.21,79
-1.1454282999038696,1.3833586657047272,-0.00015010615868959575,0.0017505164303474885,0.0,0.07650334332052099,0.406002543233335,4.0,475,640000,1.4,180.8,80
-1.981448312997818,1.3821741843223572,-7.808757196471561e-05,0.001312948462964414,0.0,0.058154566847666775,0.3353677836060524,4.0,476,648000,1.54,187.26,81
-1.3294979739189148,1.3848608803749085,0.0003248818671272602,0.0007304548734828132,0.0,0.04650323679212603,0.23803545963019132,4.0,476,656000,1.74,194.62,82
-8.714129279255866,1.3858918273448944,2.938804514997173e-05,0.00153145172582299,0.0,0.0780386402078787,0.3612865852937102,3.0,476,664000,1.44,183.61,83
-1.0392815428972244,1.3855901896953582,-0.0001752695821778616,0.0008184556930882536,0.0,0.04723915792728737,0.2591886766627431,3.0,476,672000,1.26,177.38,84
-2.8601763397455215,1.3855241429805756,0.00011408464188562561,0.0009376211124617839,0.0,0.055704456458866895,0.2928609279543161,4.0,477,680000,1.26,179.27,85
-2.0510550051927567,1.3843290030956268,-0.0003939297952092602,0.001308512525192782,0.0,0.07682410091430016,0.3388357538357377,3.1000000000000085,477,688000,1.41,184.91,86
-0.7832084763050079,1.3853283441066742,-0.0001858839650049049,0.0014532708808656025,0.0,0.07138377491145699,0.3679953657463193,3.0,477,696000,1.33,181.25,87
-1.7870126909017563,1.385740875005722,1.9657857928905288e-05,0.0005631107303224781,0.0,0.03564133721626347,0.21935507871210574,3.0,477,704000,1.26,178.46,88
-0.7305410867929458,1.385391035079956,-0.00040109695932187604,0.0009091493182768318,0.0,0.06156424394185733,0.283180253021419,4.0,477,712000,1.54,190.21,89
-1.2150936740636826,1.3841979551315307,-0.00014667863782960922,0.0010291375749147847,0.0,0.054125336057292986,0.30745902363210914,4.0,478,720000,1.6,190.59,90
-3.5040835630893707,1.383782261610031,0.0004516064820927568,0.0007485052025685945,0.0,0.04741772912421676,0.24449791509658098,3.0,478,728000,1.39,179.43,91
-3.2688417655229567,1.3852477729320527,-4.5505636953748763e-05,0.0009619910499532125,0.0,0.05845359596314924,0.29528388621285556,3.1000000000000085,478,736000,1.42,183.18,92
-2.0150077503919603,1.3855117344856263,-1.6661329591443065e-05,0.0006194033671181387,0.0,0.04309082912356996,0.22722528152167798,4.0,478,744000,1.47,186.97,93
-2.5467236685752868,1.3851904118061065,-0.00041404984184737257,0.0012784193045899883,0.0,0.06549015020667906,0.3264610467106104,4.0,478,752000,1.54,186.44,94
-0.7293049001693725,1.385493061542511,0.0002884993916086387,0.0008433184653858916,0.0,0.04457532405415065,0.2626793933659792,4.0,479,760000,1.55,188.15,95
-1.9831936687231064,1.3853714084625244,-0.00015368964423942088,0.0006244986346155201,0.0,0.03742378899051558,0.2242902357131243,3.0,479,768000,1.31,181.6,96
-1.7908705401420593,1.384867069721222,-4.5693027059314775e-05,0.0015131040205551471,0.0,0.06607463388062432,0.3630312918126583,3.0,479,776000,1.33,180.28,97
-1.3655571806430817,1.385074063539505,-2.514464460546151e-05,0.000809242436716886,0.0,0.04781684691057918,0.2576530309021473,4.0,479,784000,1.43,184.42,98
-1.1894140177965165,1.3849986469745637,-4.1159530373988675e-05,0.000944848851736424,0.0,0.051872992179794436,0.2735001073591411,4.0,480,792000,1.4,184.18,99
-0.18225431859493255,1.3842992782592773,-0.00045060481468681243,0.0011085382724741067,0.0,0.05446871187226932,0.3010820133239031,4.0,480,800000,1.47,185.82,100
-0.9437460297346115,1.3844990456104278,-0.0007980716935162491,0.001240730451518175,0.0,0.06183023485680837,0.3013958566263318,4.1000000000000085,480,808000,1.79,195.91,101
-2.6964268463850023,1.3858995580673217,7.842825623811223e-05,0.0009067112387447196,0.0,0.050045261420937424,0.2650521771237254,4.0,480,816000,1.5,183.48,102
-0.24229171454906465,1.3854353022575379,0.00012481638041208498,0.0008456731104843129,0.0,0.0512954327333783,0.2830515529587865,4.0,480,824000,1.46,186.38,103
-1.3175048822164535,1.384949140548706,-0.00029556432564277203,0.0009316475535479185,0.0,0.048908345707137826,0.27565535370260474,4.0,481,832000,1.5,188.48,104
-0.03979506134986877,1.3854182314872743,0.0003425092062116164,0.00034133946784095317,0.0,0.03509580976014994,0.18022065427154302,3.0,481,840000,1.33,181.01,105
-1.0411676907539367,1.386021041870117,-4.257211810909212e-05,0.0006940410581614742,0.0,0.04702053913189845,0.2363858980499208,3.0,481,848000,1.33,181.99,106
-1.3249541795253754,1.385663878917694,-0.0001986662612762302,0.0005852214566266411,0.0,0.035536426532793645,0.2019479624181986,3.0,481,856000,1.38,184.04,107
-0.5056307315826416,1.3848191332817077,9.318515367340297e-08,0.0008530519469377396,0.0,0.04978351910394172,0.2570686633512378,4.0,481,864000,1.51,188.37,108
-1.053078842163086,1.385604465007782,3.710036933625815e-05,0.0007208254956276505,0.0,0.044331603203139204,0.22950244296342134,4.0,481,872000,1.64,191.38,109
