explained_variance,policy_entropy,policy_loss,value_loss,P01:episode_rewards,grad_norm,advantage_norm,P09:episode_rewards,fps,frames,PMM:episode_rewards,episode_length,epoch_idx
-1.8370838552713393,1.3855120658874511,-0.0003057198497845093,0.0005132620159565704,0.0,0.03907455068153972,0.20786605659872293,3.0,481,880000,1.28,177.72,110
-1.2135633105039596,1.3854075431823731,0.0003584678292099852,0.0007077078513066227,0.0,0.04546669850940584,0.2448931235447526,3.1000000000000085,481,888000,1.46,186.49,111
-0.22203511774539947,1.3854918563365937,5.583935810136609e-05,0.0005070323863674276,0.0,0.03874359325034848,0.20506230164319278,3.1000000000000085,482,896000,1.38,183.01,112
-1.7535324382781983,1.385764627456665,-7.850875010262826e-05,0.0008208117615140509,0.0,0.04740005778443243,0.251148646324873,4.0,482,904000,1.34,180.39,113
-2.270102400779724,1.3853227746486665,7.547443645307795e-05,0.0007453408900755675,0.0,0.04287565461610257,0.23579411966726183,4.0,482,912000,1.34,178.89,114
-0.8660123932361603,1.3852949488162993,0.00011159064502862748,0.0004832581248865608,0.0,0.038223098025518966,0.19988540809601546,4.0,482,920000,1.33,180.64,115
-3.339040756225586,1.385478023290634,-0.00016525251616258173,0.0008640410706129842,0.0,0.0495833999689983,0.25615621769800784,3.1000000000000085,482,928000,1.27,179.66,116
-2.653788943886757,1.385496586561203,0.00012838422702770913,0.0007828394201214906,0.0,0.04685817124602124,0.25034663947299124,3.0,482,936000,1.13,171.95,117
-1.4902611833810806,1.384904762506485,3.766106943658087e-05,0.0007459126521189318,0.0,0.04787025096700351,0.24757446609437467,3.0,483,944000,1.25,176.41,118
-1.639646402001381,1.3849575054645538,5.124858216731809e-05,0.0005468113175538747,0.0,0.04583649875521669,0.22578951202332972,3.0,483,952000,1.26,178.49,119
-223.3037464302778,1.3850976812839508,-0.0006346128124869211,0.0006154297687908184,0.0,0.036265206907551424,0.20504799595102668,3.0,483,960000,1.24,177.38,120
-2.644864286184311,1.3849031472206115,0.0002215558791976946,0.0004180215284168298,0.0,0.03667856608346176,0.1769712331518531,3.0,483,968000,1.09,169.98,121
0.05811668455600739,1.3850139915943145,0.00011121087364699633,0.0008548054748462164,0.0,0.04367830984680974,0.2658010407537222,3.0,483,976000,1.21,174.77,122
-1.468571572303772,1.3854976749420167,-0.00014846540965663736,0.0007922668787023212,0.0,0.045070161826712966,0.24071133542805911,4.0,483,984000,1.43,182.19,123
-1.3314561176300048,1.3857792794704438,-3.3901443057402506e-05,0.0005551590242339443,0.0,0.035011114164259526,0.19297086412087083,4.0,483,992000,1.45,184.12,124
-2.056029815077782,1.385808082818985,0.00016859123513313535,0.0005837365678144124,0.0,0.03725803187228751,0.19715153427794577,3.0,484,1000000,1.25,178.74,125
-1.233141832947731,1.386045206785202,2.76846214546822e-05,0.0005133404539560616,0.0,0.03737085836083692,0.20931212775409222,3.0,483,1008000,1.1,171.48,126
-2.40207509636879,1.3856147944927215,0.00017318840538791847,0.000860747922461087,0.0,0.050611061560407684,0.24738824497908354,3.0,484,1016000,1.27,176.75,127
-0.8157627147436142,1.3854846966266632,0.00010075912605771009,0.0006948327272630195,0.0,0.04050566764841936,0.23374856267124414,3.0,484,1024000,1.42,182.95,128
-1.5137378931045533,1.3858169209957123,-0.00019950667905504815,0.001064165220095674,0.0,0.05487391833930645,0.2950702581554651,4.0,484,1032000,1.59,188.13,129
-3.7100077295303344,1.385766509771347,0.00019884201215745635,0.000800703223283108,0.0,0.03872371298679588,0.2290302198007703,4.0,484,1040000,1.58,187.41,130
-1.6561420744657516,1.3857422697544097,0.00012117734348066734,0.0005357168833029391,0.0,0.038906445528863826,0.19674020040780305,2.0,484,1048000,0.94,164.06,131
-4.295186893939972,1.3852704441547394,7.199234896688722e-05,0.00043700432085643117,0.0,0.034500770781424196,0.19074608121067285,2.0,484,1056000,0.93,163.12,132
-0.34012393474578856,1.3842877304553987,-0.0001946902989220689,0.0005633491725529894,0.0,0.036145397662001526,0.1799330846965313,3.0,484,1064000,0.96,165.43,133
-0.5920739662647247,1.3848736011981964,-0.00014421913198020775,0.0009651394896286547,0.0,0.05203575669730764,0.2806687311083078,3.1000000000000085,484,1072000,1.32,178.93,134
-2.7665220791101457,1.3832221412658692,9.41574078751728e-06,0.0008182209627830161,0.0,0.03835655668949051,0.2131313176266849,3.1000000000000085,484,1080000,1.39,181.71,135
-1.898620952963829,1.38544997215271,-0.00010576237385976129,0.0003319010044060633,0.0,0.028379029807442967,0.17002765199169517,3.0,485,1088000,0.95,165.38,136
-1.557146584391594,1.3848328399658203,5.6042747892206536e-05,0.001064331332236179,0.0,0.05611420119061774,0.2902837346866727,3.0,485,1096000,1.19,172.69,137
-6.9416510373353955,1.3851826512813568,0.00020346249750218703,0.0007088089693070287,0.0,0.04138991908395493,0.23291965406388043,4.0,485,1104000,1.33,177.42,138
-1.483726395368576,1.385657730102539,-0.0002934925139561528,0.0006560372869353159,0.0,0.040030190063335656,0.22579781051725148,3.0,485,1112000,1.2,173.27,139
-0.623544635772705,1.3854895520210266,-0.00037777208242914637,0.0006576103639008579,0.0,0.042462156620164795,0.2296970757469535,3.0,485,1120000,1.29,175.92,140
-2.6340592753887178,1.3860639679431914,0.0004011065873783082,0.0002785150235058609,0.0,0.028204185236014246,0.14572171540930867,3.0,485,1128000,1.12,170.32,141
-0.45080575108528137,1.3855547571182252,-0.0003391883978019905,0.0005615555501799463,0.0,0.03841252809588317,0.2147339667752385,3.0,485,1136000,1.26,177.37,142
-2.6140217006206514,1.3857839369773866,0.000249671179917641,0.0006651736051799162,0.0,0.03497532417328436,0.1945516223087907,3.0,485,1144000,1.35,180.4,143
-1.1812583744525909,1.3855261158943177,-4.974244318873389e-05,0.0009463985688944376,0.0,0.0490158298737193,0.2627813521027565,3.0,485,1152000,1.31,176.29,144
-1.40319053709507,1.3859838700294496,-1.782456209184602e-05,0.0006243722404042273,0.0,0.04068145992353678,0.22671158961951732,3.0,485,1160000,1.33,179.24,145
-2.53194606423378,1.3856932616233826,2.766075249382993e-06,0.0004113796697629368,0.0,0.024950222045446783,0.1589638205897063,3.0,486,1168000,1.22,176.34,146
-0.7938851487636566,1.3859340393543242,-0.00011424314496252919,0.0005372774179545559,0.0,0.0338956681085551,0.18543957291170954,3.0,486,1176000,1.1,169.54,147
-1.7876101344823838,1.385840903520584,7.04164672151819e-05,0.00031046803697336143,0.0,0.02865782195801179,0.15078316247090698,3.0,486,1184000,1.18,173.62,148
-2.2824012821912767,1.385961184501648,1.96171013158164e-05,0.0007296657547976792,0.0,0.042482672496598435,0.22216659788042306,3.0,486,1192000,1.26,179.27,149
-4.388013648986816,1.3856860733032226,-4.369279133243253e-05,0.00047376606534839995,0.0,0.034521383012033204,0.17650138843804597,3.0,486,1200000,1.13,174.62,150
-2.6756934362649916,1.3857837796211243,0.00019795341780991292,0.00041116683020391064,0.0,0.03741604031943786,0.19174033166840673,3.0,486,1208000,1.08,171.6,151
-1.1398017859458924,1.3857920444011689,-0.000383116004159092,0.0005651634765990821,0.0,0.035735382111801606,0.21079045288264753,3.0,486,1216000,1.27,178.04,152
-0.4362245064973831,1.3855967676639558,0.0002699666678381618,0.0009557319223881677,0.0,0.0525786573590158,0.27275531031191347,4.0,486,1224000,1.57,186.74,153
-2.0739580243825912,1.3855681824684143,-1.0397749401818145e-05,0.0006326522674953595,0.0,0.032647158605591094,0.21394851442426444,4.0,486,1232000,1.57,186.14,154
-1.6758486568927764,1.3861078751087188,6.418964403565042e-06,0.0003850127475084264,0.0,0.031962012797968814,0.18363519398495554,3.0,486,1240000,1.49,185.97,155
-2.11170381128788,1.3854675364494324,-0.0001996025056723738,0.0006796679072976986,0.0,0.03977838611665386,0.22557583823800087,3.0,486,1248000,1.41,181.87,156
-0.11959966957569122,1.3847158527374268,0.00010806347460857069,0.0003805465822074439,0.0,0.02841339233475039,0.16092390416190028,3.0,486,1256000,1.29,177.87,157
-10.831766763329506,1.3851955580711364,-9.987189812818542e-05,0.0007635968348040478,0.0,0.04772182068759484,0.2455531296506524,3.0,486,1264000,1.23,176.14,158
-0.9239306026697158,1.3857401978969575,6.320513624814338e-05,0.00027323538632344934,0.0,0.027751099327124953,0.15783835837617516,4.0,486,1272000,1.4,183.32,159
-0.4925319731235504,1.3856468534469604,-0.00013932105888670777,0.0006923974786059261,0.0,0.045733610274943236,0.2190010579675436,4.1000000000000085,486,1280000,1.45,187.2,160
0.03198451161384583,1.384863293170929,1.1837973943329416e-05,0.0009010278078676493,0.0,0.046556902629079626,0.2634846787899733,5.0,487,1288000,1.79,198.42,161
-0.703597201704979,1.3857040667533875,-2.1555622697633226e-05,0.00018762553758278956,0.0,0.01931790708963115,0.11577243667095899,5.0,487,1296000,1.7,194.45,162
-0.2187386578321457,1.386050192117691,4.031659762404161e-05,0.00043502424875214275,0.0,0.0361250024438787,0.19785714879631996,4.0,487,1304000,1.41,183.86,163
-2.742350236773491,1.3852615022659303,0.00014083615395065862,0.0006950126366723452,0.0,0.044387611045325445,0.2334527544118464,3.0,487,1312000,1.45,184.76,164
-1.454186850786209,1.3860105574131012,5.1895790220441996e-05,0.00033951854489714604,0.0,0.029434815445900514,0.16648269088938833,3.0,487,1320000,1.31,178.34,165
-1.0512473779916762,1.3859306287765503,-0.0001484405910014175,0.0006989307510275466,0.0,0.0455710268882761,0.22442629609256984,3.0,487,1328000,1.11,170.2,166
-1.1144281476736069,1.3854848563671112,-6.587434509128798e-05,0.00033588305226203377,0.0,0.027427845652562736,0.1592244680598378,3.0,487,1336000,1.25,176.22,167
-3.7998328137397768,1.3859818029403685,-0.00019137949697324076,0.0005609990938091869,0.0,0.04121795565629393,0.22327372815459967,4.0,487,1344000,1.41,184.88,168
-0.9989691597223281,1.3851858568191528,0.0002322053221087117,0.00037365538938502143,0.0,0.03154938656113405,0.181847491748631,4.0,487,1352000,1.71,196.61,169
-3.8088426965475084,1.3857970476150512,-0.00025956150871934367,0.0002944886368049993,0.0,0.032225727208719086,0.1620368473418057,4.0,487,1360000,1.52,186.2,170
-0.3972149550914764,1.385289307832718,-8.961622461356455e-05,0.00043785267028852105,0.0,0.035211028388684354,0.19460357731208205,4.0,487,1368000,1.36,181.12,171
