PMM:episode_rewards,policy_entropy,advantage_norm,epoch_idx,grad_norm,frames,fps,value_loss,episode_length,P01:episode_rewards,P09:episode_rewards,explained_variance,policy_loss
2.04,1.3409575593471528,1.0542615154385566,19,0.3030215186418399,152000,468,0.008491733290720732,209.15,0.0,5.0,0.9200954633951187,-0.0020634770148899406
2.14,1.3519004476070404,1.0355968806147575,20,0.27982147437818133,160000,470,0.007874525223160162,212.42,0.0,5.0,0.8780697149038315,-0.0019254560277113342
2.27,1.3480168223381042,0.7927888450026512,21,0.2026967269520916,168000,471,0.004981987492647022,210.34,0.0,9.0,0.9295285916328431,-0.0005259317949821707
2.15,1.3665641367435455,1.0110242556035518,22,0.2574269379389436,176000,472,0.007734800179023295,203.38,0.0,9.0,0.9113245862722397,-0.0005731256492435932
2.06,1.3633174979686737,1.0101159858703612,23,0.2517764155179738,184000,474,0.007904893572849687,204.93,0.0,7.200000000000017,0.858408864736557,-9.550370392389595e-05
1.74,1.3589958941936493,0.9055683553218842,24,0.23544604731725344,192000,475,0.0062562265415908765,196.39,0.0,5.0,0.9024428164958954,-0.0011503567232284695
2.04,1.3601494872570037,0.8663051894307137,25,0.21795475437312406,200000,477,0.006309122878010384,203.88,0.0,7.0,0.9244897848367691,-0.0004105437082762364
2.06,1.3626577961444855,1.0723675745725632,26,0.2824199207951128,208000,478,0.00866402048850432,203.06,0.0,6.0,0.9091145670413971,-0.0005666304451005999
1.93,1.3607623505592346,0.7550322614610195,27,0.19008044286659956,216000,479,0.0045411658129887655,197.9,0.0,6.1000000000000085,0.9542219251394272,-0.0018340503750368952
1.78,1.3539385056495667,0.8118133206665515,28,0.20949381778927967,224000,482,0.005390397616138216,193.47,0.0,5.0,0.9465095090866089,-0.0013861446632654406
1.74,1.3669973313808441,0.8848975078761577,29,0.20842869551625032,232000,484,0.006282213488884736,193.53,0.0,5.0,0.9078657174110413,0.00032101749427965843
1.58,1.361609501838684,0.8577267056703568,30,0.22780916408321183,240000,486,0.005838127713650465,186.84,0.0,5.0,0.9186168670654297,-0.0011526621953817085
1.71,1.353461422920227,0.8284412643313408,31,0.21104849366951828,248000,486,0.005510834834421985,194.51,0.0,5.0,0.9551523512601853,-0.0015226900989364367
1.94,1.3616232824325563,0.8397486117482186,32,0.1954065421555377,256000,487,0.005928655974857974,202.47,0.0,5.0,0.9518123304843903,-0.0002965773190953769
2.11,1.3644823956489562,0.7833837826550006,33,0.20274114569997928,264000,489,0.004786944056104403,207.3,0.0,6.0,0.9501641774177552,-0.0008738236816134303
1.87,1.368393324613571,0.7076086176931858,34,0.1711753705723381,272000,487,0.004247832525725244,196.25,0.0,5.1000000000000085,0.9505750232934952,-0.0010653264450957067
1.58,1.3637214589118958,0.7598773667216301,35,0.18144802129977516,280000,487,0.004651714835781604,188.31,0.0,5.0,0.9536818844079972,8.826975645206402e-05
2.17,1.351441477537155,0.7322469705343246,36,0.18660486568214163,288000,486,0.0042604680894874035,210.37,0.0,6.0,0.9589950585365296,-0.0012521789752645417
1.99,1.3615259206295014,0.8193704786896706,37,0.19315214942656667,296000,485,0.005342817893542815,203.73,0.0,5.0,0.9135721343755722,0.0014801667917345184
1.95,1.3568029952049256,0.8861797359585762,38,0.20079453517630697,304000,484,0.0063293705528485586,200.77,0.0,5.0,0.9212924420833588,-0.0026890045012260087
2.12,1.3599389290809631,0.7605288982391357,39,0.18454764873015225,312000,483,0.004370470418652985,203.7,0.0,8.100000000000009,0.9608556956052781,-0.00048076945007778703
2.19,1.362616069316864,0.8276483154296875,40,0.20368704340162935,320000,482,0.005588911153899971,207.67,0.0,8.100000000000009,0.9549472069740296,-0.0006413144832185935
2.39,1.3533634638786316,0.7545435398817062,41,0.17493465266373498,328000,481,0.005099732422968373,218.77,0.0,7.1000000000000085,0.9473625391721725,-0.0014890695866779423
2.35,1.3596739315986632,0.9311790731549263,42,0.22954545553226724,336000,480,0.007174716829904355,217.16,0.0,6.0,0.9269288593530655,0.0005008616505074315
2.3,1.3337785065174104,0.8792038980126381,43,0.2348366777354725,344000,479,0.007994145184929947,214.72,0.0,5.1000000000000085,0.9254207742214203,-0.003713069772711606
2.11,1.35245717048645,0.8094696071743965,44,0.20040813247433026,352000,479,0.005490039727010299,210.05,0.0,5.0,0.9472939997911454,-0.00037854720176255796
2.09,1.3703141593933106,0.9261573642492295,45,0.23460243577342932,360000,478,0.00681922547344584,211.36,0.0,5.0,0.9162192869186402,-0.0008017158997245133
1.85,1.3649109780788422,0.7659731943905354,46,0.18472192616475258,368000,478,0.004487796281464398,203.19,0.0,5.0,0.9482742273807525,0.00034685374092077834
1.86,1.3625411152839662,0.7948474025726319,47,0.18896928072223568,376000,477,0.005177133035613224,203.04,0.0,5.0,0.9420474636554718,-0.0005012761849138769
2.07,1.3637045538425445,1.0240091803669928,48,0.24267019284350988,384000,476,0.007828868992510252,209.45,0.0,5.0,0.902900710105896,-0.0011300433494034223
2.45,1.3643546211719513,0.9019379755854606,49,0.21686838379374038,392000,475,0.006405488709569909,221.73,0.0,6.0,0.928698473572731,-0.0013670680285576963
2.78,1.364771991968155,1.0091975131630897,50,0.2505012110170293,400000,474,0.007821976721752435,230.08,0.0,8.100000000000009,0.9220632916688919,-0.00131503260898171
2.36,1.364293990135193,0.8586368542909623,51,0.2070099399618233,408000,473,0.0057625051838113,213.51,0.0,5.1000000000000085,0.9283980971574783,-0.0006576089357258752
2.37,1.3557547581195832,1.2498329928517342,52,0.3288628001333407,416000,472,0.011566996650071815,213.67,0.0,5.1000000000000085,0.8560683518648148,-0.003152440513367765
2.1,1.3464104449748993,1.1582390332221986,53,0.3033725170194708,424000,471,0.009495792677626014,203.9,0.0,5.0,0.8924197828769684,-0.0009431800834136083
2.37,1.3337360751628875,1.1650432652235032,54,0.29467912738564483,432000,470,0.01024843186023645,214.5,0.0,6.0,0.9051210284233093,-0.0020317956124199553
2.47,1.3333899128437041,1.2234001368284226,55,0.32683150863871063,440000,469,0.01224549973558169,221.33,0.0,6.0,0.8208510929346085,-0.002296842357027344
2.77,1.342772492170334,1.0712623551487923,56,0.24041794080636403,448000,469,0.008143644799711183,229.86,0.0,6.1000000000000085,0.9056485432386399,-0.0017808056474314072
2.56,1.350907154083252,1.233969922065735,57,0.30900848269798287,456000,468,0.01117573349562008,223.89,0.0,5.0,0.8844686985015869,-0.002788463579781819
2.43,1.331854259967804,1.012573664188385,58,0.2618353868817424,464000,467,0.008086545877158641,221.38,0.0,5.0,0.9248238706588745,-0.0017276651854626834
2.43,1.3456065106391906,0.979688401222229,59,0.23470768680295584,472000,466,0.00731022116378881,221.21,0.0,5.0,0.9340600907802582,-0.0003867180430097505
2.25,1.3471287882328034,1.11847975730896,60,0.2617434513745517,480000,465,0.0094230002729455,213.76,0.0,5.0,0.8326176708936691,-0.0010281278990441932
2.32,1.350886105298996,1.2645484659075736,61,0.3083065469216077,488000,465,0.011503767418325879,214.35,0.0,4.1000000000000085,0.8637724530696869,-0.0011067288825870492
2.05,1.3471724891662598,1.0516262230277063,62,0.27472893777298224,496000,466,0.008303402962628752,204.71,0.0,4.1000000000000085,0.9145936161279679,-0.00033313971536699685
2.16,1.3413078427314757,1.0028571379184723,63,0.2684190296682158,504000,466,0.007924811003904323,208.85,0.0,5.0,0.8944909298419952,-0.0026402307359239784
2.53,1.349302760362625,1.2627213364839553,64,0.2946187123409555,512000,467,0.011602063155733049,221.27,0.0,6.1000000000000085,0.8694391405582428,-0.00026792820484843104
2.72,1.3371781039237975,1.2392366188764572,65,0.316050708913501,520000,467,0.01123612620984204,227.2,0.0,9.0,0.8754151535034179,-0.0013814754941267892
2.97,1.3267912757396698,1.2553279289603234,66,0.3163071189919847,528000,468,0.011427943607559428,230.13,0.0,9.0,0.862208451628685,-0.0010347835707943886
2.78,1.337970907688141,1.1240705052018165,67,0.2768359313347477,536000,468,0.008988035721704363,225.52,0.0,9.0,0.9070534515380859,-0.001324460837058723
2.99,1.3385934710502625,1.1695121303200722,68,0.2949857848340546,544000,469,0.009887561285286211,230.16,0.0,9.0,0.9027085942029953,-0.001103728906600736
2.87,1.3445927929878234,0.9251932916045189,69,0.2187978939711021,552000,469,0.006535847957711667,233.47,0.0,7.1000000000000085,0.9332637023925782,-0.0011846184974638164
2.66,1.3412808775901794,1.089722244143486,70,0.2627009296871306,560000,470,0.008760451894486323,228.2,0.0,6.0,0.9101514297723771,-0.001431839352590032
3.01,1.341004853248596,1.2071827560663224,71,0.28279829258421585,568000,470,0.010612290785647929,241.95,0.0,6.200000000000017,0.8739842969179153,0.00267919838312082
3.0,1.3261573696136475,1.0813472929596901,72,0.29251749269663,576000,470,0.0086636945605278,242.61,0.0,6.0,0.9055718070268631,-0.006901079993112944
2.86,1.3208599162101746,1.1576946192979813,73,0.26746085957564075,584000,471,0.009512624212075025,235.33,0.0,6.0,0.896975783109665,-2.5301183159172068e-05
2.94,1.312664144039154,1.0233827501535415,74,0.2715078266094141,592000,472,0.00739060966996476,239.7,0.0,6.1000000000000085,0.927246544957161,-0.002835728456848301
3.13,1.3330273878574372,1.2945208078622819,75,0.36488726458214843,600000,472,0.01251038807327859,244.76,0.0,7.1000000000000085,0.8608894884586334,-0.0016421965807239757
3.63,1.320227394104004,1.3701779752969743,76,0.37901348664925033,608000,473,0.014335771929472685,260.34,0.0,9.0,0.8282586604356765,-0.001117317435637233
3.37,1.3203183495998383,1.2777049386501311,77,0.3087737470795757,616000,473,0.011414534330833703,245.02,0.0,9.0,0.897691422700882,-0.002829871534340782
3.75,1.3368867945671081,1.089417688846588,78,0.26695553045854264,624000,474,0.008397931606741621,256.49,0.0,9.0,0.9088182461261749,-0.003637645625276491
3.8,1.3336180531978608,1.134770573079586,79,0.2741973979364505,632000,474,0.008944495860487223,259.64,0.9000000000000004,9.100000000000009,0.9160811167955398,-0.0017757573019480332
3.67,1.3400609636306762,1.1844608438014985,80,0.30925454668035324,640000,475,0.00972338738385588,259.39,0.0,9.100000000000009,0.8883930885791779,-0.0021336215641349554
3.37,1.3410649693012238,1.177689637541771,81,0.30430617189077386,648000,475,0.009958688042825087,250.15,0.0,9.0,0.9089354068040848,-0.0009495933166181203
3.18,1.3378461837768554,1.1970219761133194,82,0.29222499951847636,656000,476,0.01021552974707447,245.69,0.0,9.0,0.8981569784879685,-0.0013540313956036697
3.56,1.3359465491771698,1.1541276609897613,83,0.30488643703658874,664000,476,0.009132621142780408,256.92,0.0,9.0,0.9021097028255463,-0.0013905247778166086
3.3,1.3244949746131898,1.299870308637619,84,0.34027322311300184,672000,476,0.011941093483474106,245.36,0.0,8.100000000000009,0.8894473892450333,-0.0036716972102294678
3.25,1.3131924700736999,1.2517528146505357,85,0.29759286279597613,680000,477,0.010964357629418373,239.63,0.0,8.100000000000009,0.8744710946083069,-0.0027083838087855836
3.29,1.3286309742927551,1.1419615200161934,86,0.27394159845079435,688000,477,0.00948089045821689,243.47,0.0,8.0,0.9062302821874618,0.00011999073205515743
3.29,1.3338656902313233,1.1636657696962356,87,0.2771723772837948,696000,477,0.009408847740851344,243.42,0.0,7.200000000000017,0.900043078660965,0.000612106965854764
3.26,1.3294124960899354,1.1987846839427947,88,0.2932355839920012,704000,478,0.010097903034184128,241.71,0.0,9.0,0.8883223885297775,-0.0020742190295277396
3.04,1.3235822820663452,1.1947278115153313,89,0.29784957415976,712000,478,0.010007086923578754,233.47,0.0,8.100000000000009,0.8892791765928268,-0.004837530328331923
3.1,1.2869141364097596,1.29227608948946,90,0.35438078987811783,720000,478,0.01151543710147962,235.17,0.0,9.0,0.8824376904964447,-0.0034946929005673154
2.94,1.3117979919910432,1.1956584918498994,91,0.3132065879263515,728000,479,0.009941309762652964,230.34,0.0,8.100000000000009,0.8977323496341705,0.000984942674112972
3.64,1.3294011557102203,0.9811826971173286,92,0.2485388915227215,736000,479,0.006860124715603888,255.49,0.0,10.0,0.9323428285121917,-0.00282600322365397
4.09,1.3320932030677795,1.0786147582530976,93,0.2750640023725457,744000,479,0.008035202117171139,271.52,0.0,10.0,0.915493197441101,-0.000727069334470798
4.23,1.3377888476848603,1.3253893220424653,94,0.33691210845867603,752000,479,0.012026202171109618,274.43,0.0,10.0,0.8660645085573196,-0.00229482905146142
3.81,1.33327410697937,1.3558935976028443,95,0.33599173983179964,760000,480,0.012475948829669506,259.09,0.0,10.0,0.8581220346689225,-0.001446303286938928
3.98,1.2884567999839782,1.364294979572296,96,0.3594560048637645,768000,480,0.01233477586414665,264.76,1.0,10.0,0.8788430857658386,-0.0033621572369884234
3.52,1.3201893484592437,1.1451635664701463,97,0.28839376614701306,776000,480,0.008997183268656955,252.41,0.0,8.100000000000009,0.8922462975978851,-0.001157667277384462
4.05,1.3229032909870149,1.3357733070850373,98,0.3210597449940603,784000,480,0.01217627429170534,269.01,0.9000000000000004,10.100000000000009,0.857490439414978,-0.0026523393197567203
4.1,1.3096282494068145,1.35189615547657,99,0.3513570563044237,792000,480,0.012546196470502764,270.68,0.0,9.0,0.864260903596878,-0.0032925875834189356
4.4,1.2776354908943177,1.4350211256742478,100,0.3779845508203517,800000,480,0.013886095392517745,274.24,1.0,9.100000000000009,0.8597384244203568,-0.0013448643383162562
4.73,1.2951286244392395,1.5153150457143783,101,0.40360334154976335,808000,481,0.01525404725689441,286.43,1.0,9.100000000000009,0.8269031852483749,-0.0036149086116347463
5.05,1.2913480043411254,1.5414807605743408,102,0.4144046090546844,816000,481,0.015524724242277443,292.0,1.9000000000000004,10.100000000000009,0.8252338707447052,-0.005461615176609484
5.46,1.2670243096351623,1.6252105557918548,103,0.4445150047351796,824000,481,0.017839979575946928,301.36,2.0,11.0,0.8052572721242904,-0.005071847817860089
5.88,1.2818259716033935,1.2483635228872298,104,0.3317168218001521,832000,482,0.010503634947817773,313.82,2.0,11.0,0.891890498995781,-0.001580063451838214
5.89,1.264166259765625,1.4823370152711868,105,0.4266829233301164,840000,482,0.01484011372551322,315.56,1.0,11.0,0.8348090958595276,-0.006172462255344726
6.25,1.269678362607956,1.5967737364768981,106,0.430859916000834,848000,482,0.01667986169923097,327.51,1.0,12.0,0.7946093297004699,-0.003191713961859932
5.94,1.2752753460407258,1.369985420703888,107,0.36732795583127276,856000,482,0.012625043063890189,323.72,1.0,11.0,0.8468977385759353,-0.003981226447504014
5.92,1.274024693965912,1.487788175344467,108,0.3927049595319374,864000,482,0.014842223906889558,326.6,1.0,11.0,0.8243682736158371,-0.0038731985667254777
6.23,1.2389697623252869,1.6712323409318923,109,0.44052649989704984,872000,482,0.018598145379219205,336.53,2.0,12.0,0.800848126411438,-0.004309833609586349
6.49,1.2370267736911773,1.5472463762760162,110,0.40967212599071123,880000,483,0.016064334746915848,339.03,2.0,12.0,0.8403379398584366,-0.0030716593767283486
6.73,1.2835740840435028,1.5559483611583709,111,0.4110571213900684,888000,483,0.016025685877539216,346.92,2.9000000000000004,12.0,0.8181583535671234,-0.002665545844938606
6.62,1.2542672157287598,1.4045312184095382,112,0.3906322887670305,896000,483,0.013750558432657272,343.6,2.9000000000000004,12.0,0.8195457619428634,-0.0038944397565501276
6.57,1.2553177356719971,1.4812347531318664,113,0.4223008040011246,904000,483,0.015216965784784407,337.38,3.0,11.100000000000009,0.8543893367052078,-0.0023544243635842577
6.9,1.2679301762580872,1.5200021970272064,114,0.39656799428673045,912000,483,0.01569385505281389,353.23,3.0,12.0,0.8309046858549118,-0.005588121874025092
6.89,1.2578905284404756,1.446876841187477,115,0.39100177635979955,920000,484,0.01392077882308513,348.5,2.9000000000000004,12.0,0.8392653149366379,-0.002843457522103563
6.67,1.2575842547416687,1.510301697254181,116,0.42734719455018216,928000,484,0.015207910255994647,340.96,2.0,12.0,0.8511235678195953,-0.0027773476304719224
6.89,1.2496036577224732,1.472125769853592,117,0.4036970051057973,936000,484,0.014199952450580896,349.09,2.0,12.0,0.8508039230108261,-0.006594462338835001
6.53,1.2453541588783263,1.6344659125804901,118,0.44140241200468244,944000,484,0.01761925605125725,342.6,2.0,11.0,0.7935664850473404,-0.002670779044274241
6.71,1.2094331610202789,1.6412727773189544,119,0.46166881981697405,952000,485,0.01797366197220981,337.88,2.0,12.0,0.8166552734375,-0.005162024353630841
7.32,1.2318756812810898,1.7965543246269227,120,0.5177316404633661,960000,485,0.02163216791115701,359.83,3.0,12.0,0.6975806427001953,-0.0003207966807531193
7.68,1.2451827824115753,1.5830262523889542,121,0.46327396554990796,968000,485,0.01668644986581057,369.29,3.0,12.0,0.8240906691551209,-0.0006732995512356865
7.68,1.2527838039398194,1.5483207595348358,122,0.42596982568567454,976000,485,0.016101434058509768,361.73,3.9000000000000004,13.0,0.8172458982467652,-0.002517195430409629
7.86,1.235977110862732,1.6806257486343383,123,0.45698002923947706,984000,486,0.01854248084127903,367.9,4.0,13.0,0.8218396264314651,-0.00290073961528833
7.83,1.2180054306983947,1.4582314068078994,124,0.39540467064983204,992000,486,0.013867414984852076,360.96,4.0,12.100000000000009,0.8663038301467896,-0.003648215134344355
7.74,1.255335782766342,1.6411064261198043,125,0.4282620955731016,1000000,486,0.017736709569580855,358.92,3.9000000000000004,13.0,0.8130031436681747,-0.004872249644831754
8.04,1.2544408583641051,1.4419097745418548,126,0.37411325692569747,1008000,486,0.014138002672698349,369.41,3.9000000000000004,14.0,0.8532244461774826,-0.00285074033687124
7.86,1.2046430313587189,1.6979456788301468,127,0.4960058859167804,1016000,486,0.019012951916083695,367.2,3.0,13.0,0.8084974068403245,-0.003862392936835022
7.79,1.2150515830516815,1.7349997454881667,128,0.49634374306608153,1024000,487,0.019831342305988073,370.62,3.0,13.0,0.7850700789690017,-0.003662390132667497
8.25,1.2474590742588043,1.5338533675670625,129,0.40541231473460604,1032000,487,0.015469332579523326,390.41,3.9000000000000004,14.0,0.8339846205711364,-0.0025489942255080677
8.19,1.2438549041748046,1.5652342343330383,130,0.4160548640085499,1040000,487,0.01624026585370302,389.31,4.0,13.0,0.8205319917201996,-0.0026783380343113096
8.17,1.2313678824901582,1.6513915693759917,131,0.46014649833456595,1048000,487,0.0180486380122602,397.43,4.0,13.0,0.8057182961702347,-0.00353324214091117
8.46,1.2451590538024901,1.6868777495622636,132,0.4602958905226242,1056000,487,0.019142462932504715,407.96,4.0,13.0,0.7754685860872269,-0.002813214129419066
8.62,1.238429650068283,1.5366998565196992,133,0.3906710440816187,1064000,488,0.015594545616768301,413.94,4.0,13.100000000000009,0.8191990786790848,-0.003505195684138016
8.75,1.24475892663002,1.7541993987560272,134,0.4844247799203607,1072000,488,0.020525424303486944,421.55,4.0,13.100000000000009,0.7807809472084045,-0.0017353118225582876
9.0,1.2236434888839722,1.7297176843881608,135,0.4571761883265713,1080000,488,0.019850906911306084,431.42,4.9,14.0,0.804675339460373,-0.006165833255508914
9.16,1.1972441613674163,1.561271266937256,136,0.3956371079212427,1088000,488,0.016056163352914155,426.0,4.0,14.100000000000009,0.814572640657425,-0.006228228445033892
9.13,1.1835434103012086,1.755346029996872,137,0.47535954367899336,1096000,488,0.020248200288042428,421.64,4.0,15.0,0.7651334190368653,-0.004049758098553866
9.0,1.2122812616825103,1.5740711092948914,138,0.4463848534370184,1104000,488,0.016260816482827067,414.95,4.0,14.100000000000009,0.8322142332792282,-0.0032544663950102404
8.98,1.217663117647171,1.7063114494085312,139,0.4657877418320709,1112000,488,0.019267602767795326,411.39,4.0,14.100000000000009,0.7751465225219727,-0.003220751238768571
8.75,1.180817266702652,1.772612648010254,140,0.5118651768634542,1120000,489,0.021012318497523667,401.88,4.0,14.0,0.7746580535173416,-0.006195074205461424
8.73,1.1941978543996812,1.8789961069822312,141,0.5861308068428464,1128000,489,0.024091707721818238,402.5,5.0,14.100000000000009,0.6730615109205246,-0.008527223131386564
8.92,1.1892664265632629,1.891695249080658,142,0.5780083874242475,1136000,489,0.023513677008450033,414.61,5.0,15.0,0.7509118896722794,-0.006429803399369121
9.52,1.1759534072875977,1.8777408957481385,143,0.5368172881628367,1144000,489,0.02308052043430507,425.91,5.0,16.0,0.7800040358304977,-0.006795595121875522
9.55,1.172291313111782,1.8125652569532393,144,0.5497883267484371,1152000,489,0.02239504784811288,428.12,5.0,16.0,0.7495462489128113,-0.0039523117651697245
9.81,1.204491593837738,1.7390541583299637,145,0.4844241008686056,1160000,490,0.019968346673995257,437.57,5.0,17.0,0.7943628060817719,-0.010516646748583299
10.49,1.2045326662063598,1.7208169883489608,146,0.47034874295586093,1168000,490,0.01981761802919209,454.27,6.0,17.0,0.8176369607448578,-0.0024612454505404456
10.62,1.1953621363639833,1.6888253927230834,147,0.5077969238902201,1176000,490,0.018643305455334484,459.74,6.0,17.0,0.7923335325717926,-0.008800523965619504
10.9,1.1581857597827911,1.8551604878902435,148,0.548924779627031,1184000,490,0.022849140386097134,458.88,6.0,16.10000000000001,0.7506438887119293,-0.0044590165367117155
10.52,1.1338706129789353,1.6866476011276246,149,0.5353927416913217,1192000,490,0.01917706463485956,453.83,5.9,16.10000000000001,0.754945650100708,-0.006722627848139382
10.55,1.177500513792038,1.7113742297887802,150,0.49596683714657286,1200000,490,0.019402102692984046,446.3,6.0,16.10000000000001,0.809306982755661,-0.004169072392978705
10.5,1.1844774436950685,1.729975551366806,151,0.48324490847973645,1208000,491,0.019616273622959854,451.12,6.0,16.0,0.7895304834842682,-0.002674582591280341
10.64,1.1973767042160035,1.746544410586357,152,0.4947544074361655,1216000,491,0.02018072976730764,463.06,5.9,16.0,0.7864120835065842,-0.006763986558653414
10.45,1.1730943393707276,1.8284602427482606,153,0.5819969413844784,1224000,491,0.022264751107431948,469.83,6.0,16.0,0.7855034965276718,-0.010527222738892306
10.27,1.1987996673583985,1.7787552005052567,154,0.5319428854133877,1232000,491,0.020883153062313795,459.82,6.0,16.0,0.7743913418054581,-0.008268915918233689
11.15,1.1887596035003662,1.830264024734497,155,0.5067900756732026,1240000,491,0.022153601241298018,480.69,7.0,16.0,0.7643956869840622,-0.006745211115517122
11.45,1.166088237762451,1.7854154706001282,156,0.49344274392214293,1248000,491,0.02110243952833116,490.03,6.9,16.0,0.7819311273097992,-0.006384961293661035
11.33,1.1680135500431061,1.8612975209951401,157,0.5610319804766662,1256000,491,0.022790451338514685,479.04,6.0,16.10000000000001,0.7642804950475692,-0.00530909475608496
11.93,1.1794064784049987,1.7748691195249557,158,0.5100503377737684,1264000,491,0.02077259269542992,483.87,6.0,17.0,0.7785137969255448,-0.002292500613257289
12.26,1.1885728490352632,1.72812329351902,159,0.4923930864489012,1272000,492,0.019687061253935097,487.52,6.0,17.10000000000001,0.7874283707141876,-0.004281677844701335
12.64,1.155679281949997,1.859436914920807,160,0.552083416357806,1280000,492,0.022799378810450435,496.15,6.0,18.10000000000001,0.7496755969524384,-0.006266742546285968
12.46,1.1593130350112915,1.6864326995611192,161,0.47255511674927186,1288000,492,0.01880505254957825,490.26,6.0,18.0,0.7920668810606003,-0.0036489777766837506
12.46,1.1731670188903809,1.7661634427309036,162,0.49208786397999155,1296000,492,0.02041053355205804,490.41,6.0,18.0,0.8027203351259231,-0.003653176326333778
12.76,1.182013245820999,1.7780899292230605,163,0.4961241303653947,1304000,492,0.020725511377677322,501.55,6.0,18.10000000000001,0.8039464783668518,-0.005487449569918681
12.61,1.1849877285957335,1.8974612736701966,164,0.5173427356802249,1312000,492,0.023563553849235176,504.04,6.0,18.10000000000001,0.7397795915603638,-0.006455711181624793
12.39,1.1622573626041413,1.7523184204101563,165,0.4724600817977591,1320000,492,0.02022747287992388,501.11,6.9,19.0,0.7932102727890015,-0.005723951837571803
12.27,1.1621441507339478,1.8756630539894104,166,0.5278609977704363,1328000,493,0.022861687089316546,500.48,6.9,18.0,0.7492508500814438,-0.004075152266887016
12.75,1.1711233854293823,1.8886760926246644,167,0.5084891942948823,1336000,493,0.02339208610355854,514.98,6.9,19.0,0.775300829410553,-0.006267772137653083
12.2,0.9737445559538901,1.9135497093200684,168,0.6292656049770744,1344000,493,0.026564730685204267,496.96,4.9,19.0,0.5841338461637497,-0.007125013704935555
11.89,1.137496064901352,1.8216376423835754,169,0.5128149009148786,1352000,493,0.021660314202308656,488.54,4.9,18.10000000000001,0.7474414312839508,-0.009467159930209164
11.63,1.1203831893205642,1.8433552932739259,170,0.5533986997356295,1360000,493,0.023327476112172008,483.53,4.0,18.0,0.7359732335805893,-0.009139003455638886
11.95,1.1365656864643097,2.036452203989029,171,0.5830664218875503,1368000,493,0.027513058865442874,486.89,4.0,18.0,0.7245983082056046,-0.00424165428361448
12.2,1.1083689141273498,2.0353505098819733,172,0.6208910929629181,1376000,494,0.027385018402710556,489.85,4.0,18.400000000000034,0.7512588435411454,-0.007284555937403638
11.82,1.1522802782058716,1.8147318422794343,173,0.4977269400912162,1384000,494,0.021602347712032496,482.34,4.0,19.10000000000001,0.7900056719779969,0.0002547843893989921
