episode_length,value_loss,PMM:episode_rewards,epoch_idx,policy_entropy,P01:episode_rewards,explained_variance,policy_loss,approx_kl_divergence,fps,P09:episode_rewards,grad_norm,clip_fraction,advantage_norm,frames
417.23,0.13596906703896822,386.5,27,1.707044716179371,175.0,0.8262349408119917,-0.011178909768932498,0.002453307687347073,875,675.0,2.1186407336127586,0.159033203125,15.968719178438187,276480
417.79,0.12716658520512283,392.0,28,1.7035048268735409,200.0,0.8125450622290373,-0.011371456296183169,0.002410666573496528,869,675.0,2.0471586754612394,0.152099609375,15.968719309568405,286720
432.43,0.13609169197734444,414.75,29,1.699215579777956,225.0,0.8136796105653048,-0.010289001758792438,0.0024456295339862952,859,675.0,1.965406598750389,0.152197265625,15.968719166517257,296960
424.68,0.15455117402598262,413.25,30,1.7015748888254165,200.0,0.7913634836673736,-0.010591085877967999,0.002442921463739681,851,675.0,2.1778128691999403,0.150244140625,15.968719398975372,307200
424.63,0.15007085588295013,404.75,31,1.6909327872097493,200.0,0.8090163402259349,-0.010657741222530603,0.0025870372031025456,847,675.0,2.029165174801394,0.1556640625,15.968719160556793,317440
435.32,0.12232119422405958,439.5,32,1.6693189844489098,200.0,0.8792049374431372,-0.01148173731053248,0.0029919510856874117,843,725.0,1.703309827064027,0.1845703125,15.968719291687012,327680
433.24,0.14920939141884446,461.75,33,1.6793312437832355,197.5,0.8329539734870195,-0.010044012538855895,0.0025081324030000692,839,727.5000000000002,2.001185490224176,0.1525146484375,15.96871924996376,337920
440.44,0.11389727396890521,493.5,34,1.694892878085375,225.0,0.8873478200286626,-0.011410174661432394,0.002501047825035451,835,752.5000000000002,1.7604944438296477,0.153564453125,15.96871930360794,348160
443.57,0.14114774912595748,503.75,35,1.6981056816875935,225.0,0.8597058162093163,-0.010825404548086226,0.0025229206778707046,830,775.0,2.035316343909059,0.1566650390625,15.968719202280045,358400
438.92,0.10881977791432292,493.25,36,1.6975123204290867,225.0,0.8810806050896645,-0.011806008635903708,0.002246640380713265,828,775.0,1.7187168877174426,0.137744140625,15.968719393014908,368640
450.08,0.12427742374129594,494.0,37,1.6943234845995903,225.0,0.8446136068552732,-0.012367274693679065,0.002432835107265752,826,727.5000000000002,1.7131297179275087,0.1497802734375,15.968719273805618,378880
449.43,0.17210962874814867,474.25,38,1.6955453395843505,225.0,0.8434078391641379,-0.009765597732621246,0.00208202987919357,824,725.0,2.33179861584275,0.1314208984375,15.9687191426754,389120
447.98,0.16106847454793752,475.5,39,1.6832883931696414,247.5,0.8295296348631382,-0.010400760351330973,0.002273269369561956,821,702.5000000000002,2.200225057253561,0.1444091796875,15.968719154596329,399360
444.39,0.16977253477089108,458.25,40,1.685074472427368,225.0,0.8030856195837259,-0.010330684611108153,0.002327403744948552,819,700.0,2.1145300848702435,0.1440185546875,15.968719238042832,409600
434.59,0.16871542853768914,460.5,41,1.6852497346699238,225.0,0.7812055461108685,-0.010282350121997297,0.0022538015006833218,815,705.0000000000005,1.7984945618528756,0.1355224609375,15.96871924996376,419840
434.53,0.15115360256750138,472.75,42,1.6735713340342044,225.0,0.8380741894245147,-0.010547195430262946,0.0024750490443242136,813,750.0,2.0587331069223427,0.1509033203125,15.968719166517257,430080
433.7,0.1272729277377948,475.0,43,1.6879643097519874,225.0,0.7991931889206171,-0.01241606762923766,0.0024871656776898426,811,727.5000000000002,1.5710091237456836,0.15048828125,15.968719184398651,440320
439.54,0.1425309714395553,483.5,44,1.6935439266264438,225.0,0.8534605778753758,-0.011565260656061583,0.0025572510860686877,809,750.0,1.6182524483355638,0.1458740234375,15.968719136714935,450560
445.98,0.1575135703664273,501.25,45,1.687911119312048,247.5,0.8568355791270733,-0.010684640379622579,0.00229012782360797,808,775.0,1.9289592167212184,0.140087890625,15.968719375133514,460800
451.25,0.14940459707286208,511.25,46,1.6822826273739337,247.5,0.8785392362624407,-0.012144336957135238,0.0025756715769606137,806,775.0,1.7546065222767004,0.1572998046875,15.968719220161438,471040
454.46,0.09623697018250824,531.0,47,1.6758874900639058,250.0,0.921483164653182,-0.012819343677256257,0.0028728813977298836,805,777.5000000000002,1.5546247584936457,0.167724609375,15.96871930360794,481280
451.02,0.15169234229251743,549.0,48,1.6737741522490979,275.0,0.8511878833174705,-0.011156378057785332,0.0028802385802240093,803,775.0,1.8712838242740275,0.178857421875,15.968719321489335,491520
444.83,0.1341372205177322,527.5,49,1.6792463175952435,275.0,0.854990242049098,-0.012062975150183775,0.0022429977163486185,801,775.0,1.7761892398542751,0.1406005859375,15.968719434738158,501760
452.36,0.12749006608501076,577.75,50,1.6700128227472306,300.0,0.8846917603164911,-0.011397376324748621,0.0025897480415554694,800,827.5000000000002,1.7820543273563678,0.1654296875,15.968719214200974,512000
453.0,0.29024103507399557,604.75,51,1.662121731042862,300.0,0.8507586561143399,-0.011431605787947774,0.002370223158482416,799,827.5000000000002,2.072071087108592,0.1521728515625,15.968719285726547,522240
461.47,0.12978269062004982,616.75,52,1.6800767347216605,300.0,0.8855450827628374,-0.012037088951910847,0.002600501324514298,798,825.0,1.7581659933349918,0.165380859375,15.968719309568405,532480
463.44,0.12405163189396262,612.5,53,1.6810796491801738,325.0,0.8977749899029732,-0.012638546680682339,0.002814304045932993,797,825.0,1.6929633528183934,0.1634033203125,15.96871919631958,542720
461.36,0.17670268663205208,612.75,54,1.6843806095421314,347.5,0.856921112909913,-0.010985803336370736,0.002150734441625303,796,775.0,1.9825686912084133,0.1282958984375,15.968719220161438,552960
459.14,0.210538780153729,563.75,55,1.690919605642557,325.0,0.8433357115834952,-0.010434233798878267,0.002247381190796046,795,775.0,1.9245430705665618,0.1409912109375,15.96871908903122,563200
456.34,0.13908623033203185,553.75,56,1.686737797409296,275.0,0.9068147607147694,-0.011080753644637297,0.0022952155412784467,794,775.0,1.9330067173704397,0.1494140625,15.96871930360794,573440
463.85,0.12515240078791975,583.75,57,1.6887602545320988,297.5,0.9047714691609144,-0.012475210096454248,0.0027266774116700325,793,775.0,1.8277647500704384,0.1625,15.968719172477723,583680
470.9,0.08850492275087163,601.5,58,1.6669406570494174,297.5,0.9394450183957815,-0.012662131566321478,0.002866616803112637,791,800.0,1.876302163126364,0.1733154296875,15.968719279766082,593920
472.95,0.20849199804943055,613.5,59,1.6564807504415513,272.5,0.8382184211164713,-0.010870874137617647,0.0026436371098274313,790,800.0,2.2742787387944245,0.1666748046875,15.968719446659088,604160
485.05,0.12161851683631539,641.75,60,1.6643396072089671,325.0,0.9225821375846863,-0.012453655447461642,0.0027447430406031185,790,825.0,2.109660176082787,0.1703125,15.96871920824051,614400
486.4,0.21545679818373173,638.25,61,1.683708156645298,320.0,0.8766013473272324,-0.0121153419255279,0.0023298554725219036,788,802.5000000000002,2.189883410803367,0.1318359375,15.968719357252121,624640
485.62,0.1857993414392695,603.75,62,1.6855851083993911,250.0,0.8479008760303259,-0.012404519959818571,0.0024052109370362564,787,800.0,1.8372162530253866,0.1440673828125,15.968719255924224,634880
488.59,0.13324436042457818,593.75,63,1.6685935840010644,250.0,0.9084760289639234,-0.011867816635640339,0.0025009830796992576,785,800.0,1.9997325289978138,0.1538330078125,15.968719273805618,645120
494.5,0.12636098531074821,600.25,64,1.6524525322020054,325.0,0.9099029019474983,-0.01319268484658096,0.002881193097164559,784,800.0,1.866993732935357,0.1744873046875,15.968719232082368,655360
495.27,0.1396041899221018,595.25,65,1.6608001060783864,325.0,0.8974238004535436,-0.012531998805934563,0.002635155216580974,783,800.0,1.8158556716737535,0.161279296875,15.968719178438187,665600
493.2,0.17517207372002302,588.5,66,1.674546868354082,325.0,0.8572887983173132,-0.013342125894268975,0.0027074775696067743,782,800.0,2.0873416895151573,0.16142578125,15.968719184398651,675840
487.65,0.10157253416255116,615.75,67,1.6766956925392151,347.5,0.935694034025073,-0.013038520695408807,0.0027880540862500803,782,800.0,1.8782284170217944,0.1810546875,15.968719100952148,686080
491.24,0.1276428448036313,601.5,68,1.6803482092916966,347.5,0.9242765586823225,-0.014354878891026601,0.0029147410451972533,781,800.0,1.7958887872416933,0.181982421875,15.968719333410263,696320
496.8,0.1490457646548748,629.75,69,1.6640984848141671,325.0,0.8762993644922972,-0.012151863123290241,0.0027619604401710436,780,825.0,2.00329083089272,0.16796875,15.968719172477723,706560
495.12,0.15319375111721456,633.25,70,1.6712351799011231,325.0,0.8733391217887402,-0.0137568965961691,0.0031039619997276424,779,825.0,1.8528668899488019,0.1753662109375,15.968719202280045,716800
506.79,0.1048270947067067,643.5,71,1.649906576424837,350.0,0.9219559162855149,-0.014387864363379776,0.003109607030342334,779,837.500000000001,1.93795912486042,0.180810546875,15.968719244003296,727040
517.52,0.09811801866162569,645.5,72,1.645573054254055,350.0,0.936014711856842,-0.014389647755888291,0.002896821353442999,778,837.500000000001,1.7983274205867672,0.166455078125,15.96871930360794,737280
514.79,0.12085854304023087,654.75,73,1.6580179184675217,350.0,0.9254060111939907,-0.013921516764094121,0.0026624842068943876,778,825.0,1.7306857831514222,0.1557373046875,15.96871926188469,747520
517.78,0.3153492104727775,666.5,74,1.6680945120751858,350.0,0.8474117338657379,-0.012744394993933383,0.0025452179147353845,777,825.0,1.7115942304683833,0.1517333984375,15.9687191426754,757760
518.69,0.13617602663580328,676.5,75,1.655875203758478,350.0,0.9263238932937383,-0.013405819109175354,0.0026632359164071736,776,825.0,1.8279691710902708,0.161376953125,15.968719375133514,768000
534.4,0.0950211099931039,714.25,76,1.665445651859045,397.5,0.9348634421825409,-0.013086858467431739,0.0026481358502682107,775,825.0,1.686183430905912,0.1574951171875,15.968719339370727,778240
538.23,0.10397545939777046,713.75,77,1.6644411340355874,375.0,0.9418957702815532,-0.013605034799547866,0.002778121285723822,775,825.0,1.7405218323971716,0.16611328125,15.968719333410263,788480
531.45,0.29823376298882065,713.0,78,1.6619101285934448,375.0,0.839769122749567,-0.011316702151088976,0.002500263411934969,774,825.0,1.9251785027855934,0.157666015625,15.968719339370727,798720
529.82,0.13725842316634954,706.0,79,1.6628181360661984,375.0,0.9157141678035259,-0.011966186689096502,0.0023897074063828354,774,825.0,1.815729871377,0.1474609375,15.968719309568405,808960
527.29,0.16532324890140443,711.25,80,1.6617301240563394,375.0,0.9139829758554697,-0.011300366261275485,0.002244673060863854,773,825.0,1.896425130658275,0.136083984375,15.968719244003296,819200
515.23,0.11820582584477961,696.0,81,1.6737184934318066,375.0,0.9400055628269911,-0.013173657117295078,0.0027264675206655317,773,825.0,1.9276678521569324,0.1678466796875,15.96871926188469,829440
513.42,0.15158976487582548,698.5,82,1.6671877473592758,372.5,0.9118345238268375,-0.013190849288366734,0.002773434879850701,772,825.0,1.9607562585314775,0.160205078125,15.968719273805618,839680
530.05,0.23199241042602808,771.25,83,1.6794858686625957,375.0,0.887979544699192,-0.013128347252495587,0.003084296664247047,771,825.0,1.7827395288835046,0.166650390625,15.96871926188469,849920
529.82,0.08918741369852796,731.5,84,1.6779012471437453,372.5,0.9603889901190996,-0.0146425196347991,0.002794838014142755,771,850.0,1.5506579107457525,0.166796875,15.968719136714935,860160
533.48,0.1389723517233506,720.75,85,1.6781525671482087,372.5,0.9131039280444384,-0.012190291154547594,0.0023372178591674364,771,825.0,1.9095906490636445,0.1418212890625,15.96871946454048,870400
537.72,0.2592482915148139,749.0,86,1.6878755614161491,375.0,0.842587698251009,-0.01181475976773072,0.002526085855516,771,905.0000000000003,1.9382907374893605,0.161865234375,15.968719214200974,880640
538.31,0.16349280325230212,739.75,87,1.6705664053559304,350.0,0.9085220020264387,-0.01292732440342661,0.0025629660184111696,770,905.0000000000003,2.0350531314285423,0.1389892578125,15.968719226121902,890880
533.22,0.30451212683692575,733.0,88,1.651282825320959,397.5,0.8654251627624034,-0.010929736416437663,0.0024544695788225835,770,855.0000000000005,2.251202075007625,0.1505859375,15.96871919631958,901120
544.07,0.23277322901412845,743.25,89,1.6220728799700737,400.0,0.9122247099876404,-0.01246237485902384,0.0025332638831063272,769,855.0000000000005,2.2009133860370564,0.159619140625,15.968719345331191,911360
560.1,0.42515604046639055,866.75,90,1.6294804267585277,400.0,0.826912471652031,-0.010570168687263504,0.002467160480455618,770,982.5000000000007,2.4477926659376457,0.14873046875,15.968719333410263,921600
566.7,0.1107143014902249,850.5,91,1.6458492018282413,397.5,0.9344574186950922,-0.012717578237061388,0.0026339576833837508,769,1050.0,1.9039618997964347,0.1680419921875,15.968719351291657,931840
573.74,0.08617235835408792,895.0,92,1.6339885756373405,425.0,0.9502011582255363,-0.013277476141229271,0.002865203566580374,769,1075.000000000002,2.0242434353006677,0.1826904296875,15.968719285726547,942080
579.96,0.43633829199243335,954.25,93,1.6238021098077298,472.5,0.8876094587147236,-0.011886768258409574,0.0025364798305421168,769,1300.0,2.2292637350116835,0.1697265625,15.968719267845154,952320
575.98,0.4318849473726004,1004.75,94,1.6300518460571767,662.5,0.8961705878376961,-0.012962503114249558,0.002707591149101415,768,1300.0,2.118843335073798,0.1673095703125,15.968719309568405,962560
574.07,0.3867495786165819,1024.75,95,1.638706886023283,595.0,0.8868907321244478,-0.012770303431898356,0.0029277461081622757,768,1302.5000000000002,2.1399977017563843,0.1762451171875,15.968719267845154,972800
566.2,0.6989879883825779,1057.75,96,1.6500963009893894,675.0,0.8131361074745656,-0.011666730410070159,0.0023552290127785208,768,1300.0,2.3063261657001703,0.13603515625,15.968719315528869,983040
555.51,0.2936805139645003,1099.5,97,1.6457524716854095,525.0,0.9066381555050611,-0.014068608978413976,0.0025381325573565613,767,2037.5000000000182,2.060564846965165,0.1552734375,15.968719285726547,993280
544.25,0.3459782577585429,1066.0,98,1.6607689365744591,472.5,0.8854687184095382,-0.01268059412832372,0.002715981389679082,767,1565.0000000000225,2.02271913645225,0.1629638671875,15.968719226121902,1003520
528.57,0.2580246972385794,1004.25,99,1.658855666220188,450.0,0.8995386723428964,-0.011871222421177663,0.002447018911175625,767,890.0000000000034,2.237227616244078,0.15185546875,15.968719214200974,1013760
529.93,0.5207447909284383,985.5,100,1.677279181033373,372.5,0.8396192830055952,-0.01275302117865067,0.0026645256218219967,766,1257.5000000000007,2.1868770480387343,0.1550048828125,15.968719238042832,1024000
525.25,0.18719038949348032,868.75,101,1.6595817141234874,350.0,0.90178542137146,-0.012734746749629267,0.0025092300630834446,766,1075.0,2.00341944504304,0.1552001953125,15.968719273805618,1034240
522.56,0.09524133731611073,801.0,102,1.6774418845772743,350.0,0.9570391412824393,-0.013807177729904651,0.002695918662402929,765,875.0,1.6545250587222964,0.15732421875,15.968719327449799,1044480
532.09,0.6440154985059052,854.5,103,1.6594749674201013,350.0,0.8713606193661689,-0.011534193449188023,0.0022196588944783514,765,895.0000000000017,2.197198206138636,0.132177734375,15.968719232082368,1054720
546.05,0.5162561357021331,939.0,104,1.66136676967144,372.5,0.8880453620105981,-0.011091772135114298,0.002198021983236091,764,1302.5000000000002,2.1571485047815946,0.1390625,15.968719214200974,1064960
550.31,0.17814917992800475,893.25,105,1.663774225115776,397.5,0.9296489216387271,-0.01317714855831582,0.0027917604326606485,764,1277.5000000000002,1.762013600668503,0.157861328125,15.968719321489335,1075200
555.89,0.3379181251861155,938.25,106,1.6496551290154458,450.0,0.9012179397046566,-0.011574824096169323,0.0023295033933212516,764,1097.5000000000018,1.9664489821176037,0.140869140625,15.968719279766082,1085440
564.8,0.8199512142222375,1083.75,107,1.661902590095997,450.0,0.7560306951403618,-0.010382870354806072,0.0023629967744230747,763,1580.0000000000216,2.7237060847433083,0.1521484375,15.968719339370727,1095680
567.06,0.4158201718237251,1039.75,108,1.6637893505394459,447.5,0.8635522112250328,-0.010769129611435346,0.002100766888247865,762,1325.0,2.3418906200259726,0.1342041015625,15.968719226121902,1105920
573.16,0.14715984163340182,998.0,109,1.6602387696504592,425.0,0.9405871614813804,-0.012530776584753767,0.0026090267234397755,762,1325.0,1.7230358279797688,0.1536865234375,15.968719244003296,1116160
576.34,0.45519912338349966,977.0,110,1.6573226772248746,450.0,0.8738450389355421,-0.012619909903150983,0.0024638226550908657,762,1302.5000000000002,2.0860045611316957,0.1552978515625,15.968719291687012,1126400
582.48,0.3074050525901839,1074.25,111,1.6409894183278084,450.0,0.9026487451046705,-0.011764515290269627,0.002819569713119911,762,1335.000000000001,2.2610954160258783,0.1792724609375,15.968719232082368,1136640
599.29,0.48132296875119207,1105.25,112,1.6439061783254147,475.0,0.8863589756190777,-0.011617429470061325,0.002517821806259588,762,1402.5000000000005,2.430166330190415,0.1485595703125,15.968719404935836,1146880
588.63,1.0126986034214496,1095.5,113,1.6556674525141717,475.0,0.7606203075498342,-0.009266382578061894,0.0018833529775068767,761,1402.5000000000005,3.1060638317377838,0.1210205078125,15.968719220161438,1157120
579.31,0.34048662036657334,1142.0,114,1.6406175404787064,472.5,0.9015903636813164,-0.01269961820798926,0.0025915176265019547,761,1687.5000000000225,2.07777793749242,0.1562255859375,15.968719202280045,1167360
584.44,0.42328201204072685,1153.25,115,1.6466089636087418,497.5,0.9007421873509884,-0.013408101408276706,0.0028083618082295086,761,1677.5000000000216,2.1692009184329426,0.169580078125,15.968719220161438,1177600
590.28,0.6417247213190421,1249.25,116,1.6365775257349013,500.0,0.8698349829763175,-0.01172035138879437,0.002500458037184547,761,4075.0,2.391245089358824,0.1569580078125,15.96871919631958,1187840
601.6,0.6359947214834392,1290.5,117,1.6359145298600197,495.0,0.8339621081948281,-0.011240809885202907,0.002272308258989474,760,4075.0,2.66029659750521,0.1406005859375,15.968719285726547,1198080
602.86,0.8948154832469299,1411.5,118,1.6353457018733024,495.0,0.8796022307127714,-0.011175446762354112,0.0020699951467012434,760,4085.000000000001,3.3985594235559624,0.139697265625,15.96871946454048,1208320
606.86,0.6680984977399931,1347.75,119,1.6453047960996627,500.0,0.8488701246678829,-0.010772590004489758,0.0025492909368498217,759,4075.0,2.9245940833235666,0.152734375,15.968719404935836,1218560
619.6,1.0102303460706026,1521.0,120,1.6370312184095384,525.0,0.8235313281416893,-0.009256266348529607,0.001905047915625211,759,4175.0,4.271654593129944,0.122705078125,15.968719351291657,1228800
621.19,0.2681892601074651,1522.0,121,1.6541337959468365,525.0,0.922884163632989,-0.01295856510696467,0.002703532807618431,759,4152.5,2.187194218173393,0.1688720703125,15.968719291687012,1239040
608.58,0.30727279861457646,1403.75,122,1.6556489184498786,525.0,0.9250677157193422,-0.012277743004960939,0.0022130021641376834,759,4127.5,2.0953296898335974,0.1419921875,15.968719410896302,1249280
606.33,0.8663577031577006,1468.0,123,1.6464935071766376,547.5,0.8393076535314321,-0.010328818004927598,0.0022557276752767116,759,4125.0,3.069841379334258,0.136279296875,15.968719273805618,1259520
593.82,0.5592306132894009,1345.5,124,1.6405803918838502,522.5,0.8507824182510376,-0.010761083062971011,0.001948908985901087,759,4080.0000000000005,2.5407425444187153,0.1218994140625,15.968719267845154,1269760
599.43,0.338986246031709,1302.0,125,1.6608723096549511,525.0,0.8976447906345129,-0.013033307512523606,0.002391828697443868,758,4075.0,2.220342132167071,0.1501708984375,15.968719315528869,1280000
595.93,0.13613175207283348,1100.25,126,1.6584189347922802,525.0,0.9384416878223419,-0.013076180397183635,0.0026290779212675827,758,1475.0000000000043,1.8465499552712068,0.1578857421875,15.968719440698624,1290240
595.61,0.6216007293434813,1143.5,127,1.6416936323046685,475.0,0.8567073792219162,-0.010359321181022096,0.0022088821652463233,758,4052.5,2.8618815290616353,0.14794921875,15.96871930360794,1300480
594.14,0.5339216955937445,1108.75,128,1.6478415958583355,472.5,0.8715652991086245,-0.010991542771807871,0.002250011592719029,758,2137.500000000018,2.4809779342105194,0.153271484375,15.96871919631958,1310720
597.99,0.8664124414091929,1182.25,129,1.6550539650022984,475.0,0.7833028245717287,-0.009758348799368832,0.002216083619851243,757,4052.5,3.1505039279051523,0.1462646484375,15.96871930360794,1320960
605.05,1.4087520487140863,1318.0,130,1.64061114564538,475.0,0.790754658356309,-0.009541206320864148,0.0018667028137205333,757,4125.0,4.303009818120493,0.12470703125,15.968719124794006,1331200
595.02,0.5581739837070927,1376.25,131,1.6479370184242725,447.5,0.8851711634546519,-0.01182682684448082,0.0022426801377153993,756,4127.5,2.895478326328676,0.1406005859375,15.968719202280045,1341440
594.69,0.7991716982331127,1434.5,132,1.6557038307189942,470.0,0.810075630992651,-0.010329044153331779,0.0023818844339192403,756,4180.000000000001,3.5040054000718777,0.14140625,15.968719011545181,1351680
582.42,0.9874571399763227,1484.25,133,1.6340046599507332,447.5,0.835666362196207,-0.010585066341445782,0.002179752369170607,756,4157.500000000001,3.881873467405009,0.1405517578125,15.968719363212585,1361920
578.82,1.105891207838431,1481.25,134,1.626742199063301,425.0,0.8158110111951828,-0.009309471028973348,0.001815737073627936,756,4180.000000000001,4.367664879533402,0.1119140625,15.968719273805618,1372160
572.08,0.6988252411130815,1384.25,135,1.6454104267060756,472.5,0.8505208689719439,-0.012591704353690147,0.0024339391230458808,756,4127.5,3.0042027274751435,0.158154296875,15.968719190359115,1382400
580.46,0.4746304387692362,1366.75,136,1.6310673609375954,475.0,0.9136672507971525,-0.012571256383671426,0.0022460037283511796,756,4127.5,2.257170706251267,0.1409423828125,15.968719238042832,1392640
588.01,0.7117050219560042,1448.0,137,1.639064159989357,500.0,0.8993799883872271,-0.011695427072118037,0.0022792814691460074,755,4152.5,2.9418515856072545,0.1498779296875,15.968719285726547,1402880
595.47,1.399742431472987,1517.0,138,1.6459445238113404,475.0,0.7455157414078712,-0.008895015966845676,0.0018576823711217328,755,4152.5,3.8329265901954743,0.1107177734375,15.968719315528869,1413120
607.6,1.2084080879110843,1609.5,139,1.6369929537177086,497.5,0.8303904961794615,-0.009420573615352623,0.002131461313979683,755,4227.5,4.520208055510896,0.136572265625,15.968719267845154,1423360
605.95,1.4407440144568682,1619.75,140,1.6194758504629134,520.0,0.8018932715058327,-0.007349410082679242,0.001656408411247786,755,4250.0,6.069562566901759,0.109130859375,15.968719244003296,1433600
618.37,1.053404377028346,1734.25,141,1.6373020477592946,520.0,0.8468524485826492,-0.008029354177415371,0.001946805753459923,755,4277.5,4.691511527875742,0.1302490234375,15.96871938109398,1443840
625.86,0.8798044992843643,1806.25,142,1.6454471960663795,520.0,0.8504977356642485,-0.008968554879538715,0.002250093263660698,754,4367.500000000001,3.8794830583822866,0.143701171875,15.968719273805618,1454080
626.69,1.3601649543852545,1835.25,143,1.6482340060174465,475.0,0.8266367066651583,-0.010628607249236666,0.002536740399330371,754,4525.0,4.527790349665991,0.14189453125,15.968719363212585,1464320
625.5,1.4225991837214678,1869.25,144,1.6378436878323555,520.0,0.8423579100519418,-0.009221804683329537,0.001793863197497417,754,4525.0,5.770863680117907,0.129833984375,15.968719357252121,1474560
