#{"t_start": 1546138361.685557, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,85.512441
1.0,157,92.082638
0.0,125,97.171148
1.0,155,111.508591
1.0,175,124.603012
0.0,125,135.456764
1.0,171,147.218732
1.0,171,157.5176
2.0,201,168.107845
0.0,125,174.448628
3.0,216,185.480904
3.0,248,198.366523
1.0,157,206.180543
1.0,175,215.243926
0.0,125,221.276439
0.0,129,227.482797
2.0,204,237.72424
4.0,300,254.271755
3.0,250,268.263961
3.0,250,280.603281
0.0,129,286.981699
0.0,129,292.952067
0.0,127,299.168482
0.0,129,305.530718
2.0,221,316.72408
0.0,129,323.346865
2.0,222,334.249025
0.0,123,340.506068
0.0,127,347.171254
3.0,216,358.269524
4.0,301,373.647665
0.0,127,379.587977
0.0,127,385.354048
0.0,129,391.748251
1.0,153,400.134865
1.0,157,408.131529
2.0,200,418.176291
2.0,202,428.492654
2.0,199,438.876098
0.0,125,445.062267
0.0,129,451.435225
5.0,347,470.283051
0.0,125,476.709493
10.0,455,501.605004
0.0,127,507.708999
0.0,129,513.834079
5.0,350,531.72875
3.0,248,545.095855
0.0,125,551.440923
0.0,129,558.493707
6.0,400,579.745294
0.0,129,586.683785
4.0,299,602.755911
3.0,248,616.660473
2.0,198,626.315395
5.0,350,644.352371
1.0,176,653.313434
0.0,125,659.614164
0.0,129,665.875306
0.0,127,672.426187
0.0,129,678.787513
0.0,129,685.418875
0.0,129,692.180774
0.0,129,699.357619
3.0,248,712.682132
13.0,460,738.243654
0.0,125,744.704237
9.0,404,767.221384
12.0,431,790.282377
0.0,125,796.695498
4.0,297,811.801466
0.0,127,817.380429
0.0,129,823.347262
0.0,129,830.0231
0.0,129,836.072252
0.0,125,842.46069
3.0,248,854.885397
0.0,129,861.124603
1.0,176,869.390468
0.0,129,875.861814
3.0,248,888.677947
0.0,129,894.719561
6.0,400,916.05228
0.0,127,922.376128
5.0,328,939.297951
0.0,129,943.635104
0.0,127,948.134209
3.0,230,958.910661
0.0,127,964.935297
3.0,271,977.694278
9.0,404,997.328467
0.0,127,1002.56332
11.0,503,1026.603189
5.0,350,1043.967928
9.0,404,1065.889992
5.0,329,1082.364032
0.0,125,1087.468575
2.0,224,1098.067831
0.0,127,1104.337749
6.0,377,1123.386788
0.0,129,1129.694275
3.0,247,1141.337015
3.0,248,1153.711663
0.0,127,1159.570577
2.0,222,1170.431041
1.0,178,1179.474813
11.0,466,1202.119887
0.0,127,1207.288257
1.0,178,1216.230165
9.0,380,1235.348873
0.0,127,1240.794599
4.0,299,1254.41188
0.0,125,1260.417936
2.0,202,1269.853266
2.0,202,1279.569776
4.0,297,1293.860116
0.0,127,1299.504559
0.0,127,1305.465196
1.0,157,1312.170456
2.0,227,1322.508793
13.0,580,1350.35872
0.0,129,1355.839932
0.0,127,1361.302691
14.0,526,1387.128785
1.0,155,1394.125044
2.0,204,1403.546293
4.0,299,1417.344419
0.0,129,1423.138099
1.0,175,1430.82699
0.0,129,1436.295087
0.0,129,1441.94794
0.0,125,1447.356824
0.0,129,1453.027009
5.0,338,1469.077964
0.0,127,1473.777437
1.0,157,1480.812363
3.0,253,1492.969781
10.0,453,1514.854421
3.0,251,1526.220055
0.0,127,1531.57305
0.0,129,1537.18497
2.0,202,1546.88745
5.0,350,1563.995669
2.0,200,1573.414478
0.0,129,1579.211425
9.0,404,1598.53325
2.0,203,1608.069188
3.0,251,1619.664858
7.0,269,1632.320397
1.0,173,1639.808609
6.0,399,1659.917166
3.0,229,1671.318727
1.0,153,1678.476799
10.0,420,1697.126723
3.0,248,1708.990608
0.0,123,1713.851287
5.0,350,1731.089285
1.0,175,1738.806818
4.0,319,1753.7404
6.0,324,1768.562492
1.0,177,1776.230297
1.0,157,1783.906487
2.0,202,1793.065999
2.0,221,1803.813582
3.0,247,1815.67556
0.0,127,1820.941202
0.0,129,1826.852586
3.0,251,1837.96304
2.0,202,1846.456155
4.0,267,1858.865456
15.0,532,1883.393649
2.0,229,1894.219368
1.0,153,1901.064344
2.0,205,1909.799541
8.0,329,1925.558357
9.0,467,1947.918195
5.0,352,1964.647056
5.0,372,1982.810072
2.0,202,1992.320859
2.0,223,2003.650326
6.0,358,2020.6805
4.0,301,2035.804451
6.0,375,2053.684082
9.0,403,2073.425207
13.0,459,2095.346996
7.0,388,2113.907841
7.0,451,2135.555718
5.0,316,2150.225103
17.0,590,2178.682107
2.0,223,2189.030135
10.0,433,2209.162226
2.0,202,2218.755141
0.0,129,2224.942737
1.0,176,2233.490276
4.0,300,2248.618722
5.0,349,2266.219078
10.0,498,2290.996755
5.0,324,2305.696457
5.0,320,2320.260125
0.0,129,2325.965579
6.0,361,2343.795476
0.0,129,2349.646555
5.0,317,2365.044043
9.0,453,2386.60141
4.0,249,2398.691667
12.0,465,2422.275765
8.0,431,2443.221491
0.0,129,2448.499096
10.0,429,2469.605984
14.0,532,2494.519516
11.0,414,2514.896086
14.0,594,2544.186261
7.0,369,2562.834958
4.0,284,2576.10836
7.0,377,2595.143216
6.0,397,2615.27409
9.0,549,2641.722522
2.0,202,2650.728521
5.0,350,2668.211521
2.0,200,2677.922949
6.0,351,2694.855544
0.0,129,2700.611273
5.0,348,2717.447477
9.0,504,2741.666404
0.0,129,2747.375962
5.0,265,2760.020072
9.0,528,2785.967663
2.0,185,2793.424481
14.0,464,2816.679793
12.0,665,2848.855169
9.0,404,2869.01105
5.0,331,2884.884038
16.0,724,2921.172255
0.0,129,2926.602668
11.0,594,2955.982693
6.0,380,2973.823463
14.0,508,2998.186961
12.0,508,3022.921604
14.0,561,3049.973746
20.0,476,3072.213628
1.0,174,3080.18738
11.0,584,3110.092627
7.0,423,3131.381023
12.0,529,3156.754592
12.0,508,3181.63949
12.0,596,3210.555774
9.0,447,3231.697785
10.0,557,3258.9254
18.0,486,3282.818445
14.0,583,3309.810841
5.0,328,3325.400795
3.0,231,3336.546813
9.0,491,3360.146709
10.0,426,3379.502919
10.0,367,3397.574251
11.0,601,3427.032144
18.0,623,3458.434799
6.0,323,3473.904977
