P01:episode_rewards,PMM:episode_rewards,episode_length,explained_variance,P09:episode_rewards,policy_loss,advantage_norm,epoch_idx,frames,grad_norm,policy_entropy,value_loss,fps
0.0,1.0526315789473684,167.78947368421052,-2.863063392043114,3.0,0.011610807715915144,2.196812094897032,1,8000,3.8307953993423705,1.3354920434951782,0.12134986640230636,327
0.0,1.675,187.2125,-0.004083269238471985,4.0,-0.0004366364458110183,1.5317072965949774,2,16000,0.33488031929805556,1.376812914609909,0.019185258757170233,162
0.0,2.09,204.13,0.081449955701828,5.0,0.004355747913214145,1.4831456776708365,3,24000,0.37031666741892894,1.3748249542713165,0.018880821837228723,187
0.0,2.09,204.54,0.24136958956718446,5.0,-0.000960275856195949,1.1919998420774938,4,32000,0.2954036665627777,1.369694629907608,0.013575319940428017,207
0.0,1.16,172.79,0.0024750494956970216,3.0,0.002203150145942345,1.1000702968984841,5,40000,0.2596681661549763,1.3629050958156586,0.012462765044911067,219
0.0,1.28,179.49,0.18706560134887695,3.0,0.005077918478345964,1.3168237186968326,6,48000,0.30438598627199764,1.3643117129802704,0.015299338763579726,229
0.0,1.79,198.3,0.28459956526756286,4.0,0.0007432412425987423,1.8245896372199057,7,56000,0.8735605225107363,1.2920330241322517,0.048627328251022846,237
0.0,2.11,211.19,0.5206149250268937,5.0,-0.009459962837281637,1.590558914542198,8,64000,0.6896268410225054,1.3105092972517014,0.02408180796483066,243
0.0,2.13,211.73,0.6917579114437103,5.0,-0.0035174062046280596,1.6567453256249427,9,72000,0.566631214335964,1.3639155995845795,0.021406367691233753,247
0.0,2.33,218.19,0.7761231392621994,6.0,-0.00525488712679362,1.4211225715279578,10,80000,0.49547739143187153,1.3542582261562348,0.014954838338308036,251
0.0,2.13,209.93,0.7342638164758682,6.0,-0.0025723110585386165,1.4247290337085723,11,88000,0.4796905721809442,1.3715222489833832,0.015738219661870972,253
0.0,1.47,185.6,0.8105161893367767,5.0,-0.003672767787138582,1.2267806079983712,12,96000,0.38321213843161284,1.3564393031597137,0.010827615724410862,257
0.0,1.76,194.5,0.8608505141735077,5.0,-0.001318905239168089,1.227735041975975,13,104000,0.40134095494132827,1.3595769345760345,0.010721643067663536,259
0.0,2.06,204.85,0.8550403082370758,5.1000000000000085,-0.0005706658534472809,1.2127430564165116,14,112000,0.4162851594230993,1.3481345975399017,0.01081996929948218,261
0.0,1.88,199.94,0.9222396397590638,4.1000000000000085,0.0005482195664080791,1.0197264698147774,15,120000,0.33203217998174644,1.3415758895874024,0.007378003424382769,262
0.0,1.85,199.58,0.9104253274202346,5.0,-0.0010132546949898824,1.0361525109410286,16,128000,0.31073320793811154,1.345553468465805,0.008099330631666816,264
0.0,2.04,203.83,0.9080245262384414,6.0,0.0006872069356904831,0.9858422756195069,17,136000,0.2872986759595626,1.3462677121162414,0.007356407147017308,264
0.0,2.39,216.03,0.9607538563013077,9.0,-0.001706340480595827,0.8330069750547409,18,144000,0.26686571447478474,1.3335988295078278,0.004926595356082543,265
0.0,2.19,207.56,0.9484408956766128,6.300000000000026,-0.0009055742998316419,0.8417568337917328,19,152000,0.27402972382939095,1.3427705872058868,0.005336402441025711,266
0.0,2.02,205.23,0.9482577210664749,5.1000000000000085,-0.0017705660426145186,0.8995421466231346,20,160000,0.26775294657073156,1.330936896800995,0.006113970426376909,267
0.0,2.09,206.07,0.9394236087799073,6.0,-0.0017166785892914049,0.8805819040536881,21,168000,0.2632143304660254,1.3122203302383424,0.0058974958269391205,267
0.0,2.52,222.68,0.8933586412668229,6.0,0.00041838325021672064,1.0640252655744553,22,176000,0.3576412302859609,1.3358448731899262,0.010735069119837135,268
0.0,2.25,212.07,0.9506594133377075,6.0,-0.00017852293342002668,0.7377577602863312,23,184000,0.23672784210840525,1.3306711733341217,0.004242887902073562,269
0.0,1.94,202.23,0.9550392413139344,6.0,-0.0018974568139674376,0.7830718506872654,24,192000,0.23880382819474705,1.3390985453128814,0.004994417802081443,269
0.0,1.75,195.6,0.9405173754692078,5.0,-0.0007353739245445467,0.7908408161997795,25,200000,0.2154745904780712,1.3024999570846558,0.0050641552076558585,270
0.0,2.08,208.51,0.9367692691087722,6.1000000000000085,-0.0016409887000918388,0.8151533916592598,26,208000,0.25925469680943836,1.3272716808319092,0.005479049028363079,271
0.0,1.65,187.77,0.9707414305210114,5.1000000000000085,-0.0013766637822845952,0.5944953046739101,27,216000,0.16472323971306937,1.351233252286911,0.0028201403317507354,272
0.0,1.92,197.23,0.9353205907344818,8.0,-0.002618303591152653,0.9493218296766281,28,224000,0.2822703150897629,1.3514252030849456,0.007095133199472911,273
0.0,1.65,189.9,0.964532015323639,6.0,-0.0003856712410924956,0.6852276065945625,29,232000,0.20473351549279378,1.350006755590439,0.003859447663417086,273
0.0,1.61,190.95,0.9497558146715164,5.0,-0.0017699596469901734,0.8445503336191177,30,240000,0.24792237779417697,1.3622816848754882,0.005363016917835921,275
0.0,1.81,199.95,0.9660326558351516,5.0,0.0004780131195730064,0.7008343550562859,31,248000,0.19320191174085433,1.3593017745018006,0.0037151442788308487,275
0.0,2.2,214.07,0.9111459416151046,5.1000000000000085,-0.0019692753470735625,0.9697023198008538,32,256000,0.27514730579470337,1.3596144592761994,0.007236346119316295,277
0.0,2.15,209.01,0.9071117669343949,6.1000000000000085,-0.0007515101198805497,0.8841611942648888,33,264000,0.24733252221921959,1.3556123161315918,0.006470014038495719,279
0.0,2.23,209.68,0.9604962486028671,7.1000000000000085,-0.0007842983295449813,0.7293777301907539,34,272000,0.21293131044690816,1.3352607464790345,0.004114571438985876,280
0.0,2.15,205.52,0.9577729088068009,8.100000000000009,-0.0016422847763169557,0.7029211956262589,35,280000,0.2086603019322779,1.3463538479804993,0.004121783908340148,282
0.0,2.16,208.39,0.9504299467802048,7.0,-0.0005446255431161263,0.6968996620178223,36,288000,0.1975024290988052,1.3486925446987152,0.003904590349411592,282
0.0,2.2,210.89,0.9403153371810913,6.1000000000000085,-0.00030211152334231884,0.8949956673383713,37,296000,0.25968742494443137,1.3566098940372466,0.00604641449812334,283
0.0,2.46,222.28,0.9132138657569885,7.0,-0.0017364510503830389,0.8506511455774307,38,304000,0.25174355094625683,1.3739888501167297,0.00549997893627733,284
0.0,2.0,202.87,0.7600275480747223,5.1000000000000085,-0.0022959479775454383,1.1787293776869774,39,312000,0.3488957326641956,1.373693472146988,0.01037957814114634,286
0.0,1.43,181.89,0.8089221370220184,4.0,0.0012087629837333224,1.0960610499978065,40,320000,0.30082839513744625,1.3709421789646148,0.008578629493713378,287
0.0,1.58,189.97,0.9178735470771789,4.0,-0.001630302456469508,0.7962923783063889,41,328000,0.21237948483296568,1.3577800107002258,0.005153107613441534,288
0.0,1.75,195.25,0.9500026041269303,5.0,-0.0012287162082793657,0.7743524253368378,42,336000,0.23750203393936786,1.3667776381969452,0.004508032386074774,289
0.0,1.87,200.13,0.9591586488485336,5.0,0.0001729833530407632,0.7267623254656792,43,344000,0.20534600217901466,1.3539856684207916,0.004141215049894526,291
0.0,2.41,217.49,0.9389804935455323,7.1000000000000085,-0.0005171928070558351,0.9163688978552819,44,352000,0.25940396904285645,1.3661475229263305,0.006359534321818501,294
