episode_length,P09:episode_rewards,frames,grad_norm,clip_fraction,explained_variance,P01:episode_rewards,advantage_norm,value_loss,fps,policy_entropy,epoch_idx,policy_loss,approx_kl_divergence,PMM:episode_rewards
332.84,352.5000000000002,276480,0.05304471506837287,0.208544921875,1.1175870895385742e-09,25.0,15.968717408180236,0.00981422526683673,503,1.7715699955821038,27,-0.0014707677568367218,0.0027364711447489753,167.0
336.93,475.0,286720,0.05317082913779605,0.260205078125,-4.470348358154297e-09,25.0,15.96871668100357,0.00786827035012152,504,1.7715633913874627,28,-0.001934722901933128,0.003470715060200291,181.5
331.08,352.5000000000002,296960,0.05124081583415928,0.2485107421875,7.450580596923828e-09,22.500000000000007,15.968716281652451,0.007363417452120302,505,1.7760607331991196,29,-0.0017622969378862762,0.003365488555232332,158.25
324.95,377.5000000000002,307200,0.051527666789877025,0.2537353515625,-4.470348358154297e-09,22.500000000000007,15.968717223405838,0.007790739636084254,505,1.7773973643779755,30,-0.0016317373931087787,0.003171972875395568,146.25
317.67,300.0,317440,0.0507545329841602,0.2341064453125,3.3527612686157227e-09,22.500000000000007,15.968716615438462,0.005812796528994113,507,1.7723263069987296,31,-0.0018432193683111109,0.003126555941355491,119.0
325.73,300.0,327680,0.05128448066109598,0.187353515625,-1.3783574104309083e-08,25.0,15.968717527389526,0.008994205851195147,508,1.7577269829809665,32,-0.001601049120654352,0.0024708050278604786,135.75
334.38,305.00000000000045,337920,0.056206363292506036,0.2911376953125,-3.7252902984619143e-10,25.0,15.968717676401138,0.00950358213740401,508,1.7762156195938588,33,-0.0016234991777309914,0.0038428957053611157,148.25
340.59,357.5000000000007,348160,0.054349755061651205,0.199169921875,-1.4901161193847656e-08,25.0,15.968715339899063,0.009092327695438485,509,1.7811076402664185,34,-0.001541092718980508,0.002771885098718485,172.0
337.8,430.0000000000004,358400,0.05387282064352644,0.27294921875,-4.8428773880004884e-09,47.50000000000001,15.96871750354767,0.008532735536846303,509,1.7759316451847553,35,-0.002033646701966063,0.003480405579875878,176.5
334.57,307.5000000000006,368640,0.05220527917885522,0.2114501953125,1.6763806343078613e-08,50.0,15.968717128038406,0.007364840822765473,510,1.7680171772837638,36,-0.0010095683632243891,0.002727957203586584,163.0
321.93,225.0,378880,0.04910012453700553,0.3017333984375,2.9802322387695314e-09,0.0,15.968711447715759,0.0047432758342097255,509,1.753045466542244,37,-0.0017290539151872508,0.004257469515283674,124.5
322.06,227.5000000000002,389120,0.053907949247693585,0.2035888671875,7.82310962677002e-09,0.0,15.968717569112778,0.007603198379274545,510,1.7581552527844906,38,-0.0014494199349428527,0.0026604804324222185,114.25
317.28,250.0,399360,0.05297759279155527,0.2445068359375,-6.7055225372314455e-09,0.0,15.968709814548493,0.007244793504548852,510,1.7754096224904061,39,-0.0011382318400137593,0.003630248782866374,109.0
325.66,275.0,409600,0.05311754862455451,0.23466796875,-1.080334186553955e-08,25.0,15.968717724084854,0.009555424576683435,510,1.784338864684105,40,-0.001923785073813633,0.0028094552431468856,138.0
331.2,427.5000000000002,419840,0.05377398290468295,0.2053466796875,-1.7136335372924803e-08,25.0,15.968717604875565,0.008833090924690623,510,1.783275233209133,41,-0.0012919899949338288,0.00242653448906367,164.25
332.16,452.50000000000017,430080,0.05224926559706404,0.2729248046875,-1.9371509552001954e-08,25.0,15.968716716766357,0.0077271768900004645,511,1.7800575718283653,42,-0.0016710517404135317,0.0033287060904456213,174.75
337.1,427.5000000000002,440320,0.05393313528956645,0.2357421875,-1.601874828338623e-08,47.50000000000001,15.968717563152314,0.008525314802955108,511,1.7785419449210167,43,-0.0017388130389008438,0.0029586105301746103,179.75
327.29,300.0,450560,0.05062149712410509,0.20810546875,-4.470348358154297e-09,25.0,15.96871754527092,0.0069621010415175984,511,1.7838479042053224,44,-0.0015046982880448923,0.0028816019179998876,147.0
326.65,332.5000000000006,460800,0.05422160019829901,0.2601318359375,-6.7055225372314455e-09,25.0,15.96871750354767,0.007821757680494557,511,1.7857286602258682,45,-0.001955661311512813,0.0032612595755040275,154.0
317.68,277.5000000000002,471040,0.0484076655079007,0.2416015625,1.9371509552001954e-08,0.0,15.968696171045304,0.005384410272330342,512,1.748105250298977,46,-0.0019856027538480703,0.003035381976894769,130.0
315.69,225.0,481280,0.051882201886985224,0.2658447265625,-1.6391277313232423e-08,0.0,15.968717736005782,0.006938360525259668,512,1.7558698669075965,47,-0.00149750529017183,0.0036031286832383103,121.0
312.9,200.0,491520,0.05018467586463902,0.2843505859375,1.3411045074462891e-08,0.0,15.968716645240784,0.006207029970005351,512,1.776290687173605,48,-0.002193436283414485,0.003481918227925007,96.5
311.67,225.0,501760,0.05043272971293281,0.30166015625,-5.215406417846679e-09,22.500000000000007,15.968717098236084,0.006997736876928684,512,1.7710660070180893,49,-0.0026256371002091328,0.003532805769486913,103.25
310.11,200.0,512000,0.05388600668960558,0.2380859375,-4.470348358154297e-09,25.0,15.96870726943016,0.00550126408687106,512,1.7722031131386757,50,-0.0010841382332728243,0.002985438390140871,98.5
311.25,202.50000000000023,522240,0.0533370682244159,0.2241455078125,-2.2351741790771484e-09,0.0,15.968710571527481,0.006788798586916301,513,1.7644227214157582,51,-0.0006946095782041084,0.0035266975861077297,100.0
319.31,225.0,532480,0.056505789350112454,0.26513671875,-1.4901161193847657e-09,22.500000000000007,15.968717575073242,0.008347646673610144,513,1.7728441424667836,52,-0.001506033822442987,0.0035689275248046216,114.0
325.33,275.0,542720,0.05188890161069282,0.2102294921875,-9.685754776000977e-09,0.0,15.96871754527092,0.008778696139324893,513,1.7846896320581436,53,-0.0017522088724945205,0.0026462361293567937,138.0
330.68,377.5000000000002,552960,0.050854287371884264,0.2469482421875,1.9371509552001954e-08,25.0,15.968717449903489,0.008521521308557567,514,1.7818003684282302,54,-0.0018779111876938259,0.0032856452623036604,165.25
336.57,402.5000000000002,563200,0.053030452985989816,0.2266357421875,-1.0058283805847169e-08,47.50000000000001,15.968717765808105,0.009383095696375677,514,1.7651314482092857,55,-0.0015124199617275735,0.003003262439844434,175.0
336.02,362.5000000000011,573440,0.05468496204330638,0.241015625,1.7136335372924803e-08,50.0,15.968717646598815,0.008134733147380757,515,1.7727168634533883,56,-0.0013710974897549022,0.0028055270807954003,171.25
342.09,452.50000000000017,583680,0.053027681508590455,0.2491943359375,-7.450580596923829e-10,47.50000000000001,15.968717682361603,0.009760557045592578,515,1.7681572817265987,57,-0.0016995979025523412,0.0029866128097609133,184.75
342.64,502.5000000000002,593920,0.056029049456558525,0.2352783203125,1.1175870895385742e-09,25.0,15.968717789649963,0.011077779467450454,515,1.764277098327875,58,-0.0012169039247964975,0.0028195270348419397,200.25
346.41,502.5000000000002,604160,0.057554436113206306,0.304052734375,7.450580596923828e-09,47.50000000000001,15.968717652559281,0.010137685404333751,511,1.7736803896725177,59,-0.0020505563014012297,0.0036264590369228245,206.75
350.21,402.5000000000002,614400,0.05290906621343976,0.2380615234375,-8.568167686462402e-09,25.0,15.968717342615127,0.00894255825919572,510,1.7653155460953713,60,-0.0018576246980956056,0.002782001773292109,191.75
339.42,327.5000000000002,624640,0.051836429101197824,0.1880615234375,3.725290298461914e-09,25.0,15.968717783689499,0.009300135499552198,510,1.7730542078614235,61,-0.0013064149228739553,0.0023464227696081254,182.25
332.18,327.5000000000002,634880,0.05468010063373931,0.2270263671875,-5.960464477539063e-09,25.0,15.968717694282532,0.009207508356576,509,1.7642129898071288,62,-0.0011235521949856774,0.0029228500754470586,170.5
321.73,300.0,645120,0.051638164541906915,0.19501953125,-1.862645149230957e-08,25.0,15.968707913160324,0.00656952098071315,507,1.7771207883954048,63,-0.0012893204127976787,0.0023118085294072444,155.25
324.11,300.0,655360,0.05591851913452981,0.1807861328125,-2.3469328880310058e-08,25.0,15.968717736005782,0.009476572801759175,506,1.782360102236271,64,-0.001022931592160603,0.0026766046512193497,151.0
326.05,277.5000000000002,665600,0.053646771445736575,0.20869140625,-1.4156103134155273e-08,25.0,15.96871793270111,0.008851288777805166,505,1.7819164864718915,65,-0.0014277059599407949,0.002250206190407766,148.75
324.24,300.0,675840,0.05349911254659027,0.248095703125,-1.4901161193847657e-09,25.0,15.96871417760849,0.00608317102967817,504,1.7632110007107258,66,-0.001211704961679061,0.0027762189447912535,147.75
324.25,352.5000000000002,686080,0.05226602589285114,0.2035888671875,8.568167686462402e-09,25.0,15.968717646598815,0.008180137280578492,504,1.7638731688261031,67,-0.0016856327401910676,0.0024258646264598838,148.0
322.19,335.00000000000085,696320,0.05091309419433686,0.287646484375,-6.332993507385254e-09,25.0,15.96871726512909,0.0073615643927382735,503,1.7736298143863678,68,-0.001261794937090599,0.004165100387626808,138.25
325.45,402.5000000000002,706560,0.051877173658477785,0.222900390625,1.7881393432617187e-08,22.500000000000007,15.968717592954636,0.007105056825548672,503,1.7803534105420113,69,-0.0013851560852344846,0.0025969224372261123,148.25
329.73,330.0000000000004,716800,0.0546114352200638,0.2170654296875,5.587935447692871e-09,25.0,15.968717688322068,0.009682593894103775,502,1.7829465024173259,70,-0.0016274771256576059,0.002685071212434309,154.5
326.8,325.0,727040,0.054186084505100304,0.2742919921875,-5.587935447692871e-09,25.0,15.968717688322068,0.008030336526735482,501,1.7751563005149364,71,-0.0014419784365600208,0.00315130508238326,152.25
334.89,325.0,737280,0.05162537459111288,0.2333740234375,-1.6391277313232423e-08,25.0,15.968715739250182,0.008168498960463922,501,1.7810237862169742,72,-0.0015155776152823818,0.003093556762382832,164.0
333.19,325.0,747520,0.053760916971052175,0.22060546875,1.4901161193847657e-09,25.0,15.96871749162674,0.008622658105923619,501,1.767360220849514,73,-0.0013840241059369872,0.002520047979055562,156.5
335.21,302.5000000000002,757760,0.05273473917103292,0.23447265625,8.940696716308593e-09,25.0,15.968717402219772,0.008691802644874258,500,1.7793991051614284,74,-0.0017714100882585625,0.0027583831152469427,162.5
330.51,300.0,768000,0.05160397342230194,0.3049072265625,9.313225746154785e-09,25.0,15.968717622756959,0.00670244209172779,499,1.775160451233387,75,-0.0018655648193089292,0.003508237427104177,156.75
319.23,227.5000000000002,778240,0.052673762070776356,0.2429931640625,5.960464477539063e-09,25.0,15.96871770620346,0.006798111756324943,499,1.7807645536959171,76,-0.001570656850526575,0.0029769181609026417,134.25
314.76,225.0,788480,0.050152207641191035,0.2280029296875,-6.7055225372314455e-09,0.0,15.968717700242996,0.007258531383013178,499,1.7758625835180282,77,-0.0016844392579514534,0.0026105001608129896,125.0
317.93,225.0,798720,0.05136510431357114,0.2822265625,-5.960464477539063e-09,0.0,15.968715804815293,0.006997266263442725,498,1.7783473327755928,78,-0.0015805260383785936,0.0032997763561979808,122.75
322.48,300.0,808960,0.0515115827016875,0.243310546875,-2.905726432800293e-08,25.0,15.968717086315156,0.0075778603304570424,498,1.7766385562717915,79,-0.0017151266358268913,0.0030911350444739584,132.0
325.86,300.0,819200,0.05653117443754291,0.2017578125,-7.450580596923829e-10,0.0,15.968717646598815,0.009008304479721119,498,1.7812846459448337,80,-0.0007932815387903247,0.0021015751520280903,138.25
328.79,305.00000000000045,829440,0.054743993532746414,0.2171875,-4.097819328308106e-09,22.500000000000007,15.968717712163926,0.009765044142750413,498,1.7746250823140144,81,-0.0015327601402532309,0.002914039795297185,155.25
333.65,477.5000000000002,839680,0.052441478237422,0.21552734375,-2.3469328880310058e-08,22.500000000000007,15.968717056512833,0.009093754336299753,498,1.7838394545018672,82,-0.0017347277418593876,0.0026679779050027717,182.25
331.41,452.50000000000017,849920,0.054568366996739295,0.2430908203125,3.3527612686157227e-09,25.0,15.968717724084854,0.0080859959434747,497,1.7756847605109214,83,-0.0018479292339179665,0.00301523995249795,178.25
333.12,505.00000000000045,860160,0.05309978990173214,0.1878662109375,-2.1979212760925294e-08,47.50000000000001,15.968717449903489,0.009369107629572682,497,1.7813372805714607,84,-0.0011509736388688907,0.00229595716675135,188.5
328.13,327.5000000000002,870400,0.05586467309143071,0.2351806640625,-2.16066837310791e-08,25.0,15.968717688322068,0.008329657657577627,497,1.7742662504315376,85,-0.0014170514630677644,0.0027101423385829547,162.5
335.92,500.0,880640,0.056498269405581544,0.233447265625,-1.1548399925231934e-08,25.0,15.96871783733368,0.010978267674909148,497,1.7785156443715096,86,-0.0019020980329514715,0.0023880022293781165,191.5
334.68,475.0,890880,0.05273049344420081,0.264794921875,-4.8428773880004884e-09,25.0,15.968716269731521,0.008281870131656887,497,1.7776195704936981,87,-0.0017985491969739087,0.0033797277527810366,191.5
337.55,475.0,901120,0.05542406226233811,0.2625,-2.6077032089233397e-09,47.50000000000001,15.968717366456985,0.009346907767758239,497,1.782672867923975,88,-0.001979781141199055,0.0030622846886558365,200.0
334.82,452.50000000000017,911360,0.056797863235313974,0.2563720703125,-6.332993507385254e-09,50.0,15.968717610836029,0.009018602373362227,497,1.7804322458803654,89,-0.00142637812969042,0.00270446124250725,189.0
333.05,277.5000000000002,921600,0.05406028217120225,0.2564453125,-5.215406417846679e-09,25.0,15.968717420101166,0.007259050183279214,496,1.7819135688245296,90,-0.001569380068758619,0.002652686572298535,159.5
324.44,252.50000000000023,931840,0.055931607692672816,0.270458984375,1.30385160446167e-08,25.0,15.96871783733368,0.00845422585371125,496,1.7848466984927653,91,-0.0016490799207531381,0.002992258859100616,140.25
329.44,275.0,942080,0.053237195037997856,0.229345703125,-2.9802322387695314e-09,25.0,15.968717741966248,0.00769890708179446,496,1.7829106830060482,92,-0.0015121274023840669,0.0025337734518075194,138.75
331.19,302.5000000000002,952320,0.05314712758851988,0.2109375,-3.091990947723389e-08,25.0,15.968717312812805,0.009561935361853102,495,1.781465569883585,93,-0.0015081252273375866,0.002553805263551112,155.5
334.67,427.5000000000002,962560,0.05145530403045904,0.2385986328125,4.470348358154297e-09,25.0,15.968717485666275,0.007532056693889899,495,1.785258212685585,94,-0.0018414770369417966,0.00269178769420364,165.25
333.64,452.50000000000017,972800,0.053479646089644214,0.22041015625,1.4901161193847656e-08,25.0,15.968717896938324,0.009512782568344846,495,1.7600609593093395,95,-0.0015353624345152638,0.0023969330149107293,172.25
333.52,327.5000000000002,983040,0.05320691354197611,0.2667724609375,1.1548399925231934e-08,25.0,15.968717610836029,0.007487309968018963,495,1.7758259825408458,96,-0.0012519851119577653,0.0035915181063046475,160.0
334.15,327.5000000000002,993280,0.05463718575116292,0.2647705078125,-9.685754776000977e-09,25.0,15.968717515468597,0.009014305995515315,495,1.7789405681192876,97,-0.0015675381091568852,0.002934153006822271,161.75
336.73,277.5000000000002,1003520,0.05289959840926095,0.210546875,1.1175870895385742e-08,25.0,15.968717694282532,0.008598983730371402,495,1.7763567954301833,98,-0.0013230904034571723,0.002503933174523354,159.25
332.98,255.00000000000043,1013760,0.05214764846458083,0.2684326171875,-1.30385160446167e-08,25.0,15.968716299533844,0.006441304563236372,494,1.7772689700126647,99,-0.0015902587780146859,0.0030903916662225585,147.25
326.71,300.0,1024000,0.0526469109987104,0.242431640625,1.2293457984924316e-08,0.0,15.968717533349992,0.006981839427021441,494,1.7774530805647373,100,-0.0016362555437808624,0.0025146919021125313,134.0
329.37,277.5000000000002,1034240,0.054668660955839686,0.277294921875,-1.080334186553955e-08,22.500000000000007,15.968717628717423,0.00980786575237289,494,1.7613258481025695,101,-0.0024664775270139216,0.0030184543650079833,132.5
334.57,300.0,1044480,0.055263393819927474,0.1888671875,-2.6077032089233397e-09,25.0,15.96871789097786,0.010281959301391908,494,1.7785388968884945,102,-0.0009571930007950868,0.002172855564765541,159.0
339.63,327.5000000000002,1054720,0.05451251870024384,0.2478515625,-5.587935447692871e-09,25.0,15.968717741966248,0.009583118997397833,494,1.770129307359457,103,-0.0017713207736960613,0.002581600500258219,173.75
340.4,450.0,1064960,0.055767546583745664,0.2551513671875,-1.1175870895385742e-08,25.0,15.968717592954636,0.00886730128167983,494,1.7797756731510161,104,-0.0014820301581494276,0.0026392966330604393,195.0
336.11,360.0000000000009,1075200,0.05288121915268348,0.2723876953125,-1.9371509552001954e-08,25.0,15.968717628717423,0.00881839419962489,494,1.7721208930015564,105,-0.0019781956652877852,0.0031022136764534023,173.5
345.97,427.5000000000002,1085440,0.054327069956484744,0.2687255859375,8.195638656616212e-09,50.0,15.968717521429062,0.009757154865837947,494,1.781439306586981,106,-0.0016019529131881427,0.002842928789277721,202.25
334.65,402.5000000000002,1095680,0.0521231843583896,0.239013671875,0.0,25.0,15.968717223405838,0.007053053849085699,494,1.7857416622340678,107,-0.001958593486051541,0.0025014839824109457,164.0
337.73,425.0,1105920,0.05355164265038592,0.2375732421875,1.2293457984924316e-08,25.0,15.968717628717423,0.009835836714000835,494,1.7842168800532818,108,-0.0015619205383700318,0.002596533386531519,175.0
333.78,325.0,1116160,0.05439161440467706,0.247998046875,-5.587935447692871e-09,25.0,15.968717318773269,0.009174573392192542,493,1.7665340356528758,109,-0.0019231010213843548,0.002866651033686196,155.25
342.58,350.0,1126400,0.054208745184860255,0.233251953125,-1.2665987014770507e-08,25.0,15.968717795610427,0.00979814895385971,493,1.7645086273550987,110,-0.0012028021130390699,0.0024878419613969527,177.5
343.97,355.00000000000045,1136640,0.05600189045495022,0.2517578125,-2.7567148208618165e-08,25.0,15.968717676401138,0.00850404768698354,493,1.7778620809316634,111,-0.0013166811371775112,0.002685786381107391,181.5
343.05,477.5000000000002,1146880,0.052687171521061525,0.199658203125,4.8428773880004884e-09,50.0,15.968717437982558,0.010008874254708644,493,1.7712306842207908,112,-0.00153268181529711,0.0021928652679520156,185.0
340.79,430.0000000000004,1157120,0.054335299832110176,0.25869140625,-2.9802322387695314e-09,50.0,15.968717646598815,0.008753333947061038,493,1.7638654433190823,113,-0.0012943850670126267,0.0026304924346163714,187.5
338.85,402.5000000000002,1167360,0.05295686186166813,0.187158203125,-3.5017728805541994e-08,50.0,15.96871749162674,0.00982343771925116,493,1.7743264235556127,114,-0.0011241571999562438,0.0022587849353044474,182.25
336.77,402.5000000000002,1177600,0.05557110034968678,0.213671875,-8.195638656616212e-09,50.0,15.96871771812439,0.010637325589232204,493,1.7589580185711384,115,-0.001433194999845,0.002571949904682924,194.0
337.62,427.5000000000002,1187840,0.055087488186443136,0.34521484375,-2.6077032089233397e-09,47.50000000000001,15.968717712163926,0.00911425486610824,493,1.7712320052087307,116,-0.0024465619295369833,0.004019485475174634,203.25
331.64,405.00000000000045,1198080,0.05234036751232625,0.2392333984375,8.940696716308593e-09,25.0,15.968717479705811,0.007840248594493459,492,1.7812410190701484,117,-0.0015428721388161648,0.002656434464586255,178.25
333.34,452.50000000000017,1208320,0.05613287474233858,0.308203125,-2.6077032089233397e-09,25.0,15.968717569112778,0.008571840434137811,492,1.7830834858119489,118,-0.0019651589886052535,0.0031083695042354977,174.25
324.96,305.00000000000045,1218560,0.05270573222826643,0.21474609375,6.332993507385254e-09,25.0,15.96871286034584,0.006327978893743235,492,1.7745966643095017,119,-0.001219328116712859,0.002223299909718435,141.75
326.3,352.5000000000002,1228800,0.049811675161786056,0.2472900390625,-2.6077032089233397e-09,22.500000000000007,15.968717795610427,0.008707640175498455,492,1.7731982305645944,120,-0.001690751920978073,0.0027402434757391346,147.25
321.92,327.5000000000002,1239040,0.0517322859492384,0.223974609375,1.4156103134155273e-08,25.0,15.96871782541275,0.008349682138896242,492,1.7797149494290352,121,-0.0016328379813785431,0.002426851719616252,136.5
325.5,302.5000000000002,1249280,0.053217131285717666,0.2363037109375,3.7252902984619143e-10,0.0,15.968717569112778,0.008086745840137155,492,1.7832327492535114,122,-0.0013398923609202029,0.0024114501549746593,134.75
329.31,275.0,1259520,0.052277259120816585,0.231298828125,-1.5273690223693846e-08,22.500000000000007,15.96871758699417,0.007107154049890596,492,1.7730382919311523,123,-0.0014360065739310811,0.002817833655052482,134.25
324.05,275.0,1269760,0.049446662804137564,0.2252197265625,-2.0861625671386717e-08,22.500000000000007,15.9686654150486,0.006229885165241633,492,1.7578519590198993,124,-0.0015645427152776391,0.002392716845633913,123.0
321.67,275.0,1280000,0.05178555656149629,0.2103515625,-1.0058283805847169e-08,25.0,15.968717473745347,0.008031477256417929,492,1.7787265598773956,125,-0.000960443148505874,0.0021696968107221435,128.25
324.35,300.0,1290240,0.05385868151360536,0.2535400390625,4.097819328308106e-09,25.0,15.968717581033706,0.009107802407106647,492,1.7781740412116052,126,-0.0016492969400133007,0.002636202380472241,139.75
318.98,252.50000000000023,1300480,0.05109236317390707,0.224072265625,-9.313225746154785e-09,25.0,15.968688476085664,0.006184686763948832,491,1.784187462925911,127,-0.0010300671823642916,0.002413147697399154,130.0
327.39,302.5000000000002,1310720,0.05395548706873678,0.260498046875,3.3527612686157227e-09,25.0,15.968717581033706,0.009843918603655766,491,1.7802381649613381,128,-0.0019508382669300773,0.002973621900014223,152.25
326.52,275.0,1320960,0.05288922280603733,0.240576171875,7.450580596923829e-10,25.0,15.968717259168624,0.007663788216962075,491,1.766140629351139,129,-0.0012022083152260165,0.0024453691879102735,139.0
325.54,277.5000000000002,1331200,0.05020770110050876,0.2611328125,7.450580596923828e-09,22.500000000000007,15.968717259168624,0.006390709077641077,491,1.7803949758410453,130,-0.0014248256280552595,0.0028708874740800638,141.75
323.46,250.0,1341440,0.05419999186819204,0.2310791015625,1.0430812835693359e-08,25.0,15.96871766448021,0.010129171207881881,491,1.7840032272040844,131,-0.001569965547605534,0.0025984198455034856,133.0
326.86,300.0,1351680,0.05110005655351071,0.2531982421875,1.601874828338623e-08,25.0,15.96871172785759,0.006530328345615999,491,1.7818679846823215,132,-0.001728006093253498,0.0029694092707700293,144.75
328.08,300.0,1361920,0.05421954329560299,0.29501953125,-2.384185791015625e-08,25.0,15.968717050552367,0.006099117397889131,491,1.7791832722723484,133,-0.0019355458265636117,0.0033481573323342674,141.5
326.51,300.0,1372160,0.05361970996132013,0.176171875,-4.8428773880004884e-09,25.0,15.968717551231384,0.007619881501523196,491,1.7778782576322556,134,-0.0010108841524925083,0.0018452508909263087,131.0
326.3,300.0,1382400,0.05277911165645179,0.2105224609375,9.313225746154785e-09,25.0,15.968717783689499,0.010288731413311325,491,1.7744469426572322,135,-0.0017343601248285268,0.0021929131758838595,140.0
331.49,325.0,1392640,0.05378397488691292,0.319140625,-1.30385160446167e-08,47.50000000000001,15.968707424402236,0.007611282560577593,491,1.7773744888603686,136,-0.001840170842842781,0.003730475509871667,160.25
