grad_norm,value_loss,clip_fraction,epoch_idx,fps,episode_length,P01:episode_rewards,policy_loss,P09:episode_rewards,PMM:episode_rewards,frames,policy_entropy,explained_variance,approx_kl_divergence,advantage_norm
1460840.2739916295,585083.3131131922,0.413818359375,1,411,317.2,22.500000000000007,0.020538010463496903,270.0000000000003,130.83333333333334,10240,1.6434439905686304,-1.3039412409067155,121.27641251098605,15.968718081712723
0.05454186849553448,0.008288254929539107,0.2674072265625,2,340,321.741935483871,25.0,-0.0014025813201442362,434.9999999999998,146.3709677419355,20480,1.754495757073164,-6.332993507385254e-09,0.0037161269038392675,15.968717628717423
0.05374263323554122,0.008780759681154392,0.2411865234375,3,383,330.64130434782606,25.0,-0.0017453827611461747,345.0000000000003,153.2608695652174,30720,1.7487290389835835,-9.685754776000977e-09,0.003326416859280812,15.968714278936385
0.05203620690864773,0.007404412106961899,0.2305908203125,4,410,332.5,25.0,-0.0014905316558724735,300.0,150.75,40960,1.762126599252224,-6.332993507385254e-09,0.0030013624172340768,15.96871709227562
0.051252894528774386,0.008602606448039295,0.244384765625,5,430,335.72,25.0,-0.0016661113200825638,302.5000000000002,157.5,51200,1.7796251893043518,8.940696716308593e-09,0.0036887120327492085,15.968717342615127
0.05306629718504272,0.008631067263195291,0.23203125,6,436,329.78,25.0,-0.0017898850335768656,252.50000000000023,146.0,61440,1.7837252505123615,-3.725290298461914e-09,0.0032639518939731717,15.968717652559281
0.0550789859571917,0.010027177639130969,0.2439697265625,7,443,328.88,25.0,-0.0015426957077579572,302.5000000000002,154.75,71680,1.7817416869103908,1.7508864402770997e-08,0.0034301509162105504,15.968717730045318
0.056391386100448235,0.00866640019512488,0.246337890625,8,452,330.04,25.0,-0.0014203259328496643,302.5000000000002,158.0,81920,1.7779939882457256,-3.725290298461914e-09,0.0032035269066341245,15.968717652559281
0.052765719618611526,0.008719965019281517,0.1926513671875,9,458,336.19,25.0,-0.001433479586194153,375.0,173.5,92160,1.7862070769071579,-1.4901161193847657e-09,0.0025146810225123773,15.968717604875565
0.05300749936297611,0.008984673938903143,0.2378662109375,10,459,340.08,25.0,-0.0020228434877935797,302.5000000000002,173.75,102400,1.7740690968930721,1.4156103134155273e-08,0.0033320486788682045,15.968717861175538
0.053964772495951954,0.009507783805020154,0.222509765625,11,460,338.52,25.0,-0.0015884551132330671,302.5000000000002,172.75,112640,1.7761540152132511,2.0489096641540527e-08,0.0030183079133621503,15.968717765808105
0.05463720680778568,0.007921711666358532,0.234130859375,12,461,335.91,25.0,-0.0020830052897508724,330.0000000000004,165.0,122880,1.77851477637887,-3.7252902984619143e-10,0.0029002103067909957,15.968716657161712
0.05395381339775011,0.010214480987997376,0.2488037109375,13,465,333.72,25.0,-0.001990582948928932,402.5000000000002,174.0,133120,1.7765948861837386,-1.862645149230957e-08,0.003224823445543734,15.96871789097786
0.05267656633182426,0.01037400007053293,0.216748046875,14,469,343.87,25.0,-0.001902349656302249,475.0,198.75,143360,1.7767757147550582,-9.313225746154785e-09,0.0028522753278309664,15.968717658519745
0.05529077916770632,0.01219987311251316,0.1518310546875,15,470,347.86,25.0,-0.000819768264045706,527.5000000000002,219.0,153600,1.7719598442316056,-3.7252902984619143e-10,0.0022240058125817088,15.96871783733368
0.05303267940456776,0.009195973392979794,0.2188720703125,16,470,344.02,50.0,-0.0015954233720549382,550.0,220.5,163840,1.7699871607124806,1.7881393432617187e-08,0.0029692005863239503,15.968717551231384
0.057573324155738105,0.01065265542824818,0.2373046875,17,473,339.66,50.0,-0.0015071328929479933,380.00000000000045,206.0,174080,1.7714502274990083,-1.080334186553955e-08,0.003319399999088546,15.968717831373215
0.054894341027881245,0.010375573648661884,0.2347900390625,18,475,342.4,50.0,-0.001708241825690493,380.00000000000045,205.25,184320,1.776123020797968,-2.7567148208618165e-08,0.0034946033148798962,15.968717360496521
0.05397122486047122,0.007943333561706822,0.2873291015625,19,477,339.28,25.0,-0.0023587874278746313,402.5000000000002,191.25,194560,1.772653478384018,-3.725290298461914e-09,0.0034243117579137563,15.968717855215072
0.051540398073847235,0.007907610045822366,0.2610595703125,20,478,331.3,25.0,-0.0019214224856114015,402.5000000000002,173.0,204800,1.778095480054617,-2.2351741790771484e-09,0.0034255738873866905,15.968717539310456
0.05528091756814339,0.00936715217831079,0.2439208984375,21,479,322.46,25.0,-0.0014017788038472646,325.0,154.0,215040,1.767730564624071,-7.078051567077636e-09,0.0030761427555148655,15.968717563152314
0.05393433403380804,0.00912752431086119,0.20888671875,22,481,322.3,25.0,-0.0013779447759588947,300.0,153.25,225280,1.7780020743608476,-7.450580596923828e-09,0.003071901868497662,15.968717789649963
0.05436806540765347,0.009024957266865386,0.2402587890625,23,483,326.62,25.0,-0.0017370288602251093,302.5000000000002,161.25,235520,1.7805711075663566,-6.332993507385254e-09,0.0031979141604438154,15.968717533349992
0.052071949167314745,0.008810944098422624,0.181640625,24,484,329.26,25.0,-0.0013846426332747796,342.5000000000015,164.25,245760,1.7608516067266464,2.2351741790771484e-08,0.002530914865928935,15.968717336654663
0.055701610865842556,0.009259271656628699,0.219287109375,25,485,337.57,25.0,-0.001591565206035739,500.0,179.75,256000,1.770736111700535,-2.9802322387695314e-09,0.003185959446830111,15.96871758699417
0.05606536994957696,0.011591481952928006,0.214794921875,26,486,342.8,25.0,-0.001128706242525368,410.00000000000085,190.25,266240,1.758185274899006,-2.421438694000244e-08,0.002869904595398509,15.968717914819717
0.054943872936323815,0.008417495831804445,0.2396484375,27,487,344.87,25.0,-0.00168690329301171,450.0,198.25,276480,1.7737214021384715,-1.4156103134155273e-08,0.0035069836279944867,15.968717640638351
0.05334400517714686,0.00833697659563768,0.2367919921875,28,488,340.12,25.0,-0.0014763010236492845,450.0,190.5,286720,1.7822688467800618,-6.332993507385254e-09,0.003147192580581759,15.968717652559281
0.05201059139625983,0.008451794321808847,0.226513671875,29,489,326.1,25.0,-0.0015789185774337966,302.5000000000002,156.5,296960,1.7835810996592045,-5.587935447692871e-09,0.0031399227012116173,15.968717604875565
0.05252313865964332,0.007236760948966037,0.234375,30,491,326.53,25.0,-0.001851519147385261,250.0,145.25,307200,1.7687269903719425,-5.587935447692871e-09,0.0029890855480402935,15.968716567754745
0.051592065795500394,0.006946094769250522,0.264599609375,31,490,318.91,25.0,-0.0013993488253618124,225.0,121.5,317440,1.7722638919949532,2.3096799850463868e-08,0.0030574157287617254,15.968716269731521
0.051949847177853656,0.008345296916195366,0.2431640625,32,491,325.12,25.0,-0.0016514768372871912,225.0,136.0,327680,1.7771268419921398,-5.960464477539063e-09,0.0033616093998034557,15.968717420101166
0.05084908178695261,0.006249313213993446,0.298046875,33,491,316.5,25.0,-0.0022377572659024736,225.0,119.0,337920,1.7717774771153927,-1.4528632164001465e-08,0.004100200992132841,15.968717437982558
0.05210667787756196,0.007386964877741775,0.21611328125,34,492,324.62,25.0,-0.0013122864220349584,252.50000000000023,130.75,348160,1.7722652785480022,-1.4901161193847656e-08,0.0029708052615546876,15.968716371059418
0.05113455462144895,0.0065929641364618876,0.23408203125,35,491,327.92,0.0,-0.0017737822548951955,252.50000000000023,117.25,358400,1.7727913983166217,1.1920928955078126e-08,0.0031022639225568582,15.96871737241745
0.054042617049358824,0.007923289843893145,0.1963623046875,36,491,333.95,25.0,-0.000823487610614393,252.50000000000023,125.25,368640,1.768692996352911,-1.4156103134155273e-08,0.00263738168943064,15.96871754527092
0.05391081197960318,0.007870591729260922,0.27705078125,37,492,338.22,22.500000000000007,-0.001693684177735122,275.0,140.5,378880,1.7796468175947666,1.1175870895385742e-08,0.0034110531841292867,15.968717497587203
0.052629851493291024,0.008442445446530656,0.2478271484375,38,492,336.71,22.500000000000007,-0.0019962554040830584,277.5000000000002,150.75,389120,1.7795436657965182,-1.1920928955078126e-08,0.0030041235354588023,15.968717336654663
0.052262681343043016,0.007801986172481179,0.2171875,39,493,336.9,25.0,-0.0016895554857910612,307.5000000000006,155.25,399360,1.7732013873755932,7.450580596923828e-09,0.0029925070143576706,15.968717235326768
0.052872216769120836,0.007039961498549019,0.172265625,40,493,332.85,0.0,-0.0008800794152193703,427.5000000000002,153.0,409600,1.773407669365406,1.1920928955078126e-08,0.0024466062557053194,15.968717360496521
0.05378114595903495,0.008025097876176801,0.269970703125,41,493,326.84,25.0,-0.0016622872062725946,307.5000000000006,138.75,419840,1.7775779888033867,-2.644956111907959e-08,0.0033419780040048865,15.968715339899063
0.05178350531785875,0.00541886124275095,0.304345703125,42,494,318.96,0.0,-0.0018275623659064876,402.5000000000002,130.5,430080,1.781398519873619,-4.097819328308106e-09,0.004440146816648394,15.968710190057754
0.05162105330025819,0.007620306652165709,0.2454345703125,43,494,320.13,25.0,-0.0016511850659298942,252.50000000000023,125.25,440320,1.7815042175352573,3.3527612686157227e-09,0.003119828131593749,15.96871452331543
0.05346100671728715,0.00805877559187138,0.2434814453125,44,496,321.12,22.500000000000007,-0.001827036272152327,280.00000000000045,138.25,450560,1.7839741840958596,2.6077032089233397e-09,0.0032461609927850075,15.968717288970947
0.05065119912791606,0.0073678513044797,0.254150390625,45,496,320.8,25.0,-0.0019531061170710018,250.0,135.5,460800,1.7823685124516486,-2.7567148208618165e-08,0.0032578973765225784,15.968717789649963
0.05538768447057825,0.010468268027489102,0.237841796875,46,497,324.57,25.0,-0.0017891428564325907,305.00000000000045,156.75,471040,1.7655569329857825,2.9802322387695314e-09,0.0028637581412340298,15.96871775984764
0.05267414780165415,0.009263221037690528,0.1602783203125,47,497,328.86,25.0,-0.0006684728843538324,350.0,160.0,481280,1.770255883783102,1.862645149230957e-09,0.001992516484699536,15.968717926740647
