episode_length,policy_entropy,PMM:episode_rewards,P09:episode_rewards,frames,P01:episode_rewards,policy_loss,epoch_idx,advantage_norm,grad_norm,explained_variance,fps,value_loss
173.63,1.3687923765182495,1.17,3.0,96000,0.0,2.932711911853403e-05,12,1.171671009361744,0.3159817285118902,0.31436377882957456,303,0.011261888277949765
165.53,1.3667704856395722,0.98,3.0,104000,0.0,0.000161581433203537,13,1.1090893611311912,0.3052958632547811,0.25509881019592284,306,0.010207485079590697
170.65,1.3775462198257447,1.12,3.0,112000,0.0,-0.0010303070541704074,14,1.3288263007998466,0.34744318301991833,0.5359486168622971,310,0.012994678917457349
179.31,1.360397571325302,1.35,3.0,120000,0.0,-0.002600537120451918,15,1.4717081271111965,0.42576477684495306,0.5871961563825607,313,0.0160683569626417
181.6,1.340090560913086,1.43,4.0,128000,0.0,-0.00121727911347989,16,1.0775154834985734,0.3047692844905864,0.8604905486106873,315,0.008251614504260943
191.7,1.3229481339454652,1.62,5.0,136000,0.0,-0.001667905228678137,17,1.0720643615722656,0.31141252952176407,0.8779625630378723,318,0.008435454930877313
200.76,1.3479181349277496,1.91,5.0,144000,0.0,-1.0920033673755825e-05,18,1.285770275592804,0.37917101927311686,0.839859162569046,320,0.012004698542878032
202.68,1.3368257176876068,2.06,7.1000000000000085,152000,0.0,-0.0022527245895253146,19,1.0734367048740387,0.28427221146695575,0.9097621095180511,326,0.008241858670953662
225.04,1.3220200908184052,2.57,7.1000000000000085,160000,0.0,5.7289371034130455e-05,20,1.0278135558962822,0.2873343365313058,0.9243611896038055,333,0.007944136414444074
221.43,1.345625218153,2.37,5.0,168000,0.0,-0.0007176388203515671,21,0.913537894487381,0.23539719711087603,0.9256144899129868,339,0.006369514950492885
205.74,1.3458228754997252,2.04,5.0,176000,0.0,-0.0009386824652756332,22,0.7895825557410717,0.20175495445059957,0.9527749311923981,344,0.004587328429915942
203.75,1.3371103608608246,1.96,5.0,184000,0.0,-0.001424382484110538,23,0.915888497531414,0.2515850454374704,0.93817915558815,349,0.006634500663494691
211.25,1.343506052494049,2.15,5.0,192000,0.0,6.245025739190168e-05,24,0.8589380940794945,0.22632874374691542,0.9435516458749771,356,0.005794254540815018
198.74,1.3275175344944001,1.9,5.0,200000,0.0,-0.0006522086233599111,25,0.7236040031909943,0.18897871935800528,0.9595590209960938,361,0.003927478776313364
213.56,1.3277101767063142,2.35,8.100000000000009,208000,0.0,-0.0017017626925371588,26,0.6625397504866123,0.16884739072920588,0.9681988376379013,365,0.0035332750811357984
209.45,1.3390858089923858,2.24,8.100000000000009,216000,0.0,6.605867529287934e-05,27,0.6843136371672154,0.173074759188702,0.9447521513700485,369,0.004159726889338344
205.82,1.358630095720291,2.09,6.1000000000000085,224000,0.0,0.0007270646851975471,28,0.7863463726639748,0.21336718103534483,0.934139809012413,370,0.004904868363519199
201.65,1.34156276345253,1.87,5.0,232000,0.0,-0.002064196440624073,29,0.7268432745337486,0.19945974271553357,0.9503944236040115,368,0.004578779620933346
204.95,1.3484509527683257,2.02,5.1000000000000085,240000,0.0,-1.8628296675160526e-06,30,0.722595000565052,0.19033797505727879,0.9562415385246277,370,0.004311094018048607
202.47,1.355026479959488,1.97,5.1000000000000085,248000,0.0,-0.0002379809768171981,31,0.9249882170557976,0.22127713610902383,0.9326153194904327,371,0.006837507038435433
202.03,1.3291073429584503,2.02,7.1000000000000085,256000,0.0,-0.001951979973819107,32,0.6786028692126274,0.1840414892879155,0.9645976155996323,370,0.003932829129626043
190.65,1.3272477340698243,1.72,5.0,264000,0.0,-0.0011917697981698439,33,0.644537900686264,0.17175469811417954,0.9690222960710525,367,0.0033950539551733526
197.93,1.3340121328830719,1.9,5.0,272000,0.0,-0.0010219685110496356,34,0.6252396631240845,0.15480605126835836,0.9651781642436981,358,0.0032250001339707525
204.25,1.3508498966693878,2.07,6.0,280000,0.0,0.0001050124829635024,35,0.6137759485840797,0.16311614067945165,0.9679083871841431,355,0.0033483393976348453
212.12,1.359069356918335,2.28,6.1000000000000085,288000,0.0,-0.0018766088070697152,36,0.9618812826275825,0.23855555408180731,0.9385825943946838,353,0.007180556138628162
218.49,1.348970810174942,2.41,6.0,296000,0.0,-0.0002499147143680602,37,0.7836543585360051,0.19515455952667882,0.9446115654706955,350,0.004965765667438973
228.51,1.3341755306720733,2.7,9.0,304000,0.0,-0.0013710508475196547,38,0.8975139054656028,0.23361760818280847,0.9394413161277771,348,0.006563634992926381
205.58,1.341310647726059,2.09,6.0,312000,0.0,-0.0012682196375681087,39,0.59835175126791,0.1504663863449507,0.9526088619232178,346,0.002997742628795095
197.58,1.340659785270691,1.82,5.0,320000,0.0,-0.002309791770458105,40,0.7045728513598442,0.19395851766466424,0.9627880144119263,343,0.0044379033250152135
208.92,1.3354510128498078,2.27,9.0,328000,0.0,-0.0011818253849924076,41,0.673559587597847,0.17133087130149804,0.9694222903251648,342,0.0035212346661137417
216.2,1.3560288918018342,2.46,9.0,336000,0.0,-0.0001947453791217413,42,0.6908149787783623,0.16836651224549626,0.9636052042245865,340,0.003889147143927403
212.17,1.3674431669712066,2.3,6.1000000000000085,344000,0.0,3.903469420038163e-05,43,0.9978617402911186,0.2753585641539978,0.9104906636476516,338,0.00760947035974823
212.45,1.3650521641969682,2.38,8.0,352000,0.0,-0.0021649103089293933,44,1.1837569665908814,0.42562312270298724,0.8648857998847962,336,0.018309878905420192
219.29,1.3473284006118775,2.62,8.100000000000009,360000,0.0,-0.0014118966867681592,45,0.6793952322006226,0.1694774391853479,0.9676548534631729,335,0.003558285468025133
195.06,1.3622996973991395,1.81,5.1000000000000085,368000,0.0,-0.0003463676356477663,46,0.46121729239821435,0.12023406390426866,0.9686855590343475,334,0.0017266893039050047
180.59,1.3529173958301544,1.38,5.0,376000,0.0,-0.0008168222202220932,47,0.623632731437683,0.1643121417999065,0.9686729109287262,332,0.0030247294103901367
196.52,1.3503266191482544,1.84,5.0,384000,0.0,-0.0010286141830147244,48,0.5357589346170425,0.13100261421813839,0.9806474620103836,331,0.0022989714751020076
209.23,1.3500141775608063,2.12,6.0,392000,0.0,-0.0005023396368414978,49,0.5462929947674274,0.13648584182086304,0.9770136797428131,330,0.002516835239948705
212.31,1.3392054224014283,2.13,5.0,400000,0.0,-0.0011143418244319036,50,0.5203100600838662,0.14112231782199244,0.9810879862308503,329,0.0022194098637555726
215.77,1.3506175911426543,2.33,6.300000000000026,408000,0.0,-0.0011050968310519237,51,0.45111247956752776,0.1156104179399898,0.9846854555606842,328,0.001784273842786206
214.95,1.3617931628227233,2.31,6.300000000000026,416000,0.0,-0.0005522945319535211,52,0.5259903177618981,0.13207694966161554,0.9770576083660125,327,0.00247686733622686
200.0,1.3619721972942351,1.93,5.200000000000017,424000,0.0,-0.0005237822779963608,53,0.5495662607252598,0.1405305417446256,0.9714364558458328,326,0.002925844342826167
211.77,1.359747211933136,2.24,6.1000000000000085,432000,0.0,-0.0009238025531521999,54,0.8161564618349075,0.2098128630291285,0.9412352389097214,325,0.005601124170934782
212.07,1.3645203590393067,2.23,6.0,440000,0.0,-0.0017387484145365306,55,0.8474678249657154,0.2280326593491301,0.9086333793401719,325,0.006607850116852205
212.62,1.3587728250026703,2.27,6.0,448000,0.0,-0.0006743726413697004,56,0.7900007954239845,0.21467226115511512,0.950751941204071,324,0.005185283619794063
205.67,1.3503626084327698,2.06,6.0,456000,0.0,-0.0007954115139727947,57,0.7022185541689396,0.17199974559758824,0.9651655697822571,323,0.004026862523169257
214.42,1.3473274970054627,2.27,6.1000000000000085,464000,0.0,-0.0015341381859252578,58,0.8498967964947224,0.23094365676377693,0.9526089382171631,322,0.00609304356854409
218.65,1.351004763841629,2.45,9.0,472000,0.0,-0.001215881068710587,59,0.7907447436451912,0.1985005259572441,0.9488204634189605,322,0.005320116859220434
222.11,1.3585473144054412,2.47,7.0,480000,0.0,-2.1626649977406488e-05,60,0.6936166751384735,0.17330633447991148,0.9676470524072647,321,0.003894667139975354
218.82,1.3579081320762634,2.32,6.0,488000,0.0,-0.0003653411151026376,61,0.6746532745659352,0.1732724239407576,0.9643025678396225,321,0.003903399464325048
228.78,1.3569394183158874,2.64,6.0,496000,0.0,-0.0014191583593492396,62,0.6909839457273483,0.17635887655982732,0.9632412552833557,320,0.003875658969045617
221.77,1.3470161759853363,2.5,6.0,504000,0.0,-0.00029270088525663597,63,0.8715186658501625,0.21884609403403626,0.9449217516183853,320,0.005926306427863892
227.14,1.3573601186275481,2.59,6.0,512000,0.0,-0.0012712556553742616,64,0.8284847503900528,0.21218219448290856,0.9540104526281357,320,0.005245663156965747
241.61,1.3514771103858947,2.94,7.1000000000000085,520000,0.0,-0.0014556992414873093,65,0.7934280872344971,0.21957892981011568,0.9519562858343125,320,0.004942121623898856
246.28,1.3545632290840148,3.2,9.0,528000,0.0,-0.00022762729044188744,66,0.6187662234902382,0.16043190305730576,0.9681400662660599,319,0.0032035275458474643
230.35,1.3593428564071655,2.74,9.0,536000,0.0,-0.0004924609215959208,67,1.0018197207152844,0.2920130169235166,0.9260938519239426,319,0.008059132974012754
219.41,1.3568151199817657,2.49,7.200000000000017,544000,0.0,-0.00039603597193490716,68,1.107508723437786,0.30877628882481534,0.8517690515518188,319,0.008999214922077954
225.27,1.3616666567325593,2.6,6.0,552000,0.0,-0.0006750750118226279,69,0.9039653739333153,0.21838233787040878,0.8592474919557571,319,0.006273057298385538
216.27,1.364256091117859,2.41,6.1000000000000085,560000,0.0,-0.00407443358853925,70,1.0577723893523217,0.28819564011564003,0.9195627200603486,319,0.00833069252606947
221.48,1.3562411975860595,2.59,9.0,568000,0.0,-0.0023669926492766533,71,0.834608843922615,0.21141224549423793,0.9396656483411789,319,0.006063023680471815
233.21,1.3511687922477722,2.93,9.0,576000,0.0,3.920530158211477e-05,72,0.8058778485655784,0.209434406083398,0.9531857591867446,318,0.004842740598833189
230.86,1.3712946009635925,2.84,9.100000000000009,584000,0.0,-0.0006499275949317962,73,1.0069421046972276,0.2713960564747071,0.9214066040515899,318,0.007584463581442833
239.0,1.3680193221569061,2.97,8.0,592000,0.0,-0.0010493544070050121,74,1.0610669669508934,0.27741357480055895,0.8774097424745559,318,0.008096380186034367
218.03,1.3580939328670503,2.41,6.0,600000,0.0,-0.001244352235516999,75,0.8210063338279724,0.21524024021358032,0.9483157348632812,318,0.00536505937227048
223.81,1.3643157756328583,2.64,6.200000000000017,608000,0.0,-0.0007005634505185299,76,1.0598415356874467,0.2848306895304312,0.9044212353229523,318,0.00841543416318018
219.84,1.347293325662613,2.56,6.0,616000,0.0,-0.0019776468683267013,77,1.2889463835954666,0.3153871739425068,0.8191144579648971,318,0.01189816250698641
203.18,1.3466962790489196,2.03,5.0,624000,0.0,-0.00225360703188926,78,1.1335609063506127,0.29926460044180025,0.8848748898506165,318,0.009177895028842612
213.14,1.336276879310608,2.36,5.0,632000,0.0,-0.0007048784545622766,79,1.3448802399635316,0.3407497625344486,0.8497982317209244,318,0.012857027059653773
206.21,1.3452250504493712,2.2,5.0,640000,0.0,-0.0015409563540015369,80,1.1632824715971948,0.30644686512317704,0.7727875000238419,318,0.009665162165183573
208.49,1.3486369514465333,2.31,5.0,648000,0.0,-0.0006668617893592454,81,1.0296147242188454,0.27954269731536646,0.9322607463598251,318,0.007482296314556151
227.89,1.3523925352096557,2.89,9.0,656000,0.0,0.0002704621781595051,82,1.004527302980423,0.27379447770543436,0.9395729559659958,318,0.0072285452345386145
229.69,1.348710893392563,2.86,9.0,664000,0.0,-0.0019499422295484693,83,1.116378926038742,0.29225309350107126,0.8905808782577515,318,0.008734145559137686
214.31,1.3464144027233125,2.34,6.0,672000,0.0,-0.0005271665261818725,84,0.9092241197824478,0.23083147374307988,0.9447606778144837,318,0.005758863696828484
217.29,1.3536822319030761,2.34,6.0,680000,0.0,-0.0026518387402029477,85,0.9543939676880836,0.2544844858945477,0.9411805206537247,318,0.006306723851012066
233.37,1.3533685445785522,2.68,6.1000000000000085,688000,0.0,4.2411050526425245e-06,86,0.8637588325142861,0.2340965807554514,0.953295361995697,318,0.005625854369718582
246.78,1.358619771003723,3.02,7.0,696000,0.0,0.0006098787234805059,87,0.9473485726118088,0.250885851399779,0.9241811215877533,318,0.006482188505469821
222.24,1.3570024299621581,2.4,6.0,704000,0.0,-0.0008297432761173695,88,1.0529443907737732,0.27371376993566227,0.909375993013382,317,0.007779218548675999
218.39,1.349988706111908,2.29,6.0,712000,0.0,-0.002833178509422396,89,1.063029645383358,0.29891064955407776,0.9235980606079102,317,0.007867613593116402
216.47,1.3509869801998138,2.25,5.0,720000,0.0,-0.0005788686079904438,90,1.0532909178733825,0.26149485125020944,0.9139818304777145,317,0.007849980083992705
242.63,1.3483662831783294,3.01,7.0,728000,0.0,-0.0005311477492796257,91,1.144674498438835,0.3145063431845718,0.9138507640361786,317,0.008961560148745775
230.65,1.3472509098052978,2.78,6.1000000000000085,736000,0.0,-0.0007178069446672452,92,1.111260159611702,0.29424260924296847,0.8991458660364151,317,0.008590075050015002
235.06,1.3300082647800446,2.95,7.1000000000000085,744000,0.0,-0.0037698917579837145,93,1.2460035914182663,0.35297899523975107,0.8926689118146897,317,0.01088624243508093
232.85,1.3249360811710358,2.9,8.100000000000009,752000,0.0,-0.00146253411185171,94,1.0714874917268753,0.2933730494673249,0.9254967921972275,317,0.008025314739206806
244.4,1.3173011338710785,3.18,8.100000000000009,760000,0.0,-0.002488415124535095,95,1.1036585161089898,0.2988672402985777,0.9205041426420212,317,0.008454069186700507
254.33,1.3248852908611297,3.53,9.100000000000009,768000,0.0,-0.001795907252235338,96,1.1205593824386597,0.28734180468491716,0.9133058553934097,317,0.00882241286453791
257.3,1.342408186197281,3.63,9.0,776000,0.0,0.00016242092475295068,97,1.073180051445961,0.27048198803443424,0.915962672829628,317,0.008040822125039995
252.99,1.343170210123062,3.5,9.0,784000,0.0,-0.001811353620432783,98,1.0010556066036225,0.25695741077044937,0.9439745247364044,317,0.0069830689689842984
246.5,1.3378067696094513,3.22,7.200000000000017,792000,0.0,-0.0017504983981780243,99,1.1793116456270218,0.3347142665231215,0.9052486217021942,316,0.009425000459887088
252.25,1.3301944255828857,3.38,7.1000000000000085,800000,0.0,-0.00045788988703861835,100,1.3660708737373353,0.3857538443137479,0.8775020086765289,317,0.012792588847223669
260.13,1.3350179529190063,3.57,7.1000000000000085,808000,1.0,-0.000415580672561191,101,1.1463450360298157,0.3110960003192292,0.9096343034505844,317,0.00900970102287829
273.28,1.3345034515857697,3.91,9.0,816000,1.0,-0.0013940688490401954,102,1.119474071264267,0.30022234828228445,0.9186856591701508,317,0.008694927268661558
282.95,1.3279292976856232,4.15,9.0,824000,1.0,-0.0011599670151190367,103,1.076784785091877,0.2852659078199166,0.9203622543811798,317,0.007954514983575791
291.38,1.3345040047168732,4.39,9.100000000000009,832000,1.0,-0.006593955052812817,104,1.4217700761556626,0.49199537929105447,0.8507240962982178,317,0.017405371272470802
290.2,1.33093297123909,4.5,10.100000000000009,840000,1.0,-0.002843521599425003,105,1.2279510194063186,0.3284052983043798,0.9020385301113129,317,0.010173478757496923
290.28,1.2998087334632873,4.49,10.0,848000,1.0,-0.004531932671379763,106,1.4457171428203583,0.40730567846495574,0.8515046346187591,317,0.013934425953775644
271.03,1.3079216730594636,3.88,9.0,856000,1.0,0.0008851043519098312,107,1.3704914146661757,0.4196964309715801,0.7501608389616012,317,0.013905594521202148
289.24,1.3073118770122527,4.28,8.0,864000,1.0,-0.003667595707811415,108,1.3342445003986358,0.3754148742568458,0.8846381390094757,317,0.011731850528158248
279.48,1.3002329516410827,3.98,7.0,872000,1.0,-0.004365896925446577,109,1.256373988389969,0.3553346600976351,0.8962441915273667,317,0.010665396710392088
286.8,1.326562852859497,4.24,9.0,880000,1.0,-0.0009554282020530991,110,1.1463174465298653,0.3033297416246031,0.9038640928268432,317,0.00899773792596534
288.97,1.2716726398468017,4.42,9.0,888000,1.0,-0.006272244874271565,111,1.5099182879924775,0.4181847457334891,0.842551766037941,317,0.015391377294436097
289.72,1.2290587246417999,4.6,9.0,896000,1.0,-0.004697505830554291,112,1.93503195643425,0.578949972612629,0.7490031671524048,317,0.02735496317502111
291.15,1.1694111013412476,8.48,8.200000000000017,904000,1.0,-0.015064232535660266,113,2.1121146643161772,0.8562689889063452,0.8647415268421174,317,0.030429111840203405
305.69,1.2247378742694854,9.02,11.100000000000009,912000,0.9000000000000004,-0.005914510965085356,114,1.4931007903814315,0.4296214588332314,0.8404256182909012,317,0.014684000103734433
313.19,1.263173462152481,8.98,9.100000000000009,920000,1.0,-0.0030387179792160167,115,1.4788540160655976,0.42707459304709516,0.8575486671924591,317,0.014420160048175604
319.04,1.2385704219341278,9.27,10.0,928000,1.0,-0.00714392785623204,116,1.5958161550760268,0.47037058148372407,0.830760105252266,317,0.016794814905151726
313.16,1.2398325741291045,5.22,9.0,936000,1.0,-0.004323394565162743,117,1.3830752348899842,0.43743761390467256,0.8893572443723679,317,0.013161064407322556
311.49,1.2299498474597932,5.17,9.0,944000,1.9000000000000004,-0.005795089241000823,118,1.5627024292945861,0.5326933838396187,0.8226227217912674,317,0.01614350759424269
328.32,1.2511465167999267,5.66,10.0,952000,2.0,-0.0011592362393275835,119,1.4786466085910797,0.4121146341960396,0.8446480822563172,317,0.014451494491659105
317.08,1.2525338780879975,5.2,10.0,960000,2.0,-0.0057938437745906415,120,1.501923195719719,0.4513629690204394,0.8625451242923736,317,0.014891184051521122
320.37,1.287689234018326,5.29,10.0,968000,2.0,-0.007783423860091716,121,1.4407832235097886,0.4559758800836896,0.8482227557897568,317,0.013551836905535311
301.31,1.2101961624622346,4.82,8.0,976000,2.0,-0.004262058120220899,122,1.582740939259529,0.5177440618973165,0.8274033498764038,317,0.01662866578903049
303.55,1.227167205810547,4.78,8.0,984000,2.0,-0.005189451186233782,123,1.4664626049995422,0.42721951965671406,0.850096293091774,317,0.014134609242901205
322.0,1.2460773622989654,5.39,10.0,992000,2.0,-0.0025402081850916147,124,1.657656614780426,0.49870588683234923,0.7925637745857239,317,0.018313120119273663
339.93,1.238824805021286,5.78,10.0,1000000,2.0,-0.004478591288789175,125,1.5270152693986894,0.4675043889128635,0.8299504846334458,317,0.015307384300976992
360.5,1.2711595380306244,6.35,11.0,1008000,2.0,-0.0031437403352174444,126,1.5271928626298905,0.4543294247880428,0.8279534125328064,317,0.015433744797483086
369.21,1.2272104847431182,6.69,11.100000000000009,1016000,2.0,-0.007473351014195942,127,1.7293778383731842,0.5669809854592203,0.7856511056423188,317,0.0194108264753595
387.65,1.239978301525116,7.38,13.0,1024000,3.0,-0.009925997011596337,128,1.753581645488739,0.5908804176850031,0.7823988050222397,317,0.0199909296259284
373.05,1.2424966740608214,7.03,11.100000000000009,1032000,3.0,-0.0036842509153939317,129,1.591966483592987,0.4923688795434543,0.814210786819458,317,0.016374326283112167
387.2,1.2305202603340148,7.53,13.0,1040000,3.0,-0.006145529756613541,130,1.674443517923355,0.5174682061936073,0.8152498555183411,317,0.018412328413687645
401.19,1.2025672554969788,8.05,13.0,1048000,4.0,-0.007362093947594985,131,1.6177860444784165,0.4946754159462389,0.7966360503435135,317,0.017361062434501945
409.29,1.1889493799209594,8.14,13.0,1056000,4.0,-0.0074080228939419615,132,1.6021424305438996,0.5042304329125719,0.8182754874229431,317,0.016856080605648457
407.74,1.2399700021743774,8.1,13.0,1064000,4.0,-0.0052189116686349735,133,1.6563686048984527,0.5107073080982698,0.8233703702688218,317,0.018140750881284477
424.5,1.2257177782058717,8.66,13.100000000000009,1072000,4.9,-0.0019521938898833468,134,1.655528448820114,0.4888051747944599,0.8152742779254913,317,0.017805052306503057
426.11,1.2356063687801362,8.55,13.0,1080000,4.9,-0.005877431269036606,135,1.7706094259023666,0.5305476595006974,0.7943748724460602,317,0.02040346076246351
426.09,1.1670673096179962,8.85,14.0,1088000,4.9,-0.010827458685671445,136,1.7329575026035309,0.5644990498695944,0.7895078325271606,317,0.01970055083744228
422.56,1.1966907465457917,8.75,14.0,1096000,4.0,-0.008062844705309545,137,1.7621506839990615,0.5692449453545717,0.7701800447702408,317,0.020246502393856645
431.73,1.218231464624405,8.92,14.0,1104000,5.0,-0.004040701323829126,138,1.8424718737602235,0.5982540367011867,0.7591878533363342,317,0.022287058532238006
437.89,1.2094075167179108,9.14,15.100000000000009,1112000,5.0,-0.005460156362023554,139,1.82398566365242,0.576758073926993,0.7510396546125412,317,0.02193804702721536
446.71,1.1887799513339996,9.39,14.0,1120000,5.0,-0.007827525854227134,140,1.7899566555023194,0.6067565386744986,0.7726056361198426,317,0.022693369132466615
450.62,1.1971992814540864,9.52,14.0,1128000,5.0,-0.002908556261681952,141,1.7874464112520219,0.5736269996941175,0.7619657856225968,317,0.021354191061109303
468.7,1.2286197757720947,10.2,15.0,1136000,5.9,-0.0003909201585338451,142,1.8338137698173522,0.5813683383479887,0.7230554252862931,317,0.022475678455084563
485.02,1.236531000137329,10.68,15.0,1144000,6.0,-0.002596016139432322,143,1.7169420790672303,0.5208718457295841,0.7653632235527038,317,0.019457614929415286
491.33,1.2206668150424957,10.76,15.0,1152000,7.0,-0.01373626084985517,144,1.9309825003147125,0.6933541413613756,0.7730598306655884,317,0.025182534311898052
489.64,1.2233280980587005,10.74,14.100000000000009,1160000,6.0,-0.00795707850920735,145,1.7842400473356248,0.549195078214049,0.7554507958889007,317,0.021022960860282183
495.28,1.2096889638900756,11.04,15.100000000000009,1168000,6.0,-0.006611355180793908,146,1.9512006211280823,0.5968393680570525,0.7477828067541122,317,0.024915099386125805
504.09,1.1779688715934753,11.37,16.0,1176000,7.0,-0.00678021639934741,147,1.8412759721279144,0.5810787065089992,0.7448488253355027,317,0.022412704383023084
499.77,1.1975874412059784,10.95,15.100000000000009,1184000,6.0,-0.006892377212643623,148,1.8604469633102416,0.6120396473682924,0.7619675356149673,317,0.022485998780466615
495.02,1.1772039771080016,11.06,15.0,1192000,6.0,-0.01002428955537198,149,1.9879534566402435,0.6440577505689099,0.7562739467620849,317,0.025812036264687775
501.65,1.1847710812091827,11.54,16.10000000000001,1200000,6.0,-0.009659573197131977,150,1.934351978302002,0.6188287840047539,0.7314314728975296,317,0.024629001105204225
510.94,1.1777853298187255,11.87,17.0,1208000,7.0,-0.004041457942512352,151,1.804282711148262,0.587661365010004,0.7483734709024429,317,0.021527534434571862
525.56,1.1776534688472748,12.27,17.10000000000001,1216000,7.0,-0.003444000040763058,152,1.8801067960262299,0.6419995296685574,0.749779942035675,317,0.023174332492053508
525.7,1.1678055357933044,12.34,18.0,1224000,7.0,-0.011272172284661793,153,1.999702861905098,0.671301311941919,0.7399460536241531,317,0.02678218820132315
535.9,1.1394133484363556,12.57,18.10000000000001,1232000,7.0,-0.00826363727916032,154,2.036522248983383,0.6608731023914877,0.723326181769371,317,0.027529915259219707
549.65,1.135089534521103,13.44,19.10000000000001,1240000,8.0,-0.004756558955268702,155,1.9228406572341918,0.6000356905099982,0.7475424236059189,317,0.02415905917994678
547.05,1.140451368689537,13.36,20.200000000000017,1248000,7.9,-0.009803881305269897,156,1.9680764389038086,0.7209408717445795,0.7103189831972122,317,0.026609416995197536
543.24,1.1732574355602265,13.17,20.10000000000001,1256000,7.0,-0.006098247265181271,157,1.8609658217430114,0.603819528029829,0.7474102753400803,317,0.02280120035633445
550.99,1.1556860160827638,13.69,21.0,1264000,8.0,-0.004438095641089604,158,1.7771708697080613,0.5558506816389088,0.7600508916378022,317,0.02081995254382491
556.77,1.1305328971147537,13.99,22.10000000000001,1272000,8.0,-0.004184000082314014,159,1.8599566292762757,0.6083089631699807,0.7792179107666015,317,0.02288804093375802
568.91,1.147529348731041,14.2,22.10000000000001,1280000,8.0,-0.008732098299951759,160,2.076471543312073,0.6949503285418878,0.7250381964445114,317,0.03050547616556287
564.12,1.1223697799444199,13.7,21.0,1288000,8.0,-0.005762327761476627,161,1.8996689474582673,0.6588283478755815,0.7531307500600815,317,0.023860781728290023
554.6,1.0864679169654847,13.33,21.0,1296000,7.9,-0.009069020726019516,162,1.9669284331798553,0.6913376975937483,0.7073670965433121,317,0.02555411505512893
577.99,1.060320155620575,14.35,23.0,1304000,8.0,-0.007697295625112019,163,2.05315558552742,0.6615455514551969,0.7193697679042816,317,0.028063118420541287
576.67,1.123422281742096,14.57,23.10000000000001,1312000,8.0,-0.006885465708037373,164,1.8880041766166686,0.5970104062723474,0.784440724849701,317,0.02430811949307099
585.12,1.1317124670743943,14.87,23.10000000000001,1320000,8.0,-0.0037627641297876837,165,1.9321486949920654,0.628616466550595,0.7582897406816482,317,0.024747061072848738
584.36,1.1467786264419555,14.97,23.0,1328000,8.0,-0.003940828130726004,166,1.9680394566059112,0.619295615782032,0.7295953446626663,317,0.02589857630431652
582.19,1.1686133706569672,15.08,22.0,1336000,8.9,-0.0055093117977958175,167,1.93288720369339,0.6182907280735231,0.7591576266288758,317,0.02462691765278578
582.35,1.1533249777555465,15.34,22.200000000000017,1344000,8.9,-0.0042214141250588,168,1.9919881880283357,0.6140834156611459,0.7574915325641632,317,0.026211023703217505
587.25,1.1340233546495437,15.36,22.0,1352000,9.9,-0.004198087501135888,169,1.8220612788200379,0.5574805455327794,0.7695264303684235,317,0.021932301535271106
586.91,1.0815230321884155,15.47,22.0,1360000,9.9,-0.010048936791718007,170,2.064491993188858,0.7617372819134637,0.7085522592067719,317,0.02817432680167258
597.14,1.0532395315170289,15.97,22.10000000000001,1368000,10.0,-0.012106665181345306,171,2.073711988925934,0.6800035221630419,0.7271103674173355,317,0.028595656445249914
608.25,1.12118468105793,16.31,23.0,1376000,10.0,-0.0068230473800213074,172,1.9264176326990128,0.629355815812156,0.7518565356731415,317,0.024459516028873623
608.91,1.1600987327098846,16.39,23.0,1384000,10.0,-0.003574172779917717,173,1.8882412719726562,0.5957668100137472,0.7692758810520172,317,0.023592230160720647
