policy_entropy,model_prob_std,policy_gradient_loss,advantage_norm,P09:episode_rewards,policy_loss,epoch_idx,avg_q_retraced,P01:episode_rewards,explained_variance,episode_length,fps,grad_norm,policy_gradient_bias_correction,PMM:episode_rewards,q_loss,rollout_prob_std,frames,avg_q_selected
1.9305704792340597,0.08794790009657542,-0.0005652096231036315,0.10784710223476092,0.0,-0.0005652096231036315,1,0.02174937571010863,0.0,-8.21100299358368,0,472,0.03202591622718276,0.0,0.0,0.00031742964614143906,0.08794790108998617,7200,0.021842832577143177
1.733274401227633,0.09780407479653756,9.004330398359646e-05,0.09705737736076117,0.0,9.004339517559856e-05,2,0.08234126108388105,0.0,-107.68261971473694,0,227,0.5633428624343289,9.403442294308226e-11,0.0,0.010122566113265445,0.09780407088498275,14400,0.08703692335014541
2.1697028080622354,0.02691472905377547,0.0003509416623273864,0.019387450814247132,0.0,0.0003509416623273864,3,-0.01736441229780515,0.0,-31.269347667694092,0,279,0.004488905080798309,0.0,0.0,2.8621993419619684e-05,0.02691472936421633,21600,-0.017493835464119912
2.1670015811920167,0.027421197295188902,0.00046867279258246223,0.059288760817920165,0.0,0.00046867279258246223,4,-0.019041905862589678,0.0,-124.284335231781,0,318,0.009665166253055434,0.0,0.0,9.370985486990927e-05,0.02742119754354159,28800,-0.01917275981977582
2.1798987070719402,0.020714692709346613,0.000336974761254775,0.02243098889787992,0.0,0.000336974761254775,5,-0.015593597168723742,0.0,-40.63975788752238,0,341,0.0037440632812444793,0.0,0.0,2.5313597850148046e-05,0.020714692833522955,36000,-0.015682981442660095
2.17899866104126,0.021016637235879897,0.0003264690831808063,0.03795869634486735,0.0,0.0003264690831808063,6,-0.013110158809771141,0.0,-23.18529666264852,3323.9166666666665,320,0.004886039823482259,0.0,0.0,3.5072112283766424e-05,0.021016636863350868,43200,-0.01331540842851003
2.183951203028361,0.018063920456916092,0.00020747025543338776,0.007299993109578888,0.0,0.00020747025543338776,7,-0.009490949319054682,0.0,-23.49813747406006,3323.9166666666665,331,0.001218351879722391,0.0,0.0,3.2354677481786592e-06,0.018063920767356953,50400,-0.00961114860450228
2.1845079183578493,0.01767210556815068,0.00017098832692378588,0.006725945898021261,0.0,0.00017098832692378588,8,-0.007848203492661318,0.0,-25.092701133092245,3323.9166666666665,345,0.0018488356839519624,0.0,0.0,6.2333547058794165e-06,0.017672105195621648,57600,-0.007944222788016002
2.1794515291849774,0.020791940887769065,0.00020586778424937316,0.027786925497154395,0.0,0.00020586778424937316,9,-0.009824015541623037,0.0,-11.59409286181132,3323.9166666666665,357,0.002885656490390821,0.0,0.0,2.165641865682725e-05,0.02079194107403358,64800,-0.009925404905031125
2.180663275718689,0.020027073721090954,0.00021237133599546118,0.02099480767889569,0.0,0.00021237133599546118,10,-0.00954374906917413,0.0,-67.65159004529318,3323.9166666666665,368,0.0023945425040621114,0.0,0.0,1.5852911436790387e-05,0.02002707396944364,72000,-0.009604537952691316
