approx_kl_divergence,advantage_norm,episode_length,frames,value_loss,epoch_idx,explained_variance,grad_norm,policy_loss,P01:episode_rewards,fps,PMM:episode_rewards,P09:episode_rewards,clip_fraction,policy_entropy
22353.690312027342,15.968717730045318,307.9,10240,1082441.4681108538,1,-2.9656736899167297,2943602.525774625,0.048716736667120134,47.50000000000001,480,113.33333333333333,157.50000000000009,0.44833984375,1.641704276809469
0.004497222139286805,15.968717336654663,311.3076923076923,20480,0.006124720554817031,2,2.6077032089233397e-09,0.05087132258625382,-0.0022213034630112817,10.000000000000009,378,109.23076923076923,225.0,0.2994140625,1.7587695486843586
0.0041348408194835425,15.968717330694199,313.4343434343434,30720,0.007807381203383557,3,1.1920928955078126e-08,0.053872125281534324,-0.0025977531000535236,20.000000000000018,418,116.66666666666667,225.0,0.2979736328125,1.7665981471538543
0.004243850528769144,15.968717420101166,322.4,40960,0.008456420603897641,4,-2.9802322387695314e-09,0.05044840823786863,-0.002008675842807861,0.0,443,122.5,275.0,0.282763671875,1.7459936805069447
0.0035524533591910767,15.968717223405838,328.57,51200,0.008174399780091334,5,-8.940696716308593e-09,0.0509065007176152,-0.0022117381526186365,0.0,462,140.0,275.0,0.258349609375,1.7695212349295617
0.0032518292203008057,15.968717581033706,330.08,61440,0.007055031952768331,6,-3.3527612686157227e-09,0.05177054163410799,-0.0014483555001788772,25.0,469,139.5,275.0,0.225830078125,1.7760652408003808
0.003973389854309062,15.968716073036195,322.06,71680,0.005216672690229985,7,-2.2351741790771484e-08,0.050763321062324285,-0.0017436464841011912,25.0,475,127.0,275.0,0.2851806640625,1.769625037163496
0.003964776839438855,15.968717098236084,319.03,81920,0.0081177987414776,8,1.30385160446167e-08,0.0554172291211642,-0.0022769129707739923,25.0,475,120.25,252.50000000000023,0.302880859375,1.7776940628886222
0.00261357133437059,15.968717807531357,323.88,92160,0.00889971638807765,9,-3.7252902984619143e-10,0.054210297694524165,-0.001105450933391694,25.0,480,138.5,327.5000000000002,0.2001953125,1.780301870405674
0.003040947993224563,15.968715912103653,323.16,102400,0.0070639151574511064,10,0.0,0.05312874392784502,-0.001349517362541519,25.0,485,132.5,325.0,0.22744140625,1.7663411356508731
0.0038976281274472058,15.96871286034584,327.86,112640,0.006512258811005723,11,-1.9744038581848144e-08,0.052736625684658534,-0.001805102663274738,22.500000000000007,488,133.5,325.0,0.28603515625,1.7763351686298847
0.003509580076729435,15.968717509508133,323.82,122880,0.007219640404491657,12,-3.3527612686157227e-09,0.05252104995305669,-0.0015981325930624734,22.500000000000007,494,123.5,275.0,0.25693359375,1.773204866796732
0.0032143105102250048,15.968717724084854,328.28,133120,0.007794384295038981,13,-1.2293457984924316e-08,0.05464499880786383,-0.0014920428573532262,22.500000000000007,497,144.75,350.0,0.2157958984375,1.782230629771948
0.00395979849502055,15.968717432022094,333.34,143360,0.007874748993162938,14,-1.5273690223693846e-08,0.05422257280561991,-0.001980395131977275,25.0,501,153.75,357.5000000000007,0.2730224609375,1.7745235346257686
0.003871856410557939,15.96871771812439,334.79,153600,0.008363480500156584,15,5.215406417846679e-09,0.05368337854426203,-0.002105877338908613,25.0,503,154.0,330.0000000000004,0.2811767578125,1.7725638836622237
0.0037263024612684604,15.968713527917862,336.67,163840,0.0064334643459687865,16,3.3527612686157227e-09,0.05175280922004065,-0.0016471095179440454,0.0,506,148.0,302.5000000000002,0.2853271484375,1.7776221692562104
0.002260833413521368,15.968717479705811,335.18,174080,0.00797694582523718,17,2.9802322387695314e-09,0.04991069087489901,-0.0012838791230024072,0.0,506,146.5,325.0,0.1531982421875,1.7704251028597355
0.0038604047991384503,15.96871521472931,325.09,184320,0.007253123352194279,18,-1.3411045074462891e-08,0.051579058237652485,-0.0021091523220093224,0.0,509,126.5,277.5000000000002,0.3017822265625,1.780501613765955
0.003119140187436642,15.968717712163926,329.55,194560,0.009311771429202054,19,-1.899898052215576e-08,0.05211056471141161,-0.001964558859617682,0.0,512,147.0,325.0,0.242333984375,1.777790340781212
0.003031849240869633,15.968717819452285,329.75,204800,0.009158179583937453,20,1.1175870895385742e-08,0.05389078597329268,-0.002044870138342958,25.0,513,156.25,302.5000000000002,0.2230224609375,1.7713145814836024
0.0029093525426219457,15.968717646598815,334.43,215040,0.009525797891956244,21,-1.7881393432617187e-08,0.053070559324097676,-0.0015698262195655843,25.0,514,173.25,365.0000000000013,0.22412109375,1.7556575864553452
0.003170445000910149,15.96871787905693,332.87,225280,0.010309562474139966,22,-2.4959444999694825e-08,0.054649947915748266,-0.0018957062555273296,50.0,515,175.0,302.5000000000002,0.2451904296875,1.769525807350874
0.0028196911802240267,15.968717730045318,336.12,235520,0.007824146492930594,23,2.6077032089233397e-09,0.052277339525461076,-0.0011750755933462643,47.50000000000001,516,177.75,302.5000000000002,0.220361328125,1.7775442570447921
0.0028767422086616533,15.968717563152314,331.0,245760,0.00921828619830194,24,-2.6077032089233397e-09,0.05539156860993932,-0.0012863094958447618,25.0,515,167.75,302.5000000000002,0.1885498046875,1.779268169403076
0.0030329214311677786,15.968717604875565,324.61,256000,0.008243911264344206,25,2.0861625671386717e-08,0.053254290883958534,-0.0018391603563941317,25.0,516,155.5,302.5000000000002,0.2593505859375,1.7809801273047925
0.0026984657908087684,15.968717575073242,325.57,266240,0.009484208494723135,26,-2.2351741790771484e-08,0.05466454822596817,-0.0012333657661656617,25.0,517,155.0,302.5000000000002,0.218212890625,1.755981796234846
0.002827053994178641,15.968717569112778,328.4,276480,0.009884675611101557,27,7.078051567077636e-09,0.05457213039930503,-0.0017986592021770776,50.0,517,163.75,325.0,0.2073486328125,1.7750600315630436
0.003125208327494988,15.968717747926712,331.76,286720,0.008003094164450886,28,1.30385160446167e-08,0.055979012523442985,-0.001270832667069044,50.0,518,170.0,327.5000000000002,0.24794921875,1.7653446845710277
0.003426343024085554,15.968717700242996,329.86,296960,0.008940083858033177,29,5.960464477539063e-09,0.051972766628711475,-0.0022480597737740025,50.0,518,166.75,305.00000000000045,0.2872314453125,1.776072859019041
0.0028671272286715068,15.96871782541275,333.73,307200,0.009184654064574716,30,-5.960464477539063e-09,0.053790035211133236,-0.0012046051910147072,25.0,519,165.75,302.5000000000002,0.2091796875,1.7778388425707816
0.0021321540795042893,15.968717366456985,336.84,317440,0.008459892566543203,31,1.30385160446167e-08,0.05198764524048486,-0.0008504296416504076,25.0,519,159.75,277.5000000000002,0.1657470703125,1.7746743001043797
0.002937811487322506,15.968717533349992,338.34,327680,0.008089145206486136,32,1.4156103134155273e-08,0.05356369873450141,-0.0014072559872147395,25.0,519,165.5,325.0,0.2224853515625,1.7764125391840935
0.002455608285515609,15.968717479705811,337.17,337920,0.009095062734741078,33,2.9802322387695314e-09,0.05415132366375196,-0.001765534104561084,25.0,519,157.25,275.0,0.1917236328125,1.77858132943511
0.002260196142975701,15.968717569112778,338.85,348160,0.0077597062474524135,34,-9.685754776000977e-09,0.05176044123304442,-0.001368673369870521,50.0,520,164.0,275.0,0.176708984375,1.783219299465418
0.0034812030783314186,15.968711829185485,336.57,358400,0.007897094585068664,35,-1.0430812835693359e-08,0.05390911630859409,-0.0016719873314286816,25.0,519,165.5,277.5000000000002,0.2671142578125,1.770953244715929
0.0033880222747285416,15.968715804815293,321.49,368640,0.00675974039331777,36,-4.8428773880004884e-09,0.05248787458134583,-0.001346398219175171,0.0,519,136.75,227.5000000000002,0.259521484375,1.777355709671974
0.0030324305651618032,15.968716806173324,317.56,378880,0.006581051858415776,37,-8.568167686462402e-09,0.051209994149397066,-0.00139892318402417,0.0,519,144.25,402.5000000000002,0.2494873046875,1.7721706293523312
0.0037250205068460216,15.968716496229172,310.27,389120,0.006154370071578796,38,-1.862645149230957e-09,0.04979524859604915,-0.0021514838095754384,0.0,519,114.0,225.0,0.293994140625,1.7837560765445233
0.003825184756647104,15.968717724084854,315.19,399360,0.008248044919764653,39,-3.725290298461914e-09,0.054395375588093584,-0.0018872085165639874,25.0,520,131.5,287.5000000000011,0.297998046875,1.7740445785224437
0.00239557624840927,15.968717646598815,317.24,409600,0.007069392122275531,40,-7.078051567077636e-09,0.05190457436869271,-0.0007043006844469346,22.500000000000007,521,131.0,277.5000000000002,0.2093994140625,1.7763573236763477
0.002888171830227293,15.968717604875565,323.6,419840,0.009773789696919267,41,-9.685754776000977e-09,0.05280978374827564,-0.0020302910244936355,25.0,521,157.0,382.5000000000007,0.2127685546875,1.7658249288797379
0.0030529175821811805,15.968717688322068,328.73,430080,0.009374793222559675,42,6.7055225372314455e-09,0.052455493577898395,-0.0017897203826578334,25.0,522,158.75,305.00000000000045,0.2425048828125,1.7674140699207783
0.0033392704930633953,15.96871783733368,332.32,440320,0.007168552896291658,43,-1.1920928955078126e-08,0.05236229198254805,-0.0020406519037351246,25.0,521,158.75,282.5000000000007,0.2442626953125,1.7734942130744458
0.003546610252124083,15.968717181682587,331.55,450560,0.00929090008910407,44,5.960464477539063e-09,0.05173420780264485,-0.0017274087887926726,25.0,522,158.25,300.0,0.2511474609375,1.778692153841257
0.0037152273103004062,15.968716865777969,327.78,460800,0.00658163893699566,45,6.332993507385254e-09,0.05170324426319558,-0.0016966552557278192,25.0,522,153.75,375.0,0.27490234375,1.7691503413021565
0.002916230353218907,15.96871775984764,329.49,471040,0.009265705389861979,46,-2.6822090148925782e-08,0.053840961621741054,-0.0016023993826820514,25.0,521,154.75,300.0,0.2277099609375,1.775324036180973
0.0027421045860137384,15.968717688322068,330.9,481280,0.008450132028701773,47,-1.862645149230957e-09,0.05242096103370934,-0.001346977541470551,47.50000000000001,521,149.0,277.5000000000002,0.2204833984375,1.7772199086844922
0.0029680064911588033,15.968718016147614,336.1,491520,0.00962784555467806,48,-5.960464477539063e-09,0.05443813568076643,-0.001835890323127387,50.0,522,167.5,327.5000000000002,0.2228759765625,1.764911312609911
0.003006842701898904,15.968717783689499,342.41,501760,0.010281722882064059,49,3.3527612686157227e-09,0.05494701733380899,-0.0021123743339558133,50.0,522,203.5,502.5000000000002,0.2435546875,1.7710007965564727
0.0035396748382027,15.96871738433838,336.27,512000,0.007482829746669495,50,-1.080334186553955e-08,0.05330156167711405,-0.001697411014174577,50.0,522,191.75,452.50000000000017,0.243994140625,1.7767742231488228
0.0030165134322601263,15.96871646642685,330.27,522240,0.00627905009373535,51,-2.9802322387695314e-09,0.048544186069853584,-0.001195049672969617,25.0,523,161.5,275.0,0.206884765625,1.760201308876276
0.0029098357527914233,15.968717271089554,322.39,532480,0.007124819866749022,52,1.1548399925231934e-08,0.05324687000047794,-0.0014129768565908306,0.0,522,115.5,225.0,0.2256103515625,1.7661825470626353
