policy_loss,P09:episode_rewards,fps,grad_norm,explained_variance,frames,advantage_norm,episode_length,policy_entropy,epoch_idx,value_loss,PMM:episode_rewards,P01:episode_rewards
0.01418883376987651,3.0,533,1.9207516984646842,-3.4833241331577303,8000,1.6857689499855042,173.9,1.346131373345852,1,0.03286032878052538,1.275,0.0
0.0029245971838827243,3.0,316,0.23245010201308797,-0.0631324279308319,16000,1.2022558768466114,184.1046511627907,1.3777177727222443,2,0.014334490734190694,1.4534883720930232,0.0
0.0014987686835229398,3.0,360,0.21247534498893,-0.03225177824497223,24000,1.1975973392650485,187.85,1.3811297619342804,3,0.013183261110134481,1.6,0.0
0.0015599343786016106,3.0,388,0.27055927402259206,-0.00083482027053833,32000,1.3545224718004465,184.36,1.3778335297107696,4,0.015961351569530963,1.55,0.0
2.326887391973287e-05,3.0,405,0.2789475908064688,-0.03840019822120667,40000,1.241777986213565,176.27,1.3765522134304047,5,0.014075465631503904,1.33,0.0
-0.0005077745346352458,2.1000000000000085,418,0.24342546601325935,0.026155670285224916,48000,1.0828000967204572,169.77,1.371692934036255,6,0.011274782847576716,1.12,0.0
0.001695970530854538,3.1000000000000085,426,0.25867352877100624,0.08659419894218445,56000,1.149740287810564,179.33,1.3713654792308807,7,0.011301736530585913,1.34,0.0
0.004834419176913798,5.0,433,0.45511121967491996,0.17892695128917693,64000,1.4564033348858356,191.49,1.3742609679698945,8,0.020460976442554967,1.6,0.0
-0.010748991474101785,5.0,440,0.5129816738664509,0.5171564835309982,72000,1.4889420473575592,195.33,1.3692574656009675,9,0.019270893694483676,1.68,0.0
-0.005722538954323682,4.0,444,0.4709015040656906,0.546436517238617,80000,1.3547087873518466,180.52,1.3520766997337341,10,0.01607316107925726,1.35,0.0
-0.004470743738638702,5.0,450,0.3886782709922021,0.7315711730718613,88000,1.2943073016405107,186.09,1.3130028581619262,11,0.01194527387211565,1.5,0.0
-0.0014093713197507896,5.1000000000000085,454,0.43586577337564525,0.796428050994873,96000,1.369162316918373,198.02,1.3669290459156036,12,0.013516456608194859,1.88,0.0
-0.005643464185995981,5.0,457,0.5364655218979596,0.829498450756073,104000,1.3399619662761688,204.09,1.3466813196986913,13,0.015157808542717248,2.08,0.0
-0.002275652453536168,5.0,460,0.46636386532782004,0.8343900614976882,112000,1.2946598029136658,210.21,1.3554899775981903,14,0.01282295462442562,2.28,0.0
-0.006089314746059244,5.0,462,0.38421510597620634,0.886255676150322,120000,1.1686462086439133,209.87,1.3507101249694824,15,0.009938082682201638,2.12,0.0
-0.0008866240963106975,5.0,464,0.349345666218894,0.852852059006691,128000,1.167799690067768,212.17,1.342064967751503,16,0.009807284862617963,2.19,0.0
-0.0017822392276138999,6.1000000000000085,466,0.32852158801361675,0.8773653262853622,136000,1.0926779213547706,207.4,1.361532051563263,17,0.009107191252405755,2.17,0.0
-0.0014034070269553923,6.0,468,0.347455403836866,0.8313871675729751,144000,1.114194550216198,200.26,1.3541371953487396,18,0.010025583433452993,2.02,0.0
