policy_entropy,value_loss,explained_variance,fps,epoch_idx,PMM:episode_rewards,policy_loss,P01:episode_rewards,advantage_norm,episode_length,frames,grad_norm,P09:episode_rewards
1.2739548993110656,0.09816850370174507,-0.565288513302803,322,1,1.0476190476190477,-0.019686259316513313,0.0,2.3669172094762327,164.38095238095238,8000,3.1277033784189574,2.0
1.376450252532959,0.01629079409292899,-0.008298282623291015,192,2,1.4022988505747127,0.0027010678075021135,0.0,1.3606367579847574,178.8735632183908,16000,0.2875402600340504,3.0
1.3779077124595642,0.014021277384508722,-0.015541310906410217,214,3,1.57,0.00014031214348506183,0.0,1.2659002000465989,188.5,24000,0.21534201765007535,4.0
1.3809081542491912,0.014965788236395383,-0.012097245454788208,227,4,1.49,0.0025300941307796164,0.0,1.273708434663713,188.19,32000,0.23403512049418457,4.0
1.383396269083023,0.014941958584058739,-0.003180672526359558,238,5,1.41,0.000387998303049244,0.0,1.2563858442008495,183.72,40000,0.29378355150412483,4.0
1.3786248910427092,0.01225146284145012,0.017140662074089052,245,6,1.29,-0.0011019791766302945,0.0,1.1768044647574425,178.38,48000,0.2369042644918104,4.0
1.3841950857639314,0.010458129470571294,0.13662975609302522,249,7,1.07,0.001802059588371776,0.0,1.0439322854578494,170.64,56000,0.24327013894539198,3.0
1.3808347070217133,0.011763004428357817,0.15928581595420838,253,8,1.18,0.0009985000098822639,0.0,1.1881736636161804,175.11,64000,0.3084276183119036,3.0
1.3737898826599122,0.011091962017817423,0.27579964458942413,255,9,1.25,-0.0006258561287540942,0.0,1.1443071845173836,176.8,72000,0.3484351461851471,3.0
1.37713898062706,0.013919274067739025,0.24660392463207245,258,10,1.24,-0.006045003110630205,0.0,1.3035180093348027,176.57,80000,0.4127248373425242,3.0
1.3815959405899048,0.0105490782277775,0.49589225471019743,260,11,1.17,-0.006506581806443137,0.0,1.147056307643652,174.96,88000,0.3799695663093409,3.0
1.3738951098918915,0.013645580448792317,0.6605262011289597,262,12,1.19,-0.0035789486370049416,0.0,1.3355589151382445,174.54,96000,0.44992502687470937,3.0
1.3747602307796478,0.01188108128204476,0.7252056425809861,263,13,1.27,-0.0032826925977133214,0.0,1.2521493339538574,178.79,104000,0.39789321579157677,4.0
1.3764694404602051,0.012259203096618876,0.778446272611618,264,14,1.57,0.0003615696696215309,0.0,1.303257161974907,194.55,112000,0.39434531376402115,5.0
1.3707914495468139,0.01714874559896998,0.7975896668434143,266,15,1.78,-0.004072820511646568,0.0,1.5534050619602204,201.28,120000,0.5316370013660723,5.0
1.3528126680850983,0.008525088049937039,0.9099384671449662,268,16,2.21,-0.0007231550867436453,0.0,1.10480461537838,211.59,128000,0.34167911672192924,6.0
1.3382338213920593,0.009185414838138967,0.906667982339859,268,17,2.28,-0.003147011960390955,0.0,1.1528764420747757,209.74,136000,0.34782516163237626,6.300000000000026
1.3480879747867585,0.007391742923064157,0.9344643354415894,269,18,1.8,-0.0009714088191685732,0.0,1.0074506109952928,193.58,144000,0.3046491449397313,5.0
1.3335990405082703,0.008149673832813278,0.927564348578453,270,19,2.53,-0.001536202497954946,0.0,1.072880103290081,219.05,152000,0.32486218290786234,8.100000000000009
1.3493195509910583,0.007801717920228839,0.917523688673973,270,20,2.62,-0.0018858089781133458,0.0,1.0504314786195754,227.68,160000,0.32163587133404603,7.1000000000000085
1.3341819429397583,0.007295901386532933,0.9389204394817352,271,21,2.91,-0.0026338897258392537,0.0,1.001118434369564,237.77,168000,0.29302216954355803,8.100000000000009
1.3336904287338256,0.004607305551471655,0.9597824203968048,272,22,2.81,-0.0006615309868902841,0.0,0.7761832857131958,231.03,176000,0.22266168640127465,9.0
1.3546437966823577,0.005428652954287827,0.9435620468854904,273,23,2.52,-0.001357687875351985,0.0,0.8458400306105613,218.71,184000,0.24999067601863775,9.0
1.3523875820636748,0.004811773563269526,0.9444502532482147,273,24,2.1,-0.0009550126129761338,0.0,0.7867335951328278,207.02,192000,0.22623372449090204,5.0
1.341124086380005,0.004461284417193383,0.9649798399209977,274,25,2.09,-0.0015127569460310043,0.0,0.7691686061024666,208.59,200000,0.22386271198002816,5.0
1.3517274165153503,0.004910208703950048,0.9497981864213944,275,26,2.28,0.00018953828141093253,0.0,0.784813629090786,213.82,208000,0.21918228509616508,6.1000000000000085
