P01:episode_rewards,explained_variance,fps,policy_loss,PMM:episode_rewards,advantage_norm,P09:episode_rewards,grad_norm,value_loss,epoch_idx,frames,policy_entropy,episode_length
0.0,-0.9461447113752365,328,0.0005933650024235248,1.5384615384615385,3.2988846170902253,3.0,8.929779475728761,0.6830824920594387,1,8000,1.2425176751799882,180.25641025641025
0.0,-0.03283476591110229,169,0.0027688028999546077,1.5,1.2304417414218187,3.0,0.2153539917359118,0.014018330776070797,2,16000,1.372104662656784,182.62790697674419
0.0,-0.04225752532482147,195,-0.0006877535773674026,1.45,1.1074561873823405,3.0,0.20148719234714998,0.01199561352003002,3,24000,1.365874365568161,182.36
0.0,-0.06661152958869934,212,0.0031436776294140145,1.1,1.0916311513632535,3.0,0.22358708340281885,0.012107852910958172,4,32000,1.3687825441360473,170.09
0.0,-0.029065842628479003,225,0.0016460994549561292,1.1,1.2367900299653412,3.0,0.24047007877170934,0.014086084462342115,5,40000,1.383805387020111,169.15
0.0,-0.07937608480453491,234,0.0021116226994490716,1.19,1.0776268841326238,3.0,0.24410047955078495,0.011814236462087138,6,48000,1.3806429088115693,173.91
0.0,-0.051823928356170654,241,0.0020283977751387283,1.01,1.0368272244185208,3.0,0.20902961071250567,0.011582355388218274,7,56000,1.3801706337928772,168.76
0.0,-0.023603875637054444,247,0.0013698526192456484,1.26,1.270153832808137,3.1000000000000085,0.20912552774249601,0.014603528340248886,8,64000,1.3837729465961457,179.07
0.0,-0.028715319633483886,251,0.0005684438260504976,1.3,1.0778539289534093,3.0,0.18529631077491826,0.011717657408651121,9,72000,1.3815445017814636,181.07
0.0,-0.0013542503118515014,257,0.0024235800743917933,1.17,1.0593577205017208,3.0,0.1734365042142983,0.011049760065652663,10,80000,1.382948281764984,175.7
0.0,-0.02455224335193634,260,0.0027911534684244544,1.16,1.0081640281528235,3.0,0.17170970156658513,0.011173829608351298,11,88000,1.3823156142234803,175.44
0.0,-0.003684941530227661,262,-0.0007719617401016877,1.12,1.1913255406916141,3.0,0.18931953171456523,0.012983622495867167,12,96000,1.3832117879390717,171.91
0.0,-0.001852920651435852,264,0.001758486486505717,1.18,1.0931869314610958,3.0,0.1669295744074696,0.011960322825491403,13,104000,1.3806777203083038,174.86
0.0,-0.0015665364265441894,265,0.0006948493805248291,1.38,1.2567299998924135,4.0,0.18423274403704348,0.013564039053208035,14,112000,1.3818708527088166,183.15
0.0,-0.0007510685920715332,267,0.002519858903542627,1.57,1.3658905631303788,4.0,0.19714008552443602,0.015915859403794457,15,120000,1.3848195552825928,188.88
0.0,-0.004427472352981568,269,-0.00019980184704763816,1.45,1.1823443082720042,3.0,0.17436136602502433,0.012638464394408402,16,128000,1.3854992020130157,183.49
0.0,-0.0013398736715316772,270,0.002683504995657131,1.12,1.1225439354032278,3.0,0.17639837255329024,0.012705896161505734,17,136000,1.3852926111221313,171.13
0.0,-0.000603342056274414,271,-0.001823955827858299,1.49,1.4179674724116922,4.0,0.17903406385383658,0.016831919169089816,18,144000,1.3807814586162568,186.71
0.0,0.000533454418182373,273,0.00045752299251034857,1.87,1.562079127803445,5.0,0.21572092895420908,0.020992711163680722,19,152000,1.3768878591060638,201.4
0.0,-0.00249514102935791,274,0.001547042783931829,1.84,1.1954034914821385,5.0,0.15336378801406686,0.013511058075891924,20,160000,1.3768458378314972,202.07
0.0,-0.0011959820985794067,275,-0.001157756589818746,1.6,1.358762076422572,4.0,0.17792260436156737,0.015720912026408768,21,168000,1.377188515663147,193.02
0.0,-0.009261672496795654,275,-0.001054172131116502,1.48,1.1743242067098618,3.0,0.12651136642872776,0.012002634738310007,22,176000,1.3701484966278077,185.19
0.0,-0.02774870812892914,276,0.00041705963318236175,1.3,1.2352717430889606,3.0,0.1540005098401293,0.013751708809650154,23,184000,1.3717437613010406,178.05
0.0,-0.004968730211257935,276,-0.0001278867234941572,1.34,1.2065577921271324,3.0,0.14298980571614328,0.013551117066144798,24,192000,1.3734136652946471,180.64
0.0,-0.0064248239994049074,276,0.0039409574773162604,1.49,1.2695288947224617,4.0,0.16601927963616492,0.014507980247435626,25,200000,1.3761430537700654,186.34
0.0,-0.006812484860420227,277,-0.0008955619610060239,1.44,1.1338158191740513,3.0,0.16251711789570752,0.012497448055855785,26,208000,1.3778297519683838,184.19
0.0,-0.037347434759140014,277,0.0018661031872034073,1.17,1.1193843394145369,3.0,0.16835968588751715,0.012737070903349378,27,216000,1.3792550539970398,172.97
0.0,-0.014084725975990295,278,-0.0003277096920646727,1.08,1.2390636359155178,2.1000000000000085,0.21391357023071247,0.013757076520114424,28,224000,1.3769681751728058,169.91
0.0,-0.021638835072517393,279,-0.00019874845165759324,1.13,0.9747835882753134,2.0,0.15453102884253428,0.009872855376752341,29,232000,1.380212780237198,172.58
0.0,-0.0069312858581542965,279,0.0007678748480975628,1.14,1.2023629281669854,2.0,0.18725432971314476,0.013731353262464836,30,240000,1.3827374601364135,173.59
0.0,-0.013385702967643737,280,0.001517053279094398,1.1,1.0776920233666898,3.0,0.17433229088118185,0.011829566670912754,31,248000,1.382261769771576,172.37
0.0,-0.003758886456489563,281,0.0011039147526025772,1.26,1.372603601552546,3.0,0.2089222251694164,0.01643368400518739,32,256000,1.3790825927257537,176.83
0.0,-0.017010034918785097,282,0.0001470008469186723,1.25,1.1164072312414646,3.0,0.14521573984693878,0.011857966509523976,33,264000,1.3825732469558716,175.02
0.0,-0.02242213487625122,284,5.5294089252129195e-05,1.09,0.8922061773762107,2.1000000000000085,0.13466110413715818,0.008657924300459854,34,272000,1.3831365406513214,169.8
0.0,-0.006708694696426392,284,-0.00047827492708165666,1.08,1.0221063276007771,3.0,0.1489435605005359,0.0105594027423831,35,280000,1.3788033020496369,170.49
0.0,0.01917365312576294,285,0.005410028141923249,1.4,1.4745438878238202,3.1000000000000085,0.2210019843470565,0.01836506096773519,36,288000,1.380383105278015,184.59
0.0,0.02749550461769104,285,-0.0005343059077858925,1.69,1.3175078929960728,4.0,0.20157283302205342,0.014472711029666243,37,296000,1.3813855981826781,195.36
0.0,0.13051767647266388,286,0.00042768546773004347,1.69,1.2804690372943879,4.0,0.213063787032779,0.013235652448202018,38,304000,1.376763609647751,195.97
0.0,0.1861119782924652,287,0.0013539897953160106,1.5,1.281653008311987,4.0,0.30457303177760736,0.014199989936023484,39,312000,1.377338135242462,189.07
0.0,0.39299339056015015,287,-0.0006941429746802896,1.49,1.3996445333957672,4.0,0.34653447278947974,0.014898540513822809,40,320000,1.3793390500545502,188.92
0.0,-0.02452912926673889,288,-0.003883300076595333,1.39,1.4298406857252122,3.0,0.46377767503622713,0.01786101776524447,41,328000,1.3734754157066345,183.85
0.0,0.5256652563810349,288,3.126827359665185e-05,1.18,1.1637562185525894,3.0,0.3082200770379089,0.010267400393495336,42,336000,1.3734693098068238,172.77
0.0,0.6043916773796082,289,-0.0027550605668511708,1.44,1.6241424971818923,4.1000000000000085,0.47130087708265095,0.019223068186547607,43,344000,1.3564278018474578,181.98
0.0,0.711796157360077,290,-0.0052914309705374765,1.89,1.3015558944642545,5.1000000000000085,0.41904845328211526,0.012806345120770857,44,352000,1.3708405458927155,197.54
0.0,0.6599746686220169,290,-0.004960992019623518,2.19,1.517681557238102,6.200000000000017,0.5189167716754852,0.0176431586581748,45,360000,1.3651583039760589,207.78
0.0,0.8114578080177307,291,-0.0013973554346011952,1.69,1.0219571691751481,5.0,0.35324035460141184,0.0075952795171178875,46,368000,1.3768888008594513,190.33
0.0,0.8378773325681687,292,-0.005038702900292264,1.3,1.3837064471840859,3.1000000000000085,0.4255677213513166,0.013277710811235011,47,376000,1.3717228722572328,175.86
0.0,0.8736893200874328,292,-0.003380209136521444,1.71,1.280155902504921,5.0,0.4127686973471127,0.011242123174015432,48,384000,1.3423732089996339,193.98
0.0,0.8912678903341293,293,-0.0009712965851940681,2.2,1.1298189067840576,6.0,0.31777033861848625,0.009235804511699825,49,392000,1.3441453433036805,213.11
0.0,0.909557952284813,293,-0.0003332128273905255,1.92,1.1016995650529862,5.0,0.3385564822700581,0.008519127884646878,50,400000,1.3647402048110961,202.86
0.0,0.9182829529047012,294,-0.0021681997593259437,2.19,1.0319502687454223,5.0,0.2967578476127753,0.007682841683272272,51,408000,1.3420166218280791,213.63
0.0,0.9106092870235443,295,-0.002159716573805781,2.39,1.055897412598133,5.0,0.289819645448788,0.008009071296546608,52,416000,1.3448647904396056,220.48
0.0,0.9502937251329422,295,-0.0011330778640694917,2.01,0.8167533537745476,5.0,0.2449327833365016,0.004724765178980306,53,424000,1.3341712331771851,204.4
0.0,0.9284720993041993,295,0.00028809320996515454,2.03,0.8571966424584389,5.0,0.22728482162373864,0.005517904394073412,54,432000,1.3459296810626984,205.57
0.0,0.9256535482406616,296,-0.0018404265178833157,1.81,0.8669802501797677,5.0,0.26300423817962637,0.0055709374131402,55,440000,1.3564945423603059,198.18
0.0,0.9279484504461288,297,-0.00177156642137561,2.09,0.9889948153495789,5.1000000000000085,0.2884671153683201,0.007240272665512748,56,448000,1.3645611119270324,207.48
0.0,0.9337973856925964,297,-0.0006190258426067885,2.09,0.9593805748224259,5.1000000000000085,0.27112841095741635,0.006993241578456945,57,456000,1.3629489982128142,208.38
0.0,0.9523443454504013,298,-0.0027599034397280775,2.76,0.8154768696427346,8.0,0.22211500871299608,0.004967692920472473,58,464000,1.3321633112430573,232.06
0.0,0.9606098991632461,298,-0.0009790252751554363,2.81,0.7817824390530587,8.100000000000009,0.2233642326043041,0.004399153981357813,59,472000,1.3247110879421233,234.23
0.0,0.9669153010845184,299,-0.0019055758097965736,2.85,0.6998474724590779,8.100000000000009,0.1918558781968547,0.0037543682695832105,60,480000,1.3354327511787414,235.26
0.0,0.9260287451744079,299,-0.0004715704795671627,2.92,0.8817293184995652,9.0,0.2294361431022101,0.0063037177763180805,61,488000,1.3571721589565278,237.02
0.0,0.9286437684297562,299,-0.000371791755896993,2.63,0.9636299440264702,8.100000000000009,0.27157150860858953,0.007087709364132024,62,496000,1.3671455895900726,226.0
0.0,0.9237135863304138,300,-0.0025715904553362634,2.02,0.8906646916270256,6.0,0.24874417379552444,0.006227354718721472,63,504000,1.3562665164470673,203.84
0.0,0.9612983775138855,300,-0.000213246262355824,2.03,0.7193915855884552,5.0,0.19257962039628437,0.00388205686758738,64,512000,1.3632921183109283,208.79
0.0,0.9368709188699722,300,-0.0004389243152400013,2.5,0.9285468941926956,6.0,0.24771769718126063,0.006349880067864433,65,520000,1.360275787115097,224.83
0.0,0.9459420609474182,301,-0.001139330898404296,1.93,0.6400847089290619,5.0,0.1715358112349622,0.003321026021731086,66,528000,1.3623735392093659,204.99
0.0,0.9620804595947265,301,0.0005350347103740206,1.81,0.6747392737865447,5.0,0.18071157193950907,0.0037726603826740757,67,536000,1.3432783341407777,196.54
0.0,0.9602473628520966,301,-0.0020201465056743475,2.13,0.7760160872340203,7.0,0.21003185849188089,0.004804937008593697,68,544000,1.3436868345737458,208.6
0.0,0.9699342995882034,302,-0.00016982320928946138,2.51,0.6430848395824432,7.200000000000017,0.17850391853429146,0.0034760577272390947,69,552000,1.3497090029716492,223.71
0.0,0.9201006907224655,302,8.323412854224443e-05,3.08,0.95754972666502,9.0,0.25535162282825397,0.006958622967940756,70,560000,1.3629190719127655,242.45
0.0,0.9176307493448257,302,-0.0011956115558859892,2.75,1.0215881988406181,9.0,0.2919269778855202,0.007995428895228543,71,568000,1.3692194139957428,228.14
0.0,0.9405386847257614,303,-0.0006147342530312017,2.51,0.8212475427985191,8.100000000000009,0.21634240712409308,0.005135657117934897,72,576000,1.3601074457168578,219.97
0.0,0.9533562588691712,303,-0.0025785892552812584,1.97,0.7349850477278232,5.1000000000000085,0.19687949363629065,0.004424738994857762,73,584000,1.3517403757572175,203.54
0.0,0.9679285836219788,303,-0.000727776387357153,2.27,0.6308838403224946,6.0,0.16064748941664533,0.003136535674566403,74,592000,1.3582173156738282,215.71
0.0,0.9588321697711945,303,-0.0006440608657430857,2.57,0.7678076824545861,9.0,0.20853010914186687,0.004641893415246159,75,600000,1.3663294661045073,221.79
0.0,0.9362558645009994,304,-0.001170406103192363,2.42,0.9121803259849548,9.0,0.22740056032962985,0.006145632060361094,76,608000,1.3657215523719788,213.96
0.0,0.9184424597024917,304,-0.0027830986527260394,2.24,1.0231313115358354,7.0,0.29000978568638147,0.007853539799107238,77,616000,1.3660744857788085,208.82
0.0,0.8770878827571869,304,-0.002689796037739143,2.29,1.1387666589021683,5.1000000000000085,0.3150217524614766,0.009544413440162316,78,624000,1.3559106159210206,216.45
0.0,0.9604454213380813,304,-4.101670710952021e-06,2.34,0.6864019539952279,6.0,0.16931125292051866,0.0034361994557548315,79,632000,1.3490543818473817,215.6
0.0,0.9140780991315842,305,-0.0003362112945615081,2.11,1.0149640148878099,5.0,0.28414838190016967,0.0074416611914057285,80,640000,1.3616522026062012,211.26
0.0,0.9641371661424637,305,-0.00036066449887584896,2.21,0.6953908288478852,5.0,0.17823754893157698,0.003727868553251028,81,648000,1.3433471369743346,215.28
0.0,0.9394667798280716,305,-0.0020941698213573544,2.36,0.8440455338358879,5.0,0.233945264117656,0.005526150080258958,82,656000,1.353591914176941,217.21
0.0,0.8997689467668534,305,-0.001003099693916738,2.54,0.9730888393521309,6.200000000000017,0.2666967688898584,0.006996775859734044,83,664000,1.3606376266479492,223.24
0.0,0.8939100283384324,306,-0.0012007188617280918,2.51,1.1433581450581551,6.0,0.29639044008609977,0.009472778582712636,84,672000,1.3634367930889129,219.37
0.0,0.9090470814704895,306,-0.0009116155047377106,2.45,0.960623439848423,5.0,0.2413870942322151,0.007003369600279257,85,680000,1.3644442331790925,214.51
0.0,0.9317031615972519,306,-0.0015135605010436848,2.44,1.0267617893218994,5.1000000000000085,0.2678776447283568,0.007563185138278641,86,688000,1.3572398364543914,214.44
0.0,0.9195070135593414,306,-0.0006510432749928441,2.52,1.022489883005619,5.1000000000000085,0.2624427740505762,0.007550220509292558,87,696000,1.3522596895694732,219.7
0.0,0.930058228969574,307,-0.0016785308800172062,2.68,0.8971140110492706,6.0,0.22875507387499017,0.005887530569452792,88,704000,1.3314951598644256,226.75
0.0,0.8956818878650665,307,-0.0008693212346406653,2.98,1.1655931454896926,9.0,0.29171026119366494,0.009854032984003424,89,712000,1.343751803636551,236.32
0.0,0.9111155909299851,307,-0.0034262726840097457,2.99,1.1833751153945924,8.100000000000009,0.3097408982967634,0.009701293483376503,90,720000,1.3422465074062346,240.09
0.0,0.9192687904834748,307,-0.001503102379356278,2.96,1.0164399906992911,6.1000000000000085,0.25528638236703644,0.00717232991126366,91,728000,1.3464628267288208,240.41
0.0,0.8904254084825516,307,-0.0012440097209764644,2.73,1.1905657494068145,5.1000000000000085,0.2893231073156815,0.009951676519121974,92,736000,1.3491729044914245,233.13
0.0,0.9185624134540558,307,0.00012755119816574735,2.77,1.034082483649254,6.0,0.2527760100217411,0.007596026422688738,93,744000,1.3481951987743377,231.16
0.0,0.9374719250202179,308,-0.0005160978717321995,2.94,0.9289232683181763,6.300000000000026,0.22764415263201584,0.006078086490160786,94,752000,1.3472699129581451,235.63
0.0,0.9329771667718887,308,-0.004007496453705244,2.99,0.9374905961751938,9.0,0.2713528210671961,0.006869073752895929,95,760000,1.354883179664612,238.36
0.0,0.9189343082904816,308,0.0003733516874490306,2.86,1.0103851467370988,9.0,0.2509349413681649,0.007540168715640902,96,768000,1.342718424797058,233.97
0.0,0.9542760646343231,308,-0.0017108796071261167,3.11,0.7848946997523307,9.0,0.20113085828743024,0.004502094680210575,97,776000,1.3424572837352753,239.89
0.0,0.9199954289197921,308,0.00012670263386098667,3.03,0.9890344980359077,9.0,0.23873516194550412,0.0070564455632120375,98,784000,1.359878169298172,238.41
0.0,0.8998274278640747,308,-0.002276565579086309,2.55,1.1157418689131737,7.1000000000000085,0.2927491829768106,0.008874866765690968,99,792000,1.3544350850582123,223.11
