P01:episode_rewards,explained_variance,fps,policy_loss,PMM:episode_rewards,advantage_norm,P09:episode_rewards,grad_norm,value_loss,epoch_idx,frames,policy_entropy,episode_length
0.0,0.9345445430278778,308,0.000340511737158522,2.39,0.8731510761380196,6.0,0.21851513645809942,0.005598961054056417,100,800000,1.362365701198578,219.11
0.0,0.8637664902210236,309,-0.003007761749322526,2.46,1.3590908288955688,6.0,0.33066979272902297,0.012267759053502232,101,808000,1.3464992344379425,218.57
0.0,0.8306531584262848,309,-0.002172517256694846,2.48,1.3022619658708572,6.0,0.3327011195233216,0.011458876705728472,102,816000,1.3205940806865692,218.54
0.0,0.8698558819293976,309,-0.0009085931739537045,2.73,1.2087216544151307,6.0,0.3047200818921887,0.010173712535761296,103,824000,1.3347567844390869,224.6
0.0,0.9184493863582611,309,-0.0025178627533205145,3.19,1.0759266579151154,9.100000000000009,0.26848839262167756,0.0080824250576552,104,832000,1.331903578042984,239.36
0.0,0.8444508594274521,309,-0.0028978986939182504,3.49,1.3472672039270401,9.100000000000009,0.352620463684017,0.012562192529439926,105,840000,1.3378131985664368,247.64
0.0,0.9063236743211747,309,-0.0003035768814152107,3.5,1.1131590256094932,9.0,0.28727885623151117,0.008794169950997457,106,848000,1.336043986082077,253.38
0.0,0.8814144605398178,310,-0.0019803094322560356,3.44,1.2491479593515395,7.0,0.3141540773472636,0.010662009502993897,107,856000,1.3192793130874634,255.31
0.0,0.8590413868427277,310,-0.0041921717158402315,3.34,1.2896365433931352,6.0,0.32468835889068454,0.011528935634996742,108,864000,1.315147386789322,252.4
0.9000000000000004,0.8777279418706894,310,-0.002562696599488845,3.54,1.265335042476654,7.0,0.3338016057387611,0.011353590119397268,109,872000,1.3013275110721587,258.62
0.0,0.8996715384721756,310,-0.0023160888819256796,3.74,1.1471661710739136,9.0,0.29034706932524923,0.008968438885640353,110,880000,1.3081497836112976,260.99
0.0,0.835689457654953,310,-0.0037965059233829378,3.78,1.4137015450000763,9.0,0.37280040808627946,0.013528925130376592,111,888000,1.3184178280830383,261.43
0.0,0.8498202681541442,310,0.0011642182244395371,3.83,1.3625016981363296,9.0,0.35693523994304016,0.012592341594863683,112,896000,1.3071856677532196,261.93
0.0,0.7617826014757156,310,-0.007595724170096218,3.59,1.6432081747055054,9.0,0.6267273236132244,0.023019446057733147,113,904000,1.2754151332378387,259.21
1.0,0.8686042088270187,310,-0.0012434788944665342,3.67,1.2911962550878524,9.0,0.33848214241290436,0.011127471476793289,114,912000,1.2932963871955871,263.83
1.0,0.8673865675926209,311,-0.002779184842001996,4.52,1.3264373135566712,10.0,0.33886960926395937,0.011717014387249947,115,920000,1.2974084949493407,291.7
1.0,0.849090268611908,311,-0.006608736029593274,4.75,1.4062404781579971,11.0,0.375339756985926,0.013124865463469177,116,928000,1.2630823528766633,299.21
1.0,0.8688789880275727,311,-0.005162312004540581,4.96,1.3017573297023772,11.0,0.32103752616089737,0.011295667553786188,117,936000,1.2427978253364562,308.45
1.0,0.8511845970153809,311,-0.001048281676194165,5.32,1.407090227007866,11.0,0.35914752071040335,0.01319352692225948,118,944000,1.237348415851593,318.21
1.0,0.8347679018974304,311,-0.004759910617722198,5.21,1.4972017586231232,10.0,0.39378274692440823,0.014797859308309853,119,952000,1.2753029155731201,317.43
1.9000000000000004,0.8416831183433533,311,-0.0029837680648779497,5.46,1.4707195466756822,10.0,0.39125778921304044,0.014388183096889407,120,960000,1.271670045852661,324.07
1.0,0.8479621386528016,312,0.0007607487068889895,5.87,1.426065021753311,10.100000000000009,0.3533886499354039,0.013446815512143075,121,968000,1.309105808734894,337.2
1.0,0.857161802649498,312,-0.004154818549286574,5.67,1.3940815770626067,11.0,0.35016241539020065,0.013095131418667734,122,976000,1.3076989114284516,330.23
1.0,0.8513633114099503,312,-0.004391986425616778,5.74,1.5010390877723694,11.0,0.40232144019262733,0.01490232870914042,123,984000,1.2988322281837463,335.83
0.9000000000000004,0.8385227125883102,312,0.00041117121523711833,5.49,1.4621290481090545,11.0,0.37411437543786386,0.014387186006642879,124,992000,1.2862296378612519,329.59
0.0,0.7880487871170044,312,-0.007065672704484314,5.21,1.635477646589279,11.0,0.41501897751917,0.017359760934486986,125,1000000,1.212725796699524,323.58
1.0,0.8544034343957901,312,-0.0026519343160907737,5.36,1.4351527088880538,10.100000000000009,0.34941552492859906,0.013738556979224086,126,1008000,1.2576877331733705,330.8
0.0,0.8528966861963272,312,-0.006282527273287997,5.17,1.4842617464065553,10.0,0.3809846481804683,0.014643945647403598,127,1016000,1.2650835812091827,324.2
1.9000000000000004,0.8568100953102111,312,-0.00582745804960723,5.9,1.5624363660812377,10.100000000000009,0.4212802871481244,0.01587190868332982,128,1024000,1.2586011683940888,345.16
2.0,0.8676617002487182,312,-0.0031361508421832696,5.68,1.4294035506248475,10.0,0.3709523866078676,0.013555790334939956,129,1032000,1.2726285171508789,334.88
1.9000000000000004,0.8374539601802826,312,-0.005795792215503752,5.89,1.5340681010484696,10.100000000000009,0.3988345979909477,0.015655436273664235,130,1040000,1.2610761260986327,335.32
1.9000000000000004,0.8239218062162399,313,-0.0029542491348729526,6.18,1.6826366400718689,12.0,0.46376554840002965,0.01881819825619459,131,1048000,1.2390063285827637,342.63
1.0,0.8681760191917419,313,-0.0026028015307383613,5.9,1.4807226085662841,11.0,0.39775165657911676,0.014551083121914417,132,1056000,1.2776717829704285,337.22
1.9000000000000004,0.8048893284797668,313,-0.00460723510113894,6.46,1.6987298327684401,12.0,0.4724594632452884,0.01899684209842235,133,1064000,1.254203392267227,355.92
2.0,0.8363927733898163,313,-0.005167369376749775,6.66,1.5985893195867538,11.100000000000009,0.44870288047336876,0.017036383976228534,134,1072000,1.2423241531848908,366.54
2.0,0.8105984276533127,313,-0.0055507834283343984,7.26,1.7014393532276153,12.100000000000009,0.44392336038948516,0.019106137827038766,135,1080000,1.2418907642364503,387.39
2.0,0.8275616472959518,313,-0.0051537660183385015,7.23,1.5754643166065216,12.100000000000009,0.4020812377899792,0.016413646754808723,136,1088000,1.207179729938507,384.22
2.0,0.8408188557624817,313,-0.004221478576946538,7.69,1.6268097567558288,14.0,0.4389035767122295,0.017468307937961072,137,1096000,1.233768414258957,395.42
1.9000000000000004,0.8256439465284348,313,-0.005193474011030048,7.65,1.6324103146791458,13.100000000000009,0.4701824805380538,0.017619975549168884,138,1104000,1.2338833820819854,397.99
0.0,0.8387035685777664,313,-0.007477757782435219,7.47,1.637365952730179,13.0,0.47606195140667856,0.017676502391695978,139,1112000,1.2008188939094544,391.52
0.9000000000000004,0.8269662940502167,314,-0.009052505481813569,7.54,1.7338673907518387,13.100000000000009,0.48223263329892285,0.020344072300940753,140,1120000,1.2060677587985993,389.13
0.9000000000000004,0.8381626427173614,314,0.00012510907464275079,7.34,1.7160288071632386,13.100000000000009,0.48315692834998425,0.019226596243679523,141,1128000,1.24427365899086,382.08
0.9000000000000004,0.8492239165306091,314,-0.0036212044418789447,7.57,1.5417348140478133,15.0,0.4248064509490587,0.0160827718116343,142,1136000,1.2650966155529022,383.53
1.9000000000000004,0.8650125658512116,314,-0.007749932274455204,7.57,1.4792332673072814,14.100000000000009,0.40104832740600727,0.014520013858564197,143,1144000,1.2730786192417145,383.39
2.0,0.8595125299692153,314,0.0016079168021678925,7.43,1.5399315255880355,14.0,0.4068472721965401,0.015651737831067294,144,1152000,1.2838049507141114,378.56
2.0,0.8373757392168045,314,-0.005630855782655999,7.23,1.545547024011612,13.0,0.4720520551543561,0.0157188480719924,145,1160000,1.2596169543266296,376.43
2.0,0.8350145125389099,314,-0.005419848613564681,7.25,1.6781055176258086,12.100000000000009,0.49938719240448526,0.018593075624667107,146,1168000,1.2299512588977815,385.36
2.0,0.8200015836954117,314,-0.00418682687159162,7.61,1.54296417593956,12.100000000000009,0.422244263678164,0.016149418130517006,147,1176000,1.2306031322479247,390.34
2.9000000000000004,0.843927248120308,314,-0.0037342650807113387,8.02,1.504772074818611,13.0,0.3990784099320882,0.015139050637371839,148,1184000,1.2407982575893401,402.24
2.9000000000000004,0.8457360309362412,314,-0.0036572506111406254,8.11,1.6198090422153473,13.100000000000009,0.4420678275289458,0.0174104419676587,149,1192000,1.2361831307411193,408.57
3.0,0.7991587483882904,314,-0.0034978382181725465,8.78,1.6332316488027572,14.100000000000009,0.41707148399960287,0.017854235195554794,150,1200000,1.2334721183776856,420.53
3.0,0.82105628490448,315,-0.007794597559550312,8.63,1.629161728620529,15.0,0.43467590092996766,0.017678299648687244,151,1208000,1.2243063485622405,416.74
3.0,0.7977508330345153,315,-0.0035181446943897752,8.46,1.6533795613050462,14.200000000000017,0.44552642172943296,0.018362685558386146,152,1216000,1.2253410124778747,414.66
2.0,0.8298517626523971,315,-0.0042172852081785095,8.44,1.6548775392770767,16.0,0.42370024361616054,0.018203699169680475,153,1224000,1.2389747726917266,407.18
1.9000000000000004,0.8703551661968231,315,-0.0042461890967388175,8.33,1.5132996982336044,16.0,0.41401886968845886,0.015177536816336214,154,1232000,1.236107566356659,404.81
0.0,0.8675465053319931,315,-0.0038986900832969694,7.85,1.624143866300583,15.100000000000009,0.4295037672890512,0.01719607535749674,155,1240000,1.2443132901191711,391.76
0.0,0.8301445376873017,315,-0.0029589221108471974,8.14,1.7123941671848297,16.0,0.492413247348127,0.0196693183016032,156,1248000,1.2239374828338623,399.53
0.0,0.8445825397968292,315,-0.003077418168832082,7.99,1.5907947033643723,16.0,0.43452215988082094,0.016747096520848572,157,1256000,1.2505119991302491,394.1
0.0,0.8387475699186325,315,-0.0025736089190468193,8.34,1.6336272019147873,15.100000000000009,0.45088496881676166,0.017570032328367232,158,1264000,1.2404164588451385,404.0
0.0,0.8358772957324981,315,-0.004315846259996761,8.65,1.6210435664653777,16.0,0.4613524699087106,0.017162802158854903,159,1272000,1.2217051517963409,412.27
1.9000000000000004,0.8441658687591552,316,-0.003142824691312853,9.42,1.563618232011795,16.0,0.429573590487751,0.016147762201726437,160,1280000,1.2572412443161012,434.98
1.9000000000000004,0.8204871654510498,316,-0.004822268878051546,9.16,1.6853515195846558,16.0,0.46792642297652004,0.01880543611012399,161,1288000,1.2483972227573394,428.25
2.0,0.827023446559906,316,-0.0032172352250199763,9.51,1.7908594417572021,15.0,0.4979750438062499,0.020829448415897785,162,1296000,1.2132019257545472,443.88
2.0,0.7600304645299911,316,-0.005501796923927032,9.62,1.8225670993328094,15.100000000000009,0.4790141233037987,0.021801346717402338,163,1304000,1.2228561842441559,444.34
3.0,0.80378622174263,316,-0.003496097018069122,10.29,1.612147011756897,16.0,0.4213186793959492,0.017048774254508316,164,1312000,1.241737381219864,463.51
2.0,0.8390591329336167,316,-0.0033016690360818755,9.84,1.6843448477983474,16.10000000000001,0.44569851192587356,0.018672803519293665,165,1320000,1.1994894671440124,450.03
2.0,0.8301435554027558,316,-0.008125487433499074,9.95,1.7709678798913955,17.0,0.49471272512274567,0.020595101350918413,166,1328000,1.179895420074463,454.84
1.9000000000000004,0.8604970580339432,316,-0.00734853404952446,9.75,1.5575171828269958,17.0,0.4399815294974999,0.015956157168839125,167,1336000,1.1827919816970824,451.49
2.0,0.8352741920948028,316,-0.004927345985197462,9.79,1.628767345547676,17.0,0.44774742178338783,0.017653770884498952,168,1344000,1.183288549184799,453.32
0.0,0.8334219819307327,316,-0.0017918119853129611,8.81,1.5573016130924224,17.0,0.4264613813242516,0.016496018348261712,169,1352000,1.2220649898052216,427.42
0.0,0.770448232293129,316,-0.0062372692589997315,8.96,1.8279358756542206,16.10000000000001,0.5392658098918918,0.02264551125932485,170,1360000,1.1945305836200715,432.62
0.0,0.823790248632431,316,-0.006062370783183724,9.0,1.7243497747182845,16.10000000000001,0.4756980752336648,0.019660141938365995,171,1368000,1.1898710632324219,428.6
0.0,0.7805367881059646,316,-0.005321418541716412,9.09,1.8345570278167724,16.0,0.523234453889446,0.022243888890370725,172,1376000,1.1905899369716644,434.97
