P01:episode_rewards,fps,policy_loss,policy_entropy,episode_length,PMM:episode_rewards,P09:episode_rewards,value_loss,epoch_idx,grad_norm,explained_variance,frames,advantage_norm
0.0,361,-0.001586524535305216,1.3641670262813568,197.37,1.75,5.0,0.006830512334126979,23,0.30453922862055677,0.9216069501638412,184000,0.9519351652264595
0.0,366,-0.00021637921381625346,1.3433014607429505,192.45,1.65,5.0,0.005206416826695204,24,0.2315104080334763,0.9364328789710998,192000,0.8179010409116745
0.0,371,-0.0021879222430288793,1.3522508263587951,192.94,1.73,5.0,0.004873932180926204,25,0.22893379752449075,0.9551777535676956,200000,0.7946889144182205
0.0,377,-0.0010183998505817727,1.3335249018669129,211.33,2.23,5.1000000000000085,0.004093459236901254,26,0.21575614281465685,0.9643417000770569,208000,0.7409291124343872
0.0,383,-0.0010547467212745688,1.3224298000335692,223.95,2.58,9.0,0.002849332521436736,27,0.1671197604799562,0.9761175590753556,216000,0.6107631906867027
0.0,388,-0.0001855708133371081,1.3446871852874756,220.56,2.47,7.0,0.006061137898941524,28,0.23161522916024274,0.9289350390434266,224000,0.8707883018255234
0.0,393,-0.00020911590778268873,1.33164816737175,213.39,2.29,7.0,0.004551270254305564,29,0.21496371777729095,0.959341921210289,232000,0.7531132572889327
0.0,399,-0.0013064279305399396,1.3632286024093627,213.19,2.29,7.0,0.005753370432066731,30,0.24045497144133446,0.9336048299074173,240000,0.8554830977320671
0.0,399,-0.002642589019960724,1.367352364063263,217.34,2.39,7.0,0.006407600300153717,31,0.27019801329025317,0.9300535029172897,248000,0.904604315161705
0.0,404,-6.243925367016345e-05,1.3662373745441436,212.13,2.24,6.0,0.006639762134291231,32,0.2585178954471317,0.9205758184194565,256000,0.9205901962518692
0.0,407,-0.002199095206306083,1.358751530647278,200.58,1.84,5.0,0.00401697520079324,33,0.21259012421276208,0.9626132154464722,264000,0.6755745626986027
0.0,412,-0.00027690565693774263,1.3608469867706299,207.25,2.13,6.0,0.005311349186231382,34,0.22518415003899522,0.9494070452451706,272000,0.8267984396219253
0.0,416,-0.000526162312598899,1.361064087152481,211.92,2.34,8.0,0.004651387751800939,35,0.20194026300762807,0.9531446248292923,280000,0.7756655493378639
0.0,421,0.00033928065935469933,1.3693872201442718,201.42,2.07,7.1000000000000085,0.004301821967237629,36,0.20784656322782896,0.9478325164318084,288000,0.7426432271301746
0.0,425,-0.001960197274456732,1.3725556933879852,187.74,1.62,4.0,0.005594405760639347,37,0.2463698514048205,0.9348279678821564,296000,0.8673845773935318
0.0,428,-0.0008506640762789175,1.3598859107494354,192.27,1.7,4.1000000000000085,0.003715145658061374,38,0.1746858852438929,0.9671385306119918,304000,0.6865280845761299
0.0,431,-0.0024743144602689428,1.3581406331062318,200.77,1.98,6.0,0.005239042153116316,39,0.2519830008587945,0.951964555978775,312000,0.8250651451945304
0.0,435,-0.0007672739338158862,1.3520876002311706,221.1,2.62,9.0,0.00610607004200574,40,0.22477852839882612,0.9319186955690384,320000,0.8749387606978416
0.0,439,-0.00029908036725828424,1.3676656293869018,221.81,2.64,9.0,0.0037818998080911114,41,0.1683203641435758,0.9599056309461593,328000,0.6561141449213028
0.0,441,-0.001499473579460755,1.3663440358638763,198.93,1.89,5.1000000000000085,0.004451548240031116,42,0.22053927783532778,0.941948464512825,336000,0.7278632992506027
0.0,445,-0.0011227755626896396,1.3578630936145784,199.02,1.86,5.0,0.006181091424077749,43,0.24936800567424405,0.9355934864282608,344000,0.8932659450173378
0.0,449,-0.0014336809754604473,1.341273499727249,218.27,2.33,6.0,0.004847624090034515,44,0.22141667014352376,0.9603079360723495,352000,0.7920967257022857
0.0,452,-0.0016744123669104737,1.3738505852222442,227.17,2.58,6.0,0.009599451614776626,45,0.3202659607720827,0.8805446583032608,360000,1.1427692872285844
0.0,456,-0.0003202022146433592,1.3659816038608552,202.11,1.91,5.0,0.004858314036973752,46,0.20985007436508035,0.9540549796819687,368000,0.8038795113563537
0.0,459,-0.0005466483082273044,1.3686220741271973,208.77,2.12,5.0,0.008156756273237989,47,0.29724405565107687,0.9163079535961152,376000,1.022395490705967
0.0,462,-0.002038455142173916,1.3478462457656861,218.19,2.44,5.0,0.004491380946128629,48,0.20695452830107505,0.9600615465641021,384000,0.7558958929777145
0.0,466,-0.0005486735627710004,1.3568240845203399,211.36,2.23,5.0,0.004593833744293079,49,0.2084024726647579,0.9563253790140152,392000,0.7881907999515534
0.0,469,-0.0007852816616650671,1.3549320697784424,214.51,2.29,6.0,0.005115852260496467,50,0.2121655602637694,0.9508364707231521,400000,0.8003432911634445
0.0,472,-0.0005492477689404041,1.3463602709770202,209.6,2.11,6.0,0.0017373941640835256,51,0.12936533067424036,0.9829222917556762,408000,0.470150742828846
0.0,475,-0.0009008606220595539,1.368238513469696,183.88,1.44,4.0,0.005739639207022264,52,0.24016792440385004,0.9508283960819245,416000,0.8168075975775718
0.0,478,-0.0019237738789524882,1.3628282308578492,187.21,1.57,4.0,0.0070428366208216174,53,0.27147459542630187,0.9365041583776474,424000,0.9782817301154136
0.0,481,-0.0013762360109831207,1.3577797293663025,205.54,2.11,6.0,0.0076296705356799065,54,0.2744258914057206,0.926639074087143,432000,1.0250827124714852
0.0,483,-0.000401316184506868,1.3582856333255768,206.62,2.11,5.0,0.0052495500718941915,55,0.20867830997590425,0.9371683531999588,440000,0.806049517095089
0.0,486,-9.61731799179688e-05,1.365832381248474,207.47,2.13,5.0,0.0069972638352192,56,0.26487884528968014,0.9086998581886292,448000,0.9552138340473175
0.0,489,-0.004134622742167266,1.354205253124237,212.84,2.16,5.0,0.006747131950687617,57,0.3146899434447579,0.9486123585700988,456000,0.8825649279356003
0.0,492,-0.0011904616536048706,1.3551757204532624,226.1,2.48,5.0,0.008232700627995655,58,0.2792094672673783,0.9228249937295914,464000,1.0339981457591056
0.0,494,-0.002683282567304559,1.3567881238460542,238.7,2.79,6.0,0.010189018588280306,59,0.3401505131657785,0.8924514091014862,472000,1.1517968964576721
0.0,496,-0.003869561169994995,1.3404921567440033,234.11,2.81,6.0,0.012202056595124305,60,0.37360457776155664,0.7888716167211532,480000,1.3145446339249611
0.0,499,-0.0002697231661295518,1.3236986351013185,208.91,2.27,6.0,0.016588204733561724,61,0.4481437802015141,0.7045026624202728,488000,1.4066941764950753
0.0,501,-0.0032992192613892257,1.3334322369098663,210.93,2.33,6.0,0.008174152686842717,62,0.3159838618220303,0.9081487536430359,496000,1.06207171946764
0.0,503,-0.0018285719014238565,1.3511968386173248,223.05,2.67,7.0,0.007113662360934541,63,0.26237237602161845,0.927918152809143,504000,0.9896928036212921
0.0,506,-0.001841461659350898,1.3402487444877624,238.96,3.0,8.100000000000009,0.008601275496184826,64,0.3054485085667559,0.9091090261936188,512000,1.0980201464891435
0.0,508,0.002436674245982431,1.3456127333641053,253.51,3.54,10.0,0.0091687474551145,65,0.3040902585189235,0.8970658975839615,520000,1.137949053645134
0.0,510,-0.00570819053449668,1.2956106281280517,246.61,3.36,8.0,0.01228114180965349,66,0.3677162638765716,0.8307787203788757,528000,1.339237974882126
0.0,512,-0.004378620412171586,1.2828827202320099,233.85,3.17,8.0,0.009406124126398937,67,0.3785458897738278,0.8838381868600845,536000,1.1738067138195039
0.0,514,-0.0019396005326416344,1.3170464384555816,216.77,2.51,5.200000000000017,0.010505171958357096,68,0.38339694165037314,0.8807551383972168,544000,1.2397320318222045
0.0,516,-0.0012798438587924466,1.3221238434314728,232.79,2.91,7.1000000000000085,0.008801335406024008,69,0.3404201234718876,0.9100806909799576,552000,1.1193178710341454
0.0,518,-0.0027120340866531477,1.3065425157546997,237.39,3.04,9.0,0.00999203179962933,70,0.36189167438532927,0.8906576275825501,560000,1.2015727677941321
0.0,519,4.228011530358344e-05,1.3194340801239013,246.54,3.39,10.0,0.009300600325223058,71,0.30989200805631717,0.86336385846138,568000,1.161203956604004
0.0,521,-0.0006676842109300196,1.334593207836151,231.69,2.91,9.0,0.009111191438278184,72,0.30888583829400906,0.8984537380933761,576000,1.1447635608911515
0.0,523,-0.0009109303342415842,1.3305597150325774,239.53,3.2,9.0,0.007039623617893085,73,0.2868656599763078,0.9308199441432953,584000,0.9902707773447037
0.0,524,-0.000490892140660435,1.3367345118522644,248.97,3.38,9.0,0.007976537944050505,74,0.2892507325106171,0.9163058507442474,592000,1.0666643822193145
0.0,526,-0.0025123039592290296,1.3268824410438538,245.12,3.43,9.0,0.010620682088192552,75,0.35886316264269247,0.8820362043380737,600000,1.2435698384046554
0.0,528,-0.00040372964722337203,1.3261810040473938,237.19,3.11,8.100000000000009,0.008857120263855904,76,0.32335588866109677,0.9125330299139023,608000,1.1392454463243484
0.0,530,-0.0022816238517407326,1.3110666799545287,242.38,3.24,8.0,0.011456251228228211,77,0.3483998745419722,0.8786895781755447,616000,1.3021972376108168
0.0,532,-0.0002114619057829259,1.3221211791038514,242.65,3.14,8.0,0.007678568186238408,78,0.2820432789432521,0.925156335234642,624000,1.0661839920282363
0.0,534,-0.002083865837485064,1.3142282009124755,242.0,3.08,8.0,0.009798147769179194,79,0.33003637424419197,0.904712483882904,632000,1.1973922634124756
0.0,536,-0.0006413533924205695,1.3178244292736054,246.17,3.27,8.0,0.011452416989486664,80,0.3810158229322424,0.8662681418657303,640000,1.228948723077774
0.0,537,-0.0008733254403341562,1.3295860397815704,258.74,3.65,9.100000000000009,0.009831397633533925,81,0.3525117711560785,0.9026151734590531,648000,1.2061253648996353
0.0,539,-0.003078860706300475,1.3247882640361786,253.22,3.52,10.0,0.00942148699425161,82,0.32235120999858524,0.8795782554149628,656000,1.1855553323030472
0.9000000000000004,540,-0.0006209550995845348,1.325884404182434,255.38,3.64,10.0,0.009057472986169159,83,0.3013366487640686,0.9044886237382889,664000,1.1419657856225967
0.9000000000000004,542,-0.0005879823846044018,1.3103247094154358,260.37,3.74,9.0,0.010699035015422851,84,0.36322180696612216,0.8878608852624893,672000,1.2446482348442078
0.0,543,-0.0010858301374537405,1.2913001000881195,266.29,3.91,9.0,0.010445993861649185,85,0.37426088462293405,0.9019924437999726,680000,1.2431918078660964
0.0,544,-0.0032527937591657974,1.288605283498764,264.28,3.88,9.100000000000009,0.01036689440254122,86,0.35063933334169095,0.8982260257005692,688000,1.1858733427524566
0.0,545,-0.0026812038978096097,1.308269554376602,262.75,3.87,10.0,0.009429283402860165,87,0.3159585807314004,0.9091328370571137,696000,1.184940293431282
0.0,547,-0.0017332611948950216,1.298242862224579,275.98,4.32,10.0,0.01105958673870191,88,0.3502722085009314,0.8864159482717514,704000,1.2788133120536804
0.0,548,-0.0031980716067482717,1.3085136115550995,280.5,4.48,10.0,0.01113464507739991,89,0.3735490297069956,0.8812849879264831,712000,1.2700912874937058
0.0,550,-0.0015821531883557327,1.2886769104003906,280.04,4.45,11.0,0.012757681666407734,90,0.39338891547186583,0.865054822564125,720000,1.3757495099306107
0.0,551,-0.005251161690976005,1.2553169894218446,289.44,4.55,11.0,0.013776964950375259,91,0.4023709518337034,0.8631798321008682,728000,1.4216135811805726
0.0,552,-0.0006180548572410771,1.269512152671814,294.5,4.64,11.0,0.01170470664044842,92,0.39628363786823145,0.8737280583381652,736000,1.3211083805561066
1.0,554,-0.0015630816160773974,1.2989034676551818,283.28,4.34,10.0,0.010578725342638791,93,0.3520938835568777,0.8935672527551651,744000,1.2299913084506988
1.0,555,-0.005304694988881238,1.2877289927005768,282.93,4.54,11.0,0.01296180220786482,94,0.4110445969464846,0.8704485708475113,752000,1.3962901383638382
1.0,556,-0.00478101015323773,1.301686874628067,286.28,4.64,11.0,0.012422055029310286,95,0.39884619403675126,0.8595731943845749,760000,1.3728402954339982
1.0,558,-0.005165812148370605,1.286167060136795,292.14,4.81,11.0,0.012029161409009248,96,0.4055566933976211,0.8887827080488205,768000,1.3539562702178956
1.0,559,-0.001981511078774929,1.2876600956916808,308.74,5.22,11.0,0.010537002587225288,97,0.35556162232610367,0.8775825625658036,776000,1.2473179227113724
1.0,560,-0.003086530178261455,1.2267215538024903,303.36,4.99,11.0,0.013760440247133375,98,0.4416418338628787,0.8207337629795074,784000,1.436539723277092
1.9000000000000004,561,-0.00559166417689994,1.2718024575710296,315.17,5.48,11.0,0.016829850766807795,99,0.48071854263752223,0.8231544888019562,792000,1.5957731622457505
2.0,562,-0.0028752956027165055,1.2720163702964782,323.57,5.67,11.0,0.014549219235777854,100,0.4514032903065565,0.831589143872261,800000,1.4864286094903947
1.9000000000000004,563,-0.005788742107106373,1.218413063287735,314.52,5.5,10.0,0.016443169084377585,101,0.5074999228810267,0.7884058082103729,808000,1.5665779930353165
2.0,564,-0.006481535301318218,1.2290339732170106,330.38,5.96,11.0,0.01722859060857445,102,0.5606889792237982,0.8265956461429596,816000,1.61812650680542
2.0,565,-0.006252689902903512,1.249691801071167,340.12,6.2,11.0,0.015841367938555777,103,0.5008679834448241,0.829729961156845,824000,1.542428544163704
2.0,567,-0.0018263760356785497,1.2083822110295295,351.48,6.43,11.0,0.021754066335270182,104,0.595421452812378,0.7094695615768433,832000,1.7913711148500442
3.0,568,-0.007089947585482151,1.247638852596283,367.07,7.03,12.0,0.016184249417856334,105,0.47923415784922163,0.8312420910596847,840000,1.5676072883605956
3.0,569,-0.0021833417036395985,1.2622925746440887,378.55,7.4,13.0,0.016046612840145826,106,0.4774065001337696,0.8180398070812225,848000,1.551497963666916
3.0,570,-0.006272540848149219,1.2577778244018554,381.88,7.36,12.100000000000009,0.016714089191518722,107,0.5130557566125326,0.8113075530529023,856000,1.600005522966385
3.0,571,-0.005860070278868079,1.2375657975673675,388.89,7.68,13.100000000000009,0.017945327144116164,108,0.5355815654689098,0.8010990750789643,864000,1.6553163796663284
3.0,572,-0.0032862318854313343,1.231068923473358,395.46,7.97,14.0,0.014133461993187666,109,0.4577888628743241,0.830879300236702,872000,1.471193043589592
3.0,574,-0.004486859683020157,1.2359935986995696,401.92,7.99,14.0,0.018182821283116938,110,0.5445439538178206,0.7783163231611252,880000,1.6600695490837096
4.0,575,-0.003872781133977696,1.2220718264579773,405.8,8.14,13.0,0.016666437084786594,111,0.5091176210949796,0.816012487411499,888000,1.5959843999147416
4.0,575,-0.0016805758832560969,1.202194105386734,406.61,8.39,14.0,0.020859262594021856,112,0.5563639342698645,0.757032875418663,896000,1.7754743617773057
4.0,575,-0.006205118883372052,1.228605601787567,409.98,8.57,14.0,0.018100178446620704,113,0.5287308881945927,0.7971895790100098,904000,1.6634445935487747
4.9,576,-0.008371062977821565,1.2215394568443299,412.57,8.64,15.0,0.018371111447922885,114,0.5492218974294296,0.809743412733078,912000,1.6733379358053206
5.0,576,-0.008673872150829993,1.2172864413261413,418.51,9.03,15.0,0.017405702108517287,115,0.5275635629457383,0.8105347150564194,920000,1.6201303315162658
5.0,577,-0.007817263493780046,1.1208526354283095,413.04,8.81,15.0,0.022431233138777314,116,0.6190835475371886,0.7090123689174652,928000,1.7668652975559234
5.0,577,-0.0007101283071096986,1.1876728451251983,416.85,8.87,15.0,0.020310389744117856,117,0.5504379098350142,0.7751961505413055,936000,1.7528076595067978
4.0,578,-0.004149946611723862,1.2068566262722016,409.23,8.75,14.100000000000009,0.017049751351587473,118,0.5115366120767016,0.8060504376888276,944000,1.6060422670841217
4.0,578,-0.006257607156644553,1.2270874071121216,419.23,9.46,15.100000000000009,0.021155219920910896,119,0.5510268116407129,0.7802223372459411,952000,1.7897703528404236
4.0,579,-0.0026891578335198575,1.2044990158081055,424.53,9.59,17.0,0.020466622370295225,120,0.5910348267199658,0.7613620406389237,960000,1.7702596366405488
4.0,580,-0.005300110509851947,1.2222073292732238,434.95,9.85,17.0,0.017847516252659262,121,0.5223709917634234,0.8296132797002792,968000,1.6603524804115295
5.0,581,-0.010430146378930659,1.1626327860355377,451.94,10.44,17.0,0.0232809179648757,122,0.6436422451790623,0.7817860263586044,976000,1.8563238883018494
5.0,581,-0.006728666668059304,1.175846390724182,463.45,10.78,17.0,0.022197295487858357,123,0.5890053102787253,0.7500399667024612,984000,1.8387355995178223
7.0,582,-0.010315140477614478,1.1800727248191833,482.41,11.35,17.0,0.024621813124977052,124,0.6543820033729824,0.748912279009819,992000,1.9301473569869996
7.0,583,-0.0014562200498767198,1.1868291771411896,488.91,11.07,16.10000000000001,0.022843270283192395,125,0.5791714542317858,0.7576362937688828,1000000,1.8529471278190612
7.0,583,-0.0036749303445685654,1.1778982466459273,485.11,10.88,16.0,0.018690192652866245,126,0.548068830624553,0.771594545841217,1008000,1.6929376482963563
7.0,584,-0.006508022993220948,1.188720656633377,487.67,11.31,17.0,0.02064551572781056,127,0.5502202816505196,0.784199948310852,1016000,1.7712030547857285
7.0,585,-0.008948394340695814,1.1673080277442933,483.75,11.27,17.0,0.02219886609353125,128,0.6469011391960008,0.7549747371673584,1024000,1.841304976940155
7.0,585,-0.006595676296856254,1.198267341852188,490.26,11.26,17.0,0.022991294879466294,129,0.6195966028235794,0.7467787998914719,1032000,1.8654008716344834
7.0,585,-0.004707987005240284,1.1707409310340882,487.96,11.15,17.0,0.019704389199614526,130,0.5807823929416857,0.7886812359094619,1040000,1.7396184813976288
7.0,586,-0.003203304097405635,1.1466054034233093,486.95,11.05,16.10000000000001,0.024670829526148737,131,0.7150719163730451,0.7353553712368012,1048000,1.9161209553480147
7.0,587,-0.004818180250949809,1.173762065768242,499.85,11.47,17.10000000000001,0.02424962056800723,132,0.7587538933300952,0.7355409651994705,1056000,1.9267547225952149
7.0,587,-0.006540385256521404,1.1644386160373688,511.61,12.01,18.10000000000001,0.02495295106433332,133,0.6817533780430065,0.7692141419649124,1064000,1.9448442590236663
7.0,587,-0.013843715152179357,1.1524084520339966,523.76,12.34,18.10000000000001,0.025329073891043663,134,0.688692084659902,0.7470196241140366,1072000,1.957543910741806
7.0,588,-0.00601973992830608,1.166186774969101,518.05,12.31,17.200000000000017,0.022419294151477517,135,0.5759557343593118,0.7794849532842636,1080000,1.8430186372995376
7.0,588,-0.004512908824253827,1.1878678238391875,518.78,12.43,18.10000000000001,0.019460863552521915,136,0.5562109134515015,0.7900326842069626,1088000,1.7230603086948395
7.0,588,-0.0056197047379100695,1.1449951922893524,522.13,12.77,19.0,0.02109835721552372,137,0.5889537082683027,0.764607937335968,1096000,1.8042476069927216
7.0,588,-0.0060200056174653585,1.1386955821514129,527.74,13.21,20.0,0.020151296192780138,138,0.6054853758931174,0.7652638196945191,1104000,1.7562821847200394
7.9,589,-0.008130616982234641,1.173727529644966,524.72,13.33,20.0,0.024044166365638376,139,0.6118992750078902,0.7488249558210373,1112000,1.9035096299648284
8.0,589,-0.003596334692556411,1.1854162228107452,533.75,13.63,20.10000000000001,0.02196502922102809,140,0.5774172779285114,0.7624965786933899,1120000,1.826639940738678
8.0,589,-0.010870392243159586,1.1293703705072402,538.14,13.61,21.0,0.025371844647452235,141,0.6800080471139391,0.7366563981771469,1128000,1.945190497636795
8.0,590,-0.0007270039222203195,1.1627593171596526,541.55,13.86,21.0,0.02145438822451979,142,0.5874726729815838,0.7650188153982163,1136000,1.801224405169487
9.0,590,-0.009232794137205928,1.1432707071304322,552.19,14.24,21.0,0.024908091449178757,143,0.6538585743949102,0.7453719353675843,1144000,1.9425659531354904
9.0,590,-0.00518685286922846,1.141163582801819,550.84,14.55,21.10000000000001,0.024041204671375452,144,0.6778534827555899,0.7343418997526169,1152000,1.9157361423969268
9.0,591,-0.005833593655843287,1.0948560577630997,563.25,14.9,23.0,0.027646551807411015,145,0.7099412962840309,0.6943409860134124,1160000,2.022907232046127
9.0,591,-0.013894298793311465,1.1016917806863784,574.25,15.19,23.0,0.025920256827957927,146,0.6631868127571688,0.7269831961393356,1168000,1.9655466705560685
9.0,591,-0.004131562088441569,1.1526829147338866,577.32,15.12,23.0,0.023472760836593807,147,0.6266716814571414,0.7683639913797379,1176000,1.8849648821353913
9.0,592,-0.0033160437962214927,1.1474141198396683,576.47,15.3,23.0,0.023906070892699062,148,0.6046920492201285,0.7504329943656921,1184000,1.8954501402378083
8.0,592,-0.007705404531261593,1.1162555861473082,579.65,15.44,23.0,0.025356736020185053,149,0.6196197962273339,0.7329305118322372,1192000,1.953909913301468
8.0,592,-0.009827556273085064,1.1487984037399293,586.73,15.74,23.0,0.023340356010012327,150,0.6060643555819556,0.7477209043502807,1200000,1.8531069767475128
8.0,592,-0.004809363958074755,1.1436795198917389,589.38,15.66,23.0,0.02380986429285258,151,0.6712525209503495,0.76394287109375,1208000,1.899654541015625
8.0,593,-0.0012427638162625953,1.1611480975151063,585.98,15.6,23.0,0.02209546263329685,152,0.5824312473657398,0.7392323470115661,1216000,1.8340630728006362
8.0,593,-0.0017222482791839867,1.1103327572345734,590.34,16.11,24.10000000000001,0.027598843229934573,153,0.7288089701128522,0.6776026719808579,1224000,2.042725281715393
8.0,593,-0.015327952103107237,1.1022984951734542,593.54,16.6,26.0,0.026121085919439794,154,0.6863200245456197,0.7074345916509628,1232000,1.9602781534194946
8.0,594,-0.0053105238842545074,1.1073012268543243,605.55,17.13,26.200000000000017,0.025877809626981618,155,0.6646523853379266,0.6973116278648377,1240000,1.977555629014969
9.0,594,-0.012562562751118094,1.1194124007225037,619.82,17.42,26.0,0.027812800528481604,156,0.7135830053440864,0.7417746132612228,1248000,2.0292350244522095
9.0,594,-0.00428219758789055,1.1173639696836473,620.77,17.34,24.200000000000017,0.02429010158404708,157,0.6300026627286827,0.7550992757081986,1256000,1.9163939988613128
10.0,594,-0.00408796715142671,1.1422933512926101,626.05,17.34,24.200000000000017,0.025110443248413505,158,0.6034451676655962,0.748675047159195,1264000,1.9513418912887572
11.0,594,-0.006902862125607498,1.1095503520965577,628.56,17.52,25.10000000000001,0.02657008479349315,159,0.7037498996045971,0.7116670638322831,1272000,2.000544291138649
11.0,595,-0.010575711798483099,1.0989539313316345,645.69,17.87,26.10000000000001,0.029067779490724206,160,0.7452915999360517,0.7061172479391098,1280000,2.075648980140686
11.0,595,-0.0045125923276646066,1.1011208856105805,647.06,17.48,26.0,0.02748566495720297,161,0.6774366991504871,0.7256399863958358,1288000,2.03043572306633
11.0,595,-0.00566953732719412,1.055223062634468,639.27,17.49,24.10000000000001,0.02611295487266034,162,0.662354677156063,0.7175850987434387,1296000,1.9895004308223725
11.0,595,-0.013430422090232241,1.1061431431770326,629.34,17.12,24.10000000000001,0.027687782938592136,163,0.7426332517097822,0.7362377274036408,1304000,2.044041165113449
11.0,596,-0.012601936335395294,1.1008699715137482,632.77,17.77,27.0,0.029694421375170352,164,0.8090999223886104,0.6869354552030563,1312000,2.1174592566490174
11.9,596,-0.008525058859959245,1.0732035982608794,635.17,17.93,27.0,0.029173577204346657,165,0.7187781020584442,0.7111282509565353,1320000,2.1037882125377654
11.9,596,-0.014441410148865543,1.069726241827011,648.96,18.61,27.10000000000001,0.02890519913751632,166,0.7282419579273263,0.7149068748950959,1328000,2.0871552336215973
12.0,596,0.0018058637593640014,1.1035759627819062,656.55,19.31,29.0,0.028051661634817718,167,0.6462528827659572,0.6929312711954116,1336000,2.0583238685131073
12.0,596,-0.01596131808531936,1.0690188443660735,660.67,19.79,29.0,0.03473117548041046,168,0.8535965737510274,0.6930821269750596,1344000,2.2731593799591066
12.0,596,-0.006833193487545941,1.109992915391922,665.94,19.99,29.0,0.023673884635791183,169,0.6669130810149849,0.7256759774684906,1352000,1.888141860961914
12.0,597,-0.007519476770830806,1.0976298093795775,673.65,20.02,29.0,0.03127906459383666,170,0.7182473401391668,0.6905357760190963,1360000,2.157689986228943
11.9,597,-0.01635011409263825,1.0886901712417603,677.26,20.23,29.10000000000001,0.031735416669398546,171,0.7620575128929307,0.6823122781515122,1368000,2.1691093850135803
11.9,597,-0.013853873505431692,1.1092142528295517,695.26,20.98,30.0,0.028688157983124254,172,0.7867300235439332,0.7102087026834488,1376000,2.06157256603241
12.0,597,-0.014107714118435978,1.0500883567333221,699.69,20.86,29.10000000000001,0.030391891449689866,173,0.8085173940491195,0.681175262928009,1384000,2.121920819282532
11.9,598,-0.010199522106995573,1.0122689139842986,703.35,20.98,29.10000000000001,0.03143117575906217,174,0.7911880770243113,0.6859484642744065,1392000,2.1362336587905886
