P01:episode_rewards,episode_length,explained_variance,frames,policy_loss,policy_entropy,epoch_idx,P09:episode_rewards,value_loss,PMM:episode_rewards,advantage_norm,fps,grad_norm
0.0,168.47,0.28171510934829713,96000,-0.003443133924738504,1.3743064463138581,12,3.0,0.009609400187473511,1.04,1.0845505441725254,457,0.31229030084075277
0.0,175.68,0.5671180039644241,104000,-0.004060780140789575,1.3543429291248321,13,3.0,0.015400897003128194,1.25,1.4083341804146767,462,0.4022244856565551
0.0,190.11,0.632253131866455,112000,-0.0009445921017322689,1.3647634863853455,14,4.0,0.014794366983114742,1.64,1.387608404159546,465,0.39914812101511743
0.0,196.81,0.5966399598121643,120000,-0.008019968210428488,1.3648054814338684,15,4.0,0.010692811371991412,1.87,1.162077678143978,467,0.35984636170821427
0.0,190.53,0.7337537121772766,128000,-0.0015111920174240368,1.3640072464942932,16,4.0,0.012328836704837158,1.62,1.3095294532179833,470,0.3663293893894761
0.0,188.44,0.800952405333519,136000,-0.002744788307027193,1.366935441493988,17,4.1000000000000085,0.010352993261767552,1.48,1.1822492530941964,473,0.32783261462650615
0.0,210.16,0.7972360116243362,144000,-0.0026126919077069034,1.3419005727767945,18,5.0,0.010476130664465018,2.08,1.2100489893555642,476,0.32895823925494644
0.0,194.45,0.8968368005752564,152000,-0.002864698454504833,1.3386210310459137,19,5.0,0.007842384797986596,1.73,1.0389558261632919,477,0.3192207087396073
0.0,209.17,0.8540745306015015,160000,-0.0027628610767715146,1.348667858839035,20,6.0,0.010874768218491227,2.16,1.2092136710882186,480,0.3693223869132101
0.0,204.3,0.9094113510847092,168000,-0.000806211806484498,1.346410928964615,21,8.0,0.006374976596562192,2.14,0.9372141847014427,481,0.2517907776509516
0.0,203.32,0.8865096443891525,176000,-0.0016935350216226652,1.340121876001358,22,6.0,0.008317093890509568,2.06,1.0601592737436294,482,0.2981702113671261
0.0,210.78,0.934118801355362,184000,-0.0013793718538363464,1.353406091928482,23,6.0,0.006892663951730355,2.21,0.9500332978367806,483,0.2495591281975906
0.0,210.62,0.9240506875514984,192000,-0.0013839872783864848,1.3514966332912446,24,6.0,0.0058104754710802805,2.17,0.8607401455938816,484,0.2621538676985246
0.0,198.68,0.8767788261175156,200000,-0.0016033091966528446,1.3706950104236604,25,5.0,0.007931609178194776,1.77,1.0135679379105569,485,0.2759636370064559
0.0,193.01,0.8618010377883911,208000,-0.0013808786199660972,1.368404836654663,26,5.0,0.008254234878113493,1.6,1.014784434735775,486,0.29577654018979305
0.0,200.01,0.9221667331457138,216000,0.00016983751658699475,1.3564160680770874,27,5.0,0.006660955242696218,1.86,0.9311449068784714,487,0.25204882229610626
0.0,185.54,0.9199669015407562,224000,-0.0005029434920288623,1.3648371517658233,28,5.0,0.006940892843995243,1.53,0.9506988972425461,489,0.24751712277067234
0.0,197.37,0.9109617632627487,232000,-0.0005765366210835055,1.3601689529418945,29,5.0,0.006851187181891874,1.79,0.9440774422883987,492,0.24263493291367194
0.0,208.01,0.9577171003818512,240000,-0.0003136803592497017,1.349191608428955,30,5.0,0.004031533167872112,2.05,0.7158289816975594,495,0.18109317211713882
0.0,210.44,0.942058516740799,248000,-0.001966971111614839,1.3528340005874633,31,5.0,0.006363590351829771,2.13,0.8856237341463565,497,0.24652980107768152
0.0,203.91,0.9658547532558441,256000,-0.0009989665262401103,1.345565632581711,32,5.1000000000000085,0.003658180243219249,2.04,0.669249658882618,501,0.17263202609770473
0.0,206.81,0.9536723476648331,264000,0.0002707172348164022,1.3561303174495698,33,7.1000000000000085,0.005456580425379798,2.13,0.8211899517476559,505,0.2263556136425575
0.0,204.52,0.9525721031427383,272000,-0.0012613514161785133,1.3593030273914337,34,6.1000000000000085,0.004131712875678204,2.06,0.7113377586007118,507,0.1859580833907775
0.0,202.45,0.9690338706970215,280000,-0.0001763140285765985,1.3529245638847351,35,5.0,0.003988097525143531,1.98,0.7147108022868633,509,0.18757645568654374
0.0,201.14,0.9542807656526565,288000,0.0002603017487854231,1.3685460829734801,36,5.0,0.004115167829149868,1.89,0.693114828467369,513,0.1753327906656375
0.0,195.42,0.9631461143493653,296000,-0.0009159737038135063,1.352438017129898,37,5.1000000000000085,0.002956259005877655,1.8,0.5903974451124668,517,0.15051235585366293
0.0,191.53,0.9580357855558396,304000,-0.0012283680924156215,1.3423969757556915,38,5.0,0.004266195964592043,1.69,0.738576550334692,520,0.18941552114244975
0.0,206.07,0.9424486500024796,312000,-0.0013419736018408911,1.349643086194992,39,6.0,0.005132597696210724,2.08,0.7851618391275406,524,0.20414222565656762
0.0,221.02,0.9373294365406036,320000,-0.0001801585889188573,1.363740600347519,40,9.0,0.006263670576736331,2.52,0.8813363578915596,527,0.227440690416999
0.0,223.25,0.9534118992090225,328000,-0.0011874697416715207,1.3563245368003845,41,6.300000000000026,0.004352530924661551,2.52,0.7383779154717922,529,0.18823363457843947
0.0,202.7,0.9351665306091309,336000,0.00013430379074634403,1.3555524516105653,42,5.0,0.0047075497632613405,1.9,0.764449674487114,529,0.2080394014227916
0.0,205.66,0.9472700834274292,344000,-0.0011893131624674425,1.358804990053177,43,5.0,0.0047445345186861235,2.0,0.7836281669139862,532,0.18685536345464887
0.0,202.56,0.9596440756320953,352000,-2.458537888742285e-05,1.3545845925807953,44,5.1000000000000085,0.004092640896560624,1.97,0.7282562005519867,534,0.1856235856246264
0.0,212.2,0.936425911784172,360000,-0.0010979574518933078,1.355430475473404,45,6.0,0.0054215388346347025,2.28,0.8107599392533302,535,0.20963681786065172
0.0,219.12,0.968209200501442,368000,0.00042440040080691686,1.3490875673294067,46,6.300000000000026,0.0033070503480848857,2.43,0.6286926665902137,534,0.15622852616618726
0.0,208.73,0.9522081112861633,376000,-0.0021395418187603356,1.3562650728225707,47,5.0,0.005278098449780373,2.11,0.7688617642223835,535,0.21962865900417455
0.0,218.87,0.9610220432281494,384000,-0.00040033361277892255,1.3475824999809265,48,6.0,0.004414948622288648,2.37,0.71080526009202,539,0.1733779180933631
0.0,222.35,0.9482643955945969,392000,-0.0018563167181855533,1.3528731441497803,49,6.300000000000026,0.004158396802667994,2.5,0.7195906993746758,541,0.17536073784906217
0.0,213.52,0.9175257390737533,400000,0.0014964749790669885,1.3645077085494994,50,5.0,0.005996940554468893,2.26,0.8675908023118972,543,0.22568990495007488
0.0,195.28,0.9245051223039628,408000,-0.0014077585787163117,1.3667947947978973,51,5.0,0.00544444834056776,1.78,0.8345948112010956,544,0.2090160105054582
0.0,194.93,0.9078438675403595,416000,-0.0007311954235774465,1.3611690294742584,52,5.0,0.006990741443587467,1.71,0.9209248173236847,543,0.23427860515596655
0.0,214.54,0.9235549676418304,424000,0.00047276056662667545,1.3608477878570557,53,5.0,0.0055730368496733716,2.29,0.8295649802684784,545,0.1986103852674025
0.0,209.45,0.9165863269567489,432000,-0.0006359058193629607,1.3661632299423219,54,5.0,0.006087161264731549,2.19,0.8956610545516014,547,0.23001243470195454
0.0,200.62,0.8882147830724716,440000,-0.00018973285623360425,1.3634060525894165,55,5.0,0.008682965629268437,1.92,1.0723206046223641,551,0.2878713409544394
0.0,196.06,0.8974082094430923,448000,0.0011846817153127632,1.3618415796756744,56,4.0,0.008306567504187115,1.75,1.0708927416801453,550,0.258975072309817
0.0,206.21,0.9288048762083053,456000,-0.0033136758907494368,1.343609311580658,57,5.0,0.006523568744305521,2.07,0.9301184269785882,549,0.22142576751245815
0.0,215.81,0.9396206766366959,464000,0.0003823268215637654,1.3460018396377564,58,6.0,0.0055976988543989135,2.42,0.8524967893958092,548,0.20624166989511863
0.0,220.45,0.9325838500261306,472000,-0.00028892088412249,1.354201158285141,59,7.1000000000000085,0.00655480474291835,2.55,0.9384797936677933,546,0.21381918489072418
0.0,206.08,0.9243096470832824,480000,-8.850820082443533e-05,1.354927467107773,60,5.0,0.006241265407879837,2.06,0.9155590648949147,547,0.23075742679660918
0.0,212.06,0.898405824303627,488000,0.00025717819637065986,1.3615038371086121,61,5.1000000000000085,0.008273722831509076,2.21,1.0559559762477875,547,0.2512429374054273
0.0,214.3,0.9183611488342285,496000,-0.0024752417765557767,1.3513599252700805,62,5.1000000000000085,0.007860383543884382,2.22,1.0464330971240998,546,0.28267559576077494
0.0,223.92,0.9167287075519561,504000,-0.00023686666891080675,1.3522974252700806,63,6.0,0.007721977216424421,2.46,1.0240419507026672,547,0.26259923434811544
0.0,219.01,0.9181331896781921,512000,-0.0007672029649256728,1.3556198012828826,64,5.1000000000000085,0.007738914395449683,2.36,1.0169201129674912,546,0.26402123973222347
0.0,225.66,0.8855365908145905,520000,0.0003887170960661024,1.3536378204822541,65,6.0,0.009321440893691033,2.55,1.124405480325222,547,0.2617456046067163
0.0,219.67,0.911797861456871,528000,-0.0006450005259830505,1.3554816710948945,66,6.0,0.008514597559114918,2.43,1.0891072005033493,548,0.2625230492051905
0.0,220.92,0.9093931752443314,536000,-0.0031327025103382766,1.351733101606369,67,6.0,0.00989387090667151,2.46,1.1827316716313363,546,0.32406291672497645
0.0,210.7,0.8803830718994141,544000,-0.0008634717692621052,1.3484739685058593,68,5.0,0.011044103007297962,2.29,1.226096886098385,548,0.30229265141379436
0.0,217.27,0.9163860523700714,552000,-0.00046672333577589596,1.3290520906448364,69,5.1000000000000085,0.00848454012768343,2.45,1.1083339625597,549,0.2770418093240357
0.0,228.09,0.891758878827095,560000,-0.003379518313886365,1.3282049918174743,70,7.0,0.008845512575353496,2.79,1.1061316254734992,549,0.2715652615652305
0.0,232.38,0.8806306141614914,568000,-0.0001083816576283425,1.290219247341156,71,7.1000000000000085,0.011756944430526346,2.9,1.2711860328912734,550,0.32442066385297397
0.0,245.46,0.8854508799314499,576000,-0.001942170450638514,1.3021822917461394,72,8.0,0.010026044957339764,3.27,1.1962469017505646,552,0.3038079443346865
0.0,236.6,0.8941113781929017,584000,-0.0052927300083683805,1.301772552728653,73,8.0,0.010969391673570498,3.1,1.2519027000665666,554,0.41252874294044334
0.0,248.44,0.9217172348499298,592000,0.0009777995744661894,1.3123386776447297,74,8.0,0.007953637409955264,3.39,1.0443700528144837,555,0.25974139010981157
0.0,248.28,0.9265987020730972,600000,-0.003249942482216284,1.310043193101883,75,8.100000000000009,0.007792854451108724,3.41,1.0193905466794968,557,0.2777867505443099
0.0,260.96,0.8772650372982025,608000,-0.0038915076397825032,1.3162150585651398,76,9.0,0.009447046408895403,3.76,1.149500741958618,559,0.3110436041178832
0.0,258.31,0.9089514636993408,616000,0.0006243610802630428,1.3104020059108734,77,9.0,0.00806082199444063,3.78,1.0803548783063888,560,0.2776171776186562
0.0,249.05,0.9312555426359177,624000,-0.002396045791101642,1.3208415842056274,78,9.0,0.007330993755022064,3.4,1.0058460050821305,562,0.2597643093776207
0.0,244.1,0.9505548983812332,632000,1.3036406016908585e-07,1.336636004447937,79,9.0,0.004904831899912096,3.25,0.8016634836792946,564,0.2065318533761749
0.0,235.79,0.9200144469738006,640000,-0.001810780338710174,1.3451678943634033,80,9.0,0.00794133914168924,3.01,1.0742267429828645,566,0.26665470993275475
0.0,230.01,0.8898723924160004,648000,-0.0023095960685168395,1.3214689910411834,81,9.0,0.010445000699255615,2.94,1.1991987189650535,568,0.32893396030532956
0.0,236.56,0.9019115734100341,656000,-0.0013016885879915208,1.3057874524593354,82,9.0,0.00939442435046658,3.19,1.159532858133316,570,0.29894583870838715
0.0,242.35,0.9071933501958847,664000,-0.00047966307451133614,1.334329686164856,83,9.0,0.0091783930035308,3.36,1.1319171303510667,571,0.3001192815576993
0.0,247.64,0.8987666589021682,672000,-0.0031617439957335593,1.328185123205185,84,10.0,0.009591501388931646,3.44,1.171327225267887,573,0.31779439501094303
0.0,258.28,0.8838089507818222,680000,-0.0006581925065256655,1.334404045343399,85,10.0,0.011121620952617378,3.68,1.2358182147145271,575,0.31557133442284124
0.0,263.9,0.9053046107292175,688000,-0.0010713559816940687,1.3295751309394837,86,10.0,0.009506417508237063,3.85,1.1648906868696214,576,0.30576449044460274
0.0,259.8,0.9013032388687133,696000,-0.0020097304352384524,1.3442926394939423,87,9.100000000000009,0.009352440028451384,3.78,1.1487491726875305,578,0.30504870174080184
0.0,243.48,0.884569547176361,704000,-0.005411590555449947,1.3265612494945527,88,8.100000000000009,0.012295924306381495,3.3,1.344065323472023,579,0.35659488073600043
0.0,252.33,0.8698306339979172,712000,-0.001253500817110762,1.2891411089897156,89,9.0,0.012039876310154796,3.69,1.2926563948392868,581,0.3711498936725402
0.0,256.53,0.8629599350690842,720000,-0.0016166613443056122,1.3168780207633972,90,9.0,0.011439684145152569,3.74,1.295486613512039,583,0.33369810169064856
0.0,272.32,0.8251437699794769,728000,-0.00884672811778728,1.287374666929245,91,9.0,0.029130936942528933,4.19,1.674708559513092,584,0.5697021461636859
1.0,286.2,0.8625657540559769,736000,-0.0038503633171785624,1.2781554305553435,92,9.0,0.013173244406934827,4.49,1.4170106494426726,586,0.35671435178284205
2.0,294.74,0.8818704307079315,744000,-0.0015234274393878878,1.2703590762615204,93,9.0,0.011792555542197079,4.77,1.3208069056272507,587,0.34755027197275923
1.0,300.6,0.8762147724628448,752000,-0.003106345968262758,1.3038727378845214,94,9.0,0.01193938096286729,5.02,1.329450277686119,589,0.369436396966123
1.0,309.62,0.8311400187015533,760000,-0.0021599602347123436,1.2999273002147675,95,10.0,0.012972566038370133,5.42,1.3828790628910064,590,0.3815493775148424
1.0,300.18,0.862596048116684,768000,-0.00319683427514974,1.2986218881607057,96,10.0,0.012662224306259304,5.09,1.37020274579525,592,0.3633937844406867
1.0,289.87,0.8460850220918655,776000,-0.0040826124174054715,1.268062456846237,97,9.0,0.01521985504310578,4.53,1.4860953521728515,593,0.3901023126929224
1.9000000000000004,291.34,0.8352588850259781,784000,-0.002248963633319363,1.2588593661785126,98,9.0,0.017826703442260623,4.59,1.6451857089996338,595,0.44719948730240533
1.0,288.36,0.8769217222929001,792000,-0.005734005566628184,1.2763278687000275,99,9.0,0.012975286711007356,4.59,1.3966419690847396,596,0.4072225476160359
1.0,296.33,0.848790345788002,800000,-0.002677531251392793,1.2752877366542816,100,10.100000000000009,0.012524466870818287,5.04,1.3749009311199187,597,0.3551995752999201
2.0,313.07,0.7845922589302063,808000,-0.003946454593969975,1.2646023058891296,101,10.100000000000009,0.016879195109941066,5.52,1.5825399988889695,598,0.39856312009944483
2.0,314.01,0.831420533657074,816000,-0.001656152805662714,1.2560749077796936,102,10.100000000000009,0.015296603066381066,5.62,1.5060287791490554,600,0.4089175520571947
2.0,320.56,0.8295649379491806,824000,-0.0036199835501611235,1.224964429140091,103,9.0,0.014330896292813122,5.83,1.448433917760849,601,0.3891989459603413
3.0,327.14,0.8525189763307571,832000,-0.005213266789905901,1.2618728733062745,104,9.0,0.01407501082867384,5.94,1.4588011401891707,602,0.38975741863476876
2.0,334.6,0.8675858128070831,840000,-0.0014719659072579816,1.2744393205642701,105,11.0,0.012952827867120504,6.44,1.3864905160665513,604,0.3531248004649003
2.9000000000000004,338.22,0.8567726808786392,848000,-0.0035132888786029073,1.2628493046760558,106,11.100000000000009,0.0137983233993873,6.56,1.4359713363647462,605,0.3503051942203428
3.0,350.54,0.8528481924533844,856000,-0.0031194878442329355,1.2507948446273804,107,12.0,0.015724788922816514,7.0,1.531304218173027,606,0.4053574383300904
3.0,359.91,0.8789966934919358,864000,-0.0018661974102724343,1.253395745754242,108,12.100000000000009,0.012356612244620918,7.47,1.3510975098609925,608,0.3605970266638885
3.0,366.89,0.8330892109870911,872000,-0.005237103449762799,1.2526533317565918,109,13.0,0.017702605002559723,7.69,1.6407745885848999,609,0.4495892619596097
3.0,373.03,0.8063360440731049,880000,-0.0076823838867130685,1.241588486433029,110,13.0,0.01853074164595455,7.79,1.6746512317657472,611,0.449691186141071
3.0,379.47,0.862204367518425,888000,-0.002100554409553297,1.23082528591156,111,12.0,0.014071292621083557,7.96,1.463107943534851,612,0.3857627775063047
3.0,375.21,0.8380672246217727,896000,-0.0021093343233224006,1.2570717692375184,112,12.0,0.015899382922798397,7.73,1.5271599328517913,613,0.4018607873808751
3.0,367.06,0.8154494553804398,904000,-0.004350247477414086,1.2565948963165283,113,11.100000000000009,0.015592704797163605,7.29,1.5252104055881501,614,0.3981719330793603
3.0,363.68,0.8036724436283111,912000,-0.00037323226526496,1.2418452107906341,114,12.0,0.016690705493092536,7.32,1.5806563180685043,615,0.42718445411063394
3.0,365.38,0.8043857795000077,920000,-0.005896461967349751,1.2621248817443849,115,12.100000000000009,0.015872252522967756,7.48,1.5372433298826218,617,0.4217030644005659
3.0,370.23,0.7855537855625152,928000,-0.0030826821649679913,1.2497282719612122,116,13.0,0.01898387687979266,7.56,1.6858067774772645,618,0.4633519941187248
3.9000000000000004,381.77,0.7625459033250809,936000,-0.006475356970913709,1.2105104285478592,117,14.100000000000009,0.02077155870385468,8.31,1.7628074848651887,619,0.47161035109661076
4.0,397.81,0.8029313308000564,944000,-0.004185199743078556,1.2390555536746979,118,14.100000000000009,0.01742400379385799,8.73,1.6170792484283447,620,0.44287711573364186
4.0,395.88,0.8190901446342468,952000,-0.0008673733226896729,1.2444715797901154,119,13.0,0.015421616043895484,8.58,1.517279686331749,621,0.4107004573947786
4.0,394.83,0.8426867091655731,960000,-0.0038792839596862904,1.2456338334083557,120,13.0,0.01353614583145827,8.53,1.4357363456487655,623,0.38945950201917284
4.0,392.41,0.8050982075929641,968000,-0.002560327569954097,1.223566210269928,121,13.0,0.0158431523386389,8.39,1.5543992978334427,624,0.4251466742960737
4.9,397.84,0.7802022927999497,976000,-0.01015167751989793,1.204219526052475,122,12.0,0.019535800665616988,8.18,1.7174443733692168,625,0.4843126853445366
4.0,396.1,0.783835090994835,984000,-0.004590538051124895,1.2179329192638397,123,12.0,0.0177228900231421,8.1,1.6374086916446686,626,0.4324337459627603
5.0,400.79,0.8219508183002472,992000,-0.004559218739668722,1.2042079639434815,124,11.0,0.016974565200507642,7.94,1.59106795668602,627,0.44354841050074645
5.0,412.04,0.7923573482036591,1000000,-0.004627283665759024,1.187784434556961,125,12.0,0.017044455278664827,8.31,1.6031639331579208,628,0.4414646539320065
5.0,422.47,0.8490948909521103,1008000,-0.00648330167750828,1.2216239416599273,126,12.0,0.014875684122089297,8.46,1.4974933475255967,629,0.4286851178458029
5.0,424.2,0.8227584612369537,1016000,-0.003850519644038286,1.2118577992916106,127,13.0,0.0160935981804505,8.71,1.5634076851606369,630,0.43261220892442487
5.0,430.83,0.8346379286050797,1024000,0.00011956988339079544,1.2402321445941924,128,13.0,0.01474834983702749,9.1,1.489502312541008,631,0.38080420527764586
5.9,429.85,0.8280041694641114,1032000,-0.004386778700354626,1.2367353546619415,129,13.100000000000009,0.016544653456658124,9.34,1.5763885927200318,632,0.4108164405055677
6.0,438.57,0.7710495692491531,1040000,-0.004450294683338143,1.1905926715768873,130,14.0,0.02305818639928475,9.63,1.7032004773616791,633,0.5383559762003539
6.0,437.59,0.7742794805765152,1048000,-0.006615487590170233,1.2108156633377076,131,14.0,0.018701566220261156,9.63,1.685817185640335,634,0.44240462676269887
6.0,439.79,0.8058048021793366,1056000,-0.008234566592145711,1.2198403704166412,132,14.0,0.01977950008586049,9.68,1.729644546508789,635,0.4816194201385933
5.9,446.14,0.7212768596410751,1064000,-0.0018552201351849363,1.1699735963344573,133,14.100000000000009,0.025102083287201822,9.83,1.9333458870649338,636,0.5845300410816039
6.0,455.17,0.7707547289133072,1072000,-0.0018401460716268047,1.2278502261638642,134,14.0,0.01953490125015378,10.08,1.7221819800138474,637,0.48505519017683596
6.0,459.87,0.8199440044164658,1080000,-0.0028926898966892623,1.2369249784946441,135,14.100000000000009,0.017368879183195532,10.04,1.6217084062099456,638,0.44330728421199156
6.0,460.44,0.7919628298282624,1088000,-0.003807142481964547,1.2090468680858613,136,15.0,0.02042474856134504,10.07,1.7412560415267944,639,0.4735207755977723
6.0,464.71,0.757416860461235,1096000,-0.009637147051107605,1.1745254373550416,137,15.100000000000009,0.020565171488560737,10.36,1.7559092634916305,640,0.5079471961730536
6.0,469.94,0.7526822507381439,1104000,0.0014055828226264566,1.1528472739458084,138,16.0,0.022198762651532887,10.78,1.8334428250789643,641,0.5374718132795901
6.0,477.61,0.7335915732383728,1112000,-0.009699768033460714,1.152860143184662,139,15.100000000000009,0.022874630829319356,10.77,1.8680489003658294,642,0.5449184873026021
6.0,473.45,0.7701447409391403,1120000,-0.00033877916459459814,1.1776332128047944,140,16.0,0.020366936079226433,10.79,1.7649963998794556,643,0.5014036489177627
7.0,485.08,0.7616708362102509,1128000,-0.006683871225068288,1.1536196708679198,141,17.0,0.022843873407691718,11.23,1.8648056137561797,644,0.5477496194949789
7.0,491.27,0.7667496216297149,1136000,-0.004952204080764204,1.1516936135292053,142,18.0,0.022347723599523306,11.66,1.8514645934104919,645,0.5190823436149455
7.0,488.83,0.7677072620391846,1144000,-0.003935591637155084,1.1691712844371795,143,17.10000000000001,0.021531222760677336,11.58,1.8158062303066254,646,0.4646920893592914
7.0,498.87,0.7406263035535813,1152000,-0.003175413939898135,1.165143655538559,144,18.0,0.023260495411232113,11.73,1.881094274520874,647,0.5388998290230628
7.0,502.41,0.7825616508722305,1160000,-0.006859448004688602,1.1634679687023164,145,18.0,0.02137275579851121,11.94,1.8008937954902648,648,0.49161432997645416
8.0,510.52,0.761281287074089,1168000,-0.0035189835530763957,1.1432226240634917,146,18.0,0.021750389076769353,12.28,1.8259854853153228,649,0.542956611106338
7.0,504.2,0.7744359040260315,1176000,-0.005670621556928382,1.1862655222415923,147,17.10000000000001,0.02063824140932411,11.95,1.771313227415085,649,0.4867723023501362
7.0,503.23,0.7993570983409881,1184000,-0.005696288421077043,1.19414896607399,148,15.200000000000017,0.017371870074421168,11.46,1.6159955203533172,650,0.41565829719248115
7.0,497.5,0.7816068482398987,1192000,-0.0023762245709076524,1.1522047907114028,149,15.0,0.01851230767555535,11.33,1.6763425463438033,651,0.4765954589475465
7.0,495.14,0.7519840234518052,1200000,-0.004965551401255652,1.1467867839336394,150,15.200000000000017,0.020964747415855526,11.32,1.7835654151439666,652,0.47800300425428544
7.0,503.38,0.7437217020988465,1208000,-0.004347983149054926,1.146276623606682,151,17.0,0.024108863333240152,11.73,1.9145312774181367,653,0.510880071653299
7.0,494.79,0.8103821378946304,1216000,-0.0026333694509230554,1.2064183676242828,152,17.0,0.018249490107409658,11.74,1.6654327100515365,653,0.4287385622369327
7.0,497.24,0.7884818893671036,1224000,-0.008603548334558581,1.206866900920868,153,17.10000000000001,0.018826162782497703,12.08,1.684113941192627,654,0.4833761956389649
7.0,497.81,0.7756835377216339,1232000,-0.00454813838325208,1.185172246694565,154,18.0,0.019216568218544127,12.33,1.7093135434389115,655,0.5044838460505865
7.0,508.43,0.7338033431768417,1240000,-0.006277679319609888,1.136567780971527,155,18.10000000000001,0.023734663892537356,13.0,1.9055636143684387,656,0.5183607863439859
7.0,514.35,0.7701783126592636,1248000,-0.002367715060827322,1.1812996137142182,156,18.10000000000001,0.018912540464662016,12.99,1.6857012343406677,657,0.46102605856166434
7.0,524.41,0.7329819804430008,1256000,-0.0089902924807393,1.1155575442314147,157,19.0,0.022186179435811935,13.27,1.819643703699112,657,0.5226219575558134
7.0,524.12,0.758664789199829,1264000,-0.002783004392404109,1.1553948259353637,158,18.10000000000001,0.02022816048935056,13.02,1.7514249289035797,658,0.5003291960876943
7.0,538.01,0.7449079620838165,1272000,-0.005953829161589965,1.1645574641227723,159,19.0,0.022778645218349994,13.27,1.8474527716636657,659,0.5257090420447759
7.0,544.68,0.742767259478569,1280000,-0.005048982109001372,1.1641610205173492,160,19.0,0.02613199901767075,13.32,1.9861354184150697,660,0.5558541995596294
7.0,541.72,0.7743754035234451,1288000,-0.008161066313041374,1.1667732501029968,161,19.0,0.020735130752436815,13.07,1.7764604145288467,660,0.4693868332510286
7.0,545.19,0.7240898722410202,1296000,-0.008394494932144881,1.1145112931728363,162,19.0,0.024259144011884927,13.25,1.9166655242443085,661,0.5804952440936584
7.0,550.33,0.7493096548318863,1304000,-0.0008691516565158963,1.0780335956811904,163,20.0,0.02527666094712913,13.89,1.9717918205261231,662,0.5646113863885138
7.9,555.82,0.7271660703420639,1312000,-0.009065377006190829,1.0771949756145478,164,20.0,0.022321661207824944,14.15,1.8455229306221008,662,0.510502379420256
7.0,554.74,0.7314415854215622,1320000,-0.005861570528941229,1.1177060103416443,165,20.0,0.0247073668660596,14.28,1.9299127662181854,663,0.5320472915690148
7.0,547.28,0.7438519912958145,1328000,-0.005871665987651795,1.1304488170146942,166,20.0,0.023122041253373027,14.41,1.8825131261348724,664,0.5655630937876398
8.0,551.1,0.7313181447982788,1336000,-0.004841809374920558,1.0955801820755005,167,20.0,0.023501732223667204,14.64,1.8889374005794526,665,0.5322398246409312
8.9,560.67,0.7423755604028702,1344000,-0.008523957048309968,1.0780748671293259,168,21.0,0.028827757891267538,15.09,2.0858288979530335,665,0.6639991011387516
9.0,557.72,0.6967952263355255,1352000,-0.00782849091454409,1.1007191520929336,169,21.0,0.025351106966845692,15.29,1.9577042573690415,666,0.5534823777057681
8.0,559.58,0.7287054497003556,1360000,-0.0016799933975562454,1.1383508270978928,170,21.0,0.02484121500514448,15.09,1.9345414924621582,667,0.5257325439506787
8.9,567.01,0.6830298525094985,1368000,-0.008819794035516679,1.1321297484636306,171,21.0,0.027695847619324924,15.51,2.020113123655319,667,0.5907558226671185
9.0,572.65,0.7064910626411438,1376000,-0.00354964630008908,1.1249532008171081,172,22.0,0.027368557266891004,15.77,2.03543133020401,668,0.5891658791329646
9.0,587.73,0.7221783035993576,1384000,-0.009412520483965636,1.1496571826934814,173,23.0,0.024120443728752435,16.24,1.8990499573945998,669,0.5089529647284925
9.0,597.4,0.7230156397819519,1392000,-0.009652802153723314,1.1207611060142517,174,23.10000000000001,0.027842706427909435,16.46,2.0401329123973846,670,0.6294444612413624
