#{"t_start": 1544715596.6880848, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
0.0,129,44.755996
4.0,281,51.606529
1.0,157,74.402515
0.0,129,77.243491
0.0,127,79.160298
4.0,302,84.8657
0.0,129,87.339482
0.0,125,89.627116
1.0,157,92.72604
0.0,129,95.117367
3.0,255,99.887131
1.0,172,102.912393
5.0,325,109.131654
2.0,201,112.660046
4.0,299,117.568219
0.0,125,119.945674
0.0,129,122.242358
3.0,230,126.841679
4.0,304,131.754874
1.0,173,135.203178
0.0,129,137.496524
5.0,349,143.841032
1.0,177,146.730582
2.0,202,150.458109
0.0,129,152.959158
1.0,175,156.147667
1.0,170,159.038928
1.0,155,161.531554
0.0,127,163.749884
5.0,330,169.583628
0.0,129,171.754657
0.0,129,173.663769
1.0,157,176.325139
2.0,202,179.384966
0.0,127,181.421705
0.0,125,183.241683
3.0,231,187.156219
2.0,204,190.71636
3.0,230,194.43929
1.0,171,197.480884
0.0,125,199.500789
2.0,222,203.015262
0.0,127,205.090138
0.0,129,207.380342
1.0,175,209.931742
0.0,127,211.979087
0.0,129,214.105668
0.0,129,216.316796
