#{"t_start": 1546137686.4217215, "env_id": "BreakoutNoFrameskip-v4"}
r,l,t
8.0,353,87.470943
2.0,203,143.478908
1.0,173,149.46085
1.0,173,155.717321
1.0,152,161.462341
10.0,450,181.413009
2.0,200,189.974133
0.0,129,194.82329
3.0,227,204.370248
0.0,129,209.396661
0.0,125,213.869714
0.0,127,219.030367
0.0,129,224.48973
1.0,157,230.150785
0.0,125,235.163642
1.0,173,242.491139
1.0,178,249.298207
0.0,127,253.831177
1.0,173,260.917542
2.0,225,269.560281
0.0,125,274.536323
2.0,189,282.235315
2.0,220,290.824273
7.0,429,308.89034
3.0,250,319.333316
3.0,249,328.523105
0.0,127,333.180611
1.0,155,339.312451
2.0,202,347.166928
0.0,125,351.885027
0.0,125,356.756749
4.0,299,369.100352
1.0,175,376.618756
1.0,157,382.699954
3.0,252,392.691147
0.0,125,397.515903
0.0,125,402.129113
0.0,129,407.119236
4.0,299,419.086638
0.0,129,423.958824
5.0,346,437.747019
2.0,200,445.717496
2.0,202,453.975596
11.0,503,474.319396
2.0,202,482.40277
3.0,248,492.785698
3.0,248,502.670494
2.0,202,510.946329
0.0,129,515.793905
0.0,127,520.13868
0.0,125,523.684477
2.0,202,529.610651
0.0,129,533.64846
0.0,127,537.185019
0.0,129,540.805185
1.0,174,545.701144
5.0,309,554.303407
1.0,155,558.215399
0.0,129,561.460432
0.0,127,564.875473
0.0,127,567.459367
0.0,129,570.563392
0.0,127,573.776073
1.0,153,577.898346
2.0,198,584.124292
0.0,125,586.997325
0.0,125,589.44158
0.0,129,592.610738
0.0,127,595.585745
0.0,127,598.02152
2.0,205,602.8632
0.0,129,606.038564
2.0,202,611.87433
0.0,129,614.957861
0.0,129,617.734091
12.0,428,627.894331
0.0,127,631.123358
2.0,200,635.616736
0.0,127,639.309682
3.0,248,645.333215
2.0,185,651.011609
2.0,200,655.420762
2.0,202,660.703471
0.0,129,663.605757
8.0,373,677.168708
5.0,350,690.509045
0.0,127,693.025814
0.0,129,697.601125
2.0,202,702.781239
1.0,178,707.838563
3.0,248,714.115408
1.0,171,719.21325
6.0,397,727.842146
2.0,200,734.58956
4.0,297,741.818892
2.0,200,747.948431
0.0,125,750.665683
0.0,127,753.202844
2.0,224,759.003896
2.0,202,763.060858
0.0,129,766.127339
0.0,125,769.015617
1.0,177,773.626679
0.0,129,777.043449
0.0,127,780.179151
0.0,129,783.519594
5.0,350,791.802638
0.0,129,794.552621
3.0,246,800.264783
5.0,326,808.52277
0.0,127,811.529636
0.0,127,814.269678
0.0,127,817.525324
0.0,125,820.761265
0.0,125,824.007985
0.0,123,827.364287
0.0,127,830.301799
0.0,127,833.05427
2.0,202,837.333222
0.0,125,839.814016
4.0,302,847.006124
2.0,220,852.063633
3.0,230,857.789385
2.0,202,862.234686
0.0,129,864.7545
0.0,127,867.406756
0.0,127,870.663553
0.0,129,873.242112
9.0,403,882.150817
0.0,129,885.241791
4.0,299,894.454309
9.0,382,903.374576
1.0,177,907.221853
1.0,176,911.685228
3.0,248,917.763267
10.0,433,930.14831
0.0,125,933.342767
9.0,405,942.810298
0.0,129,945.628016
1.0,155,949.093838
1.0,157,952.424994
6.0,356,960.733091
2.0,226,965.903531
0.0,129,968.45504
2.0,199,972.663095
2.0,202,977.384405
5.0,350,984.907256
0.0,129,988.146057
11.0,503,1000.112477
2.0,203,1004.19584
0.0,127,1006.828457
5.0,332,1015.50028
5.0,350,1025.342093
0.0,127,1028.053504
6.0,376,1036.999531
7.0,425,1047.662953
1.0,153,1051.189976
3.0,251,1056.677944
0.0,127,1059.283216
3.0,255,1065.262255
5.0,347,1073.117904
5.0,329,1081.503646
0.0,127,1084.105936
4.0,267,1089.965476
1.0,178,1094.249217
1.0,175,1098.139076
5.0,350,1106.044709
0.0,123,1108.608422
0.0,127,1111.25725
7.0,424,1122.086462
5.0,326,1129.553715
9.0,404,1139.342938
6.0,399,1150.324747
5.0,349,1158.632755
1.0,171,1162.262985
0.0,129,1164.864217
