policy_entropy,epoch_idx,P09:episode_rewards,P01:episode_rewards,frames,policy_loss,explained_variance,fps,PMM:episode_rewards,episode_length,grad_norm,value_loss,advantage_norm
1.354372163414955,1,3.3999999999999986,0.0,8000,0.017924610606860368,-0.5790918892621995,355,1.3513513513513513,176.64864864864865,2.32596974585737,0.0627093944887747,1.8425439531356096
1.3798245108127594,2,4.0,0.0,16000,0.003467118957778439,0.01790532946586609,172,1.5058823529411764,184.64705882352942,0.24862055406200181,0.0152538236829605,1.2735175279527902
1.3820357203483582,3,4.1000000000000085,0.0,24000,0.0012937560178397688,0.029111042022705078,207,1.64,191.12,0.20454150419002112,0.012338040256181557,1.152341143898666
1.380110546350479,4,3.0,0.0,32000,0.0009317556042515207,0.021912790536880493,232,1.38,181.54,0.21507087870394695,0.011729014375887345,1.11116603910923
1.3783035695552825,5,3.0,0.0,40000,0.002241680150909815,0.053493821620941163,251,1.12,172.81,0.303724484358648,0.014685858218654176,1.2172769485414028
1.3830617201328277,6,3.0,0.0,48000,0.0011237172605501654,0.12690330505371095,265,1.16,173.28,0.2596186991307214,0.013813616291226936,1.257384176403284
1.38450585603714,7,3.1000000000000085,0.0,56000,0.00023811779683455825,0.12401695787906647,276,1.42,183.48,0.24082792974782144,0.01357124087819102,1.2409392085671425
1.3837339985370636,8,3.1000000000000085,0.0,64000,0.0027875145751750097,0.1782936918735504,285,1.51,187.31,0.24728101382407225,0.013836529127001996,1.2286977355182171
1.3762378919124603,9,3.0,0.0,72000,-0.000814918659052637,0.40048148572444914,293,1.35,181.21,0.2967822639826945,0.014743040988541907,1.361155353039503
1.3738387322425842,10,4.0,0.0,80000,-0.0037019826169125735,0.5258380132913589,300,1.51,184.92,0.3295509061918836,0.013725311812013388,1.3111731925606727
1.3744381392002105,11,4.0,0.0,88000,-0.0016708374194422503,0.5127877849340439,305,1.44,180.74,0.35816990933962123,0.014724127181689256,1.3647933854162693
1.355881657600403,12,4.0,0.0,96000,-0.0037596055814719874,0.6494060081243515,309,1.34,181.03,0.29213738868117484,0.011014007044141181,1.194860216677189
1.3529328608512878,13,3.1000000000000085,0.0,104000,-0.0030022096587345006,0.48702296018600466,314,1.34,183.05,0.31162132978026985,0.012587913943571038,1.247955841422081
1.3616263830661774,14,3.0,0.0,112000,0.0004256529817939736,0.7682087081670761,318,1.42,186.47,0.3401404027054465,0.013665989365545101,1.3208317123353481
1.3510294258594513,15,5.0,0.0,120000,4.641038831323385e-06,0.6437081289291382,321,1.79,200.44,0.808207198892201,0.03593761238968,1.8851676547527314
1.3670455384254456,16,5.0,0.0,128000,-0.002043203835200984,0.8511524742841721,324,2.15,212.77,0.2994567210272632,0.009432639515725896,1.1500349488854409
1.3534982752799989,17,5.0,0.0,136000,-0.0020481736297369934,0.8448339295387268,327,1.98,203.5,0.3550258362177846,0.010508963837055489,1.2102822437882423
1.354063585996628,18,5.0,0.0,144000,-0.0012147827667649835,0.8473887550830841,329,1.83,196.14,0.3212119128751121,0.010682953659561463,1.1813342437148093
1.3656335604190826,19,5.0,0.0,152000,0.0001247119321487844,0.6171961182355881,333,1.53,184.79,0.21518524045901088,0.005368008945079055,0.8481668591499328
1.3528458392620086,20,5.0,0.0,160000,-0.0015145666521857492,0.9075366067886352,338,1.6,186.08,0.2767928127273956,0.00836602263734676,1.0365424647927284
1.3445265424251556,21,5.0,0.0,168000,-0.00027169209555722774,0.9180085283517837,344,1.88,197.14,0.2296039074673947,0.00651130638900213,0.9438555988669396
1.3468864095211028,22,6.1000000000000085,0.0,176000,0.00026287735367077405,0.9415084373950958,351,2.25,209.74,0.20150135667817806,0.005237646155292168,0.835037522315979
1.3501174521446229,23,5.200000000000017,0.0,184000,-0.00043650194827932865,0.9510330283641815,356,2.13,204.61,0.18974321632043856,0.004748704140656628,0.7709666088223457
1.351803525686264,24,5.0,0.0,192000,-0.0005815966572845355,0.9391308492422104,363,1.83,195.25,0.19585420400822373,0.0052690050500677895,0.8324196979403495
1.3492049229145051,25,5.0,0.0,200000,-0.0013655906968051568,0.9649300926923752,369,2.07,204.77,0.1623894606365075,0.002995448158180807,0.6178244267404079
1.3454146420955657,26,5.0,0.0,208000,-0.00021077910845633595,0.9591112822294235,375,2.07,204.8,0.18782556143640472,0.004428057680197526,0.7442535346746445
1.3485588598251343,27,5.0,0.0,216000,-0.001316142657015007,0.9613505029678344,380,1.57,184.26,0.15814654973610312,0.003126054842141457,0.6358872024714947
1.349943586587906,28,5.0,0.0,224000,-0.0003079948591766879,0.9639556485414505,384,1.51,184.22,0.1508710297166064,0.0033234143641311677,0.6334634655714035
1.3531690895557404,29,5.0,0.0,232000,-0.000544961062114453,0.9871418315172196,390,1.55,186.96,0.10247234471247044,0.0015877483690564986,0.41926014333963396
1.36334068775177,30,5.0,0.0,240000,-0.0026675311134022194,0.9486275219917297,388,1.63,191.07,0.1988389682941113,0.0052803594872239045,0.7978460469841957
1.340832313299179,31,5.1000000000000085,0.0,248000,-0.0008735364489257336,0.9481159937381745,392,1.75,196.4,0.1390449033622866,0.003450117485190276,0.6144943271577358
1.3565029692649841,32,5.1000000000000085,0.0,256000,-0.0002100865306420019,0.9522964531183242,396,1.79,195.18,0.13241703409769212,0.0034324634264339695,0.6291551233828068
1.368583859205246,33,5.0,0.0,264000,0.0001378525530162733,0.9241598391532898,401,1.66,190.28,0.1822234080547528,0.005572703891957644,0.8102247026562691
1.3625805151462556,34,6.0,0.0,272000,-0.0012669013503546012,0.9430216819047927,404,2.27,213.51,0.18733021554563256,0.005730313481180928,0.8391313755512237
