P01:episode_rewards,P09:episode_rewards,epoch_idx,fps,PMM:episode_rewards,grad_norm,explained_variance,policy_loss,policy_entropy,frames,advantage_norm,episode_length,value_loss
0.0,7.1000000000000085,70,627,2.5,0.2540000436618142,0.9109981328248977,-0.0016460454242769628,1.3097156071662903,560000,1.0395125594735146,215.49,0.007869841304491275
0.0,9.0,71,623,2.89,0.3120194353059538,0.9143343985080719,-0.0002545570622896776,1.3418227350711822,568000,1.1127656906843186,230.74,0.008983088799286634
0.0,9.0,72,620,3.32,0.255890938776621,0.9230830657482147,-0.0009640118947208975,1.334910501241684,576000,1.01745093613863,246.31,0.007698569106869399
0.0,9.0,73,617,3.24,0.23502362127519916,0.9232451695203782,-0.0016672049785847775,1.3455265653133393,584000,0.9478604206442833,245.71,0.006747437021695077
0.0,9.0,74,614,3.23,0.2638724539499242,0.9305867636203766,0.00010478701442480087,1.3548493099212646,592000,1.0147505754232407,244.41,0.007160938512533903
0.0,9.0,75,611,2.89,0.2837107809076802,0.9013722848892212,-0.00045470541779650374,1.3373207998275758,600000,1.1364617452025414,232.82,0.00927897535264492
0.0,6.0,76,609,3.11,0.3116970768589301,0.9173910069465637,-0.0014838153524215159,1.3357291257381438,608000,1.0854694557189941,243.74,0.008409882636042311
0.0,10.0,77,606,3.35,0.22454091215012362,0.929393475651741,-0.0006423065356830194,1.3382721900939942,616000,0.8958677914738655,250.27,0.005866480661206879
0.0,9.100000000000009,78,603,2.9,0.2240218699993125,0.934033836722374,0.0002458034525625408,1.3513125574588776,624000,0.8867083719372749,232.95,0.006056528463377617
0.0,6.0,79,603,2.66,0.30685231719248507,0.8929980677366257,-0.004336805229249876,1.343502334356308,632000,1.166589034795761,226.79,0.009664206667803227
0.0,7.1000000000000085,80,602,3.07,0.30738614072514475,0.9020829695463181,-0.0005251831283021602,1.3450678718090057,640000,1.2130150204896928,239.9,0.010072735811118037
1.0,8.100000000000009,81,601,3.53,0.28149633956633063,0.9169081312417984,-0.003667952038376825,1.335046043395996,648000,1.0750159513950348,257.78,0.00790864170412533
1.0,9.0,82,600,3.99,0.37396847148820156,0.873013995885849,-0.0044519049247901425,1.3169573664665222,656000,1.220234245955944,267.78,0.011423399060731754
1.0,10.0,83,599,3.8,0.33495333267240585,0.8955020201206207,0.0007825609075371176,1.3173630905151368,664000,1.267524202466011,259.91,0.011453858989989385
1.0,11.0,84,598,4.07,0.3834137437209778,0.8408742916584014,-0.0037010351673234256,1.3246911990642547,672000,1.4176978516578673,268.73,0.01345981664257124
1.0,10.100000000000009,85,597,3.8,0.41138100545521555,0.8525790721178055,-0.0059915512625593696,1.282567535638809,680000,1.3882241052389146,264.55,0.0130076317419298
1.0,10.100000000000009,86,597,4.37,0.31189553544025683,0.9050253450870513,-0.002318062906142586,1.2799579870700837,688000,1.1612717685103418,285.18,0.009612825580406935
1.0,10.0,87,596,4.48,0.41402553110473816,0.8396143066883087,-0.001946930551494006,1.2904824268817903,696000,1.3635977298021316,293.16,0.014034318858757616
0.0,9.0,88,595,4.36,0.41865415898581043,0.7816666048765183,-0.00706351111875847,1.2338703107833862,704000,1.619602380990982,288.25,0.01754048330243677
0.0,10.100000000000009,89,594,4.7,0.4024404582812962,0.8093507665395737,0.0005634793732315302,1.299322624206543,712000,1.4557041800022126,302.51,0.01449953822651878
0.0,9.0,90,593,4.17,0.38149698033747137,0.8818380630016327,-0.005754850213997997,1.2757354807853698,720000,1.3394797021150588,283.1,0.011918650704901666
0.0,10.100000000000009,91,593,4.4,0.40373321445078253,0.8269501781463623,-0.005625998367686407,1.2329465556144714,728000,1.4776401609182357,289.67,0.014950762176886201
0.0,11.0,92,592,4.55,0.4061476539399964,0.8212535798549652,-0.0032705850544880377,1.1915985798835755,736000,1.5305231654644011,293.47,0.015715143617708236
0.0,11.0,93,592,5.07,0.42855912686329695,0.8172498148679733,-0.002309422392281704,1.2552509641647338,744000,1.6590101712942122,303.1,0.01850136206485331
1.0,11.0,94,591,5.52,0.5277387445348048,0.8169100832939148,-0.01055042028077878,1.2550251758098603,752000,1.7000361454486848,315.78,0.020363366168458016
1.0,11.0,95,590,5.52,0.4194342009579707,0.8395944821834564,-0.002860415538525558,1.2485950458049775,760000,1.5156798803806304,315.55,0.015628822485450656
1.9000000000000004,11.0,96,589,5.84,0.42428876691175615,0.8418358665704727,-0.00412010257365182,1.2525795376300812,768000,1.4861471158266069,322.74,0.015682125070597977
1.0,10.0,97,589,5.9,0.37733049323337964,0.8966026425361633,-0.002010544510012551,1.275799604654312,776000,1.2868443101644516,329.57,0.01168215370620601
1.0,11.0,98,588,6.08,0.3541847953145586,0.8788518750667572,-0.001307892387994798,1.2854170930385589,784000,1.3396653944253922,338.91,0.012205089305061846
1.0,10.100000000000009,99,588,5.92,0.4957268089010342,0.7930487459897995,-0.00841303558263462,1.2139308214187623,792000,1.7069952714443206,332.42,0.01975200870539993
0.9000000000000004,11.0,100,587,5.93,0.46801836928810653,0.8441748720407486,-0.0015756439536926336,1.2250871658325195,800000,1.5817655515670777,336.69,0.01706629980355501
1.0,11.0,101,586,6.24,0.43673915114618195,0.8339100873470306,-0.00492065770260524,1.2329828071594238,808000,1.593208270072937,350.37,0.01731278186896816
1.9000000000000004,11.0,102,586,6.43,0.4304232726733248,0.8577285468578338,-0.0005630924575962126,1.2772355794906616,816000,1.5269002991914749,357.08,0.015567221287637949
2.0,11.0,103,585,6.65,0.40331032480012097,0.8424662059545517,-0.0029670400149188936,1.2697425293922424,824000,1.447361541390419,363.91,0.014266957512591034
2.0,11.0,104,584,6.57,0.3879245530664113,0.8652131682634354,-0.0025948583730496465,1.2946184849739075,832000,1.3789628541469574,360.57,0.012753006243146956
0.0,11.0,105,583,5.89,0.46526309094105434,0.7786703306436539,-0.005284561906591989,1.2666037678718567,840000,1.6779056805372239,336.15,0.019593923846259714
1.0,11.0,106,583,5.98,0.4682909614786938,0.8520176297426224,-0.006556991921388544,1.2510682046413422,848000,1.5504532384872436,337.93,0.01614334499463439
1.9000000000000004,10.0,107,582,6.15,0.4870945810756257,0.8175037759542465,-0.006493373200064525,1.2223233842849732,856000,1.665988557934761,345.38,0.018391099453438073
1.9000000000000004,11.0,108,581,6.73,0.42190139027860957,0.8250346553325653,-0.003159323063737247,1.2476176190376282,864000,1.5833271723985671,356.49,0.017168595497496428
2.0,11.0,109,581,6.69,0.4122201301012847,0.8662159603834152,-0.003928528237738646,1.2576281821727753,872000,1.4819919168949127,354.11,0.014714168580248953
2.0,11.0,110,580,6.43,0.4268017815433886,0.8483328759670258,-0.004735076115466654,1.2271657955646516,880000,1.5364377534389495,349.12,0.01556736507685855
2.0,11.100000000000009,111,580,6.69,0.4290406031777664,0.8378410613536835,-0.0006023004968301393,1.2414601528644562,888000,1.5646174067258836,351.6,0.016236831811256708
2.0,11.0,112,579,6.06,0.4343610691211246,0.8638405478000641,-0.0014172821209649555,1.2800746273994446,896000,1.4554986906051637,341.26,0.01425950993783772
2.0,11.100000000000009,113,578,6.05,0.4141664696359492,0.8517656928300857,-0.0003094525670167059,1.2805778527259826,904000,1.452545485496521,341.19,0.014305933858267963
2.0,11.100000000000009,114,578,6.2,0.38650710142856737,0.8536168640851974,-0.004914322807744611,1.2495540523529052,912000,1.4284392607212066,343.17,0.013695659711956978
2.0,12.0,115,577,6.14,0.37599738369250607,0.8828226238489151,-0.0027510776955023174,1.2482227492332458,920000,1.3802355897426606,345.98,0.012542137424461544
2.0,13.0,116,577,6.23,0.39551327956622545,0.8587260323762894,-0.0038069854541572567,1.260028485059738,928000,1.3939764350652695,348.13,0.013288229692261667
2.0,13.0,117,576,6.22,0.36373414736550624,0.873484206199646,-0.005620887922559632,1.2345308661460876,936000,1.4053362375497818,343.25,0.013383624099660665
0.0,13.0,118,575,6.53,0.403466823212761,0.8739738029241562,-0.0020962205340038054,1.2403344798088074,944000,1.4971574676036834,342.66,0.015007934449240565
0.0,13.100000000000009,119,575,6.52,0.41967669852125533,0.8434236305952072,-0.004279743193401373,1.2399367105960846,952000,1.5143645387887954,339.68,0.015369854383170605
0.0,13.0,120,574,6.51,0.4024845613163412,0.8812825131416321,-0.0035180309478892013,1.2778490018844604,960000,1.4433977890014649,339.03,0.013967343317344784
0.9000000000000004,12.0,121,574,6.59,0.40193289383276903,0.889051154255867,-0.004111543307662942,1.2836513936519622,968000,1.3664294540882111,346.62,0.012568559991195797
0.9000000000000004,12.0,122,574,6.9,0.4636104258462663,0.8209963870048523,-0.005181988697004271,1.2366542768478395,976000,1.6606280183792115,357.97,0.018241868135519326
0.0,13.100000000000009,123,573,7.3,0.4680247279984366,0.8322840106487274,-0.004221165063790977,1.202386462688446,984000,1.6371877259016037,363.83,0.017603875198401512
0.9000000000000004,12.0,124,573,7.46,0.4029053771198944,0.8620046430826187,-0.003256583025213331,1.245917685031891,992000,1.5127671974897385,363.32,0.015483398577198387
1.0,13.100000000000009,125,573,7.74,0.43230814759267555,0.8285797393321991,-0.003283588688937016,1.2743201851844788,1000000,1.5428975969552994,376.6,0.015967164817266167
1.9000000000000004,13.100000000000009,126,572,8.2,0.5513013260125579,0.7513651788234711,-0.004531978646409698,1.2216715750098228,1008000,1.7167810112237931,390.9,0.021495576198212803
2.0,13.0,127,572,8.25,0.41683272457427223,0.8759358245134353,-0.004247705054003745,1.227733588218689,1016000,1.430349355340004,405.35,0.013804377736523748
3.0,12.100000000000009,128,571,8.18,0.5119840031921362,0.8002199405431747,-0.005595513591397321,1.2319857585430145,1024000,1.7414377427101135,408.53,0.020165289840660988
3.0,13.0,129,571,8.25,0.3881268843091443,0.852384066581726,-0.002494769147015177,1.277684932947159,1032000,1.4367751497030259,408.85,0.013756362344138325
3.0,13.0,130,571,8.49,0.4641215613390171,0.8221347218751908,-0.003987806027871557,1.2488928365707397,1040000,1.6135465359687806,410.46,0.01733835555613041
2.0,13.100000000000009,131,570,8.16,0.43794069286657233,0.8498801636695862,-0.0048452616744907575,1.2162663125991822,1048000,1.5732216906547547,394.51,0.016133641488850117
2.0,14.0,132,570,8.23,0.4491730991948845,0.807308875322342,-0.0032921666686888786,1.213311085999012,1056000,1.5499149680137634,392.15,0.01609595644287765
2.0,12.0,133,569,7.41,0.3830455254125845,0.8894882261753082,-0.0032015118320123295,1.2542433035373688,1064000,1.4472251480817795,373.98,0.013672464606352151
2.0,12.100000000000009,134,569,7.35,0.41254843397297336,0.8809151428937912,-0.0030229235079605133,1.2154381918907164,1072000,1.4309183704853057,373.3,0.013728297965135425
2.0,13.0,135,569,7.73,0.4406696345837025,0.8283478057384491,-0.0029752308646857272,1.2192040646076203,1080000,1.578037748336792,382.76,0.016447349297814072
2.0,15.0,136,568,7.99,0.43795170893176855,0.819034115076065,-0.005554794090567156,1.21926038146019,1088000,1.6888947296142578,392.04,0.018759868615306916
2.0,15.0,137,568,8.54,0.3878659443259865,0.8581517487764359,-0.006245221972640138,1.22403306722641,1096000,1.473292382955551,409.83,0.014539571362547576
2.0,16.0,138,568,9.35,0.3405221279091132,0.8748720210790634,-0.0007119309485278791,1.2724910688400268,1104000,1.3490205842256546,423.74,0.012346571509260685
2.0,16.0,139,567,9.46,0.4143065412870812,0.8542114943265915,-0.002131203154203831,1.280106006860733,1112000,1.5370357257127762,424.33,0.015742477397434413
2.0,15.0,140,567,8.54,0.36010006944657286,0.8759106886386872,-0.0032323818968143314,1.2909930920600892,1120000,1.3613186532258987,403.89,0.012438591283280403
2.0,14.0,141,567,7.86,0.41359303971811234,0.8508564549684524,-0.004135998220881447,1.282460378408432,1128000,1.5124491494894028,384.43,0.015363625669851898
2.0,13.0,142,566,7.44,0.43030772175619103,0.8502711248397827,-0.005175467347144149,1.2527561795711517,1136000,1.5062424570322037,375.18,0.01540716826915741
2.0,12.100000000000009,143,566,7.54,0.42324206217765975,0.8377793848514556,-0.004180243435548618,1.2580437529087067,1144000,1.567314390540123,383.96,0.016419970714487135
2.0,13.0,144,566,7.66,0.4242048152928688,0.8698967653512955,-0.003207558661524672,1.2733727812767028,1152000,1.506201046705246,381.64,0.015071302927099168
2.0,13.0,145,565,7.93,0.47484736542548867,0.8281106489896775,-0.005919034550897777,1.246040748357773,1160000,1.6664224123954774,390.55,0.018424627273343503
2.9000000000000004,13.100000000000009,146,565,8.43,0.5058433269886882,0.8059627848863602,-0.007741097596954205,1.2344955754280091,1168000,1.7726198053359985,403.45,0.02062018480617553
3.0,13.0,147,565,8.55,0.45478018058109,0.8076043260097504,-0.004118111065763514,1.2181571447849273,1176000,1.6090593737363816,399.2,0.01719591289758682
3.9000000000000004,14.100000000000009,148,564,9.28,0.5107714053517602,0.7911651301383972,-0.0018852815119316801,1.2209053337574005,1184000,1.814962136745453,412.84,0.02166614812798798
5.0,15.0,149,564,9.84,0.5180857168860996,0.7874023675918579,-0.00864877422922291,1.1964813601970672,1192000,1.7402529519796373,430.89,0.02006125175859779
5.0,15.100000000000009,150,563,10.12,0.5534217359751226,0.8058409637212753,0.003914013952962705,1.2026234948635102,1200000,1.789407776594162,435.2,0.02148962840437889
5.0,16.10000000000001,151,563,10.19,0.46423186639511177,0.8018082493543625,-0.0016184867468837182,1.2347913205623626,1208000,1.6773827022314072,433.23,0.018698975667357443
5.0,18.0,152,563,10.61,0.48658642485338666,0.8037918698787689,-0.005198353473679163,1.2433240127563476,1216000,1.7134626865386964,446.98,0.01955065763089806
5.0,18.0,153,563,10.49,0.513342799052761,0.807845498919487,-0.007973024973180145,1.2176918494701385,1224000,1.7120700806379319,440.23,0.019433289393782617
6.0,16.10000000000001,154,562,10.38,0.4870848109072227,0.8217938274145127,-0.006870563190313987,1.1813003718852997,1232000,1.6543075692653657,441.25,0.018035534680821003
6.0,18.10000000000001,155,562,10.69,0.5283555115730434,0.7598785793781281,-0.006635447619482875,1.1474565505981444,1240000,1.893263748884201,442.72,0.02347651494666934
6.9,19.0,156,562,11.69,0.6163062200236417,0.7351703310012817,-0.007961125886067748,1.182319118976593,1248000,1.991560958623886,460.44,0.026614660802297293
7.0,19.0,157,561,11.68,0.4691056621707591,0.8187640058994293,-0.0074206125325872565,1.2118638277053833,1256000,1.6961335188150406,461.96,0.019060023021884264
7.0,18.10000000000001,158,561,11.43,0.5871985816711258,0.7065587878227234,-0.007236576346913353,1.1706521308422089,1264000,1.8666649466753007,452.29,0.027479292689822615
6.9,18.10000000000001,159,561,11.87,0.6241780476454561,0.702912620306015,-0.006830562022514641,1.1350239050388335,1272000,2.0063303673267363,463.1,0.026876936731860042
7.0,19.0,160,561,12.28,0.552365794011003,0.7280657428503037,-0.004872436081059277,1.1491988122463226,1280000,1.9383680868148803,470.22,0.024726137444376947
7.0,19.0,161,560,12.57,0.5720221114283482,0.7763278812170029,-0.0043931265186984095,1.1866483438014983,1288000,1.8553932082653046,479.93,0.0229324632557109
7.0,18.10000000000001,162,560,12.44,0.6161852986984419,0.7205647224187851,-0.011363531183451413,1.1574533557891846,1296000,2.004672558307648,483.02,0.02698585989885032
7.0,20.10000000000001,163,560,12.96,0.5066635916220885,0.7266051375865936,-0.0014185460197040812,1.1335187458992004,1304000,1.836688566803932,492.22,0.022019765079021453
8.0,21.0,164,560,13.62,0.5456308815770172,0.7899145442247391,-0.0062409054045565425,1.1588100385665894,1312000,1.8423768317699432,504.92,0.022424168256111442
8.0,21.0,165,560,13.75,0.5913431713076142,0.7764277762174606,-0.009117483381996862,1.1566024100780488,1320000,1.8553401410579682,510.17,0.022966327401809393
8.0,20.10000000000001,166,560,13.7,0.5959461755641484,0.734685400724411,-0.00650516138295643,1.173358951807022,1328000,1.878303838968277,510.15,0.02321421558968723
8.0,20.10000000000001,167,559,13.98,0.5679398975156758,0.7466833901405334,-0.005296005287746084,1.1563960671424867,1336000,1.9037292778491974,505.67,0.023776453784666956
9.0,20.0,168,559,14.23,0.606342472868581,0.7058744710683823,-0.0076097348349867385,1.1350457084178924,1344000,2.0080113697052,506.73,0.02686892112251371
9.0,19.10000000000001,169,559,14.33,0.6791820429865274,0.706898233294487,-0.005036424375139177,1.1384892606735229,1352000,2.0209063398838043,506.42,0.02711185860913247
9.0,19.10000000000001,170,559,14.47,0.5435253766323759,0.7609391337633133,-0.004522090305690654,1.1555041295289994,1360000,1.9166225111484527,502.66,0.02424703530035913
9.0,20.10000000000001,171,559,14.98,0.6186499813768943,0.7061727255582809,-0.012257245672080898,1.093954845070839,1368000,2.0842114329338073,518.34,0.02856847253628075
9.0,21.0,172,558,14.9,0.5648625001464413,0.7419604384899139,-0.005324754469911568,1.1280778872966766,1376000,1.845475870370865,520.71,0.022182475621812046
9.0,21.0,173,558,15.19,0.7357664606803391,0.6767183041572571,-0.00831505085894605,1.0831314796209335,1384000,2.200441390275955,532.27,0.03212976334616542
