P09:episode_rewards,explained_variance,advantage_norm,policy_loss,PMM:episode_rewards,policy_entropy,grad_norm,fps,epoch_idx,P01:episode_rewards,frames,episode_length,value_loss
3.0,-1.6171744346618653,1.8128639999032021,-0.009405450329068117,1.3095238095238095,1.3490917092561723,2.5522503884092336,348,1,0.0,8000,180.64285714285714,0.04415555152309025
3.0,0.004987817406654358,0.976795691177249,0.0008822066232096404,1.1978021978021978,1.3812560689449311,0.15310131375211253,173,2,0.0,16000,174.94505494505495,0.010321510731773741
3.0,-0.05047577679157257,1.0632771861553192,0.00015646033105440438,1.06,1.381328991651535,0.18296473777429687,206,3,0.0,24000,169.03,0.011363482487663532
3.0,0.00012782156467437743,1.043063638433814,0.0013549868908012287,1.06,1.3823350310325622,0.165819752106948,231,4,0.0,32000,169.57,0.011109943087212741
3.0,0.013981391787528991,1.3842517440021038,0.0018525369049166328,1.32,1.3839029848575592,0.1854473797801426,248,5,0.0,40000,180.14,0.01587220133129449
3.0,0.01454092800617218,1.2954345820099116,-0.0013294485793448984,1.54,1.3823589897155761,0.18230834388228387,263,6,0.0,48000,189.06,0.014462759137531976
3.0,0.02503692328929901,0.9748451879993081,0.0004407425271347165,1.33,1.3814940965175628,0.1396258379662876,274,7,0.0,56000,178.99,0.00993749544972161
3.0,0.012828448414802551,1.2725713066011668,0.0024564266647212206,1.27,1.382525132894516,0.16562389306792266,285,8,0.0,64000,175.71,0.01434313009853213
3.0,0.034605212807655335,1.2676585221290588,0.0008120155314099975,1.44,1.3821171605587006,0.16376208134887663,293,9,0.0,72000,182.58,0.014608736089940066
3.0,0.051569499373435974,1.1879054303094745,0.0012207102996762843,1.48,1.382168424129486,0.1757952131550623,301,10,0.0,80000,186.01,0.012886134627296996
3.0,0.10554704844951629,1.1465223621577025,-0.0003932134830392897,1.28,1.3816349339485168,0.20180834901062997,307,11,0.0,88000,178.79,0.01256847499673313
3.0,0.09595399260520936,1.4676978020370006,-0.008441231110482476,1.2,1.3574770379066468,0.6838187734581928,312,12,0.0,96000,174.74,0.04362073622600292
3.0,0.1084617567062378,1.13732494905591,-0.0008512348012300208,1.22,1.369279247522354,0.2568664874037113,315,13,0.0,104000,175.33,0.01148903560344479
3.0,0.19086941182613373,1.3414236031472684,-0.0003455839061643928,1.31,1.3685200309753418,0.32565732136722775,319,14,0.0,112000,178.43,0.014808278238924687
4.0,0.24330717742443084,1.3866865274310112,-0.0002337307622656226,1.36,1.3608817172050476,0.40261796258974863,322,15,0.0,120000,181.31,0.016367586731794292
3.0,0.37634984076023104,1.1539541359245777,-0.0014428461030911422,1.23,1.3695841467380523,0.2900664964745093,325,16,0.0,128000,176.18,0.010878073716303333
3.0,0.4389604073762894,1.3157729183137417,-8.128330751787872e-05,1.19,1.3803709030151368,0.30833789650907284,327,17,0.0,136000,173.71,0.013554050210514106
3.0,0.6929563373327255,1.4402679657936097,-0.0015919359766121488,1.28,1.3611956179141997,0.3993853946540159,329,18,0.0,144000,177.68,0.015048809747677297
5.1000000000000085,0.7125505059957504,1.2428459721803664,-0.00015072874768520705,1.68,1.3707639348506928,0.34282384837638047,333,19,0.0,152000,190.95,0.011469523986452259
6.0,0.7102638024091721,1.5186184769868851,-0.004882259926816914,2.0,1.3458112847805024,0.6405312876792191,339,20,0.0,160000,202.6,0.03149438236840069
5.0,0.8445708394050598,1.1616715931892394,-0.001871905349253211,1.93,1.3600846219062805,0.32363566008216116,345,21,0.0,168000,201.96,0.009669224350946025
5.0,0.8394526326656342,1.3902200555801392,-0.004340088780736551,1.89,1.3441860640048982,0.4576340687783664,352,22,0.0,176000,202.72,0.015285445838235318
5.1000000000000085,0.7848468005657196,1.3637163239717482,-0.003720115078613162,2.23,1.3551719224452972,0.42467737104385345,359,23,0.0,184000,210.98,0.016599374304059892
9.0,0.8846723246574402,1.1185123488306998,-0.0009567243765923194,2.62,1.3537496328353882,0.27169715331343064,367,24,0.0,192000,223.02,0.00876374619314447
5.1000000000000085,0.933638796210289,0.936118124127388,-0.00093026965019817,2.21,1.3388694095611573,0.24613178572819336,373,25,0.0,200000,210.68,0.006457935553626158
5.0,0.9132842952013016,1.0057153934240342,-0.002176828743013175,1.98,1.3449128115177154,0.2916935703204376,379,26,0.0,208000,205.33,0.008853130516363307
5.0,0.9540561628341675,0.7996875360608101,0.0002496950887143612,1.87,1.3444186234474182,0.204484802308785,385,27,0.0,216000,198.83,0.0051897417264990505
5.0,0.9462357866764068,0.7580057322978974,-0.0013436172899673692,1.87,1.345360757112503,0.19628987592554759,391,28,0.0,224000,197.78,0.004339939017081633
4.0,0.9145702683925628,0.9057541206479073,0.00035990338408737444,1.57,1.3459006237983704,0.21682804284797594,397,29,0.0,232000,186.4,0.00621181775117293
5.0,0.9105971282720566,0.7942663577198982,-0.001283588473452255,1.82,1.3418703508377074,0.19689438891529826,403,30,0.0,240000,198.43,0.004899808453919832
5.1000000000000085,0.9500642019510269,0.6760205367207527,8.863256145559717e-05,2.0,1.354758435487747,0.16883970290840122,404,31,0.0,248000,206.69,0.003745474057213869
5.0,0.9654759591817856,0.6787320753931999,-0.0008632286236388609,1.67,1.3457022488117218,0.16921008536068352,408,32,0.0,256000,192.62,0.0038304571519256567
5.1000000000000085,0.9618456822633743,0.7162942779064179,-0.002756313138961559,1.99,1.348568972349167,0.18122859751807727,412,33,0.0,264000,203.02,0.004307978024298791
9.0,0.9382350534200669,0.8092668125033379,0.0008635561970004347,2.64,1.3578825354576112,0.18799870291176557,417,34,0.0,272000,220.72,0.005578192099637818
9.0,0.9623078781366349,0.7229887133836747,-0.001161280434243963,2.43,1.3525271248817443,0.17747246494243984,422,35,0.0,280000,212.32,0.0041079670056933535
7.0,0.954432242512703,0.7020302166044712,-0.0005802039676291315,2.27,1.3407465016841889,0.16564651040247988,426,36,0.0,288000,210.45,0.004206306019914337
5.0,0.9496954154968261,0.7070505979657173,-0.0007785698084626347,2.09,1.3585110318660736,0.1699161737713435,431,37,0.0,296000,207.06,0.004235552023164928
6.0,0.9467861306667328,0.7395287333428859,-0.0006809893556055613,1.94,1.3573453676700593,0.1765169475399445,436,38,0.0,304000,202.34,0.004437605174898635
6.0,0.9364060282707214,0.8587049821019173,-0.0002812640347838169,2.17,1.3695371747016907,0.20554645741980704,439,39,0.0,312000,211.64,0.005903814733610489
5.0,0.9525634616613388,0.8065257805585861,-0.001740896724659251,2.03,1.3629784452915192,0.22144308604143365,443,40,0.0,320000,207.61,0.005052604824886658
5.0,0.9012474018335342,0.7574995064735413,0.000635013792780228,1.59,1.369859298467636,0.18597802128076174,446,41,0.0,328000,190.08,0.004600391775020398
4.1000000000000085,0.9566108465194703,0.7054591093957424,-0.0011828867750591598,1.49,1.3508687376976014,0.17299355844988334,450,42,0.0,336000,185.42,0.004209911713260226
5.0,0.9109351623058319,1.017107605189085,-0.0014322295041347389,1.96,1.3665346586704255,0.23721441360463438,452,43,0.0,344000,202.88,0.007950730795564596
6.0,0.9188681858778,1.060068545639515,-0.0034505949344020336,2.56,1.3613632321357727,0.26298396383227124,455,44,0.0,352000,222.91,0.00863555999530945
5.0,0.9169662421941758,1.0478641536831856,0.00022866325540235266,2.52,1.3658719336986542,0.25772223143384987,459,45,0.0,360000,222.77,0.008253810361493379
