P09:episode_rewards,explained_variance,advantage_norm,policy_loss,PMM:episode_rewards,policy_entropy,grad_norm,fps,epoch_idx,P01:episode_rewards,frames,episode_length,value_loss
5.0,0.8841325038671494,1.022998139858246,-0.001072298769140616,2.48,1.3632626366615295,0.2510319432568152,462,46,0.0,368000,222.37,0.00769103181315586
5.0,0.9252220892906189,0.9645672777295112,-0.0005495264136698097,2.23,1.3537014484405518,0.24155845011397126,466,47,0.0,376000,214.69,0.0069705094286473465
5.0,0.8325506854057312,1.2565772685408592,-0.0017225689929910005,2.24,1.3433858239650727,0.3118779531603201,469,48,0.0,384000,214.47,0.011360605825902894
5.0,0.9288496315479279,0.9269408532977104,-0.0006077677616849542,2.27,1.3527819573879243,0.2230118871998736,472,49,0.0,392000,217.1,0.00665683003666345
4.0,0.9138919413089752,0.9900294637680054,-0.0009431925253011286,1.94,1.3601442098617553,0.24304192163385627,475,50,0.0,400000,203.7,0.0075265036808559675
5.1000000000000085,0.9265338534116745,0.9306085157394409,-0.0019568477683060337,2.08,1.350911546945572,0.22940738075705203,478,51,0.0,408000,208.49,0.006819038223475218
6.0,0.923065156340599,0.9357271745800972,-0.001130610723485006,2.29,1.3430082821846008,0.23079501735300362,481,52,0.0,416000,212.66,0.00676251930417493
6.1000000000000085,0.911365607380867,1.08122359842062,-0.0025244357460178436,2.65,1.3538336265087128,0.2692772200047715,484,53,0.0,424000,224.77,0.008609688599826769
5.1000000000000085,0.8519801115989685,1.2618906953930855,-0.0011107389780227095,2.85,1.3569403350353242,0.30419050950328586,487,54,0.0,432000,233.42,0.01126151040312834
5.1000000000000085,0.8504166460037231,1.1168740731477738,-0.0032332954095909373,2.62,1.3527560353279113,0.29102716430688835,489,55,0.0,440000,227.52,0.009163588533410802
5.1000000000000085,0.9082974714040756,1.0410376688838006,-0.000227997213951312,2.29,1.34927276968956,0.2616929925437439,492,56,0.0,448000,211.74,0.008169471345609055
6.0,0.9372688668966294,0.9282377547025681,-0.0019058784757362446,2.44,1.3467853486537933,0.21654236338151794,495,57,0.0,456000,215.86,0.006288415802991949
9.0,0.9517043477296829,0.8642053347826004,-0.0009023801155854016,2.94,1.3314652526378632,0.22064489585471406,497,58,0.0,464000,233.11,0.005786336174351163
9.0,0.9176950830221177,1.0601345032453537,7.257082383148372e-05,3.37,1.3486901450157165,0.2684497491634941,500,59,0.0,472000,251.56,0.008247588802478277
9.0,0.9498014253377914,0.8514884236454964,-0.001312063187651802,3.16,1.3428990066051483,0.20415939993344165,502,60,0.0,480000,246.66,0.005268198879784905
6.0,0.8642741203308105,1.2193385633826255,-0.0019432295127262478,2.7,1.3479236793518066,0.3184081345302454,505,61,0.0,488000,229.68,0.010888931932277046
7.1000000000000085,0.9014983481168747,1.0784940436482429,-0.0020991038670763375,2.82,1.3470942664146424,0.2709613765309432,507,62,0.0,496000,232.03,0.0085596616048133
7.0,0.8571578764915466,1.2846862477064134,-0.002527502251905389,2.81,1.3570413148403169,0.3266378746269394,509,63,0.0,504000,229.93,0.011482724926900119
7.0,0.9305763816833497,1.0338236343860627,0.0006847649050178006,2.85,1.346328397989273,0.2490310771275807,511,64,0.0,512000,230.61,0.007581734380219132
7.0,0.9357376772165299,0.9853678488731384,-0.0016202554345363751,2.81,1.3408824133872985,0.24155863048769072,513,65,0.0,520000,228.23,0.007078052592696622
6.1000000000000085,0.9078349351882935,1.1241743612289428,-0.0007705210347194225,3.02,1.3472768819332124,0.269350041926815,515,66,0.0,528000,238.94,0.008572691017761827
6.0,0.9038637119531632,1.1481846052408218,-0.0009584169459412806,2.92,1.347048956155777,0.2765174662400333,517,67,0.0,536000,237.09,0.009518688580719754
6.0,0.8818406230211258,1.2540989968180656,-0.0029631304531358184,2.86,1.3284572672843933,0.31377282922460276,519,68,0.0,544000,233.43,0.010710070065688342
5.0,0.8961872112751007,1.168303365111351,-0.0024154468611232004,2.59,1.3396484172344207,0.29490834273827554,521,69,0.0,552000,221.29,0.009343969316687436
6.0,0.898198292851448,1.2063722878694534,-0.0012935268745786744,2.85,1.314294273853302,0.2958719070969987,523,70,0.9000000000000004,560000,232.18,0.009930956943426281
7.0,0.8553958350419998,1.3148866558074952,-0.0027505261612532196,3.08,1.310062083005905,0.3271529831946813,525,71,0.9000000000000004,568000,244.09,0.012246486967196688
7.0,0.8784037399291992,1.299107568860054,-0.004177445539535256,3.4,1.297175509929657,0.32388710341460936,527,72,0.0,576000,258.57,0.011771798116387799
7.0,0.9123405486345291,1.0760000407695771,-0.0010967406068812125,3.42,1.3117784142494202,0.2673040691536644,529,73,0.0,584000,257.71,0.008215571582550183
8.100000000000009,0.8850020331144333,1.2606005516648293,-0.002994643793626892,3.35,1.3195154297351837,0.31585803680391655,530,74,0.0,592000,250.17,0.010932476675370707
6.300000000000026,0.9120580971240997,1.1316451117396356,-0.0005795806681271643,2.97,1.3202004551887512,0.27685858794616847,532,75,0.0,600000,235.61,0.008579104947857559
7.1000000000000085,0.9031015986204147,1.1949199688434602,-0.00538003199355444,2.94,1.306550874710083,0.31182421627814166,534,76,0.0,608000,232.25,0.009472798355855048
7.0,0.884873577952385,1.2402489334344864,-0.003818252583296271,3.17,1.2620357716083526,0.31599760329425564,536,77,0.0,616000,238.46,0.010475451706442982
8.100000000000009,0.9012475663423538,1.1970496714115142,-0.0021852640214638087,3.21,1.280593992471695,0.30215521307860016,537,78,0.0,624000,231.45,0.0099152472615242
9.0,0.9091534000635147,1.1261303794384003,-0.0012561326473041845,3.5,1.3088335084915161,0.293175560530915,539,79,0.0,632000,242.99,0.00862319125677459
9.0,0.8999238306283951,1.2381535536050796,-0.003093871685605336,3.25,1.2900240886211396,0.34126531267052185,541,80,0.0,640000,236.55,0.010762979532591999
9.0,0.9087543457746505,1.0818508833646774,-0.001273608383780811,3.42,1.3205446243286132,0.2588027488210066,543,81,0.0,648000,246.91,0.007955602095462382
9.0,0.8939439755678177,1.1623585885763168,-0.002593650518974755,3.45,1.2985071921348572,0.27543437618821814,544,82,0.0,656000,243.58,0.009379504844546319
9.0,0.9139533025026322,1.0816211551427841,-0.0007293431447760668,3.45,1.2967320883274078,0.29385018681407954,546,83,0.0,664000,248.88,0.007947430656058714
9.0,0.9165687733888626,1.0847860074043274,-0.0022280481900088488,3.83,1.3117868077754975,0.27798342972518947,547,84,0.9000000000000004,672000,257.34,0.007977816150523722
9.0,0.8739893156290054,1.2970757561922073,-0.0017079727871896467,4.19,1.313828204870224,0.3375013344722365,549,85,1.0,680000,269.76,0.011408327200915664
9.0,0.8767243421077728,1.3183794605731964,-0.003667467791819945,4.24,1.3079197549819945,0.3398407837708157,551,86,1.0,688000,270.81,0.011610682979226112
9.0,0.9091942280530929,1.1325498688220978,-0.002062731637561228,4.04,1.298744924068451,0.2849395609438331,552,87,1.0,696000,263.95,0.008675839859060943
8.100000000000009,0.9015114802122116,1.1249206447601319,-0.002978581763745751,3.89,1.3065017783641815,0.27595773472748303,553,88,1.0,704000,260.35,0.009070957694202662
8.0,0.8999171453714371,1.2342940801382065,-0.0030256750489934345,3.82,1.2842908775806428,0.3306651963128933,555,89,1.0,712000,259.8,0.010284649927634747
8.0,0.834831925034523,1.5483035361766815,-0.004330018042237498,4.15,1.2754861736297607,0.42777661747504725,556,90,1.0,720000,271.74,0.015830007202457638
8.0,0.8182975274324417,1.503898715376854,-0.006279737718832621,4.31,1.2778881633281707,0.4031009818014583,558,91,1.0,728000,281.34,0.015081693804822861
8.0,0.857111069560051,1.4046496850252153,-0.0035353323083836584,4.96,1.2334406721591948,0.3564406214138634,559,92,2.0,736000,305.59,0.013228165972977877
9.0,0.8162084025144577,1.543465821146965,-0.007565956929174718,5.74,1.2608921754360198,0.4328143893416486,560,93,2.9000000000000004,744000,325.65,0.01564607860520482
9.0,0.8425601452589035,1.4611113184690476,-0.0057742244080873206,5.9,1.2427667784690857,0.3749161417833468,562,94,3.0,752000,333.6,0.014303464121185243
11.0,0.8431340163946152,1.3936963999271392,-0.0032294003947754392,6.63,1.251412888765335,0.35297801640125465,563,95,3.0,760000,346.35,0.013056872996967285
11.0,0.8402019739151001,1.4245332467556,-0.0026693356184114237,6.37,1.247001997232437,0.36838125710736996,564,96,3.0,768000,321.85,0.013697726028040052
11.0,0.8023711383342743,1.612520762681961,-0.0006031340034678578,6.36,1.2639291977882385,0.42864774522609045,565,97,3.0,776000,322.8,0.017292297496460378
11.0,0.8518106859922409,1.4250091391801833,-0.004106019593309611,6.68,1.2550767469406128,0.37763576945256083,567,98,3.0,784000,328.67,0.013536863017361612
11.0,0.859953738451004,1.4401015442609788,-0.006617753349273698,6.25,1.2366767942905426,0.41855219210080713,568,99,3.0,792000,323.81,0.014421435086987913
11.0,0.8039274072647095,1.5764513957500457,-0.0032402481621102196,6.73,1.2391830742359162,0.3876970922361025,569,100,3.0,800000,345.81,0.01629955929238349
11.0,0.7874149745702743,1.688455954194069,-0.008464593571261503,6.76,1.165175307393074,0.458856479064103,570,101,3.0,808000,355.47,0.018652351247146724
11.100000000000009,0.7726647400856018,1.7873877739906312,-0.007737730153312441,6.64,1.1481786632537843,0.5146533464619593,571,102,3.0,816000,352.82,0.02083508147392422
11.0,0.7914110374450684,1.616325907111168,-0.0016179706424009055,6.63,1.230000343322754,0.4230566019556853,572,103,3.0,824000,360.06,0.017327425139956176
11.0,0.8058786118030548,1.6142152726650238,-0.003737502247095108,6.75,1.2342368853092194,0.46448830307759,573,104,3.0,832000,364.56,0.017313228459097444
12.0,0.8255716103315354,1.641371854543686,-0.008208647810297407,7.05,1.2241956281661988,0.46917847154474984,574,105,3.0,840000,367.89,0.017853035251609983
12.0,0.7898268747329712,1.691875330209732,-0.003401369926868938,7.01,1.240698323249817,0.4521097093387152,575,106,3.0,848000,363.09,0.018854441354051232
12.100000000000009,0.7982336443662643,1.6280116987228395,-0.006996943268168252,7.52,1.2536565506458281,0.4598528088299099,576,107,4.0,856000,377.7,0.017378900740295647
13.0,0.8258290702104568,1.5839479273557664,-0.0013299372102483177,7.89,1.2429948186874389,0.41222697561413285,577,108,4.0,864000,385.7,0.016643920931965112
13.0,0.8333690166473389,1.580404903292656,-0.003824841236928478,8.07,1.2269555282592775,0.4501473828350726,579,109,4.0,872000,388.51,0.016449698060750962
12.0,0.8197333467006683,1.65595010638237,-0.006197458084207028,8.28,1.2422114992141724,0.46955288540242096,580,110,4.9,880000,394.93,0.018373966002836823
12.0,0.8165503066778182,1.5382956653833388,-0.007397394456711481,8.32,1.2182870078086854,0.45673757289018657,580,111,4.9,888000,392.76,0.01562748773954809
12.0,0.7845177531242371,1.6761194795370102,-0.0029512461111880837,8.64,1.1840060985088348,0.45175164375016535,582,112,5.0,896000,394.08,0.01851851975079626
13.0,0.8021780705451965,1.752932657599449,-0.008920748914461001,9.2,1.226504406929016,0.4860574447454922,582,113,5.0,904000,398.09,0.020738228149712087
13.0,0.8293020951747895,1.6125833201408386,-0.003146857832907699,9.12,1.2276649689674377,0.45430326796141707,582,114,5.0,912000,401.15,0.017166197560727597
13.100000000000009,0.7747822111845016,1.8345816713571548,-0.006789460082072765,9.1,1.1915018880367279,0.5571110823085441,582,115,5.0,920000,408.83,0.022238701190799473
14.0,0.7658035606145859,1.8523525524139404,-0.0059368409941998835,9.44,1.193133282661438,0.5376680990628582,583,116,5.0,928000,421.44,0.022529503470286726
14.0,0.7579846674203873,1.9036620151996613,-0.008065367505187169,9.7,1.1314000284671784,0.5993477933350377,583,117,5.0,936000,428.59,0.02393086932133883
14.0,0.8324527549743652,1.5422364604473113,-0.004030109704690404,9.12,1.1870544278621673,0.43964187309992037,583,118,5.0,944000,425.19,0.01568007504567504
14.0,0.8168585991859436,1.6142187297344208,-0.003784973863512278,9.4,1.201522388458252,0.45418471111867226,584,119,6.0,952000,430.57,0.017350672516040503
15.0,0.8051015627384186,1.6554390752315522,-0.004412149944109842,10.11,1.1522065722942352,0.5441877128912556,584,120,6.0,960000,444.89,0.018117775288410486
15.0,0.8207051235437394,1.6744907367229462,-0.006481168277823599,10.2,1.1730762660503387,0.5075994069860326,585,121,6.0,968000,450.65,0.01872227208688855
16.0,0.789258644580841,1.780568979382515,-0.005638460314603435,10.27,1.186650983095169,0.5356805671347213,586,122,6.0,976000,456.29,0.021139374026097356
16.0,0.7589417397975922,1.7447009098529815,-0.005710772702441318,10.58,1.1955206036567687,0.5097335966517077,587,123,6.0,984000,462.19,0.02007106443401426
16.0,0.7486013323068619,1.8802666079998016,-0.004065100309235277,11.04,1.1897684061527252,0.6319986409955615,587,124,6.0,992000,472.01,0.02314658303745091
16.10000000000001,0.7578049612045288,1.8118588531017303,-0.005213715665304335,11.33,1.1802898716926575,0.5224507937012354,588,125,6.0,1000000,479.95,0.021669106828048824
18.0,0.7521664029359818,1.8193702077865601,-0.004369956884765998,11.71,1.1676088380813598,0.5564015585496606,588,126,6.0,1008000,488.21,0.022121653012000024
17.10000000000001,0.7511346781253815,1.9140894150733947,-0.005057204003896913,12.06,1.1388487660884856,0.5474391274664702,589,127,6.9,1016000,492.72,0.02409744427539408
18.0,0.7022613191604614,1.9095192337036133,-0.0021507423499133437,12.6,1.1506640028953552,0.6077902801585493,590,128,7.0,1024000,497.04,0.02490819724742323
19.0,0.7225233125686645,2.1034247243404387,-0.0172833821218228,12.95,1.1569646906852722,0.6767774839407281,590,129,7.0,1032000,512.61,0.029225415997207165
20.0,0.7414910048246384,1.9571798193454741,-0.0034204780437721636,13.24,1.133594074845314,0.5940073463101413,590,130,8.0,1040000,524.27,0.02543740033172071
20.0,0.7850089102983475,1.7135806477069855,-0.008466192658524961,13.33,1.055420576930046,0.5286595710456854,591,131,8.0,1048000,525.66,0.019499330874532463
20.0,0.7373039221763611,1.9603182470798493,-0.004355190316709922,13.47,1.0578180682659148,0.6975039900850742,592,132,8.0,1056000,530.43,0.025040818955749274
20.0,0.7150116807222366,1.885733904838562,-0.0067914349085185675,14.07,1.1162561774253845,0.7063817670937448,592,133,8.0,1064000,548.33,0.023469548989087343
20.0,0.7452130085229873,1.999217895269394,-0.008199923558568117,14.01,1.1635498487949372,0.6994577477576263,592,134,8.0,1072000,548.16,0.02622608265839517
20.0,0.7596667408943176,1.8532885575294495,-0.00722231550142169,13.88,1.1373950618505477,0.6038413366534711,593,135,7.0,1080000,550.67,0.02249016529414803
20.0,0.7724466478824615,1.9138863509893418,-0.00760968922986649,13.59,1.145242419242859,0.642639057343124,593,136,7.0,1088000,543.73,0.023798590297810732
19.10000000000001,0.771975776553154,1.9639802277088165,-0.003308908436447382,13.43,1.1512920534610749,0.7494632074122397,593,137,7.0,1096000,533.28,0.02488363184966147
20.10000000000001,0.8105536812543869,1.8818118560314179,-0.008153960526105947,13.89,1.1494804787635804,0.6755440027108008,593,138,7.9,1104000,544.09,0.023129950864240526
20.0,0.7748634630441665,1.904502398967743,-0.0051714462492964235,13.7,1.161633188724518,0.6803585304074069,594,139,7.0,1112000,533.3,0.02374560035765171
20.10000000000001,0.7018431305885315,2.138818018436432,-0.009493161908358161,13.83,1.114141105413437,1.114065445205548,594,140,7.0,1120000,538.16,0.030161681668832898
21.0,0.7351191145181656,1.9182937550544739,-0.013729199694062118,14.14,1.129582889676094,0.6487044869544509,594,141,8.0,1128000,546.95,0.024740016516298056
22.0,0.7127332985401154,2.0377706372737885,-0.008676240731729195,14.52,1.1287368255853654,0.6721535375455323,595,142,8.0,1136000,551.63,0.02740484045818448
23.0,0.6836800247430801,2.1700495326519014,-0.010641860166215338,14.98,1.1801524066925049,0.7667436443258205,595,143,9.0,1144000,563.44,0.031043968899175524
23.0,0.6890335601568222,2.163937886953354,-0.008382507720962168,15.51,1.1540225613117219,0.6407997324905549,595,144,9.0,1152000,580.09,0.031083503691479563
23.0,0.6383284997940063,2.2211108922958376,-0.004538091355498181,15.92,1.1517101454734802,0.7692368459750176,596,145,10.0,1160000,582.52,0.03322782388888299
23.0,0.7182104933261871,2.0672232091426848,-0.005079574309347663,16.13,1.1205446219444275,0.6903648552204864,596,146,10.0,1168000,588.96,0.0283869410213083
23.0,0.7224351692199708,2.0023833590745928,-0.007659445895114914,16.01,1.163400925397873,0.6413389706985222,596,147,10.0,1176000,587.6,0.026772218104451895
25.10000000000001,0.7459916347265243,2.0343585896492002,-0.007970717916032299,16.12,1.1467103612422944,0.7224721835996936,596,148,10.0,1184000,590.26,0.02729809592477977
26.0,0.6858532416820526,2.125119380950928,-0.011770651999049732,16.47,1.10120403110981,0.7844817903493927,597,149,10.0,1192000,605.92,0.02956527582369745
24.10000000000001,0.7365388906002045,2.035774550437927,-0.006007318127667531,16.58,1.1244858372211457,0.6635299358986455,597,150,10.0,1200000,603.92,0.0274720408488065
25.10000000000001,0.7311784136295318,2.0476657557487488,-0.00629678939745645,17.08,1.1225169610977173,0.7808056735934339,597,151,10.9,1208000,612.7,0.02737433956004679
24.10000000000001,0.7077976191043853,2.030264067649841,-0.009599544955126476,16.69,1.127104995250702,0.6759280914937885,597,152,10.0,1216000,618.11,0.027218663562089206
25.0,0.7310946953296661,2.092782039642334,-0.004312632546643726,16.75,1.0810289579629897,0.6605716560881052,598,153,11.0,1224000,618.89,0.02888096233829856
25.10000000000001,0.743753154873848,2.012813309431076,-0.010252297181286849,17.14,1.0945546877384187,0.7583490839469214,598,154,11.0,1232000,623.92,0.02665119767189026
25.0,0.7179658728837967,1.8896465861797334,-0.0038654712130664847,17.56,1.1420282238721848,0.6215537167547075,598,155,11.0,1240000,631.33,0.023341405969113112
25.200000000000017,0.7031453543901444,2.038024272918701,-0.008298243671306408,17.8,1.117430843114853,0.7381511462473476,598,156,11.0,1248000,624.33,0.027239603102207185
25.0,0.7542623990774154,2.0084775137901305,-0.007609628125792369,17.24,1.081208136677742,0.703660460428284,598,157,11.0,1256000,611.32,0.0271253215521574
27.0,0.7381981891393662,2.046544417142868,-0.007119219685873759,17.41,1.1003834259510041,0.692241942776162,598,158,11.0,1264000,618.12,0.02770886169746518
25.10000000000001,0.7106368207931518,2.209455952644348,-0.006898779561743141,17.41,1.065537806749344,0.8880584422542284,599,159,11.0,1272000,611.94,0.03218792507424951
26.10000000000001,0.7081883144378662,2.141689238548279,-0.010907204428222031,18.05,1.094581549167633,0.6679156585192524,599,160,11.0,1280000,629.6,0.031051887013018132
26.0,0.71108442902565,2.0954842233657835,-0.0014547363828751258,18.13,1.0924514883756637,0.7232272923209971,599,161,11.0,1288000,635.66,0.02901741353329271
26.10000000000001,0.6982874971628189,2.187761472463608,-0.009074435025686398,18.35,1.110009375810623,0.7375223918737746,599,162,11.9,1296000,644.21,0.03194833335932344
27.0,0.6886741530895233,2.2103953409194945,-0.014193545747548341,18.98,1.1011690413951873,0.7873799356630918,599,163,12.0,1304000,659.82,0.03317688705399632
27.0,0.6804531693458558,2.126762402057648,-0.012794750818866305,19.09,1.12055997133255,0.751970395026663,599,164,12.0,1312000,661.73,0.03081436055712402
27.0,0.6518646621704102,2.1650094735622405,-0.015021782275289297,19.37,1.1094540214538575,0.7089855240648579,599,165,12.0,1320000,672.78,0.03288143933285028
28.0,0.7076888889074325,2.1884665906429293,-0.012367089577019215,20.4,1.109833824634552,0.7184415637172923,599,166,12.9,1328000,693.85,0.03234497976489365
28.300000000000026,0.716493216753006,2.119609606266022,-0.007032075168153824,20.5,1.10119326710701,0.6801026740332624,600,167,12.0,1336000,695.09,0.029864414567127823
28.10000000000001,0.6840292489528657,2.1839704084396363,-0.012876093416125514,20.4,1.1229563027620315,0.7139515661491319,600,168,11.9,1344000,684.48,0.03194888229481876
30.0,0.6896674013137818,2.1632751286029817,-0.007238425155053392,20.72,1.0930062288045883,0.630516002875401,600,169,11.0,1352000,683.29,0.03070960136130452
30.10000000000001,0.7148476886749268,2.123160606622696,-0.00697129983222112,21.24,1.094614976644516,0.6593856710337564,600,170,11.0,1360000,686.53,0.0302241737395525
30.10000000000001,0.6689744180440903,2.268915377855301,-0.010194660212146118,21.11,1.0710251921415328,0.8222107325350702,600,171,11.0,1368000,690.85,0.03418101780116558
31.0,0.6948232632875443,2.2097011637687682,-0.007410119114908866,21.35,1.0359414291381837,0.7048720898669463,600,172,11.0,1376000,702.91,0.03230791178531945
31.0,0.7179395043849945,2.114852432012558,-0.01111246126354672,21.52,1.0108768117427827,0.6828128569858647,601,173,11.0,1384000,703.2,0.030086248964071274
30.10000000000001,0.7154340326786042,2.078208086490631,-0.00895690950495009,21.24,1.097766079902649,0.6953055541051049,601,174,11.0,1392000,699.76,0.028654358559288086
