P09:episode_rewards,fps,PMM:episode_rewards,episode_length,policy_entropy,approx_kl_divergence,frames,clip_fraction,epoch_idx,explained_variance,grad_norm,policy_loss,value_loss,P01:episode_rewards,advantage_norm
72.50000000000006,482,17.1875,313.71875,0.7504468737284016,1368.3259626920894,10240,0.6891845703125,1,-4.395968678593635,12206485.661066564,0.07603952803747234,5462287.906243663,0.0,15.968690347671508
200.0,396,78.96825396825396,316.3968253968254,1.732903742790222,0.004526823172142258,20480,0.284765625,2,1.1548399925231934e-08,0.176458613616221,-0.0009097372621909017,0.012314477638574317,0.0,15.968717747926712
250.0,441,105.76923076923077,325.5824175824176,1.7734493404626845,0.0038256888428350065,30720,0.2612548828125,3,-2.6077032089233397e-09,0.05491276187203792,-0.001393439810635755,0.008370410771976821,0.0,15.968717408180236
277.5000000000002,461,147.5,329.12,1.7753689564764499,0.003698183344744166,40960,0.266552734375,4,-1.7508864402770997e-08,0.05104163892449961,-0.002454869913708535,0.007483327299286202,25.0,15.968716949224472
327.5000000000002,473,155.75,336.39,1.7628707408905029,0.0032038672453381877,51200,0.2478515625,5,-2.0116567611694337e-08,0.050248609727124735,-0.0014294866679847474,0.007544604946815525,25.0,15.968717509508133
275.0,487,143.5,329.88,1.7622199915349483,0.003023598896771773,61440,0.2200439453125,6,1.862645149230957e-09,0.051334407271478956,-0.0018000456388108433,0.008170217064616736,47.50000000000001,15.9687175989151
277.5000000000002,497,152.0,334.53,1.7695792064070701,0.003460675501469268,71680,0.2789306640625,7,1.1175870895385742e-08,0.054323863726727664,-0.002496570309085655,0.010038158386851136,50.0,15.968717795610427
307.5000000000006,500,175.25,340.93,1.7655966766178608,0.003785756126239903,81920,0.267626953125,8,-3.054738044738769e-08,0.053937531933613,-0.0021336708377930336,0.009439837859463295,50.0,15.968717604875565
425.0,504,182.25,339.4,1.774882658571005,0.0027937208979437857,92160,0.2163330078125,9,-2.2724270820617674e-08,0.053181922257051165,-0.0011168158358486834,0.008471690222086182,25.0,15.968717449903489
477.5000000000002,506,181.5,332.66,1.7761228777468205,0.0035767869943811093,102400,0.2463134765625,10,-3.7252902984619143e-10,0.054431263967066615,-0.0018624897875270108,0.008427555874732207,25.0,15.968716907501221
355.00000000000045,511,168.25,328.21,1.7802710980176926,0.0035476176092174684,112640,0.2710693359375,11,-1.862645149230957e-09,0.05453223866907912,-0.0022259328383370303,0.009274650213319547,25.0,15.968717604875565
400.0,509,184.0,333.5,1.7785871252417564,0.002806695878462051,122880,0.2104736328125,12,1.7136335372924803e-08,0.055157840054970486,-0.0016146897200087552,0.009740497146503912,25.0,15.96871770620346
275.0,510,164.25,332.39,1.781001477688551,0.003101412151841032,133120,0.2468505859375,13,-1.0430812835693359e-08,0.054100148788921186,-0.001598039679811336,0.008912537127980614,50.0,15.968717277050018
275.0,512,156.0,328.46,1.7747954420745373,0.0032511673407157105,143360,0.2232666015625,14,-4.097819328308106e-09,0.05038461159264383,-0.0019010244672244881,0.0062869211191696195,47.50000000000001,15.968717074394226
250.0,515,134.75,324.39,1.771502361446619,0.0031725810982493386,153600,0.2850830078125,15,-9.313225746154785e-09,0.053424422985960805,-0.0023022827663226053,0.007996057129571455,25.0,15.968717175722123
250.0,516,129.0,325.59,1.7712873123586177,0.0028914996206367504,163840,0.2338623046875,16,1.3783574104309083e-08,0.05309363888389973,-0.001687724856310524,0.008472291505586326,25.0,15.968717497587203
277.5000000000002,519,151.25,333.74,1.765141461789608,0.002917291643336739,174080,0.2295166015625,17,-7.078051567077636e-09,0.054211799649753215,-0.0017172181469504721,0.010465967053369241,25.0,15.968717652559281
325.0,520,168.0,336.84,1.7731804870069028,0.003452895731629724,184320,0.2475830078125,18,-1.862645149230957e-09,0.05517688930228213,-0.001893852627108572,0.009627447968887282,50.0,15.968717980384827
355.00000000000045,521,188.75,344.83,1.7741978548467159,0.003654136384852791,194560,0.2589111328125,19,2.9802322387695314e-09,0.05395249814320754,-0.0019585521495173452,0.009299783996902988,50.0,15.968717074394226
302.5000000000002,520,160.75,332.9,1.7807280011475086,0.0032416418426407744,204800,0.24287109375,20,5.587935447692871e-09,0.05211651790056928,-0.001879037461912958,0.0068296660228043034,25.0,15.968717682361603
327.5000000000002,520,172.5,337.27,1.7810155957937241,0.0025916375216411326,215040,0.2130615234375,21,9.313225746154785e-09,0.0534981788180686,-0.0017717290422297083,0.011066403164295479,25.0,15.96871783733368
350.0,520,157.25,326.33,1.7836045272648335,0.0027229296666860135,225280,0.20341796875,22,-1.3411045074462891e-08,0.05285109932408838,-0.0013767466472927481,0.008057595751395752,22.500000000000007,15.968713468313217
402.5000000000002,522,165.75,328.92,1.763149705529213,0.003262443603955489,235520,0.255078125,23,-3.7252902984619143e-10,0.05229749119886028,-0.0016024997108615934,0.007226202497031408,22.500000000000007,15.968713194131851
402.5000000000002,523,155.25,321.47,1.7683925755321979,0.002477135982951495,245760,0.196435546875,24,-3.725290298461914e-09,0.05361725973991993,-0.0012164295432739892,0.008698423467376416,22.500000000000007,15.968717688322068
302.5000000000002,525,149.25,321.56,1.7838174648582936,0.0031350244541158644,256000,0.248388671875,25,7.82310962677002e-09,0.05504824552857337,-0.001482226550069754,0.008365856364252976,25.0,15.96871749162674
302.5000000000002,525,155.75,323.42,1.7781064189970492,0.0034973449471181082,266240,0.2509521484375,26,-2.6077032089233397e-09,0.054048342960085274,-0.0020701139503216835,0.007355088199574311,25.0,15.968708372116089
300.0,526,152.75,326.63,1.7817987777292728,0.0036397390799720597,276480,0.2702392578125,27,1.6391277313232423e-08,0.05316074975250209,-0.002044355045291013,0.009447267697578355,25.0,15.968717420101166
427.5000000000002,527,172.75,333.92,1.77665833234787,0.0032858010472978094,286720,0.258642578125,28,1.1175870895385742e-09,0.05329873167381484,-0.0018850286465749377,0.008300013873667921,25.0,15.968717515468597
427.5000000000002,527,172.25,337.16,1.7769997917115687,0.002474153319292327,296960,0.1970703125,29,-4.470348358154297e-09,0.0528042425138495,-0.0008909279764338862,0.008564195242797723,25.0,15.968717658519745
427.5000000000002,527,183.0,338.66,1.7719129748642444,0.0031743911247531288,307200,0.21572265625,30,-1.9371509552001954e-08,0.05293962313515681,-0.001908555949194124,0.010482135997153818,25.0,15.968717807531357
360.0000000000009,528,193.5,339.83,1.7738104984164238,0.0025015876674785885,317440,0.2076904296875,31,1.1175870895385742e-08,0.05589744104451215,-0.0015992530283256202,0.010390546860821814,25.0,15.968717074394226
302.5000000000002,528,173.5,333.0,1.7732345081865788,0.0037302398181509487,327680,0.2938232421875,32,2.6077032089233397e-09,0.052093715833155974,-0.0018910949373093899,0.007939282756719023,25.0,15.96871513724327
280.00000000000045,528,166.0,328.08,1.7736393913626671,0.003373268403822749,337920,0.2465576171875,33,3.3527612686157227e-09,0.053129867305155155,-0.001958195766565041,0.0076526828278474564,25.0,15.968717622756959
252.50000000000023,528,137.5,325.71,1.7721406638622283,0.0029598418397029035,348160,0.2252197265625,34,-1.5273690223693846e-08,0.053471519830803706,-0.0013198262709920527,0.008629186064263194,25.0,15.968717497587203
300.0,528,157.5,332.95,1.7721434883773326,0.003403154337763681,358400,0.2380859375,35,2.6077032089233397e-09,0.05324174299647718,-0.0016135764723003375,0.009365852563314547,50.0,15.968717396259308
300.0,528,150.0,335.62,1.778981950134039,0.0021969577865775134,368640,0.187646484375,36,-1.4901161193847656e-08,0.052313380885227745,-0.001574500412971247,0.007862035712423675,50.0,15.96871775984764
300.0,528,160.75,333.94,1.7715082518756389,0.003385694955409235,378880,0.2577392578125,37,-1.7881393432617187e-08,0.05209846542435925,-0.0018882694024796366,0.008343874145930385,25.0,15.968717777729035
300.0,529,148.75,331.32,1.7759553410112858,0.0025560010727872394,389120,0.2072021484375,38,-6.7055225372314455e-09,0.05131706218769875,-0.0015342907085141634,0.0075372976047219705,25.0,15.968717479705811
305.00000000000045,530,150.75,331.32,1.7714238591492175,0.0030394209562643938,399360,0.2242431640625,39,-8.568167686462402e-09,0.055182103623998835,-0.0015344780971645378,0.008320034886492068,22.500000000000007,15.968717682361603
300.0,531,140.25,328.79,1.7652414254844189,0.0031916246791979575,409600,0.2838623046875,40,-7.450580596923828e-09,0.05177844992027743,-0.0018345669748669024,0.006786393850314187,25.0,15.968699878454208
300.0,531,133.0,322.1,1.776817797869444,0.0024861586055067164,419840,0.1814453125,41,-7.450580596923829e-10,0.05178472951596931,-0.0013369804657486384,0.006124351815319074,25.0,15.968713438510894
200.0,532,105.5,315.56,1.7757622748613358,0.0028049624068216873,430080,0.2200927734375,42,8.195638656616212e-09,0.052050051046405844,-0.0006857915795990266,0.005534061877096974,25.0,15.968716669082642
200.0,532,118.75,318.11,1.7860949851572514,0.0026101788117443903,440320,0.2034423828125,43,7.078051567077636e-09,0.053374693757872974,-0.0011640637578238966,0.008647986949290499,25.0,15.968717724084854
280.00000000000045,533,139.5,325.97,1.7759689092636108,0.002802480259214235,450560,0.2192138671875,44,-8.568167686462402e-09,0.053311913046342106,-0.001536749635124579,0.009060101663635578,25.0,15.968717670440673
335.00000000000085,533,165.5,333.28,1.784290761500597,0.002728693638664481,460800,0.2212890625,45,-8.940696716308593e-09,0.05360036221733093,-0.0016284633151371964,0.008636418454580052,25.0,15.968717789649963
302.5000000000002,534,159.25,332.32,1.7810723289847374,0.0036657517795902093,471040,0.26328125,46,-1.30385160446167e-08,0.05374562294403692,-0.0017174307722598314,0.008451264094310318,25.0,15.968715614080429
302.5000000000002,534,159.75,331.23,1.769851480424404,0.0026731592890087085,481280,0.2122314453125,47,1.899898052215576e-08,0.055351960865974215,-0.0012416364199452801,0.007820841312286575,25.0,15.968717157840729
277.5000000000002,533,148.25,325.52,1.7790839716792106,0.003370421038709992,491520,0.2673828125,48,-1.862645149230957e-09,0.05227699665160934,-0.0016227792293648235,0.00800231360417456,25.0,15.968717610836029
