P09:episode_rewards,fps,PMM:episode_rewards,episode_length,policy_entropy,approx_kl_divergence,frames,clip_fraction,epoch_idx,explained_variance,grad_norm,policy_loss,value_loss,P01:episode_rewards,advantage_norm
402.5000000000002,533,156.0,325.52,1.7862830765545368,0.003546555769162296,501760,0.2766845703125,49,4.8428773880004884e-09,0.051977580102240684,-0.002211708085087594,0.007941342131243801,25.0,15.968717229366302
277.5000000000002,533,151.0,325.56,1.7787110008299352,0.0028614486648905315,512000,0.2353759765625,50,-1.4901161193847657e-09,0.05431609392155519,-0.0015010658113169483,0.00903777255289242,47.50000000000001,15.968717414140702
262.5000000000011,534,155.0,328.54,1.7764274649322034,0.0036004135776011026,522240,0.2760009765625,51,-4.097819328308106e-09,0.05454174795370884,-0.0015640536017599515,0.00794588832225145,25.0,15.968717193603515
250.0,535,149.5,329.72,1.7747668139636517,0.003095484185649866,532480,0.21103515625,52,-4.097819328308106e-09,0.05164535563740669,-0.0015624376905179816,0.007181877883454035,25.0,15.968715101480484
250.0,535,143.25,329.08,1.7688631847500802,0.00379117894403862,542720,0.281689453125,53,-4.0978193283081055e-08,0.05343096584162595,-0.0015467568016902078,0.00664065740170372,25.0,15.968716561794281
225.0,534,126.25,321.68,1.7714610017836094,0.0038752059185867436,552960,0.28974609375,54,8.940696716308593e-09,0.05066977228633544,-0.002095714267125004,0.006956117520644511,22.500000000000007,15.96871663928032
305.00000000000045,534,147.5,324.11,1.7625940956175328,0.0023073860655756563,563200,0.19384765625,55,1.862645149230957e-09,0.055324357360524004,-0.0015144099757890216,0.011263279318063724,25.0,15.968717640638351
452.50000000000017,534,170.75,330.9,1.7718493528664112,0.002996731252903828,573440,0.25771484375,56,-1.2665987014770507e-08,0.053059905034507485,-0.001622995278739836,0.008804846381008247,25.0,15.968717342615127
525.0,535,199.75,336.34,1.7622943982481956,0.003406728547702187,583680,0.2776611328125,57,-1.1175870895385742e-08,0.05226362422083967,-0.002297721974173328,0.007884706619688587,22.500000000000007,15.968714368343353
500.0,535,188.25,336.68,1.767989383637905,0.0029706721994557485,593920,0.2504638671875,58,-9.685754776000977e-09,0.05629986220077243,-0.0015409202183946035,0.008484780558046624,0.0,15.968717354536057
500.0,534,184.0,331.54,1.7647238694131375,0.0029852489005122605,604160,0.2427978515625,59,-2.2351741790771484e-08,0.053445897274616884,-0.0018332969724724536,0.009312809837319946,0.0,15.968717473745347
332.5000000000006,534,152.5,325.6,1.7737801603972911,0.0034573300108093007,614400,0.272705078125,60,0.0,0.05162543550107447,-0.0014569223993021296,0.00610563981181258,25.0,15.968716502189636
227.5000000000002,532,137.75,319.64,1.7795197762548924,0.0034222171920532674,624640,0.2642578125,61,-6.7055225372314455e-09,0.05004974804039014,-0.002300019450558466,0.006703940554052679,25.0,15.968716728687287
252.50000000000023,529,133.75,322.83,1.774107178300619,0.002865152757829037,634880,0.2417236328125,62,1.3783574104309083e-08,0.05545862433662767,-0.0020902366104564862,0.010340134820035018,25.0,15.968717610836029
327.5000000000002,528,169.5,330.73,1.7677579306066036,0.002600832977287837,645120,0.2273193359375,63,5.587935447692871e-09,0.056160235725287555,-0.001697815762963728,0.009703686364809982,25.0,15.96871793270111
357.5000000000007,524,194.75,337.65,1.7765069477260114,0.002990057185564865,655360,0.2205322265625,64,1.3411045074462891e-08,0.05390205901749118,-0.0015659996588510694,0.0106930358469981,50.0,15.968717861175538
327.5000000000002,519,186.0,336.43,1.7847155518829823,0.0025015269808079665,665600,0.20078125,65,-2.16066837310791e-08,0.05524803580339972,-0.0015492747923417482,0.008758460453918815,50.0,15.968717443943024
305.00000000000045,518,173.0,334.1,1.78205606341362,0.003088040623310917,675840,0.24599609375,66,7.450580596923828e-09,0.051766527271097894,-0.00201979511512036,0.007059434748407511,25.0,15.968717461824417
250.0,516,138.25,327.98,1.7709381878376007,0.002331508744043731,686080,0.203955078125,67,-1.1175870895385742e-08,0.050383957873279414,-0.0012897799886559369,0.0071520955211695995,25.0,15.9687109708786
202.50000000000023,515,109.25,318.64,1.7497163161635398,0.004074914824340681,696320,0.27626953125,68,5.215406417846679e-09,0.04921589877785042,-0.001665786505691358,0.004922586153008978,0.0,15.968713074922562
200.0,513,105.5,314.29,1.775653187185526,0.002884979381042285,706560,0.235986328125,69,2.570450305938721e-08,0.05191791988410029,-0.0013954285666841315,0.00711782492680868,22.500000000000007,15.968717342615127
200.0,511,103.75,311.55,1.76631770581007,0.0027184937874721983,716800,0.2243408203125,70,-3.7252902984619143e-10,0.051203066012526555,-0.0014018963309354148,0.007917734859165648,0.0,15.96871709227562
330.0000000000004,510,156.5,327.32,1.7743936821818351,0.002685813833022621,727040,0.2404296875,71,1.0430812835693359e-08,0.05620105974644736,-0.0013435973502055275,0.010174292515512207,25.0,15.968717676401138
352.5000000000002,508,160.75,330.86,1.7761128038167953,0.0024594511166696974,737280,0.2181640625,72,-1.0058283805847169e-08,0.05473963669676912,-0.001420203851739643,0.00868793949839528,25.0,15.968717539310456
327.5000000000002,507,164.0,331.85,1.7806700825691224,0.0032008048062266425,747520,0.252490234375,73,1.1175870895385742e-09,0.05387029128818842,-0.0018228547312901355,0.008315396667467213,25.0,15.968717569112778
327.5000000000002,506,152.25,323.95,1.768916916102171,0.002350014963576541,757760,0.1999755859375,74,1.1175870895385742e-09,0.05226097998883718,-0.0016588414455327438,0.00898023491472486,25.0,15.968717783689499
325.0,505,152.5,321.49,1.7604018792510032,0.002859428356603644,768000,0.2458984375,75,-1.899898052215576e-08,0.0514691646426513,-0.0017808952812629285,0.008279219865289632,25.0,15.968717747926712
480.00000000000045,504,181.25,327.24,1.7741010144352913,0.0026190009750052924,778240,0.2158203125,76,1.1175870895385742e-09,0.055021775067904996,-0.0012096554288291371,0.009811421240738128,25.0,15.968717873096466
302.5000000000002,503,154.5,324.39,1.7738780438899995,0.0024907474317274136,788480,0.2035888671875,77,-1.3411045074462891e-08,0.05349970106505266,-0.001154326879986911,0.006866249585573314,25.0,15.96871691942215
330.0000000000004,502,154.75,324.69,1.7797303207218647,0.0032476793995101618,798720,0.26630859375,78,-8.940696716308593e-09,0.05173889281587799,-0.0019089668352535228,0.007762569164560773,25.0,15.968716806173324
250.0,502,131.75,324.18,1.7816955886781216,0.002792867243050523,808960,0.24296875,79,-4.470348358154297e-09,0.05527679944742096,-0.0018199728434410644,0.00813089366620261,25.0,15.968717640638351
275.0,501,142.25,329.43,1.7821923971176148,0.0032664577746771783,819200,0.246875,80,5.587935447692871e-09,0.05300574931465761,-0.0016033069870900363,0.007281623096696421,25.0,15.96871737241745
250.0,499,137.5,328.3,1.7775349117815495,0.0024921397524337863,829440,0.2208251953125,81,-2.2351741790771484e-09,0.05431279431880599,-0.0014819565818470436,0.008632685685370234,25.0,15.96871638894081
252.50000000000023,498,147.0,330.13,1.7532909043133258,0.002569863079673951,839680,0.215087890625,82,-4.470348358154297e-09,0.05247518759993595,-0.0014726875713677145,0.008754664186653827,25.0,15.968717801570893
227.5000000000002,497,143.25,328.46,1.742731650918722,0.002574546251207721,849920,0.217138671875,83,-2.421438694000244e-08,0.05416628999068155,-0.001281187168933684,0.007492037640258786,25.0,15.968716788291932
275.0,496,144.5,328.0,1.7595177441835403,0.0027173165538670217,860160,0.2494384765625,84,8.940696716308593e-09,0.052689936491353694,-0.0011066282797401073,0.008058725825230794,25.0,15.968717694282532
252.50000000000023,496,137.5,324.7,1.7492038242518901,0.00270249119574828,870400,0.2444580078125,85,1.1175870895385742e-09,0.054237807132698566,-0.0011575636013731127,0.009068821549863059,25.0,15.968717700242996
300.0,495,158.75,330.31,1.7636742010712623,0.0022389128486736353,880640,0.193603515625,86,-2.0116567611694337e-08,0.05406277053113766,-0.001879166728394921,0.010314290023416106,25.0,15.96871777176857
450.0,494,180.0,333.52,1.772436824440956,0.0022257153694937417,890880,0.204736328125,87,-1.3783574104309083e-08,0.05515997060671444,-0.001326907080874662,0.00998139128364528,25.0,15.968717515468597
450.0,493,179.0,333.13,1.7791210278868674,0.0033545737302645763,901120,0.2904296875,88,-9.313225746154785e-09,0.04989005347608115,-0.002210231527351425,0.005420826077170204,25.0,15.968716770410538
425.0,493,162.5,330.76,1.775801845639944,0.0025599261627689885,911360,0.218896484375,89,-1.1920928955078126e-08,0.05254829967426786,-0.001126466401547077,0.008152583129913182,25.0,15.968716460466386
275.0,492,148.0,332.98,1.7834573097527027,0.0022044643698222897,921600,0.2146728515625,90,2.3469328880310058e-08,0.055016473260519436,-0.001272391537349904,0.009658018148456904,25.0,15.968716990947723
275.0,492,154.0,337.85,1.7747372560203076,0.002581090535943531,931840,0.2381591796875,91,-1.30385160446167e-08,0.05401097421738436,-0.0016926086286275677,0.009075065350043588,25.0,15.968717736005782
325.0,491,171.75,344.63,1.7710091404616832,0.0025360332886748436,942080,0.2357666015625,92,1.825392246246338e-08,0.05346514239451999,-0.0017709463128994685,0.008871707642174442,25.0,15.968717640638351
435.00000000000085,491,183.5,349.25,1.7747366636991502,0.002434590376731194,952320,0.2285888671875,93,-1.30385160446167e-08,0.0533202445737909,-0.0014459487632848323,0.00803697333085438,25.0,15.96871770620346
330.0000000000004,491,163.0,339.2,1.779660701006651,0.0033349334651802563,962560,0.2646728515625,94,1.4901161193847657e-09,0.052200709150315126,-0.0020962526308721864,0.008374536903045283,25.0,15.968714159727096
302.5000000000002,490,158.5,339.45,1.7818134613335133,0.0025992976653810727,972800,0.2477783203125,95,8.568167686462402e-09,0.054217799154537415,-0.0020205285120027837,0.009495679328392726,25.0,15.96871771812439
300.0,490,132.5,329.51,1.7774971671402455,0.0032273774593477357,983040,0.2697021484375,96,2.421438694000244e-08,0.05158971502609967,-0.0014520688157062978,0.006344282690088221,25.0,15.968717283010482
277.5000000000002,489,128.5,327.94,1.7774647772312164,0.003222161789204847,993280,0.2934814453125,97,3.725290298461914e-09,0.053246038022158305,-0.0015384482772788032,0.006993601660224158,22.500000000000007,15.968716889619827
202.50000000000023,489,108.75,313.75,1.768094254285097,0.003218133258008038,1003520,0.2565185546875,98,-3.3527612686157227e-09,0.04788566912210841,-0.001671175321098417,0.006407612710927424,22.500000000000007,15.968717569112778
250.0,488,121.0,316.71,1.7747279904782771,0.0027947557880452223,1013760,0.2480224609375,99,-1.4901161193847656e-08,0.05174331891032656,-0.0017913739295181586,0.007611391891708763,0.0,15.96871601343155
252.50000000000023,488,132.5,319.87,1.7822253622114659,0.0033047260264993383,1024000,0.260009765625,100,1.0430812835693359e-08,0.05428152459535699,-0.0012898325461719652,0.007892384854312696,0.0,15.968717795610427
287.5000000000011,487,147.0,324.17,1.7764694266021253,0.002270161607418686,1034240,0.19990234375,101,-2.16066837310791e-08,0.053073108852942905,-0.0015890335886069805,0.007957391290801752,22.500000000000007,15.968717610836029
250.0,486,147.5,326.88,1.7675139017403125,0.002969234283807509,1044480,0.284912109375,102,1.4528632164001465e-08,0.05356700983329392,-0.0019212223713111598,0.008223195963228135,25.0,15.968716931343078
250.0,486,147.25,329.09,1.7811780177056789,0.0022392255034674236,1054720,0.19345703125,103,8.195638656616212e-09,0.0530184599411915,-0.0013883129322493915,0.00838921593115165,25.0,15.9687131524086
277.5000000000002,485,153.75,331.29,1.7787821941077708,0.002705147759581905,1064960,0.2341796875,104,-7.078051567077636e-09,0.053637884539644874,-0.0013561906933318823,0.008483598218208498,25.0,15.968717652559281
302.5000000000002,485,165.0,332.41,1.778212310373783,0.002082351793228554,1075200,0.18359375,105,-1.2293457984924316e-08,0.05390374463686874,-0.0010682755255402299,0.010010864647119888,25.0,15.968717485666275
455.0000000000004,485,176.5,330.73,1.7776532135903835,0.0033060051432698854,1085440,0.304931640625,106,-3.7252902984619143e-10,0.05331900902587346,-0.0019760418173973447,0.0077949990866727605,25.0,15.968717575073242
342.5000000000015,484,157.0,324.9,1.7753883130848407,0.0026699946630344583,1095680,0.248486328125,107,-1.1175870895385742e-08,0.05322993647459138,-0.0009493455931078642,0.006561099401528736,25.0,15.968715077638626
302.5000000000002,484,143.0,322.04,1.7782734706997871,0.0032104480097274292,1105920,0.2779541015625,108,-1.4901161193847657e-09,0.05711373513029393,-0.0015376718372863251,0.009098170050219779,25.0,15.968717694282532
275.0,483,122.75,320.59,1.7798619069159032,0.002477644249859168,1116160,0.2489501953125,109,1.862645149230957e-09,0.05462421453810997,-0.0016817767504107906,0.008291845934490994,25.0,15.968717736005782
275.0,483,136.25,326.2,1.7734559901058673,0.0023464080301380365,1126400,0.2291259765625,110,2.7939677238464355e-08,0.05077227745421884,-0.0017325071792583912,0.007219321072261664,25.0,15.96871766448021
275.0,482,139.25,326.34,1.7762672774493695,0.0026041622836942223,1136640,0.2404052734375,111,-2.2351741790771484e-09,0.05233353830376134,-0.0011839257211249787,0.007169182099733007,25.0,15.968717509508133
382.5000000000007,482,145.25,325.97,1.7818781055510045,0.0022098774099958973,1146880,0.190966796875,112,-2.3469328880310058e-08,0.05470316069301749,-0.0011800348263932392,0.007532291963434546,25.0,15.968717885017394
450.0,482,156.0,328.93,1.7820232324302197,0.0026264923169378564,1157120,0.2494384765625,113,-1.4901161193847657e-09,0.0530405362455898,-0.001731313608615892,0.009168697742506993,25.0,15.968717247247696
335.00000000000085,481,138.5,323.89,1.763713051378727,0.002321407672491205,1167360,0.22998046875,114,-9.685754776000977e-09,0.05361434082810061,-0.001046142348786816,0.005505846754931554,25.0,15.968717139959335
300.0,481,125.5,319.01,1.7621241725981236,0.0025558397593556494,1177600,0.230908203125,115,5.960464477539063e-09,0.05157624225233517,-0.0012722637875413056,0.006117750001209288,22.500000000000007,15.96871668100357
255.00000000000043,481,115.75,313.39,1.767484124749899,0.0031989294990779626,1187840,0.301123046875,116,-8.940696716308593e-09,0.050820390513331495,-0.001970238858120865,0.007729590907092643,22.500000000000007,15.968717563152314
402.5000000000002,481,141.25,324.23,1.7827822715044022,0.0023600418176158654,1198080,0.2145263671875,117,-1.825392246246338e-08,0.05334219848418176,-0.00151934028181131,0.007152937632736211,22.500000000000007,15.968716979026794
475.0,480,152.25,325.45,1.7757919169962406,0.003168793338238629,1208320,0.279296875,118,5.587935447692871e-09,0.04993920544931927,-0.0022802483856139586,0.007157575049535581,0.0,15.968716609477998
430.0000000000004,480,146.5,327.36,1.7389139376580716,0.0031035323046239684,1218560,0.2734130859375,119,7.078051567077636e-09,0.051796021536902805,-0.0018258813506690785,0.006152583576090364,0.0,15.968715393543244
312.5000000000011,480,132.25,320.5,1.7702943071722985,0.0024357794596426173,1228800,0.234228515625,120,8.195638656616212e-09,0.05433829654249127,-0.0009151501788437599,0.007648172087829153,0.0,15.968717366456985
255.00000000000043,479,135.0,325.29,1.7757274575531483,0.0028600276279462378,1239040,0.2499267578125,121,5.960464477539063e-09,0.05279812069317001,-0.001353177893543034,0.007265233409270877,0.0,15.968716931343078
300.0,479,143.0,327.71,1.786783753335476,0.0022343677203195966,1249280,0.2250244140625,122,2.2351741790771484e-09,0.052657600023400766,-0.0013275563094794051,0.008368072737721378,0.0,15.968717730045318
300.0,478,150.5,328.36,1.7823959700763226,0.0023494192280651303,1259520,0.242578125,123,-1.4901161193847657e-09,0.05408963180539263,-0.001571103016976849,0.008235904557704999,25.0,15.96871758699417
300.0,478,148.75,325.99,1.7807824313640594,0.002266556766846861,1269760,0.2224609375,124,-3.3527612686157227e-09,0.05374535867941542,-0.0013731959428696428,0.00730221593312308,25.0,15.968715780973435
225.0,478,134.0,319.85,1.771249783039093,0.0031626707442228507,1280000,0.2885986328125,125,4.470348358154297e-09,0.05014661085110232,-0.0014062411610211711,0.006148874405639049,22.500000000000007,15.968715810775757
225.0,478,117.75,319.36,1.7731427244842053,0.0028466436197732035,1290240,0.273291015625,126,2.7567148208618165e-08,0.05413038632438426,-0.0010827207057445775,0.00718889102695357,25.0,15.968717777729035
225.0,477,111.0,316.55,1.7759665362536907,0.0035538636776124123,1300480,0.28271484375,127,8.940696716308593e-09,0.05050133382847195,-0.0017631489914492703,0.006114285814621212,0.0,15.968714433908463
227.5000000000002,477,121.5,320.48,1.7731961399316787,0.002828598867961318,1310720,0.2747802734375,128,7.82310962677002e-09,0.05253909068314051,-0.001536692813897389,0.007441092124417991,0.0,15.96871155500412
302.5000000000002,476,152.25,327.76,1.7804519362747668,0.0024069358757117243,1320960,0.24853515625,129,-2.6077032089233397e-09,0.05669543636444585,-0.0015340484609623673,0.011693310269038193,22.500000000000007,15.968717980384827
327.5000000000002,476,170.25,333.37,1.7782863788306713,0.0022740270077605375,1331200,0.22060546875,130,8.195638656616212e-09,0.054104353259996296,-0.0013811823977448513,0.008983773080035461,25.0,15.968717622756959
365.0000000000013,476,182.25,337.64,1.7839095510542393,0.0027005831540577673,1341440,0.23466796875,131,0.0,0.05071055713823813,-0.0010816465350217187,0.0072714500377742295,47.50000000000001,15.968717521429062
355.00000000000045,475,159.0,333.14,1.7816061943769455,0.002070438651787754,1351680,0.1868408203125,132,-8.940696716308593e-09,0.052219840724842814,-0.0008105181223072577,0.007046760217417613,0.0,15.968717396259308
277.5000000000002,475,135.0,325.15,1.767752366513014,0.0031300459760359445,1361920,0.2944091796875,133,-1.2293457984924316e-08,0.053989874497069754,-0.001967150680866325,0.008425549294133815,0.0,15.968717509508133
252.50000000000023,475,137.5,331.07,1.7576027683913709,0.002018127558244487,1372160,0.2146484375,134,7.82310962677002e-09,0.05339295726007252,-0.0012879742949735372,0.00906900278869216,25.0,15.968717360496521
300.0,475,154.5,333.96,1.7760180912911891,0.0021826404143752143,1382400,0.20947265625,135,1.601874828338623e-08,0.05367089702941128,-0.0011565742286620661,0.009142565723470853,47.50000000000001,15.968717014789581
302.5000000000002,475,152.5,328.41,1.7765422075986863,0.003149817709117997,1392640,0.2875244140625,136,6.332993507385254e-09,0.05143660968967197,-0.0016525549573998433,0.006075578410528237,25.0,15.968713563680648
