advantage_norm,PMM:episode_rewards,P09:episode_rewards,policy_loss,grad_norm,episode_length,epoch_idx,P01:episode_rewards,explained_variance,policy_entropy,value_loss,frames,fps
7.104502412602305,1.1794871794871795,3.0,0.2508766591428139,51.208859131134425,175.05128205128204,1,0.0,-2.865279715657234,1.3038563548773527,2.3487215169366435,8000,557
0.7679313568212092,1.3218390804597702,4.0,-0.00015454795684490818,0.11398934830462824,180.183908045977,2,0.0,-4.369519373774528,1.3798334050178527,0.006376358660518235,16000,351
0.760454179905355,1.53,4.0,0.0002581635462047416,0.10273923463566594,188.32,3,0.0,-4.798783301711082,1.38095432639122,0.006176955759003704,24000,394
0.8166522035188973,1.71,4.0,-0.00013204158778535203,0.10189960631889114,194.48,4,0.0,-3.270127734541893,1.3771701073646545,0.0066137352503983496,32000,427
0.743953347299248,1.72,4.0,-0.0004458674383386096,0.10133956012862144,193.24,5,0.0,-3.2103177201747894,1.3750118005275727,0.005941996431047301,40000,447
0.863712458088994,1.85,5.0,0.00021491749459528364,0.12590822349435704,199.57,6,0.0,-2.0847154849767686,1.3767279839515687,0.007107064954007001,48000,459
0.7782497464306652,2.05,5.0,-0.00017006650567054748,0.10086505935350262,208.07,7,0.0,-2.3347941029071806,1.381222484111786,0.006253303036232865,56000,462
0.6896195398084819,1.54,4.0,0.00043889664913876914,0.09502225312920932,190.38,8,0.0,-2.553659263253212,1.3828851449489594,0.005502427163853554,64000,461
0.8834580317884684,1.66,4.0,-6.396319135092199e-05,0.1420708524218324,195.04,9,0.0,-0.9759813863039016,1.381814820766449,0.007409462017285477,72000,459
0.7542553123831749,1.76,4.1000000000000085,3.772174648474902e-05,0.11441451034612449,199.25,10,0.0,-1.9600257927179336,1.3820532655715942,0.006211692109000069,80000,457
0.6981899546086788,1.74,4.1000000000000085,0.000763933681009803,0.09823740581934574,198.46,11,0.0,-1.886926185488701,1.3832811903953552,0.005565308162954352,88000,455
0.6935653873533011,1.26,3.0,0.0007503579375043045,0.09188562991866231,179.4,12,0.0,-2.077959706783295,1.384911847114563,0.005045591192165375,96000,453
0.6383531075343489,1.28,3.0,-0.0003068056068150327,0.10012213021011013,178.61,13,0.0,-3.6593549418449403,1.3828293871879578,0.0047593712878915536,104000,452
0.6863576970994473,1.32,3.0,0.00010906352137681097,0.10239637808243345,179.03,14,0.0,-3.1991919761896135,1.3828503251075746,0.0050106006055284525,112000,452
0.6295645219832658,1.16,3.0,0.0005564571009017527,0.09592482271152798,173.19,15,0.0,-3.019807279706001,1.383989372253418,0.004165119359258824,120000,451
0.6640785584971308,1.28,3.0,-0.00012984389872144675,0.10704867820715132,177.58,16,0.0,-1.6769072902202606,1.383628373146057,0.004505180468358958,128000,450
0.6815719975158572,1.32,3.1000000000000085,-0.0005046561560084228,0.12566739472239907,180.4,17,0.0,-2.8475648844242096,1.3826287961006165,0.0044495491716588734,136000,450
0.5703275962918997,1.27,3.0,0.0005798819387564435,0.10294960485336241,179.13,18,0.0,-2.332001630663872,1.3833818745613098,0.003525603466878238,144000,450
