frames,grad_norm,epoch_idx,fps,value_loss,PMM:episode_rewards,advantage_norm,policy_entropy,policy_loss,explained_variance,P01:episode_rewards,episode_length,approx_kl_divergence,clip_fraction,P09:episode_rewards
266240,0.05012413300465578,26,521,0.00605575337275468,127.25,15.968715178966523,1.7670606024563313,-0.0021653177882399177,-2.3469328880310058e-08,0.0,325.95,0.003919835757636747,0.2931640625,252.50000000000023
276480,0.05655757709083228,27,522,0.00897438449630954,130.75,15.968714475631714,1.776993092894554,-0.0015409447507408914,8.940696716308593e-09,22.500000000000007,325.31,0.0030006940194937217,0.2467041015625,250.0
286720,0.05256673032272644,28,523,0.00729284631347582,130.5,15.968717348575591,1.7742723561823368,-0.0024573859034717318,1.7508864402770997e-08,25.0,325.2,0.003225154327128621,0.257373046875,250.0
296960,0.053593068950303045,29,523,0.00836120936014595,139.5,15.968716877698899,1.7830073848366736,-0.0016620073078229326,-1.2293457984924316e-08,25.0,326.37,0.0029509428837627637,0.238232421875,255.00000000000043
307200,0.054352055512064276,30,523,0.009733737391979958,148.0,15.968717849254608,1.782408557832241,-0.0015576930731185713,0.0,25.0,330.44,0.0032314782273033414,0.2513427734375,302.5000000000002
317440,0.05147032241037965,31,524,0.006342522869783806,163.75,15.968716776371002,1.767257172614336,-0.001659332915005507,1.1175870895385742e-09,25.0,334.52,0.0037664038727314164,0.269189453125,327.5000000000002
327680,0.05318287526625974,32,524,0.007712986533169897,157.5,15.96871713399887,1.76139652505517,-0.0018033229032880626,-7.078051567077636e-09,25.0,330.32,0.0029966557984948848,0.2491943359375,300.0
337920,0.05011323391929249,33,525,0.006782603445196855,143.5,15.968713307380677,1.7708800464868546,-0.001389644585287897,7.450580596923829e-10,25.0,319.34,0.003010548202701102,0.2486083984375,310.00000000000085
348160,0.050984377773250024,34,525,0.005657776725317376,122.5,15.968713247776032,1.778745549172163,-0.0019077543294770294,-1.30385160446167e-08,0.0,311.53,0.0037382881481761387,0.25810546875,277.5000000000002
358400,0.05405664235536104,35,525,0.00996912839163997,144.75,15.968717432022094,1.7810318529605866,-0.0017007726502924925,-5.215406417846679e-09,0.0,319.72,0.0027298233112446725,0.2172119140625,402.5000000000002
368640,0.05683646543299675,36,525,0.010812758152314927,163.25,15.968717849254608,1.775796141475439,-0.0014979991614382016,2.644956111907959e-08,22.500000000000007,332.73,0.00306616581484036,0.23642578125,357.5000000000007
378880,0.05639314236071537,37,526,0.009377544354038037,182.5,15.968717312812805,1.7832278288900851,-0.0015447736841451842,3.725290298461914e-09,22.500000000000007,340.77,0.0033709929763631407,0.2479248046875,350.0
389120,0.055546131314084354,38,527,0.00960845784980222,181.25,15.968716138601303,1.779557254910469,-0.0012206338451505871,-3.7252902984619143e-10,25.0,344.04,0.0024405085089085786,0.1998291015625,327.5000000000002
399360,0.052554597737297794,39,527,0.008125987072344288,177.25,15.968717652559281,1.7575281359255315,-0.0022189810402778675,9.313225746154785e-09,25.0,341.45,0.0031525417274451684,0.25458984375,350.0
409600,0.05523862089566485,40,525,0.00739459654514576,156.5,15.968717515468597,1.762112531065941,-0.0012189398406917463,-1.5273690223693846e-08,25.0,331.3,0.0032202312758158767,0.253173828125,327.5000000000002
419840,0.05176354863823103,41,525,0.00935367192078047,168.5,15.968717497587203,1.7825888499617577,-0.0015365097475296351,4.470348358154297e-09,25.0,329.79,0.003297993667240462,0.222802734375,450.0
430080,0.05058726771706303,42,526,0.006702675154417648,164.0,15.968716812133788,1.7844413854181767,-0.001865736836771248,-7.450580596923829e-10,25.0,332.59,0.0029485577138757433,0.2448974609375,450.0
440320,0.053504766253822354,43,526,0.007982664930204919,162.0,15.968717676401138,1.7797623239457607,-0.0014081398236157837,1.0430812835693359e-08,25.0,335.28,0.002550815574653598,0.1948486328125,450.0
450560,0.05283238562625725,44,526,0.009059617698267176,149.25,15.968717479705811,1.7778162680566312,-0.0014368816337082535,-2.1979212760925294e-08,0.0,334.92,0.0026131193544301824,0.2149658203125,300.0
460800,0.05257802552244586,45,526,0.005618525352332426,135.0,15.968711459636689,1.7692988820374012,-0.0016198732930206461,1.7508864402770997e-08,0.0,323.12,0.002920703267545832,0.244140625,277.5000000000002
471040,0.0519958484333517,46,527,0.0066612614705387155,122.25,15.968688797950744,1.7680359356105328,-0.0011514320460264571,-6.332993507385254e-09,0.0,316.09,0.0027610040513252445,0.2159423828125,250.0
481280,0.052083867960644056,47,527,0.006625096727339042,110.5,15.968716144561768,1.780295293033123,-0.0018708966399572091,1.1175870895385742e-09,0.0,310.81,0.0032555538610154144,0.2702880859375,252.50000000000023
491520,0.052205611822208745,48,527,0.008293857508419933,126.75,15.968714982271194,1.7795641385018826,-0.0018775437118165427,5.215406417846679e-09,0.0,317.17,0.0028851760494148946,0.230322265625,275.0
501760,0.05430781513915765,49,527,0.008162937147608318,130.75,15.968717563152314,1.785539846122265,-0.0015821841265278636,1.1920928955078126e-08,25.0,319.78,0.0033844666377490285,0.2710205078125,252.50000000000023
512000,0.054281814097299055,50,527,0.009429492329513778,150.5,15.968717241287232,1.778608037531376,-0.0009590183180989698,7.450580596923828e-09,25.0,326.6,0.0023403587474945197,0.19912109375,275.0
522240,0.052431826771423065,51,528,0.008343783363307012,154.25,15.968717330694199,1.7818295150995254,-0.0014121718442765996,5.960464477539063e-09,25.0,326.09,0.0028137907750306113,0.227587890625,275.0
532480,0.051267523888699276,52,528,0.006844702028547545,156.75,15.968716871738433,1.7680863812565804,-0.0017093152600864414,-8.195638656616212e-09,47.50000000000001,328.78,0.0033209880979597982,0.245361328125,300.0
542720,0.05194377708427646,53,528,0.0066050614731921085,148.0,15.968717473745347,1.743043840676546,-0.0015436099522048608,-2.6077032089233397e-09,25.0,326.23,0.0032019575001243084,0.2564453125,402.5000000000002
552960,0.05156044243774792,54,528,0.005915189661300247,131.5,15.96871708035469,1.777174411714077,-0.0011091997290350263,7.82310962677002e-09,25.0,326.14,0.0030369952848502634,0.2246826171875,357.5000000000007
563200,0.05615311804969443,55,528,0.010262797713585315,145.5,15.968717986345291,1.7831125736236573,-0.0016288803875795566,-6.332993507385254e-09,25.0,332.95,0.002960501868764709,0.23896484375,327.5000000000002
573440,0.0520649213723227,56,528,0.009346221164923918,157.25,15.968717801570893,1.774929415434599,-0.0021264056780637476,1.6763806343078613e-08,25.0,335.33,0.0028624663713571865,0.2385986328125,302.5000000000002
583680,0.05027324360611422,57,527,0.006225930200662333,162.25,15.968717336654663,1.7774202033877373,-0.0013187558790377807,-4.097819328308106e-09,25.0,338.4,0.00359504231464598,0.265380859375,350.0
593920,0.05276542910713927,58,526,0.0069623161518393316,141.25,15.968717396259308,1.7726662412285805,-0.0021108778346388135,1.1175870895385742e-09,0.0,328.75,0.003280241877098433,0.2948974609375,277.5000000000002
604160,0.055078473288812345,59,526,0.009830564812000375,140.0,15.968717741966248,1.7701979249715805,-0.001854680620454019,1.1548399925231934e-08,0.0,328.94,0.0038188568528937593,0.2731201171875,277.5000000000002
614400,0.05365835017368751,60,526,0.010615146449890745,164.0,15.968717026710511,1.7752829946577549,-0.0014110640178842005,-3.725290298461914e-09,25.0,332.29,0.0026828903026853367,0.2274658203125,277.5000000000002
624640,0.05513137651893463,61,521,0.01099314636667259,192.5,15.968717992305756,1.7711306154727935,-0.0014516024340991863,-7.82310962677002e-09,50.0,338.08,0.0022348721190553534,0.20234375,337.500000000001
634880,0.05329360094330186,62,520,0.010690367266033719,216.75,15.968717712163926,1.772346416860819,-0.001491153485039831,-1.080334186553955e-08,72.50000000000001,345.51,0.002619633404310662,0.2199951171875,452.50000000000017
645120,0.05193370608942606,63,516,0.00668929796258908,181.5,15.968715190887451,1.7740093246102333,-0.0012571218187076739,-1.6763806343078613e-08,50.0,337.83,0.0026654790972656882,0.224560546875,355.00000000000045
655360,0.054966484487277326,64,512,0.009832617240954277,177.25,15.968717414140702,1.7700709618628025,-0.0016659786502714268,1.3411045074462891e-08,50.0,335.18,0.002581169081332746,0.2131103515625,355.00000000000045
665600,0.05625372914713554,65,510,0.010806484163731511,169.5,15.968717658519745,1.77921539619565,-0.000802090923389187,1.3783574104309083e-08,50.0,332.82,0.0020346379217812682,0.1714599609375,355.00000000000045
675840,0.05113176048942767,66,509,0.0069478986806984725,182.5,15.96871120929718,1.7623990707099437,-0.0016915161941142287,2.2724270820617674e-08,25.0,335.16,0.002328629565454321,0.1827392578125,552.5000000000002
686080,0.05083881500107529,67,507,0.00618930714824466,165.75,15.96870539188385,1.7517089933156966,-0.0009774773108802038,7.450580596923828e-09,22.500000000000007,332.88,0.003136043000574773,0.2448974609375,460.0000000000008
696320,0.05397243359073535,68,505,0.007586627140631208,143.0,15.968717223405838,1.7830251999199391,-0.0020391544778249225,8.940696716308593e-09,0.0,325.77,0.004048302934609183,0.2894775390625,315.00000000000125
706560,0.04955766070705482,69,504,0.006505219341261181,125.75,15.968716877698899,1.7824969656765461,-0.0022843651626317297,-1.601874828338623e-08,25.0,317.76,0.00401961729157847,0.316796875,227.5000000000002
716800,0.0529747400212683,70,503,0.007746694001070864,136.5,15.968717110157012,1.783130257576704,-0.001717262980309897,-9.685754776000977e-09,25.0,318.98,0.002773174060769179,0.247314453125,352.5000000000002
727040,0.05445314672684702,71,502,0.010063576145512343,152.25,15.968717694282532,1.776259084790945,-0.001743176368472632,-7.450580596923829e-10,25.0,323.72,0.0024642638734576395,0.213525390625,377.5000000000002
737280,0.056600708274392175,72,501,0.011490635063091758,181.25,15.968717885017394,1.7585160367190837,-0.0014174984044075245,7.078051567077636e-09,25.0,334.41,0.0022109263254719734,0.1812255859375,425.0
747520,0.05492136778204998,73,499,0.008202985429306864,186.5,15.968717312812805,1.763129099458456,-0.001423230060390779,3.7252902984619143e-10,50.0,342.69,0.002881029454761119,0.257763671875,352.5000000000002
757760,0.05429331014695997,74,499,0.009380840989922489,197.75,15.96871721148491,1.780322016775608,-0.0017506810730992584,1.1175870895385742e-09,50.0,344.86,0.0032352876874256254,0.270263671875,430.0000000000004
768000,0.055579732767834546,75,498,0.01097438378201332,203.0,15.968717700242996,1.7839676328003407,-0.0021332848169549833,-8.940696716308593e-09,50.0,341.74,0.002860150670846906,0.24697265625,525.0
778240,0.054765597884800885,76,496,0.010637381730703055,199.75,15.968717640638351,1.774295449256897,-0.0019573652629333083,0.0,50.0,334.34,0.0025557786835207707,0.232177734375,525.0
788480,0.053906976176747536,77,496,0.009918891466531932,192.25,15.96871754527092,1.7799930922687053,-0.0013793416848784546,-2.570450305938721e-08,50.0,334.64,0.002683434695819642,0.2210205078125,405.00000000000045
798720,0.05371198028268074,78,495,0.007536574878031388,168.25,15.968717688322068,1.7709992788732052,-0.0017100332675909157,-6.332993507385254e-09,50.0,333.76,0.003255637359825414,0.2700927734375,275.0
808960,0.05298215677217054,79,494,0.007374662227903173,161.0,15.968717336654663,1.7734905011951922,-0.001475350071268622,3.3527612686157227e-09,25.0,332.86,0.002944526852749618,0.2605712890625,300.0
819200,0.05309742810300709,80,494,0.00756706305428736,133.5,15.9687131524086,1.775165145844221,-0.0014881000035529724,9.685754776000977e-09,25.0,320.67,0.0029874634562190748,0.2560791015625,275.0
829440,0.05313017062383498,81,493,0.008009449415951053,135.5,15.968717008829117,1.7673286110162736,-0.001511769434728194,6.7055225372314455e-09,25.0,321.4,0.002724247054800344,0.2515869140625,275.0
839680,0.05507986236923042,82,493,0.008347933781624305,130.0,15.968717628717423,1.7807934761047364,-0.001290943007916212,-2.384185791015625e-08,25.0,318.16,0.0028575052759833852,0.2474609375,275.0
849920,0.05198933926345343,83,492,0.009845258980476501,156.75,15.968717485666275,1.7781055614352226,-0.0014883966563502327,-1.4901161193847657e-09,25.0,328.43,0.0027761086438317763,0.2313232421875,300.0
860160,0.053571264615316874,84,491,0.010798475183037226,178.0,15.968717765808105,1.7819731160998344,-0.0019113596896204398,-1.4156103134155273e-08,50.0,336.59,0.002504266102425845,0.2147216796875,350.0
870400,0.054872089954337046,85,491,0.010089912501462095,197.0,15.968717873096466,1.774939776957035,-0.001702598176416359,-1.7881393432617187e-08,50.0,344.38,0.003256985206087393,0.2171875,502.5000000000002
880640,0.05753501390579822,86,490,0.012005801389750558,219.0,15.968717694282532,1.7741788916289807,-0.0013244673020381015,-8.195638656616212e-09,50.0,351.68,0.002255102664298647,0.2153564453125,525.0
890880,0.0550854237080544,87,490,0.00856325770132571,208.0,15.968717360496521,1.7748447999358177,-0.0014955107304558623,-1.080334186553955e-08,50.0,346.15,0.0028336644655951202,0.238720703125,502.5000000000002
901120,0.05355184330853785,88,489,0.009289124395581893,193.5,15.968717736005782,1.7667637124657631,-0.0014640091631008545,-1.4156103134155273e-08,50.0,339.86,0.002535124215819451,0.220849609375,380.00000000000045
911360,0.053329239644784684,89,488,0.009693702530375959,153.5,15.96871737241745,1.780129637569189,-0.0012837727728765458,-8.940696716308593e-09,47.50000000000001,330.41,0.002376983292323587,0.2048583984375,275.0
921600,0.05427551763012648,90,488,0.008672487987496424,175.25,15.968717753887177,1.7804532043635846,-0.0016864704066392733,2.123415470123291e-08,50.0,335.48,0.003039451457823361,0.255810546875,380.00000000000045
931840,0.05086623154560395,91,487,0.0073561414404139215,170.0,15.968717259168624,1.7581036001443864,-0.0013561702246079222,-1.6763806343078613e-08,25.0,333.54,0.002472409720928681,0.2228515625,505.00000000000045
942080,0.05315489290815227,92,487,0.0085565573831218,185.75,15.968710952997208,1.781697143614292,-0.0015856809910474111,1.5273690223693846e-08,25.0,341.15,0.0027336487687648512,0.24609375,500.0
952320,0.05226810135582427,93,486,0.008119418516434962,161.0,15.968717128038406,1.782744125276804,-0.0020525222054857293,2.0116567611694337e-08,25.0,333.41,0.003225881283617582,0.272021484375,332.5000000000006
962560,0.05170525989891184,94,486,0.007047468255586864,150.5,15.968714100122451,1.7848928995430469,-0.0015557770362647715,4.470348358154297e-09,22.500000000000007,333.92,0.003312874022387291,0.2865966796875,325.0
972800,0.05277515988428181,95,485,0.008707281566557867,134.0,15.968717050552367,1.7763208977878093,-0.0017678513861028478,-1.1175870895385742e-09,0.0,331.97,0.00280773100054148,0.2432861328125,252.50000000000023
983040,0.053676733093149284,96,485,0.008110600094641995,131.75,15.968717437982558,1.7862580262124539,-0.0015637011019862257,-1.4528632164001465e-08,25.0,330.74,0.0026904742588328644,0.24296875,227.5000000000002
993280,0.053944581673527905,97,484,0.009395322908676462,153.75,15.968717616796493,1.7638374231755733,-0.001151342904631747,-9.313225746154785e-09,25.0,338.96,0.0022900442518903217,0.20517578125,275.0
1003520,0.05087341307112284,98,484,0.00838456727715311,152.25,15.968717485666275,1.766900035738945,-0.0020182268977805506,6.332993507385254e-09,25.0,333.07,0.00365874801175039,0.2744384765625,302.5000000000002
1013760,0.050934423627684654,99,483,0.0069100058291957644,137.0,15.968714106082917,1.7839125402271747,-0.0016007828249712474,1.1175870895385742e-09,25.0,326.94,0.0025151319460889,0.2357177734375,275.0
1024000,0.053731818549690204,100,482,0.00812989354471938,137.0,15.968717646598815,1.7660618729889392,-0.0013120374042046024,-1.4901161193847657e-09,25.0,320.81,0.0024078880688136904,0.2041015625,250.0
1034240,0.052696596730027655,101,482,0.006702166967610878,120.75,15.96871457695961,1.7714281029999257,-0.0012464163315598852,-2.0861625671386717e-08,25.0,313.17,0.002932974956218004,0.2416259765625,250.0
1044480,0.054157951135921624,102,482,0.008289728200190184,141.75,15.968712949752808,1.7732157073915005,-0.0017684783997538034,-1.1175870895385742e-08,25.0,320.19,0.003011754071903283,0.2478759765625,350.0
1054720,0.054437792929901786,103,481,0.009757531747618486,151.0,15.968717515468597,1.7812867373228074,-0.0011806807091488737,-2.2351741790771484e-09,25.0,325.97,0.002537828655317753,0.201025390625,357.5000000000007
1064960,0.05424235861181763,104,481,0.009128885949758114,177.25,15.96871801018715,1.7797903157770634,-0.0011907254687685055,1.4901161193847657e-09,50.0,333.72,0.002504237689902311,0.2112060546875,425.0
1075200,0.053071763864562436,105,481,0.007513330915469396,174.5,15.96870773434639,1.7774346701800823,-0.0012848053258494474,2.9802322387695314e-09,50.0,335.21,0.0024916433539175385,0.21728515625,377.5000000000002
1085440,0.05263087082821164,106,480,0.005665172149390685,151.25,15.968711447715759,1.7641283124685287,-0.0012249698687810452,2.1979212760925294e-08,25.0,326.64,0.0027190729785615984,0.241357421875,330.0000000000004
1095680,0.0512094220109799,107,480,0.007074073507558865,115.25,15.96871421933174,1.7695341043174266,-0.00147390672864276,1.3783574104309083e-08,22.500000000000007,318.69,0.003393237177357378,0.26455078125,252.50000000000023
1105920,0.05362552421477527,108,480,0.008642967218611375,130.5,15.96871771812439,1.7789312422275543,-0.001196535030612722,-4.8428773880004884e-09,25.0,318.13,0.002435392746406251,0.224951171875,287.5000000000011
1116160,0.053659407167683824,109,479,0.009311411503585987,163.75,15.968717443943024,1.7702278785407544,-0.0014472768347332022,-3.725290298461914e-09,25.0,325.43,0.002726877729833177,0.241455078125,450.0
1126400,0.052595192737009765,110,479,0.0068776180616815456,171.75,15.96868959069252,1.7740411914885044,-0.0014765307667403249,-4.8428773880004884e-09,25.0,329.07,0.0026774496958637426,0.2452880859375,455.0000000000004
1136640,0.053462223003641604,111,478,0.006289552735080406,140.75,15.968715804815293,1.7662955470383168,-0.0015174936852417886,1.7136335372924803e-08,0.0,322.5,0.003301625734718527,0.266259765625,325.0
1146880,0.05236665901352548,112,478,0.007541776833102176,115.0,15.96871309876442,1.779257309436798,-0.0019893187956768086,-1.4901161193847657e-09,22.500000000000007,316.69,0.003373977424672603,0.2935791015625,250.0
1157120,0.05359870693091088,113,478,0.009368295483909606,134.25,15.96871775984764,1.7783799551427364,-0.0018403043002763297,5.587935447692871e-09,0.0,323.08,0.003073392792134655,0.291015625,330.0000000000004
1167360,0.05496132095228488,114,477,0.008790212400435848,163.0,15.968717378377914,1.7805774174630642,-0.001683238850091584,8.568167686462402e-09,25.0,335.57,0.0031363532866379275,0.27890625,377.5000000000002
1177600,0.05611523438841056,115,477,0.00899722447873046,181.25,15.968717801570893,1.7830892257392406,-0.0016494729359692428,2.6077032089233397e-09,25.0,334.77,0.0021661167897320866,0.2089599609375,502.5000000000002
1187840,0.05476306115126155,116,477,0.009997210712300841,192.25,15.968717283010482,1.7647569254040718,-0.0013719186230446213,7.82310962677002e-09,50.0,335.95,0.0023732774314225934,0.207373046875,502.5000000000002
1198080,0.05300123016797298,117,477,0.009380726347808377,188.75,15.96871737241745,1.7769612602889537,-0.0018349245216086273,-4.8428773880004884e-09,50.0,334.43,0.0028315491237606238,0.233154296875,502.5000000000002
1208320,0.05186593084438211,118,476,0.007531399357867485,179.25,15.968717622756959,1.7833396457135677,-0.002308855410956312,-4.8428773880004884e-09,50.0,334.81,0.0030198180127626985,0.315869140625,477.5000000000002
1218560,0.05165045514716491,119,476,0.00645284366537453,142.0,15.968716460466386,1.7776103481650352,-0.0015486519318073989,1.9371509552001954e-08,25.0,324.85,0.0027983767337417475,0.263330078125,300.0
1228800,0.05393208885151178,120,476,0.007308361796276586,122.0,15.968717485666275,1.780937673151493,-0.0012661655488045652,7.450580596923828e-09,22.500000000000007,317.11,0.0023865964544825145,0.2369873046875,252.50000000000023
1239040,0.05371009232069952,121,475,0.01012620656542822,131.5,15.968717408180236,1.7821282163262366,-0.0014861342580843484,1.5273690223693846e-08,25.0,320.87,0.0023792989179412414,0.2290283203125,252.50000000000023
1249280,0.05164604430856741,122,475,0.008053907912744762,151.5,15.968717509508133,1.7744782127439975,-0.0012531814480098546,-7.82310962677002e-09,25.0,326.21,0.0020046022113888286,0.18544921875,275.0
1259520,0.053044340332272025,123,475,0.007158315957622108,156.25,15.968717175722123,1.777104789018631,-0.0019855779610225,1.862645149230957e-09,25.0,325.82,0.0029343305093391336,0.2857421875,277.5000000000002
1269760,0.05513371231140816,124,474,0.008298742063561803,165.75,15.968717867136002,1.7842024847865106,-0.0015867528076341842,5.587935447692871e-09,25.0,329.73,0.002742783866733589,0.237939453125,450.0
1280000,0.055853398675036234,125,474,0.011898678063880652,177.75,15.968717712163926,1.7780666194856167,-0.00189282745559467,-4.097819328308106e-09,25.0,334.14,0.0023860915155296423,0.239404296875,450.0
1290240,0.052310839407278154,126,473,0.008257382854026218,198.75,15.968717628717423,1.773716676235199,-0.001157436301218695,-8.940696716308593e-09,25.0,342.27,0.002859007225947607,0.2390625,475.0
1300480,0.051351485818594014,127,473,0.006597254157918541,170.75,15.968717604875565,1.7738008782267571,-0.0013524708407203433,-2.3096799850463868e-08,25.0,336.46,0.002548334237161498,0.231689453125,400.0
1310720,0.05511700236119035,128,473,0.009282795753097161,159.0,15.968717670440673,1.7743402525782586,-0.0013076306371658576,-3.3527612686157227e-09,25.0,334.88,0.002437731550855915,0.241064453125,327.5000000000002
1320960,0.05484376773615266,129,473,0.010954402573770495,168.0,15.968718004226684,1.773586519807577,-0.0011217834166018293,-1.5273690223693846e-08,25.0,334.58,0.001976882042242778,0.183984375,337.500000000001
1331200,0.05129418304148716,130,473,0.009598816932702902,191.25,15.968717730045318,1.783351843059063,-0.0013264634970255428,-1.4156103134155273e-08,50.0,342.54,0.0021321375811794497,0.1894775390625,450.0
1341440,0.05421241311066799,131,473,0.010051061131343885,194.5,15.968717885017394,1.7779188387095928,-0.0019332522137119668,1.0430812835693359e-08,50.0,343.57,0.002780906156084484,0.27138671875,405.00000000000045
1351680,0.05405760388177476,132,472,0.007470146769492203,187.5,15.968717569112778,1.7804528594017028,-0.0012087782633898314,1.2665987014770507e-08,25.0,344.61,0.0023742417040921284,0.2359130859375,452.50000000000017
1361920,0.05086988706704539,133,472,0.0076976042850219525,172.0,15.968717658519745,1.7715214557945729,-0.0017411014126992087,1.3783574104309083e-08,25.0,336.81,0.002600086154291148,0.2261474609375,427.5000000000002
1372160,0.051751488610672525,134,472,0.007401671087438899,155.0,15.96871172785759,1.775076675415039,-0.001751046095523634,1.9371509552001954e-08,25.0,331.42,0.002511616007518569,0.2553955078125,425.0
1382400,0.0531961252304077,135,472,0.010968656290788203,164.75,15.968717861175538,1.7637637488543987,-0.0013957632767414908,-2.6077032089233397e-09,25.0,329.77,0.00226138439355168,0.200146484375,425.0
1392640,0.054793105451790614,136,471,0.010588546632607176,173.75,15.968717610836029,1.7699453711509705,-0.0014726802473887801,5.960464477539063e-09,25.0,335.87,0.0022996467929033313,0.22666015625,302.5000000000002
1402880,0.0530166104101308,137,471,0.00842723077903429,186.25,15.968715846538544,1.7768439427018166,-0.001599953846016433,2.2351741790771484e-09,47.50000000000001,338.8,0.002586386886699188,0.2249755859375,330.0000000000004
