fps,episode_length,P01:episode_rewards,policy_loss,grad_norm,PMM:episode_rewards,frames,epoch_idx,policy_entropy,value_loss,advantage_norm,P09:episode_rewards,explained_variance
442,172.38,0.0,-4.057571255543735e-05,0.07047955917310446,1.18,232000,29,1.3842499506473542,0.005177083990301981,0.6647104219533503,3.0,-1.8486149442195892
443,170.65,0.0,-0.0003062094068445731,0.0730341448262801,1.11,240000,30,1.37760271191597,0.00460518648780635,0.6027908591181039,3.0,-2.1279696756601334
443,172.94,0.0,0.000637614833394764,0.06567944517739167,1.15,248000,31,1.3830417466163636,0.005175229809119628,0.672681457772851,3.0,-1.753646434545517
444,174.75,0.0,0.0006520752914366312,0.07343687484278327,1.26,256000,32,1.3835273337364198,0.005907013128398831,0.733735716380179,3.0,-1.6380308759212494
445,181.58,0.0,-0.0009124613846506691,0.06158157114400562,1.39,264000,33,1.383052234649658,0.004956080743259008,0.6698906296864152,3.0,-1.6106389224529267
447,176.05,0.0,1.0502524673938752e-06,0.0568253830182559,1.24,272000,34,1.37953404545784,0.004706131585335243,0.6530434414371848,3.0,-1.4175244480371476
448,169.27,0.0,0.0017847569717559964,0.07290354580205519,1.08,280000,35,1.3801376152038574,0.005309609201258354,0.6874779209122062,2.1000000000000085,-1.9986396926641463
449,176.48,0.0,-0.0064311412497772835,0.18537272914224506,1.2,288000,36,1.378476504087448,0.008204472136894765,0.8414584373310209,3.0,-0.9849557334184647
451,184.88,0.0,0.0003165651089511812,0.09267766645447799,1.43,296000,37,1.3788534438610076,0.005946416730685087,0.7593354594707489,4.0,-1.1819653552770615
452,187.6,0.0,-8.848612487781793e-05,0.07002511524185165,1.55,304000,38,1.379349204301834,0.0049309962052939225,0.6613283807039261,4.0,-1.5616403317451477
453,174.95,0.0,0.0005450518966245,0.06233821137505642,1.21,312000,39,1.3809929442405702,0.0046369756253625384,0.6438633580878377,3.0,-1.5026553213596343
455,182.85,0.0,-0.00039096109656384215,0.10639332388877752,1.41,320000,40,1.3838547575473785,0.00676771052132608,0.8310228797793389,3.0,-1.1356936126947403
457,198.8,0.0,0.0003501274558948353,0.08116766943490682,1.8,328000,41,1.3830417275428772,0.005663462158408948,0.7660705093294382,5.0,-1.8338131660223007
458,188.75,0.0,0.000663310723612085,0.08384273570765423,1.58,336000,42,1.3805817675590515,0.004911570064577973,0.6951760160923004,5.0,-1.9716977232694626
459,188.51,0.0,-0.0005448173765034881,0.09945494177379759,1.65,344000,43,1.3803585660457611,0.0050688734216964805,0.7339562734216452,4.1000000000000085,-1.5539003187417983
460,196.05,0.0,-0.00010479951000888832,0.11126754212649402,1.83,352000,44,1.3808877861499786,0.004798672378747142,0.740950106009841,4.1000000000000085,-1.7547341161966323
461,187.23,0.0,0.0009263912426831667,0.10154575742998567,1.51,360000,45,1.3829105472564698,0.0038325861445628107,0.6225923498719931,4.0,-1.6879821419715881
462,174.89,0.0,0.0003032602521852823,0.09044803246042388,1.19,368000,46,1.3844622445106507,0.0036569244897691534,0.6136553292721509,3.0,-2.1574588257074354
463,184.99,0.0,0.0007297812079195865,0.1287064158364507,1.51,376000,47,1.3811329102516174,0.005196665213734377,0.7450906738638878,5.0,-1.8743071335554122
464,189.42,0.0,0.00046802777200355194,0.08039668903760948,1.64,384000,48,1.3799883103370667,0.003520273170033761,0.5979850216209889,5.0,-2.063072034716606
465,188.25,0.0,8.708706016477663e-05,0.09018840911062447,1.52,392000,49,1.380273004770279,0.003366840276066796,0.5829003454744816,5.0,-3.035653148293495
465,195.59,0.0,-0.0009103708606562577,0.10063972432799023,1.67,400000,50,1.3784441578388213,0.0038613955293840263,0.6531762316077948,4.1000000000000085,-1.8039380079507827
466,197.85,0.0,-0.0001585478797005635,0.10210164805802448,1.75,408000,51,1.3825015234947204,0.004156633840721042,0.6739984642714262,4.0,-1.2108012771606445
466,192.82,0.0,0.0002499386830095318,0.08630253033321003,1.67,416000,52,1.3826734030246735,0.0032506766754886486,0.5812931288778782,4.0,-3.210541554093361
466,178.76,0.0,0.00015236887913488317,0.07954374890127648,1.32,424000,53,1.3814802420139314,0.002922785405899049,0.5495215347409248,3.0,-1.8765150570869447
467,172.89,0.0,9.748881770065054e-05,0.10195791019367512,1.16,432000,54,1.380833112001419,0.00417928829559969,0.6800088161230087,3.0,-2.410376435518265
468,178.84,0.0,0.0003324727775907377,0.06940288911625077,1.26,440000,55,1.3762014389038086,0.0023980373506128673,0.47270799286663534,3.0,-3.2150330710411072
468,175.94,0.0,-6.628878298215569e-05,0.07427335975865948,1.18,448000,56,1.3820293140411377,0.002661036007339135,0.5257960363477469,3.0,-2.7403713738918305
469,175.1,0.0,0.00045128230291084035,0.081539877955151,1.22,456000,57,1.3835691356658935,0.0031613962891788106,0.5583746739476919,3.0,-2.7010140192508696
469,174.11,0.0,-0.00019097170006716625,0.098357722774828,1.22,464000,58,1.38127410531044,0.003227026435706648,0.6047207819670439,3.0,-1.8290635287761687
470,177.25,0.0,-0.0004958055096176395,0.08486284525564045,1.27,472000,59,1.3840388691425323,0.0027437080805975712,0.5303921243548393,3.0,-2.5909528321027757
470,182.4,0.0,-1.7588789341971277e-05,0.08123214039577581,1.4,480000,60,1.3839564871788026,0.0029704028543346794,0.5449180434644222,3.1000000000000085,-2.6886467683315276
471,185.22,0.0,7.180301938205957e-05,0.08990739528475065,1.47,488000,61,1.3816646373271941,0.0025074338593549326,0.5084690477699041,3.1000000000000085,-2.7138975250720976
471,176.85,0.0,0.00019635990649476297,0.06978857464696334,1.28,496000,62,1.3842091488838195,0.002351879826219374,0.4840259800106287,3.0,-3.1867530381679536
472,182.52,0.0,-0.0005401485031688935,0.08761176242551251,1.41,504000,63,1.381545295715332,0.0028956491104327143,0.5368928490951658,4.0,-2.4739163196086884
472,186.38,0.0,-0.00031774115457665174,0.08416772868135097,1.52,512000,64,1.3751924240589142,0.0031111219921513113,0.5568617823719978,4.0,-4.2015023458003995
473,178.37,0.0,0.00010760527322418057,0.06926038456601048,1.35,520000,65,1.383932546377182,0.0020473675228822683,0.4393942516297102,3.0,-3.075293484330177
474,178.17,0.0,-6.886097835376858e-06,0.07085373704568604,1.26,528000,66,1.3832667517662047,0.002469918590177258,0.4970830797404051,3.0,-2.776340651512146
474,175.25,0.0,9.916973940562457e-06,0.06492464603825165,1.16,536000,67,1.382032494544983,0.001972696506400098,0.4208510431274772,3.0,-3.5312304991483687
474,165.39,0.0,3.4773896149999924e-05,0.058911856904827024,0.97,544000,68,1.3830741739273071,0.0021895086606036783,0.4421993440017104,2.0,-9.935174756646155
475,174.31,0.0,6.0998521712463115e-05,0.07034612806951433,1.22,552000,69,1.3835984671115875,0.002062784710306005,0.44372987568378447,3.1000000000000085,-2.309954935312271
475,177.78,0.0,9.380916890222579e-06,0.0595520218205833,1.29,560000,70,1.3838011169433593,0.0017888895802207116,0.4051867441833019,3.0,-2.80882965862751
475,175.52,0.0,-0.00047249120369087906,0.07651281299955671,1.22,568000,71,1.3820212697982788,0.002320100842971442,0.4843551624566317,3.0,-0.7382959997653962
475,184.21,0.0,0.0002427490988338832,0.06974784571171438,1.43,576000,72,1.3833162736892701,0.0022017020840030457,0.47162452816963196,3.1000000000000085,-4.242138829231262
476,188.09,0.0,-0.0002714283653767779,0.07472179012491538,1.5,584000,73,1.384721678495407,0.0022241646399197633,0.4691535384580493,4.0,-0.8970316177606583
476,180.76,0.0,-0.00013734054446103982,0.06667703615060995,1.31,592000,74,1.382238528728485,0.0018772306781465887,0.41980937130749224,3.1000000000000085,-4.770019807815552
476,177.85,0.0,-5.323947640135884e-05,0.07539119202240109,1.24,600000,75,1.3839099204540253,0.0021064534654215094,0.4624119444936514,3.0,-1.0615857845544816
477,180.21,0.0,5.6562974423286503e-05,0.06581055499695418,1.28,608000,76,1.3826439094543457,0.0020699362004870637,0.4404802928864956,3.0,-4.873707681894302
477,188.01,0.0,-0.00048526344791753216,0.07055260042463216,1.54,616000,77,1.3819835126399993,0.001936199352985568,0.44758013140410186,4.0,-2.366210745573044
478,187.33,0.0,0.00027573556944844314,0.0701633005716993,1.56,624000,78,1.3828886139392853,0.002047611647576559,0.46483235150575636,3.0,-1.0596304494142532
478,179.2,0.0,0.00026730492270871765,0.05645996176114631,1.31,632000,79,1.385523761510849,0.0012074210090031556,0.33785678159445526,3.0,-1.8715419882535935
478,184.77,0.0,0.00012141206781961954,0.08750037022207283,1.4,640000,80,1.3833086323738097,0.0019199968847169657,0.43962757401168345,4.0,-2.075522198677063
478,191.66,0.0,-0.0008844052044150885,0.08564225556348504,1.6,648000,81,1.3821037781238557,0.0022732390004966876,0.4744545841217041,4.0,-3.125243292450905
479,189.95,0.0,0.00019573258352465929,0.062307730157574376,1.61,656000,82,1.3849100828170777,0.001766143893401022,0.41678724449127913,4.0,-3.204960514307022
479,181.74,0.0,-0.00011435959295340581,0.04572330548528215,1.38,664000,83,1.385088711977005,0.0008792533587802609,0.28574378438293935,3.0,-4.293608744740486
479,176.43,0.0,0.00033585266632144337,0.07871042006012248,1.22,672000,84,1.3834883952140808,0.0021341208530793665,0.44590239360928535,3.0,-3.013409978747368
479,180.68,0.0,-0.0002454444914474152,0.06645547344516678,1.36,680000,85,1.383992304801941,0.0017277489142179547,0.41719562470912935,3.1000000000000085,-2.079682269692421
480,177.56,0.0,4.277353553334251e-05,0.06768484394791813,1.3,688000,86,1.3848067224025726,0.00185152306485179,0.40934778600931165,3.1000000000000085,-3.150205149054527
480,176.69,0.0,8.830004229821497e-05,0.05605168474344754,1.28,696000,87,1.3854329669475556,0.0014296184900922527,0.36190436214208604,3.0,-29.743950900435447
480,182.55,0.0,-2.7114418080600445e-05,0.0624921819977767,1.39,704000,88,1.3848501348495483,0.001501219711808517,0.38724951483309267,3.0,-0.7158072459697723
480,183.27,0.0,-9.237490838131634e-05,0.042625352305112635,1.36,712000,89,1.3831038773059845,0.0009121946497089084,0.27809779897332193,3.0,-3.06148057281971
480,176.34,0.0,-0.0001467234460869804,0.056136769538829664,1.22,720000,90,1.3832879281044006,0.0012732975507242373,0.3341493421047926,3.0,-3.8446805375814437
480,179.88,0.0,-0.00018055743217701092,0.06892871242566855,1.38,728000,91,1.3820007038116455,0.0016607959293196473,0.3974039162322879,3.0,-1.9000171601772309
480,192.0,0.0,2.6285595486115198e-05,0.06026132688835324,1.65,736000,92,1.38168061375618,0.0013616808498409228,0.3566908697783947,4.0,-1.9580733132362367
481,189.82,0.0,-0.00013791291385132354,0.04753393795608064,1.6,744000,93,1.3841770386695862,0.001054224261570198,0.31367586955428123,4.0,-4.308636517524719
481,195.58,0.0,0.0004023884504567832,0.057281437544633745,1.75,752000,94,1.3826768982410431,0.0014446275410227828,0.369711194857955,4.0,-3.949475380182266
482,190.36,0.0,2.2134427999844775e-05,0.06746041955318009,1.58,760000,95,1.3844611036777497,0.0015786949406719941,0.39681555174291133,4.0,-2.8586783069372177
482,181.36,0.0,-0.00022209974704310299,0.05309876606517016,1.32,768000,96,1.3831589555740356,0.0014345958401099778,0.3548329806700349,3.0,-3.91100976228714
482,182.65,0.0,-0.00015743667492642999,0.059412428306659305,1.36,776000,97,1.3854850316047669,0.0014690778170279373,0.374282393604517,3.0,-0.169124076962471
482,185.27,0.0,-0.0005872757588076638,0.06878207410793633,1.43,784000,98,1.3832185363769531,0.001685733805225027,0.38831488624215127,3.0,-4.967245085835457
483,186.9,0.0,9.700191294541583e-05,0.05371464070831429,1.48,792000,99,1.3848654401302338,0.0014108151569871552,0.35633112967014313,3.1000000000000085,-5.924127571582794
483,184.5,0.0,6.721599929733202e-05,0.06440201500096104,1.43,800000,100,1.384301495552063,0.0015321417953964556,0.3776192104443908,3.1000000000000085,-1.0542385458946228
483,196.75,0.0,-0.00014674545760499314,0.059783720337874866,1.71,808000,101,1.3841717445850372,0.0016384928062325344,0.3880490608885884,4.0,-1.595229709148407
483,200.84,0.0,7.554320378403644e-05,0.04861323029869876,1.79,816000,102,1.3845636343955994,0.0010162221673999739,0.3059614459425211,4.0,-1.256477679014206
483,188.35,0.0,2.730391643126495e-06,0.05254143124622835,1.52,824000,103,1.3841429543495178,0.0012960292239949922,0.33290408294647933,4.0,-2.27481738448143
484,174.29,0.0,-0.00014408182845727425,0.05270043754074871,1.16,832000,104,1.384973875284195,0.0012590048724541703,0.3290861300751567,3.0,-2.340239223241806
483,178.69,0.0,8.219886807637522e-05,0.05253185897285431,1.34,840000,105,1.3839916098117828,0.0012878276067431215,0.3272463262081146,3.0,-3.8618247830867767
484,176.01,0.0,-0.0002684261562535539,0.05391063856525499,1.27,848000,106,1.3828262138366698,0.0013492826088440778,0.3424958796054125,3.0,-3.634254266023636
484,170.02,0.0,1.0669486200640677e-05,0.05236303597312888,1.06,856000,107,1.3848577058315277,0.0011649426872645562,0.30550146363675595,3.0,-2.4005173087120055
484,177.15,0.0,4.3777050887001675e-05,0.05952321298071603,1.23,864000,108,1.3851197922229768,0.00129907541353532,0.34221057932823895,3.0,-24.29126545190811
484,186.9,0.0,-0.00013093420697259716,0.05240045519792774,1.46,872000,109,1.3849282109737395,0.0012657741990824433,0.33520187601447105,3.0,-2.6871658992767333
484,187.17,0.0,2.0404099632287398e-06,0.04980120615549785,1.45,880000,110,1.383533923625946,0.0012008932710432419,0.31802441157400607,3.0,-3.695027386546135
485,179.65,0.0,-2.3714951530564577e-05,0.05118212212706204,1.32,888000,111,1.3832379710674285,0.001195975321716105,0.3262831073254347,3.0,-3.077797112464905
485,171.29,0.0,0.00029376356833381577,0.04107933747180005,1.13,896000,112,1.3835737025737762,0.000670674460088776,0.24885480865836143,3.0,-3.437123740911484
485,179.69,0.0,-0.0002692554222448962,0.06472425416354484,1.34,904000,113,1.38470205783844,0.001476109913091932,0.3730816765502095,3.1000000000000085,-1.8121978545188904
485,187.04,0.0,-0.0002580212749307975,0.053451973609133,1.53,912000,114,1.3855564570426941,0.0011951160330681888,0.3311757051572204,4.0,-1.2176399004459382
485,179.91,0.0,0.00022863749996758997,0.043480598330950485,1.32,920000,115,1.385503749847412,0.0008545838912050385,0.24931686252355575,3.0,-1.719934658408165
486,174.03,0.0,-2.21745719682076e-05,0.0414184029153538,1.14,928000,116,1.38493408203125,0.0007243970663967048,0.24868440128862856,3.0,-1.549600521326065
486,175.48,0.0,9.881870599201648e-05,0.04564765327587831,1.15,936000,117,1.385578649044037,0.0008287080001719005,0.2580320532992482,3.1000000000000085,-12.242207797169685
486,176.15,0.0,-0.0002788959216559306,0.04223431144608205,1.16,944000,118,1.385716905593872,0.0006666295489230834,0.24143047526478767,4.0,-2.780288509130478
486,182.5,0.0,-0.00018737545568001224,0.06042932868108387,1.34,952000,119,1.385267688035965,0.0013233739877614426,0.3390136335790157,4.0,-2.2651494413614275
486,179.42,0.0,0.00015131610867683776,0.0356390805231902,1.27,960000,120,1.3853884053230285,0.0007496111369391656,0.24971401857212186,4.0,-2.998597292304039
486,189.53,0.0,-0.00022630715226114263,0.056083234227498426,1.56,968000,121,1.3845840573310852,0.0014262301437338466,0.3383110690116882,4.1000000000000085,-5.866419608592987
486,191.67,0.0,0.000400459511729423,0.053252165436545276,1.69,976000,122,1.3854709827899934,0.0012693780118206632,0.33488543920218944,4.1000000000000085,-1.5385738188028335
487,176.45,0.0,-7.524819440732244e-05,0.05105462381411343,1.3,984000,123,1.3855723810195923,0.0010473245239518293,0.2798651299439371,3.0,-15.309216091036797
487,172.51,0.0,-0.00017977252013224644,0.03714141129366072,1.14,992000,124,1.3856638956069947,0.0008215411243918425,0.24448171969503163,3.1000000000000085,-0.9628628873825074
487,182.1,0.0,0.00010416733908641618,0.04977782515004921,1.39,1000000,125,1.385153032541275,0.0011054046271419793,0.31522574570029976,3.1000000000000085,-2.0033996725082397
487,183.19,0.0,0.00018281282493262552,0.04638368775957378,1.44,1008000,126,1.3849821317195892,0.0008931318411578104,0.2790536952018738,3.0,-2.0668145871162413
487,178.37,0.0,-0.0002678430923879205,0.048589041807912924,1.31,1016000,127,1.3851631259918213,0.0010539980551766347,0.29142347898334264,3.0,-2.887857123017311
487,182.95,0.0,0.00014569109189778827,0.03987805715634749,1.45,1024000,128,1.385129016637802,0.0007904932241262941,0.24675694154575467,3.0,-4.271716219782829
487,183.36,0.0,1.0838949056051205e-05,0.054045365317258724,1.44,1032000,129,1.3858135366439819,0.001049289775219222,0.30033028140664103,3.1000000000000085,-3.5453440153598788
488,173.73,0.0,6.452658331909333e-05,0.028040125864609248,1.15,1040000,130,1.3860128045082092,0.0003601642616922618,0.16881303342059253,3.0,-1.5621140599250793
488,171.37,0.0,-4.845308401854709e-05,0.05125013897093424,1.09,1048000,131,1.3844097578525543,0.0009134395138335094,0.297007188051939,3.0,-1.7441093236207963
488,187.28,0.0,-0.00021148031119082588,0.058045805105774395,1.58,1056000,132,1.3841870892047883,0.0017313397557791176,0.3828641015663743,3.1000000000000085,-4.481706505417824
488,195.61,0.0,-0.0001682955538126407,0.04465524165814419,1.79,1064000,133,1.3853928387165069,0.0009214947914733784,0.2767533164471388,4.0,-0.8652851277589798
488,185.28,0.0,-4.4127491128165275e-06,0.05692719304451984,1.41,1072000,134,1.3845403540134429,0.0013111115023730236,0.3253795228898525,4.0,-2.7308085948228835
488,167.73,0.0,9.916425351548241e-05,0.04018011004947677,0.94,1080000,135,1.3846082615852355,0.0009040857134596081,0.25401884008198977,2.1000000000000085,-2.3563526928424836
489,172.98,0.0,-0.0005234885797835887,0.04030210216708482,1.1,1088000,136,1.3845122277736663,0.0007100738377812377,0.24537440156564116,3.0,-0.5904772931337356
489,187.06,0.0,0.00041387631215911825,0.04328656332382439,1.51,1096000,137,1.385134437084198,0.0009564064122423588,0.27395962081849573,3.1000000000000085,-2.3340640103816988
489,185.87,0.0,-0.00022652112304058391,0.03749816064041309,1.49,1104000,138,1.385279918909073,0.0007115491100284999,0.22359702073037624,3.1000000000000085,-1.0203685337305068
489,182.48,0.0,-5.204857501666993e-05,0.04171958389208078,1.31,1112000,139,1.3824681103229524,0.0008913714525442629,0.27530007585883143,4.0,-1.1721359300613403
489,184.72,0.0,0.00016487313725519926,0.03326503583347834,1.39,1120000,140,1.3855307638645171,0.00039398049969804563,0.18987258650362493,3.0,-0.5427141213417053
489,189.36,0.0,0.00014018216847034638,0.052099096715433724,1.55,1128000,141,1.3844749689102174,0.0009566130071016233,0.2866132640838623,4.0,-0.7808425015211106
489,181.98,0.0,4.995304669137113e-05,0.04355855709714152,1.39,1136000,142,1.3856884109973908,0.0008054846690902195,0.24595062013715505,3.1000000000000085,-8.817910443544388
489,179.53,0.0,-0.00031417036816492325,0.050301081671007664,1.37,1144000,143,1.3847426772117615,0.0011230836723552784,0.3107557426393032,3.0,-1.1707712781429291
490,187.1,0.0,4.490155821258668e-05,0.03895351782237139,1.55,1152000,144,1.3846206223964692,0.0008744975273111777,0.257073649764061,4.0,-2.062112711071968
490,189.61,0.0,-2.0307624145061708e-05,0.043637161765836784,1.56,1160000,145,1.383683476448059,0.0007402250582708803,0.25150996893644334,4.0,-1.7915888357162475
489,178.98,0.0,2.2988075215835125e-06,0.041517171234746145,1.29,1168000,146,1.3854482078552246,0.0006591278545693057,0.2395865909382701,4.0,-3.0893724167346956
490,177.78,0.0,-3.075545968385995e-05,0.040586910104493515,1.29,1176000,147,1.3847043883800507,0.0009708873839008447,0.24046938825398684,3.0,-1.3530084818601609
490,178.12,0.0,-0.0001032644531369442,0.040387565420320806,1.29,1184000,148,1.384722603559494,0.0008583206743787742,0.24943831853568554,3.0,-1.7528474920988082
490,182.13,0.0,0.00015772532453411258,0.04467176133851008,1.38,1192000,149,1.3832265365123748,0.0011485732424898743,0.3107861407473683,3.0,-4.350697082281113
490,181.21,0.0,-0.00022861557712531067,0.04342965838877049,1.36,1200000,150,1.3837003052234649,0.0010343537606331665,0.2761220971494913,3.0,-1.9706545668840407
490,178.08,0.0,8.087668917141854e-05,0.042636296549736316,1.29,1208000,151,1.3849063301086426,0.0010797762798347322,0.2797270099073648,3.0,-2.8367656379938126
490,171.91,0.0,-8.195887203328311e-05,0.03190132931158387,1.13,1216000,152,1.3856441032886506,0.0004804646916909405,0.18515523720532656,3.0,-3.2813601100444796
490,174.0,0.0,-0.00014986836937168845,0.041955908090856,1.19,1224000,153,1.385136866569519,0.0009682931789166105,0.2661608224734664,2.1000000000000085,-0.8546811890602112
490,179.71,0.0,0.0001853442649007775,0.0410331705347139,1.33,1232000,154,1.3837357687950134,0.0008881401422240743,0.24684456968680024,3.0,-2.3294413650035857
491,175.23,0.0,-0.00043022658268455417,0.06273485786651543,1.16,1240000,155,1.382458119392395,0.0014197720343690889,0.365711183398962,3.0,-3.355522863864899
491,182.23,0.0,0.000250608303140325,0.03958131295144212,1.36,1248000,156,1.3853090572357178,0.0007383864345752044,0.23769891824573278,3.0,-2.9293633687496183
491,185.63,0.0,7.590192144562025e-05,0.03889257671919236,1.47,1256000,157,1.3853994071483613,0.0006909139971958212,0.23285158816725016,3.0,-0.6971745508909225
491,176.59,0.0,7.575328014354454e-05,0.044691569499433655,1.24,1264000,158,1.3852352452278138,0.0009789259260833206,0.2745671705901623,3.0,-1.4668021953105927
491,173.64,0.0,-0.00026128595796762964,0.04144334627917454,1.19,1272000,159,1.385402958393097,0.0007615730028192047,0.24525111699476837,3.0,-1.466240303516388
491,175.51,0.0,4.806828874279745e-06,0.028883369980004847,1.23,1280000,160,1.3857062995433806,0.0004070507105325305,0.17933667762205005,3.0,-1.6033923226594924
491,173.7,0.0,2.4538962643418928e-05,0.03938950771746466,1.16,1288000,161,1.3853284204006195,0.0006530683051187225,0.21825426008552312,3.0,-2.4524799925088883
491,179.15,0.0,0.00016606211465841625,0.031532158010902374,1.3,1296000,162,1.3857042753696442,0.0004952778635197319,0.19684625789523125,4.0,-1.0633224028348922
492,179.41,0.0,-0.0005851797368086409,0.03501045689720982,1.3,1304000,163,1.3846772587299347,0.000610655686791688,0.20956284698098898,4.0,-1.6452480041980744
492,181.0,0.0,0.0003535602759802714,0.04100027739732857,1.35,1312000,164,1.3852274167537688,0.0008552430929012189,0.25745604526251553,4.0,-0.867667236328125
492,180.25,0.0,-1.453995209885761e-06,0.03628951409176678,1.32,1320000,165,1.3852268254756928,0.0008241963674754516,0.23785909742116929,3.1000000000000085,-2.6261668008565904
492,182.83,0.0,5.092708001029678e-05,0.0418663193747392,1.38,1328000,166,1.3857095921039582,0.0009968107504528235,0.2718546408414841,4.0,-3.2415715217590333
492,171.13,0.0,0.00011061081801017281,0.030244793951448835,1.11,1336000,167,1.3846642792224884,0.0005603398930020375,0.1950529420748353,3.0,-5.207986844182014
492,171.4,0.0,-3.6001344415126366e-05,0.04130362905351207,1.13,1344000,168,1.3852649438381195,0.000959453380355626,0.2686052018776536,3.0,-1.6847188204526902
492,178.26,0.0,-9.718918729049619e-05,0.03515639448311383,1.27,1352000,169,1.3852917337417603,0.0006910851458906109,0.22634687658399344,3.0,-1.0146654146909713
492,176.84,0.0,0.0001373069459805265,0.03504412862566171,1.25,1360000,170,1.385387614965439,0.0005450319771080104,0.21791435223072766,3.0,-3.1524879401922226
