episode_length,policy_entropy,grad_norm,explained_variance,P01:episode_rewards,policy_loss,frames,fps,PMM:episode_rewards,epoch_idx,advantage_norm,value_loss,P09:episode_rewards
873.98,0.9913027316331864,0.7509646534019002,0.6551731044054031,18.900000000000002,-0.010442009456455707,2264000,509,31.57,283,2.2053222107887267,0.03365893916692585,47.10000000000001
887.91,0.9854703027009964,0.7151216369951523,0.6788254523277283,18.900000000000002,-0.014690862803909112,2272000,509,32.41,284,2.299717484116554,0.038251545540988446,49.300000000000026
859.32,0.953037634268403,0.7521793917007027,0.6355929505825043,15.0,-0.009344408354372717,2280000,509,30.28,285,2.1515232133865356,0.03236466959118843,47.10000000000001
841.82,1.0625940835475922,0.6943705498222107,0.7091690808534622,15.0,-0.007002452498418279,2288000,509,29.32,286,2.061160076260567,0.030349455531686543,44.300000000000026
849.03,1.0849609595537186,0.6978313772370818,0.690959934592247,15.0,-0.017100059248987234,2296000,509,29.92,287,2.2247670406103133,0.03606359570752829,46.10000000000001
845.82,1.0614086854457856,0.6915648601790448,0.6721464711427688,15.0,-0.01048070344608277,2304000,509,29.78,288,2.1966592597961427,0.03452218733727932,47.0
854.73,1.0812124907970428,0.7850384885151109,0.6505746775865555,16.9,-0.01918598790827673,2312000,509,31.11,289,2.3026069724559783,0.036912019988521935,48.10000000000001
843.95,1.0902463114261627,0.6837568606052283,0.6414135104417801,17.9,-0.006935808805283159,2320000,509,30.87,290,2.2769668185710907,0.03584290011320263,48.0
873.33,1.0967593264579774,0.6777195124557619,0.6622241115570069,17.9,-0.011882400811009575,2328000,509,32.17,291,2.296445896625519,0.03835784982889891,49.60000000000005
870.35,1.0656178325414658,0.8036805593841663,0.6124410289525986,17.9,-0.009939474742568564,2336000,509,31.98,292,2.251188614964485,0.03607942206785083,49.60000000000005
877.02,1.0584008532762528,0.7138634371089582,0.6601357448101044,17.9,-0.023320634947158397,2344000,509,32.58,293,2.4076915258169174,0.04328383382409811,51.400000000000034
881.28,1.0456567925214768,0.6938138763924477,0.6848401457071305,17.9,-0.019535147882415914,2352000,509,32.83,294,2.3220914959907533,0.03832885310985148,55.0
882.62,1.0583191746473313,0.6064204271724303,0.6773655754327774,17.0,-0.01065822368604131,2360000,509,32.75,295,2.0895672488212584,0.03231335120275616,51.400000000000034
893.97,1.006970928311348,0.8116817823351394,0.638130738735199,18.0,-0.017338980837812414,2368000,509,33.27,296,2.2455342495441437,0.036788943642750385,51.400000000000034
917.31,1.0602446985244751,0.6993589206975572,0.6710701113939286,19.9,-0.0067461400182219225,2376000,509,34.84,297,2.2274781501293184,0.035685232123360035,55.0
927.16,1.0781105893850327,0.6895630516996276,0.6783094543218613,20.0,-0.01136137538123876,2384000,509,35.54,298,2.201044354438782,0.034655152359046044,55.20000000000002
905.74,1.0855325996875762,0.722673220557398,0.6914927643537522,20.0,-0.01017464827396907,2392000,509,34.65,299,2.3340508675575258,0.0380179707147181,55.0
907.09,1.0883831256628036,0.687597758928291,0.6863672935962677,20.0,-0.00941058457508916,2400000,509,34.7,300,2.20644159078598,0.03485518181696534,57.0
914.82,1.1342745971679689,0.7009497572237595,0.6448383814096451,21.0,-0.009316255098674446,2408000,509,35.27,301,2.3016697323322295,0.03784380425699055,57.0
900.24,1.089384394288063,0.6728666795847142,0.6876653271913529,20.0,-0.017345612375065683,2416000,510,34.81,302,2.169149629473686,0.03352842172142118,57.0
906.02,1.0772783261537553,0.7285103992908282,0.6748440378904342,20.0,-0.008063500691423541,2424000,510,34.84,303,2.2427018070220948,0.03660873473156243,55.20000000000002
899.53,1.0053510940074921,0.7995434320809196,0.6666643184423446,19.9,-0.017010592373699184,2432000,510,34.26,304,2.18060173869133,0.0340710448846221,55.20000000000002
899.14,0.9954992431402206,0.7493456316018642,0.6887147116661072,19.9,-0.01343791197403334,2440000,510,34.14,305,2.1523171460628507,0.033492228626273574,55.300000000000026
902.19,1.0442012357711792,0.6740239785219971,0.6486898827552795,20.0,-0.008692363005829975,2448000,510,34.41,306,2.25837698161602,0.038595546446740625,51.70000000000006
907.11,1.0083186548948289,0.6770553642123772,0.6330951076745986,20.0,-0.01388945613289252,2456000,510,35.38,307,2.310657725930214,0.0383470449782908,58.10000000000001
917.59,1.0548223996162414,0.7157660463679492,0.6662623113393784,20.9,-0.013977755326777697,2464000,510,36.21,308,2.2272131848335266,0.03568233954720199,58.10000000000001
925.67,1.0468454998731613,0.6879365606344898,0.6799548888206481,20.9,-0.012687876482959836,2472000,510,37.1,309,2.1837756776809694,0.03462546482216567,58.10000000000001
932.79,1.035303173661232,0.701600144575488,0.708612869977951,21.0,-0.016637477230178773,2480000,510,37.35,310,2.2933802992105483,0.03931171040982008,58.10000000000001
951.88,1.0000427556037903,0.9408636568089459,0.5672779893875122,21.0,-0.018891626270487905,2488000,510,38.58,311,2.5638649225234986,0.05007257595658302,59.20000000000002
905.93,1.003909179866314,0.8275893390677541,0.6058493208885193,16.0,-0.00409649662062293,2496000,510,35.96,312,2.145118595957756,0.03312942798715085,58.0
917.63,0.9964484947919846,0.7085383037688896,0.6665238547325134,16.0,-0.013758276207954622,2504000,510,36.28,313,2.222101944684982,0.037117081372998656,58.0
904.45,0.9819739228487014,0.7601255177325962,0.6798578184843064,16.0,-0.018966301357140766,2512000,510,36.1,314,2.1934136641025543,0.03583342108875513,57.10000000000001
921.53,0.9962691670656204,0.7868608907233782,0.6432603859901428,16.9,-0.017372768381610514,2520000,510,36.4,315,2.3251619905233385,0.039446325511671605,58.0
922.93,0.9901380050182342,0.7807718186027757,0.6625819110870361,17.0,-0.008147646199213342,2528000,510,37.37,316,2.2848014575242996,0.03777273850515485,58.400000000000034
920.31,0.9916366650164128,0.9412946594443028,0.5770408421754837,17.0,-0.016950729327945738,2536000,510,37.02,317,2.270368890762329,0.04132513657212258,57.10000000000001
899.21,1.035881878733635,0.8128309454663291,0.6817773133516312,16.9,-0.013708862926869188,2544000,511,35.1,318,2.2865586996078493,0.03962013667915017,54.0
890.5,1.0027742189168931,1.12707735612683,0.6380297607183456,15.8,-0.02118314411796746,2552000,511,35.89,319,2.5729383420944214,0.0650523828715086,54.0
880.49,0.9935781455039978,0.6926610753155884,0.6300269538164138,15.8,-0.007874731528572739,2560000,511,35.92,320,2.2546735936403275,0.037889645704999565,54.0
872.11,1.001176643371582,0.8003678971912754,0.6533366411924362,15.8,-0.01070269103438477,2568000,511,35.91,321,2.5671043580770494,0.046525612752884624,54.0
888.79,1.00826853454113,0.7216031568269294,0.645276750922203,15.8,-0.015925821447744966,2576000,511,36.58,322,2.209442374110222,0.03549694652669132,55.0
911.16,1.0208617401123048,0.884838612365781,0.6426478028297424,18.0,-0.013303385294275358,2584000,511,38.44,323,2.4351591902971266,0.043440748108550906,55.10000000000001
950.12,1.0278131556510925,0.7631912840915253,0.6767007929086685,20.0,-0.012854107898892835,2592000,511,40.93,324,2.200381644964218,0.03783081074245274,57.70000000000006
920.59,0.9566671693325043,0.895462727825652,0.2969248068332672,19.0,-0.026702698358567433,2600000,511,39.57,325,2.5817300236225127,0.0498328464711085,57.70000000000006
912.4,0.9987825858592987,0.6937824942646426,0.6871209162473678,18.900000000000002,-0.007738977430853992,2608000,511,39.39,326,2.155751470923424,0.03376422696281225,57.70000000000006
920.23,1.0183704054355622,0.8093420586296936,0.6384041059017181,18.900000000000002,-0.018480196860909927,2616000,511,40.01,327,2.459671527147293,0.04532807795796543,57.400000000000034
914.78,1.038625345826149,0.9241269042614106,0.47590231001377103,18.900000000000002,-0.019947041941341014,2624000,511,40.42,328,2.3982197046279907,0.04421617078594863,61.20000000000002
866.62,1.1041922050714492,0.7167980773792823,0.5314321714639664,11.700000000000001,-0.011137013252591714,2632000,511,38.09,329,2.090602381825447,0.0326540063507855,61.20000000000002
806.26,1.1084001052379608,0.9093781062888343,0.2581936365365982,5.800000000000001,-0.027744524321169594,2640000,511,31.57,330,2.3895659017562867,0.04541142975445837,56.10000000000001
777.59,1.0685995823144914,0.7051515216805128,0.66023013651371,4.0,-0.003098461537156254,2648000,511,30.01,331,2.107055230140686,0.032440318125300106,54.20000000000002
758.26,1.019770330786705,0.7498273899234067,0.657285345196724,4.0,-0.015317756867734716,2656000,511,28.82,332,2.329568154811859,0.040629105577245354,50.10000000000001
768.72,1.0363827326893806,0.7543723543180305,0.5632987856864929,4.0,-0.022272506408626214,2664000,511,28.64,333,2.3179527920484544,0.041789155122824016,51.10000000000001
632.83,1.017907412648201,0.7246590509864805,0.2628276008367538,1.0,-0.0007767192844767123,2672000,511,21.25,334,2.17437650680542,0.03412296712398529,46.20000000000002
566.3,1.074844188094139,0.657737406591751,0.6079425513744354,1.0,-0.007371669685235247,2680000,511,16.83,335,2.0546031564474108,0.03078799960203469,35.0
581.9,1.0425429224967957,0.6752415005253024,0.6741789042949676,1.0,-0.019208151638740675,2688000,511,17.86,336,2.209839279651642,0.03688990354537964,35.0
591.12,1.0597699499130249,0.8094261358569959,0.46170264601707456,1.0,-0.014594116496882635,2696000,511,18.46,337,2.240645909309387,0.03872615404427052,42.0
611.29,1.0420449835062027,0.6513055274339342,0.6833030205965042,1.9000000000000004,-0.018165373757947235,2704000,511,19.59,338,2.0787070322036745,0.0320049194036983,42.10000000000001
644.62,1.0567669886350632,0.7198640687070263,0.6817466694116593,1.9000000000000004,-0.008791731416713446,2712000,511,21.32,339,2.238798457980156,0.037034897087141874,46.0
660.6,1.066400641798973,0.5859672487593882,0.702892342209816,1.9000000000000004,-0.013586902403039858,2720000,511,21.91,340,2.0557932305335997,0.03095989131368697,46.300000000000026
651.22,1.052747933268547,0.7125291679055621,0.6922482860088348,1.9000000000000004,-0.017830459529650396,2728000,511,21.21,341,2.3906788384914397,0.04198637001216412,43.300000000000026
673.61,1.0610963714122772,0.6470632621214167,0.683343090415001,1.9000000000000004,-0.014728385809576139,2736000,511,22.96,342,2.195458706021309,0.03554251298774034,50.0
700.3,1.0432888209819793,0.6531207418974914,0.6784959006309509,3.9000000000000004,-0.0049247630522586405,2744000,511,24.27,343,1.9759011977910996,0.028398600122891367,50.0
786.75,1.0278700923919677,0.6745347584542661,0.6489108401536942,8.0,-0.015026468177093194,2752000,511,28.22,344,2.251538599729538,0.03629889635834843,51.10000000000001
838.47,1.0126830673217773,0.6328854570481387,0.6883811557292938,8.0,-0.009270047941245139,2760000,511,30.73,345,2.006896598935127,0.030160404823254792,54.20000000000002
879.08,1.0181008970737457,0.7643940426987409,0.6402541065216064,9.0,-0.014701320880528784,2768000,511,33.46,346,2.3980253833532332,0.04257102080155164,58.0
849.46,1.1622809761762618,0.577086628439732,0.20617385804653168,2.9000000000000004,-0.017029838066810042,2776000,511,32.75,347,2.0081581085920335,0.03098831652838271,59.10000000000001
719.36,1.1540448373556138,0.4934294663818725,0.5763368099927902,0.0,0.0002814302750630304,2784000,511,26.59,348,1.7481520366668701,0.023260081018088387,58.10000000000001
695.52,1.03233677983284,0.6896659022936464,0.6617920976877213,0.0,-0.01643938104331028,2792000,511,25.43,349,2.221925860643387,0.037616761848330495,54.20000000000002
705.47,1.0364362281560897,0.6412509618848107,0.6641617721319198,0.0,-0.011326143797487021,2800000,512,26.5,350,2.269575527906418,0.03909910682588816,56.300000000000026
712.04,1.0385186463594436,0.7665607503938818,0.6588327652215957,0.0,-0.01845059281156864,2808000,512,27.41,351,2.274241217970848,0.037620387626811864,60.10000000000001
717.02,1.0177298414707183,0.7539476277589021,0.6624542772769928,0.0,-0.015223060029384214,2816000,512,28.28,352,2.275274004340172,0.03798023756593466,62.0
726.65,0.9993843966722489,0.6802742757771739,0.6609088230133057,0.0,-0.015833973685512318,2824000,512,28.88,353,2.26073424577713,0.037748115905560556,62.300000000000026
725.1,0.9968715614080429,0.6884995079842184,0.7076428389549255,0.0,-0.01583653920737561,2832000,512,28.96,354,2.110341542363167,0.03182923758868128,62.300000000000026
728.87,1.004218088388443,0.7927293333301989,0.6580725002288819,0.0,-0.013928587892005453,2840000,512,29.06,355,2.187065171599388,0.037044307929463685,62.300000000000026
734.6,0.9652288222312927,0.6953827475595972,0.6655531173944473,0.0,-0.01240636699963943,2848000,512,29.76,356,2.2373481702804567,0.037428285470232366,65.0
790.23,1.0157369518280028,0.7194918842907049,0.6388838976621628,0.0,-0.01797476171515882,2856000,512,32.94,357,2.2886776447296144,0.03964068047935143,68.60000000000005
810.95,1.0195299500226975,0.624352639087345,0.675918231010437,0.0,-0.009758094329590676,2864000,512,34.56,358,1.9723445016145706,0.028912397106178104,68.60000000000005
909.54,1.0075504142045975,0.838651509955907,0.6314142161607742,2.0,-0.02451549801742658,2872000,512,39.25,359,2.316981584429741,0.03879649378359318,68.60000000000005
973.55,1.012908734679222,0.706145180016163,0.6719724643230438,5.0,-0.008509812855336349,2880000,512,42.79,360,2.1431966811418532,0.03426082324236632,68.60000000000005
1023.36,1.0319767308235168,0.7142518536229674,0.6579296618700028,17.700000000000003,-0.012350809289200697,2888000,512,45.17,361,2.244954090118408,0.03663416333030909,68.60000000000005
1087.98,1.0317906147241593,0.6796858296432745,0.6992936891317367,29.0,-0.01293936607951764,2896000,512,48.69,362,2.055654401779175,0.03267887244001031,74.0
1114.47,1.035201125741005,0.739543730742174,0.6867689043283463,31.0,-0.017348340474418366,2904000,512,50.4,363,2.264838079214096,0.040331743424758315,74.10000000000001
1120.99,1.0367186504602433,0.7055210606909159,0.6914125812053681,31.0,-0.011133669689879753,2912000,512,50.71,364,2.1788386780023576,0.03843013325938955,74.10000000000001
1132.04,0.9999644738435746,0.8974149718919329,0.6378763341903686,31.0,-0.018328221181618573,2920000,512,51.16,365,2.4726002651453016,0.04717643870972097,74.10000000000001
1128.49,1.0067863482236863,0.9924998902835859,0.599720389842987,31.9,-0.022076630020874292,2928000,512,50.52,366,2.350902442932129,0.04009107769932598,72.20000000000002
1131.07,1.0227438122034074,0.6908755427358987,0.6735050368309021,31.0,-0.010360481035895645,2936000,512,50.92,367,2.085167983174324,0.032514811675064266,74.0
1125.68,1.0478402030467988,0.6383286712849103,0.6696536123752594,31.0,-0.013732985481619836,2944000,512,50.69,368,2.1822090625762938,0.037057638042606415,75.0
1121.53,1.0811656302213668,0.7427745056517859,0.6681546682119369,31.0,-0.019328221703181044,2952000,512,50.36,369,2.170164011716843,0.03582294407766312,75.0
1094.05,1.0691506576538086,0.7367497923466709,0.6687516808509827,31.0,-0.008198069395439234,2960000,512,49.12,370,2.3029894053936006,0.039808017904870215,71.0
1082.09,1.0463771969079971,0.7094973501495825,0.6696388250589371,30.800000000000004,-0.015746981534612133,2968000,512,48.44,371,2.2288435286283494,0.038724516241345555,69.20000000000002
1089.86,1.0381381124258042,0.7004585462869594,0.6757588768005371,30.800000000000004,-0.012793157979904208,2976000,512,48.74,372,2.1966771042346953,0.035321565633639695,69.20000000000002
1103.3,1.0258730363845825,0.6636142188410398,0.6505409705638886,31.700000000000003,-0.009150681844039355,2984000,512,50.07,373,2.2220043432712555,0.03684631795622408,71.10000000000001
1061.47,1.061328039765358,1.0198995829191662,0.3110832065343857,18.0,-0.02817571384832263,2992000,512,48.08,374,2.6836901623010636,0.06188051157165319,75.0
1008.66,1.069591085910797,0.7282251950006139,0.5814095485210419,14.0,-0.011619739536690758,3000000,512,44.61,375,2.1509275567531585,0.03573333343723789,71.10000000000001
823.82,1.0444420459866524,0.7913904575393612,0.463098486661911,1.0,-0.004439609786786604,3008000,512,34.35,376,2.130675594210625,0.040811036338564005,69.10000000000001
800.78,1.0407113444805145,0.6909537988491649,0.6863438606262207,1.0,-0.01780165468895575,3016000,512,32.97,377,2.153996078968048,0.03621414054185152,63.20000000000002
811.78,1.0510556626319885,0.6380608210834261,0.6580203557014466,1.0,-0.014684703999373596,3024000,513,33.53,378,2.307547688484192,0.040506429760716854,63.20000000000002
806.3,1.0500906842947006,0.6811961096637746,0.6339611768722534,1.0,-0.013749607775826006,3032000,513,33.57,379,2.1999534434080124,0.03795923850499094,63.10000000000001
818.65,1.0614339864253999,0.7446544830116295,0.663161119222641,1.0,-0.017422360969358123,3040000,513,33.74,380,2.267146411538124,0.03922972145024687,65.30000000000003
820.07,1.0944358593225478,0.5998763966839941,0.5945700579881668,1.0,-0.004592820216421387,3048000,513,33.5,381,2.0961010634899138,0.03285353306680918,64.10000000000001
807.26,1.0413978165388107,0.7958374790500037,0.6650674533843994,1.0,-0.022474755418952556,3056000,513,33.16,382,2.375304901599884,0.04349077287130058,64.10000000000001
800.1,1.0296788251399993,0.9071779760316088,0.6477891045808792,1.0,-0.01929288124520099,3064000,513,32.59,383,2.5229062539339067,0.04969042915850878,62.10000000000001
793.11,1.0756762117147445,0.7783523486794799,0.3352036106586456,1.0,-0.021378905204473993,3072000,513,32.17,384,2.2279404917359353,0.03825551446003374,61.10000000000001
768.59,1.04705746114254,0.6351966135695474,0.6176462858915329,0.9000000000000004,0.004105868499027565,3080000,513,31.43,385,1.8917025610804559,0.026966396060888655,61.10000000000001
803.11,1.0025419956445694,0.7222879033191412,0.6416005724668503,0.9000000000000004,-0.010591666716209147,3088000,513,33.2,386,2.1792546367645262,0.035936222565360366,61.10000000000001
868.0,1.0373350709676743,0.943155960328393,0.6456965619325638,3.8000000000000007,-0.024073520888341592,3096000,513,36.97,387,2.6172197324037554,0.050273698554374274,63.10000000000001
913.98,1.0364355492591857,0.7267605889436866,0.6864569699764251,6.9,-0.017330685719352912,3104000,513,39.58,388,2.2613260424137116,0.039339498332701624,64.40000000000003
915.62,1.0371121513843535,0.7856245800045599,0.6854849570989608,6.9,-0.019683046634527274,3112000,513,39.78,389,2.23486092209816,0.0384928764286451,68.40000000000003
915.09,1.0569155007600783,0.6901064073232537,0.6949855756759643,6.9,-0.006733359253848903,3120000,513,39.7,390,2.0641598004102706,0.03291081003146246,72.10000000000001
921.37,1.0263583713769913,0.9071526609131516,0.6485270035266876,6.9,-0.00865474607082433,3128000,513,40.07,391,2.2325850373506544,0.03717856928240508,72.10000000000001
915.63,1.0420515102148056,0.8547053636333835,0.652503679394722,6.9,-0.01569801882060574,3136000,513,40.68,392,2.244941765666008,0.04050901275593787,73.0
917.52,0.9912908589839935,0.8199670421898818,0.5589516842365265,6.9,-0.031773401470854876,3144000,513,41.04,393,2.579576590061188,0.050745733729563654,74.10000000000001
879.87,0.9930715894699097,0.6155083462088811,0.7177180343866348,6.9,-0.00480403967841994,3152000,513,37.72,394,1.9151342076063156,0.029242793642915786,73.0
890.06,1.0002162313461305,0.7635754627904642,0.6620617407560349,8.700000000000001,-0.02283989199990174,3160000,513,38.75,395,2.341157537102699,0.0446118384716101,73.0
915.53,1.0115599453449249,0.990641231330912,0.6975919646024704,9.0,-0.012758080204603174,3168000,513,42.09,396,2.631774032115936,0.05651615344453603,73.10000000000001
979.85,0.9939757335186005,0.786494739832881,0.6237286710739136,13.0,-0.016294049408170395,3176000,513,45.84,397,2.536675670146942,0.04824857439380139,74.10000000000001
1007.66,0.9588121479749679,0.5698968805222142,0.7062471145391465,18.900000000000002,-0.010893493500479962,3184000,513,47.48,398,1.8308386808633805,0.026849507880397142,74.10000000000001
1034.74,0.9890088546276092,0.7688823100837604,0.6527878886461258,19.8,-0.01144095966097666,3192000,513,49.48,399,2.3881111216545103,0.04175564994569868,75.10000000000001
1043.92,1.001420067548752,0.7060819937729742,0.6900733745098114,19.8,-0.015366951173782582,3200000,513,49.95,400,2.226508328914642,0.038121484550647435,76.0
1061.31,1.0571683728694916,1.4326168770861483,0.5972196799516678,20.0,-0.02211056676809676,3208000,513,53.02,401,2.924340443611145,0.07768605639226735,83.10000000000001
1056.55,1.0197566157579423,0.5493159708101908,0.708218520283699,19.700000000000003,-0.007850999718066305,3216000,513,52.52,402,1.863167427778244,0.026494590835645794,83.10000000000001
1054.9,1.0381586688756943,0.811116579868806,0.6467864114046097,19.700000000000003,-0.014250590872834437,3224000,513,52.18,403,2.342487835884094,0.042189045273698864,81.20000000000002
1050.68,1.0119984501600265,0.7390853489848943,0.5834016638994217,17.0,-0.016141556052680243,3232000,513,51.5,404,2.2039617323875427,0.04020271350396797,76.0
1049.29,1.0286908650398254,0.6419348249318921,0.6946240401268006,17.0,-0.012538281659362837,3240000,513,51.01,405,2.0254224908351897,0.03116047411225736,75.10000000000001
1058.2,1.036956518292427,0.62932607516749,0.6610765665769577,17.0,-0.00385419485042803,3248000,513,51.15,406,2.1355269241333006,0.03606177158188075,75.10000000000001
1071.74,1.085252959728241,0.6952352133812648,0.4510242533683777,20.0,-0.015073018211114685,3256000,514,51.78,407,2.1513252276182175,0.035794514869339766,75.10000000000001
1068.47,1.0571018171310425,0.584398749198821,0.707078909277916,19.9,-0.010961719879851443,3264000,514,51.8,408,2.0040977293252946,0.03228433733340353,75.10000000000001
1075.8,1.0501321518421174,0.6988849163635643,0.702738960981369,20.9,-0.011856973117683084,3272000,514,52.05,409,2.090783768296242,0.03326959019061178,75.10000000000001
1085.96,1.0252435076236726,0.7297778656874341,0.645977234840393,20.9,-0.015212708013830251,3280000,514,51.01,410,2.351748731136322,0.043244377234950664,75.0
1093.32,1.0624686342477798,0.661830666371277,0.6689755856990814,20.9,-0.01337059095269069,3288000,514,51.07,411,2.1974010425806045,0.03782265110872686,75.0
994.24,1.0975705248117447,1.0221583215826862,-0.11352796375751495,14.9,-0.025788353264360922,3296000,514,44.78,412,2.3958401107788085,0.044146985663101074,69.0
936.25,1.0589612585306167,0.5786299018403936,0.6805612564086914,8.0,-0.00215699076798046,3304000,514,39.75,413,1.7765673559904098,0.024635800081305205,68.10000000000001
926.1,1.0450093322992324,0.6802321521584868,0.6708434563875199,8.0,-0.016273045840207487,3312000,514,39.12,414,2.0032062911987305,0.03137709055561572,68.10000000000001
933.44,1.014081602692604,1.1764018282203503,0.6032786238193512,8.0,-0.01590780211270612,3320000,514,41.2,415,2.4832271188497543,0.05073303047567606,68.10000000000001
919.61,1.0670629185438156,0.6509191824852936,0.6817118346691131,8.0,-0.010773541865637526,3328000,514,40.46,416,2.0889459747076033,0.03433394616935402,67.10000000000001
925.68,1.06224216401577,0.6693077682941526,0.6813456100225449,8.0,-0.015786292014927313,3336000,514,40.98,417,2.0406619900465013,0.03444964985363185,68.10000000000001
933.09,1.0486865389347075,0.783226283217125,0.6734994024038314,8.0,-0.020878242208855226,3344000,514,41.44,418,2.3063012462854386,0.04386023706290871,68.10000000000001
944.64,1.0693427038192749,0.7619651611752348,0.6710322451591492,8.0,-0.017730268818559124,3352000,514,42.57,419,2.321273699402809,0.044843571919482204,69.0
955.56,1.0771258807182311,0.7598555060127922,0.6442847090959549,8.0,-0.024167381103616208,3360000,514,43.78,420,2.447864669561386,0.04859649842139333,70.30000000000003
959.64,1.0710045009851457,0.7279480587364298,0.5301382851600647,8.0,-0.01879062265623361,3368000,514,44.08,421,2.2326608073711394,0.04030807634815574,70.30000000000003
958.02,1.0702494257688522,0.6426769218337987,0.6775991028547287,8.0,-0.014068075427785516,3376000,514,43.51,422,2.08277634203434,0.03463493318296969,70.30000000000003
960.55,1.0664922571182252,0.6709466646258443,0.6223122292757034,8.0,-0.015960488384007477,3384000,514,44.04,423,2.1948121815919874,0.03946028948295861,73.0
967.4,1.0039314664714039,1.8195497562673382,0.7399356436729431,8.0,-0.01942441895022057,3392000,514,44.64,424,3.024439381957054,0.10955052877310663,73.20000000000002
992.77,1.0638951820135116,0.5992615271067876,0.7259702897071838,8.0,-0.012059999935154338,3400000,514,48.97,425,2.0267637556791307,0.034055966245941816,75.50000000000004
1038.72,1.034654443860054,1.7423353111015751,0.7358554673194885,15.700000000000001,-0.01047579705453245,3408000,514,53.78,426,2.6435281801223756,0.0660445386939682,80.0
1104.7,1.009337387084961,0.8251406472649916,0.6692695814371109,24.7,-0.024056878249975853,3416000,514,57.9,427,2.3735617393255235,0.045336558213457466,80.0
1150.23,1.02638245344162,0.8487894073820195,0.6255006408691406,31.9,-0.025218270664918236,3424000,514,62.26,428,2.436895554661751,0.048011279278434814,86.10000000000001
1144.11,1.059314764738083,0.9125745221251093,0.45987256944179533,31.0,-0.02273767934879288,3432000,514,60.27,429,2.480303918123245,0.049267414221540094,85.10000000000001
1133.45,1.0412389189004898,0.5774970965794962,0.7388241428136826,31.0,-0.007943022034014575,3440000,514,59.58,430,1.7951477366685866,0.025380076807923615,85.10000000000001
1122.31,1.052094842195511,0.7666663768790946,0.6752727216482163,30.0,-0.013688144449843094,3448000,514,58.65,431,2.3777288711071014,0.043820758871734145,82.30000000000003
1127.54,1.0511968344449998,1.216372891983112,0.36789192736148835,30.900000000000002,-0.017208512383076593,3456000,514,60.03,432,2.808509132862091,0.1053128182888031,86.90000000000008
1134.76,1.0547337877750396,0.6082001020146898,0.6622220873832703,32.8,-0.007272523832507431,3464000,514,61.36,433,2.13135147690773,0.03535003849305213,95.10000000000001
1151.21,1.0327793371677398,0.6048212928343938,0.6804018181562423,34.0,-0.012291468516923486,3472000,515,62.12,434,2.2170732951164247,0.03876662181690335,86.90000000000008
1151.12,1.0396376204490663,0.6904354264025886,0.5986777013540268,34.0,-0.007997686444869033,3480000,515,63.55,435,2.4296251481771467,0.0435982324834913,90.50000000000004
1158.09,1.035985912680626,0.783792323823873,0.6434219592809677,34.0,-0.024140307927300455,3488000,515,64.56,436,2.3745671379566193,0.045016995943151415,95.10000000000001
1164.56,1.0071259796619416,1.4536512835561657,0.4062156057357788,34.0,-0.009760461321566254,3496000,515,65.86,437,3.0332964098453523,0.12263163259252906,96.10000000000001
1169.19,1.0429498106241226,0.6378332564839684,0.7015386027097702,34.0,-0.011372544368059607,3504000,515,66.5,438,2.1199886697530745,0.035486988290213045,97.0
1170.1,1.0266682755947114,0.7255360072047522,0.6467846602201461,34.0,-0.016714963556732982,3512000,515,64.9,439,2.235337876081467,0.03945008745649829,97.0
1178.71,1.0122242361307143,0.6840399556884033,0.6099656081199646,34.0,-0.013568038515513763,3520000,515,66.03,440,2.3094382166862486,0.04209142386447638,97.40000000000003
1157.74,0.927994274944067,1.4086300694639653,0.43485624074935914,33.0,-0.02512108165101381,3528000,515,63.96,441,3.0390735429525377,0.08368746139109134,97.40000000000003
1106.35,1.0585090255737304,0.5499332366793612,0.6642922109365463,21.9,-0.0053203644271707165,3536000,515,60.0,442,1.7997500681877137,0.026611478731501846,97.0
1102.34,1.0170532935857772,0.65632532401376,0.6106903105974197,26.700000000000003,-0.010219622021832037,3544000,515,60.26,443,2.228523509502411,0.03885677675716579,97.0
1121.61,1.0258448737859727,0.5954988432067347,0.7070260506868362,28.799999999999997,-0.011992046392260819,3552000,515,61.69,444,2.093204997777939,0.03774381557479501,97.0
1026.4,1.038548618555069,1.004686141310382,0.09790082633495331,8.9,-0.01681337620189879,3560000,515,54.9,445,2.4485467475652696,0.04987394107040018,92.40000000000003
999.86,1.0338407564163208,0.6703938704087797,0.6587412858009338,5.800000000000001,-0.011198500163154677,3568000,515,52.87,446,2.066300370693207,0.034252051243092864,92.40000000000003
975.17,1.0304174309968948,0.6454124280295968,0.6681511849164963,5.800000000000001,-0.012442568519618362,3576000,515,49.65,447,2.1058086276054384,0.03533901906106621,92.40000000000003
978.4,1.0426669883728028,0.6143084614699001,0.6748443937301636,5.800000000000001,-0.011351168341352604,3584000,515,50.22,448,2.1724379670619967,0.04039231984177604,92.20000000000002
981.27,1.0340229398012162,0.7052729165017808,0.6589271742105484,5.800000000000001,-0.015804744414162998,3592000,515,50.5,449,2.282996277809143,0.042783912897575646,92.20000000000002
979.17,1.038559739589691,0.6675002299594316,0.6654659408330917,5.800000000000001,-0.011427742704981939,3600000,515,48.98,450,2.253374650478363,0.04135763814207166,91.0
982.22,1.0167432880401612,0.7161763968468488,0.6511178314685822,5.800000000000001,-0.022461675596423446,3608000,515,49.07,451,2.4050134342908858,0.046166745251975956,91.0
