P01:episode_rewards,PMM:episode_rewards,episode_length,grad_norm,value_loss,frames,policy_entropy,explained_variance,P09:episode_rewards,fps,policy_loss,epoch_idx,advantage_norm
0.0,1.170731707317073,171.4878048780488,2.1009257283582548,0.07605104398564436,8000,1.316236742734909,-2.9311052060127256,3.0,580,-0.025951717710722733,1,1.970604619011283
0.0,1.1263157894736842,170.44210526315788,0.30705737820733875,0.014875436938855274,16000,1.3594936943054199,-0.11323331713676453,3.0,369,0.006575493098353036,2,1.1918134283274413
0.0,1.07,167.73,0.22046861905141957,0.012876502675085248,24000,1.3783802592754364,-0.057529206275939944,3.0,443,0.0009705100872088224,3,1.1329664872586727
0.0,1.14,171.44,0.20926612621823185,0.01252836239539647,32000,1.3765476071834564,-0.018326521515846253,3.0,493,0.002454805194865912,4,1.1380035897530616
0.0,1.32,177.95,0.21279726892639433,0.013465965218538259,40000,1.3826106321811675,-0.004546391367912292,3.0,528,0.0024845172162167727,5,1.170715654976666
0.0,1.34,178.59,0.23299094428441033,0.012118239249903127,48000,1.3821304190158843,-0.006944327354431152,3.0,558,0.0021608337125508113,6,1.0761919983848929
0.0,1.02,167.41,0.21831951779148334,0.010766731188923587,56000,1.3810484313964844,-0.04931850790977478,2.0,582,0.0014991440647281707,7,1.036655262224376
0.0,1.09,171.39,0.22638107380296763,0.012290037354123342,64000,1.3804969346523286,-0.024752951860427856,3.0,601,0.0015552375809056685,8,1.1016220227256417
0.0,1.17,174.16,0.2628663084257945,0.012855551690263383,72000,1.3823753142356872,-0.05745808184146881,3.0,616,0.0027391124609857796,9,1.1624798344820737
0.0,1.15,171.67,0.21002155403094364,0.010119049851291494,80000,1.3756095230579377,-0.06920181930065156,3.0,629,0.0004441205027978867,10,0.9928803030028939
0.0,1.2,175.16,0.2573222294462004,0.012300762228005625,88000,1.3607760608196258,-0.13881957411766052,3.0,641,0.003755894987843931,11,1.1677644485235215
0.0,1.24,176.7,0.2417936171108632,0.010783450124326919,96000,1.3531146728992463,0.08345896184444428,3.0,651,-0.0016533135203644633,12,1.0898426279425621
0.0,1.52,185.08,0.29687224682522795,0.013191965758087463,104000,1.350055981874466,0.3818013000488281,4.0,662,0.0004492153876344673,13,1.2733138564229012
0.0,1.48,184.23,0.3213708120518431,0.013267358540397255,112000,1.3641397261619568,0.19843729794025422,4.0,669,-0.0015103193488903344,14,1.1469229026138783
0.0,1.29,178.97,0.28240994626056737,0.011211866303929128,120000,1.3760131621360778,0.48186141312122344,4.0,675,0.00020141830522334202,15,1.1745202931761742
0.0,1.22,175.81,0.5550896626370022,0.028207816815702245,128000,1.342876061797142,0.3409784054756165,4.0,681,0.001587281765678199,16,1.3873443733155728
0.0,1.22,175.58,0.35944895245762964,0.015619866467895918,136000,1.3645535445213317,0.6824751394987106,3.0,686,-0.001122490759298671,17,1.4595538985729217
0.0,1.55,186.5,0.3577368144963019,0.013180806453456172,144000,1.3700516831874847,0.7632126468420029,4.0,691,-0.003296297500055516,18,1.3315212658047677
0.0,2.2,210.08,0.40483114526254843,0.015929866596125067,152000,1.3670298743247986,0.7387076765298843,5.1000000000000085,694,0.00046227541752159597,19,1.4800797674059867
0.0,2.28,215.44,0.4310910955497591,0.013560841573635116,160000,1.319339929819107,0.8502189105749131,5.1000000000000085,698,-0.008186352930497378,20,1.296857061982155
0.0,2.2,212.25,0.27464548089642343,0.006476243226788938,168000,1.3169454753398895,0.915022411942482,5.0,701,-0.0024878576983246603,21,0.9550069433450699
0.0,1.99,206.34,0.26843360044531717,0.0068050803616642955,176000,1.3247147834300994,0.9383056658506393,5.0,704,-0.003552014262386365,22,0.9759555280208587
0.0,1.86,199.91,0.24888174103406946,0.006092550986795686,184000,1.339144207239151,0.9392045426368714,5.0,706,-0.001109902181196958,23,0.903672551214695
0.0,2.05,208.66,0.2633458637801219,0.007793032776098698,192000,1.3289144659042358,0.9274552440643311,5.1000000000000085,708,-0.0007644578354666009,24,1.019398262798786
0.0,2.27,214.9,0.2558244840163048,0.007219136507483199,200000,1.3153675842285155,0.9214622819423676,6.0,711,-0.0006199708093481604,25,0.9263100102543831
0.0,2.38,217.89,0.18998691468028228,0.00459901786147384,208000,1.3192107236385346,0.9523970663547516,6.0,713,-0.0003602736652828753,26,0.755271891951561
0.0,1.9,200.21,0.15661407598511895,0.003059498422371689,216000,1.3301102578639985,0.9689212274551392,5.0,715,-8.191666740458458e-05,27,0.6209316509962082
0.0,1.86,196.93,0.20482280818559004,0.005305005278205499,224000,1.3458954560756684,0.9374650901556015,5.0,717,-0.001266960612265393,28,0.8132952606678009
0.0,2.12,203.84,0.20727326626424186,0.006237880370899802,232000,1.3462568128108978,0.9329150652885437,5.200000000000017,720,-0.0018612131438567304,29,0.883204930126667
0.0,2.22,205.1,0.15357323446342494,0.004237688548746519,240000,1.3348630738258362,0.952049155831337,8.100000000000009,721,-0.0010507499608502257,30,0.6832921989262104
0.0,2.19,204.68,0.15644443218130352,0.0036718803632538764,248000,1.3376583445072174,0.9675483191013337,8.0,722,-0.0005534479336347431,31,0.6825823116302491
0.0,2.26,208.51,0.20406106747019886,0.005188675943645649,256000,1.3434160900115968,0.9523567342758179,9.0,724,-0.00021869325090847268,32,0.8018591746687889
0.0,2.59,222.58,0.21422636498057113,0.0071377047698479145,264000,1.3570632767677306,0.9125697857141495,9.0,726,0.00014720758772455156,33,0.9283044734597206
0.0,2.14,208.0,0.176913187124354,0.004272393600258511,272000,1.3494027376174926,0.9418061625957489,6.0,728,-0.0021346617536619305,34,0.7261127936840057
0.0,1.9,199.57,0.13598315485355975,0.002658794852322899,280000,1.3308687007427216,0.9752614676952363,5.0,729,-0.000905278148711659,35,0.5609277257323265
0.0,1.83,199.6,0.19355860894079244,0.0055299343256047,288000,1.359884501695633,0.9376820826530456,5.0,732,-0.0006211451890703756,36,0.8063969692587852
0.0,2.3,212.19,0.17333015177415664,0.005193810115742963,296000,1.3422522139549256,0.9475894248485566,6.0,734,-0.0007637855524808402,37,0.7884461292624474
0.0,2.7,224.98,0.17220911664484745,0.004632378156238701,304000,1.357667087316513,0.9578613644838333,9.0,735,-0.0004084018381399801,38,0.74372535020113
0.0,2.77,227.0,0.1576378554478172,0.003720142076199409,312000,1.345493154525757,0.9642390197515488,9.0,735,-0.00017693143425276503,39,0.6743695658445358
0.0,2.56,221.68,0.13933695328405896,0.003246753005660139,320000,1.3539626789093018,0.9673746228218079,9.0,735,-0.0005964662712358404,40,0.60616804048419
0.0,2.32,213.63,0.17567530480449037,0.004375394461967517,328000,1.3632703197002412,0.9531390732526779,7.200000000000017,736,0.0009174478988279588,41,0.7229289741814137
0.0,2.09,207.79,0.1614544480340103,0.0034977965572034007,336000,1.3451847290992738,0.9652988147735596,6.0,733,-0.0015882664894888876,42,0.6503384460508823
0.0,2.0,204.25,0.15155931264884956,0.0038308991206577048,344000,1.3471099424362183,0.9668586176633834,6.0,730,2.11614499494317e-05,43,0.6599350191652775
0.0,1.94,203.85,0.16836713967314273,0.0045391595052205955,352000,1.3622892558574677,0.9487284642457962,5.0,728,-0.0015824667940614746,44,0.7459569871425629
0.0,1.96,201.73,0.1057076843260247,0.001888240193220554,360000,1.3607700288295745,0.9745567977428437,5.0,724,0.0004171717501048988,45,0.4799934387207031
0.0,1.95,202.7,0.1886512783970613,0.005391910401522182,368000,1.3461321890354156,0.9553426784276963,5.0,720,-0.002179373437829781,46,0.7850440511107445
0.0,2.03,203.72,0.1532647115364797,0.0037827454850776123,376000,1.3484994292259216,0.9621621716022491,5.0,716,-0.0005421870625286828,47,0.6550009076297283
0.0,2.61,219.16,0.12028293147421255,0.0026717365845979656,384000,1.35515615940094,0.9712784314155578,9.0,712,-0.0007522283926664386,48,0.542165330350399
0.0,2.32,210.05,0.1836273130979178,0.004578654834476765,392000,1.3371441745758057,0.9598083746433258,9.0,707,-0.0013604849703551735,49,0.7421903856098652
0.0,2.02,202.67,0.15253694900786927,0.0032849463445018046,400000,1.3521126127243042,0.9722424352169037,6.0,702,-0.00010917669744230806,50,0.609733492732048
0.0,2.11,202.69,0.13472390606200255,0.0028703629615483804,408000,1.355703183412552,0.972797480225563,7.200000000000017,697,-0.0008102753484854475,51,0.5774879264831543
0.0,1.76,193.05,0.20843672162116036,0.005838005759578664,416000,1.359606168270111,0.9290863418579102,5.0,692,-0.0024659949134729687,52,0.8342948424816131
0.0,2.0,202.05,0.18372450219389921,0.005016363169124816,424000,1.3608702731132507,0.929323657155037,5.0,688,-0.0012127834061539033,53,0.7772335767745971
0.0,2.32,213.9,0.17149503119495388,0.004577324019628577,432000,1.350470516681671,0.964774916768074,6.1000000000000085,683,-0.00013811288750730454,54,0.7587113623321057
0.0,2.3,214.96,0.1898419981479385,0.005269809723831714,440000,1.3545104777812957,0.9399443084001541,5.1000000000000085,679,-0.001106912695340725,55,0.8105404713749885
0.0,2.54,222.67,0.15151013611478967,0.004069369243225083,448000,1.3514233589172364,0.9625564783811569,8.0,675,0.0005053659150144086,56,0.6927720925211907
0.0,2.12,209.5,0.12523222276819135,0.002513841565232724,456000,1.3494662201404573,0.9777081429958343,5.0,671,-0.0019255677916225978,57,0.5415438644587993
