epoch_idx,frames,P01:episode_rewards,policy_entropy,PMM:episode_rewards,episode_length,advantage_norm,fps,value_loss,P09:episode_rewards,explained_variance,policy_loss,grad_norm
362,2896000,0.0,1.3711665570735931,1.32,176.06,1.2991644891351461,603,0.014710051118818228,3.0,-4.7087669372558596e-08,0.001511002155020833,0.18146833377255134
363,2904000,0.0,1.3679915463924408,1.27,174.69,1.0443810348026454,603,0.011413280887552446,3.1000000000000085,1.609325408935547e-08,0.00099670093273744,0.16580783897555368
364,2912000,0.0,1.377498618364334,1.13,170.56,0.9811798659712077,603,0.010049864077109305,3.0,-2.4437904357910155e-08,-0.0013526342704426497,0.15254224199625072
365,2920000,0.0,1.372254457473755,1.14,170.69,1.1527992856875062,603,0.012374489503913537,3.0,-3.635883331298828e-08,0.0009126457874663174,0.17187930679370253
366,2928000,0.0,1.374745444059372,1.1,168.05,0.9626909922249616,603,0.01052263539218984,3.0,-2.0265579223632814e-08,0.0012683967759403458,0.15070298885345443
367,2936000,0.0,1.3803841602802276,1.19,173.18,1.2947608920186757,603,0.015319648004569898,3.0,2.503395080566406e-08,0.0027391784253995867,0.18417367117548442
368,2944000,0.0,1.3808577954769135,1.38,182.3,1.063595800884068,603,0.011523318602648942,3.0,-4.410743713378906e-08,0.0017024885269347578,0.1568173960886146
369,2952000,0.0,1.3675952219963075,1.23,176.21,1.155010217241943,603,0.012783123127392174,3.0,3.5762786865234374e-09,-0.0015338115848135203,0.15362879274771943
370,2960000,0.0,1.3731496322155,1.07,168.34,1.070993087887764,603,0.011172400407012902,2.1000000000000085,3.9339065551757814e-08,0.0013828742632176728,0.1562103054530438
371,2968000,0.0,1.376712212562561,1.32,176.78,1.3144513766095043,603,0.014825580285676097,3.0,-4.112720489501953e-08,0.0017602288734633476,0.17548506177998266
372,2976000,0.0,1.3812090265750885,1.65,192.76,1.3843801233172417,603,0.01581955055864455,4.0,-1.0728836059570312e-08,-0.0003201904724846827,0.19276118010976642
373,2984000,0.0,1.3676424252986907,1.76,199.3,1.301288945041597,603,0.015176131455391442,4.0,1.1920928955078125e-09,-0.0014260020549409092,0.18061558648382572
374,2992000,0.0,1.3551650249958038,1.53,190.33,1.1348482654243708,603,0.01230002951759161,4.0,-7.152557373046875e-09,0.0007101846503792331,0.16333141546049426
375,3000000,0.0,1.340298124551773,1.19,175.03,1.1030434539169074,603,0.01162960439609833,3.0,-3.0994415283203126e-08,-0.0010618608817458152,0.15997619284655923
376,3008000,0.0,1.3418711125850677,1.14,172.28,1.144258704390377,603,0.012575830458195015,3.0,-2.9206275939941406e-08,0.0028126130311284213,0.15784298593038892
377,3016000,0.0,1.3548922121524811,1.36,182.11,1.2557396634668112,603,0.014033579576353077,3.0,-3.516674041748047e-08,-0.0011423309330712073,0.17626036363899883
378,3024000,0.0,1.3650631606578827,1.43,183.17,1.2623671871051192,603,0.014086232127374388,3.1000000000000085,-5.245208740234375e-08,-0.000603121870663017,0.17592861607431654
379,3032000,0.0,1.3578839719295501,1.31,174.42,1.2518494813330472,603,0.014037842444608942,3.0,3.5762786865234374e-09,0.0015275924702291377,0.18577632908212105
380,3040000,0.0,1.3799043416976928,1.23,170.22,1.2263453744724393,603,0.013020614819042748,3.0,-5.5432319641113284e-08,0.0007582187412481289,0.16606898807016152
381,3048000,0.0,1.3794730150699615,1.17,169.93,0.9983402735553681,603,0.010123797455394197,3.0,2.1457672119140624e-08,-0.0012083717028144748,0.14561706639679808
382,3056000,0.0,1.3777259600162506,1.0,165.18,0.9901111828908324,603,0.010733126206023371,2.0,-2.741813659667969e-08,0.002346055165398866,0.14798147111975704
383,3064000,0.0,1.379487271308899,0.97,165.48,0.9972598076611757,603,0.01010554038841292,2.1000000000000085,-7.748603820800782e-09,0.00021055710036307573,0.1432291071581145
384,3072000,0.0,1.3799045252799989,0.98,166.74,0.9497784857824445,603,0.010282051328817942,3.0,2.3245811462402345e-08,0.001861804070067592,0.14196360030457889
385,3080000,0.0,1.370691375732422,1.35,179.65,1.427671249359846,603,0.016900157531781587,4.0,-3.874301910400391e-08,0.001128412673715502,0.19086696116244709
386,3088000,0.0,1.3699453032016755,1.71,194.57,1.3298142209649086,603,0.015775423446448257,5.0,2.8014183044433592e-08,0.0013261046831030399,0.19547401276784648
387,3096000,0.0,1.374463688135147,2.11,210.72,1.357366062104702,603,0.015518113453872502,5.0,-1.5497207641601563e-08,0.0009736837237142026,0.18222514141771895
388,3104000,0.0,1.3466656053066253,1.98,204.63,1.2958637269213795,603,0.014986528714598536,5.0,-2.384185791015625e-08,-0.00032708203431866425,0.17995162824710742
389,3112000,0.0,1.3317886817455291,1.84,195.02,1.329599143639207,603,0.015466632327534171,5.0,-6.556510925292969e-09,0.0022668624771176836,0.18869977667112803
390,3120000,0.0,1.3551598119735717,1.88,195.58,1.3774318173527718,603,0.01593817129269155,5.1000000000000085,1.3113021850585938e-08,-0.0021790102985687555,0.18917791941629442
391,3128000,0.0,1.3580508434772491,1.83,199.28,1.4032897723838686,603,0.016636757448559365,4.1000000000000085,-3.993511199951172e-08,0.000965730971947778,0.19811544472072612
392,3136000,0.0,1.3765166008472443,1.69,196.49,1.1495554684661329,603,0.013100391263983512,4.1000000000000085,4.410743713378906e-08,0.0011894712992943824,0.1770371022287534
393,3144000,0.0,1.3808965110778808,1.29,180.11,0.9982002181187272,603,0.010912654177373042,3.0,-7.152557373046875e-09,0.0020769980718614535,0.1524576135031734
394,3152000,0.0,1.3823356330394745,1.32,179.08,1.276554398536682,603,0.014480660769622773,3.0,-3.5762786865234374e-09,-0.0029145880695432423,0.1657324270581347
395,3160000,0.0,1.3757719671726227,1.38,181.29,1.139262036792934,603,0.0126023701719987,3.0,-3.5762786865234374e-08,0.001719057054433506,0.15179998161079702
396,3168000,0.0,1.3456980431079864,1.38,182.61,1.3747643065080046,603,0.01551420313957351,3.0,-1.0132789611816407e-08,-0.001218222207389772,0.17736332128334756
397,3176000,0.0,1.3743191814422608,1.2,175.06,0.8791515325102955,603,0.008823966821504428,3.0,-3.457069396972656e-08,0.0006781407209928147,0.1332312367960173
398,3184000,0.0,1.3812395226955414,0.93,162.65,1.0130605071783065,603,0.010313855444710498,2.0,2.205371856689453e-08,0.0003693341510370374,0.14744086242441085
399,3192000,0.0,1.3805326199531556,1.11,168.17,1.2023359216749667,603,0.013480506784553654,3.0,-2.6822090148925782e-08,0.0008204083814052865,0.1698088542362717
400,3200000,0.0,1.382006298303604,1.25,175.41,1.2479451148584486,603,0.01459290379214508,3.0,-6.556510925292969e-09,0.0043965517857577656,0.18130102679104187
401,3208000,0.0,1.370562355518341,1.42,184.87,1.3134073362499477,603,0.014365230710118339,4.0,1.1920928955078125e-09,-0.0011026337975636124,0.17986288320324392
402,3216000,0.0,1.37842693567276,1.92,202.55,1.4429214573651552,603,0.0177529090207463,4.1000000000000085,4.172325134277344e-09,-5.030431202612817e-06,0.18632166494581606
403,3224000,0.0,1.3842353749275207,1.94,202.84,1.2570063704252243,603,0.014128321943098853,4.0,-1.430511474609375e-08,-0.0009187475079670548,0.1744714239680608
404,3232000,0.0,1.3737801802158356,1.5,185.97,1.2608011001348496,603,0.014875234412156714,4.0,-2.0861625671386717e-08,0.004009203622699715,0.1782810966102873
405,3240000,0.0,1.382049618959427,1.37,181.4,1.155570704769343,603,0.012663219189498705,4.0,-2.6226043701171875e-08,-0.0025064510328229516,0.16586004466113252
406,3248000,0.0,1.3501297223567963,1.25,175.15,1.249736536666751,603,0.01385956542519125,4.0,1.4901161193847656e-08,0.0006912618689239025,0.17797637841281083
407,3256000,0.0,1.3664629709720613,1.1,167.54,1.0493519858643412,603,0.010904551769626777,3.0,2.9802322387695312e-08,-0.0010163539176573978,0.14928967342496757
408,3264000,0.0,1.3799529802799224,0.99,163.83,1.0694799162819981,603,0.011299894168137143,3.0,1.3113021850585938e-08,0.002440106622525491,0.1559454282724844
409,3272000,0.0,1.3820906925201415,1.36,178.68,1.3349565902724863,603,0.015219847572525395,3.1000000000000085,2.2649765014648438e-08,-9.29922703653574e-05,0.18428968040695334
410,3280000,0.0,1.3819641768932343,1.47,185.95,1.2217980103939772,603,0.013340211492068193,4.0,-4.053115844726563e-08,-0.0002058821014361456,0.1675061277064865
411,3288000,0.0,1.3714359200000763,1.51,186.25,1.2038247410580516,603,0.01385370890624472,4.0,3.039836883544922e-08,0.003477261328371242,0.16967409032079261
412,3296000,0.0,1.3762595796585082,1.51,186.13,1.2505057222023606,603,0.014559274672192259,4.0,3.695487976074219e-08,-0.0031982424249872563,0.18757259542735205
413,3304000,0.0,1.3811782491207123,1.49,185.27,1.1873135252296925,603,0.013731509826775436,3.0,2.1457672119140624e-08,0.0014779787161387503,0.17232664547192034
414,3312000,0.0,1.383638800382614,1.25,175.47,1.0552454090118408,603,0.01134056455526661,3.0,1.6689300537109377e-08,0.002018445729627274,0.15075169043401943
415,3320000,0.0,1.3783004009723663,1.16,173.4,1.1779779395088554,603,0.013264214268970136,3.0,-2.1457672119140624e-08,0.0011190652271034197,0.1807943354502221
416,3328000,0.0,1.3661107313632965,1.1,169.59,0.979952403055504,603,0.010168161436095034,3.0,-8.344650268554688e-09,-0.0005591216427274048,0.13486961043436288
417,3336000,0.0,1.366383273601532,1.0,164.69,1.0691801680251956,603,0.011210251244929168,2.0,-4.053115844726563e-08,0.0006029679454513826,0.14295608221419373
418,3344000,0.0,1.3575220692157746,1.2,174.7,1.2864119724184275,603,0.014453126839580364,2.1000000000000085,2.0265579223632814e-08,-0.0010499615594744681,0.17092934339929505
419,3352000,0.0,1.342879637479782,1.28,177.89,1.101781461564824,603,0.011444125888740473,3.0,-2.9802322387695312e-08,-0.0021703329862793907,0.14428012825481415
420,3360000,0.0,1.3522954189777374,0.98,162.67,0.9670567737706005,603,0.010104098809665629,2.0,-5.006790161132812e-08,0.0020772480871528386,0.13258826672440396
421,3368000,0.0,1.3800278997421265,1.02,164.49,1.1297285475954413,603,0.013031624432114768,3.0,-3.218650817871094e-08,0.0012178502703318371,0.17410372208345695
422,3376000,0.0,1.3665579843521118,1.29,176.55,1.201128394752741,603,0.013331977916204779,3.0,-2.1457672119140624e-08,-0.002845767759135924,0.16175404685077197
423,3384000,0.0,1.3682385730743407,1.2,171.63,1.051966817304492,603,0.011536772799136088,3.0,1.728534698486328e-08,0.0009243601027992554,0.15222888332647047
424,3392000,0.0,1.3674326097965241,1.03,164.41,1.1086329614184798,603,0.011646087274075399,2.1000000000000085,-1.609325408935547e-08,0.0021898740442702546,0.15803338208308135
425,3400000,0.0,1.3685608911514282,0.95,162.35,0.9204495353065432,603,0.009297937087180798,2.0,5.960464477539063e-09,-0.0005621953285299241,0.14008758489719877
426,3408000,0.0,1.3711349880695343,0.97,163.82,1.0907993352413177,603,0.012121603536388647,2.0,1.1324882507324219e-08,-0.0002763789158780128,0.1681392360156487
427,3416000,0.0,1.3786337327957154,1.2,173.91,1.2162053889781237,603,0.014407052344995463,2.1000000000000085,-3.5762786865234374e-08,0.0016961188992718234,0.17094113530293875
428,3424000,0.0,1.3775736045837403,1.17,172.79,1.0582303740829229,603,0.011579775765876548,3.0,3.337860107421875e-08,0.0004534513724502176,0.16556043441173177
429,3432000,0.0,1.383813669681549,1.25,175.1,1.2877589869499206,603,0.014935682260766043,3.0,-5.960464477539063e-10,0.0030090879526687786,0.17714351911859486
430,3440000,0.0,1.3645163893699646,1.51,185.45,1.4032102730497718,603,0.01735548036571345,4.0,-1.728534698486328e-08,0.0016528419810492778,0.1892812660581143
431,3448000,0.0,1.3655289888381958,2.03,203.26,1.4272582214698195,603,0.017408913912140632,5.0,-2.8014183044433592e-08,-0.0022608692408539353,0.18523336544717356
432,3456000,0.0,1.3715498769283294,1.88,197.18,1.1781133019551635,603,0.013713797849854928,4.0,-2.9206275939941406e-08,0.0029862205032259227,0.1813847314466656
433,3464000,0.0,1.3754010796546936,1.34,181.86,1.2647794982418419,603,0.01403768417992069,3.0,-2.0265579223632814e-08,-0.0003311619919259101,0.1863540986170342
434,3472000,0.0,1.3779091107845307,1.41,183.12,1.1899061837792397,603,0.012832173606802826,4.0,-5.960464477539063e-10,0.00028243551321793347,0.16217555862250582
435,3480000,0.0,1.3823804879188537,1.39,181.62,1.2841808150522411,603,0.014969717449212112,4.0,3.874301910400391e-08,0.00033183146151714025,0.18734577363896804
436,3488000,0.0,1.383275671005249,1.55,185.5,1.2094992608949542,603,0.013374637546266967,4.0,-1.8477439880371094e-08,0.003003332574153319,0.1656239768054626
437,3496000,0.0,1.3845170879364013,1.29,175.92,1.1310577098093928,603,0.012149385143673044,3.0,-2.0265579223632814e-08,0.0006873688695486635,0.1540852972994176
438,3504000,0.0,1.3819732058048249,1.06,169.71,1.0205351348593832,603,0.010655687557557485,3.0,3.814697265625e-08,-0.001003035451285541,0.15117692422763299
439,3512000,0.0,1.381604676246643,1.1,171.72,1.1315147554129361,603,0.012231257252014984,3.0,-1.728534698486328e-08,0.0018056736653670668,0.16879433926598067
440,3520000,0.0,1.3755225014686585,1.23,176.53,1.2871035605669021,603,0.01532925865642028,3.0,1.4901161193847656e-08,0.0019644375471398233,0.19580470839286876
441,3528000,0.0,1.3834204947948456,1.42,183.44,1.2675810461491346,603,0.014092873538265849,4.0,1.609325408935547e-08,0.0010362007666844875,0.16784897855772793
442,3536000,0.0,1.3821717298030853,1.3,178.82,1.1807313888892532,603,0.012890783755456141,3.1000000000000085,-2.1457672119140624e-08,0.002106384414655622,0.1671961364184661
443,3544000,0.0,1.3832495105266571,1.45,187.94,1.2483920084312559,603,0.013636378683004295,3.1000000000000085,-2.384185791015625e-09,-0.0025852436013519766,0.15942629503737493
444,3552000,0.0,1.3843839180469513,1.52,190.12,1.4412702093273402,603,0.01766731942304432,4.0,-1.9073486328125e-08,0.004827964184223674,0.1966033278287238
445,3560000,0.0,1.3808038485050202,1.38,182.69,1.1929291431978344,603,0.012603693293949619,4.0,-8.940696716308593e-09,-0.0014995937659114133,0.16042734543048742
446,3568000,0.0,1.3726190197467805,1.55,190.62,1.3348554734885694,603,0.015651427047050675,4.0,4.9471855163574216e-08,7.575895971967839e-05,0.18888338167912633
447,3576000,0.0,1.3631040263175964,1.75,197.51,1.3596486277133226,603,0.015532970015483443,5.0,2.9206275939941406e-08,0.0015007628384046256,0.1887875942166168
448,3584000,0.0,1.3803108429908753,2.08,204.21,1.2804493688791991,603,0.014284619643731275,5.0,-2.1457672119140624e-08,-0.0012798652751371264,0.17916610133592717
449,3592000,0.0,1.3769318282604217,1.86,199.73,1.2013183178007603,603,0.013938438301247516,5.0,-2.384185791015625e-08,0.0024310006684390827,0.17716481552145846
450,3600000,0.0,1.3767106747627258,1.94,203.55,1.3860208254680038,603,0.016645765813973413,5.0,8.344650268554688e-09,0.000902854383457452,0.19000662800275883
451,3608000,0.0,1.3810725450515746,1.85,200.75,1.3157775612175464,603,0.015436986374334083,5.0,0.0,0.002043397783054388,0.18342748135742362
452,3616000,0.0,1.3824097168445588,1.3,178.64,1.0861137227714062,603,0.011518572486843369,3.0,-1.430511474609375e-08,-0.00017015940553392284,0.15562837814743335
453,3624000,0.0,1.3721927142143249,1.1,169.96,0.9744831576943398,603,0.010236622813802115,3.0,2.384185791015625e-08,-0.0031185113114770503,0.14363210052716005
454,3632000,0.0,1.3728366029262542,0.82,157.74,0.8815932277031243,603,0.00881922425994162,2.1000000000000085,1.9669532775878907e-08,0.0006560509813607495,0.12199638824629436
455,3640000,0.0,1.380263214111328,1.01,165.99,1.2857835637032986,603,0.01437811171039357,3.0,2.6822090148925782e-08,0.0031640588503796608,0.16184159508229456
456,3648000,0.0,1.377413729429245,1.32,179.94,0.9949864297732711,603,0.010079715681586094,3.0,-2.1457672119140624e-08,-0.0024511754489503802,0.1480460196069575
457,3656000,0.0,1.3703239500522613,1.09,169.93,1.1997831775248051,603,0.01370671318362838,3.0,-1.9669532775878907e-08,0.0009371309098787605,0.17786526629338933
458,3664000,0.0,1.3715951585769652,1.14,170.72,1.1088665698841214,603,0.012024431066092802,3.0,-1.0132789611816407e-08,0.00040354169672355053,0.16266420029120943
459,3672000,0.0,1.3787517166137695,1.27,175.8,1.263021170683205,603,0.014851753201146494,3.1000000000000085,5.841255187988281e-08,0.005363844480889383,0.17614376763918485
460,3680000,0.0,1.3697429132461547,1.58,187.65,1.386914916485548,603,0.016362554629195072,5.0,2.503395080566406e-08,-0.0022735848010051996,0.19598266076853957
461,3688000,0.0,1.3679760825634002,1.92,200.41,1.2623971300572157,603,0.014422389823212143,6.0,-1.9073486328125e-08,-1.904626376926899e-05,0.1828183709246182
462,3696000,0.0,1.3647631847858428,1.91,202.45,1.441840564571321,603,0.017047096015166973,5.0,2.0861625671386717e-08,0.0022570243233349173,0.1735603306648597
463,3704000,0.0,1.3729198908805846,2.01,208.46,1.3615897930413485,603,0.016050429346191778,5.0,7.748603820800782e-09,-0.0034359917149413377,0.19288243943301286
464,3712000,0.0,1.3712341344356538,2.06,207.57,1.4558065600320698,603,0.017522559909775737,5.0,-3.635883331298828e-08,0.0023925330833299086,0.19086137637802217
465,3720000,0.0,1.3722392320632935,2.06,205.36,1.4157254559546708,603,0.01742934547353798,6.0,-4.112720489501953e-08,0.0023561586753930897,0.19315027481125413
466,3728000,0.0,1.381656448841095,1.65,192.52,1.0254228539392352,603,0.010509599903975868,5.0,5.960464477539063e-08,-0.0017340768221765757,0.15334964571593182
467,3736000,0.0,1.3788760304450989,1.31,180.42,1.2662963308021427,603,0.014298712747458921,3.0,-4.172325134277344e-09,0.000965270473388955,0.1621162189500665
468,3744000,0.0,1.377405811548233,1.38,184.03,1.3404267940670251,603,0.016708677251372137,3.0,4.76837158203125e-09,0.0007564112087129615,0.20984396098863262
469,3752000,0.0,1.3836655175685884,1.1,173.7,1.0121711993962526,603,0.010830751935313855,3.0,-2.6226043701171875e-08,0.0021849440585356207,0.14181553097676822
470,3760000,0.0,1.3671453404426575,0.97,164.93,1.0495943090319633,603,0.010670015321124993,3.0,-2.562999725341797e-08,-0.0044240383559372275,0.16709441648161075
471,3768000,0.0,1.34993776679039,1.38,178.41,1.2250512863695622,603,0.014469732615652901,3.0,-2.6822090148925782e-08,0.0008785280751180835,0.18039497452108758
472,3776000,0.0,1.3448733603954315,1.46,176.39,1.1765870291367173,603,0.012975888626069718,3.0,3.874301910400391e-08,-0.0006827319739386439,0.17341311689517788
473,3784000,0.0,1.361414406299591,1.23,167.58,1.0033090613409876,603,0.010622563857818932,3.0,-3.2782554626464846e-08,0.0005414128379197791,0.14034035759757404
474,3792000,0.0,1.3673944127559663,1.14,170.47,1.1821292908862233,603,0.013252392034587501,3.0,-3.457069396972656e-08,0.0010635470744455233,0.15865077830575944
475,3800000,0.0,1.3721510541439057,1.4,181.48,1.322589023858309,603,0.015607438326860575,3.0,-3.457069396972656e-08,0.0011264545320591424,0.1850875225037331
476,3808000,0.0,1.371102623939514,1.51,185.18,1.4269553804397583,603,0.01687296875505126,3.1000000000000085,-2.9802322387695314e-09,0.003829314016038552,0.1922766612432979
477,3816000,0.0,1.367863029241562,1.72,194.43,1.391680991500616,603,0.01602463725610505,4.0,-1.8477439880371094e-08,-0.0007594540252466686,0.17466603656132945
478,3824000,0.0,1.3812105131149293,1.93,206.17,1.393509412035346,603,0.01703822753253917,5.0,-1.3113021850585938e-08,0.00046256849833298475,0.19568983000555004
479,3832000,0.0,1.375564864873886,1.82,201.16,1.3649272217601538,603,0.015772819430785602,4.1000000000000085,2.384185791015625e-09,-0.002835522250097711,0.19443664302162764
480,3840000,0.0,1.381259036064148,1.76,195.56,1.249702861122787,603,0.013921522151640602,4.0,-1.3709068298339844e-08,0.0029544718749821186,0.17393404723670677
481,3848000,0.0,1.3827629315853118,1.53,187.13,1.2728745399042964,603,0.014752000982971367,3.1000000000000085,-3.039836883544922e-08,-0.0015216036688070745,0.17378175187582173
482,3856000,0.0,1.3707248055934906,1.31,178.9,1.0328819394111632,603,0.010614057147699895,3.0,-7.748603820800782e-09,-0.0006049210159108043,0.15043181578422726
483,3864000,0.0,1.377768417596817,1.13,171.26,1.1178841964527964,603,0.0121286015102487,3.0,-2.0861625671386717e-08,0.001587458704598248,0.15706814533804586
484,3872000,0.0,1.371200865507126,1.19,173.48,1.1889227409660816,603,0.013083539736981039,3.0,-5.6028366088867184e-08,-2.3452354362234473e-05,0.16695419246680424
485,3880000,0.0,1.3743709862232207,1.2,172.89,1.107451369985938,603,0.01254835733551772,3.0,-3.993511199951172e-08,0.0015743781079072506,0.1551416447187338
486,3888000,0.0,1.377270132303238,1.28,178.12,1.0330739336647092,603,0.010648992185606403,4.0,-1.1324882507324219e-08,-0.0001719908528320957,0.1491703422296464
487,3896000,0.0,1.3761496126651764,1.04,169.61,0.9820110367424786,603,0.010325449033957738,3.0,2.9802322387695312e-08,0.00030098666204139593,0.14568529362002583
488,3904000,0.0,1.3827495646476746,1.04,167.24,1.1226442133821548,603,0.012074293713237694,2.0,-3.0994415283203126e-08,0.0011226084205554797,0.14890437584951535
489,3912000,0.0,1.3811911308765412,1.34,180.26,1.261628135740757,603,0.013863034120258817,3.0,7.748603820800782e-09,0.0018781332357320935,0.16809712539802163
490,3920000,0.0,1.3831318712234497,1.25,177.17,1.0374324741214513,603,0.01079514051564729,3.0,1.1324882507324219e-08,-0.000730655143270269,0.1460083168047333
491,3928000,0.0,1.3817344558238984,1.21,174.47,1.1697496500238775,603,0.01260511999472783,3.0,6.556510925292969e-09,0.0017558928107609972,0.15871382706242956
492,3936000,0.0,1.38119025349617,1.35,180.19,1.2560479946061969,603,0.014594353034563029,4.0,-5.960464477539063e-10,0.0021313807405385888,0.17863615106011452
493,3944000,0.0,1.3756531691551208,1.33,179.49,0.9693073314800859,603,0.009761997177511148,4.0,6.437301635742188e-08,-0.00019303789595142006,0.1389511255632377
494,3952000,0.0,1.359426326751709,1.36,179.39,1.283296160250902,603,0.013901494573310628,4.0,-2.3245811462402345e-08,-3.855083545204252e-05,0.166698001329136
495,3960000,0.0,1.3818312859535218,1.35,181.19,1.116595751605928,603,0.012132162205898567,3.0,1.251697540283203e-08,-0.001351898545617587,0.16502561849143188
496,3968000,0.0,1.3776128923892974,1.17,174.21,1.022462723404169,603,0.010901016152420197,3.0,2.562999725341797e-08,0.003124556093243882,0.15045953301671117
497,3976000,0.0,1.3782638597488404,1.07,168.58,1.1504135784506797,603,0.013255329176527084,3.0,6.198883056640625e-08,0.0014343809749698267,0.161821624604416
498,3984000,0.0,1.3769567012786865,1.48,183.8,1.4724485100433231,603,0.017876074650466763,4.0,-1.1920928955078126e-08,0.0031358884763903914,0.20233343841659385
499,3992000,0.0,1.3799727189540862,1.79,194.93,1.3675177467241884,603,0.016370603995546844,5.0,-4.9471855163574216e-08,0.0011454006703570485,0.18213963724522408
500,4000000,0.0,1.3844389760494231,2.46,219.91,1.3917795784026383,603,0.016157100637174154,6.0,-5.447864532470703e-07,-0.0021622421406209467,0.18391585291852086
501,4008000,0.0,1.3821437239646912,1.9,199.59,1.4137818586826325,603,0.01688904909768098,5.0,-5.6028366088867184e-08,0.0016896943538449705,0.17956933171021056
502,4016000,0.0,1.380868684053421,1.69,195.3,1.1791236159205436,603,0.012838875401375844,4.0,-3.2782554626464846e-08,-0.0038861294707749038,0.1551484111022317
503,4024000,0.0,1.3758453607559205,1.42,182.03,1.1344911910034716,603,0.01294458438091624,4.0,-2.9802322387695314e-09,0.002557888573501259,0.15809851702020472
504,4032000,0.0,1.378705792427063,1.09,168.55,1.058400860838592,603,0.01104426506490654,2.1000000000000085,-3.814697265625e-08,-2.4380406830459834e-05,0.1411790848637215
505,4040000,0.0,1.3776364374160766,1.48,185.15,1.4050600248575211,603,0.016008419822774157,4.0,-1.1324882507324219e-08,-3.070930251851678e-06,0.16674304387767094
506,4048000,0.0,1.3756112611293794,1.52,187.03,1.1044162429869175,603,0.011682774161545239,4.0,-1.1920928955078125e-09,-0.00041613891604356466,0.15782050747273565
507,4056000,0.0,1.3789048314094543,1.16,172.85,1.0137246527150274,603,0.01083124743327062,3.0,1.1920928955078126e-08,0.0015212804143084214,0.1405702468815249
508,4064000,0.0,1.36900358915329,1.28,178.44,1.247948707193136,603,0.013937794992307318,3.0,-3.5762786865234374e-09,-0.0017150297143962235,0.16721649175430375
509,4072000,0.0,1.3746787345409393,1.33,180.17,1.1102500869706273,603,0.01192802126675815,3.0,-1.251697540283203e-08,0.0020298152865143495,0.14429884561077433
510,4080000,0.0,1.3742437934875489,1.24,177.69,1.1892243516817689,603,0.013033701440645019,3.0,3.3974647521972653e-08,0.002040386659791693,0.1497993365815658
511,4088000,0.0,1.375628900527954,1.29,177.46,1.120590280778706,603,0.012458393081105896,3.0,-1.1324882507324219e-08,-0.0036414374349988065,0.1564389466927816
512,4096000,0.0,1.3741750860214232,1.38,181.44,1.3113156224414706,603,0.015097727795173342,3.0,7.152557373046875e-09,0.002328711966983974,0.17285367649229816
513,4104000,0.0,1.3589384841918946,1.09,172.6,0.961492115445435,603,0.010571599746463108,3.0,5.364418029785156e-09,0.0018831435014726595,0.13326019317221033
514,4112000,0.0,1.375848171710968,1.29,179.73,1.2809044386819004,603,0.015020019297680846,4.0,-1.728534698486328e-08,0.004587654189672321,0.1817020527153189
515,4120000,0.0,1.3820741665363312,1.62,191.42,1.3235590859130024,603,0.014939548007478152,5.0,0.0,-0.003381694597628666,0.16527693000385835
516,4128000,0.0,1.3806328189373016,1.62,189.43,1.209894703812897,603,0.01350267388361317,4.0,-2.205371856689453e-08,-0.0013417829123500268,0.15759526067685306
517,4136000,0.0,1.3789519476890564,1.25,175.43,1.194427356272936,603,0.013616314442988369,3.0,5.364418029785156e-09,0.0032003695936873556,0.16499366204016738
518,4144000,0.0,1.3843593728542327,1.37,183.24,1.1462902497127652,603,0.012725390447230893,3.0,-3.457069396972656e-08,-0.002036776831955649,0.1527054665332267
519,4152000,0.0,1.3826983189582824,1.48,187.12,1.3080246429890394,603,0.01566176909106616,3.0,2.9802322387695312e-08,0.002498129807645455,0.17905682938046638
520,4160000,0.0,1.3790278351306915,1.42,181.93,1.174516041316092,603,0.012681299140949705,3.0,4.76837158203125e-08,-0.0016712701320648192,0.15862657331081495
521,4168000,0.0,1.3828920173645018,1.28,175.84,1.1636700422875583,603,0.012853464001025258,3.0,-8.940696716308593e-09,0.003012911989208078,0.15121190331981246
522,4176000,0.0,1.383283258676529,1.29,177.83,1.2099539170414209,603,0.013099513199522335,3.0,-7.748603820800782e-09,-0.0024589988132356667,0.16093693542973142
523,4184000,0.0,1.3815583407878875,1.31,180.31,1.2580900418758392,603,0.014029275462235091,3.0,0.0,0.0037783799250610175,0.1644983797079208
524,4192000,0.0,1.3764784622192383,1.38,183.77,1.2865810414403678,603,0.014182194662171242,3.0,7.748603820800782e-09,-0.0014234754408244043,0.1651306982899524
525,4200000,0.0,1.3829168951511384,1.31,181.25,1.0617639522254467,603,0.011552571229349268,3.0,-5.364418029785156e-09,0.00026340346230426805,0.15618293736677827
526,4208000,0.0,1.381434531211853,1.05,171.0,1.141051379814744,603,0.012184839442525117,3.0,2.503395080566406e-08,0.0005560320918448269,0.14922372855141539
527,4216000,0.0,1.3833060765266418,1.43,183.27,1.2418974152579905,603,0.014343663036015641,3.0,5.900859832763672e-08,0.0015899136143707438,0.15810123088123468
528,4224000,0.0,1.3814467144012452,1.43,183.1,1.086027676751837,603,0.011679072016273722,3.1000000000000085,-1.5497207641601563e-08,-0.0004625391328590922,0.14788423746014479
529,4232000,0.0,1.382128028869629,1.12,172.36,1.1048541949689388,603,0.012187583816421465,3.0,5.960464477539063e-10,0.0012784289405681193,0.15837012183443128
530,4240000,0.0,1.3839944434165954,1.15,173.1,1.0759401028975843,603,0.011029795046561049,3.0,5.960464477539063e-10,0.0010531529859872536,0.13759478785599824
