P09:episode_rewards,value_loss,advantage_norm,fps,P01:episode_rewards,explained_variance,frames,epoch_idx,grad_norm,policy_loss,PMM:episode_rewards,policy_entropy,episode_length
5.0,0.006648785244324245,0.9478880879282952,322,0.0,0.9327205961942673,144000,18,0.28064364540140285,-0.0013072438980452716,1.62,1.3429145658016204,189.5
5.0,0.008269598450278864,1.0773133006691933,327,0.0,0.8847448176145554,152000,19,0.28244415451190863,0.00024548612534999845,1.79,1.3485688996315002,197.4
5.0,0.006066885906038806,0.9220860564708709,333,0.0,0.9386603742837906,160000,20,0.21826764335475013,-0.001129643174353987,1.95,1.3404663360118867,207.04
6.0,0.004427228220156394,0.7716132284700871,339,0.0,0.9590229904651641,168000,21,0.1791852193028465,-0.0009775131814240012,2.4,1.3378914046287536,224.9
8.0,0.005567752536735498,0.8528053960204125,346,0.0,0.9439139425754547,176000,22,0.2171263572844609,-0.0008591135535971261,2.46,1.3482775366306305,220.7
5.1000000000000085,0.005568243461893872,0.866257629096508,353,0.0,0.9409701907634735,184000,23,0.22064797284746135,0.00017654298484558238,2.17,1.345724710226059,210.03
5.0,0.004194770646863617,0.7215471781790257,360,0.0,0.9591258007287979,192000,24,0.1711967472576296,-0.0006831854791380465,2.06,1.3483724749088288,205.49
5.0,0.004780824615154416,0.7820909163355827,365,0.0,0.9519132250547409,200000,25,0.19524740389025738,-0.0007258515681132848,2.18,1.3411285591125488,211.03
6.0,0.004499374658917077,0.7201644490659237,371,0.0,0.9487579256296158,208000,26,0.1745173583080525,0.0002174040299723856,2.06,1.355051337480545,206.13
5.0,0.003510159433062654,0.6769398933649063,377,0.0,0.9653386008739472,216000,27,0.16995306120085396,-0.0013070425105979667,1.83,1.345030517578125,196.3
4.0,0.00262590325291967,0.5532623180747032,383,0.0,0.9565775579214096,224000,28,0.1266102415659825,-0.0005242316958901938,1.3,1.352866793870926,177.75
5.0,0.004047103904304095,0.724268561899662,389,0.0,0.9562382757663727,232000,29,0.18172062590891783,-0.00034834930440410974,1.2,1.3491092813014984,174.52
5.0,0.002910026359022595,0.6082116018235684,389,0.0,0.9741013813018798,240000,30,0.14944772133709494,-0.00018905453842307907,1.7,1.3534317326545715,194.61
5.0,0.005249674705555663,0.8114191406965255,393,0.0,0.9364316987991333,248000,31,0.22396198718309382,-0.0012462574313690312,1.93,1.352554737329483,204.71
5.0,0.005187471518001985,0.8012851220369339,397,0.0,0.9444600057601928,256000,32,0.21151802484852453,-0.0010345057223457843,1.85,1.3552782154083252,200.75
6.1000000000000085,0.0034959678015729877,0.6464205183088779,401,0.0,0.9646143525838852,264000,33,0.1515943209555889,-0.0007412252185167744,2.02,1.3415926539897918,203.36
6.1000000000000085,0.0038329450110904874,0.6664596517384053,405,0.0,0.9658053135871887,272000,34,0.16468835852743033,-0.0005768742093641777,2.1,1.34652179479599,206.57
5.0,0.0027359243665705437,0.5500839218497277,410,0.0,0.976394020318985,280000,35,0.14684112326910875,-0.0022073567645566074,1.91,1.3453725898265838,201.37
5.1000000000000085,0.005638375148409977,0.7960947652161121,415,0.0,0.9308082801103592,288000,36,0.1988796498053984,0.0013408709916984663,2.13,1.3493917679786682,208.61
6.1000000000000085,0.0033971969049889595,0.6357985001802444,419,0.0,0.9593442505598069,296000,37,0.1556000070150676,-0.0020881340948108117,2.45,1.3252126109600066,221.36
5.0,0.0019069009443046525,0.45511319875717166,422,0.0,0.9767368191480637,304000,38,0.10777022676912532,-0.0006027520955103682,2.13,1.348384429216385,207.36
5.0,0.0030392651187139564,0.6113149732351303,426,0.0,0.9627362221479416,312000,39,0.14605704735362698,-0.0004896855910192243,1.64,1.3453223383426667,194.06
5.1000000000000085,0.0047321674128761515,0.761173440515995,429,0.0,0.9532615011930465,320000,40,0.180676923297427,-0.0006117167057527695,1.95,1.3505585741996766,204.3
6.0,0.004665040425315965,0.7761491394042969,431,0.0,0.9533422195911407,328000,41,0.19274392090474268,-0.0011504836138192332,2.2,1.3561261594295502,211.94
5.0,0.0038501270092092454,0.6896282394230365,435,0.0,0.9604625004529953,336000,42,0.1647834873714957,-0.0005831162051981665,1.89,1.3503781914711,198.97
5.0,0.0034760607522912323,0.6424968332052231,439,0.0,0.9659423446655273,344000,43,0.15492120222011696,-0.0008833417789719533,1.73,1.35401110291481,194.54
5.0,0.003819046381104272,0.6663031455874443,442,0.0,0.9642444145679474,352000,44,0.1627235107810116,-0.0008706038583477494,1.89,1.356495782136917,199.37
6.200000000000017,0.00417644866683986,0.7322380656003952,446,0.0,0.9506502151489258,360000,45,0.1776545121660838,-0.0005483312192518497,2.22,1.3492591619491576,209.83
9.0,0.0022057073838368524,0.5134571613371373,449,0.0,0.9770371514558792,368000,46,0.11021037123941156,-0.0006170416392342304,2.57,1.3527089715003968,222.61
7.1000000000000085,0.0027770860734744928,0.5665978632867337,452,0.0,0.9747677373886109,376000,47,0.1380412862812997,0.00020278965297620743,2.29,1.3664337682724,213.49
5.1000000000000085,0.007483595134690404,0.964762088060379,455,0.0,0.9067875331640244,384000,48,0.23470719621236102,-0.0014678932898823404,2.27,1.3676162934303284,217.52
5.0,0.0033994255989091473,0.6633263972401618,458,0.0,0.9685203552246093,392000,49,0.16456780152752043,-0.000415550286998041,2.3,1.3590845441818238,218.09
5.0,0.003594021068129223,0.6463126221299171,459,0.0,0.9616017335653305,400000,50,0.15327306360094622,-0.0006778045375540387,2.05,1.3459720253944396,203.71
5.0,0.0015685901277174708,0.44259967774152753,462,0.0,0.9873191076517105,408000,51,0.10365727679548085,-0.0010483292252683896,2.03,1.3437490391731262,203.61
5.0,0.002679438376217149,0.559776614010334,465,0.0,0.9745611119270324,416000,52,0.12858814521289288,-0.0009850298176752403,1.88,1.3541401517391205,201.07
6.0,0.00393027558689937,0.6942097607254982,467,0.0,0.9649179619550705,424000,53,0.15393584969450064,0.0005145094223553315,2.15,1.3606187283992768,212.96
6.1000000000000085,0.00474017599306535,0.7749590647220611,470,0.0,0.9391810464859008,432000,54,0.17917990552613644,-0.001138033254101174,2.34,1.3656351971626282,216.27
9.0,0.0027726510792854243,0.5709555496275425,472,0.0,0.9700847220420837,440000,55,0.13099514014681138,-0.0006879094243049622,2.54,1.360046365261078,221.58
5.0,0.00576659011276206,0.8615592250227928,475,0.0,0.9438254380226135,448000,56,0.2072300582569491,-0.0012230040253780317,2.15,1.3643277561664582,208.49
6.0,0.00632897368108388,0.8752696695923805,478,0.0,0.9496688389778137,456000,57,0.21927942821276758,-0.0006455413124058396,2.55,1.3620656299591065,227.15
6.0,0.004566492509329691,0.7691779547929763,480,0.0,0.9564729106426239,464000,58,0.20265452867120146,-0.00042292940182960594,2.35,1.3586942899227141,220.16
5.0,0.004190591184888035,0.7283971410989761,482,0.0,0.9526959544420243,472000,59,0.1760903918254164,-0.001051434128312394,1.69,1.371574364900589,194.56
5.0,0.009620088814990595,1.1502767452597618,484,0.0,0.8655352258682251,480000,60,0.25244931723533043,0.00020088519755518064,1.93,1.3681612634658813,203.79
4.1000000000000085,0.00982373065140564,1.1271495911478997,486,0.0,0.8618734180927277,488000,61,0.3000882240612885,-0.0010385361011140048,1.93,1.3657048082351684,202.78
5.0,0.010981306891189889,1.2387692260742187,488,0.0,0.8621253049373627,496000,62,0.3227817405679822,-0.0023475061128556264,2.26,1.3533038520812988,213.1
5.0,0.011447124758269638,1.2363156366348267,490,0.0,0.8699952459335327,504000,63,0.33434224119755873,-0.0031931400160829073,2.44,1.3646572375297545,218.87
6.0,0.006682390928035602,0.9543159249424934,492,0.0,0.934977548122406,512000,64,0.23380913686586868,0.00026102980569703505,2.44,1.3580474066734314,216.91
6.1000000000000085,0.009536110026529059,1.113555428981781,495,0.0,0.8656676554679871,520000,65,0.2736997983788091,-0.0014100512725417503,2.27,1.3677790129184724,209.7
5.1000000000000085,0.005752300075255334,0.8818344342708587,496,0.0,0.9260743236541749,528000,66,0.21923921032944285,-0.0025864312844350932,2.01,1.3489329612255097,201.84
5.0,0.008228214316186495,0.9970565041899682,498,0.0,0.8845491886138916,536000,67,0.24690658011308447,-0.001837605474574957,1.95,1.3500112044811248,202.48
5.1000000000000085,0.007281903779366985,0.9817928117513657,500,0.0,0.9399100530147553,544000,68,0.24491743808651556,-0.0011341931400966133,2.53,1.3476909935474395,224.01
6.0,0.008834980971878395,1.105641557276249,502,0.0,0.9145300871133805,552000,69,0.28600233236937095,-0.002476967087422963,2.93,1.355535192489624,236.94
6.0,0.007596866669482552,1.0059528347849847,504,0.0,0.9262402206659317,560000,70,0.2622883184993161,-0.002677054773666896,2.94,1.3483750748634338,238.74
6.0,0.012906465359264985,1.3208127012848854,506,0.0,0.852521557211876,568000,71,0.33695573685867,-0.002985231006896356,2.81,1.3394412088394165,236.86
6.1000000000000085,0.00962640563666355,1.150423378944397,508,0.0,0.89243761241436,576000,72,0.27873895849876784,-0.0033440148748923094,2.69,1.3046148693561554,230.52
7.0,0.007214478552050423,0.9950852641463279,510,0.0,0.9138951623439788,584000,73,0.24164454871732272,-0.0018680642938124947,2.85,1.3308397674560546,235.08
6.0,0.006234723869711161,0.9217749992012978,512,0.0,0.9382285231351852,592000,74,0.21521641872947744,-0.0009883696358883754,2.68,1.3318750250339508,230.28
5.0,0.0043287262378726155,0.7649777841567993,513,0.0,0.957986713051796,600000,75,0.1995454408167127,0.0002151474866695935,2.32,1.3276845979690552,217.2
6.0,0.007049047270556912,0.9889641481637955,515,0.0,0.9250699740648269,608000,76,0.2453184023515351,-0.0030468952801311388,2.59,1.3319983053207398,226.34
7.0,0.007733379203127697,1.0451203447580337,517,0.0,0.9145503062009811,616000,77,0.24843955641790186,-0.0014226892692386173,2.58,1.3318751323223115,225.05
6.0,0.009740680089453235,1.1652594015002251,518,0.0,0.8747777879238129,624000,78,0.29688343454652305,-0.0038713726203422993,2.58,1.3156977474689484,222.15
7.0,0.01061915893573314,1.170944656431675,520,0.0,0.8966368567943573,632000,79,0.3261513091938415,-0.0035369974232162347,2.6,1.3203335511684418,220.23
6.1000000000000085,0.006796012273407541,0.9658575311303139,521,0.0,0.9356006491184234,640000,80,0.26975865838302393,-0.0018847852039471035,2.54,1.317688901424408,220.55
7.0,0.004495463204220868,0.7687611991167068,523,0.0,0.9551920717954636,648000,81,0.2122440806888087,-0.0010222432170121465,2.83,1.3251616942882538,234.06
7.0,0.009530768415424972,1.148732609450817,524,0.0,0.9050887709856034,656000,82,0.29213735149008463,-0.001236584075668361,2.66,1.331430468559265,227.98
7.200000000000017,0.007367379394127056,1.030993041396141,526,0.0,0.9016006153821945,664000,83,0.22447555023584007,-0.002443649985943921,3.04,1.3200279569625855,241.66
7.0,0.010319552497239783,1.2124895966053009,527,0.0,0.8593516665697097,672000,84,0.3086066233163832,0.0007331398868700489,2.92,1.330366187095642,232.25
9.0,0.008019430219428613,1.050437356233597,529,0.0,0.9155448508262635,680000,85,0.27030007076369716,-0.0027663230423422645,2.97,1.329623633623123,233.65
7.200000000000017,0.008503092424944044,1.0897544723749162,530,0.0,0.9038052320480346,688000,86,0.2864748426427667,0.0009705337524064816,2.89,1.328550716638565,233.3
7.200000000000017,0.008902785169193522,1.122074625790119,531,0.0,0.9035531163215638,696000,87,0.30428582415115324,-0.003779555723303929,3.02,1.3122424268722535,240.0
6.0,0.008665663171559573,1.1145479464530945,533,0.0,0.9196937811374665,704000,88,0.31804257310371353,-0.0021245751183596438,2.96,1.3036830019950867,240.07
6.0,0.009841255766805262,1.2059220856428146,534,0.0,0.8907297646999359,712000,89,0.3222318245761139,-0.0025449902763648425,3.1,1.3076003217697143,243.32
8.0,0.009515386580023915,1.1675936114788055,535,0.0,0.909575189948082,720000,90,0.3050162552275831,-0.0030828813252446706,3.45,1.3048915481567382,252.9
8.0,0.006827101970557124,0.9886629864573478,536,0.0,0.9240488600730896,728000,91,0.2630175125228271,-0.0009844332249485887,3.27,1.3172479343414307,245.22
9.0,0.010340822429861873,1.2186182993650436,538,0.0,0.8853873521089554,736000,92,0.3109203072353393,-0.002349942832370289,3.3,1.317013796567917,244.6
9.0,0.008271588567877188,1.0873549622297287,539,0.0,0.9135674685239792,744000,93,0.2763872317011197,-0.003054279026109725,3.18,1.2986511039733886,239.07
9.0,0.009221341819502413,1.1755741333961487,540,0.9000000000000004,0.9117134588956833,752000,94,0.3157609985900121,-0.002433244447747711,3.51,1.3143489646911621,249.75
9.100000000000009,0.008412315119057894,1.1055932635068892,541,0.0,0.9067393565177917,760000,95,0.3034805037036265,-0.0015410073430393823,3.61,1.301785547733307,254.8
9.0,0.008746514675440267,1.1152482533454895,542,0.0,0.9023911720514297,768000,96,0.32628536321165486,-0.0027937984809977934,3.09,1.2868874919414521,238.34
8.0,0.01052639697212726,1.242254112958908,543,0.0,0.8786183708906173,776000,97,0.3435594788263065,-0.002590547487779986,2.59,1.2591847586631775,216.0
9.0,0.01052513270289637,1.249321267604828,544,0.0,0.8891178399324418,784000,98,0.3267986174499267,-0.0012479884113417937,3.01,1.3085600805282593,229.53
9.0,0.01572928864508867,1.5354753702878952,545,0.0,0.8302215653657913,792000,99,0.3987469409495232,-0.0046838654221119215,3.54,1.2827235543727875,250.7
9.0,0.01574787677731365,1.4414093160629273,546,0.9000000000000004,0.867482550740242,800000,100,0.49081781041800066,-0.01325732302328106,4.0,1.2362157559394837,273.25
10.0,0.010086578619666397,1.2111131697893143,547,0.0,0.8955897921323777,808000,101,0.33332804861698007,-0.0031027856294531374,4.18,1.2788120186328888,277.59
10.0,0.012116241643670946,1.3319292426109315,548,0.0,0.876385326385498,816000,102,0.3660435188949623,-0.0039183568680891765,4.38,1.2697295713424683,281.91
9.100000000000009,0.014950620299205184,1.4987856763601304,549,1.0,0.8510815411806106,824000,103,0.40751942189241797,-0.004673433654243126,4.46,1.257133561372757,286.6
10.0,0.013860285873524844,1.4422374522686006,550,1.0,0.8662321555614472,832000,104,0.3953982091690266,-0.0033095663927815624,4.9,1.2448698127269744,295.02
9.100000000000009,0.012613211830612273,1.3719416511058808,550,1.0,0.8678538918495178,840000,105,0.38809861790726413,-0.00411770147504285,4.77,1.2484863185882569,290.6
11.0,0.014168660095892847,1.4615111082792283,552,1.0,0.856783139705658,848000,106,0.40712591665411213,-0.004538824545161333,5.41,1.2722572875022888,306.98
11.0,0.015433271906804293,1.510846405029297,552,1.0,0.843131252527237,856000,107,0.4666744807696115,-0.00324300156760728,5.3,1.264747029542923,301.9
11.100000000000009,0.017724816128611563,1.6388334262371063,552,1.0,0.8090525406599045,864000,108,0.4800099177271435,-0.007645063252530235,5.41,1.2384396159648896,305.9
11.100000000000009,0.015471323593519628,1.5355586391687392,553,1.0,0.8408105218410492,872000,109,0.46761459947185247,-0.004800778706994606,5.76,1.2436453700065613,317.54
12.0,0.0167011529346928,1.5963219672441482,553,2.0,0.8268643724918365,880000,110,0.4503165637682011,-0.0033205513047869315,5.96,1.259151817560196,319.72
12.0,0.014225900541059672,1.4637553173303604,553,2.0,0.8477701061964035,888000,111,0.4215057637105027,-0.00470840583438985,6.23,1.225890381336212,325.96
12.0,0.016381216063164176,1.5609545665979385,553,2.0,0.8173391151428223,896000,112,0.44585933835293384,-0.003266299575334415,6.77,1.2527789747714997,341.09
12.0,0.01726152198156342,1.6068308973312377,554,2.0,0.8064953047037124,904000,113,0.5163241646395013,-0.0024636180186644197,6.69,1.2328916049003602,347.07
12.0,0.014576720874756574,1.4975283044576644,554,2.0,0.8460820120573044,912000,114,0.4245881135490984,-0.008478490522829816,6.81,1.2108953392505646,359.38
12.0,0.017909368323162197,1.660686843395233,555,2.0,0.8099308121204376,920000,115,0.5013994404644739,-0.0060549793394602605,6.75,1.1887296748161316,360.1
12.0,0.015539032658562064,1.5309636783599854,556,3.0,0.8395940297842026,928000,116,0.47303426611010435,-0.0019154542172327637,6.94,1.1680169892311096,372.54
13.0,0.01791261890437454,1.6382754117250442,557,4.0,0.7982319790124893,936000,117,0.4909292655423139,-0.00022267038668360328,7.49,1.180389119386673,384.76
13.0,0.018295433442108332,1.6397745352983475,557,3.9000000000000004,0.832898952960968,944000,118,0.49268694660967677,-0.009596035557624418,7.79,1.191548571586609,384.76
13.0,0.014077113009989262,1.4531545287370682,558,3.0,0.8508731997013093,952000,119,0.44047357088140265,-0.0040545391041086985,7.85,1.2038355147838593,382.83
14.0,0.01606084605213255,1.5420929628610611,558,3.9000000000000004,0.8134909397363663,960000,120,0.46084961590285695,-0.005113939288421534,8.27,1.2327603256702424,390.23
14.100000000000009,0.016689860238693656,1.6017798262834548,559,3.0,0.8404695522785187,968000,121,0.45324239931245286,-0.008026411107275635,8.11,1.224610012769699,384.97
15.0,0.020893128030002116,1.7769080531597137,559,3.0,0.7653328406810761,976000,122,0.5419153545738162,-0.005757301184785319,8.27,1.1758489286899567,391.44
16.0,0.0198833370488137,1.7443575006723404,560,3.0,0.7947004693746567,984000,123,0.514242665359135,-0.0040969873999711125,8.6,1.19705144405365,407.36
16.0,0.01542629422619939,1.53374427318573,560,4.0,0.8416264605522156,992000,124,0.452294264262483,-0.004224353837926174,8.86,1.1730167639255524,410.15
16.0,0.01996032571885735,1.730146787762642,561,3.9000000000000004,0.8050282037258149,1000000,125,0.5235315951769739,-0.007381090851158661,9.05,1.1884721612930298,410.14
16.0,0.019320883927866815,1.708631672859192,561,4.0,0.8002339220046997,1008000,126,0.531033472413486,-0.007772268151747994,9.77,1.1606243002414702,428.28
16.0,0.01794382294639945,1.6467024791240692,561,4.0,0.8133974677324295,1016000,127,0.5226204587910344,-0.00510542573640123,9.74,1.1755795753002167,425.17
16.0,0.01657978231087327,1.5883110064268111,562,4.0,0.8417872440814972,1024000,128,0.5120001763705538,-0.003965405674598514,9.56,1.1397343319654465,417.59
16.0,0.017907764562405646,1.632970334291458,562,4.0,0.813409394621849,1032000,129,0.49883746286988706,-0.0036097669097580366,10.07,1.1682608318328858,430.91
16.0,0.015539889000356197,1.5356115949153901,563,4.0,0.8257088005542755,1040000,130,0.4581298876871628,-0.007667678196448833,9.95,1.1724253177642823,432.19
15.0,0.01619738176930696,1.570407950282097,563,5.0,0.8227493023872375,1048000,131,0.4793099880352997,0.000717404643073678,9.53,1.185411673784256,430.82
15.100000000000009,0.02450089321937412,1.9286531960964204,563,5.0,0.7915943211317062,1056000,132,0.6094635119788595,-0.008030401907453778,9.82,1.1412931299209594,441.21
16.0,0.021969918804243208,1.8370722758769988,563,5.9,0.7939005696773529,1064000,133,0.6049427560881846,-0.00690812325803563,10.19,1.1314334452152253,450.88
16.0,0.01858858115505427,1.672101817727089,563,6.0,0.8226905173063278,1072000,134,0.5051818963954142,-0.007203854438848793,10.45,1.166658729314804,459.76
15.0,0.02122944751754403,1.809197313785553,564,6.0,0.8069795829057693,1080000,135,0.5976508202436073,-0.0059885418484918775,10.22,1.1603698301315308,460.04
16.10000000000001,0.02376880188472569,1.8920083248615265,564,6.0,0.7596557909250259,1088000,136,0.6126467736724879,-0.008088752675103023,10.73,1.1714033913612365,475.42
17.10000000000001,0.02440053962171078,1.9419652652740478,565,6.9,0.7429628497362137,1096000,137,0.616619558935265,-0.015839403225691058,11.54,1.1109566879272461,489.63
17.10000000000001,0.028031742852181196,2.0627639997005462,565,6.9,0.7053573793172836,1104000,138,0.6544261257995823,-0.006052405273076147,11.73,1.131203151345253,496.67
18.0,0.020789087875746192,1.778228416442871,565,7.0,0.7449444633722305,1112000,139,0.5474450732692016,-0.008222151679219677,11.91,1.1304525995254517,508.88
18.0,0.025328807597979903,1.969802497625351,566,6.9,0.757764402627945,1120000,140,0.5817670310768787,-0.005803932043199893,12.25,1.1534880089759827,522.2
18.0,0.024015710595995186,1.899193344116211,566,7.0,0.7455834716558456,1128000,141,0.5677962789308599,-0.0076089300822059155,12.51,1.1139640891551972,529.9
18.0,0.0252159577049315,1.960115692615509,566,7.9,0.7150139480829238,1136000,142,0.5953943099800528,-0.007459805348189547,12.84,1.1152975815534591,536.54
18.10000000000001,0.025360964816063643,1.9758215248584747,567,7.0,0.7262812572717666,1144000,143,0.5923998107258606,-0.008220228378195315,12.77,1.0987294685840607,533.9
21.10000000000001,0.026598083321005106,2.0219792556762695,567,8.0,0.7337132966518403,1152000,144,0.6310974827707229,-0.006404793234542012,13.42,1.0947389888763428,547.03
21.0,0.026007631490938366,1.9806114065647125,567,7.0,0.7216223138570785,1160000,145,0.6470207929425268,-0.007786239885754185,13.37,1.0825446665287017,546.29
19.0,0.02801353296265006,2.048641995191574,567,7.9,0.6999680149555206,1168000,146,0.7504847608977918,-0.01374014267406892,13.3,0.982156229019165,547.75
22.0,0.028542405432090162,2.0693621325492857,567,8.0,0.7138081610202789,1176000,147,0.6757109866811889,-0.012400637532700785,14.47,1.000527321100235,570.87
22.10000000000001,0.025715227238833904,1.958353180885315,567,8.9,0.75614128947258,1184000,148,0.5945856742266512,-0.005023773836437612,15.05,1.0199688291549682,578.85
23.10000000000001,0.026579902223311365,2.0088383960723877,568,9.0,0.738859578371048,1192000,149,0.599085672243661,-0.007796369155403227,15.3,1.1191035759449006,582.83
23.10000000000001,0.02614899751730263,1.9935791981220246,568,10.0,0.7469808852672577,1200000,150,0.6452253210077284,-0.009312951271422207,15.94,1.0786684453487396,600.61
23.0,0.032170983180403706,2.177863575220108,568,9.0,0.6901739645004272,1208000,151,0.7521459959025392,-0.012574188660364598,15.54,1.0176448887586593,593.89
23.0,0.029931320054456593,2.1364390432834623,568,9.0,0.6882023233175277,1216000,152,0.7089472933211697,-0.0069686756748706105,15.9,1.0839603412151337,607.09
24.0,0.03317820419557393,2.239185851812363,569,9.0,0.6957202070951461,1224000,153,0.8657959495198508,-0.008835258037070162,16.53,1.0522343945503234,618.44
24.10000000000001,0.02920609025284648,2.092793995141983,569,9.9,0.6942018157243729,1232000,154,0.6994802788919179,-0.007226271045219619,16.5,1.090497561097145,615.91
23.0,0.02437094159424305,1.9373688900470734,569,9.0,0.7641625022888183,1240000,155,0.6329889468374607,-0.012000564506743104,16.11,1.0779753082990646,612.49
23.0,0.030202085520140826,2.130764041543007,569,9.0,0.6704928636550903,1248000,156,0.769157360212798,-0.012117503743211274,15.83,1.0193184983730317,610.89
24.10000000000001,0.033498168913647534,2.2329600912332537,569,9.0,0.6757370054721832,1256000,157,0.8287563188230057,-0.013762782293488271,16.21,0.9923424488306045,619.89
26.10000000000001,0.02773119936697185,2.0614453041553498,569,9.0,0.7294319498538971,1264000,158,0.7729112667973493,-0.00884704440482892,16.46,0.9795637381076813,620.16
27.0,0.028977441666647792,2.087160156965256,570,10.0,0.7138317608833313,1272000,159,0.7494708631240209,-0.010753010850166903,17.08,1.0119834625720978,628.88
26.10000000000001,0.032696363306604324,2.198603872060776,570,10.0,0.7148383909463882,1280000,160,0.7343803540272963,-0.015954386570956557,17.19,0.9899356365203857,621.32
26.0,0.02587792370468378,1.9838459873199463,570,10.0,0.7184306573867798,1288000,161,0.642029870613753,-0.005120939428452403,17.1,0.9943542063236237,620.65
26.10000000000001,0.02527425638400018,1.9515491354465484,570,10.0,0.7254877495765686,1296000,162,0.612115377610825,-0.004876146929163951,17.29,1.0987862408161164,628.75
26.10000000000001,0.025473216860555113,1.9669557571411134,571,10.0,0.7264487266540527,1304000,163,0.615466615835469,-0.0033383559598587453,17.92,1.1237589293718337,636.25
26.0,0.02765764426905662,2.033311721086502,571,12.0,0.7257402873039246,1312000,164,0.6633835590635566,-0.012970958587538916,18.11,1.0517780673503876,640.99
26.0,0.028579459972679615,2.0842122173309328,571,12.0,0.7103459995985031,1320000,165,0.6325407706760409,-0.01146236731483441,17.84,1.0625808185338974,641.2
26.0,0.02822103147394955,2.06341414809227,571,12.0,0.7117089986801147,1328000,166,0.6901404571229776,-0.007658187662018463,18.17,1.0803054702281951,651.29
25.10000000000001,0.029477131543681024,2.1011673402786255,571,12.0,0.7274254220724106,1336000,167,0.7001767618598425,-0.011467575276037678,18.55,1.0144197607040406,659.99
25.10000000000001,0.02895440148189664,2.0969776672124865,571,12.0,0.7301175117492675,1344000,168,0.6894196344673869,-0.011655703636934049,18.68,1.0543501144647598,663.08
27.200000000000017,0.030810814062133433,2.133251200914383,572,12.0,0.6431789124011993,1352000,169,0.7174140338236302,-0.009712009674403816,19.17,1.0923734337091446,672.55
28.10000000000001,0.028418946145102382,2.0677094745635984,572,12.0,0.7143319058418274,1360000,170,0.67249594065632,-0.008819134744117036,19.32,1.076776202917099,676.31
29.10000000000001,0.032349367002025245,2.185319468975067,572,12.0,0.6826014465093613,1368000,171,0.6595969475065716,-0.007080967223773768,19.28,1.048756983280182,672.75
30.0,0.03512532671913505,2.298256512880325,572,12.0,0.675244243144989,1376000,172,0.7388977674316284,-0.013812027290696279,20.06,1.0100657832622528,693.56
30.0,0.030380474962294103,2.1554003810882567,572,12.0,0.6984541529417038,1384000,173,0.6637447323727084,-0.00848207382587134,20.16,1.074913768172264,694.28
