value_loss,frames,explained_variance,policy_loss,advantage_norm,fps,grad_norm,P01:episode_rewards,epoch_idx,policy_entropy,PMM:episode_rewards,episode_length,P09:episode_rewards
0.1004623198868694,8000,-3.0266291975975035,-0.013297676971415057,2.042547146268189,347,2.6693335521269996,0.0,1,1.326791974902153,1.3421052631578947,180.6315789473684,4.0
0.013158190737958647,16000,0.030836746096611023,0.0029310592819820156,1.1683131175488233,171,0.21937748838605986,0.0,2,1.3698642253875732,1.4090909090909092,183.47727272727272,4.0
0.015139179365905874,24000,0.06070515513420105,0.002933739851869177,1.3001639167964458,205,0.2173759741618609,0.0,3,1.3835076785087586,1.52,187.76,4.0
0.013825858099280594,32000,0.029511242508888244,0.0016901968188903992,1.2015024892240762,230,0.21501419730425195,0.0,4,1.3834025025367738,1.41,184.72,4.0
0.013730761264228022,40000,0.05839577198028564,0.0024918252695351837,1.1681956614553928,245,0.2417816679061936,0.0,5,1.382084344625473,1.28,179.26,3.0
0.015956179421045817,48000,0.03284170746803284,0.00036772895022295414,1.351753437370062,259,0.24666849147602524,0.0,6,1.3716911470890045,1.48,185.15,4.0
0.012673468287630385,56000,0.12186259746551514,0.003301794903236441,1.1397247974574567,270,0.20283791260490247,0.0,7,1.3739710569381713,1.54,186.39,5.0
0.016016167170491827,64000,0.11772776842117309,-0.0013631499209441245,1.3253492641448974,279,0.3405468568919794,0.0,8,1.379815045595169,1.51,185.72,4.0
0.01339242510308395,72000,0.12279765486717224,0.0021696184972824994,1.1521492053568363,286,0.28032985476868805,0.0,9,1.3786632895469666,1.34,181.77,3.0
0.012185004186467268,80000,0.16240742921829224,0.002759601407451555,1.1612889851629733,293,0.2188854713245434,0.0,10,1.3837831139564514,1.2,175.59,3.0
0.010730703942244872,88000,0.3543242686986923,0.00196781152999165,1.0919440816342831,298,0.2423558184642314,0.0,11,1.384274320602417,1.17,174.62,3.0
0.013018756398232655,96000,0.501988731622696,0.0007755738188279793,1.2905506214499474,302,0.28927102328062154,0.0,12,1.3799742460250854,1.15,173.27,3.0
0.014124524157959967,104000,0.6047159224748612,-0.0013553011439580587,1.3711084091663361,307,0.31143870944589075,0.0,13,1.3727850091457368,1.37,183.34,3.0
0.01469838809716748,112000,0.6574287271499634,-0.0014562573988223448,1.4119503419101238,310,0.33320054626173273,0.0,14,1.3778187811374665,1.63,194.52,4.0
0.016593150354456156,120000,0.6396910476684571,-0.001309475877787918,1.4812440025806426,313,0.4785439644260818,0.0,15,1.336658022608608,1.9,203.41,5.0
0.011222112065297551,128000,0.7192718023061753,-0.0018070786155294626,1.2083430695533752,316,0.28957882387533995,0.0,16,1.3732297027111053,1.72,192.57,5.0
0.013129683205625043,136000,0.8502401065826416,-0.0020250302346539683,1.3009808865189552,318,0.3087227650215001,0.0,17,1.3615726768970489,1.73,191.38,4.0
0.012523018848150968,144000,0.8492319715023041,0.0017870039513218216,1.248206695318222,321,0.39117877439631804,0.0,18,1.3585606825351715,2.15,205.59,5.1000000000000085
0.010136131650069729,152000,0.8822952383756637,-0.0019630098068228108,1.1831932201981545,327,0.29077264869567626,0.0,19,1.3619469594955445,2.2,208.61,5.1000000000000085
0.008561289992067032,160000,0.9077526491880417,-0.0004078214656328782,1.0748824882507324,333,0.26172890835764995,0.0,20,1.344608210325241,2.16,211.62,5.0
0.006160735371522606,168000,0.9400289738178254,-0.0004143872670829296,0.9168514156341553,339,0.2036128029713195,0.0,21,1.3374253356456756,2.61,226.75,6.300000000000026
0.00797310825844761,176000,0.9166617983579636,-0.0021392916523473105,0.9910727205872536,345,0.28497739168049674,0.0,22,1.3334918692708015,2.62,225.94,9.0
0.0041169446747517215,184000,0.9472056049108505,0.00013813038016451172,0.7328466445207595,351,0.1762513780062593,0.0,23,1.3484963774681091,2.46,219.84,6.200000000000017
0.008914019619696774,192000,0.921167049407959,-0.0010110427177278324,1.0365872126817703,355,0.29140804853745544,0.0,24,1.3331638950109481,2.27,210.04,5.300000000000026
0.003427405089023523,200000,0.9573133391141891,-0.00038731907567125746,0.6691104707121849,359,0.15846898130814804,0.0,25,1.343644471168518,1.89,201.72,5.0
0.00553017706843093,208000,0.9307151848077774,-0.0017861408172757365,0.8472075036168099,363,0.22144312058260465,0.0,26,1.3425741064548493,2.08,209.67,5.0
