epoch_idx,advantage_norm,episode_length,policy_loss,grad_norm,PMM:episode_rewards,P01:episode_rewards,frames,P09:episode_rewards,policy_entropy,fps,explained_variance,value_loss
30,0.5045745653286576,172.58,-0.0022931134168538846,0.1153539754389389,1.14,0.0,240000,3.0,1.385152324438095,784,-2.6651070028543473,0.0026589136994698494
31,0.41521568953990934,170.62,0.0008920812216820195,0.06834029705475549,1.09,0.0,248000,3.0,1.385745619535446,785,-3.0727523040771483,0.0017489367804046196
32,0.5039264664053917,176.57,0.004297900502060656,0.11778090066326748,1.22,0.0,256000,3.0,1.3856062483787537,786,-2.3404015189409257,0.0030829622270175604
33,0.44420037414878605,176.61,-7.134235929697752e-06,0.06440526673826198,1.2,0.0,264000,3.0,1.3854467868804932,787,-2.9565288656949997,0.0019913419762269766
34,0.45567554716020825,174.84,0.00013679008872713894,0.06633929755715462,1.14,0.0,272000,2.1000000000000085,1.3846736979484557,789,-2.148114978671074,0.0022285658562213938
35,0.39370632577687503,174.46,0.00039297317038290203,0.05758463658433091,1.18,0.0,280000,3.0,1.3849038445949555,790,-2.6108330553770065,0.001697637953020603
36,0.39249274142086504,171.47,-0.00044598867680178955,0.05779563175198552,1.13,0.0,288000,3.0,1.382971087694168,791,-5.291294054389,0.0016995061321358662
37,0.7970629098266363,182.98,0.017687412577979556,0.9091206486392593,1.38,0.0,296000,4.0,1.3824038815498352,794,-1.274494362473488,0.021769846144998155
38,0.40691872842609883,184.55,-0.00011217415569262812,0.06222322365861354,1.44,0.0,304000,3.1000000000000085,1.3853978884220124,793,-5.23680699288845,0.0018460737301393237
39,0.4559389393031597,179.24,1.6390726086683573e-05,0.07073814770440352,1.31,0.0,312000,3.0,1.3853159201145173,794,-3.6816140216588975,0.002126941188944329
40,0.37986592464149,181.64,2.7042493893532083e-05,0.05498312464585656,1.36,0.0,320000,3.0,1.3855398452281953,794,-2.6580800896883012,0.0015938772740992134
41,0.31007156785577533,172.07,8.536186662240653e-05,0.0496238433000121,1.15,0.0,328000,3.0,1.3856717216968537,794,-3.154208101630211,0.0011270188755042908
42,0.3944109991192818,170.88,-0.00012882575916592031,0.0644147498053607,1.14,0.0,336000,3.0,1.385697113275528,796,-1.2062758648395537,0.0016603226978895692
43,0.4060083137825131,176.58,0.00016890107246581465,0.057292789572901,1.26,0.0,344000,3.0,1.3849396622180938,797,-2.3291849172115326,0.0018155680408017362
44,0.3161964885517955,174.02,0.00011684125732244866,0.04738200575175859,1.24,0.0,352000,3.0,1.3838557124137878,798,-1.7013619989156723,0.0010520474926124733
45,0.3908812397159636,180.34,3.9734100973873864e-05,0.06390080229858648,1.36,0.0,360000,3.0,1.3830345380306244,800,-3.0468723332881926,0.0016558692942908238
46,0.450605540573597,182.03,-0.0001981884580163751,0.07280036017765246,1.32,0.0,368000,4.0,1.3847917783260346,800,-21.4469147759676,0.0019727658017291106
47,0.37415632531046866,178.75,0.00020148873270954936,0.05046608098919424,1.25,0.0,376000,3.1000000000000085,1.3841532051563263,801,-6.326637237071991,0.001585522946297715
48,0.3823460252583027,178.68,5.4367762058973315e-05,0.05526081161512811,1.28,0.0,384000,3.0,1.3840308177471161,802,-3.5770056694746017,0.0016043345863181457
49,0.38433645371347663,183.35,0.000399100833456032,0.06310126912129763,1.38,0.0,392000,3.0,1.3857269752025605,803,-2.770412110686302,0.0016558205364344757
50,0.3633014567941427,177.24,-0.0002927678434207337,0.05845341657354863,1.23,0.0,400000,3.0,1.3846091091632844,804,-1.5752750134468079,0.001492439059784374
51,0.33757825899869204,167.46,0.0002971112527620789,0.050261863656268106,1.05,0.0,408000,3.0,1.3857961332798003,805,-2.4418866580724714,0.0015415755978847301
52,0.36477617371827364,175.54,-7.842792834708234e-05,0.06134649985727605,1.27,0.0,416000,3.0,1.3851686668395997,805,-1.3432958257198333,0.001467604208719422
53,0.3866210696846247,184.13,-1.746899179124739e-05,0.06434330745121158,1.48,0.0,424000,4.0,1.38417582988739,806,-0.6800547897815704,0.001546461225989333
54,0.37943598031997683,194.86,-1.1508151328598616e-06,0.0591088022474799,1.69,0.0,432000,4.0,1.3836011254787446,807,-4.123076412677765,0.0016858912327006692
55,0.2780542825907469,193.34,-0.00025664720429631417,0.04306361573854782,1.62,0.0,440000,4.0,1.3851241075992584,807,-3.1123760890960694,0.0008793289662662573
56,0.37325988229364154,179.29,-4.274469829397276e-05,0.0589437199016136,1.25,0.0,448000,3.0,1.3851488304138184,808,-1.932633917927742,0.0015413894897210413
57,0.31734446935355665,181.39,0.00031902683578664435,0.05333309933339691,1.3,0.0,456000,3.0,1.3853300821781158,809,-3.800524933338165,0.0010505720757100789
58,0.37952436223626135,185.57,0.00020904113276628777,0.06311332563020028,1.45,0.0,464000,4.0,1.3853566634655,810,-2.5201106321811677,0.0015719621392418048
59,0.29031775578856467,183.13,-0.0004074817518994678,0.047460622825613974,1.45,0.0,472000,4.0,1.3840008437633515,811,-1.7335748898983,0.0011002741290212724
60,0.3420951968804002,184.85,6.331122654955835e-05,0.05651788491178609,1.48,0.0,480000,4.0,1.385506967306137,810,-0.9590439057350159,0.0013373546097500367
61,0.3386588748916984,182.71,-3.362828923854977e-05,0.05386341723116678,1.37,0.0,488000,3.0,1.3855038917064666,810,-5.390287932157516,0.001317617942495417
62,0.3320854913815856,178.46,-0.00021392142531112768,0.0477877574786151,1.26,0.0,496000,3.0,1.3845167028903962,809,-3.781645349264145,0.0012769903496609913
63,0.2767136783525348,173.88,0.00014900820428010776,0.04203543890826864,1.11,0.0,504000,3.0,1.3844178271293641,809,-13.985104471445084,0.0010308912997606967
64,0.3557115602493286,179.2,1.5545851420029065e-05,0.05730620632129549,1.3,0.0,512000,3.0,1.3845388340950011,809,-1.715820569396019,0.0014855081270070513
65,0.2870149732008576,182.57,-0.0002745879198482726,0.03996948550272083,1.38,0.0,520000,3.0,1.383442566394806,809,-3.144106544852257,0.001060965146334638
66,0.30092100124806165,184.55,0.0004964947210669379,0.04912108612550323,1.4,0.0,528000,3.0,1.384819141626358,808,-1.8939724111557006,0.0010519276841432657
67,0.30945288073271515,187.81,-7.006757412455045e-05,0.047729296630170504,1.52,0.0,536000,3.0,1.3854211866855621,808,-14.620059608817101,0.0010712584711291128
68,0.254400480017066,175.82,-0.0004353826731676236,0.046846696836252456,1.2,0.0,544000,3.0,1.3844268441200256,808,-0.8981412792205811,0.0007747631488200568
69,0.351771841570735,179.24,0.000289699681015918,0.056415228311296736,1.3,0.0,552000,3.0,1.3832918477058411,808,-2.792879593372345,0.0014380206397618168
70,0.37926542419940235,184.55,6.634399353060871e-05,0.05865238899704325,1.43,0.0,560000,3.0,1.3850289273262024,808,-2.5397219395637514,0.0015950074057036545
71,0.3244810840114951,185.36,0.00019150583364535123,0.04481492691136491,1.45,0.0,568000,3.0,1.3855280995368957,808,-1.501394310593605,0.0012676782745074887
72,0.2621939690597355,187.74,-2.442327662720345e-05,0.04244984124936669,1.51,0.0,576000,3.1000000000000085,1.3858081221580505,807,-2.324893324971199,0.0008461366928440839
73,0.2517432415112853,174.84,-6.239260500478849e-05,0.04087248211641356,1.2,0.0,584000,3.0,1.3859851455688477,807,-3.7799485152959824,0.0007498416643375094
74,0.2911892107874155,178.62,0.0001108351226139348,0.0451290116991689,1.28,0.0,592000,3.1000000000000085,1.3859076249599456,807,-2.865284069776535,0.001010435321559271
75,0.34173260882496836,187.66,-0.0004334830348761898,0.05074889252715848,1.5,0.0,600000,4.0,1.3848053765296937,807,-1.7844504779577255,0.001414428896532627
76,0.22392558302730323,184.94,9.563221246935427e-05,0.03438449520942182,1.44,0.0,608000,4.0,1.3856953489780426,807,-1.9913337874412536,0.0005995027990820745
77,0.32401197716593744,180.71,7.872130072428263e-05,0.047104466695287714,1.34,0.0,616000,4.0,1.3855091142654419,807,-1.5178579211235046,0.0013460563482203724
78,0.19522217027842997,180.58,-0.00020188314465485746,0.028492473271148677,1.36,0.0,624000,4.0,1.3859339237213135,807,-5.874157973527908,0.0004502284544651047
79,0.36120249804109333,187.8,0.00011193207530595827,0.05681095960609801,1.52,0.0,632000,4.0,1.3857484817504884,808,-1.4160908442735671,0.001541208279904822
80,0.26165303952991964,186.74,-0.00011533519616932608,0.039541587924100986,1.46,0.0,640000,3.0,1.3860519301891328,808,-1.5486717808246613,0.0007870219672167877
81,0.2633254813402891,177.17,0.00011206770083845186,0.0409759092680863,1.24,0.0,648000,3.0,1.385940750837326,808,-4.212413046360016,0.000832525264781907
82,0.24602992910891772,173.88,8.966986562882085e-05,0.03796178056760703,1.22,0.0,656000,2.1000000000000085,1.3856989121437073,808,-1.2512654823064804,0.0008070962252531899
83,0.25540635172277687,172.72,-0.00014146425295621156,0.03838290441700671,1.2,0.0,664000,3.0,1.3857437586784362,808,-2.157780904173851,0.0008720598336185503
84,0.18369731206446885,173.11,0.00011218526720767841,0.02884497705127203,1.12,0.0,672000,3.0,1.385513596534729,808,-2.0991394937038423,0.00038555457817892604
85,0.2561673206463456,179.2,5.3518354652624114e-05,0.039516045045672875,1.32,0.0,680000,3.0,1.3855375134944916,808,-1.3181316846609115,0.0008578803548516589
86,0.266185733191669,180.38,-2.2894130624990792e-05,0.04028821819228281,1.4,0.0,688000,3.0,1.3859469449520112,808,-2.7306306779384615,0.0009363019506599812
87,0.19590472251176835,168.37,3.5778376368398316e-05,0.032157372857259184,1.09,0.0,696000,3.0,1.385837857723236,808,-2.02102117061615,0.0004968004209331411
88,0.2792778533324599,179.89,-5.774683304480277e-06,0.04513448099064183,1.37,0.0,704000,3.0,1.385749933719635,808,-0.7901953184604644,0.000946858691286252
89,0.3435148471966386,192.55,-0.00024640509160235525,0.05794374630950597,1.65,0.0,712000,3.0,1.3855752229690552,809,-0.6367445468902588,0.0012793334340312867
90,0.25530592400580643,190.64,0.00031243278222973457,0.038096101492076415,1.6,0.0,720000,3.0,1.3851700365543365,809,-1.2309156608581544,0.0007787433906196383
91,0.2552769871242344,181.78,-0.0002368772782938322,0.03816350332813533,1.42,0.0,728000,3.0,1.3855023002624511,809,-2.700806513428688,0.0007742838526883134
92,0.21571719504892825,177.14,6.0431905097999564e-05,0.03162648890719119,1.33,0.0,736000,3.1000000000000085,1.385718171596527,809,-2.8614146542549133,0.0006061524032566013
93,0.2200984638556838,176.49,0.00016350679517927348,0.0336408951764473,1.27,0.0,744000,3.1000000000000085,1.38572399020195,809,-1.8862195402383803,0.0007869516243681574
94,0.2587765098363161,181.78,-0.0001061589924938744,0.037862970688132824,1.37,0.0,752000,4.0,1.3856866228580476,809,-0.5475669097900391,0.0007931130915358153
95,0.2570251502096653,184.85,-0.00014740375481778756,0.03958036839934153,1.46,0.0,760000,4.0,1.385735092163086,809,-1.5886714392900467,0.0008125741761796235
96,0.30811504609882834,180.53,-8.471896915580147e-05,0.047023065098639114,1.37,0.0,768000,3.0,1.385991712808609,809,-2.1785666799545287,0.0012590123882546323
97,0.3370599357411265,190.57,-0.0002522777597187087,0.048492089313214935,1.63,0.0,776000,4.0,1.385967981815338,809,-0.8350035792589188,0.0013174822148857856
98,0.245264529325068,193.51,0.00013313933595782146,0.03445410380799034,1.68,0.0,784000,4.0,1.3859672677516937,809,-0.6850661563873292,0.0007349837903166189
99,0.2538952814042568,182.96,-5.333006934961304e-05,0.037058518227081116,1.4,0.0,792000,3.0,1.38592355966568,809,-16.777587755322457,0.0008357350303595013
100,0.24055468743667008,186.16,-8.949162103817798e-05,0.03342887927716823,1.47,0.0,800000,4.0,1.3858312797546386,809,-1.677019265294075,0.0007507735395120107
101,0.3165766731277108,186.79,-0.00011333668404404306,0.049580025197539415,1.51,0.0,808000,4.0,1.385203423500061,809,-1.1088887691497802,0.0011528025452844303
102,0.25734357740730046,173.13,0.00023800812545232475,0.034349750492424586,1.21,0.0,816000,3.0,1.3855325949192048,809,-1.0727128088474274,0.0007746636349202163
103,0.21145940326154233,175.57,-0.00024987455224618316,0.03262184704826106,1.25,0.0,824000,3.0,1.3857354772090913,809,-1.602923292517662,0.0005374739680019048
104,0.21393663998693227,177.73,-4.8971688229357824e-05,0.03811934934321839,1.28,0.0,832000,3.0,1.3852013742923737,809,-2.28908116042614,0.0005144609570288594
105,0.2475044415332377,172.33,-5.434277860331349e-05,0.03926562605920749,1.16,0.0,840000,3.0,1.3842691636085511,809,-10.05374466240406,0.0008470226550616644
106,0.20126807123422621,175.91,8.571115460654255e-05,0.02985180985265019,1.23,0.0,848000,3.0,1.3856157445907593,809,-1.5044824105501176,0.000484894873848134
107,0.26011995375156405,180.49,7.724027500444209e-06,0.04070294697884267,1.37,0.0,856000,4.0,1.385032354593277,809,-2.1801043665409088,0.0008939347373734563
108,0.24144994415342808,184.81,2.4221431267505978e-05,0.03429652960152191,1.5,0.0,864000,4.0,1.38528941988945,809,-1.9048262429237366,0.000734593008965021
109,0.16451803106814622,182.51,8.894135784430546e-05,0.024667703888972423,1.41,0.0,872000,3.0,1.385960282087326,809,-0.530453262925148,0.0003508514821623976
110,0.2625812538340688,187.33,5.988957529552863e-05,0.037488227504640315,1.55,0.0,880000,4.0,1.385264778137207,809,-1.2143119394779205,0.0008171298772595037
111,0.21674854755401612,182.78,-2.1359646998462266e-05,0.03490855624059774,1.42,0.0,888000,3.0,1.3850278878211975,809,-4.644188362956047,0.0006349878428591183
112,0.15124809961766006,187.51,8.100371978798648e-05,0.0199737326499974,1.52,0.0,896000,4.0,1.3849877846240997,809,-1.1031513959169388,0.0003547057673949894
113,0.23946133226156235,185.91,-0.00020357875226181932,0.03631651596844507,1.45,0.0,904000,4.0,1.3849723541736603,809,0.06963542401790619,0.000692535039734139
114,0.1960788891837001,192.91,7.904918667918537e-05,0.02995652493769717,1.64,0.0,912000,4.1000000000000085,1.3854267060756684,809,-0.4163261705636978,0.0006747048355327934
115,0.24870253313332796,200.92,4.722499143099412e-06,0.03419275331271157,1.84,0.0,920000,5.0,1.3861078596115113,809,-0.8220210659503937,0.0007714903046235122
116,0.1695200721733272,181.65,5.141288878803607e-05,0.027321739715846234,1.37,0.0,928000,4.0,1.3859837436676026,809,-1.352227903008461,0.00042650367011901833
117,0.25795408960431815,190.34,0.00013851216674083843,0.03705075815144346,1.64,0.0,936000,4.0,1.3860693871974945,809,-3.086627092957497,0.0008402333145295415
118,0.23443765588104726,185.33,-0.0006532145306118764,0.0352527222121269,1.48,0.0,944000,3.0,1.3859345626831054,809,-5.025970317125321,0.0009157341399395592
119,0.1576367535442114,172.95,0.00030149274281939144,0.02501268722730017,1.15,0.0,952000,3.0,1.3860080325603485,809,-0.7484892290830613,0.00028694212050595525
120,0.1519899572432041,167.55,5.4452346867037703e-05,0.027220538266454302,0.98,0.0,960000,3.0,1.3861771976947785,810,-3.197004604935646,0.0004264278574919445
121,0.1738791344501078,175.32,1.7883763039208134e-05,0.026885185680538694,1.15,0.0,968000,3.0,1.3859632539749145,810,-1.6690201705694199,0.00038720885789189196
122,0.17313058953732252,176.32,-8.935564514104044e-05,0.026752336629102993,1.22,0.0,976000,3.0,1.3855880641937255,809,-0.4853858709335327,0.000479829938894909
123,0.2018321862630546,171.34,9.109532342336024e-05,0.03347795065797838,1.1,0.0,984000,3.0,1.385710390806198,810,-1.2675573939085008,0.0005648277362479349
124,0.17620971778407693,172.84,5.881076904188376e-06,0.023502323606361838,1.15,0.0,992000,3.0,1.3855236887931823,810,-6.991914073824883,0.0004165902565546276
125,0.17496396450325846,174.95,6.928309721843107e-05,0.02657335363050652,1.19,0.0,1000000,3.0,1.3860390269756317,810,-1.648816815018654,0.0004134657342797254
126,0.16257675614207984,172.51,-4.8229414751403965e-05,0.026851567342941526,1.11,0.0,1008000,3.0,1.3860792410373688,809,-3.561826423406601,0.00035478093745496155
127,0.18801674794405698,164.72,-8.53459178142657e-05,0.028328346041903783,0.98,0.0,1016000,2.0,1.3859242475032807,809,-0.7664543986320496,0.0004945544973361393
128,0.25386573811993,177.24,2.9428513635139097e-05,0.036442973292922405,1.31,0.0,1024000,3.1000000000000085,1.3859987986087798,809,-1.3115060877799989,0.0008346164714066617
129,0.16226458236575125,181.71,9.393947420903715e-05,0.02137133983162808,1.41,0.0,1032000,4.0,1.3861037063598634,809,-1.7773211812973022,0.00035619547158148633
130,0.19281101735308767,166.56,5.979975947411731e-05,0.028238169860969265,1.02,0.0,1040000,3.0,1.386176289319992,809,-0.6875946247577667,0.0004955345657094767
131,0.14171815492212772,166.0,-1.3653778441948816e-05,0.02313651962516589,0.99,0.0,1048000,3.0,1.3859812021255493,809,-2.172026802897453,0.00029381094424024923
132,0.182037043441087,177.88,-0.00012270659222849645,0.027586169513355355,1.25,0.0,1056000,3.0,1.3858626115322112,809,-0.9575417208671569,0.00046098821768737253
133,0.2016277620010078,187.32,0.00010516693198951543,0.03166785756275157,1.51,0.0,1064000,4.0,1.3857338905334473,809,-0.5087722831964493,0.0005529024890711298
134,0.15801052065566182,178.25,-5.379206413635984e-05,0.025732664193856728,1.29,0.0,1072000,3.0,1.3859687089920043,809,-2.6939367944002153,0.0003574833845050307
135,0.20068584132939576,168.93,-0.00013229801334091462,0.028771500365864094,1.05,0.0,1080000,3.0,1.3859679985046387,809,-1.3840027379989623,0.0005021755591769761
136,0.14530510203912855,178.52,4.7913167800288645e-05,0.01966786427583004,1.26,0.0,1088000,3.0,1.38574955701828,809,-2.675482579469681,0.0002924225135234337
137,0.2067826098203659,177.83,3.7751648706034756e-05,0.03231019589685142,1.26,0.0,1096000,3.0,1.3855321991443634,809,-1.699645756483078,0.0005085397648872458
138,0.18152975235134364,176.22,0.0001010227577353362,0.029612923070782716,1.22,0.0,1104000,3.0,1.3852426099777222,809,-1.351949205994606,0.0004135400601444417
139,0.2023344773799181,177.65,-0.00014244972579035675,0.03357280653561738,1.27,0.0,1112000,3.0,1.385811665058136,810,-26.846808541417122,0.0005819262217210052
140,0.18906497813761233,172.87,6.709483706799801e-05,0.03023886012601843,1.17,0.0,1120000,3.0,1.3858790040016173,810,-3.7214707547426222,0.0005437493892031853
141,0.16489369623363018,172.46,0.00012590747136073332,0.023542110911671833,1.14,0.0,1128000,3.0,1.3857100439071655,809,-1.0427198833227158,0.0003442940901732072
142,0.1654781542532146,174.27,-0.0007820557161312536,0.03198213595685913,1.15,0.0,1136000,3.0,1.3859627163410186,810,-0.8624131649732589,0.0005572526595028648
143,0.20309898840263485,183.22,0.00045814161148882704,0.02915835901108293,1.36,0.0,1144000,4.0,1.3856376123428344,809,-1.1891788303852082,0.0005193775409316004
144,0.14249600939452647,190.68,1.571713470184477e-05,0.0210599646630496,1.56,0.0,1152000,4.0,1.3861119031906128,810,-1.2379391193389893,0.00031561546506054584
145,0.17340581130236388,180.03,-7.767529332340928e-06,0.023905289179534897,1.31,0.0,1160000,3.0,1.3859950983524323,810,-2.530377982854843,0.0004318793064226156
146,0.1791968990676105,178.37,8.039820822887123e-06,0.026633921716768528,1.26,0.0,1168000,3.0,1.386118266582489,810,-1.5823570376634597,0.00042119197275496844
147,0.20552939154207706,187.44,-7.637468757820898e-05,0.03193752988559598,1.49,0.0,1176000,3.1000000000000085,1.3861472928524017,810,-2.2476133620738983,0.0006131408728060706
148,0.16327553611248732,182.67,-5.176117568908012e-05,0.02483366414177023,1.35,0.0,1184000,3.0,1.3860160303115845,810,-1.5477271145582199,0.0004493211804128805
149,0.21125043384730816,180.12,8.989023569483834e-05,0.03428394984157566,1.26,0.0,1192000,4.0,1.3859030091762543,810,-4.772860272526741,0.0006319461456132558
150,0.1247711875103414,177.39,0.00034533243291662074,0.01804185234419887,1.21,0.0,1200000,3.0,1.3861607122421264,810,-1.3250389766693116,0.0002434503013819267
151,0.19243264466524124,173.62,-0.00017273120276513508,0.0308201248515906,1.18,0.0,1208000,3.0,1.3857556414604186,810,-25.740600565075873,0.0004779274786824317
152,0.14925839073956013,178.99,-0.0001276054114168801,0.021946801959607864,1.32,0.0,1216000,3.0,1.3861106932163239,810,-1.6807023763656617,0.00027876750515588356
153,0.1490192692168057,176.58,3.422195040911902e-06,0.021700012094992376,1.2,0.0,1224000,3.0,1.3860644042491912,810,-8.463643862009048,0.00041219282069505426
154,0.1481768590025604,180.05,2.4231315819633892e-05,0.024123254426487665,1.24,0.0,1232000,4.0,1.3860327458381654,810,-2.317275344133377,0.0002883530514236554
155,0.13450257590040565,181.77,-6.46587482697214e-05,0.02221105914841632,1.28,0.0,1240000,3.0,1.3859644079208373,810,-1.9790106523036957,0.0002594020165497568
156,0.19047171918675304,170.96,3.263897404394811e-05,0.031073111574510256,1.07,0.0,1248000,3.0,1.3861483943462372,810,-4.572375280261039,0.00048293897037410716
157,0.1725618563219905,167.9,-5.64900869721896e-05,0.02737394300062408,1.03,0.0,1256000,3.0,1.3858901703357696,810,-3.1042805325984957,0.00035213102351008276
158,0.19176261395215988,173.15,-1.348965488432441e-06,0.029134859928075775,1.13,0.0,1264000,3.0,1.3851192557811738,810,-0.2726528179645538,0.0005096977970742955
159,0.19263365995138884,174.21,-6.946605544726481e-05,0.033846784676062926,1.14,0.0,1272000,3.0,1.3849594271183014,810,-1.1483096724748612,0.0005981860679958118
160,0.20299300730228423,172.41,-4.658737499084964e-05,0.03147402082980735,1.14,0.0,1280000,3.0,1.3855626237392427,810,-1.157320311665535,0.0005508112659663311
161,0.2722652404382825,183.1,2.7877785551027047e-05,0.04199190130176726,1.46,0.0,1288000,3.0,1.3844946920871735,809,-1.1057249420881272,0.0009438163632921714
162,0.18446307979524135,181.01,6.67847998556681e-05,0.028050012197868977,1.35,0.0,1296000,3.0,1.3848135590553283,809,-1.3386596649885179,0.00046049118921018815
163,0.23446564469486475,181.15,-4.285707711005671e-05,0.03655134877868925,1.31,0.0,1304000,3.1000000000000085,1.385043399333954,809,-1.4024865907430648,0.0008601399152212252
164,0.1820698785223067,181.92,-2.8515309095382692e-05,0.02698539808858777,1.35,0.0,1312000,3.1000000000000085,1.3851296722888946,810,-2.121792719364166,0.0003981696538221513
165,0.2176337640732527,175.78,-0.00018983784506417577,0.03941574880382636,1.21,0.0,1320000,3.0,1.3855372703075408,809,-1.766672660112381,0.0006388117088999934
166,0.22957085797563195,181.69,1.3956823386251926e-06,0.033485487703245255,1.33,0.0,1328000,3.1000000000000085,1.385633121728897,809,-194.547777069211,0.0008052103908130448
167,0.13973171547055244,189.47,2.9368230752879753e-05,0.020616503649379118,1.58,0.0,1336000,3.1000000000000085,1.385690529346466,809,0.002067907452583313,0.00021632810683513525
168,0.16119706954807042,189.32,2.424989067321803e-05,0.023877412758939814,1.61,0.0,1344000,4.0,1.3855359053611755,810,-0.6965617233514786,0.0003423560146075033
169,0.24048444986343384,187.58,9.218113016686403e-05,0.03835565712253661,1.57,0.0,1352000,4.0,1.3854213786125182,810,-1.8688178968429565,0.0007809222196829068
170,0.1663056021928787,188.51,-6.545788412040565e-05,0.024264899578773827,1.55,0.0,1360000,5.0,1.3854429376125337,810,-0.8021031057834626,0.00041367472140109386
