explained_variance,advantage_norm,policy_entropy,P09:episode_rewards,PMM:episode_rewards,fps,epoch_idx,P01:episode_rewards,policy_loss,value_loss,episode_length,frames,grad_norm
-1.6776553231477738,1.8187871173769237,1.3406898930668831,4.0,1.1951219512195121,566,1,0.0,0.012634961911244318,0.0619280267958311,175.609756097561,8000,1.6320460375566919
-0.07052025854587556,0.997605504617095,1.373775475025177,3.0,1.184782608695652,364,2,0.0,0.0010486173487151973,0.010604575304150786,174.2608695652174,16000,0.2103678954373201
-0.10869145333766937,1.0000349407643079,1.3625405395030976,3.0,1.1,435,3,0.0,0.0029258941595617215,0.011572086319674782,168.85,24000,0.22348291808113596
-0.08549386739730835,1.2160174603760243,1.3660558891296386,3.0,1.15,485,4,0.0,0.0035197394224815073,0.014137315221814788,170.69,32000,0.24257532788361097
-0.22622378826141357,1.0541960049420596,1.379046130180359,3.0,1.28,523,5,0.0,-0.0008674946015526075,0.0111671280048904,177.64,40000,0.23276956802165752
-0.015866928696632386,1.127747037783265,1.37750328540802,3.0,1.07,552,6,0.0,0.0018897522932093125,0.012769193621497834,170.54,48000,0.22779590132558394
-0.04206249594688415,1.0961183884739876,1.3793176662921907,3.0,1.11,575,7,0.0,0.003186359583050944,0.01182065561399213,171.05,56000,0.2201721513358922
-0.019767848849296568,1.3048588371276855,1.3670201873779297,3.0,1.35,593,8,0.0,0.002350852194358595,0.014633654129283968,179.78,64000,0.3072123618512329
0.10058786153793335,1.3831878468394279,1.3734965670108794,4.0,1.44,608,9,0.0,-0.002448375265230425,0.015408548441264429,183.8,72000,0.3420928878274432
0.5829445838928222,1.6132254618406296,1.3551538288593292,5.1000000000000085,1.94,622,10,0.0,0.001091321355488617,0.020726509976666422,202.6,80000,0.4573071030312706
0.621283068060875,1.5666689041256905,1.3575396978855132,6.0,2.21,633,11,0.0,-0.005096411542763235,0.01771351774223149,213.29,88000,0.44913187057426496
0.6510011076927185,1.7565105906128884,1.3380820445716382,7.0,2.58,643,12,0.0,-0.011889618284403696,0.03633103368687443,225.84,96000,0.7911358269436259
0.8032730948925019,1.232857229411602,1.36538911819458,6.0,2.12,651,13,0.0,-0.004338049457874149,0.011835791243356653,206.24,104000,0.36048126854917634
0.8023137497901917,1.22764544993639,1.3792165970802308,5.0,1.74,657,14,0.0,-0.0010790761606767774,0.010802571633830667,197.55,112000,0.3462588394293775
0.8741815602779388,1.0994993311166763,1.3515700137615203,4.1000000000000085,1.59,662,15,0.0,-0.002503303423000034,0.008648463709978387,190.63,120000,0.31934351865048727
0.9035685861110687,1.0148819902539252,1.348547580242157,5.0,1.84,668,16,0.0,-0.001558588561601937,0.00742445296025835,202.27,128000,0.29943541533709184
0.8919554948806763,1.0710034865140914,1.3626888620853423,5.0,1.7,673,17,0.0,-0.0021945441611023854,0.008977507040835917,194.88,136000,0.37003021070484776
0.8628095370531083,0.9190901908278465,1.3593260383605956,5.0,1.61,675,18,0.0,0.000597094555851072,0.0066282197274267676,188.22,144000,0.2576527398337261
0.9186198699474335,0.9192437869310379,1.3459202992916106,5.0,1.61,679,19,0.0,-0.0028856555494712667,0.006252693578135222,190.31,152000,0.2776359504652682
0.9280150890350342,0.8704946374893189,1.352477194070816,5.0,1.85,683,20,0.0,-0.0009486990299046738,0.005840572343440726,197.31,160000,0.2435309985055124
0.9179008919000625,1.0635072514414787,1.3568574118614196,6.1000000000000085,2.39,687,21,0.0,-0.0016977517379564233,0.008306119992048479,217.0,168000,0.30750842559881186
0.9033869487047196,0.8903526085615158,1.3232909312844277,7.1000000000000085,2.37,690,22,0.0,-0.0029654971551644847,0.009103407058282754,216.67,176000,0.2888084717359339
0.9287386518716813,0.8937372225522995,1.3533420181274414,7.1000000000000085,2.4,693,23,0.0,-0.001233636531396769,0.0061129510513274,218.63,184000,0.24278972708177185
0.9426418060064315,0.7641442847251892,1.3532707130908965,6.0,1.86,693,24,0.0,-0.00011265765155258123,0.004578376519784797,200.95,192000,0.2095090824339847
0.9397353059053422,0.777602200806141,1.3376853811740874,6.0,1.81,695,25,0.0,0.00047705216624308375,0.006529004328767769,198.29,200000,0.24294985226946636
0.97837482213974,0.5422817866504193,1.33606889128685,5.0,1.85,697,26,0.0,-0.0013307023444212973,0.002384141898510279,197.59,208000,0.14171849550161625
0.9506163227558136,0.83544707685709,1.323674694299698,6.0,2.03,700,27,0.0,-0.002264465549669694,0.005315537696587853,201.41,216000,0.2407583766016267
0.9170987337827683,0.9388349577784538,1.3490274691581725,5.0,1.98,702,28,0.0,-0.0005256089435715694,0.007328792292973958,199.41,224000,0.26972319601182265
0.9682134711742401,0.6728991915285587,1.3435088992118835,5.0,1.99,704,29,0.0,-0.0007875618891557679,0.0035762737854383884,201.97,232000,0.18043667690218165
0.9717504835128784,0.6151496262848377,1.3413888430595398,5.0,1.98,706,30,0.0,-0.0010999223729595542,0.003275642288936069,204.26,240000,0.1708700246003526
0.9392970788478852,0.7395050543546676,1.3599319136142731,5.0,1.95,708,31,0.0,-0.0006361126506817527,0.004799610271002166,204.96,248000,0.18626882235001818
0.9529287338256835,0.7351198288798332,1.3476784932613373,5.0,1.79,709,32,0.0,-0.00031453161638637537,0.004491291677404661,196.31,256000,0.18655887795608536
0.971007182598114,0.6367676912248135,1.3474604892730713,5.1000000000000085,1.9,711,33,0.0,-0.0017813469501561485,0.003133037808293011,198.41,264000,0.16181102290125754
0.9255562567710877,0.9026826721429825,1.3582685720920562,6.200000000000017,2.1,713,34,0.0,0.0005874531005974859,0.006403970265528187,204.62,272000,0.22219741385982117
0.95581030189991,0.7606874567270279,1.3648100662231446,9.0,2.47,715,35,0.0,-0.0007263461817638017,0.004433138681924902,214.32,280000,0.19018747802339017
0.9327002000808716,0.8902215492725373,1.368797070980072,9.0,2.42,717,36,0.0,-0.00046073296733084134,0.006030685525038279,214.85,288000,0.23016374641841947
0.941096767783165,0.9098486414551735,1.3572628355026246,6.200000000000017,2.44,718,37,0.0,-0.0011506771958681838,0.006433910108171403,217.95,296000,0.23465023178409997
0.8975503104925155,0.9777418714761734,1.3750138998031616,8.100000000000009,2.76,719,38,0.0,-0.0006375083205057309,0.00739632957149297,229.34,304000,0.24265466450929932
0.9224419337511063,0.9157595765590668,1.3323915374279023,8.100000000000009,2.75,719,39,0.0,-0.004317412369127851,0.0073542343429289754,228.27,312000,0.2704795824846441
0.9069792604446412,0.9967115223407745,1.3585520052909852,5.0,2.34,719,40,0.0,-0.0004502045438857749,0.007757756845530821,216.5,320000,0.2441453263939371
0.9445217263698578,0.8691607531905174,1.3287615072727204,5.0,2.25,718,41,0.0,-0.0021554891160849364,0.00562853851239197,216.1,328000,0.24786121532350666
0.9119778448343276,0.961928521990776,1.359803569316864,5.0,2.17,715,42,0.0,-0.00010714084579376504,0.006888424174394459,210.33,336000,0.22804612375297087
0.8997744685411453,0.9953671211004257,1.363121770620346,5.0,2.09,713,43,0.0,-0.0009665160707663745,0.007402677533682436,209.08,344000,0.24922495764705044
0.9464927345514298,0.8557251960039138,1.3532435989379883,5.1000000000000085,1.99,711,44,0.0,-0.0009994634174654493,0.00557958890858572,206.84,352000,0.21623732750118685
0.9218439090251923,0.9339223018288613,1.3581711804866792,6.0,2.06,707,45,0.0,-0.0002440269023645669,0.006676573373260908,206.46,360000,0.23867661591944006
0.9299848026037216,0.8797181847691536,1.3628035187721252,6.0,2.16,703,46,0.0,-0.0015550177979457658,0.0059694874280830845,209.95,368000,0.2301746531769925
0.9703962069749832,0.6340979453921318,1.3397521936893464,5.0,1.84,698,47,0.0,-0.000653862937942904,0.003356874196906574,198.15,376000,0.16344140429636156
0.9751390814781189,0.5843007716536522,1.351100949048996,6.0,2.15,694,48,0.0,-0.0010501765612571034,0.0027931596379494293,207.93,384000,0.14706276864898893
0.9606907969713211,0.7547310137748718,1.3583663523197174,6.0,2.34,690,49,0.0,-0.0019613290224515367,0.004543571670656093,216.88,392000,0.19195975522952038
0.9546526885032653,0.7138927918672562,1.3381723439693451,5.1000000000000085,2.19,685,50,0.0,-0.0016415836634041626,0.00409356314688921,212.41,400000,0.18240535711404543
0.9433533322811126,0.8286772519350052,1.344587026834488,5.0,2.1,681,51,0.0,4.137233656365424e-05,0.005971255978220142,209.2,408000,0.19788537594263328
0.8725825142860413,1.1465157696604729,1.3658180034160614,6.0,2.17,677,52,0.0,-0.002368493764370214,0.009425438595935703,207.0,416000,0.29352639659985913
0.9332084882259369,0.8303839822113513,1.3548488402366639,5.1000000000000085,2.13,672,53,0.0,-0.0005851873930805596,0.005213046093704179,207.09,424000,0.19971122276460396
0.8892569416761398,1.1441657662391662,1.3572402358055116,5.0,2.17,668,54,0.0,-0.001776230263058096,0.009317548257531599,208.84,432000,0.3163451461903271
0.9345818835496903,0.9356471621990203,1.3374385964870452,5.0,2.29,664,55,0.0,-0.003897448795614764,0.006900238250964321,215.38,440000,0.24765672052341847
0.8817708283662796,0.9623016050457954,1.352944450378418,5.0,2.11,661,56,0.0,-0.0005731719610048458,0.007283684380236082,206.95,448000,0.24566700992989685
0.9189603817462921,1.0656528460979462,1.348551115989685,5.0,2.26,656,57,0.0,-0.000735305017005885,0.00811446099949535,212.66,456000,0.271096106033919
0.7224548476934433,1.4202715095877647,1.3509364557266235,5.0,2.41,652,58,0.0,-0.0005952297395560891,0.01441453950246796,217.95,464000,0.36196761606734845
