fps,explained_variance,frames,P01:episode_rewards,PMM:episode_rewards,policy_entropy,policy_loss,P09:episode_rewards,value_loss,advantage_norm,episode_length,epoch_idx,grad_norm
551,-2.030889238715172,8000,0.0,0.723404255319149,1.304472689628601,-0.02269741030235309,2.3999999999999986,0.03850115465029376,1.7705438547581434,155.74468085106383,1,1.4882385949530557
323,-0.02856352925300598,16000,0.0,1.0425531914893618,1.3714334154129029,0.002202994873514399,3.0,0.014390627591110388,1.2705688918754459,168.59574468085106,2,0.25101087174442965
367,-0.03753839373588562,24000,0.0,1.4,1.3803927552700044,0.0016081364129786379,4.0,0.014233914648498285,1.2204685584269463,182.44,3,0.22670922490882783
392,-0.022605765461921692,32000,0.0,1.29,1.3847694301605225,0.003904979648650624,3.0,0.011911456161242314,1.0859397352486848,178.25,4,0.17759940177898656
407,-0.005603685379028321,40000,0.0,1.28,1.3802171552181244,1.9063096260651946e-05,3.0,0.014378018388997589,1.2834515576064587,178.02,5,0.18758584871696113
419,-0.008848755955696105,48000,0.0,1.37,1.3815851843357085,0.0026276392419822513,4.0,0.013296993426538393,1.1473893897235394,183.02,6,0.18083437810487124
428,-0.019120712876319886,56000,0.0,1.35,1.38465522646904,0.0008570359111763537,3.1000000000000085,0.014837118837276649,1.2705744601786138,183.07,7,0.18200817401616193
435,-0.3092233794927597,64000,0.0,1.35,1.3702456426620484,0.0009241536476474722,3.1000000000000085,0.01678805985818144,1.2262237137556076,181.32,8,0.32785860358175645
440,-0.027587784528732298,72000,0.0,1.39,1.3830794084072113,0.003263644552353071,4.0,0.01650295546030975,1.3671126276627183,182.26,9,0.2454206041049551
445,-0.1272769010066986,80000,0.0,1.49,1.380335077047348,0.0030707712145522236,4.0,0.01221505383920885,1.116011482179165,187.1,10,0.20012394162565766
450,-0.004314121603965759,88000,0.0,1.45,1.36721914768219,0.0005248551437398419,4.0,0.012126479026374,1.1133979896083475,186.86,11,0.1819134237541207
454,0.024430041313171388,96000,0.0,1.27,1.3505227279663086,0.0002847061869397294,3.0,0.014113935491532175,1.2371482657641173,178.87,12,0.20716698464952418
459,0.14759224891662598,104000,0.0,1.36,1.353221069574356,0.004320239596272586,4.0,0.015258625047135866,1.359120197892189,183.05,13,0.2424070652927403
461,0.3470274007320404,112000,0.0,1.78,1.3658363819122314,-0.0010744131699902937,5.0,0.016175335375301074,1.4492950505018234,199.29,14,0.31074127484232267
463,0.4311371475458145,120000,0.0,2.07,1.3486636078357697,-0.002218040826410288,5.0,0.014711683820059988,1.2958556097745895,210.19,15,0.2946006741182133
466,0.6319044697284698,128000,0.0,1.45,1.3663442397117616,-6.905926842591725e-05,4.0,0.007916377235815161,0.9989680774509907,184.36,16,0.21374108686865448
468,0.7464387285709381,136000,0.0,1.39,1.3690339648723602,-0.0007952154176336989,3.1000000000000085,0.01269603602529969,1.2955092185735702,181.42,17,0.28197844766891317
470,0.6031615573167801,144000,0.0,1.64,1.3573201930522918,0.0011989832005929201,4.0,0.015273032119730488,1.3734708365797996,191.09,18,0.3847347772816559
471,0.7942401021718979,152000,0.0,1.5,1.3737010872364044,0.0007175401257700286,4.0,0.01022020485077519,1.1716566425561905,187.0,19,0.25958461381302983
473,0.8392054122686387,160000,0.0,1.91,1.3344562315940858,-0.0033753812685608864,5.0,0.013025369218084962,1.359715223610401,203.66,20,0.3238275006652875
474,0.8637163895368576,168000,0.0,2.04,1.319930638074875,-0.0010737437556963415,5.0,0.009387961168540642,1.1333029922842979,208.8,21,0.2712688384986342
476,0.8364306306838989,176000,0.0,2.29,1.3523723769187928,-0.0029511496901977806,6.0,0.011249560787109657,1.222646463215351,214.84,22,0.2971313706977468
477,0.9227730107307434,184000,0.0,1.98,1.3487867212295532,-0.0007201231448561885,5.0,0.006018708473129663,0.8777046036720276,201.95,23,0.20215623253675435
478,0.8706027233600616,192000,0.0,1.98,1.3472395300865174,-0.00047433473962883,6.0,0.00796474165021209,0.9930690747499465,201.43,24,0.24151675322022487
479,0.8684840911626815,200000,0.0,2.17,1.3341692674160004,0.00030840867490042003,7.1000000000000085,0.00932747519633267,1.10203927308321,206.31,25,0.2587706280723507
481,0.9336954182386399,208000,0.0,2.04,1.3021121609210968,-0.002357471085042562,6.1000000000000085,0.005818700209492818,0.8662330451607704,201.72,26,0.21684025456900208
482,0.9313772904872895,216000,0.0,2.6,1.330660616159439,0.00021601956603262807,9.0,0.0056097394245443865,0.8569186466932297,219.55,27,0.18555137643264782
484,0.9332592910528184,224000,0.0,2.42,1.3402962052822114,-0.0002153662114869803,9.0,0.006643069678393659,0.9338318267464638,213.98,28,0.21739034010352437
485,0.9268773484230042,232000,0.0,2.19,1.3587183928489686,-0.0017011021403595804,6.0,0.006455523557378911,0.8950516599416732,209.03,29,0.2073426663452502
487,0.9425351792573928,240000,0.0,1.97,1.351498816013336,0.00045177915366366504,5.1000000000000085,0.005210504081915133,0.8102394443750381,203.47,30,0.18741249962041973
491,0.9306065475940705,248000,0.0,1.72,1.3555871415138245,-0.0005872837711649482,5.0,0.005532935020019067,0.8155033367872239,194.5,31,0.19530970594731406
494,0.9138546055555343,256000,0.0,1.84,1.354301837682724,0.00033389992328011433,6.0,0.006351521879259962,0.8759455925226212,196.86,32,0.18180927229164298
497,0.9565102177858352,264000,0.0,1.87,1.3375297236442565,-0.0010569158672296907,6.0,0.004586632850114256,0.7317990408837796,200.84,33,0.17542572809145404
502,0.9474895077943802,272000,0.0,1.84,1.332467576265335,-0.0005737199251598212,5.0,0.005007616227958351,0.7880174235999584,198.35,34,0.18079802938811035
505,0.9469095879793167,280000,0.0,1.99,1.3380036461353302,-0.000629236525419401,6.0,0.005316330373170785,0.8170945614576339,202.39,35,0.1933273083318316
510,0.9682543522119522,288000,0.0,1.91,1.3379746782779693,-0.0007341197306232061,5.0,0.00308150540542556,0.6129407691955566,201.38,36,0.1383486661372331
513,0.9601744532585144,296000,0.0,1.57,1.354093600511551,-0.0006465543538797647,5.0,0.004396103263279656,0.7240372404456139,188.92,37,0.16078200299710624
516,0.8818488216400147,304000,0.0,1.59,1.3514169180393218,-0.0006961886228236835,5.0,0.008287679377535823,1.0085629245638847,190.34,38,0.20985527622782127
518,0.9529730468988419,312000,0.0,2.05,1.3269044935703278,-0.00022784169577079184,5.0,0.004898760267969919,0.7418540234863759,206.98,39,0.1613332133858318
521,0.9795963352918625,320000,0.0,2.28,1.3260772943496704,-0.0005355723173852312,5.200000000000017,0.0026464709058927837,0.5534542360901833,215.59,40,0.11932276170345206
525,0.9489017707109452,328000,0.0,2.5,1.3423688292503357,-0.0014722945522225928,6.1000000000000085,0.006383893909223844,0.872297672778368,224.09,41,0.1973972466066312
