PMM:episode_rewards,fps,frames,policy_entropy,P01:episode_rewards,grad_norm,P09:episode_rewards,policy_loss,explained_variance,advantage_norm,epoch_idx,value_loss,episode_length
2.09,334,152000,1.3498621261119843,0.0,0.2675269981794976,5.0,-0.0017157048768422101,0.921305547952652,1.0207408422231674,19,0.00752889372757636,210.04
2.22,340,160000,1.3540744304656982,0.0,0.2127463900450409,5.0,-0.0005862598132807762,0.9434331691265107,0.8323223793506622,20,0.005151585182757117,212.28
2.16,347,168000,1.3517799735069276,0.0,0.24133926397329664,5.0,-0.0007538313715485856,0.9077130842208863,1.0214451566338538,21,0.007941733080078847,209.06
2.32,353,176000,1.3465615892410279,0.0,0.24111069205696936,5.1000000000000085,-0.0008144463563803583,0.9345715910196304,0.9394594657421113,22,0.006743938786094077,216.91
2.46,359,184000,1.3290991961956025,0.0,0.18918876620883787,6.0,-0.0014798501270706765,0.9628036516904831,0.7846068024635315,23,0.004506908026523888,220.83
2.45,366,192000,1.3455063796043396,0.0,0.182144907653399,6.0,-0.001423820805939613,0.9598267686367035,0.7209670734405518,24,0.0042231127625564115,218.68
2.3,373,200000,1.3202413523197174,0.0,0.24676031871702808,6.0,-0.0025860722217475995,0.9414062267541885,0.82480268150568,25,0.005638286134344525,213.73
2.35,378,208000,1.3048491382598877,0.0,0.18897341482388094,8.0,-0.0008396232296945527,0.9579298186302185,0.7493221116065979,26,0.0044855059596011415,215.23
2.23,384,216000,1.3401894462108612,0.0,0.14105577398078026,7.0,-0.00027960761763097254,0.9737873452901841,0.5669823540747165,27,0.0027244735514977947,212.37
1.27,390,224000,1.3567764711380006,0.0,0.1834818263557813,5.0,-0.00015330298367189244,0.9509925246238708,0.689913567006588,28,0.00461139516060939,176.44
1.6,395,232000,1.3587018191814422,0.0,0.1984996372979435,5.0,-0.001022624203178566,0.9482945102453232,0.7881142814457417,29,0.004822493453684728,182.56
1.81,402,240000,1.333657660484314,0.0,0.18607076225723934,5.200000000000017,-0.0012086591363186018,0.953529200553894,0.7438471391797066,30,0.004425409400428179,189.75
2.42,400,248000,1.3415198493003846,0.0,0.14824530672694008,9.0,0.00023130250090616755,0.9654643529653549,0.585037328004837,31,0.0033001836558105425,213.58
2.26,406,256000,1.3684107422828675,0.0,0.19201706760300274,6.200000000000017,9.094396751606837e-05,0.9248003715276718,0.8163543689250946,32,0.005460920882469509,210.19
2.13,410,264000,1.3481573641300202,0.0,0.22775670797541125,5.1000000000000085,-0.0005385102501895744,0.9327851861715317,0.9211881232261657,33,0.006713580768555403,207.16
2.62,415,272000,1.3637780570983886,0.0,0.1759157208857875,9.0,-0.0010763251336175018,0.9258342796564102,0.7602745877206325,34,0.004800516169634648,220.93
2.24,419,280000,1.3384191852807998,0.0,0.33095393203462015,8.100000000000009,-0.004887611230606126,0.8721614050865173,1.0643329972028732,35,0.013004132269998081,206.99
1.86,424,288000,1.3610955119132995,0.0,0.1702335298523295,4.1000000000000085,-0.00038609039987932194,0.9672980451583862,0.6800493943691254,36,0.003571739299222827,194.59
2.16,428,296000,1.3669842374324799,0.0,0.22849054431966306,5.1000000000000085,-0.0006290782630094327,0.9177989888191224,0.9576532673835755,37,0.006816078760311939,205.75
2.56,432,304000,1.3533798575401306,0.0,0.18050212905336926,8.100000000000009,-0.0003698832255031448,0.9565125644207001,0.7557690432667732,38,0.004630016844603233,223.4
2.36,435,312000,1.3716374790668489,0.0,0.1978110196120909,6.0,0.0002212437114212662,0.928711925148964,0.8782627853751183,39,0.006094584628008306,218.36
2.29,439,320000,1.366279913187027,0.0,0.22693255764729126,8.100000000000009,-0.0007344562539947219,0.9216011840105057,0.9599635851383209,40,0.0070416412485064936,209.89
2.07,442,328000,1.3726456451416016,0.0,0.2516408703394768,5.200000000000017,0.0007075161530519836,0.9007038080692291,1.025477766096592,41,0.007973267065244727,201.6
1.91,445,336000,1.353970764875412,0.0,0.18167109786920566,5.0,-0.0015863976447144524,0.9525172853469849,0.7283214259147645,42,0.0042560591379879045,199.14
2.09,448,344000,1.3568798589706421,0.0,0.17646949365048822,5.0,-0.000637039907160215,0.9545768052339554,0.7741946789622307,43,0.00468879678810481,208.89
2.46,452,352000,1.3718577218055725,0.0,0.21635496698941536,5.1000000000000085,-0.0009903988218866288,0.9337516021728516,0.888918423652649,44,0.006319494312629103,223.02
2.19,455,360000,1.3585397708415985,0.0,0.18920567075540615,5.0,-0.0008520130997931119,0.9436038094758987,0.7729519252479077,45,0.004477026333916001,215.24
1.81,459,368000,1.3470413279533386,0.0,0.1585903875803398,5.0,-7.946589990751817e-05,0.9657554972171783,0.6491963011026383,46,0.003581000379053876,197.93
1.96,462,376000,1.3458196461200713,0.0,0.14278448947355712,6.0,-0.001630030655505834,0.9625985801219941,0.6169134500622749,47,0.0032641222694655882,203.51
2.39,465,384000,1.357798615694046,0.0,0.21563924590478137,9.0,-0.00038972933776676655,0.9334456223249435,0.8798373156785965,48,0.006072196152526885,214.19
2.77,467,392000,1.3608003509044648,0.0,0.2729134184985066,9.0,-0.0013983156223548576,0.8980978804826737,1.141875567138195,49,0.0096093890175689,226.28
2.53,470,400000,1.3648604202270507,0.0,0.27685301706543064,6.0,-0.0012133945056120865,0.9100228154659271,1.0774961033463477,50,0.008471174442674964,219.42
2.69,473,408000,1.3567781496047973,0.0,0.23367461350572216,6.0,-0.0003576367546338588,0.9326616096496582,0.9467058172821998,51,0.00667870165547356,228.89
2.33,476,416000,1.3648151469230652,0.0,0.2118421232895131,5.0,-0.0003653659896235695,0.9255851691961289,0.9128867566585541,52,0.00687734815874137,219.31
2.06,478,424000,1.3684133732318877,0.0,0.22503805189298465,5.0,0.00013039934419794007,0.9291995465755463,0.9352225089073181,53,0.00675272525055334,208.83
2.03,481,432000,1.3677672004699708,0.0,0.2595193385061932,5.0,-0.00018658577580936254,0.910529876947403,1.0707259330153465,54,0.00836384016147349,208.39
2.36,484,440000,1.3407165706157684,0.0,0.20263530856650963,6.0,-0.0013037111533049028,0.9470679545402527,0.8441313788294792,55,0.005242775835213252,216.9
2.72,486,448000,1.3643922626972198,0.0,0.2333466849502521,9.0,0.0004873388974374393,0.9269374817609787,0.9334468233585358,56,0.006854184147377964,223.4
2.8,489,456000,1.3609617722034455,0.0,0.2576231725169856,9.0,-0.001592169198265765,0.9173030745983124,1.0377055767178536,57,0.00808880319003947,226.89
2.42,491,464000,1.3569670772552491,0.0,0.21211431910274406,6.0,-0.0012847202486591413,0.9428878438472748,0.8439213746786117,58,0.005398133767885156,217.43
2.37,494,472000,1.354878009557724,0.0,0.30718549498184683,6.0,-0.0011661207643919624,0.8742663556337357,1.1890667402744293,59,0.010466476088622586,216.41
2.36,496,480000,1.3440108346939086,0.0,0.2336797663059799,6.0,-0.0013570569514558884,0.9316516309976578,0.9623312091827393,60,0.007057953681796789,216.58
2.49,498,488000,1.3556772458553314,0.0,0.24220104673205206,5.200000000000017,-0.0014550115398196794,0.9074396097660065,1.0126965603232383,61,0.007823210906935855,216.85
2.78,501,496000,1.3437294590473174,0.0,0.35141833405035966,7.1000000000000085,-0.004871476381085813,0.8859062629938126,1.2837562185525895,62,0.012093876143917442,228.23
2.44,503,504000,1.2802774727344512,0.0,0.333332870051252,7.0,-0.004164936920133187,0.7157099217176437,1.4681211459636687,63,0.015328234334010631,212.89
2.34,505,512000,1.3279153060913087,0.0,0.3221253616743544,7.0,0.0008422953615081497,0.8364736253023147,1.2989870071411134,64,0.01188085213303566,204.39
2.34,507,520000,1.3313433599472047,0.0,0.3192278604367767,6.1000000000000085,-0.003888728402671404,0.9102820765972137,1.1277990055084228,65,0.009260539311217144,205.3
2.52,509,528000,1.2854392158985137,0.0,0.28734438539532214,6.0,-0.0038460457845940254,0.8921216028928757,1.130573339164257,66,0.008924213392892852,219.54
2.85,511,536000,1.2700704205036164,0.0,0.38339790411444424,6.1000000000000085,-0.001303499307250604,0.8753917157649994,1.3974462342262268,67,0.013517046025954186,231.38
2.9,512,544000,1.274274196624756,0.0,0.34294754926781507,7.0,-0.004713459580070776,0.8587698394060135,1.3529317831993104,68,0.012472786079160868,231.97
2.73,514,552000,1.3056073558330537,0.0,0.30163726154727066,7.0,-0.0007883279571433377,0.8611580032110214,1.2292776662111282,69,0.010607028978411108,220.66
2.67,516,560000,1.3112941980361938,0.0,0.2607781570209104,7.0,-0.0005941654510388617,0.9261302703619003,1.0665638846158982,70,0.007748453372623771,217.27
3.07,518,568000,1.3225609457492828,0.0,0.292726233342956,9.0,-0.00158488009859866,0.8925949144363403,1.2041636270284652,71,0.01011754383565858,228.1
3.21,519,576000,1.304517583847046,0.0,0.3141930451801901,9.0,-0.0036944530929031317,0.9164321660995484,1.1261746060848237,72,0.009134247777983545,235.06
3.44,521,584000,1.3042541813850403,0.0,0.2763944397817444,9.0,-0.0031245488739659777,0.9092526531219483,1.0981793862581253,73,0.008503899328643457,244.61
3.33,523,592000,1.2972528886795045,0.0,0.2626327391199632,8.0,-0.001502821637550369,0.9116315704584121,1.0392907041311263,74,0.007515680592041463,247.62
3.44,525,600000,1.2898401391506196,0.0,0.2953923052649645,8.100000000000009,-0.0010640727204736323,0.9004757195711136,1.1290488332509994,75,0.008744425938930362,249.69
3.3,526,608000,1.3016778326034546,0.0,0.23513732206489887,7.0,-0.0011932946718297898,0.9399269986152649,0.925294286608696,76,0.005910545891383663,245.26
3.8,528,616000,1.2932413077354432,0.0,0.2808857930754538,9.100000000000009,-0.00026766143841086884,0.9003478419780732,1.1177824318408967,77,0.00901341047952883,253.34
3.9,530,624000,1.28728639960289,0.0,0.41329974300813854,9.100000000000009,-0.005262148680690189,0.8693066650629043,1.3340198040008544,78,0.01278055392904207,256.07
3.29,531,632000,1.3150141191482545,0.0,0.2789006480857263,9.0,-0.003539490598777775,0.9341960269212722,1.001379849910736,79,0.007012052629142999,235.24
2.96,533,640000,1.3257326757907868,0.0,0.2629387894428742,9.0,5.231185525190085e-05,0.9112541770935059,1.0467619276046753,80,0.007553356042481027,227.95
3.24,534,648000,1.3130691468715667,0.0,0.336436208538518,9.0,-0.00416458815918304,0.9085650795698166,1.1759679895639419,81,0.009463112764060498,242.13
3.83,536,656000,1.3147250425815582,0.0,0.28740944341760455,9.0,0.00018575975700514392,0.9077092188596726,1.1142330679297447,82,0.009021874150494113,262.15
3.8,537,664000,1.3052724289894104,0.0,0.28584556895532237,9.0,-0.002706893533577386,0.9153208720684052,1.117345206439495,83,0.008700174046680331,260.98
3.71,539,672000,1.2631080305576325,0.0,0.27321596605313786,10.0,-0.0022181741552776656,0.9122699695825577,1.0822134363651275,84,0.00836146354326047,252.89
3.56,540,680000,1.2847691011428832,0.0,0.28754049793139036,9.0,-0.003615102444891818,0.9030194216966629,1.1152239966392516,85,0.00878016339498572,248.34
4.0,542,688000,1.3205681931972504,0.0,0.31792630049505594,10.0,-0.0012250218276312807,0.8860640078783035,1.212812342941761,86,0.010640240255743266,262.8
3.59,543,696000,1.3258573114871979,0.0,0.2886847472319389,9.100000000000009,-0.0027350698304326217,0.8960572552680969,1.1093980103731156,87,0.00850283813313581,254.22
3.26,544,704000,1.3025371706485749,0.0,0.32824708248609885,9.0,-0.0015623368957312777,0.8852741116285324,1.2875450956821441,88,0.011233532377518713,242.13
3.35,545,712000,1.3025519168376922,0.0,0.2774212365397179,7.1000000000000085,-0.0034232795744355824,0.9100923717021943,1.0942005318403245,89,0.008230697634862736,244.03
3.64,547,720000,1.3233919048309326,0.0,0.3409520452186008,9.0,-0.0004994792171055451,0.8975874423980713,1.2215018838644027,90,0.009911545764189213,251.42
3.63,548,728000,1.3011061573028564,0.0,0.34366653756229426,8.0,-0.0039808597502997145,0.8922044605016708,1.2245272171497346,91,0.010090122928377241,252.87
3.52,549,736000,1.3023536038398742,0.0,0.3084787746057022,7.1000000000000085,-0.00043179619387956336,0.9016358453035355,1.1739484995603562,92,0.009333203886635602,252.11
3.94,550,744000,1.3024112927913665,0.9000000000000004,0.35972190187564423,8.100000000000009,-0.00262429274560418,0.9008630955219269,1.2678084284067155,93,0.011045824862085283,267.34
4.19,552,752000,1.2824305284023285,1.0,0.32939980716001366,9.100000000000009,-0.0010977802905108548,0.8851370596885682,1.2259383028745652,94,0.010067225164966657,273.86
4.93,553,760000,1.285149599313736,1.0,0.35818427871558467,10.0,-0.002999565793434158,0.8851759231090546,1.3315598720312118,95,0.011898534218780697,291.54
4.85,554,768000,1.2855090081691742,1.0,0.3758423908789282,10.0,-0.006440024979237933,0.8889734959602356,1.2986732298135757,96,0.01130727630108595,289.04
5.16,555,776000,1.2329688227176667,1.0,0.41588876417836945,10.0,-0.0011299719347152859,0.8510824751853943,1.4405736178159714,97,0.013801818261854351,299.81
5.64,556,784000,1.246547944545746,1.0,0.37550351389803494,10.100000000000009,-0.006716818925924599,0.8630548971891403,1.377174374461174,98,0.01310977947898209,310.44
5.56,557,792000,1.219063651561737,1.0,0.4192639009596612,11.0,-0.004181834894698113,0.8211855137348175,1.4507406455278398,99,0.014209354596678167,307.98
6.16,558,800000,1.252485259771347,1.9000000000000004,0.3938837811763298,11.0,-0.00012973427888937294,0.8526060324907303,1.406081857085228,100,0.013236371935345232,324.91
5.77,559,808000,1.189243003129959,1.0,0.4204340988714916,12.0,-0.008137596014421433,0.8414801192283631,1.4458467888832092,101,0.014161040612962097,306.93
5.7,560,816000,1.2053923892974854,1.9000000000000004,0.44879773052496014,11.0,-0.005783283716882579,0.7991888904571534,1.584141981601715,102,0.01695127346087247,308.98
6.02,561,824000,1.2279328870773316,2.0,0.5162171725090013,10.0,-0.00552574051253032,0.7852343583106994,1.7540255230665207,103,0.021814124169759454,324.21
5.87,562,832000,1.2617520797252655,2.0,0.45950746007007814,10.0,-0.007405078838113682,0.8159635692834855,1.595425581932068,104,0.016724972939118742,323.83
6.07,563,840000,1.27205739736557,2.9000000000000004,0.4185713198508255,10.0,-0.0017865732905920596,0.815354465842247,1.5019367825984955,105,0.014731015486177057,339.21
6.04,564,848000,1.2150829029083252,2.9000000000000004,0.45849622856143685,10.0,-0.0042527059861458836,0.7987521278858185,1.617133749127388,106,0.017485902747139334,334.93
5.92,565,856000,1.2302924525737762,2.9000000000000004,0.4206698238910521,10.100000000000009,-0.005664063998410711,0.7952483749389648,1.6078200501203537,107,0.01713708612602204,331.25
6.11,566,864000,1.2221379005908966,3.0,0.47231246796253423,11.0,-0.005682426944913459,0.7974770128726959,1.6328113371133803,108,0.017502008355222642,336.79
6.5,566,872000,1.2164137434959412,3.0,0.4015131891923115,11.100000000000009,-0.006333196691703052,0.8286526811122894,1.4681703609228134,109,0.014350640247575938,344.71
6.63,567,880000,1.2144629156589508,3.0,0.4400215604166741,11.100000000000009,-0.007470691027992871,0.8242282038927078,1.560577656030655,110,0.016285845572128893,350.06
6.84,567,888000,1.1945980894565582,3.0,0.43057532412531424,12.0,-0.004756634496734477,0.8628650909662247,1.452320459485054,111,0.013701397106051444,351.42
7.16,567,896000,1.2250204586982727,4.0,0.5356206093287502,12.0,-0.004051197518128902,0.7815997499227524,1.749679181575775,112,0.02203821568284184,357.4
7.28,567,904000,1.2392417573928833,4.0,0.4744667340440821,12.0,-0.003613107424171176,0.8053924423456192,1.609992434978485,113,0.01713084409944713,358.24
7.56,568,912000,1.200864270925522,4.0,0.464062592113984,12.100000000000009,-0.005940020106500014,0.8329828757047654,1.531516883969307,114,0.015197414867579938,368.96
7.6,568,920000,1.198805330991745,4.0,0.44362909170072656,12.100000000000009,-0.005956518065795535,0.8090229642391205,1.5561042827367784,115,0.01606930234003812,372.62
8.25,569,928000,1.1595469343662261,4.9,0.5144984764615572,13.0,-0.006906834852416068,0.7931288331747055,1.698378553390503,116,0.018918785457499324,386.71
8.24,569,936000,1.1992649483680724,4.0,0.40528332304799153,13.0,-0.0008552079720539041,0.8417643189430237,1.5031143289804458,117,0.014738463475368916,386.98
8.62,570,944000,1.227532478570938,5.0,0.4642851579903952,13.0,-0.004053408479085192,0.7990304154157638,1.6007530999183655,118,0.017033589775674044,399.91
8.91,571,952000,1.1916846859455108,5.0,0.5626322762337783,13.100000000000009,-0.007165818658249918,0.7924005454778671,1.7333544135093688,119,0.019859010721556842,402.34
9.68,571,960000,1.1892773401737213,5.0,0.4425045595223416,14.0,-0.0035098119671511086,0.8427307116985321,1.5164736586809158,120,0.015075834593735635,413.16
9.62,572,968000,1.179138252735138,5.0,0.48002917825372743,14.0,-0.007690501608158229,0.7937615686655044,1.646563811302185,121,0.017861767616122962,420.12
9.88,573,976000,1.1792295932769776,5.0,0.5026763676530418,14.0,-0.0058188311647973025,0.814204785823822,1.642755377292633,122,0.01788696740753949,428.03
9.78,573,984000,1.1647689044475555,5.0,0.49734386510351913,14.0,-0.005406299241585657,0.7908469492197037,1.645745416879654,123,0.017997817462310196,422.49
9.86,574,992000,1.1455096769332886,5.0,0.48476815758922503,14.0,-0.0036378127391435556,0.801205433011055,1.6132428681850433,124,0.01712374195456505,424.7
9.78,574,1000000,1.1694706630706788,5.0,0.5308355321113583,14.0,-0.005805536663392559,0.7839221626520156,1.7679619467258454,125,0.02055724327918142,431.56
9.88,575,1008000,1.1526613712310791,5.0,0.5778686805980717,14.100000000000009,-0.005823262396152131,0.7535924625396728,1.8611538350582122,126,0.022511690817773343,432.55
10.03,575,1016000,1.1753525137901306,5.9,0.5117291686189398,15.0,-0.007984449322684668,0.8153250354528427,1.6261588162183762,127,0.017156764874234797,435.3
10.3,576,1024000,1.122181583046913,6.0,0.5955773782603518,15.100000000000009,-0.008993768486543558,0.7594384288787842,1.750592097043991,128,0.019995358381420372,445.95
10.54,576,1032000,1.1348763608932495,6.0,0.5551322939880424,16.0,-0.006373909931717207,0.7590559983253479,1.8297576612234117,129,0.022063676621764897,462.81
11.05,577,1040000,1.091939942240715,6.0,0.6226598111821063,16.0,-0.009342839849268784,0.763318983912468,1.8098726814985275,130,0.02148670468945056,484.69
11.23,577,1048000,1.110125725865364,6.0,0.5867968606901287,16.10000000000001,-0.00531010921637062,0.7777151012420654,1.7798222774267196,131,0.02091202118434012,487.24
11.32,577,1056000,1.169023243188858,6.0,0.57777349785853,16.0,-0.005083027847576887,0.7766332828998566,1.8207917445898056,132,0.022062097201123832,486.31
11.48,578,1064000,1.211910753250122,6.0,0.5259665468278097,17.0,-0.005243447601096705,0.7792945367097854,1.830237101316452,133,0.02209232625551522,492.55
11.36,578,1072000,1.1826736807823182,6.0,0.5522729862093511,17.0,-0.0063965701864799485,0.7607294350862503,1.8135361951589584,134,0.021568270213901997,488.99
11.28,578,1080000,1.1995424699783326,6.0,0.5203150236355573,17.0,-0.007060065634432249,0.7739240682125091,1.7227294969558715,135,0.01958767247386277,483.55
10.85,579,1088000,1.1775091588497162,6.0,0.526086807920645,16.10000000000001,-0.004994892033864744,0.7947486162185669,1.6451172190904617,136,0.01798095058184117,472.01
11.04,579,1096000,1.1600752651691437,6.0,0.5009006147181657,17.10000000000001,-0.0040662993215664755,0.7654996281862259,1.7651107168197633,137,0.020458301641047002,474.5
11.46,579,1104000,1.149162037372589,6.0,0.6449758548174954,18.10000000000001,-0.010883486485108734,0.7253185963630676,1.8554750031232834,138,0.023617051467299463,489.99
11.47,580,1112000,1.1367205226421355,6.0,0.5540134851739404,18.0,-0.007245721168583259,0.7683582895994187,1.7527972066402435,139,0.02010471950750798,484.55
12.08,580,1120000,1.1672483170032502,6.0,0.5876373583657034,19.0,-0.010736715852399357,0.7722622692584992,1.8555512154102325,140,0.0223215127363801,499.68
12.23,580,1128000,1.1460836243629455,6.0,0.5336340969370093,18.10000000000001,-0.0022243780083954336,0.7467406040430069,1.7619442403316499,141,0.020737300529144704,505.98
12.64,581,1136000,1.1342853617668152,6.9,0.5659597220076844,18.10000000000001,-0.008702140679815784,0.7506870436668396,1.7989838707447052,142,0.021320703700184823,521.12
13.17,581,1144000,1.1467527312040329,8.0,0.5970933514621636,18.10000000000001,-0.006488823208055692,0.7405103731155396,1.9430173933506012,143,0.025138027290813623,527.96
13.01,581,1152000,1.1334867888689042,8.0,0.6092437923919073,18.10000000000001,-0.009048953709134366,0.7631705099344254,1.8402241891622544,144,0.022569738631136715,533.07
13.08,581,1160000,1.1235270231962204,8.0,0.5970275216220496,19.0,-0.004643486897693947,0.7410880500078201,1.8370808708667754,145,0.02221260092686862,531.31
13.44,582,1168000,1.1510514879226685,8.0,0.5156710021231963,20.10000000000001,-0.005956439416331704,0.8042061948776245,1.6228355264663696,146,0.01738014771603048,542.38
12.96,582,1176000,1.153678013086319,7.9,0.7652366425656117,19.0,-0.007594303292280529,0.7637133151292801,1.9480698192119599,147,0.025357659659348428,532.89
12.99,582,1184000,1.1597986829280853,7.0,0.6132978777212906,20.0,-0.004448593099659774,0.7416615307331085,1.8912043058872223,148,0.023737479746341706,535.91
13.17,582,1192000,1.1002647250890731,7.0,0.5958400194474546,20.0,-0.006455826171004446,0.7499814713001252,1.8890664726495743,149,0.023654818246141077,536.03
13.71,582,1200000,1.111050664782524,7.9,0.760017842923871,21.0,-0.006026196620077826,0.7235134243965149,2.1315990459918974,150,0.030454162936657668,550.23
13.81,583,1208000,1.1056232416629792,8.0,0.637115131304484,21.0,-0.007300230641267263,0.7660619109869004,1.9075821512937545,151,0.023856278262101113,550.22
13.53,583,1216000,1.1166390895843505,7.9,0.6178666785083743,20.0,-0.00696436509000705,0.7638851451873779,1.8582378149032592,152,0.022777558704838156,542.67
14.29,583,1224000,1.106121484041214,8.9,0.6557559137018641,20.10000000000001,-0.009907430588045827,0.7451777821779251,1.9257991886138917,153,0.02463418324943632,560.79
15.31,583,1232000,1.1031105756759643,9.0,0.6089734016952515,21.10000000000001,-0.005736841483740136,0.7265749984979629,1.9256663405895234,154,0.02439977095928043,581.82
15.36,583,1240000,1.068370792865753,9.0,0.6335169719357601,21.10000000000001,-0.0032392821001121772,0.7149391388893127,1.9521498137712479,155,0.025135955046862363,578.69
15.78,583,1248000,1.122180689573288,9.0,0.7022194753262296,22.0,-0.012234334981330903,0.7312164825201034,2.1268884110450745,156,0.02967162838205695,591.88
15.92,584,1256000,1.0931739729642869,9.0,0.7075162339312361,23.10000000000001,-0.011495932159014045,0.7095488178730011,2.1549698734283447,157,0.030885306796990336,596.21
16.3,584,1264000,1.0866091656684875,9.0,0.6726952542673841,24.0,-0.0008740959494025446,0.7123683577775956,1.9741555440425873,158,0.02545777856837958,606.89
16.97,584,1272000,1.0801119905710221,9.0,0.7743642423247534,26.0,-0.014815160189173185,0.7071838712692261,2.1464684164524077,159,0.03095863596536219,619.02
18.01,584,1280000,1.1125048094987868,10.9,0.6251081973218604,27.0,-0.006729411497653928,0.6948651784658432,1.9079221189022064,160,0.023991637844592333,641.22
17.84,584,1288000,1.1171702063083648,10.0,0.6551906957662027,27.0,-0.004526098559144884,0.704960179924965,2.0499031269550323,161,0.02728009452112019,636.98
17.7,584,1296000,1.051217059493065,10.0,0.7141974435077414,26.0,-0.006862482908181846,0.6831987500190735,2.0626472729444503,162,0.028062770194374025,634.58
18.23,584,1304000,1.1004963105916976,11.0,0.8018357345847963,26.0,-0.010582259744987823,0.7224949926137925,2.074587800502777,163,0.02888605703599751,650.16
18.82,585,1312000,1.0560881811380387,12.0,0.7444834426754752,27.10000000000001,-0.006209851983148837,0.7046917301416397,2.0441248631477356,164,0.028509882646612823,650.69
19.26,585,1320000,1.0370658445358276,11.9,0.6818160405626482,27.10000000000001,-0.009245758518227376,0.7135227143764495,1.978153396844864,165,0.025823400262743233,653.26
19.62,585,1328000,1.0032642328739165,12.0,0.8028761503138858,28.10000000000001,-0.011654171499540098,0.6821007633209228,2.159217199087143,166,0.030795371271669866,659.44
19.75,585,1336000,1.059838393330574,12.0,0.7629880143047049,29.0,-0.008364781466079876,0.6673550772666931,2.1088509702682496,167,0.029508552961051464,663.19
20.72,586,1344000,1.0932240104675293,12.0,0.6510504203954922,31.0,-0.007976996323413914,0.718214635848999,2.0402364361286165,168,0.027868810212239623,685.93
20.44,586,1352000,1.1272675573825837,12.0,0.6893657411234418,31.0,-0.008177414991077967,0.7023247760534287,2.0639791864156725,169,0.02920325773768127,678.24
20.39,586,1360000,1.0901712930202485,11.9,0.6613675075322344,31.0,-0.01568597952995333,0.6668649864196777,2.1269081902503966,170,0.030766769601032137,675.51
20.77,586,1368000,1.102968792319298,12.0,0.7143917808831124,31.0,-0.012424105904065072,0.6995634496212005,2.0830682027339935,171,0.02887605894356966,691.73
20.76,586,1376000,1.0701569771766664,12.0,0.7169729903295717,31.0,-0.013785735832061618,0.6994955211877822,2.1301473069190977,172,0.030075208069756627,690.13
21.12,586,1384000,1.0605720692873002,12.0,0.7557365670526529,31.0,-0.0036689068109262736,0.6868726617097854,2.067236067056656,173,0.028801717963069677,713.55
