P09:episode_rewards,episode_length,epoch_idx,explained_variance,advantage_norm,policy_loss,P01:episode_rewards,PMM:episode_rewards,policy_entropy,frames,value_loss,grad_norm,fps
5.0,202.0,31,0.9713229364156724,0.6164766082167625,-0.0021097903870395383,0.0,1.89,1.343175300359726,248000,0.003345567908108933,0.15823041383650194,497
5.0,203.9,32,0.9492706602811813,0.8560002699494362,-0.0008971770519565325,0.0,1.95,1.3508418953418733,256000,0.00580783035751665,0.20705197247415527,501
5.0,213.08,33,0.9435401278734207,0.8240171176195145,-0.002096771165379323,0.0,2.27,1.3431291687488556,264000,0.005360896755591966,0.21408941614695323,504
5.0,205.39,34,0.9601209527254104,0.6548619996011257,-8.48097723792307e-05,0.0,2.07,1.3494493305683135,272000,0.0036860551151039543,0.15682710078483106,508
5.0,202.02,35,0.9088200616836548,0.976436872780323,-0.0002812955185800092,0.0,1.95,1.3667993593215941,280000,0.007532882557134144,0.22646116396094235,512
5.1000000000000085,204.46,36,0.9400408500432968,0.7510832896828652,-0.0018123379736789502,0.0,1.98,1.3623435950279237,288000,0.004677889167214744,0.17552906561284803,514
6.0,203.29,37,0.9672913122177124,0.6141258262097835,-0.0004520368190787849,0.0,2.02,1.3498608112335204,296000,0.003462083639315097,0.14832553422203212,516
5.0,197.96,38,0.9694430840015411,0.6229203327000141,-0.00046789414991508236,0.0,1.86,1.348180080652237,304000,0.003118538643757347,0.15322901978764591,520
6.1000000000000085,211.54,39,0.9707281392812729,0.5641639855504036,-0.0005732432513104868,0.0,2.24,1.3495604836940764,312000,0.0030142112786415965,0.13332199989115928,525
5.0,203.32,40,0.9520900535583496,0.7742605638504029,-0.0004649424598028418,0.0,1.91,1.3685266447067261,320000,0.004962327797402395,0.18095320499565154,526
5.0,189.88,41,0.9320055377483368,0.8412764579057693,-0.0010023324296344071,0.0,1.61,1.3681203854084014,328000,0.006334137007652316,0.20821141221121728,528
5.0,201.02,42,0.9392150229215622,0.7950451849400997,-0.0006930722810284351,0.0,1.94,1.359116849899292,336000,0.005218167653074488,0.1795499349233948,532
6.300000000000026,209.84,43,0.9697722005844116,0.6187492603063584,-0.0011113460455089807,0.0,2.23,1.3420668244361877,344000,0.0034564860789396334,0.15490466555059093,535
6.300000000000026,203.44,44,0.9751657891273499,0.5724661956727505,0.0001909199204601464,0.0,2.07,1.35710475564003,352000,0.00302098372252658,0.1307604947180883,538
6.1000000000000085,210.84,45,0.8854535311460495,1.0373853784799576,-0.00041626097488915546,0.0,2.22,1.3705237793922425,360000,0.0085061135556316,0.23519040338022978,540
5.1000000000000085,220.37,46,0.9280133205652237,0.9622026824951172,-0.00077466061735322,0.0,2.4,1.3689095664024353,368000,0.007217323913355358,0.21231951735792268,544
6.1000000000000085,227.58,47,0.9479472303390503,0.7924790528416633,-0.000456520518346224,0.0,2.58,1.3622354078292847,376000,0.0047816042910562824,0.1858471230958462,546
8.0,229.66,48,0.917796927690506,0.9604972314834594,-0.003414415356237441,0.0,2.71,1.359130665063858,384000,0.007377677315962501,0.2535203911682464,550
8.0,218.25,49,0.968825204372406,0.5797641079127789,0.0001887591232662089,0.0,2.46,1.359382562637329,392000,0.0030037403888127302,0.13114160919700274,551
6.0,217.65,50,0.8496209716796875,1.1219579681754113,-0.0016457308990356979,0.0,2.41,1.3693736600875854,400000,0.009824371366994456,0.2570890849483058,554
5.0,216.29,51,0.9450335347652435,0.7407354325056076,-0.0019331211967437412,0.0,2.3,1.3320871496200561,408000,0.004256883719353937,0.16942972599124853,556
5.200000000000017,202.46,52,0.9520610755681992,0.7304227514564992,-5.3927187400404365e-05,0.0,2.03,1.3560145819187164,416000,0.00441498138330644,0.16429093204190243,559
6.0,212.92,53,0.944666748046875,0.8262596470117569,-0.001754313346464187,0.0,2.28,1.3525724112987518,424000,0.005397902410768438,0.19603431910652933,562
5.1000000000000085,210.21,54,0.9415547525882721,0.8348178240656853,0.0010295799382765835,0.0,2.16,1.3640976417064667,432000,0.005899222835432738,0.19325811098666393,565
5.0,207.66,55,0.8902431386709213,1.1069424775242807,-0.0013064861650491366,0.0,2.09,1.3638101708889008,440000,0.009105771784088574,0.2604572073970814,568
4.0,207.6,56,0.8845011287927628,1.2406575137376785,-0.002440764288767241,0.0,2.15,1.3621399796009064,448000,0.01152134311851114,0.33197157661340926,571
5.0,220.83,57,0.9103441047668457,1.0429536643624306,-0.0034703251894097776,0.0,2.55,1.3512632822990418,456000,0.008578061767038889,0.26140557442595613,573
5.0,213.35,58,0.9330435615777969,0.8378438237309456,-0.0027587131364271043,0.0,2.4,1.323447881937027,464000,0.005438894708640873,0.19817430545941406,577
6.0,216.52,59,0.8851488190889358,1.1020172706246376,-0.0012449335597921162,0.0,2.37,1.3338158237934112,472000,0.009725608956068754,0.2702825075957906,577
5.1000000000000085,208.67,60,0.8616116541624069,1.1756727802753448,-0.0015325036743524833,0.0,2.13,1.3388789176940918,480000,0.010178970329579897,0.29039722147582475,579
6.0,217.04,61,0.9301568216085434,0.9222189757227898,-0.0015108207060256973,0.0,2.31,1.3421448814868926,488000,0.006546156080439687,0.2163101871187015,580
6.0,227.96,62,0.9361936330795289,0.9048337253928185,-0.0010062921661301515,0.0,2.66,1.3466415083408356,496000,0.005990563721279613,0.21296130624838805,579
6.1000000000000085,240.77,63,0.8568058949708939,1.2359615468978882,-0.0023923430941067635,0.0,2.97,1.3360379195213319,504000,0.01094456372084096,0.3002736039596433,580
6.0,235.09,64,0.9161442148685456,1.0361973744630815,-0.00043525860004592685,0.0,2.84,1.32907816529274,512000,0.008217693317565136,0.25204579596852666,582
9.0,238.27,65,0.8886962896585464,1.0761542931199073,7.647702237591147e-05,0.0,3.02,1.3501502192020416,520000,0.008543363910866901,0.26013733160158653,580
6.0,238.08,66,0.8982503175735473,1.0195839881896973,-0.0022156067585456184,0.0,2.92,1.3462371039390564,528000,0.007484982466557995,0.2258082228425688,582
6.200000000000017,240.12,67,0.937954078912735,0.8986556643247604,-0.0004936752843423165,0.0,2.93,1.3391276133060455,536000,0.005856095117051155,0.20372481738111503,585
6.200000000000017,230.04,68,0.8989208370447159,1.1608642181754112,-0.0029076332546537744,0.0,2.74,1.3343202328681947,544000,0.009674000598024576,0.2894669192312809,588
7.1000000000000085,229.62,69,0.8914522117376328,1.148309776186943,-0.0010473217147227841,0.0,2.81,1.343277941942215,552000,0.009648138781194575,0.27728330058996686,590
7.0,229.17,70,0.9141270756721497,1.036777526140213,-5.004835547879338e-05,0.0,2.84,1.3419738328456878,560000,0.007923063087509945,0.25316571706267926,592
7.0,229.48,71,0.8941395395994186,1.1612571972608565,-0.0034105310786981136,0.0,2.78,1.3400415444374085,568000,0.009371443932759576,0.27925924017375325,595
5.1000000000000085,220.68,72,0.8831364214420319,1.0846345406770705,0.0010094906852464191,0.0,2.5,1.3335664534568787,576000,0.008644535875646397,0.2501543226213527,598
6.0,219.1,73,0.887858025431633,1.2000549784302712,-0.001413474565197248,0.0,2.47,1.3346683478355408,584000,0.010552346626063809,0.2930832701378574,598
6.0,225.4,74,0.8913790214061738,1.1793306440114975,-0.004009296218282543,0.0,2.73,1.3326393055915833,592000,0.009938187174266205,0.2735494870536075,600
7.0,231.85,75,0.8552240049839019,1.2198477178812026,-0.0018891353387152775,0.0,2.92,1.3249398219585418,600000,0.01042148548993282,0.3006989499325426,603
6.1000000000000085,234.33,76,0.856933387517929,1.389488446712494,-0.0028145862065139227,0.0,2.96,1.3047088956832886,608000,0.0137080087675713,0.3290325161769344,603
6.1000000000000085,234.79,77,0.8810135072469711,1.2543607175350189,-0.004913831928279251,0.0,2.94,1.2955695378780365,616000,0.011378478178521619,0.3223142137677443,604
6.1000000000000085,247.44,78,0.924787449836731,0.9968462035059928,-0.0014406037156004458,0.0,3.24,1.2911013281345367,624000,0.006969957705587148,0.24813343617249545,607
6.0,244.47,79,0.9175571066141128,1.0829449874162673,0.0006573420763015748,0.0,3.09,1.3108955919742584,632000,0.008609013727400451,0.2499964876065376,608
6.0,246.84,80,0.8776610136032105,1.2879477548599243,-0.0032958618935663253,0.0,3.19,1.3048576259613036,640000,0.011686032307334244,0.31443938606542793,609
6.0,247.22,81,0.9173813456296921,1.0690419122576713,-0.0013945537290419453,0.0,3.24,1.2879207885265351,648000,0.008136540221748874,0.2439113547787597,611
7.1000000000000085,246.95,82,0.8844466960430145,1.2507356309890747,-0.0021627222915412856,0.0,3.38,1.2953136348724366,656000,0.010896309335948899,0.30526718924256296,612
7.1000000000000085,245.52,83,0.8786990356445312,1.210298993885517,-0.0020362233321066015,0.9000000000000004,3.36,1.3178242826461792,664000,0.010397157905390485,0.3066529576423825,614
9.0,247.27,84,0.9137364637851715,1.0778359189629554,-0.0008932778192684054,0.0,3.4,1.323295465707779,672000,0.008040399166056887,0.254594093398727,615
9.0,256.47,85,0.8350784009695054,1.316237450838089,-0.004574349773820359,0.0,3.69,1.3164805948734284,680000,0.012507495613535867,0.32315224377709995,616
9.0,260.46,86,0.8904097682237625,1.2650915122032165,-0.0016309778498271043,0.0,3.75,1.3042370390892029,688000,0.010794003516202792,0.28974167546773094,618
9.0,261.69,87,0.8969253659248352,1.1814828288555146,-0.002580999179626815,1.0,3.84,1.3121084034442902,696000,0.009599184377584606,0.2824998697580683,619
9.0,255.62,88,0.9045834130048752,1.1995383352041245,-0.002084531221189536,1.0,3.65,1.2870061826705932,704000,0.009975159286987036,0.30079536931613865,620
9.0,276.37,89,0.9024715656042099,1.1776721063256264,-0.0010281033217324875,1.0,4.24,1.3039785265922545,712000,0.009734360821312293,0.2795225462634739,621
10.0,283.71,90,0.9232985919713974,1.1058899459242821,-0.0017890089342836291,1.0,4.49,1.2962968409061433,720000,0.008639920484274626,0.2622417788066929,622
9.100000000000009,281.12,91,0.8791932255029679,1.3036287569999694,-0.004085466372198425,1.0,4.36,1.297422844171524,728000,0.011702745822258293,0.32416669566000395,624
10.0,286.07,92,0.8956684398651124,1.2550482898950577,-0.002688773957779631,1.0,4.44,1.29203981757164,736000,0.010956461909227073,0.30796718321547434,625
9.100000000000009,280.82,93,0.8627512592077256,1.3909281194210052,-0.0027238160467823037,1.0,4.34,1.2591793489456178,744000,0.013267459745984525,0.37954008258590993,626
10.0,290.09,94,0.8870737463235855,1.2173108619451523,-0.0005574905711546308,1.0,4.51,1.2911864018440247,752000,0.010330638894811273,0.3214600016775686,627
9.0,287.78,95,0.8488894605636597,1.4561484050750733,-0.005192083577276208,1.0,4.56,1.2686842572689057,760000,0.014440623687114566,0.37768299145912787,628
9.100000000000009,292.52,96,0.8267359173297882,1.5766140788793563,-0.0036560446038492954,1.0,4.8,1.2723584365844727,768000,0.0168017415702343,0.4307821485081648,629
9.0,294.17,97,0.809868437051773,1.5311597162485122,-0.0013794809503451689,1.0,4.83,1.2896128904819488,776000,0.015616573153529316,0.3749717323989335,631
9.0,289.2,98,0.8172561967372894,1.6370542597770692,-0.0075251335289794954,1.9000000000000004,4.83,1.249806386232376,784000,0.017919794446788727,0.40499418677538834,632
9.0,300.63,99,0.8547297120094299,1.4428314471244812,-0.0007715480256592855,2.0,5.08,1.2705957305431366,792000,0.014239374240860343,0.35303982665631944,633
9.100000000000009,303.75,100,0.8101401793956756,1.5676454830169677,-0.0014213638060027733,2.0,5.18,1.2781776213645935,800000,0.016643341837916523,0.38485541854035477,634
10.100000000000009,315.79,101,0.8476062202453614,1.4797667276859283,-0.0035091994276444894,2.0,5.64,1.2609913456439972,808000,0.0145220582280308,0.3834409787394074,636
11.0,332.26,102,0.8130326080322265,1.5887747365236282,-0.0032659656269242985,2.9000000000000004,6.04,1.2521548783779144,816000,0.016660491307266056,0.40907369165409047,637
11.0,341.75,103,0.7936687529087066,1.637427078485489,-0.003967907132464461,3.0,6.36,1.2688577270507813,824000,0.017805916690267622,0.4196901732250591,638
10.100000000000009,346.14,104,0.8417882174253464,1.5447468584775925,-0.004541426777323067,3.0,6.45,1.2605549955368043,832000,0.01614422000711784,0.42675374837430213,639
11.0,349.74,105,0.8478361850976944,1.443875516653061,-0.0040687421517213804,4.0,6.81,1.2511192750930786,840000,0.013773825732059777,0.35645693030994813,640
11.0,340.77,106,0.8467448717355728,1.4625275707244874,-0.0030636954616056755,4.0,6.83,1.2590167999267579,848000,0.014462458172347396,0.3645035576042887,642
11.0,349.95,107,0.852727462053299,1.4664956510066987,-0.0026639643372618595,4.0,7.09,1.2624842274188994,856000,0.014503806326538325,0.3737931748938418,643
12.0,351.95,108,0.7886938941478729,1.5860088342428207,-0.010651724704366643,4.0,7.47,1.2192322516441345,864000,0.022354685624595732,0.6539259113226226,644
12.0,356.65,109,0.8416364991664886,1.5589200520515443,-0.0013301903815590777,4.0,7.46,1.2524036026000978,872000,0.016087024230509995,0.37916650903331345,645
12.0,363.84,110,0.8292489665746688,1.4879800564050674,-0.003974541705392767,4.0,7.4,1.1967993080615997,880000,0.014928507548756898,0.3876901336472873,646
12.0,362.51,111,0.8464756292104721,1.4219287019968032,-0.003303166365076322,4.0,7.28,1.2574183213710786,888000,0.015270530998241156,0.4078714733820501,647
12.0,351.61,112,0.8240288537740708,1.696580308675766,-0.004406561719253545,3.9000000000000004,7.03,1.2102820479869842,896000,0.019163150265812876,0.46327600334465907,648
12.0,355.78,113,0.843931183218956,1.538392236828804,-0.0033746785116090905,3.9000000000000004,7.22,1.2370194733142852,904000,0.015853447718545795,0.4027656703108239,649
12.0,357.82,114,0.8438799726963043,1.489015704393387,-0.0025459642219357193,3.0,7.17,1.2014769315719604,912000,0.0146166574023664,0.39605763545286804,650
12.100000000000009,359.47,115,0.78474713742733,1.7166560059785843,-0.007297123366588494,4.0,7.63,1.1593826287984847,920000,0.019573350641876458,0.4934247349447097,651
13.0,364.26,116,0.8147976553440094,1.5835661536455155,-0.004358832971279298,4.0,7.84,1.2204700636863708,928000,0.016649889894761145,0.3916674886520314,652
13.0,362.39,117,0.8202264422178268,1.6053751111030579,-0.005704259603808168,3.9000000000000004,7.63,1.185575434565544,936000,0.017221406216267495,0.43205968346634377,653
13.100000000000009,365.34,118,0.795943700671196,1.7429509502649307,-0.00277793986548204,4.0,8.29,1.1576638400554657,944000,0.019833905012346803,0.4409139175474718,654
14.0,368.71,119,0.8038532698154449,1.76244315803051,-0.005915933257201686,4.0,8.75,1.1627980983257293,952000,0.020538715356960894,0.485346957630966,655
14.0,376.64,120,0.7797646582126617,1.6859418427944184,-0.0010309675423195587,4.9,8.96,1.1570211440324782,960000,0.018959695710800587,0.42828810767333564,656
15.0,381.9,121,0.7970880645513535,1.7397676306962966,-0.007133748949272558,5.0,9.61,1.1551448953151704,968000,0.02012241991236806,0.46555650965824213,657
16.0,398.96,122,0.8223855245113373,1.6030715328454972,-0.005622279054368846,6.0,10.39,1.2004859554767608,976000,0.017292911573313176,0.4321552466216895,658
16.0,404.44,123,0.7926657831668854,1.752313562631607,-0.0010483842703979463,6.0,10.45,1.197685045003891,984000,0.02050743730738759,0.44260571746976124,659
16.10000000000001,412.18,124,0.8008259963989258,1.7699573826789856,-0.005776459367480129,6.0,10.84,1.1788598239421844,992000,0.02080691118258983,0.48278942637986033,660
17.10000000000001,425.18,125,0.7135487639904022,2.290003162622452,-0.015497925525996834,6.0,13.31,1.1489865684509277,1000000,0.04173597935121506,0.8033575184031184,661
17.10000000000001,427.77,126,0.7794649267196655,1.774621245265007,-0.007430552336154505,6.0,13.39,1.1491659986972809,1008000,0.021209567361511292,0.48908914120689573,662
16.200000000000017,431.52,127,0.7858646780252456,1.7585494089126588,-0.0028748947610438337,6.0,13.26,1.1469670736789703,1016000,0.02031836678739637,0.4579816355226115,663
16.0,441.52,128,0.7794390696287156,1.779923028945923,-0.003938349635864142,6.0,13.6,1.1904263389110565,1024000,0.021244790041819214,0.4706661994262486,664
16.200000000000017,444.0,129,0.7907259005308152,1.706426558494568,-0.0009835885788197628,6.9,13.39,1.1990620386600495,1032000,0.019147469718009232,0.4397871869182994,664
18.10000000000001,449.39,130,0.7838308870792389,1.781172555088997,-0.006209257247974165,7.0,13.88,1.2098351454734801,1040000,0.02150558976456523,0.47693141747236256,665
16.10000000000001,441.59,131,0.8305611950159073,1.563550391793251,-0.003885257518850267,7.0,11.08,1.1979455971717834,1048000,0.016180038256570696,0.4305617290623831,666
18.10000000000001,437.77,132,0.7843126022815704,1.7368196558952331,-0.0062440713090472855,6.9,11.31,1.1697820663452148,1056000,0.020313344369642435,0.462185078869549,667
19.0,431.44,133,0.7669713008403778,1.9709389555454253,-0.0017702621570788325,6.0,11.72,1.1525752055644989,1064000,0.02648945141583681,0.5506838799567089,668
19.10000000000001,427.86,134,0.8143686020374298,1.5981963485479356,-0.004231449179933407,6.0,12.02,1.1992251527309419,1072000,0.01697248818585649,0.4156766880464005,669
19.10000000000001,424.88,135,0.8277332556247711,1.6048460704088212,-0.004731618732002971,6.0,11.81,1.1812323176860808,1080000,0.016996104475110768,0.4179074511372322,669
18.10000000000001,427.08,136,0.7862825632095337,1.7776711249351502,-0.006964463074982632,7.0,12.01,1.1654211676120758,1088000,0.020617099883966147,0.46042847267496767,670
18.10000000000001,440.28,137,0.7731249707937241,1.7935381591320039,-0.0034541260590776803,7.0,12.4,1.1607464110851289,1096000,0.021387712247669697,0.48733026759059156,672
20.200000000000017,447.46,138,0.7820412117242813,1.806827893257141,-0.007361611962260213,7.0,12.86,1.1750216150283814,1104000,0.0218550925841555,0.48505655056071134,672
20.200000000000017,449.19,139,0.8122346132993699,1.739931641817093,-0.002282258674968034,7.0,12.66,1.1861821520328522,1112000,0.019677011291496457,0.45509391349795214,673
19.10000000000001,453.07,140,0.7881548810005188,1.826295028924942,-0.005574754331028089,7.0,12.78,1.173236953020096,1120000,0.021987534407526255,0.4888456736379393,674
20.10000000000001,464.12,141,0.7536559844017029,1.8267547380924225,-0.009453531536855735,7.0,13.11,1.1467750538885593,1128000,0.023114298405125737,0.5513485201611418,675
19.0,424.87,142,0.5621306836605072,1.86440228164196,-0.004441535415535327,4.0,11.05,1.1433108246326447,1136000,0.024672047249041498,0.5720696684697327,675
18.10000000000001,423.71,143,0.7894414782524108,1.7717641687393189,-0.002232419205538463,4.0,10.9,1.133763805627823,1144000,0.020784490271471442,0.4662686489053879,676
19.0,434.05,144,0.7639065873622894,1.925233063697815,-0.002140896264463663,4.0,11.95,1.1624158203601838,1152000,0.025099568339064716,0.5105987416835333,677
19.300000000000026,443.13,145,0.78666772544384,1.8206208145618439,-0.006242628376639914,4.0,12.41,1.1710601437091828,1160000,0.021995435934513807,0.4828965895294687,678
23.0,439.68,146,0.7650483626127244,1.8196682876348496,-0.005636526095331646,4.9,12.74,1.1445051801204682,1168000,0.02228841042611748,0.5247498236411946,678
23.0,456.15,147,0.814317347407341,1.6494538486003876,-0.0033659668077598327,5.9,13.62,1.1437916874885559,1176000,0.017793173105455935,0.42717553601924657,679
23.0,471.57,148,0.7652967512607575,1.8285629612207412,-0.004689097534574103,7.0,14.49,1.1621056818962097,1184000,0.022218879428692162,0.4631592406743951,680
22.0,475.55,149,0.7490255391597748,1.8960283988714217,-0.004359508844208904,7.0,13.9,1.109521334171295,1192000,0.024623872516676783,0.5748028317100378,680
18.10000000000001,480.89,150,0.7686661297082901,1.9647600269317627,-0.012316387563914758,7.0,13.22,1.0978341448307036,1200000,0.02536829549819231,0.598996354059152,681
19.10000000000001,485.2,151,0.7521826756000519,1.9282047545909882,-0.003372514024595148,7.0,13.35,1.1529567682743072,1208000,0.024637885140255094,0.538078678595577,682
21.0,499.68,152,0.7702087473869323,1.8308791983127595,-0.003150170482804242,7.0,14.01,1.1442900395393372,1216000,0.02227702409029007,0.48602276935874206,683
21.0,514.3,153,0.741653710603714,1.9311733770370483,-0.005411294049117714,7.0,13.76,1.1379641658067703,1224000,0.024777641943655906,0.5549519442588782,683
21.10000000000001,528.76,154,0.7679200917482376,1.8499517035484314,-0.005088871965308499,8.0,14.36,1.1877594530582427,1232000,0.022770965402014554,0.5124171981179676,684
21.10000000000001,535.49,155,0.7753877824544907,1.8033341461420058,-0.006777491793909576,9.0,14.52,1.1545576292276383,1240000,0.02159389866515994,0.48685561354819173,685
22.0,535.36,156,0.7756798350811005,1.8325621980428695,-0.008026540786377155,8.0,14.72,1.1644261783361436,1248000,0.02226720011327416,0.49267207382605954,685
22.0,542.86,157,0.7802904868125915,1.7352574616670609,-0.006184919265797362,8.0,14.85,1.1279120075702667,1256000,0.019648533225990833,0.5042003155535878,686
22.0,541.39,158,0.7831198996305466,1.8005135941505432,-0.00866233800072223,8.9,14.93,1.1526672804355622,1264000,0.021915832734666765,0.4717109408911038,687
22.10000000000001,534.65,159,0.7255678367614746,1.9700954425334931,-0.0030888450113707223,9.0,14.87,1.1003945118188858,1272000,0.025632261568680405,0.5414599396543397,687
23.0,542.8,160,0.6848272830247879,2.495732008218765,-0.011911715375026688,9.0,17.19,1.114686986207962,1280000,0.05503288345877081,0.9379790541746561,688
23.0,541.54,161,0.7451388031244278,1.9596883141994477,-0.0060620386091795805,9.0,17.07,1.1196919035911561,1288000,0.025277760601602493,0.5669722193986724,689
23.0,540.85,162,0.6982073509693145,2.148073623180389,-0.012608690510387533,9.0,17.38,1.0789702773094176,1296000,0.03147536316886544,0.6437511647527977,689
23.0,544.27,163,0.7353008210659027,1.9961085772514344,-0.006530768488300964,10.0,17.92,1.106439945101738,1304000,0.026875758180394768,0.5335811218515962,690
23.10000000000001,549.05,164,0.7533867239952088,1.9058562833070756,-0.006565462723083329,10.0,18.47,1.1442262959480285,1312000,0.02383903774432838,0.4874857758094781,690
24.10000000000001,551.54,165,0.7438996249437332,1.889976717233658,-0.0033529415534576403,10.0,18.5,1.1578096282482147,1320000,0.023485502433031796,0.4886508845235538,691
25.0,552.46,166,0.789323874115944,1.8204433506727218,-0.00781400768144522,10.0,18.67,1.1689198172092439,1328000,0.022012577853165568,0.4828195835100149,692
23.10000000000001,553.76,167,0.7741995894908905,1.8425943052768707,-0.00531507496823906,10.0,16.7,1.1223481380939484,1336000,0.022549632685258985,0.5430194704769141,692
24.0,563.3,168,0.7373920357227326,1.9536858737468719,-0.005881921315740328,11.0,17.06,1.1368845176696778,1344000,0.02522432413883507,0.527603578720673,693
25.10000000000001,573.31,169,0.7578441709280014,1.9454471158981324,-0.002801172165200114,11.0,17.66,1.1038224053382875,1352000,0.025363861871883272,0.5506541730203544,694
26.0,586.76,170,0.7568688613176345,1.9698666554689408,-0.011647688890050176,12.0,17.81,1.0880931586027145,1360000,0.025820815344341098,0.5742918328463538,694
26.10000000000001,585.32,171,0.7180443006753922,2.0464921188354492,-0.008361785870511085,11.9,17.68,1.1028401553630829,1368000,0.02976260410156101,0.6138733743644278,695
26.10000000000001,590.52,172,0.7255096518993378,1.958407040834427,-0.004618880207563052,10.8,17.65,1.098275346159935,1376000,0.025322996848262846,0.5202438050054308,695
