advantage_norm,grad_norm,q_loss,policy_loss,avg_q_selected,episode_length,explained_variance,PMM:episode_rewards,frames,epoch_idx,model_prob_std,policy_gradient_loss,policy_gradient_bias_correction,rollout_prob_std,P01:episode_rewards,fps,P09:episode_rewards,policy_entropy,avg_q_retraced
0.10438698629538218,0.03960690188384619,0.0007200252827412138,0.0003907388159859693,-0.033196485104660195,0,-10.266000986099243,0.0,7200,1,0.0757491177568833,0.0003907388159859693,0.0,0.07574911875029405,0.0,493,0.0,1.9829585115114847,-0.03371948804706335
0.3463427536189556,0.10743513509683188,0.0013398692935879808,0.0011867109926546012,-0.12340873144567013,0,-3.956125885248184,0.0,14400,2,0.2374272684256236,0.0011867110004156226,-7.200567205266315e-12,0.2374272679289182,0.0,650,0.0,0.6807631730722884,-0.12300951997749507
0.08194620398183664,0.031864330725000875,0.00039794632624155687,0.0007028250390552178,-0.0634463363327086,0,-29.791151118278503,0.0,21600,3,0.12389442771673202,0.0007028250390552178,1.6988782884815034e-13,0.12389442945520084,0.0,768,0.0,1.6744710450371108,-0.06253963864097993
0.055947721873720484,0.013917794103791023,0.00016240919236831057,0.0009990295278839768,-0.048081827660401665,0,-17.89310574531555,0.0,28800,4,0.05365625210106373,0.0009990295278839768,0.0,0.05365625110765298,0.0,717,0.0,2.066521684328715,-0.04767717340340217
0.04203120755652587,0.00659335712311805,4.1297153711639115e-05,0.0010003643770081301,-0.04943112898617983,0,-6.74568323691686,0.0,36000,5,0.08823395601163307,0.0010003643770081301,0.0,0.08823395638416211,0.0,771,0.0,1.9250391999880472,-0.04899434900532166
0.04957354931781689,0.007133619353988933,6.580163365773235e-05,0.0006414797877975312,-0.03132695245246093,3324.6666666666665,-11.250634320576985,0.0,43200,6,0.03813010373463233,0.0006414797877975312,0.0,0.03813010398298502,0.0,807,0.0,2.1386603832244875,-0.030983587106068928
0.04117798066387574,0.005803070784808155,2.768785649701992e-05,0.0001724829622010778,-0.03760572702934344,3324.6666666666665,-5.001489744583766,0.0,50400,7,0.09843420510490736,0.0001724829622010778,4.0553609698590253e-14,0.09843420448402564,0.0,738,0.0,1.735217243929704,-0.03733366106947263
0.06107747703790665,0.008535013852275702,3.667506274117234e-05,0.00011251883059533914,-0.041628986783325675,3324.6666666666665,-4.843494701385498,0.0,57600,8,0.2139322673281034,0.0001125188304437567,3.99246119088645e-13,0.21393226720392705,0.0,691,0.0,0.8688627173503239,-0.040997426491230726
0.03788123230139415,0.004849306771960881,3.952154638682259e-05,0.00024516286260526006,-0.013367234791318575,3324.6666666666665,-7.135538276036581,0.0,64800,9,0.038737836418052514,0.00024516286260526006,0.0,0.03873783648014069,0.0,657,0.0,2.135650555292765,-0.013116927600155275
0.03345806815971931,0.004276464054619051,2.4288433572413244e-05,0.00031277699260196337,-0.017053403053432704,3324.6666666666665,-5.862675793965658,0.0,72000,10,0.07010500282049179,0.00031277699260196337,0.0,0.07010500375181436,0.0,621,0.0,2.0131632645924884,-0.016931185219436883
