advantage_norm,PMM:episode_rewards,episode_length,P01:episode_rewards,frames,P09:episode_rewards,grad_norm,policy_loss,fps,explained_variance,value_loss,epoch_idx,policy_entropy
2.314729798398912,1.2820512820512822,177.25641025641025,0.0,8000,3.200000000000003,3.2706570870421814,-0.02671413990785368,386,-1.8890055799484253,0.1561111116277425,1,1.334877668619156
1.3817227244377137,1.4886363636363635,183.32954545454547,0.0,16000,4.0,0.35598604623691477,-0.000557129629451083,199,0.010699778199195861,0.01734126793133328,2,1.3653622841835023
1.139779446721077,1.38,179.54,0.0,24000,3.0,0.2373090984911447,0.0032760508765932173,253,-0.015652023553848267,0.012914904369681608,3,1.379997799396515
1.114251789599657,1.15,172.8,0.0,32000,3.0,0.247376227208972,0.0007161619677208364,286,0.0950482451915741,0.011931295541944564,4,1.3785582959651947
1.0839224177598954,1.17,173.03,0.0,40000,3.0,0.2587058837596773,0.0014599742263089865,313,0.06871625304222106,0.011863784295819642,5,1.3819970881938934
1.2765283285081386,1.32,179.25,0.0,48000,3.0,0.28081634338822975,0.00038816332933492957,335,0.12014821708202363,0.014100200469401898,6,1.381864961385727
1.1176199918985368,1.23,175.02,0.0,56000,3.0,0.24649282420572155,0.001266714413650334,354,0.1717578327655792,0.010540596271457616,7,1.3747403824329376
1.3210974210500717,1.27,176.25,0.0,64000,3.0,0.31812815466243355,-0.0003019039728678763,370,0.3081600069999695,0.014628218187135644,8,1.3763290405273438
1.3330933997035026,1.31,178.68,0.0,72000,3.0,0.4030828719291638,-0.002222791075473651,383,0.46193996131420134,0.013788378161843867,9,1.374372922182083
1.3227539050579071,1.48,186.0,0.0,80000,3.1000000000000085,0.3735143007032163,-0.001617467528267298,395,0.5700073879957199,0.013378281826735474,10,1.3667389345169068
1.133891912996769,1.35,179.75,0.0,88000,4.0,0.30554354883893914,-0.002543046738137491,404,0.7271030580997467,0.00970845451229252,11,1.3605416584014893
1.317265649139881,1.39,181.57,0.0,96000,4.0,0.3740250170954995,-0.002280568475835025,414,0.7758221125602722,0.012692030200269074,12,1.3418282663822174
1.3498189347982406,1.55,189.87,0.0,104000,5.0,0.3764282597524331,-0.0026202171412296592,422,0.7821348458528519,0.013548668265575542,13,1.3647512257099152
1.1631319308280945,1.98,201.03,0.0,112000,6.0,0.33123485176616557,-0.0021942082326859235,428,0.7796593946218491,0.010080216218484565,14,1.3658635747432708
1.121905158162117,1.81,195.09,0.0,120000,5.0,0.2988486482405631,-0.0010185281501617282,434,0.8949667578935623,0.008503526150016115,15,1.3690097916126251
0.9263180360198021,1.43,185.64,0.0,128000,5.0,0.2808544585974445,-0.0012035078823100776,440,0.936238842010498,0.006209523887955584,16,1.3602339804172516
1.0304088246822358,1.7,195.83,0.0,136000,5.0,0.2731496433570964,-0.001405443342810031,445,0.9272462218999863,0.007581717763096094,17,1.3377278923988343
0.855583404302597,1.98,207.07,0.0,144000,5.0,0.23261487720533403,-0.0011801711830776184,449,0.9545774495601654,0.005640656639588997,18,1.3356009578704835
0.9538766929507255,2.38,222.69,0.0,152000,5.0,0.256913650333297,-0.001216150878026383,453,0.911428986787796,0.006895931230392307,19,1.3461096000671386
0.6120074328780174,2.15,210.83,0.0,160000,5.1000000000000085,0.16426296074019323,-0.0004640129800100112,458,0.9759237110614777,0.0026613536023069174,20,1.329499580860138
0.9510904902219772,2.43,218.69,0.0,168000,6.0,0.2708981895876227,-0.00035288544429931787,461,0.9274223750829697,0.007257415769854561,21,1.3336081719398498
0.8864106664061546,2.34,216.11,0.0,176000,5.1000000000000085,0.22623789529081675,-0.0009469978098059073,464,0.9426081901788712,0.005867464349721558,22,1.3519885766506194
0.6869559943675995,2.09,207.13,0.0,184000,5.0,0.1805131869070535,-0.0005138746618467848,467,0.958071573972702,0.00383577377331676,23,1.3438166439533235
0.7235925909876824,1.89,199.63,0.0,192000,5.0,0.18947032512753906,-0.0010363021478406154,470,0.9600495040416718,0.004094711964717135,24,1.3500486361980437
0.6064537233114242,2.18,210.66,0.0,200000,6.0,0.15658501413697212,-0.0005408858421742479,473,0.9746727806329727,0.002850900941703003,25,1.3450108110904693
0.8067880380153656,2.32,216.81,0.0,208000,6.0,0.20782488713301842,-0.0007540049657109194,475,0.9404115754365922,0.005156307105207816,26,1.3384989261627198
0.6157144021987915,1.83,196.64,0.0,216000,5.0,0.1630815048857368,-0.0011253260097146267,478,0.9690663921833038,0.002947775197098963,27,1.3386289203166961
0.5562892293930054,1.52,184.72,0.0,224000,5.0,0.14322977598859066,-0.00044535895902299673,485,0.9768984657526016,0.002715035054134205,28,1.3550108695030212
0.7517829304933548,1.8,195.59,0.0,232000,5.0,0.18537103262049304,-0.0009498610383025152,491,0.9565723437070847,0.004692365904920734,29,1.342990176677704
0.5702324916422367,2.1,204.2,0.0,240000,5.1000000000000085,0.14644053805298193,-0.0016201784608711022,496,0.9749777466058731,0.0027005956193897874,30,1.3342328917980195
0.5950436633825302,2.09,205.5,0.0,248000,5.0,0.16702557954661473,-0.0005519196056411602,500,0.9762676233053207,0.0027795373632397966,31,1.3464848875999451
0.7103700210154057,2.24,213.19,0.0,256000,6.1000000000000085,0.18072806209158682,-0.0013133605802431703,504,0.9519380360841752,0.0043717742944136264,32,1.3445150136947632
0.5551849290728569,2.47,219.69,0.0,264000,8.100000000000009,0.14035065953064418,-0.0016336497833253816,505,0.9790693557262421,0.002496221613837406,33,1.3284255015850066
0.6550735560059547,1.86,199.32,0.0,272000,5.1000000000000085,0.16961599041817443,-0.000805308708550001,507,0.969968221783638,0.0035241133146337233,34,1.3363786625862122
0.5415254840254784,1.51,188.62,0.0,280000,5.0,0.13793673188023126,-0.0012130793050164357,509,0.9773521280288696,0.0024150081424159,35,1.3542623245716094
0.5232479299604893,1.84,199.59,0.0,288000,5.0,0.14068482442685398,-0.0006536147478618659,511,0.9787171822786331,0.002148182212258689,36,1.3325738334655761
0.5470474869012832,1.87,200.55,0.0,296000,5.0,0.14794170896429706,-0.000617635070157121,512,0.9740710413455963,0.0026583517051767557,37,1.3506733179092407
0.674305793941021,2.01,207.27,0.0,304000,5.0,0.16619455615571765,-0.0007422320824844065,512,0.959359097480774,0.003859163822780829,38,1.3474164938926696
0.5350270748138428,2.11,210.4,0.0,312000,5.0,0.13207567943918272,-0.001489774555011536,505,0.9793213719129562,0.002451750218460802,39,1.3472937965393066
0.7209317503869533,2.36,217.29,0.0,320000,5.0,0.18606471362281585,0.0005681585906131658,502,0.9492204636335373,0.00492841114217299,40,1.3587870931625365
0.5807836137712001,2.13,209.02,0.0,328000,5.0,0.14138870353208052,-0.0015658052533399315,501,0.9739320534467697,0.0029171742654580156,41,1.3542932105064391
0.49282072886824607,2.33,214.02,0.0,336000,5.0,0.11467325128420816,-0.0003764748158573639,498,0.9828404754400253,0.0020186279142217246,42,1.3454094123840332
0.7456805281341076,2.08,206.99,0.0,344000,5.0,0.1893796621971017,-0.001187940064846771,494,0.9538060766458512,0.00502342866937397,43,1.3565919971466065
0.6311934319138527,2.37,217.27,0.0,352000,5.1000000000000085,0.1636712150833385,-0.0004237700241355924,485,0.9704370087385178,0.003480835161462892,44,1.3503882813453674
0.6513815347850322,2.18,209.56,0.0,360000,5.1000000000000085,0.16294781119648888,0.0001584905106574297,472,0.961221974492073,0.003704482663597446,45,1.3580096578598022
0.7060054248571396,2.46,218.29,0.0,368000,9.0,0.18034908781179954,-0.001997210580666433,465,0.9661848646402359,0.004353863377764356,46,1.3451916253566742
0.5942756561934948,2.29,214.27,0.0,376000,6.0,0.142450983141983,5.741508852224797e-05,459,0.9686070191860199,0.0034656699062907137,47,1.3561960852146149
0.6225148905813694,2.08,206.95,0.0,384000,5.0,0.1443497494083833,-0.00045848955334804487,453,0.9694089072942734,0.0035238843649858607,48,1.3491432356834412
0.7981461694836617,2.06,206.56,0.0,392000,6.0,0.20449893256630192,-0.0015520706100505778,447,0.945120335817337,0.005317373136349488,49,1.3620783710479736
0.7893247151374817,2.33,215.82,0.0,400000,6.1000000000000085,0.20185413484719208,-0.0008990443387301639,442,0.9441188061237336,0.0048684083361877125,50,1.352873262166977
0.6439396637678146,2.33,214.75,0.0,408000,7.200000000000017,0.15188816552192488,-0.0006992600188823417,437,0.9461215895414352,0.0034014512001886033,51,1.3446971261501313
1.222210206091404,1.98,206.49,0.0,416000,6.0,0.2972566810977819,-0.0007341429029474966,433,0.8030949115753174,0.010454567603301258,52,1.3646255147457123
0.8500679364800453,2.02,208.98,0.0,424000,5.0,0.22837640917352997,-0.0009872496260504703,428,0.9228594923019409,0.005487108631641604,53,1.3677796566486358
0.7024911627173424,2.16,209.53,0.0,432000,5.1000000000000085,0.18058134474483992,-0.0008852681959979237,425,0.966112135052681,0.003726616294006817,54,1.3608068764209746
0.4335578669607639,2.24,208.97,0.0,440000,8.100000000000009,0.10505248206422463,-0.0008938213327201083,421,0.9831526589393615,0.0015239217493217439,55,1.3489685988426208
0.5548248340189457,2.21,209.2,0.0,448000,6.0,0.13489073582236633,-0.0005207669286755845,418,0.969297981262207,0.0030660091486060994,56,1.3581962954998017
0.7996818867325782,2.2,211.33,0.0,456000,6.0,0.19288064525426205,-0.00015918049321044235,414,0.9520864593982696,0.004881487037637271,57,1.3662076246738435
0.8575780418515205,2.56,226.63,0.0,464000,6.0,0.20451245398972706,-0.0005425293033476919,410,0.950883771777153,0.005680105196661316,58,1.3662973701953889
0.4950707164406776,2.45,221.46,0.0,472000,6.1000000000000085,0.11491850036380136,0.00034438679518643766,407,0.9794900321960449,0.0021058742099558003,59,1.3518609654903413
0.8975009727478027,2.51,221.53,0.0,480000,7.200000000000017,0.2287572256013134,-0.0010227156250039115,404,0.9274712693691254,0.006482214794086758,60,1.351284729242325
