policy_entropy,fps,grad_norm,P09:episode_rewards,advantage_norm,episode_length,value_loss,PMM:episode_rewards,frames,explained_variance,P01:episode_rewards,epoch_idx,policy_loss
1.3165692350268363,532,1.7129669745752392,3.0,1.8018862314149737,176.675,0.07165709130350478,1.3,8000,-0.40771403193473815,0.0,1,0.020188648643670603
1.3849609684944153,317,0.18656831288682596,3.0,1.2761828708276153,181.69411764705882,0.014255331372196452,1.388235294117647,16000,-0.011470982432365417,0.0,2,-0.00021084222244098781
1.3833058965206146,362,0.2489321837866186,4.0,1.3695640759542584,190.23,0.017414646547931626,1.55,24000,-0.07162658333778381,0.0,3,0.004850665414705873
1.3829369008541108,390,0.192577096001284,4.0,1.250272748246789,194.44,0.014319324666912507,1.62,32000,-0.018659098744392394,0.0,4,0.001303922847728245
1.3821561574935912,411,0.22817595551097877,4.1000000000000085,1.305196937583387,192.9,0.016086736843381005,1.63,40000,-0.044641460180282595,0.0,5,0.0024178418243536726
1.3821685934066772,426,0.2251252706829428,5.0,1.3989683717489243,198.38,0.016280248587136156,1.82,48000,-0.00336531937122345,0.0,6,0.0012305191851919516
1.3824869656562806,437,0.1704718924815963,4.1000000000000085,1.2302329298108816,197.82,0.013460178583882225,1.82,56000,-0.015036375522613525,0.0,7,0.0003856595343677327
1.381498247385025,446,0.20982293091247162,4.0,1.354377042874694,187.13,0.01602079071417393,1.5,64000,0.00742305040359497,0.0,8,0.003752775579923764
1.3807801294326782,452,0.2108974719334825,4.0,1.249944780021906,193.13,0.014852937202049362,1.66,72000,0.03828965127468109,0.0,9,0.0022301352493377634
1.3798635482788086,457,0.2005750571955815,4.0,1.2201683291047811,193.55,0.013258597584135714,1.67,80000,0.018395859003067016,0.0,10,0.002453558469424024
1.372261984348297,461,0.21675150692275974,3.0,1.21169817507267,182.91,0.01377230387988675,1.38,88000,0.01966643750667572,0.0,11,-0.00013629810593556612
1.3756726837158204,465,0.24896571242430252,3.0,1.1158033636957407,177.56,0.012445587546972092,1.26,96000,0.012128053307533264,0.0,12,0.002162728894909378
1.3776627910137176,469,0.3418978842765055,3.0,1.1594210110604763,169.53,0.013949937122815755,1.06,104000,-0.014560723304748535,0.0,13,0.000847201165597653
1.3824471652507782,473,0.30697344370545876,3.0,1.2034816694259645,169.85,0.012418060527415946,1.03,112000,0.08803103029727936,0.0,14,0.0021773843551272875
1.3812651801109315,476,0.2624565294420343,3.0,1.0775127717852593,175.12,0.010104937093128683,1.13,120000,0.1685403072834015,0.0,15,-0.0037211916324304184
1.3778997230529786,479,0.2824416419911896,3.1000000000000085,1.1758439725637435,176.47,0.010932281780987978,1.17,128000,0.6537905931472778,0.0,16,-0.0009034858859376982
1.3737060153484344,481,0.3597589688033876,3.0,1.4168751341104509,175.23,0.014848585430299863,1.15,136000,0.5822339236736298,0.0,17,-0.003725194029611885
1.3680395936965943,483,0.3602274751006289,3.1000000000000085,1.3786609375476837,186.63,0.014306306189973838,1.4,144000,0.73273981153965,0.0,18,-0.002666589940781705
1.3667144465446472,485,0.3975759083691026,4.0,1.4905065336823464,198.45,0.015329391052946449,1.77,152000,0.7135147643089295,0.0,19,-0.005872723397042137
1.342180403470993,486,0.39663720410884884,5.0,1.4515280985832215,206.92,0.014782975688576698,2.18,160000,0.7784670794010162,0.0,20,-0.0028218778529662814
1.3441258788108825,488,0.3395194198181924,8.0,1.1388285627961159,222.97,0.009839909934671596,2.67,168000,0.851299124956131,0.0,21,-0.0027523808483965696
