P01:episode_rewards,fps,policy_loss,P09:episode_rewards,episode_length,frames,policy_entropy,epoch_idx,grad_norm,advantage_norm,PMM:episode_rewards,explained_variance,value_loss
0.0,553,-0.005604786305630114,3.0,168.53658536585365,8000,1.3494469940662384,1,1.0985135257246297,1.5224692212045192,1.024390243902439,-1.7680477964878083,0.028114694847790816
0.0,327,-0.00038645644563075623,3.0,172.78494623655914,16000,1.3771462512016297,2,0.25967716907642324,1.1864176927506924,1.118279569892473,-0.0065216577053070065,0.013126842274023148
0.0,366,0.0032095296331681312,3.0,184.98,24000,1.378423161506653,3,0.25522563298791867,1.3261439809575677,1.47,-0.015787853598594664,0.015551841848518962
0.0,394,0.0034018826601095497,4.0,188.07,32000,1.3801374304294587,4,0.3108797275334076,1.498437355682254,1.58,-0.3814691561460495,0.019749359089637437
0.0,413,-0.00192068247248244,5.0,192.76,40000,1.3793820858001709,5,0.25346822752184883,1.163711738884449,1.68,0.01034115731716156,0.012750194009386177
0.0,424,0.0008054027802427299,4.0,182.67,48000,1.378900307416916,6,0.20788063773997284,1.1330784765630961,1.37,0.05967152774333954,0.011647111480706372
0.0,433,0.0021407521977380383,4.0,181.01,56000,1.3761345553398132,7,0.2793806315660229,1.241311389580369,1.3,0.045384944677352906,0.014146175350688281
0.0,443,-0.0007095946010667831,5.0,196.87,64000,1.3722539246082306,8,0.4504871292023732,1.635110988765955,1.74,0.2945467656850815,0.021243366050184703
0.0,449,-0.0012843517537112347,5.0,198.04,72000,1.3712230253219604,9,0.3903950613710468,1.4874978202581406,1.86,0.4967824703454971,0.016120529024046846
0.0,453,-0.0034106260060798375,6.1000000000000085,207.37,80000,1.3661056637763977,10,0.3510220981206053,1.3681649911403655,2.15,0.6068236958980561,0.014562191800796426
0.0,458,-0.004240526776120532,7.0,216.18,88000,1.3501230049133301,11,0.5201235986100279,1.675677479505539,2.31,0.731425529718399,0.02342010334599763
0.0,462,-0.0038653492726734837,6.0,215.57,96000,1.3424934983253478,12,0.361416495756588,1.347174213528633,2.28,0.8460115742683411,0.012679753380361945
0.0,466,-0.0018228973529767244,6.0,218.0,104000,1.348238112926483,13,0.3242024802455262,1.1634878411889076,2.32,0.8599432396888733,0.009551326477667316
0.0,468,-0.0016838770458707587,5.1000000000000085,211.98,112000,1.3473047697544098,14,0.264783890760376,0.9770017635822296,2.16,0.9175098407268524,0.006678929327754304
0.0,471,-0.0019829832408140647,6.1000000000000085,211.37,120000,1.337890863418579,15,0.29373474596823895,1.0897158744931221,2.2,0.8975718623399734,0.008560114382999019
0.0,473,-0.001996050968882628,6.0,191.97,128000,1.3454349768161773,16,0.26823509861164735,0.957545402944088,1.71,0.9158364564180375,0.007078452472924255
0.0,475,-0.0002984763291897252,6.0,209.19,136000,1.3551934194564819,17,0.27258041790255844,0.9817645248770713,2.1,0.8883993130922317,0.00728919975226745
0.0,476,-0.0011716651082679165,5.0,197.75,144000,1.3616486120223998,18,0.21260509800253846,0.7975665140151977,1.81,0.9107329219579696,0.0050613237224752085
0.0,477,0.0010650894337140926,4.0,189.73,152000,1.3637064290046692,19,0.2576476743921679,1.0409508901834488,1.59,0.8699588531255722,0.008431411593337544
0.0,479,-0.0015394049585665925,5.0,188.96,160000,1.368161120414734,20,0.24006484480480403,0.8586311534047126,1.53,0.9403794151544571,0.0057310701161623
0.0,479,-0.0006649857843876816,5.0,197.36,168000,1.3753534400463103,21,0.2447844763454636,0.996017190515995,1.76,0.8685055494308471,0.007726233922294341
0.0,481,0.0001962895087490324,6.0,211.66,176000,1.354315813779831,22,0.24626204268674548,0.911264820098877,2.15,0.9281938099861144,0.0062925959751009945
0.0,482,-0.003854254567413591,6.0,215.69,184000,1.347579208612442,23,0.2915545799042088,1.0339946481585502,2.31,0.8899746066331864,0.008986756913072895
0.0,483,-0.0012325754723860882,5.1000000000000085,219.71,192000,1.3465448117256165,24,0.16334419358659563,0.6359044441580772,2.32,0.9724440312385559,0.0030460020113969224
0.0,484,-0.0006268235839525005,5.0,210.64,200000,1.3474053239822388,25,0.19726629523330272,0.712777541577816,2.06,0.9599243915081024,0.004188762904523174
0.0,484,5.3178698144620285e-05,5.0,195.42,208000,1.330008519589901,26,0.4413840536244613,1.0078673027455807,1.72,0.8820976454019547,0.021708751240512355
0.0,485,-0.0003229294181801379,5.0,188.56,216000,1.3547951638698579,27,0.18830453989624746,0.7069250133633613,1.52,0.9418442821502686,0.003955745238345116
0.0,488,-0.0014440344419563188,5.0,187.89,224000,1.3345084440708161,28,0.1783384951112575,0.6483991312980651,1.53,0.9538021796941757,0.004014407652139198
0.0,491,3.586354418075644e-05,5.0,184.99,232000,1.338648111820221,29,0.1603361067937544,0.6651737375557423,1.57,0.959010089635849,0.003901998831133824
0.0,493,-0.0007398750177526381,5.0,195.67,240000,1.342750246524811,30,0.17680920572454684,0.6727995404601097,1.84,0.9642858451604843,0.0036649658891838043
