frames,epoch_idx,grad_norm,policy_entropy,explained_variance,P01:episode_rewards,fps,policy_loss,value_loss,advantage_norm,PMM:episode_rewards,P09:episode_rewards,episode_length
224000,28,0.1806652422279864,1.3396839475631714,0.957499098777771,0.0,742,-0.0012615427006676327,0.0037041807596688158,0.6671040016412735,1.88,5.0,199.56
232000,29,0.1861393780125869,1.3475600278377533,0.9456298238039017,0.0,744,-0.000797614099628845,0.0051590286009013655,0.7909532722830772,1.98,5.0,202.12
240000,30,0.16298074469357055,1.3436799097061156,0.9719095176458359,0.0,745,-0.001226537244510837,0.003244459482375532,0.6131687712669373,1.76,5.0,192.17
248000,31,0.2100640805671838,1.3707652401924133,0.9391630721092225,0.0,747,-0.0017314437194727362,0.005616515737201553,0.8326487036049366,2.0,5.1000000000000085,200.77
256000,32,0.18040714630266902,1.3515481340885163,0.9243557494878769,0.0,748,9.756921455846168e-05,0.005291884999314789,0.8114451800286769,1.83,5.0,197.18
264000,33,0.20684884973893922,1.3589164733886718,0.9089584863185882,0.0,749,-0.000701651267008856,0.006330716672819108,0.8951475751399994,1.91,5.0,200.6
272000,34,0.1809181272326748,1.3405063676834106,0.9509227216243744,0.0,750,-0.0003557660657679662,0.004650663714855909,0.7615185889601708,1.85,5.0,198.48
280000,35,0.1897392093228536,1.3530373644828797,0.949906861782074,0.0,751,-0.00010072337681776844,0.0053579152066959065,0.8321766072511673,1.87,5.0,202.14
288000,36,0.1961265884751666,1.3570669829845428,0.9275954800844193,0.0,752,-0.0010571294382680208,0.005835214541002642,0.8569914281368256,2.28,6.0,216.54
296000,37,0.18344892587442893,1.3636818373203277,0.9424376422166825,0.0,753,-0.0011023959846352227,0.004899885283084587,0.767471720278263,2.32,6.0,216.82
304000,38,0.1953017187209047,1.3330121040344238,0.9425007426738738,0.0,755,-0.0006634725599724334,0.005348401402588934,0.833959063589573,2.51,6.300000000000026,220.55
312000,39,0.15601026710349564,1.3528575146198272,0.9680802804231644,0.0,755,-0.0010034601794905028,0.003612623950757552,0.6766184754669666,2.18,6.0,211.05
320000,40,0.15154413937847114,1.3351041615009307,0.9792734253406524,0.0,757,-0.0007995535632653628,0.002879384061379824,0.5873427465558052,1.95,5.0,203.18
328000,41,0.18910964998801374,1.362587194442749,0.9375345253944397,0.0,756,-0.0011096022033598274,0.004770392695791088,0.7977774207293987,2.01,5.0,203.48
336000,42,0.180564391417931,1.3528113639354706,0.9433237755298615,0.0,756,-0.0022145680914400145,0.005247868647857103,0.7524015864729882,2.01,5.0,202.54
344000,43,0.15932160934047987,1.3532450425624847,0.9500167602300644,0.0,753,0.0001283267856342718,0.004074923985172063,0.6847282002866268,1.99,5.0,204.37
352000,44,0.17361932763812557,1.3476063787937165,0.8973515528440476,0.0,750,-0.0014216289267096726,0.004887746433960274,0.7176684997975826,2.25,7.0,212.36
360000,45,0.19315200078519928,1.3540083682537079,0.9331481540203095,0.0,749,-0.0001830904439339065,0.005584270199469756,0.8513245716691017,2.45,7.1000000000000085,218.4
368000,46,0.20839191354752468,1.3561554956436157,0.9334058475494384,0.0,746,-0.002783171531336848,0.006320385381404776,0.8416164764761924,2.43,7.1000000000000085,216.57
376000,47,0.19442446912308933,1.3508483219146727,0.935247220993042,0.0,741,-0.0006928192038321867,0.0057544792731641795,0.8228623650968074,2.47,8.100000000000009,217.24
384000,48,0.2521808634541782,1.3642714202404023,0.9089924907684326,0.0,737,-0.0020220501601943396,0.008959424331551417,1.1084509950876236,2.82,9.0,229.13
392000,49,0.16611786882402474,1.3609325182437897,0.9558662241697311,0.0,732,8.296829561004416e-05,0.00443005732842721,0.7120587919652462,2.67,9.0,225.26
400000,50,0.2614097737126524,1.350455218553543,0.9023971980810166,0.0,727,-0.001419730100315064,0.008253500840219204,1.0497127823531627,1.92,5.0,201.13
408000,51,0.1794726288680049,1.343960803747177,0.9445921158790589,0.0,721,-0.0012683955268585124,0.004904846975696273,0.7831213918328285,2.07,6.0,207.5
416000,52,0.21601370994337174,1.349659079313278,0.922232272028923,0.0,715,0.0017178475367836655,0.006182189201936126,0.894582885503769,2.19,6.0,211.78
424000,53,0.30060076389430657,1.3510676097869874,0.9142549270391465,0.0,710,-0.003381009558070218,0.011914393340121024,1.0235037556290627,2.56,6.200000000000017,225.33
432000,54,0.19716097046118264,1.3587257552146912,0.9381396305561066,0.0,706,-0.0006254081986844539,0.0062574665423017,0.8874201452732087,2.46,6.0,222.72
440000,55,0.18588500352391274,1.3580726993083954,0.9503205370903015,0.0,702,-0.0008884599304292351,0.005116189413820393,0.8221623766422271,2.52,5.0,226.21
448000,56,0.2354872234241178,1.3512545943260192,0.9190253257751465,0.0,696,-0.0006022440071683377,0.007776243619155139,0.9979130306839943,2.69,6.1000000000000085,228.72
456000,57,0.31338799171859344,1.3497863399982453,0.7609810698032379,0.0,692,-0.0010905699988506968,0.012650586033705622,1.3062103834748269,2.89,9.0,233.87
464000,58,0.2640542470180978,1.3540368700027465,0.8627031737565994,0.0,687,-0.0003907227248419076,0.00958991966501344,1.127424520254135,2.4,6.1000000000000085,213.82
472000,59,0.26866809948424636,1.332911273241043,0.9008867073059083,0.0,682,-0.0027600159053690733,0.008839174697641283,1.0960198989510537,2.12,5.1000000000000085,203.95
480000,60,0.21668050677920866,1.3481232011318207,0.944574568271637,0.0,678,-6.452233472373337e-05,0.006165817308356054,0.9122027796506882,1.98,4.1000000000000085,202.25
488000,61,0.20067371957454225,1.3394133162498474,0.9553946179151535,0.0,674,-0.0005653551299474203,0.00517356616561301,0.8447333699464799,2.36,5.0,218.27
496000,62,0.24089216996892449,1.3456860196590423,0.9206888800859452,0.0,671,0.0004601024620205862,0.008082190762506799,1.0311262437701225,2.92,6.0,237.3
504000,63,0.2133754349555533,1.3493045496940612,0.9293135535717011,0.0,667,-0.0003942575881956145,0.00677970404503867,0.9451155000925064,3.0,6.200000000000017,240.0
512000,64,0.21301989173323282,1.3397773432731628,0.9279974788427353,0.0,663,-0.00015540499822236598,0.0067183561087585985,0.9634271435439586,3.14,9.0,240.43
520000,65,0.21477156752775783,1.3321579539775847,0.924361834526062,0.0,660,-0.000506914786183188,0.0072124035999877375,0.9390066340565681,3.04,9.0,238.36
528000,66,0.2498109050806102,1.3426797139644622,0.9077795732021332,0.0,656,-0.0007907517900457606,0.008296365659334696,1.0573902973532676,3.17,9.0,240.26
536000,67,0.23505455807412584,1.342502179145813,0.9100204408168793,0.0,652,-0.00013278921629535036,0.008397990791127085,1.0675585508346557,3.03,8.100000000000009,240.0
544000,68,0.24156319421985514,1.333943098783493,0.9024264687299728,0.0,649,-0.0039579289837274705,0.008517467753845267,1.047365409731865,3.02,6.1000000000000085,243.83
552000,69,0.21677388751992954,1.3359288632869721,0.9068526059389115,0.0,645,0.0005397879652446136,0.007345753911067732,0.9771023511886596,2.96,6.0,243.59
560000,70,0.20794531416541115,1.3352751660346984,0.9367103773355484,0.0,642,-0.0017338768531317329,0.005851959076244384,0.8931248271465302,2.89,6.300000000000026,237.42
568000,71,0.26849971323095934,1.3362766051292418,0.8800370621681214,0.0,638,-0.001493909854325466,0.009631929381284862,1.1480479943752289,3.14,9.0,240.32
576000,72,0.2310806217597269,1.3503085803985595,0.88864193379879,0.0,634,-4.343997745309025e-05,0.008444505967781879,1.0781042328476906,3.01,9.0,235.52
584000,73,0.2442578359352404,1.3348434746265412,0.9181679505109787,0.0,631,-0.0007002199210546678,0.00860716043272987,1.0752988508343697,2.8,8.100000000000009,231.0
592000,74,0.24413649223440342,1.3336482512950898,0.9182037597894669,0.0,628,-0.0022395774902543054,0.007641296470537782,1.0133533388376237,2.53,6.0,224.19
600000,75,0.2225684241672012,1.3465729820728303,0.9133497041463852,0.0,625,-0.00035770832793787123,0.007604779574903659,0.9963230016827583,2.82,8.100000000000009,234.58
608000,76,0.21642134872858015,1.338586755990982,0.9427643412351608,0.0,621,9.368352909405075e-05,0.006091445360798389,0.8868421506881714,2.64,7.200000000000017,227.24
616000,77,0.2979196613334173,1.3336490762233735,0.8721235203742981,0.0,618,-0.0024531002301955594,0.011955965921515599,1.3012086853384972,2.69,6.1000000000000085,229.58
624000,78,0.3821982259194703,1.336570099592209,0.8332077157497406,0.0,615,-0.007340367859287653,0.01575822068436537,1.2850793015956878,3.02,7.200000000000017,239.63
632000,79,0.2883558487707699,1.3317385923862457,0.9085071867704392,0.0,612,-0.0040402731424546805,0.010237696815747767,1.1820511421561242,3.11,7.0,244.92
640000,80,0.26365192924834707,1.3233269023895264,0.9145292353630066,0.0,611,-0.0012470958672929555,0.008187652254709974,1.069589966237545,2.84,6.0,234.15
648000,81,0.2639789732107666,1.3287477326393127,0.8893718588352203,0.0,610,-0.0018245466689404567,0.009468974932096898,1.1553827932476997,2.85,5.1000000000000085,234.68
656000,82,0.24813490194786408,1.3098869228363037,0.9241421449184418,0.0,609,-0.0019731963575759437,0.007688463249942288,1.0533467435836792,2.92,6.0,235.53
664000,83,0.2753759726442771,1.306045459508896,0.8833982598781586,0.0,608,-0.002446283611061517,0.009410183909349144,1.1454405671358108,3.2,9.0,240.44
672000,84,0.2866395240073238,1.3147560083866119,0.8630599045753479,0.0,607,-0.001831977992260363,0.010108283874578773,1.2111708158254624,3.29,9.0,240.76
680000,85,0.31268658069567346,1.308446180820465,0.8820843327045441,0.0,606,-0.0022984335653018204,0.010340834483504296,1.2232356816530228,3.39,9.0,244.34
688000,86,0.24510835305829157,1.317853399515152,0.9186928224563599,0.0,605,-0.0004470885265618563,0.007629654278280214,1.0523443251848221,2.92,6.0,232.58
696000,87,0.27143534170731554,1.310882579088211,0.9000700336694717,0.0,604,-0.001668711990241718,0.008845861149020494,1.1171693122386932,3.07,7.0,239.38
704000,88,0.27242589043588106,1.300087296962738,0.8941311812400818,0.0,604,-0.0008016335751744919,0.009661786564392968,1.1473200714588165,3.33,8.100000000000009,246.71
712000,89,0.23871138562668423,1.3264679181575776,0.9078268855810165,0.0,603,-0.0003423217750969343,0.007516506706597283,1.038021445274353,3.58,9.0,253.31
720000,90,0.3808644940867143,1.292164960205555,0.8529297405481339,0.0,602,-0.002544686078108498,0.012538842099020257,1.3184511572122575,3.65,9.0,252.26
728000,91,0.28882995376502013,1.3072413897514343,0.9052639693021775,0.0,601,-0.000893213979434222,0.009214475909247994,1.1452634304761886,3.63,9.0,253.6
736000,92,0.2966826048590019,1.306312119960785,0.9040393108129501,0.0,600,-0.0031821057004708564,0.010159779242239892,1.2058455342054366,3.88,9.0,265.69
744000,93,0.3050397096798286,1.3268199026584626,0.8784962910413742,0.0,599,-0.001785527856554836,0.010579085601493716,1.2547317296266556,3.88,9.0,266.07
752000,94,0.29105365192234556,1.3206585931777954,0.8833250498771668,1.0,599,-0.0007904146454529837,0.010248529756208881,1.2088241776823998,3.93,8.100000000000009,266.11
760000,95,0.35966823479223997,1.3016198515892028,0.8940511071681976,1.0,598,-0.005079236006349674,0.011098838860634714,1.276820969581604,4.12,9.0,267.04
768000,96,0.35609385305375385,1.2929554963111878,0.8349215430021286,1.0,597,-0.004084553059365135,0.013677100711502134,1.4106335711479188,4.47,10.0,277.35
776000,97,0.37436494317599495,1.2335148131847382,0.8301901412010193,1.0,596,-0.001305481150338892,0.015542377238161861,1.5157781255245208,5.05,10.100000000000009,292.97
784000,98,0.400028384180501,1.2393053030967713,0.8189691913127899,1.0,595,-0.005517956814728677,0.01576150672044605,1.5176959842443467,5.43,12.0,304.05
792000,99,0.368271744928565,1.291316009759903,0.8582499432563782,1.0,595,-0.0027563856360211503,0.013257390975486488,1.4009932839870454,5.49,12.0,307.26
800000,100,0.37362420550976694,1.284331713914871,0.8764914178848267,1.0,594,0.0018630958934954833,0.013563372027128935,1.4119697099924087,5.47,11.0,305.08
808000,101,0.3701660742097895,1.2819864189624786,0.8386930078268051,2.0,593,-0.0024563775337446713,0.014465061402879655,1.4733006763458252,5.39,10.0,304.48
816000,102,0.41359742615065753,1.259946998357773,0.8391921746730805,1.0,592,-0.009207491279812529,0.0163929091533646,1.494894694685936,5.23,10.0,303.22
824000,103,0.35977232519819624,1.254983992576599,0.8565741580724716,1.9000000000000004,592,-0.0020271553727798162,0.01295941010583192,1.4032862085103988,5.61,11.0,313.89
832000,104,0.4140699977946196,1.2418401098251344,0.8092468583583832,2.0,591,-0.004200212560681394,0.01684287973679602,1.592247804403305,5.94,11.0,324.91
840000,105,0.47842838406614946,1.1876260697841645,0.7178176462650299,2.0,590,-0.00497481061713188,0.020768608399666846,1.7639647769927977,6.45,12.0,341.09
848000,106,0.3951602563414998,1.2530152571201325,0.8106424355506897,3.0,589,-0.00034240521054016424,0.015188386624213308,1.500300132036209,6.99,12.0,355.21
856000,107,0.3992758583789071,1.2343103289604187,0.8155668675899506,3.0,588,-0.002396440742595587,0.01480409680865705,1.494259005188942,7.27,12.0,358.27
864000,108,0.3546789064499651,1.2606343138217926,0.8582711374759674,3.0,588,-0.0017283791860972996,0.013328400405589491,1.4117665898799896,7.24,12.0,357.46
872000,109,0.4092861606285403,1.2379460728168488,0.8121648478507996,3.0,587,-0.00684531215345487,0.015590775306336582,1.5332541757822036,7.09,12.0,353.47
880000,110,0.4278524771184527,1.2139434576034547,0.803703846335411,3.9000000000000004,586,-0.005513356227093027,0.01717354609631002,1.6203685784339905,7.14,12.0,356.16
888000,111,0.4060646433857871,1.2018343210220337,0.8367929965257644,4.0,586,-0.005313750357599929,0.015369074982590974,1.5139807111024857,7.46,12.0,361.89
896000,112,0.4131674389114457,1.221814022064209,0.8157421296834946,4.0,585,0.0027575917330068477,0.015848458865657448,1.5427009451389313,7.66,12.0,372.23
904000,113,0.4507020041666642,1.2065403139591218,0.7927616488933563,4.0,585,-0.006957184089696966,0.01861801486229524,1.66788392663002,7.87,13.0,382.76
912000,114,0.40855519997628525,1.1956313800811769,0.8142300337553025,4.0,584,-0.005998884864675346,0.01573607967235148,1.5353421980142594,8.26,13.0,394.98
920000,115,0.4822647814802554,1.1807495611906051,0.7790441370010376,4.0,584,-0.0062821569526568055,0.0192473898595199,1.6449210155010223,8.17,13.0,389.59
928000,116,0.43672495387574467,1.2139542937278747,0.8096027839183807,4.0,583,0.0008696513435279485,0.0169081078004092,1.6050540685653687,8.12,13.0,390.82
936000,117,0.4593169744536831,1.216236525774002,0.7648971879482269,4.0,583,-0.004675953841069713,0.019108113991096617,1.7032737171649932,8.35,13.0,396.36
944000,118,0.40937574942439237,1.2161292219161988,0.8114384245872498,4.0,583,-0.002257521387655288,0.015833768369629977,1.5496628510951995,8.12,12.100000000000009,379.88
952000,119,0.39094355691625826,1.2017952907085419,0.8255131882429123,3.0,582,-0.006528847935260274,0.015730250617489217,1.5411393290758133,8.08,13.0,370.72
960000,120,0.4231436100241369,1.2119160902500152,0.7367873364686965,4.0,581,-0.0002482756043900736,0.01896998207550496,1.694326358437538,8.59,13.0,382.43
968000,121,0.458741353592137,1.185245887041092,0.7928857439756394,4.0,581,-0.005180066421162337,0.018399091670289636,1.6771767234802246,8.52,13.0,377.69
976000,122,0.46279300962991465,1.1736581921577454,0.8170287573337555,5.0,580,-0.005845615401049145,0.017448971057310702,1.6227857208251952,8.85,14.100000000000009,374.85
984000,123,0.43798071859995674,1.224392945766449,0.8126045846939087,5.0,580,-0.0004894618759863079,0.017430080776102842,1.6204974621534347,8.99,15.0,379.74
992000,124,0.44793911248938556,1.1937890601158143,0.7808973872661591,5.0,580,-0.0025624593207612635,0.018386702709831296,1.6772928982973099,9.06,15.0,391.52
1000000,125,0.4925764967758143,1.166087698340416,0.7679997622966767,5.0,579,-0.008834853085427313,0.020578655656427147,1.7754099667072296,9.05,15.0,394.5
1008000,126,0.38986041353244,1.2091108632087708,0.8110379827022552,5.0,579,-0.0036611080198781566,0.016187668894417584,1.5674757260084151,9.04,14.0,395.98
1016000,127,0.3945228288674973,1.1822567474842072,0.8055799955129623,4.0,578,-0.00556103736453224,0.016349154133349655,1.580460107922554,8.69,14.0,397.26
1024000,128,0.40727257177295534,1.1958099496364594,0.7821177566051483,5.0,578,-0.003317266570520587,0.016723269713111222,1.5808970880508424,8.79,13.100000000000009,399.53
1032000,129,0.4941439164625191,1.1927626514434815,0.7345666402578354,4.9,577,-0.006355870453699026,0.020505479308776556,1.7307248800992965,8.46,13.0,388.58
1040000,130,0.4489903885397347,1.158758472800255,0.8103535956144333,4.0,577,-0.004834394553035963,0.016906231408938766,1.6155084943771363,8.28,12.0,382.78
1048000,131,0.45608121715601,1.1800843167304993,0.8021984678506852,5.0,577,-0.003687950080493465,0.01922003655694425,1.7091237831115722,8.63,13.0,398.1
1056000,132,0.4748945504690782,1.1727577674388885,0.762039092183113,5.0,577,-0.006149448064388707,0.0215040341950953,1.8044396525621413,9.32,14.0,411.56
1064000,133,0.5189010366376406,1.1862932562828064,0.7568799918889999,5.0,576,-0.00481939558429076,0.021079247198067606,1.7855947148799896,9.84,15.0,421.69
1072000,134,0.4696270835425522,1.1825989806652069,0.8124685674905777,6.0,576,-0.009266550526517677,0.01844656130298972,1.6692449915409089,10.23,15.0,436.66
1080000,135,0.5078853494070509,1.1857866799831391,0.7655438560247422,6.0,575,-0.008499620953807607,0.021138933403417468,1.7608072566986084,10.5,16.0,443.83
1088000,136,0.46945934927652355,1.1994916439056396,0.7647869414091111,6.9,575,-0.0013213190334499813,0.020942405886016785,1.7596479094028472,11.21,16.0,453.3
1096000,137,0.49674771589082506,1.1814102482795716,0.7468227660655975,6.0,575,-0.00434308296215022,0.022878839720506222,1.7592121070623399,11.04,17.0,449.46
1104000,138,0.7053330107876421,1.1614097821712495,0.4953382205963135,4.0,574,-0.0027202771077281794,0.028314994587562977,1.9513464272022247,9.34,16.0,410.39
1112000,139,0.5646861004963472,1.144092487692833,0.7542290765047074,4.0,574,-0.006930761628318578,0.025069317552261054,1.9332939982414246,9.2,16.0,408.01
1120000,140,0.49183414623447136,1.1472099113464356,0.7485425263643265,4.0,574,-0.005266732685558963,0.0206314856139943,1.7785604250431062,9.92,17.0,416.53
1128000,141,0.45999607126741865,1.1876179563999176,0.7869672697782516,4.0,574,-0.0033430311002302913,0.019149514851160346,1.7006572359800338,9.4,16.10000000000001,411.87
1136000,142,0.5499488585736997,1.1644656884670257,0.7562737113237381,4.0,573,-0.006123574856610503,0.025212193145416676,1.9388533121347427,9.78,17.0,415.14
1144000,143,0.4954902619345586,1.1781972980499267,0.7543934291601181,4.0,573,-0.005651183305308223,0.021186317782849073,1.7943470841646194,11.21,18.0,446.11
1152000,144,0.5156886305139025,1.1672681176662445,0.7419813412427902,6.9,573,-0.0032727752151549792,0.023111469466239213,1.8840597546100617,12.78,20.0,477.02
1160000,145,0.5278490144891191,1.1589179360866546,0.7631613105535507,6.9,573,-0.003851507554354612,0.022018498429097234,1.8330892610549927,12.98,20.0,482.88
1168000,146,0.5122317141048286,1.1868146657943726,0.7790281003713608,7.0,572,-0.0039009342674398793,0.021192916934378445,1.7927061706781386,13.01,19.10000000000001,488.35
1176000,147,0.48636559947015995,1.1755644965171814,0.7583017313480377,7.0,572,-0.0037975783651927487,0.020948200994171204,1.784617798924446,13.45,20.0,496.66
1184000,148,0.5498636951001388,1.1457844650745392,0.7387277555465698,7.0,572,-0.006030893183778971,0.023872029706835746,1.9116040098667144,13.49,20.0,507.97
1192000,149,0.6092739878741358,1.142639591693878,0.7130322813987732,7.0,571,-0.005462083253078163,0.028317608488723636,2.0693466424942017,13.63,20.0,511.06
1200000,150,0.575543928612446,1.129139564037323,0.7458751130104065,8.0,571,-0.008523560439643916,0.02532965746242553,1.9550754910707473,13.22,18.10000000000001,512.7
1208000,151,0.5009617309970892,1.1194723701477052,0.7881478667259216,8.0,571,-0.006051110818516463,0.0204908524826169,1.7599994611740113,13.07,19.10000000000001,510.53
1216000,152,0.542701385752044,1.1243425685167312,0.7379098033905029,8.0,570,-0.004787235398543999,0.023439742005430163,1.888010710477829,13.22,19.10000000000001,509.96
1224000,153,0.5316546923610598,1.1234002614021301,0.7780736595392227,8.0,570,-0.004954468753712717,0.02136788677889854,1.804878693819046,13.29,20.0,512.81
1232000,154,0.6616496454188858,1.132991425395012,0.6904923993349076,8.0,570,-0.013066404722630978,0.030140997422859073,2.12132230758667,13.54,20.0,516.16
1240000,155,0.5366610958869239,1.1253687554597855,0.7660360991954803,8.0,570,-0.00770901415264234,0.02402424916625023,1.915931693315506,13.27,19.10000000000001,515.81
1248000,156,0.6231382809653956,1.1168465703725814,0.6874674957990646,8.0,569,-0.003499333419385948,0.028034003828652204,2.016762251853943,13.4,20.0,503.2
1256000,157,0.5837930622201835,1.123081201314926,0.7382407927513123,8.0,569,-0.009090796606615185,0.027470493484288455,2.025237889289856,13.6,20.0,506.79
1264000,158,0.6292808809164042,1.097466493844986,0.7163897407054901,8.0,569,-0.014433456396800467,0.028426219485700132,2.066200911998749,14.04,21.0,509.13
1272000,159,0.6901600173625905,1.0716885578632356,0.7047874218225479,8.0,568,-0.01443984614496003,0.031185218188911675,2.1756139719486236,14.62,21.0,512.86
1280000,160,0.593665087947023,1.0729585176706313,0.7139461970329285,8.0,568,-0.008035304844379426,0.027286496385931967,2.0264902102947233,14.63,21.0,510.0
1288000,161,0.5580065238454888,1.0770839619636536,0.7390040946006775,9.0,568,-0.006980343910872762,0.025913148624822496,1.964209874868393,14.97,21.0,521.89
1296000,162,0.5356979320300905,1.1257495361566543,0.7675454270839691,10.0,568,-0.006848795011173934,0.024065925530157982,1.9022494959831238,15.54,22.0,539.24
1304000,163,0.5836720049788956,1.0946090018749237,0.7455904966592789,9.9,567,-0.008181118898210115,0.023743892461061476,1.8972277462482452,15.16,22.0,533.82
1312000,164,0.5363860744201148,1.1134955817461014,0.72964017868042,8.0,567,-0.005114614925296337,0.02465737716294825,1.9269635617733,15.13,22.0,528.54
1320000,165,0.5748530820715277,1.1245072788000108,0.7172848737239838,8.9,567,-0.00795558191719465,0.02482634858228266,1.9387877708673478,14.73,21.10000000000001,520.1
1328000,166,0.5690726568361353,1.077811331152916,0.7527955591678619,8.0,567,-0.005241342727094889,0.02600779777392745,1.986108502149582,14.76,22.0,517.06
1336000,167,0.5304571564573978,1.1134699124097824,0.7220025056600571,8.0,566,-0.007915033450117334,0.024849432762712242,1.9322539341449738,15.07,22.10000000000001,519.74
1344000,168,0.5761019731585189,1.0947905391454698,0.7232625669240952,8.0,566,-0.005471446911979001,0.026539431512355806,2.0123064613342283,15.01,22.0,512.58
1352000,169,0.6232074983820353,1.1049683147668838,0.7083949732780457,8.9,566,-0.008534330248367042,0.030560248419642447,2.1091094720363617,15.0,22.10000000000001,513.11
1360000,170,0.5948483268242423,1.1170873516798019,0.7084528464078903,10.0,566,-0.011005946238292381,0.028048769384622575,2.0588872706890107,16.42,24.0,536.09
1368000,171,0.5682422906170264,1.115765818953514,0.7109457659721374,10.0,566,-0.0007167706434847787,0.027534069754183293,2.021464612483978,16.38,24.0,536.05
1376000,172,0.527152179240112,1.1303254109621048,0.7659807789325714,10.0,565,-0.010928887610207312,0.023322538090869784,1.881378642320633,16.63,24.0,547.96
1384000,173,0.5144987133516645,1.1375773906707765,0.7568300068378448,10.0,565,-0.0015301328646455659,0.023258563303388654,1.8856488782167435,16.89,24.0,563.39
1392000,174,0.5849529761163874,1.117745470404625,0.6569974064826966,10.0,565,-0.009116101399995387,0.029668244561180473,2.087257142663002,16.89,24.0,559.4
