PMM:episode_rewards,P01:episode_rewards,episode_length,P09:episode_rewards,epoch_idx,fps,policy_loss,value_loss,policy_entropy,grad_norm,frames,advantage_norm,explained_variance
0.95,0.0,164.51,2.0,19,327,-0.008945848664443473,0.021577337132912364,1.3757058000564575,0.5406807781977461,152000,1.4085790526866913,0.20595440566539763
1.16,0.0,172.98,3.0,20,334,-0.003505201924708672,0.01246867623354774,1.3703957903385162,0.3632191765612785,160000,1.2701098480820656,0.34768067181110385
1.5,0.0,184.43,3.0,21,340,-0.005432019132249479,0.014779449831694364,1.3630710279941558,0.41379579191799293,168000,1.403809046447277,0.516945531964302
1.59,0.0,187.18,4.0,22,347,-0.0017933471215656027,0.0127278443868272,1.3484213888645171,0.3765157946637288,176000,1.2953473690152169,0.5667242616415024
1.9,0.0,200.75,4.1000000000000085,23,354,-0.0026622517663781762,0.011391167393885553,1.363640525341034,0.41271173646820514,184000,1.2604168179631232,0.7583271843194962
1.61,0.0,191.31,4.1000000000000085,24,360,-0.0010863242347113554,0.01420441706199199,1.36497997879982,0.4335916361852314,192000,1.4118516337871552,0.7523165565729141
1.95,0.0,202.25,5.0,25,365,-0.006324637480938691,0.011234308326384052,1.3486492955684661,0.4364261294481922,200000,1.2454485526680947,0.7786392366886139
1.91,0.0,201.82,5.1000000000000085,26,371,-0.003913137127419759,0.009006968608591705,1.3547480535507201,0.34772056408465046,208000,1.133865350484848,0.8610248500108719
1.44,0.0,184.79,4.1000000000000085,27,377,-0.00031627377204131337,0.006996841424843296,1.3589745545387268,0.2834601043354427,216000,0.9824278193712235,0.8667766618728637
1.49,0.0,185.93,4.1000000000000085,28,382,0.0005770483985543251,0.005665272649494,1.3560383236408233,0.24570715599507337,224000,0.8678682185709476,0.9422713422775268
1.88,0.0,202.06,5.0,29,389,-0.0026171918626641854,0.008619198899250478,1.333330100774765,0.2982244934237388,232000,1.083572508096695,0.903517661690712
1.89,0.0,199.92,5.0,30,388,-0.0007965265108214226,0.004697498400346376,1.3450165176391602,0.22313152459379143,240000,0.796772800385952,0.9417349475622178
1.84,0.0,197.97,5.0,31,393,-0.0009053544665221125,0.006170882239821367,1.356186579465866,0.25212179101890314,248000,0.8950188884139061,0.940119754076004
1.89,0.0,202.06,5.0,32,398,-0.002600098434777465,0.006175650891964324,1.3597020089626313,0.2743353502911587,256000,0.882753058373928,0.9349292403459549
2.0,0.0,206.92,5.0,33,401,-0.0007232141727581621,0.007547149093588814,1.3594236707687377,0.31412757217648035,264000,1.0190329486131668,0.8918133932352066
1.94,0.0,201.53,5.0,34,406,-0.0005283686895563732,0.0063465426221955565,1.3615643072128296,0.2611144824713595,272000,0.9102783209085464,0.9223597794771194
1.7,0.0,192.84,5.0,35,409,-0.002295968338585226,0.006905265708919615,1.3738103449344634,0.28107989415608725,280000,0.9703944218158722,0.8905590295791626
1.84,0.0,195.27,5.0,36,414,0.001264895866625011,0.010811796076595784,1.356264889538288,0.3517994955681666,288000,1.056855365037918,0.858112518787384
2.08,0.0,203.71,5.1000000000000085,37,417,-0.002261097660375526,0.006268425469752401,1.347190967798233,0.27899458754057954,296000,0.9168896514177323,0.9445423585176468
2.01,0.0,201.72,5.0,38,420,-0.00023417263408191503,0.0039062538565485735,1.3515089809894563,0.20484740652964162,304000,0.728911224603653,0.9548642873764038
1.59,0.0,189.87,5.0,39,424,-0.0006929787654371466,0.005440176088595763,1.3537415838241578,0.2283529219000362,312000,0.8525566330552101,0.9516752845048905
1.72,0.0,194.14,5.0,40,426,-0.0006818201461646822,0.005508034845115617,1.3698291099071502,0.22923843803783325,320000,0.8638203489780426,0.9126487630605697
1.99,0.0,203.87,5.0,41,429,-0.0034654808716732075,0.007217333643930033,1.3563185119628907,0.3230224836047541,328000,0.9544698783755302,0.9256852883100509
2.04,0.0,206.36,5.0,42,431,-0.0017829500568041113,0.008535405374132096,1.3589872694015503,0.2898275645334472,336000,1.0422861659526825,0.9226484650373459
2.48,0.0,221.39,6.0,43,434,-0.002801202501868829,0.010170783114153892,1.3549182963371278,0.3191915218655533,344000,1.2104896986484528,0.8692456966638565
2.58,0.0,225.12,6.1000000000000085,44,438,-0.0005377817225235049,0.003992759204120375,1.3281344449520112,0.18910199193402874,352000,0.7211023426055908,0.9614321762323379
2.49,0.0,225.78,6.0,45,441,0.00029113759752362966,0.00577439610962756,1.355268929004669,0.23354676892409945,360000,0.8516367229819298,0.9397191512584686
2.55,0.0,226.71,7.0,46,444,-0.001013080074917525,0.005570770568447188,1.3593976974487305,0.22763850025297871,368000,0.8436864697933197,0.9268781578540802
2.46,0.0,222.9,6.1000000000000085,47,447,0.00024586894724052397,0.00418337233888451,1.3624230909347534,0.19923401743147237,376000,0.7601787224411964,0.9641466641426086
2.14,0.0,209.54,5.1000000000000085,48,450,-0.002390795407118276,0.006022490924806334,1.360993036031723,0.23681836731112543,384000,0.8782425013184547,0.9162536615133285
2.08,0.0,212.44,5.0,49,452,-0.0001619037524505984,0.004811202634591609,1.3664758694171906,0.1992257540645668,392000,0.7981552270054817,0.941902249455452
2.23,0.0,216.1,5.0,50,455,-0.0013968347309855744,0.0065660603751894085,1.3640639233589171,0.2636557342645801,400000,0.9565496483445167,0.9183886963129043
2.5,0.0,223.21,5.0,51,457,-0.00010485210688784718,0.008140849141636864,1.3648853719234466,0.28692002779403614,408000,1.065394386947155,0.9005434828996658
2.28,0.0,213.32,5.0,52,460,-0.004053099479351658,0.011239274563267827,1.3513707196712494,0.34572774301684767,416000,1.2671201455593109,0.8375168836116791
2.03,0.0,203.83,4.1000000000000085,53,463,0.0002263636008137837,0.008596156799467281,1.3579723691940309,0.2850182606691185,424000,1.0740969121456145,0.8806978499889374
1.94,0.0,202.01,4.0,54,465,-0.004768431359843816,0.011674664218444377,1.3389517772197723,0.388552949384732,432000,1.2944016522169113,0.8390854918956756
2.01,0.0,204.55,5.0,55,468,-0.0019372027227655053,0.011124447538750247,1.3432755482196808,0.3563284160777517,440000,1.2633464986085892,0.8496148180961609
2.15,0.0,210.74,5.0,56,469,4.2520439310465006e-05,0.005032893425086513,1.3453103625774383,0.23471870266451528,448000,0.8432405212521553,0.9348341530561447
2.5,0.0,223.78,5.0,57,472,-0.0013250263797817752,0.007982451344141737,1.3457762789726258,0.2753514576676494,456000,1.0687739059329033,0.8859255582094192
2.39,0.0,219.12,5.0,58,474,-0.0014019736581030885,0.008066419085953385,1.3466709017753602,0.29211858437462257,464000,1.073519924581051,0.896381464600563
2.44,0.0,221.83,5.1000000000000085,59,476,-0.0007537972701902617,0.008319590019527822,1.3303934884071351,0.3077435254819261,472000,1.0524373289942741,0.9171578520536423
2.64,0.0,226.6,6.0,60,478,-0.001274991149402922,0.006596831109491177,1.3344863653182983,0.25981979239810565,480000,0.9541825062036514,0.9237602663040161
2.91,0.0,236.21,8.0,61,480,0.00047179927161778324,0.007488601495278999,1.3303764379024505,0.2677385542678272,488000,1.0167731481790543,0.9280742591619492
2.72,0.0,228.26,8.0,62,482,-0.0009537103269758518,0.007599183554411866,1.3376933908462525,0.2855478036641298,496000,1.0323326498270036,0.921780481338501
2.63,0.0,228.1,6.0,63,484,-0.002780070461158175,0.008409784641116858,1.3237657809257508,0.2932764196475081,504000,1.0780742782354356,0.9094894742965698
2.69,0.0,227.98,8.0,64,486,-0.004696472184441518,0.0070009938708972186,1.32020112991333,0.28156091571661007,512000,0.9857338851690293,0.9237294614315033
2.87,0.0,232.07,8.0,65,488,-0.001522715066530509,0.0075067325192503635,1.3258459222316743,0.29833693436035785,520000,1.031545958817005,0.9165530627965928
3.08,0.0,239.0,8.100000000000009,66,490,-0.0029376041376963256,0.009239537455141545,1.314138799905777,0.3217927853379534,528000,1.1602576357126235,0.8888767558336258
2.88,0.0,234.28,7.0,67,492,-0.001731538803433068,0.008251883024349808,1.2979419088363648,0.28754282362932776,536000,1.0788172352313996,0.8989326149225235
2.59,0.0,225.04,6.0,68,494,-0.0019221188744995743,0.010737244160845877,1.3183964478969574,0.34486967375470845,544000,1.2432357007265091,0.8689574700593948
2.93,0.0,234.02,7.1000000000000085,69,496,-0.0012662751681637018,0.010457805006299168,1.3208194863796234,0.3303056371068272,552000,1.2334024494886398,0.8773363220691681
3.25,0.0,243.77,8.100000000000009,70,498,-0.0013291303061123473,0.009741321073379368,1.3061167371273041,0.3400851558552458,560000,1.1912309515476227,0.888067290186882
2.96,0.0,235.22,7.1000000000000085,71,499,-0.0006221073771303054,0.007683690160047263,1.3139191722869874,0.28921828438309466,568000,1.0492913365364074,0.9128112816810607
2.77,0.0,231.82,7.0,72,501,-0.0021739009601878935,0.008103748427238315,1.3256295263767242,0.29246274705465575,576000,1.0732253161072731,0.9076483482122422
2.76,0.0,232.96,6.0,73,503,-0.0009662063630094054,0.008922973843291403,1.3418787360191344,0.3274447776009843,584000,1.1365078556537629,0.8964821165800094
3.01,0.0,244.37,6.0,74,505,-0.0017297030350891874,0.008338097238447518,1.3254960870742798,0.2941707603851511,592000,1.1054239821434022,0.8932404911518097
3.13,0.0,244.69,7.0,75,507,-0.003953484297962859,0.009814829595852644,1.314177109003067,0.31559164344757795,600000,1.2110202670097352,0.8899401611089707
3.45,0.0,254.38,9.0,76,508,-0.0023059617244871335,0.008221107781864703,1.2914677298069,0.30189298126206493,608000,1.0897889691591263,0.8963024204969406
3.18,0.0,241.31,9.0,77,509,0.0003270863834768534,0.00885400892002508,1.2993812799453734,0.30330074715583466,616000,1.1346640208363532,0.8990838539600372
3.3,0.0,245.93,9.0,78,511,-0.0031306351258535868,0.006508830420789309,1.3029804575443267,0.257707858027901,624000,0.9522730773687362,0.9305472761392594
3.14,0.0,241.1,9.0,79,513,-0.0011645762546686456,0.008656976490165107,1.3123422729969025,0.29968614403318306,632000,1.1316697400808335,0.9095945757627487
3.34,0.0,247.0,9.0,80,514,-0.0021431160473730417,0.009846031675115227,1.317814997434616,0.33437116351431373,640000,1.1822006630897521,0.8923295211791992
3.29,0.0,245.93,9.0,81,516,-0.0022785067740187515,0.009383181484881788,1.311460165977478,0.3381189573319836,648000,1.1757476776838303,0.9047933024168014
3.64,1.0,263.08,9.0,82,517,-0.002817597903776914,0.011391435512341558,1.3100675189495086,0.3253685778505598,656000,1.2945262622833251,0.8642885321378708
3.76,1.0,269.47,8.100000000000009,83,518,-0.0029567307682009415,0.010758555592037738,1.3213385248184204,0.3472268432993967,664000,1.2464589405059814,0.8727011162042618
3.87,1.0,277.56,7.0,84,520,-0.00033393822726793585,0.010835540334228426,1.2862188148498535,0.32509902418020525,672000,1.259648842215538,0.8669760662317276
4.2,1.0,286.07,9.0,85,521,-0.003380677690147422,0.010552499319892376,1.3246164894104004,0.3422913019293315,680000,1.2565167236328125,0.8755891191959381
4.48,1.0,293.51,10.0,86,522,0.00043072478103567847,0.012223031274043023,1.3138317906856536,0.37551367171877814,688000,1.3363484531641006,0.8545357632637024
4.61,1.0,297.49,10.0,87,524,-0.003966854637255892,0.01360156635288149,1.299794509410858,0.41937335963628847,696000,1.4267354172468185,0.8510271400213242
4.73,1.0,301.99,10.0,88,525,-0.009370979081140832,0.014871603026986122,1.2912955737113954,0.4863890142121993,704000,1.4882249873876572,0.8292015904188156
4.61,1.0,294.28,9.100000000000009,89,526,-0.005185966721328441,0.012467299475101754,1.2970853960514068,0.394623871903487,712000,1.3379930233955384,0.8730894041061401
4.65,1.0,292.12,9.0,90,527,-0.004083915835944935,0.01625438980991021,1.2923008060455323,0.4476229377304451,720000,1.546218026280403,0.8191485524177551
5.16,1.0,304.28,10.0,91,529,-0.003679083876841105,0.014502876834012569,1.2842256581783296,0.41456366177784676,728000,1.467141410112381,0.8393723690509796
5.31,1.0,306.85,10.0,92,529,-0.003572230689605931,0.013912573214620352,1.2967366790771484,0.4079384394190692,736000,1.4495108950138091,0.84104711830616
5.41,2.0,315.24,10.0,93,531,-0.006339054954587482,0.013118165293708444,1.2784613490104675,0.43707879912228814,744000,1.4114851397275925,0.8579007577896118
5.43,2.0,322.02,10.0,94,532,-0.00395427432958968,0.014952656496316195,1.2515223181247712,0.45737472217912173,752000,1.5033110618591308,0.8570810508728027
5.63,2.0,330.91,10.0,95,533,-0.0034635629900731145,0.01708167861448601,1.2568220400810242,0.48502019483373204,760000,1.6116208136081696,0.8100448507070541
5.85,3.0,341.91,10.0,96,534,-0.004518255337025039,0.016683406853117047,1.2761359322071075,0.461545444058183,768000,1.5948150926828384,0.8135841435194016
6.17,3.0,350.4,11.0,97,535,-0.005468100601137849,0.017563516907393932,1.249675054550171,0.45763889380584494,776000,1.6372047829627991,0.8020545959472656
6.31,3.0,349.53,11.100000000000009,98,536,-0.0022282372001791373,0.018355062007904054,1.2285689520835876,0.4847466199451016,784000,1.673340300321579,0.7914992165565491
6.16,2.9000000000000004,342.22,10.100000000000009,99,537,-0.006089738521768595,0.017644635066390038,1.2418163299560547,0.4779190857878698,792000,1.6242909216880799,0.8160486972332001
6.39,2.9000000000000004,347.12,11.0,100,538,-0.0050139767944347114,0.01619657464325428,1.2500731360912323,0.4746963098004294,800000,1.556352680325508,0.8091956841945648
6.48,2.9000000000000004,350.89,11.0,101,539,-0.0037422312190483354,0.01498195219784975,1.239709930419922,0.4585986286044321,808000,1.5136489707231522,0.8112267851829529
6.39,4.0,352.0,10.0,102,540,-0.008158576033893042,0.017787590404041112,1.2159107494354249,0.5385414494720834,816000,1.6452973276376723,0.8035276484489441
6.76,3.9000000000000004,364.79,11.100000000000009,103,541,-0.002210072016096092,0.015678722090087832,1.2369383084774017,0.48437618709051533,824000,1.532150418162346,0.8289358872175216
6.99,4.0,370.96,12.0,104,542,-0.003940617375192233,0.01574985673185438,1.2329444551467896,0.479161204973746,832000,1.547931957244873,0.8194605964422226
7.3,4.0,379.52,12.0,105,543,-0.00285161683219485,0.01821080316323787,1.239756144285202,0.4823884857049899,840000,1.6584797126054764,0.7948289722204208
7.51,4.0,383.03,12.0,106,542,-0.0036517419858137145,0.016235939962789415,1.2552557945251466,0.465615701051195,848000,1.5757428061962129,0.8137494027614594
8.09,4.0,392.7,12.0,107,543,-0.004158281120471657,0.01708191796671599,1.2340436577796936,0.5162421517113626,856000,1.6110116106271744,0.8123125636577606
8.03,4.0,389.66,12.0,108,543,-0.008062993345665745,0.017391008688136936,1.2241287815570832,0.506796636179404,864000,1.6296488922834396,0.7838347220420837
8.5,4.0,399.8,13.0,109,544,-0.0029839529890887204,0.020059791537933053,1.2536333537101745,0.5326891085706132,872000,1.7377243745326996,0.755427782535553
8.86,4.0,412.3,13.100000000000009,110,544,-0.0035329886589897798,0.018620419967919587,1.2379794895648957,0.5153133654139348,880000,1.6690158545970917,0.7650675010681153
9.62,4.0,421.71,14.0,111,545,-0.00345860175031703,0.01833243075059727,1.182817370891571,0.5705216569796918,888000,1.6637936812639236,0.773322936296463
9.73,4.0,422.91,15.0,112,545,-0.0040798498608637605,0.015965671837329866,1.2191888725757598,0.4570159478575201,896000,1.5630142134428024,0.8103512287139892
9.94,5.0,434.61,15.0,113,546,-0.002132171835983172,0.017519842563197018,1.2481479358673095,0.4976146587872508,904000,1.6044729870557786,0.7915519911050797
9.9,5.0,436.3,15.100000000000009,114,547,-0.0031130802899133414,0.019239245005883275,1.232411960363388,0.5026202199468591,912000,1.7158807611465454,0.7577720987796783
9.78,5.0,432.31,15.0,115,548,-0.0031438764345512026,0.0196446961350739,1.1828186011314392,0.5734721683467672,920000,1.7060331034660339,0.747255756855011
9.97,5.0,439.22,15.0,116,548,-0.006701129975845106,0.020072458339855076,1.2241422963142394,0.5605772563383716,928000,1.7496570706367494,0.7613315486907959
9.81,5.0,444.78,15.0,117,549,-0.0032369504403322934,0.01663557826075703,1.2226204586029052,0.4797637347262538,936000,1.5825898146629334,0.7805002981424332
9.89,5.9,446.02,14.100000000000009,118,550,-0.0059295954144909045,0.019863950037397445,1.2457254457473754,0.5618934190303368,944000,1.7398832035064697,0.7740649789571762
9.91,5.9,447.66,14.0,119,551,-0.00497899541282095,0.01934496302623302,1.2437073945999146,0.5844698556247339,952000,1.7125865995883942,0.7995928335189819
9.7,5.0,438.51,14.0,120,551,-0.004000088095199317,0.018589759664610028,1.2315557646751403,0.5088037498710523,960000,1.6806197947263717,0.8150555670261384
10.11,6.0,439.15,14.0,121,552,-0.008905037796357646,0.018286614399403333,1.2214052450656891,0.5298743118478102,968000,1.6592745459079743,0.8115734994411469
10.38,6.0,450.06,15.100000000000009,122,552,-0.004029547739773989,0.016880508698523044,1.2181187748908997,0.4442773182160778,976000,1.5868757963180542,0.792706840634346
10.84,5.9,457.2,17.10000000000001,123,553,-0.006930778384667064,0.02112194667570293,1.1522498786449433,0.5193804236024362,984000,1.7969006156921388,0.7554995268583298
10.75,5.9,455.07,16.10000000000001,124,554,-0.005608150179614313,0.018398764035664497,1.171365988254547,0.5192894933610096,992000,1.6830810940265655,0.7820992010831833
10.75,5.0,453.25,17.0,125,554,-0.005278267735848203,0.018867731234058736,1.1719677913188935,0.6634084446852375,1000000,1.6994501411914826,0.7845777022838593
11.09,6.0,470.07,17.10000000000001,126,555,-0.007193343141698279,0.020629785377532243,1.17403000831604,0.5554694109982865,1008000,1.7744307720661163,0.7732960271835327
10.73,5.0,469.52,17.0,127,555,-0.005211442755535245,0.021439793929457666,1.1887367737293244,0.5521423584315285,1016000,1.8026899445056914,0.7891278529167175
10.64,5.9,468.38,17.0,128,555,-0.004805418027735868,0.020000977707095444,1.19160737991333,0.5689125133030047,1024000,1.7428450334072112,0.7778118044137955
10.63,6.9,473.54,15.0,129,556,-0.008336784872226418,0.02070181066635996,1.170625347495079,0.5638877777736082,1032000,1.774693421125412,0.7739864403009414
11.01,7.0,481.7,15.100000000000009,130,556,-0.007431012860615737,0.0195607689069584,1.1949672651290895,0.5149504726851099,1040000,1.723866953253746,0.7853639197349548
11.44,7.0,493.18,16.0,131,556,-0.006980885281736846,0.019612134881317616,1.1753699731826783,0.5319296275248148,1048000,1.7290381902456284,0.7953649473190307
11.38,7.0,496.77,16.0,132,557,-0.006119329983484931,0.01898733271751553,1.1856255304813386,0.547283488777179,1056000,1.7038342618942262,0.7713355624675751
11.79,8.0,508.34,16.0,133,557,-0.006978001772195057,0.023186284457333384,1.1606862378120422,0.6127565441181662,1064000,1.8878914391994477,0.7696122795343399
11.75,7.0,512.97,16.0,134,557,-0.008347886866431509,0.0243411596538499,1.157889531850815,0.6330030985788483,1072000,1.9206451153755189,0.7542231577634811
12.02,8.0,527.54,16.10000000000001,135,558,-0.004679975371691398,0.02231502910144627,1.1628260606527328,0.528635286004008,1080000,1.8424542427062989,0.7694088238477707
12.33,8.0,539.26,17.0,136,558,-0.0014423104870365932,0.02074785334058106,1.1790104758739473,0.5832120170466228,1088000,1.7791891986131667,0.7792328011989593
12.56,7.9,542.92,18.0,137,559,-0.007569470984162763,0.022048590667545796,1.2048270153999328,0.5796167742816233,1096000,1.8216100811958313,0.7630729228258133
12.61,8.0,548.29,17.0,138,559,-0.004749180076178163,0.01992141381371766,1.1869320595264434,0.5365973105368154,1104000,1.735733951330185,0.7599020475149154
12.87,8.0,549.16,18.0,139,559,-0.004915614309720695,0.021737698875367643,1.1860834288597106,0.6238337477567056,1112000,1.8140653300285339,0.7729958134889603
13.07,8.0,553.39,18.0,140,559,-0.008040174991474486,0.023640452418476343,1.1727208948135377,0.6379776032334505,1120000,1.8904506856203078,0.7672067093849182
13.32,8.0,548.54,18.10000000000001,141,560,-0.011498072499525733,0.02370815597474575,1.1264709997177125,0.6856963902525745,1128000,1.8954614853858949,0.7811653208732605
12.96,7.0,535.31,18.0,142,560,-0.002072387039370369,0.021458607465028763,1.1514052945375441,0.5682623787022298,1136000,1.7986590784788132,0.7564367407560348
13.04,7.0,532.95,18.0,143,560,-0.010710775341140106,0.024802759517915548,1.1648598003387451,0.64838003524247,1144000,1.9356133770942687,0.7347028774023056
13.33,7.0,533.62,18.10000000000001,144,561,-0.001152781103446614,0.021074928869493307,1.1830675601959229,0.5425707603766768,1152000,1.7893051707744598,0.7698122924566269
13.37,7.0,536.91,18.0,145,561,-0.006567731871036812,0.023266170630231498,1.1833761215209961,0.5941781729066549,1160000,1.882766032218933,0.7536405301094056
13.45,7.0,531.28,18.10000000000001,146,561,-0.009208064198901411,0.025842801933176816,1.1886489164829255,0.6287916960784349,1168000,1.962805033326149,0.7470716917514801
13.48,7.9,531.53,20.10000000000001,147,561,-0.0014690883411094546,0.021982013904489575,1.1366465097665788,0.5867857423439352,1176000,1.821980403661728,0.749300901889801
13.86,8.0,540.7,21.0,148,562,-0.009241718975827097,0.02528838188853115,1.1552108067274094,0.6557666544159569,1184000,1.9596104592084884,0.757755861878395
14.33,9.0,553.89,21.0,149,562,-0.012838144120760262,0.02678751586936414,1.1865780377388,0.684095392973785,1192000,2.0207583224773407,0.7533281368017196
14.34,9.0,562.12,20.10000000000001,150,562,-0.008588873190019513,0.02446734526194632,1.149130876660347,0.6596137686278482,1200000,1.9262436974048613,0.7464295351505279
14.47,9.0,568.1,21.0,151,562,-0.004036944477702491,0.025118259652517735,1.1682904696464538,0.6253901862325587,1208000,1.9496769952774047,0.7466427701711654
14.8,9.0,571.39,22.0,152,563,-0.009218902114080265,0.024484598422423006,1.1677738773822783,0.638090140189863,1216000,1.9382413339614868,0.766000434756279
15.04,9.0,585.99,22.0,153,563,-0.009339295417303219,0.02850412392988801,1.1454119575023651,0.7535757057224928,1224000,2.063646674156189,0.7509546482563019
15.32,9.9,594.71,22.0,154,563,-0.010827509388254839,0.02570396710652858,1.137937873005867,0.6320815835780054,1232000,1.9595256841182709,0.7354155445098877
15.45,9.0,597.61,22.10000000000001,155,563,-0.006014667980343802,0.024717569756321608,1.1283978146314622,0.6403550607854706,1240000,1.9191107547283173,0.7011989903450012
16.0,9.9,603.39,23.10000000000001,156,564,-0.002297726614633575,0.0257564658485353,1.1181639969348907,0.6987172822351667,1248000,1.9528650832176209,0.7060684245824814
16.4,10.0,611.53,24.0,157,564,-0.009083076683309628,0.025698130982927978,1.1295219188928605,0.6416925347379733,1256000,1.9782316553592683,0.7430381679534912
16.49,10.0,608.26,24.0,158,564,-0.008072246317169629,0.0258759609144181,1.1088209867477417,0.7229996443048476,1264000,1.9839487063884735,0.7430230396986007
16.43,10.0,607.88,23.10000000000001,159,564,-0.016279542822157964,0.029082345040515066,1.0272502619028092,0.8840071949807025,1272000,2.099947782754898,0.7269197356700897
16.45,10.0,600.39,24.0,160,564,-0.002105030073726084,0.021895429198630155,1.0466671073436737,0.5920124803252601,1280000,1.807014021873474,0.7616609311103821
16.35,10.0,602.34,22.10000000000001,161,564,-0.005575819968362339,0.02302597097121179,1.0683169782161712,0.605487118481045,1288000,1.8762763035297394,0.7613526225090027
16.63,10.0,605.38,22.10000000000001,162,565,-0.015994985550642014,0.028234943277202548,1.0798123204708099,0.766258939060715,1296000,2.045951734185219,0.7346189779043197
16.7,10.0,608.6,24.0,163,565,-0.011822648433153518,0.028140786373987793,1.053747746348381,0.6667226585499096,1304000,2.0434547197818755,0.7136554193496704
16.85,10.0,607.82,24.10000000000001,164,565,-0.004462998924718704,0.028009104868397118,1.0566782873868943,0.6799251511557288,1312000,2.0520133638381957,0.7069761693477631
17.18,10.0,619.52,25.0,165,565,-0.006511584015097469,0.024974980116821824,1.107964129447937,0.6766304987540078,1320000,1.9418438094854356,0.7435095477104187
17.7,10.0,625.88,26.10000000000001,166,566,-0.009585559480183293,0.027635498950257898,1.0990971839427948,0.6939721861989462,1328000,2.0323852032423018,0.7053451758623123
17.78,10.0,636.16,26.10000000000001,167,566,-0.010302657367665233,0.022932227160781624,1.078631225824356,0.6433226841939483,1336000,1.8721426498889924,0.7642762076854706
18.03,11.0,641.48,26.10000000000001,168,566,-0.008297468813834712,0.027474877587519587,1.077726913690567,0.7144569999435819,1344000,2.035611934661865,0.7347078663110733
18.73,10.9,654.54,28.0,169,566,-0.010299137491529109,0.030446697999723257,1.0427956509590148,0.776154954232581,1352000,2.143774721622467,0.6851506876945496
18.97,10.0,655.17,29.0,170,567,-0.008351770557455894,0.03140815809369087,1.0335822641849517,0.7150833039036537,1360000,2.17103023648262,0.6802765333652496
19.44,11.9,672.95,29.10000000000001,171,567,-0.011251307481434197,0.02769120378419757,1.080101097226143,0.6818359956409777,1368000,2.0345518040657042,0.7252193528413773
18.46,10.0,657.91,28.10000000000001,172,567,-0.0036325805744854734,0.022752891983836888,1.0569191926717758,0.6239887134305298,1376000,1.8666597175598145,0.75315724670887
18.63,10.0,657.1,29.10000000000001,173,567,-0.0034781958188978023,0.02509778020437807,1.024655112028122,0.7416482127385231,1384000,1.9267913126945495,0.681700474023819
