value_loss,advantage_norm,policy_entropy,episode_length,P09:episode_rewards,grad_norm,frames,PMM:episode_rewards,epoch_idx,policy_loss,P01:episode_rewards,fps,explained_variance
0.7992683827566589,3.9652040115743876,1.3509032303094863,171.225,3.0,22.70826643405441,8000,1.1,1,0.02152872643804585,0.0,512,-7.273967399597168
0.006550883548654269,0.7861287159379572,1.384945729970932,182.3448275862069,3.0,0.10790512936737004,16000,1.3793103448275863,2,-0.00011143880372401327,0.0,309,-2.4102647519111633
0.0057520970566838515,0.6898620688728988,1.3859149825572967,186.97,3.0,0.08629891029330468,24000,1.47,3,-0.00029082431216011174,0.0,350,-4.404752396941185
0.004580833213053665,0.6000064931996166,1.3856748068332672,177.65,3.0,0.0743526986733764,32000,1.28,4,0.0007408794653019868,0.0,372,-3.3932784366607667
0.005731854992075114,0.7306594945676624,1.3858251881599426,173.91,3.0,0.07872530304691343,40000,1.18,5,0.00025368683083797804,0.0,389,-2.8027676486968995
0.0065526647360502465,0.8196794217824936,1.3825057756900787,182.63,4.0,0.08449876403642911,48000,1.33,6,0.00012091088341549038,0.0,400,-1.4980827128887177
0.00449398301509973,0.6118520822376012,1.3824883127212524,189.72,4.0,0.08042956128671878,56000,1.49,7,-0.00034824363981897474,0.0,407,-2.715652507543564
0.005611021040519973,0.7375896524824203,1.3845949828624726,180.43,4.0,0.08760160176237392,64000,1.31,8,0.00019328323203808396,0.0,412,-4.032895599603653
0.005478166389357284,0.6765408885106444,1.3849047064781188,182.7,4.0,0.08516260376366162,72000,1.35,9,0.00015417592425365,0.0,418,-2.024020863175392
0.006004413735599883,0.7499776093289257,1.3854065608978272,188.6,4.0,0.091381349220077,80000,1.49,10,0.0008806760024162941,0.0,423,-1.5816371411085128
0.00582301042185918,0.7428360062092543,1.384884898662567,184.77,3.1000000000000085,0.09104154571339422,88000,1.46,11,0.00041864672748488375,0.0,425,-1.5302856475114823
0.005628651921761048,0.7387888728827238,1.3834898507595061,185.56,3.1000000000000085,0.09452151504573367,96000,1.47,12,0.0006941595775424502,0.0,428,-1.614622797369957
0.0044864605592192675,0.6257053518295288,1.3850410211086273,179.23,3.1000000000000085,0.07322184539769397,104000,1.23,13,-4.042089683935046e-05,0.0,431,-1.8660396695137025
0.0058034475412750905,0.7390490642935038,1.3845141744613647,180.01,3.1000000000000085,0.09867414009582554,112000,1.26,14,-0.0006585173145867884,0.0,433,-1.874536537528038
0.0049489932287906414,0.6841913531720638,1.3816120994091035,181.12,3.0,0.0816828047089297,120000,1.35,15,-7.283968589035794e-06,0.0,435,-2.196079471707344
0.006205230568375555,0.7982576075196266,1.381522136926651,186.86,4.1000000000000085,0.13202978571210378,128000,1.56,16,0.00115796778947697,0.0,437,-1.248987587094307
0.05600254862976726,0.9324409610033035,1.3806284487247467,189.08,4.1000000000000085,1.7928199068388109,136000,1.56,17,0.03920942598488182,0.0,438,-1.755871469974518
0.004438850441729301,0.6877449234575033,1.3845709872245788,181.93,3.0,0.12092615613932386,144000,1.35,18,-0.0007480434840545058,0.0,439,-1.9090907287597656
0.0038013448329729726,0.6392818872630596,1.3848736262321473,180.92,4.0,0.11572236958408633,152000,1.39,19,0.00045229569252114743,0.0,441,-2.2162016832828524
0.003989055737692979,0.6891932466626167,1.382857745885849,181.49,4.0,0.15783062283462193,160000,1.41,20,-0.0009018166834721342,0.0,442,-1.607017976641655
0.0041656433514435775,0.6729068828374147,1.3804068660736084,190.19,4.0,0.10835123392681091,168000,1.57,21,-0.0002384250418981537,0.0,442,-2.2617807257175446
0.0028797606979787814,0.5465682526677846,1.3766260409355164,182.41,4.0,0.10360131851978595,176000,1.39,22,-0.00018378756649326534,0.0,443,-1.978274957537651
0.0032881378539241267,0.6015337976813316,1.3824648725986481,189.26,4.0,0.1086737831754435,184000,1.55,23,0.0005444859800627455,0.0,444,-2.7663460963964464
