advantage_norm,policy_entropy,explained_variance,value_loss,P01:episode_rewards,P09:episode_rewards,episode_length,epoch_idx,fps,frames,policy_loss,PMM:episode_rewards,clip_fraction,approx_kl_divergence,grad_norm
15.968717390298844,1.5690291752969194,-1.5326575856655835,1290661.8624619874,25.0,179.99999999999997,315.3448275862069,1,421,10240,0.0349419833826687,106.03448275862068,0.5473876953125,6500.174167548032,3496612.2411088706
15.968717229366302,1.7722613610327245,-1.7136335372924803e-08,0.00709689403001903,25.0,269.99999999999994,317.69354838709677,2,343,20480,-0.0022824079223937588,127.8225806451613,0.28486328125,0.004362528417414069,0.05179494875875072
15.96871713399887,1.7827434957027435,-1.4528632164001465e-08,0.006276602669368003,25.0,200.0,314.4591836734694,3,392,30720,-0.001391595017776126,115.3061224489796,0.2524169921875,0.004136949197049944,0.049954297994183654
15.968717873096466,1.7754918724298476,-1.1175870895385742e-09,0.008832751335557987,25.0,277.5000000000002,319.75,4,420,40960,-0.0016274957051791716,132.0,0.2421875,0.0033060648903472157,0.05274551354570482
15.968706631660462,1.7750879593193531,-8.940696716308593e-09,0.007012126881544134,22.500000000000007,227.5000000000002,322.6,5,439,51200,-0.0011802904085925548,126.25,0.2095703125,0.002827323656174485,0.05531521233698657
15.968714612722398,1.7494473040103913,-1.2293457984924316e-08,0.005898533833226338,0.0,225.0,321.57,6,450,61440,-0.0010725590218498837,125.25,0.2169189453125,0.0032603192538999794,0.050325753136540675
15.968717324733735,1.7772532798349858,-2.2724270820617674e-08,0.008395323865124737,0.0,225.0,322.02,7,460,71680,-0.0014710064555401915,117.25,0.211962890625,0.002887698495294444,0.05471292908666753
15.968717461824417,1.7810338571667672,1.601874828338623e-08,0.008265060965095472,25.0,227.5000000000002,319.37,8,467,81920,-0.0018298561913979937,117.0,0.2633544921875,0.0033501427597684595,0.055256274619031244
15.968717521429062,1.7773628517985345,-2.1979212760925294e-08,0.008268316774274354,25.0,275.0,326.79,9,469,92160,-0.001929342448420357,142.25,0.2757568359375,0.003494876346883302,0.05307637464684247
15.968717193603515,1.7811431184411048,-7.450580596923829e-10,0.00756752292627425,25.0,275.0,323.01,10,469,102400,-0.0018458335218383582,138.75,0.22587890625,0.002969469641345768,0.052233729295871646
15.968710416555405,1.7777406670153142,-1.862645149230957e-08,0.005930208352241095,22.500000000000007,277.5000000000002,318.75,11,473,112640,-0.0019464543787762524,136.25,0.26123046875,0.003782579059577529,0.05090111536695822
15.968717229366302,1.7720194891095162,-2.9429793357849122e-08,0.007886809575711595,22.500000000000007,227.5000000000002,315.83,12,475,122880,-0.0013605864267447032,117.5,0.2077392578125,0.0027582183322010677,0.05470142581114619
15.968716561794281,1.7643068626523017,6.332993507385254e-09,0.0066491446105146675,0.0,252.50000000000023,313.89,13,476,133120,-0.0012391138043312822,120.0,0.2119384765625,0.0029016080782071187,0.05172171379200987
15.968717670440673,1.7780023366212845,-1.6391277313232423e-08,0.00828711229341934,25.0,252.50000000000023,320.93,14,480,143360,-0.001963738409904181,131.5,0.2530029296875,0.0033451649846824695,0.05166944568667901
15.968717163801193,1.7802591748535632,-1.1175870895385742e-09,0.007596408932454324,25.0,277.5000000000002,326.71,15,483,153600,-0.0013022144146816572,138.75,0.2092529296875,0.002727768762281357,0.05326870896047151
15.968710494041442,1.7791034191846848,-1.0430812835693359e-08,0.007352017218283891,25.0,275.0,327.42,16,483,163840,-0.0015270090003468794,131.25,0.1951416015625,0.0024811678958315043,0.052465303927801465
15.968717777729035,1.7769764736294746,-3.7252902984619143e-10,0.011162954541941873,25.0,305.00000000000045,335.51,17,485,174080,-0.0022171560278366085,161.5,0.24267578125,0.0031397727113017027,0.05544612966409871
15.96871749162674,1.7618701420724392,0.0,0.008704181511893694,25.0,380.00000000000045,335.16,18,486,184320,-0.0012866778706666082,176.0,0.1970458984375,0.0029144281356707326,0.05278493078001316
15.968717330694199,1.7740592062473297,-1.2665987014770507e-08,0.006353060395326793,25.0,380.00000000000045,333.29,19,488,194560,-0.001950439901338541,172.75,0.289990234375,0.004218204652227086,0.05174443624844856
15.968717777729035,1.7819191329181194,-9.685754776000977e-09,0.009708669634710532,25.0,380.00000000000045,330.95,20,489,204800,-0.0015943713282467798,170.75,0.21484375,0.002759330358992429,0.05544521219488942
15.968717497587203,1.7820772282779216,1.4901161193847657e-09,0.00970848969755025,25.0,352.5000000000002,335.25,21,491,215040,-0.0017780530430172802,171.5,0.2492431640625,0.0032936067367245413,0.0553004995173042
