epoch_idx,grad_norm,avg_q_selected,advantage_norm,PMM:episode_rewards,P01:episode_rewards,explained_variance,q_loss,policy_loss,policy_gradient_loss,avg_q_retraced,fps,rollout_prob_std,episode_length,model_prob_std,policy_gradient_bias_correction,frames,policy_entropy,P09:episode_rewards
22,0.0005467644733636389,0.00010241174623834987,0.009282558105612498,0.0,0.0,-3.3536326954714832,1.8976431458209197e-06,-8.82019435537237e-08,1.6013830844801504e-06,0.00010029328707065678,357,0.021458257737390272,3324.277777777778,0.004922992149099988,-1.6895850340904057e-06,158400,2.196149699716341,0.0
23,0.0003772854361307936,-3.9243910718726375e-05,0.006611390967729253,0.0,0.0,-6.993305704212062,1.0400432734296782e-06,5.5679832410643664e-06,2.281594792613625e-06,-3.070838239059485e-05,354,0.020347834297550705,3324.4375,0.003678862856843918,3.2863884889501725e-06,165600,2.196642590846334,0.0
24,0.00031298999658070545,0.0003733537891707061,0.005927188839164696,0.0,0.0,-6.380946264933972,8.190178896432219e-07,-2.900895225095502e-06,-5.5024139635130444e-06,0.0003736044705511804,352,0.02009010139546017,3324.4375,0.0035827004235600016,2.601518743846427e-06,172800,2.1966791896214564,0.0
25,0.000286996854080155,0.00017760474169365266,0.005803660143703583,0.0,0.0,-6.81109051855626,6.837825588412727e-07,-5.548588471258302e-06,-4.217837719702519e-06,0.0001803144498017496,350,0.018616909669449174,3324.4375,0.0035635080360979943,-1.3307508166612343e-06,180000,2.196696993222943,0.0
26,0.00032733137740690503,-2.6631141279547173e-05,0.006969472877547287,0.0,0.0,-3.797596051290868,9.019770986104469e-07,-1.5323293424112235e-06,4.175115899145237e-08,-4.0981108689154085e-05,347,0.021180486619511312,3324.4375,0.0032926059414222397,-1.5740805392238506e-06,187200,2.1967808109332645,0.0
27,0.00022409789238988595,-0.00017023833511241302,0.0049894977761588055,0.0,0.0,-5.181094756083041,5.294845867865829e-07,4.404565896624426e-06,4.617238919907761e-06,-0.0001696712194845854,345,0.019987168893173077,3324.4375,0.0031369801204486516,-2.1267302842424274e-07,194400,2.1968210506092305,0.0
28,0.00026984688094333983,-5.2383540985458785e-05,0.006069799256090644,0.0,0.0,-9.164081827176627,7.045445540008e-07,3.3662232644555802e-06,4.590472835236151e-06,-5.185975869709282e-05,344,0.017275665359726796,3324.5333333333333,0.0026581217393047475,-1.2242495195073005e-06,201600,2.196927430162985,0.0
29,0.00019736531318133773,3.834848523484368e-05,0.004564177524189869,0.0,0.0,-11.887428716586696,4.3760163443599025e-07,7.388705180455007e-06,8.300264943414713e-06,4.226843861004685e-05,342,0.020848579903797827,3324.5333333333333,0.0025042419088280653,-9.115596944317713e-07,208800,2.1969545335113687,0.0
30,0.00021193381712489656,0.0006647935601565359,0.004546041586693491,0.0,0.0,-6.907742508907639,3.8248716893910477e-07,-1.6790836811136193e-05,-1.6967958878128817e-05,0.0006540100840687253,341,0.016312674059041053,3324.5333333333333,0.0032501617544386094,1.7712203640681752e-07,216000,2.1967298020666868,0.0
31,0.00017024816741956653,-0.0001637990798716452,0.004135281964111734,0.0,0.0,-7.101815794759958,3.2017646825164274e-07,4.836973191194671e-06,4.507386586301292e-06,-0.00016836571697472773,340,0.01840961850344982,3324.5333333333333,0.002460211228681531,3.2958653928096027e-07,223200,2.1969674907033405,0.0
32,0.00018782694489729792,-0.000259937838627593,0.004638790110182035,0.0,0.0,-5.310603834624802,3.7624752717705395e-07,7.183802167401064e-06,6.05932871236927e-06,-0.00025685583032128987,339,0.01633509510204137,3324.5333333333333,0.0024900749145816675,1.1244734005359868e-06,230400,2.196961785081833,0.0
33,0.00017564492300828666,-0.0002819557146063917,0.004572966830728259,0.0,0.0,-5.6750116550141865,3.4862583540022e-07,8.50384721364177e-06,6.213644792857652e-06,-0.00027681987263075285,337,0.016846572404767994,3324.5333333333333,0.002452913524928532,2.290202422093403e-06,237600,2.196971790951396,0.0
34,0.00015931277219373796,-0.00025365068088316426,0.003978502688017519,0.0,0.0,-7.515114736883415,2.9899263817569395e-07,9.61321209564433e-06,7.689664819188225e-06,-0.0002531742602653539,335,0.016267979225191832,3324.527777777778,0.002511340777448837,1.923547289053389e-06,244800,2.196960048606156,0.0
35,0.00015134569199961808,7.899656353273773e-05,0.003722702064402604,0.0,0.0,-5.7501066198431845,2.495687170588462e-07,4.797031978251573e-07,-1.6361203243942064e-07,8.273394202415292e-05,334,0.014736615435435382,3324.527777777778,0.002876804635501428,6.433152368143105e-07,252000,2.1968560662998953,0.0
36,0.00013354839758258043,-3.7885184316003995e-05,0.0034111548515505445,0.0,0.0,-5.285990453616337,2.048687276227989e-07,1.9519422906410364e-06,1.620861571636634e-06,-3.6173026763968646e-05,333,0.01441974329171461,3324.527777777778,0.0027315949267897478,3.3108075062825243e-07,259200,2.1968992821880122,0.0
37,0.00015579598125750442,-0.00023085951350172503,0.00429062436587022,0.0,0.0,-4.23056623008043,2.9663768107921065e-07,7.467975441111249e-06,6.513942329532379e-06,-0.00023014040721208734,333,0.014097721739284075,3324.527777777778,0.0025211257910973113,9.540331069735944e-07,266400,2.1969600366789193,0.0
38,0.00011667835156974585,-0.0002272058505088603,0.003060292662835862,0.0,0.0,-10.849947752631687,1.892398002556766e-07,5.609053595980975e-06,5.630000339670487e-06,-0.00022727825820861194,332,0.014602844646987728,3324.527777777778,0.002548363343578463,-2.094675067773684e-08,273600,2.1969533854565295,0.0
39,0.00015674520612781525,-0.0002704748083858138,0.00436598817292458,0.0,0.0,-3.3910028282005,2.738119717477214e-07,7.142343979741557e-06,6.702655167978793e-06,-0.00027137931589210884,331,0.016896619500174122,3324.5833333333335,0.0025974327380363657,4.396888096790215e-07,280800,2.196945029219622,0.0
40,0.00011437808889192135,-0.0003208603865778781,0.0031095330856420024,0.0,0.0,-10.858448817893153,1.6912758147871374e-07,8.472954260988233e-06,7.461638399474224e-06,-0.0003200784949457546,330,0.014444227408212437,3324.5833333333335,0.002563066684213472,1.0113158360198689e-06,288000,2.1969516998939413,0.0
41,0.00015022513561548345,1.7740081493492082e-05,0.0037689926891856236,0.0,0.0,-3.6853645769550054,2.1103470966718272e-07,7.732243941160486e-07,2.642414671632567e-07,2.0281129344340795e-05,329,0.01789926566224836,3324.5833333333335,0.0030275425396517177,5.089829539223417e-07,295200,2.1968278879211067,0.0
42,0.00011935331016299528,-0.00030057035968570386,0.003355328731154765,0.0,0.0,-4.620952530306956,1.8604931517593764e-07,7.479600902506773e-06,6.963712296552224e-06,-0.00029543015785607387,328,0.014205779210444436,3324.5833333333335,0.0026193132202440342,5.158886345971742e-07,302400,2.1969415481223,0.0
43,0.00013540052415630087,-0.00023693418768090622,0.0038271998125544225,0.0,0.0,-12.488795803600834,2.3836106870606904e-07,6.086767561640275e-06,6.117029689572441e-06,-0.00024177965843839847,328,0.014945948087445845,3324.5833333333335,0.0026383209929502164,-3.0262110398957645e-08,309600,2.196937773766971,0.0
44,0.00012808295732722635,-0.0002827457735814292,0.003686669338250467,0.0,0.0,-8.770914234593116,2.039597755119012e-07,8.175666683666264e-06,7.87663341568043e-06,-0.00027628741223880663,327,0.01281243612766808,3324.5833333333335,0.0026855128192744423,2.9903327575701856e-07,316800,2.196928562468322,0.0
45,0.0001099925316286888,-0.0002415007302479034,0.0032356287838482146,0.0,0.0,-8.480387003322441,1.8045605181356865e-07,5.15843293372154e-06,5.050541978633532e-06,-0.00023623510552343282,326,0.015271752502808654,3324.4895833333335,0.0027437716165173154,1.0789096113946482e-07,324000,2.196915129249689,0.0
46,0.00011208652760489198,-6.118340966409845e-05,0.0030871057915288795,0.0,0.0,-7.588548546994016,1.4148795387307587e-07,4.869943912966493e-06,4.389077692488444e-06,-6.223005487361172e-05,326,0.012531974475076865,3324.4895833333335,0.0030036265890405972,4.808662046593621e-07,331200,2.19684555924128,0.0
47,9.949130962228335e-05,-0.00010522750808892066,0.002829172535192806,0.0,0.0,-4.433871213593496,1.2338308589942877e-07,2.2415037295997064e-06,1.764713060813013e-06,-0.00010227831611445327,325,0.01389585108918485,3324.4895833333335,0.003013400803575731,4.767906651184106e-07,338400,2.1968462251450016,0.0
48,0.00011917096096142466,-0.00019223201138937192,0.0035138741247681617,0.0,0.0,-4.692680163629472,1.804584019627591e-07,4.340676587146516e-06,3.765477911668389e-06,-0.00019368213530375966,325,0.01390204274657345,3324.4895833333335,0.002884173261182796,5.751986502836081e-07,345600,2.196885221203168,0.0
49,8.746897791142893e-05,-0.0002571334009608758,0.0026332156821652977,0.0,0.0,-56.056494571490894,1.1575865563030423e-07,4.812322844704867e-06,5.20522062281146e-06,-0.00025608865825439524,325,0.011753387890002204,3324.4895833333335,0.002898854079512169,-3.928977479727275e-07,352800,2.1968820547111454,0.0
50,0.00010398286606364687,-0.000244914394031675,0.0034193852851122667,0.0,0.0,-4.795121945759292,1.8300021271224246e-07,6.833226102149077e-06,6.566285545713549e-06,-0.00024078485660710753,324,0.01349028321969195,3324.68,0.0029430601228750434,2.669405589075787e-07,360000,2.19687218894088,0.0
51,7.712427464814543e-05,-0.00027282040962774547,0.002398737346549809,0.0,0.0,-109.4003490436621,9.40691848929096e-08,6.793745801794043e-06,6.889933001097167e-06,-0.00027310341339057597,324,0.013534861429879027,3324.68,0.002988730628359398,-9.618720247053835e-08,367200,2.1968608442469253,0.0
52,9.93596796647949e-05,-2.2402623733017082e-05,0.002969486797076007,0.0,0.0,-9.836519134773148,1.1269100201579656e-07,4.0143914629216676e-07,5.281212811216808e-07,-2.4118841988891087e-05,323,0.015156884741182217,3324.68,0.0033382184652515526,-1.2668211046804883e-07,374400,2.1967638712269917,0.0
53,7.38573883970067e-05,-0.00025056768497557234,0.0024235723909511024,0.0,0.0,-46.853310229691,8.869283721296898e-08,5.590656635829929e-06,5.788372353226374e-06,-0.00024733966635438553,323,0.013611848342376371,3324.68,0.0030380094527597177,-1.9771570394435465e-07,381600,2.1968492418381387,0.0
54,7.609114799083805e-05,-0.0002457065514186394,0.002493041488347761,0.0,0.0,-6917.596124462056,9.555805672815508e-08,5.687431717168462e-06,5.704489585748959e-06,-0.0002435686580793779,322,0.012386645514283343,3324.68,0.0029975565803106673,-1.7057891174016352e-08,388800,2.1968590197771314,0.0
55,6.643746315242516e-05,-0.00022516668546238236,0.0022614118919013966,0.0,0.0,-10364284173.801462,7.5208643010121e-08,4.9207363673711746e-06,5.496717461621332e-06,-0.00022222570892742465,322,0.014465893346101178,3324.68,0.003025556710014667,-5.759811140606248e-07,396000,2.1968524488475585,0.0
56,7.52168551073772e-05,-0.00019286308150961537,0.0025048200575276984,0.0,0.0,-752279857.6492201,1.0256667240833433e-07,5.439698371334383e-06,5.476470519428853e-06,-0.00018822045275758876,321,0.012316875673532386,3324.68,0.003057633034790073,-3.6772141663571846e-08,403200,2.1968446536259676,0.0
57,9.352034776679602e-05,-0.00011447599683122693,0.0025349203601880226,0.0,0.0,-751151650.262959,1.1318737562416146e-07,4.184434523180034e-06,4.3829470222214065e-06,-0.00010570507459132862,321,0.011101319931007714,3324.68,0.0031493667200843374,-1.9851253111546893e-07,410400,2.1968193193560555,0.0
58,6.798340645695834e-05,-8.023620104860269e-05,0.0021090183276728084,0.0,0.0,-660.9620159505172,7.190305395028843e-08,1.2654041894136081e-06,1.3890276496868787e-06,-8.132783659146071e-05,321,0.013234283230339702,3324.68,0.003162231089924912,-1.2362346316420793e-07,417600,2.196815982635575,0.0
59,7.148879718267185e-05,-0.0001824793876736539,0.0024622087954464535,0.0,0.0,-16429996506.021421,8.629720410057965e-08,3.655109462092768e-06,3.946664843913784e-06,-0.00017989967828631803,321,0.011192065335289086,3324.68,0.0030459577852254,-2.9155537562914225e-07,424800,2.196847765313254,0.0
