frames,policy_loss,episode_length,explained_variance,epoch_idx,advantage_norm,policy_entropy,grad_norm,PMM:episode_rewards,fps,value_loss,P01:episode_rewards,P09:episode_rewards
2280000,-0.01862886244955007,963.82,0.6113899838924408,285,2.3985680866241457,1.0399838337302207,0.789644925562816,42.22,554,0.04176789183169603,22.900000000000002,58.10000000000001
2288000,-0.019021260060253554,978.89,0.7082128530740738,286,2.1271979308128355,1.0750479459762574,0.7284039065483866,43.17,554,0.03214844658970833,23.9,58.10000000000001
2296000,-0.011696252323381486,966.7,0.5410048991441727,287,2.3117176538705824,0.9692985902540385,0.8435867905501822,42.02,554,0.03888690908439457,22.900000000000002,58.10000000000001
2304000,-0.012928134780959227,941.94,0.6684116768836975,288,2.2687233448028565,1.076473387479782,0.6951457290662408,40.45,554,0.038101862110197546,21.9,56.20000000000002
2312000,-0.016694199921621477,941.81,0.6857096552848816,289,2.223289178609848,1.0750268751382828,0.7218028023505565,37.82,554,0.035072669456712904,21.9,55.10000000000001
2320000,-0.013792789368890225,939.92,0.6797618025541305,290,2.3297899103164674,1.0345802468061447,0.7881712590614748,37.95,554,0.03889530451968312,21.9,56.20000000000002
2328000,-0.013780854398646625,940.63,0.6592530900239945,291,2.4086037397384645,1.0099871474504472,0.8320278866914042,38.28,554,0.04215750372037291,21.9,56.20000000000002
2336000,-0.01345601824054029,941.25,0.6764874184131622,292,2.2655270862579346,1.0080531322956086,0.7377877851225704,38.75,554,0.036746273981407285,21.9,61.300000000000026
2344000,-0.01678319091675803,943.06,0.6591929584741593,293,2.346886169910431,1.0051183301210402,0.8049768482438752,38.59,554,0.04170788310933858,21.700000000000003,61.300000000000026
2352000,-0.009118801080039702,937.15,0.6672363430261612,294,2.200682809352875,1.036151688694954,0.7570031285268243,37.53,554,0.03681521775666624,21.700000000000003,61.0
2360000,-0.0033847507543396205,944.4,0.6415130895376205,295,2.2411691319942473,1.0482140630483627,0.691692658204449,38.25,554,0.035965113611891864,21.700000000000003,61.20000000000002
2368000,-0.015689583626226522,946.75,0.6009727376699447,296,2.4064885902404787,1.0213625276088714,0.7559169612618732,38.93,554,0.042360803945921364,21.700000000000003,63.10000000000001
2376000,-0.01710181491682306,958.32,0.6419401729106903,297,2.262876349687576,1.0413894021511079,0.6749464518991438,39.7,554,0.038354921634308994,21.700000000000003,64.0
2384000,-0.007548551696818322,974.15,0.641071988940239,298,2.3191734880208967,1.0127502328157425,0.8090373697068669,41.09,554,0.038758389512076975,23.0,64.10000000000001
2392000,-0.009951852048689034,990.63,0.6484462374448776,299,2.22014402449131,1.0169373351335524,0.7720374650951363,42.23,554,0.035853689387440685,23.0,64.10000000000001
2400000,-0.012939341044402681,1014.72,0.6692664641141891,300,2.2686637616157532,1.0114407682418822,0.8255728117026542,44.23,554,0.03687773930840194,26.900000000000002,64.10000000000001
2408000,-0.015420467649819329,1040.87,0.642515493631363,301,2.3182493150234222,1.000884957909584,0.84433258698919,45.27,554,0.0388859582785517,27.9,65.0
2416000,-0.011738098008790984,1054.09,0.6678528296947479,302,2.1814579182863234,1.0209389734268188,0.6760446586122479,45.94,554,0.03620440304744989,27.9,65.0
2424000,-0.010565389765251893,1077.55,0.6755487781763077,303,2.2861224699020384,1.0341417968273163,0.7230602151858906,46.79,554,0.03842013248242438,28.9,65.10000000000001
2432000,-0.024265315919401474,1071.78,0.6882763290405274,304,2.355616711974144,1.0461082577705383,0.7756674502231747,46.42,554,0.0412702814117074,27.9,65.10000000000001
2440000,-0.01284298190534173,1068.17,0.642595317363739,305,2.400333978533745,1.0429283475875855,0.7551303834430102,45.9,554,0.04250233259052038,26.800000000000004,65.0
2448000,-0.013328812301915604,1072.62,0.6590054005384445,306,2.337675008773804,1.0275888133049011,0.7655874269020174,46.3,554,0.03984476731158793,26.800000000000004,65.10000000000001
2456000,-0.017459057794185356,1073.5,0.6697615832090378,307,2.2834108340740205,1.0283488857746124,0.7508378118729597,46.77,554,0.03944467498920858,26.800000000000004,66.10000000000001
2464000,-0.011976223406381905,1075.44,0.6808141249418259,308,2.266044489145279,1.0369232273101807,0.7565997740888446,46.69,554,0.03794033425860107,26.800000000000004,65.10000000000001
2472000,-0.017500644898973405,1072.59,0.6801943236589432,309,2.3980433642864227,1.064199628829956,0.7892910355077266,46.49,554,0.04125663502141833,26.800000000000004,65.0
2480000,-0.010725208828225731,1069.04,0.683375101685524,310,2.3446003580093384,1.0573309522867202,0.7781365274653059,46.37,554,0.039297198364511135,24.9,65.0
2488000,-0.009989830915874336,1055.34,0.7162521982192993,311,2.1285171633958817,1.0654465252161025,0.6742378243092422,45.2,554,0.03284124789759517,24.9,64.10000000000001
2496000,-0.008610183393466286,1056.6,0.6583600777387619,312,2.2627674388885497,1.0513511872291565,0.7334463218981184,45.63,554,0.037281181793659926,24.9,65.10000000000001
2504000,-0.02544576472369954,1080.56,0.6789622211456299,313,2.4941010719537733,1.064601293206215,0.8451504785541145,47.33,554,0.046892782151699064,25.0,68.20000000000002
2512000,-0.0077006181643810125,1057.9,0.6446044158935547,314,2.229700605273247,1.0648469269275664,0.690587685767786,46.63,554,0.03587145284283906,24.9,68.20000000000002
2520000,-0.007785429212235613,1053.2,0.6696375834941865,315,2.1869752526283266,1.0634746950864793,0.6800994759005587,46.41,554,0.03431012701243162,25.0,68.20000000000002
2528000,-0.012957604097900912,1055.25,0.6631648421287537,316,2.249140895605087,1.0341339492797852,0.7027317292238342,46.97,554,0.03807251940947026,25.0,70.0
2536000,-0.010862438065669267,1065.36,0.6864102137088776,317,2.212595593929291,1.0492107731103897,0.6731500935267155,47.56,554,0.0364959126431495,25.0,70.30000000000003
2544000,-0.01865153118618764,1066.55,0.6287195265293122,318,2.5298721945285796,1.0274486315250397,0.9781136830085486,47.77,554,0.05295017322525382,25.0,71.20000000000002
2552000,-0.01234666946089419,1066.42,0.6754312455654145,319,2.284973431825638,1.0399854785203935,0.7980550434056933,47.92,554,0.03869651700370014,26.800000000000004,73.0
2560000,-0.015880759473657236,1062.42,0.6339240032434463,320,2.49700058221817,1.0279511994123458,0.8005388834864668,48.37,554,0.043269456438720225,26.900000000000002,73.0
2568000,-0.013076093533891253,1049.4,0.6710484224557877,321,2.510979033112526,1.034805389046669,0.7484381025165219,47.75,554,0.0456992271123454,25.9,73.40000000000003
2576000,-0.012806066399207339,1040.3,0.6803582555055618,322,2.1686142611503603,1.0613335758447646,0.7153023991210798,47.07,553,0.03462444072123617,25.0,73.0
2584000,-0.013893022125557764,1033.06,0.7037789893150329,323,2.3742792868614195,1.0098896300792695,0.7837422507415033,46.77,553,0.04084092268720269,25.9,73.0
2592000,-0.008370162073169922,1051.15,0.6816011315584183,324,2.15490738928318,1.0206774324178696,0.6758617188200212,47.84,553,0.03246100362855941,27.9,73.0
2600000,-0.00836264898069203,1053.52,0.6527495366334916,325,2.1706629925966263,1.0531935733556748,0.6616201070472443,47.55,553,0.03397837539669126,27.9,73.0
2608000,-0.026928897500038147,1046.36,0.4328081572055817,326,2.482935408949852,0.976233774125576,1.0820839766974408,45.95,553,0.04556240442674607,25.9,71.20000000000002
2616000,0.0009143775822303724,1032.33,0.653121497631073,327,2.1725448298454286,0.9964441108703613,0.7376175323107559,44.58,553,0.035237935166805984,21.700000000000003,71.20000000000002
2624000,-0.03138720862897685,981.06,0.41625605821609496,328,2.541799712181091,0.8283792350735166,0.9930863458258112,40.93,553,0.050755220265127715,17.700000000000003,65.20000000000002
2632000,-0.0011051900760503486,866.91,0.6200633132457734,329,1.9864143788814546,0.9037634429335594,0.8200065369067332,35.02,553,0.028129186863079667,7.800000000000001,60.10000000000001
2640000,-0.011941098914248868,863.36,0.6648135590553284,330,2.220289561152458,0.992834346294403,0.7326698104729431,34.56,553,0.03755669796373695,7.800000000000001,58.20000000000002
2648000,-0.005324994543916546,869.49,0.6974882727861405,331,2.0360452526807786,1.0304231131076813,0.6041606309613469,34.6,553,0.030783004467375575,7.800000000000001,58.0
2656000,-0.019396817767701576,878.98,0.6793231648206711,332,2.2812399965524675,1.0385389918088912,0.7498186266319693,34.7,553,0.03830207169055939,7.800000000000001,58.0
2664000,-0.010944816691626329,892.79,0.6803859388828277,333,2.248661244511604,1.0418710082769393,0.7625009025316823,35.5,553,0.037816424872726205,7.800000000000001,58.20000000000002
2672000,-0.01417582725523971,900.61,0.6925073206424713,334,2.1445744478702546,1.0882421505451203,0.6485675201765653,35.87,553,0.0357436291128397,7.800000000000001,58.20000000000002
2680000,-0.009331910567125306,897.06,0.6866532665491104,335,2.126523655653,1.0562519252300262,0.6384650974403806,35.8,553,0.03304561917670071,7.800000000000001,61.0
2688000,-0.020843234908825253,902.16,0.6745654535293579,336,2.3465127551555636,1.0418272173404695,0.7210672383654567,35.9,553,0.042176077938638624,7.800000000000001,61.10000000000001
2696000,-0.0065033409383613615,896.13,0.6465007221698761,337,2.077525264620781,1.0511751854419709,0.5813392855719615,35.31,553,0.032598277651704845,7.800000000000001,61.10000000000001
2704000,-0.013142904480919242,925.92,0.6829794257879257,338,2.145266880393028,1.0603793632984162,0.6497535824550531,37.42,553,0.03517590587027371,7.800000000000001,62.20000000000002
2712000,-0.009541412269463763,941.36,0.6504756450653076,339,2.2340582644939424,1.0597016471624374,0.6254963423682258,38.81,553,0.036563371480442586,7.800000000000001,64.0
2720000,-0.018757842733903088,958.75,0.69432448387146,340,2.3387188899517057,1.0599879723787309,0.7574798698647975,40.04,553,0.03984700503293425,7.800000000000001,64.20000000000002
2728000,-0.020158161912113427,998.03,0.6828178441524506,341,2.4120670485496523,1.0726193010807037,0.8019822438947327,42.7,553,0.04431570573244244,20.6,66.40000000000003
2736000,-0.010312026919564232,1042.36,0.7319729745388031,342,2.0663947385549544,1.0496886068582534,0.6590913621566102,44.77,553,0.03059988561552018,26.800000000000004,66.40000000000003
2744000,-0.014651131760110729,1078.43,0.7046301555633545,343,2.386546580195427,1.054571903347969,0.8491473626258894,47.4,553,0.04136517359875143,28.9,70.0
2752000,-0.014342091056751088,1099.58,0.7281501704454422,344,2.148389675617218,1.0474652737379073,0.6939303456863064,48.7,553,0.035213076188229026,28.9,70.0
2760000,-0.014126778842473868,1089.81,0.6480467820167541,345,2.441234283447266,1.0479940551519393,0.7989579890012162,49.28,553,0.04889780501835048,27.9,70.10000000000001
2768000,-0.008274452767218464,1074.17,0.715191376209259,346,2.2473517537117003,1.0423176515102386,0.6885961584929592,48.64,553,0.038069780129007996,27.9,70.0
2776000,-0.008170027749365545,1063.4,0.6485525530576706,347,2.2350587379932403,1.052893905043602,0.7089029214814073,48.54,553,0.03552811645437032,27.0,70.0
2784000,-0.012075846034567803,1079.42,0.6806843912601471,348,2.346780754327774,0.9821712970733643,0.7307021677748464,49.69,553,0.040296346950344744,27.9,70.10000000000001
2792000,-0.018799157633329743,1079.24,0.6448385655879975,349,2.2706007319688797,0.9699806618690491,0.714196220703305,50.2,553,0.03877693469170481,27.9,71.10000000000001
2800000,-0.017137115573568736,1091.94,0.6900337052345276,350,2.3603467178344726,0.9875236648321152,0.8458327157734621,51.29,553,0.04116150424815714,27.0,71.10000000000001
2808000,-0.02021073514362797,1090.45,0.700973333120346,351,2.3784400182962417,1.0081541579961777,0.8801432681194021,52.25,553,0.04286051565315575,27.0,73.0
2816000,-0.022306637257979673,1092.7,0.6382301551103592,352,2.512240139245987,0.9982955133914948,0.9383490236713605,53.14,553,0.047741002943366764,27.9,74.20000000000002
2824000,-0.020067829192848875,1087.6,0.6844024378061294,353,2.6873024731874464,0.9862464618682861,1.0616058971266649,55.87,553,0.05690548298880458,27.9,77.10000000000001
2832000,-0.007996683672536165,1078.6,0.6692123401165009,354,2.574702276587486,0.9822758513689042,0.9853373996401664,55.61,553,0.04939134539104998,27.9,77.10000000000001
2840000,-0.011975723950890825,1081.65,0.697600068449974,355,2.5235983502864836,1.0065372574329376,0.7984173984072822,58.14,553,0.0463873952999711,30.800000000000004,78.30000000000003
2848000,-0.014649179200278013,1085.67,0.60377008497715,356,2.286007615327835,0.9859562784433364,0.7352980778241299,57.9,553,0.03880761992186308,30.800000000000004,78.30000000000003
2856000,-0.01571708632807713,1086.16,0.6324143826961517,357,2.555893457531929,0.9797004896402359,0.8439815091923168,58.54,553,0.050650239447131755,31.0,81.0
2864000,-0.013158512786903885,1088.11,0.7024873501062393,358,1.9706870955228806,0.9910369455814362,0.5784288286744114,59.07,553,0.02972202075179666,31.0,81.20000000000002
2872000,-0.010828937905607745,1109.14,0.6465235519409179,359,2.128351312279701,1.0015878850221633,0.7101785509096347,59.3,553,0.03696854216977954,32.0,81.20000000000002
2880000,-0.011950905398698523,1123.62,0.7355563938617706,360,2.1503448390960695,1.0100680959224702,0.6623846129121185,59.66,553,0.035051048477180304,32.9,81.20000000000002
2888000,-0.014542376281169708,1150.19,0.6674615681171417,361,2.356120915412903,1.0455308014154434,0.7174146685423092,61.04,553,0.041091276914812624,33.0,83.10000000000001
2896000,-0.01463597297319211,1142.24,0.688601051568985,362,2.2390504342317583,1.0252049869298936,0.6329672675252002,60.41,553,0.040816968963481484,33.0,81.20000000000002
2904000,-0.023515621449550963,1134.35,0.6953661394119263,363,2.24949503660202,0.9819558829069137,0.8061278726317548,60.25,553,0.039748463961295784,33.0,81.0
2912000,-0.020510199095297138,1128.67,0.59765534222126,364,2.4473289489746093,0.9830233317613601,0.8143673972155634,60.06,553,0.044478273345157505,35.0,80.10000000000001
2920000,-0.012588615175336599,1134.39,0.6758374494314193,365,2.1484923368692397,1.0139653474092483,0.6337877758937661,60.19,553,0.03378841821104288,35.9,81.30000000000003
2928000,-0.0222957216501527,1061.93,0.3301017838716507,366,2.3561441695690153,1.0270686277747154,0.7903929827018633,51.7,553,0.046374066155403855,17.9,75.0
2936000,-0.015082891433412442,1054.67,0.695656720995903,367,2.1190586936473848,1.0587195241451264,0.6684255577293554,51.15,553,0.03662717759143561,17.0,75.0
2944000,-0.02238677922010538,1042.1,0.6364309793710708,368,2.4016551142930984,1.0673303961753846,0.8577076776357236,47.09,553,0.044089390346780416,17.0,74.10000000000001
2952000,-0.009955481830984355,1030.2,0.6501229703426361,369,2.2027025914192198,1.047112722992897,0.6410197888943194,45.9,553,0.03712445769459009,17.0,74.10000000000001
2960000,-0.010874077970802318,1018.43,0.6446079748868943,370,2.0909663212299345,1.03470683157444,0.6671968904339102,44.62,553,0.034042489654384556,17.0,74.10000000000001
2968000,-0.02355588771402836,1011.87,0.6111709916591644,371,2.4310810673236847,1.0290132319927217,0.7794302452836602,43.66,553,0.0458279999694787,17.0,72.20000000000002
2976000,-0.014294597810221603,1008.42,0.6363723516464234,372,2.5814998424053193,1.015879346728325,0.9692975525708261,44.2,553,0.05126172278542072,17.0,74.10000000000001
2984000,-0.020155151746803313,994.62,0.6537976902723313,373,2.5211059600114822,1.0244782763719558,0.9046927974372467,45.03,553,0.06172018495388329,17.0,74.10000000000001
2992000,-0.019015466425335036,1004.28,0.5839534562826156,374,2.5460781800746917,1.0194937634468078,0.7807153279798362,46.24,553,0.05055116440169513,17.0,75.0
3000000,-0.00261453193728812,895.22,0.5172090220451355,375,2.157202690243721,0.9810543231666088,0.8179505341980463,39.35,553,0.03446389141492546,2.9000000000000004,75.0
3008000,-0.014054377582506277,863.37,0.7137502592802047,376,2.048876472711563,1.0342253512144088,0.6315991251033377,36.72,553,0.03385321323294192,2.9000000000000004,65.70000000000006
3016000,-0.01569273585162591,890.71,0.6512182462215423,377,2.1397944992780684,1.019416173696518,0.681181940394236,38.49,553,0.034789910367690025,10.8,65.70000000000006
3024000,-0.015049047607462854,920.15,0.6753808003664017,378,2.370498318076134,1.0022382074594498,0.747564644206598,40.42,553,0.04269403435755521,12.8,65.70000000000006
3032000,-0.015469341761199757,950.99,0.6484306979179383,379,2.4263942790031434,1.0301237696409224,0.7621572961216008,42.72,553,0.04314044811297208,12.8,72.30000000000003
3040000,-0.018631872211699374,983.26,0.6781771111488343,380,2.350878534913063,1.0435183870792388,0.7939310324591944,46.38,553,0.041692522056400776,12.8,79.0
3048000,-0.012891658556764014,993.0,0.7330737721920013,381,2.5788449853658677,1.0213432693481446,1.0436257188508522,50.1,553,0.048319531632587315,12.8,81.50000000000004
3056000,-0.016258440613746643,971.47,0.4968982696533203,382,2.1905893695354464,1.0194528684020043,0.7270416765607421,49.31,553,0.03828547728713602,11.0,81.50000000000004
3064000,-0.012610611062773386,956.71,0.6997409290075303,383,1.9816430592536927,1.0436202311515808,0.7033506420000425,48.05,553,0.03208285662578419,10.9,79.70000000000006
3072000,-0.016115324716083707,845.58,0.39628533184528353,384,2.18557316839695,1.1580315774679184,0.7804150665703057,37.85,553,0.03754167923005298,2.0,71.20000000000002
3080000,-0.008880872703739441,825.57,0.6510521346330642,385,1.9851097238063813,0.9958947110176086,0.6552168418329096,36.59,553,0.032641860707663,2.0,65.60000000000005
3088000,-0.014943957604409662,855.32,0.6401294547319413,386,2.481484080553055,1.0137131750583648,0.815996035643773,38.15,553,0.04741009008139372,3.9000000000000004,65.60000000000005
3096000,-0.011846467201830819,919.55,0.7179723221063614,387,2.2130848240852354,1.0341194415092467,0.7055580663328554,42.6,552,0.03712762914597988,4.0,73.20000000000002
3104000,-0.013294033360434696,921.38,0.7120514822006225,388,2.2626722276210787,1.033155918121338,0.6641799827935939,43.25,552,0.036425947872921825,4.0,73.20000000000002
3112000,-0.011538600618368946,917.82,0.7303934019804,389,2.3390766167640686,0.9816940414905548,0.8154961930501805,43.39,552,0.039520027516409754,4.0,74.10000000000001
3120000,-0.018536674135248177,918.47,0.7411836236715317,390,2.1655914008617403,1.0326408725976943,0.6903216902731271,43.09,552,0.03579856097698211,4.0,73.10000000000001
3128000,-0.010367532527598087,900.09,0.6618098759651184,391,2.3160539174079897,1.0187035048007964,0.6864275945219512,41.41,552,0.039161389754153786,4.0,71.10000000000001
3136000,-0.0043734288506675515,906.38,0.7087360578775406,392,2.609462168216705,1.0257758748531343,0.9300193295409106,40.51,552,0.052238961271941664,4.0,71.10000000000001
3144000,-0.011659436559129972,917.59,0.5627144688367843,393,2.76458752989769,1.032765102982521,0.9737299489044453,44.72,552,0.07294910774100571,4.0,72.20000000000002
3152000,-0.016357971521501896,927.14,-0.23994136691093446,394,3.0675756883621217,1.0531804597377776,1.9490574905625058,45.41,552,0.2491368250362575,4.0,72.20000000000002
3160000,-0.009267122593009845,954.41,0.5802042561769486,395,2.7700965571403504,1.0590751326084138,0.9713905810504968,48.16,552,0.10452722018584609,4.0,75.10000000000001
3168000,-0.01059926426387392,974.61,0.684736390709877,396,2.2519019347429277,1.064654884338379,0.61638824942257,50.15,552,0.039091032636351886,4.0,75.10000000000001
3176000,-0.009931118449021597,991.79,0.6532703769207001,397,2.0254190987348557,1.053489356637001,0.6068612157181135,51.55,553,0.030979230189695953,5.800000000000001,76.0
3184000,-0.015861472770920954,1060.25,0.6370676052570343,398,2.3672785419225693,1.0585124289989472,0.7103765399069181,56.03,552,0.04467648737598211,23.700000000000003,78.20000000000002
3192000,-0.01655580082908273,1118.53,0.6450577169656754,399,2.5931335574388505,1.0395340406894684,0.8835292870968015,60.43,552,0.05213507564272732,31.9,83.30000000000003
3200000,-0.01462998750852421,1140.67,0.604763822555542,400,2.2422793841362,1.0415342402458192,0.7706098004486901,63.42,552,0.05880032993387431,33.9,86.10000000000001
3208000,-0.010361063047021161,1157.68,0.7075156563520432,401,2.152210068702698,1.0349407410621643,0.650500151336658,64.26,552,0.03676730604842305,33.9,86.10000000000001
3216000,-0.018234199980506672,1171.5,0.6469317126274109,402,2.461367389559746,1.058250926733017,0.7683303010854542,66.19,552,0.046385403191670775,36.0,89.0
3224000,-0.016286762693016498,1171.65,0.6630073529481888,403,2.200325989127159,1.050028644800186,0.6813141319747499,65.72,552,0.03764220057521015,35.7,89.0
3232000,-0.024810780606640038,1165.26,0.6450630044937133,404,2.511932085752487,1.0385010665655137,0.7955219007146268,66.05,552,0.0492916659032926,35.7,90.10000000000001
3240000,-0.021204962541814892,1156.63,0.2018963325023651,405,2.3393280708789828,1.0567616784572602,0.709540003467508,65.54,552,0.042360757912974806,35.7,90.10000000000001
3248000,-0.006975356321927393,1147.19,0.6648700493574142,406,2.2596163088083268,1.017951563000679,0.6581412506828572,64.29,552,0.038420477700419724,32.9,90.10000000000001
3256000,-0.006576973291230388,1148.49,0.6752276927232742,407,2.0001933443546296,1.0277647405862809,0.5591701714414173,62.61,552,0.030647437181323768,35.7,90.10000000000001
3264000,-0.028919041706249118,1097.78,0.4057106906175613,408,2.503206946849823,1.1094912856817245,0.7958036008938008,56.63,552,0.04846745430957526,24.799999999999997,87.20000000000002
3272000,-0.007935330628533847,1100.41,0.6475772452354431,409,2.0910145729780196,1.0374523317813873,0.652976864247325,57.03,552,0.0347828908264637,24.799999999999997,89.10000000000001
3280000,-0.009381551194819622,1096.99,0.6521735239028931,410,2.3553515881299973,1.040807614326477,0.756436384503163,57.13,552,0.041795005104504526,24.799999999999997,89.10000000000001
3288000,-0.017705772278422956,1098.48,0.6982557481527328,411,2.868437121510506,1.0020856201648711,1.089062857648779,59.53,552,0.07418058751150966,24.799999999999997,91.10000000000001
3296000,-0.007049037339165807,1084.42,0.6707244920730591,412,2.3354649817943574,1.0246711003780364,0.7734925810437622,58.16,552,0.040743801090866325,24.799999999999997,90.10000000000001
3304000,-0.01370287487108726,1077.93,0.6436415904760361,413,2.3071170222759245,1.0329914659261703,0.768497503021186,56.88,552,0.04290160669479519,24.799999999999997,90.10000000000001
3312000,-0.017172980989707865,1056.99,0.6764027601480485,414,2.448444238305092,1.0260427743196487,0.7266595277396083,56.52,552,0.04727285976987332,23.9,94.10000000000001
3320000,-0.006115287156135309,1057.82,0.744197725057602,415,2.29376233458519,0.998723983168602,0.7990429950699016,56.56,552,0.040509244478307664,23.9,94.10000000000001
3328000,-0.015443985846359283,1068.25,0.6712006086111069,416,2.3263970613479614,1.0005513834953308,0.7411675661761227,59.01,552,0.043967959615401925,24.9,94.10000000000001
3336000,-0.016682547256605177,1067.15,0.6262016725540162,417,2.4993391460180283,1.0251851749420167,0.7948885779005415,58.26,552,0.04700574070215225,23.8,94.10000000000001
3344000,-0.018791723985923454,1068.35,0.6426170545816422,418,2.220487995147705,1.0574155324697494,0.7871513978545447,58.41,552,0.038292629164643585,23.8,94.10000000000001
3352000,-0.013731985933154646,1088.73,0.44577832221984864,419,2.8603826344013212,1.0176837015151978,1.270299138721427,61.09,552,0.10462266801390797,26.700000000000003,95.90000000000008
3360000,-0.012852370912150945,1093.89,0.6595822823047638,420,2.2614735919237137,0.9913819861412049,0.7373791202888149,61.45,552,0.03985575687140226,26.700000000000003,95.90000000000008
3368000,-0.023031951407901943,1096.41,0.5907079106569291,421,2.628342610001564,0.9858682227134704,0.9925579709269361,61.54,552,0.053002878255210814,26.700000000000003,95.20000000000002
3376000,-0.017862779866209166,1125.28,0.6784764868021012,422,2.0964264410734175,1.0242477017641067,0.6960938661308356,63.46,552,0.038014194495044645,30.800000000000004,95.20000000000002
3384000,-0.013481319703278132,1140.21,0.6447346866130829,423,2.288391401767731,1.0262343591451646,0.6975519884512003,65.49,552,0.03757618063595146,36.0,95.20000000000002
3392000,-0.02357083118869923,1160.89,0.6630346554517746,424,2.4025258934497833,1.0193234062194825,0.7784391083128098,66.77,552,0.04735385312698782,38.900000000000006,97.70000000000006
3400000,-0.012348725554766134,1155.81,0.6955572593212128,425,2.1915260577201843,1.0176354932785034,0.6279123402413355,65.59,552,0.037370325159281494,38.900000000000006,95.20000000000002
3408000,-0.015440709625836461,1163.39,0.6864964735507965,426,2.192100679278374,1.0208187073469162,0.6719858420283319,64.49,552,0.03686460398137569,38.900000000000006,90.20000000000002
3416000,-0.010940291346341837,1163.69,0.6504795521497726,427,2.3367010605335237,1.0222895711660385,0.8047100273890909,64.88,552,0.04227041558362544,37.800000000000004,91.10000000000001
3424000,-0.019923628935357554,1167.96,0.6523345571756363,428,2.383926251530647,1.0098073852062226,0.8761078767124962,65.45,552,0.04291786279063672,37.800000000000004,91.10000000000001
3432000,-0.01795075114889187,1174.55,0.6745519280433655,429,2.1700535023212435,1.0281328397989273,0.775850416913642,65.38,552,0.03675346705131233,39.9,89.10000000000001
3440000,-0.002094933041371405,1158.05,0.7265556395053864,430,2.4880242836475372,1.0344543027877808,1.091202838453848,64.05,552,0.047755574155598876,35.0,89.10000000000001
3448000,-0.015961233899579385,1151.5,0.7033960515260697,431,2.1352272748947145,1.0517930030822753,0.691114381452678,63.23,552,0.038255443782545626,35.0,85.40000000000003
3456000,-0.015883608166477645,1177.69,0.6518430233001709,432,2.216190887093544,1.0365652227401734,0.6698633080388031,65.42,552,0.03793143924791366,37.7,90.0
3464000,-0.01595969783316832,1187.76,0.6530997908115387,433,2.540070438981056,1.020800588130951,0.7815782484353457,64.39,552,0.048476635599508884,35.0,90.10000000000001
3472000,-0.008330795851070433,1191.11,0.6422061681747436,434,2.9548804569244385,1.0031089037656784,1.1794810899516512,66.39,552,0.09177454141434283,38.6,91.10000000000001
3480000,-0.01312755873601418,1178.98,0.5052333080768585,435,2.4217263621091845,1.0170797610282898,0.8363628349928501,66.67,552,0.046638586348854004,38.6,92.0
3488000,-0.013484532218426467,1202.44,0.5695913928747177,436,2.7416851806640623,1.0490229827165605,0.9465334505988352,70.66,552,0.06510894895996898,39.0,93.10000000000001
3496000,-0.021453501281096122,1205.66,0.6837737482786178,437,2.355085566043854,1.0469861453771592,0.7139069615769619,71.51,552,0.042897141929715873,35.0,99.20000000000002
3504000,-0.011749407131137559,1199.45,0.6725723320245742,438,2.6429097390174867,1.0363208669424058,0.911579271203211,72.55,552,0.05587933311238885,35.0,101.30000000000003
3512000,-0.02831641679673339,1170.73,0.5775668931007385,439,2.6379779744148255,0.9706133168935775,0.9818534766319402,70.46,552,0.05832704890053719,32.0,107.40000000000003
3520000,0.0002812659405753948,928.68,0.6054086720943451,440,2.093938474059105,1.0117682260274887,0.705122628921136,54.46,552,0.031100946264341473,1.9000000000000004,101.60000000000005
3528000,-0.0031557264435105024,812.65,0.12419292211532593,441,2.1253201860189437,0.7946977163664997,0.7752008656169259,44.89,552,0.03698227839078754,1.0,93.10000000000001
3536000,-0.013148349388502538,785.38,0.6515255159139633,442,2.0406336295604706,1.037274382710457,0.6085403169354329,43.02,552,0.0324575980938971,1.0,93.10000000000001
3544000,-0.007850367950741202,775.16,0.6402474510669708,443,2.1452195578813553,1.0603787803649902,0.6719813286225681,41.39,552,0.036682760543189946,1.0,90.30000000000003
3552000,-0.02233878155151615,782.0,0.6684233921766282,444,2.228808699250221,1.0751785439252854,0.6933479867205743,40.8,552,0.04032553177559748,1.0,90.30000000000003
3560000,-0.006931183606830018,767.73,0.5632393527030944,445,2.1091422605514527,1.120679079890251,0.6231599183347215,37.33,552,0.03262484554201364,1.0,78.10000000000001
3568000,-0.01466099967743503,765.98,0.6397015964984893,446,2.413844353556633,1.0482553386688231,0.7590904909311371,35.34,552,0.04600462018046528,1.0,76.20000000000002
3576000,-0.011514197147917002,758.7,0.5505560284852982,447,2.4792138677835465,1.087453043460846,0.8303636911689923,32.76,552,0.05317510579247028,1.0,72.10000000000001
3584000,-0.013392350701615215,752.12,0.7174628901481629,448,2.095769006609917,1.051699040532112,0.5854058853153377,32.19,552,0.035426220630761236,1.0,71.10000000000001
3592000,-0.010945355899166316,762.65,0.6553813529014587,449,2.138792558312416,1.0607097989320755,0.6433990531743637,32.11,552,0.03733845893293619,1.0,72.10000000000001
3600000,-0.013672327414678876,799.7,0.6491401487588883,450,2.4028382474184036,1.0124936026334763,0.7373905004808377,34.97,552,0.0454947884241119,1.0,79.0
3608000,-0.031472134971409105,876.02,0.5620593619346619,451,2.9070534604787825,1.0373684304952622,1.1335092588329283,42.86,552,0.09113417009823024,2.0,83.10000000000001
