policy_gradient_loss,advantage_norm,P01:episode_rewards,epoch_idx,frames,policy_gradient_bias_correction,rollout_prob_std,model_prob_std,PMM:episode_rewards,q_loss,P09:episode_rewards,explained_variance,policy_loss,grad_norm,avg_q_selected,policy_entropy,avg_q_retraced,episode_length,fps
0.00033119510032217174,0.0922507514556249,0.0,1,7200,0.0,0.03561106286942959,0.03561106485625108,0.0,0.00011869468823230514,0.0,-3.8598142782847087,0.00033119510032217174,0.011105274547992093,-0.009848965068037311,2.1457999388376874,-0.009622670089205107,0,366
0.001544544596496659,0.8509537727882465,0.0,2,14400,-1.3823573827843038e-10,0.10278100011249383,0.10278100265810887,0.0,0.01830658774379117,0.0,-4.0454581618309025,0.0015445444829917203,0.47636496014110075,-0.04600424809226145,1.6941437291602293,-0.04292893260620379,0,350
0.00029248613767170656,0.03878251158942779,0.0,3,21600,0.0,0.014816692440460126,0.014816692378371955,0.0,2.3642875476070913e-05,0.0,-5.518108920256297,0.00029248613767170656,0.003194762586030357,-0.0045782941898020605,2.185066747665405,-0.004390993054645757,0,363
-9.879442732199095e-05,0.05862920265644789,0.0,4,28800,0.0,0.013743307658781607,0.013743307751913866,0.0,5.061829600284303e-05,0.0,-5.425586064656575,-9.879442732199095e-05,0.004613167103097875,-0.0005160786863901497,2.189603312810262,-0.0006632507023217235,0,382
0.00014800837122190083,0.02667151012768348,0.0,5,36000,0.0,0.014073595901330312,0.014073596491167942,0.0,1.1867870481789093e-05,0.0,-4.943760093053182,0.00014800837122190083,0.0017522251826204492,-0.00388181488791209,2.189051381746928,-0.0038123302358144427,0,393
4.5438822568636775e-05,0.03731010363747676,0.0,6,43200,0.0,0.012050061486661434,0.012050061610837777,0.0,2.047376136336728e-05,0.0,-5.512517309188842,4.5438822568636775e-05,0.002559432424458794,-0.0019946838076672674,2.1911954243977863,-0.0019443474807000409,3324.5833333333335,401
0.00016475412085128482,0.025811783907314142,0.0,7,50400,0.0,0.015814195076624554,0.015814195883770785,0.0,1.436968749051933e-05,0.0,-5.255715346336364,0.00016475412085128482,0.0024313688064869837,-0.004843832420495649,2.1814625024795533,-0.004665777261834592,3324.5833333333335,407
0.0003485572435238282,0.01939126163100203,0.0,8,57600,0.0,0.029281197705616553,0.0292811989163359,0.0,5.4296061875902525e-06,0.0,-4.548093271255493,0.0003485572435238282,0.001913669075007151,-0.008943983962914596,2.153158982594808,-0.008791410066381407,3324.5833333333335,413
-6.131081384713374e-05,0.02859455036620299,0.0,9,64800,0.0,0.010417831689119339,0.010417831844339769,0.0,1.1040970230169478e-05,0.0,-4.652970965703329,-6.131081384713374e-05,0.0016455082234659159,-0.0005166322806113992,2.1928317228953045,-0.0006101618411776144,3324.5833333333335,419
9.609381901706607e-05,0.023517775566627583,0.0,10,72000,0.0,0.012103886529803275,0.012103887119640907,0.0,8.195444555288608e-06,0.0,-4.5416100025177,9.609381901706607e-05,0.0013170627171584565,-0.0015983754657402946,2.191161799430847,-0.0015221266142968184,3324.5833333333335,424
2.0963865229835696e-06,0.0319010934792459,0.0,11,79200,0.0,0.01129243200023969,0.011292432186504204,0.0,1.352296484734931e-05,0.0,-4.7633933862050375,2.0963865229835696e-06,0.0018958720596293716,-0.000979648345886138,2.1920497894287108,-0.0010205097507423489,3324.5833333333335,427
3.1058227902273455e-05,0.01776624523724119,0.0,12,86400,0.0,0.008138093445450068,0.008138093616192539,0.0,4.784101474797353e-06,0.0,-5.310977109273275,3.1058227902273455e-05,0.0010333003127798379,-0.0009844982729797873,2.194523787498474,-0.0009329712435525531,3324.1666666666665,429
8.97804005527784e-05,0.019336765042195718,0.0,13,93600,0.0,0.02778797730182608,0.02778797854358951,0.0,1.1111779141022756e-05,0.0,-4.418259966373443,8.97804005527784e-05,0.0020581458195801402,-0.007954133113768573,2.1571805397669475,-0.008005722787735673,3324.1666666666665,432
