explained_variance,epoch_idx,P01:episode_rewards,fps,policy_loss,PMM:episode_rewards,policy_entropy,frames,advantage_norm,P09:episode_rewards,value_loss,grad_norm,episode_length
0.9487533622980118,47,0.0,494,0.0005880824703490362,2.04,1.3649953401088715,376000,0.7428099791705608,5.0,0.00462066809850512,0.18936052461112823,207.35
0.9553622126579284,48,0.0,493,-0.00022442442415922413,2.44,1.3676782655715942,384000,0.7559257668256759,6.0,0.004525197097973432,0.17746555401805916,221.75
0.953159653544426,49,0.0,492,-0.0021272914175642656,2.33,1.363795486688614,392000,0.8059278884530068,6.0,0.005524983527138829,0.19547583755740422,217.43
0.9145197653770447,50,0.0,490,-0.0005926582362735644,2.52,1.366222517490387,400000,1.0354795233905316,6.0,0.008288578718784266,0.24799856652249946,222.16
0.965754833817482,51,0.0,489,-0.0002714134939014912,2.59,1.3579756069183349,408000,0.6887703996896744,6.1000000000000085,0.0036343671020586045,0.15816414966009673,225.36
0.9561610490083694,52,0.0,488,-0.0006421384130953811,2.81,1.3586106884479523,416000,0.8205011032521725,9.0,0.005200807407964021,0.2053840984663622,230.22
0.944730332493782,53,0.0,487,-0.0038378289026150016,2.82,1.362292411327362,424000,0.871310710310936,9.0,0.007148334451194387,0.301347132840676,232.34
0.924373300075531,54,0.0,486,-0.0020205695045297034,2.74,1.3628431928157807,432000,0.9768991553783417,9.0,0.007435658104368486,0.22687790792445614,229.49
0.9471190214157105,55,0.0,484,-0.000166050493135117,2.03,1.3556758904457091,440000,0.8047662141919136,6.0,0.004903608644381166,0.19831842901187194,203.13
0.9646831566095352,56,0.0,483,-0.001082512080320157,2.16,1.355069202184677,448000,0.6316914243996143,6.0,0.003656339398876298,0.15400741322175576,205.12
0.9261885744333267,57,0.0,482,0.0002906465603155084,2.69,1.362507038116455,456000,1.0178476856648921,9.0,0.008080657233658712,0.22602820877207289,222.03
0.9233445942401886,58,0.0,481,-0.0006603484743391163,3.15,1.3607931816577912,464000,1.0465830487012864,9.100000000000009,0.008052676012739539,0.252015041685728,241.04
0.8968555122613907,59,0.0,480,-0.0012208930402994155,3.03,1.367806795835495,472000,1.048804883956909,9.0,0.00824778113688808,0.26115413567318585,236.5
0.9183034992218018,60,0.0,478,-0.002690735776632209,2.69,1.3662279808521272,480000,1.0459587469696998,9.0,0.008281704401597381,0.273098616661615,224.83
0.9125845199823379,61,0.0,477,-0.0013264601220726036,2.43,1.3576583611965178,488000,1.1690359726548194,6.0,0.009731525102397427,0.27554879743369676,216.55
0.9498377418518067,62,0.0,476,-0.002447499780828366,2.4,1.3542499625682831,496000,0.8867026747763157,5.1000000000000085,0.005949903471919243,0.23471597224093432,216.38
0.9245488059520721,63,0.0,477,0.0010046648496063427,2.32,1.349890810251236,504000,1.0632160836458207,5.1000000000000085,0.008349616223713384,0.25384235779370035,216.63
0.9119408279657364,64,0.0,477,-0.004811549231380923,2.88,1.339422960281372,512000,1.151435288488865,8.0,0.009841530395206063,0.3115385791740751,233.07
0.8909488236904144,65,0.0,477,-0.0008557826915057376,3.05,1.3487984108924866,520000,1.1809405088424683,6.0,0.010253202196909115,0.299861170327112,239.71
0.8706747812032699,66,0.0,478,-0.0025977025018073616,2.97,1.3434553253650665,528000,1.314096569418907,6.0,0.01245988471317105,0.34938907648236844,237.53
0.8609360563755035,67,0.0,478,8.567453129217029e-05,2.6,1.35468683719635,536000,1.3223939841985703,6.0,0.012354707638733088,0.3167083517849055,224.13
0.8816151398420334,68,0.0,478,-0.001688293523620814,2.97,1.3490038633346557,544000,1.2946770125627518,8.0,0.01167554372921586,0.29755534224752905,238.6
0.8867857819795608,69,0.0,479,-0.0031062302120335515,3.38,1.3418571853637695,552000,1.2645101535320282,9.0,0.011275823715841397,0.3025491571700411,247.65
0.9207502382993699,70,0.0,479,-0.0009094349778024479,3.66,1.3380233776569366,560000,1.1129366460442542,9.0,0.008810487318551169,0.28454946907687934,260.94
0.7085349327325821,71,0.0,480,-0.0005418155681218195,3.58,1.326144555211067,568000,1.4568707716464997,9.0,0.017825526846572758,0.4818262719125267,258.51
0.8817060297727585,72,0.0,480,-0.000652158391312696,3.13,1.3158589696884155,576000,1.3206664192676545,6.0,0.012289663914125414,0.3228833017624486,246.2
0.9106367641687393,73,0.0,480,-0.0017548525927122683,3.21,1.3229932248592378,584000,1.1270178270339966,7.0,0.008852777989814058,0.2792756240767016,249.44
0.8681955897808075,74,0.0,480,-0.0020937710907310246,3.16,1.3259422278404236,592000,1.2268776214122772,7.0,0.010882573236012832,0.31459100586494915,244.85
0.8827602571249008,75,0.0,481,-0.00255552246242587,3.84,1.3144458556175231,600000,1.1708309429883956,9.0,0.009587857762817294,0.2688860754040181,270.74
0.9225420051813126,76,0.0,481,-0.002515288126305677,3.96,1.316082969903946,608000,1.1511597329378127,10.0,0.009412794108502567,0.285686379177857,270.07
0.8961520832777023,77,1.0,481,-0.0014370816355949501,4.48,1.315765949487686,616000,1.2819122189283372,11.0,0.011409492545062676,0.31855257360400197,285.11
0.8917852693796158,78,0.9000000000000004,482,-0.0012226512463530525,4.27,1.3218293333053588,624000,1.252486937046051,10.0,0.010927477311342955,0.298729005163624,280.05
0.9018911230564117,79,1.0,482,-0.0016076737886032788,4.78,1.32250843167305,632000,1.2092696315050124,10.0,0.010193112866254524,0.29546201120628335,295.72
0.8980939024686814,80,1.0,483,-0.0017715157290513163,4.52,1.3219538676738738,640000,1.2153156262636184,10.0,0.010304545360850171,0.2952598988594768,294.06
0.8140828037261962,81,1.0,483,-0.0047871621046215295,4.51,1.3095423150062562,648000,1.4379936504364013,10.0,0.014060781556181609,0.3340981376641855,296.72
0.8577923107147217,82,1.0,484,-0.0046701703092549,4.61,1.2634317457675934,656000,1.3415725713968276,9.100000000000009,0.012027818474452943,0.3552118238408453,302.56
0.8602757650613785,83,1.0,484,-0.00026179449196206406,4.91,1.267756744623184,664000,1.3503291034698486,9.100000000000009,0.012179961851797998,0.35423009994332716,310.89
0.8134198498725891,84,1.0,485,-0.0031368737842421977,5.25,1.2825866806507111,672000,1.4657599973678588,10.0,0.014580404772423207,0.37047835096956894,319.88
0.8702315735816956,85,1.9000000000000004,485,-0.0038755037094233558,5.17,1.283116521835327,680000,1.3686786842346192,10.0,0.012810080917552114,0.3586911289878843,317.0
0.8386483287811279,86,1.9000000000000004,486,-0.0035880796099081636,5.45,1.2909484910964966,688000,1.4932291007041931,10.100000000000009,0.015041663595475256,0.39112234073596724,324.42
0.8481337022781372,87,2.0,486,-0.0049723749844997655,5.14,1.262455540895462,696000,1.3802486377954484,10.0,0.01352494650054723,0.36071628307090786,316.65
0.8632891774177551,88,1.0,486,-0.0017563398175116163,4.92,1.26208722114563,704000,1.4006245982646943,10.0,0.013203807601239532,0.3654563297952017,310.16
0.8350849759578705,89,0.0,486,-0.005423890762031079,4.55,1.261716651916504,712000,1.5332547014951705,10.0,0.015776273617520927,0.4163241117342051,291.02
0.8330533570051193,90,0.0,487,-0.0033984094866900704,4.91,1.2495798480510711,720000,1.5486317420005797,9.0,0.015873064799234272,0.3907092477979123,304.19
0.800414177775383,91,0.0,487,0.0002322186145465821,5.41,1.254851577281952,728000,1.5895622509717942,10.0,0.017085451907478275,0.3882135332730736,317.62
0.8543904674053192,92,2.0,487,-0.004021170376800001,5.58,1.2682483804225921,736000,1.4205278253555298,10.0,0.013421009136363864,0.37520948743558785,321.57
0.8121311837434768,93,2.0,487,-0.005572898534592241,5.72,1.2393576049804687,744000,1.61702292740345,9.100000000000009,0.0172511169873178,0.4359701776508181,334.19
0.8295237225294113,94,2.0,488,-0.0073956727015320215,5.84,1.1953046691417695,752000,1.5663082802295685,10.0,0.016073414594866334,0.4030039770572387,341.55
0.8639923685789108,95,2.0,488,-0.0032742069603409617,5.9,1.20722522854805,760000,1.5099017363786698,10.0,0.0151991226663813,0.3862741669905091,347.69
0.839016849398613,96,2.0,488,-0.006133807031437755,6.17,1.2319189560413362,768000,1.6342873990535736,10.100000000000009,0.01794422189705074,0.4177497452536112,354.46
0.8574277728796005,97,2.0,489,-0.0034595468326006087,6.35,1.2250582361221314,776000,1.5459124433994293,11.0,0.01578348164446652,0.40316593153509545,359.94
0.8694446492195129,98,2.0,489,-0.005139797338633798,6.06,1.2221386969089507,784000,1.4698166996240616,11.0,0.014417487420141697,0.3753348353553638,347.94
0.86185715675354,99,1.0,489,-0.0003626701155462797,6.14,1.2791445088386535,792000,1.4440933394432067,11.0,0.014010954359546303,0.37073021857602406,345.58
0.8451891076564789,100,2.0,489,-0.004709626251715235,6.12,1.2685265564918518,800000,1.5179832941293716,11.0,0.015456163212656976,0.3990050493409616,347.13
0.8118661415576934,101,2.0,489,-0.003347129504545592,6.08,1.2397046411037445,808000,1.5827636569738388,11.0,0.016628460697829722,0.43256188804887713,347.13
0.846576406955719,102,2.0,490,-0.003939603253675159,6.37,1.2423134624958039,816000,1.5372959744930268,12.0,0.01584424399305135,0.4012206821343871,352.81
0.8535460448265075,103,2.0,490,-0.0035163351194933056,6.16,1.2782947659492492,824000,1.540319567322731,11.100000000000009,0.0160647336486727,0.3896640146187542,347.41
0.8174108654260636,104,2.0,490,-0.004950493797077797,5.75,1.2701396775245666,832000,1.5582882106304168,11.0,0.01666112387087196,0.4220561781973407,334.78
0.8398262530565261,105,2.0,491,-0.003970189116080292,6.16,1.217201393842697,840000,1.596589229106903,11.100000000000009,0.016754730362445115,0.4007305204734362,346.36
0.8532934111356735,106,2.0,491,-0.0036659911670722067,6.23,1.2373128020763398,848000,1.535837900042534,11.0,0.015669631040655076,0.3987312840373911,346.22
0.8459394443035125,107,2.0,491,-0.010149848144501449,6.62,1.2161378741264344,856000,1.5263979023694991,12.100000000000009,0.015941462013870478,0.4189169035087395,359.86
0.8433306652307511,108,2.0,492,-0.003059279436129145,6.99,1.2098348808288575,864000,1.5128638702630997,12.100000000000009,0.015261490158736705,0.383177553296604,370.33
0.82526600420475,109,2.0,492,-0.005955394460470415,7.02,1.2183082175254822,872000,1.706241763830185,13.0,0.01935733696911484,0.4592534386161063,373.74
0.8203496658802032,110,2.0,492,-0.0036222414234362075,6.41,1.2326602959632873,880000,1.6519227695465089,12.0,0.01797579708509147,0.4541246347886222,354.38
0.8525641536712647,111,2.0,493,-0.003073298172093928,6.46,1.2343713009357453,888000,1.4446714532375335,12.0,0.013710519261658193,0.38128981991280986,364.3
0.8461345899105072,112,2.0,493,-0.004231629408313893,5.91,1.2641626393795014,896000,1.5385086858272552,11.0,0.01593349757604301,0.40909798221185795,344.55
0.8137913542985916,113,2.0,493,-0.005565615196246654,5.97,1.2222169947624206,904000,1.612730267047882,11.0,0.01720163653837517,0.4224528641188373,341.27
0.8379257881641388,114,2.0,493,-0.006498025408479862,6.04,1.2356783723831177,912000,1.560842741727829,11.0,0.01585467724595219,0.416793715406044,342.39
0.7650688749551773,115,2.0,493,-0.003998779299727175,6.01,1.187267628610134,920000,1.5993438178300858,11.0,0.01687639213865623,0.4683865368695986,334.52
0.8064682281017304,116,2.0,494,-0.00485449035622878,6.67,1.2135966312885285,928000,1.6668663626909257,11.0,0.018409537100233138,0.43647631453414265,355.18
0.8234854584932327,117,3.0,494,-0.00545998007291928,7.17,1.2298429095745087,936000,1.6145413964986801,12.100000000000009,0.017618415839970113,0.44529405421508067,371.59
0.7883993691205978,118,3.0,494,-0.0037552864226745443,7.74,1.2188617062568665,944000,1.7303413236141205,14.0,0.019667065874673425,0.4677230319840783,388.84
0.8045333379507065,119,3.9000000000000004,494,-0.008423756718111691,8.08,1.2311414349079133,952000,1.6848248583078385,14.0,0.01864403609186411,0.46461836866066564,397.02
0.7860262733697891,120,4.0,494,-0.004977566819288768,8.46,1.2054587757587434,960000,1.7463398420810698,15.100000000000009,0.019879945535212756,0.4703638740953614,412.14
0.764634073972702,121,4.0,495,-0.0012618793854198883,8.61,1.1957095634937287,968000,1.7114420038461686,15.100000000000009,0.019782486306503415,0.5029619452108534,411.66
0.7825399762392045,122,4.0,495,-0.010431812007154803,9.13,1.2005928444862366,976000,1.7931723523139953,16.0,0.021111237732693553,0.5040685561848253,423.49
0.7763902968168259,123,4.9,495,-0.01048758655495476,9.16,1.1285347998142243,984000,1.712408481836319,15.100000000000009,0.019115068293176593,0.47007842254416476,427.53
0.7721854680776596,124,5.0,495,-0.003085660915821791,9.21,1.159992345571518,992000,1.771704205274582,15.0,0.020597781958058475,0.47854882093788115,432.31
0.7543977445363999,125,5.0,495,-0.0022019896702840922,9.47,1.1853649950027465,1000000,1.8323183327913284,15.0,0.021915566730313002,0.5057426636397246,436.44
0.7902181601524353,126,5.0,496,-0.011168387848883868,9.73,1.2079981434345246,1008000,1.7605836749076844,15.0,0.02018393062055111,0.4901465657916396,440.15
0.794674808382988,127,5.0,496,-0.004873309143877122,9.14,1.201400933265686,1016000,1.6837503278255463,14.0,0.018443144485354425,0.4750809591972501,432.66
0.7512704640626907,128,5.0,496,0.0003646856715204194,9.59,1.1753522741794586,1024000,1.7880741202831267,14.100000000000009,0.021375325843691825,0.5077758000714357,440.7
0.7301947903633118,129,5.0,496,-0.009007358698872849,9.78,1.168520678281784,1032000,1.9268324410915374,16.0,0.024531229883432388,0.5621380201678022,445.32
0.7910962164402008,130,5.9,496,-0.006914791241870262,10.03,1.1789826925098896,1040000,1.6242314243316651,16.0,0.01790700962767005,0.47761732413648716,453.85
0.7846519994735718,131,5.9,496,-0.006781959199579433,10.0,1.1946197044849396,1048000,1.7438296967744826,16.0,0.020121042802929878,0.4930006256941446,451.64
0.7551500052213669,132,6.0,497,-0.0033196193841286002,10.34,1.1808733391761779,1056000,1.7632784199714662,16.0,0.02045455751940608,0.47927357248904207,464.75
0.7842731195688247,133,6.0,497,-0.00550703480024822,10.57,1.14908642411232,1064000,1.6973517721891402,16.0,0.018962530796416105,0.47922280765460684,469.37
0.7510529375076294,134,6.0,497,-0.005891151811956661,10.68,1.1587221312522888,1072000,1.8374646961688996,16.0,0.02250110337510705,0.5396018364481564,480.38
0.756076586842537,135,6.0,497,-0.005615167193172965,11.11,1.1561222875118256,1080000,1.8069304656982421,17.0,0.021832537590526044,0.49669456198807765,487.92
0.7796357953548432,136,7.0,497,-0.00344515471952036,11.46,1.1570108377933501,1088000,1.7956986343860626,17.10000000000001,0.02112179925199598,0.5184903211148468,492.01
0.771943734884262,137,8.0,497,-0.004860529021825642,11.8,1.1658127808570862,1096000,1.8385002160072326,17.10000000000001,0.02240755992010236,0.5460274084928941,503.08
0.6741465169191361,138,8.0,498,-0.013772158401989145,11.68,1.164473453760147,1104000,1.9461288285255431,17.0,0.033902682829648256,0.6513849240818625,502.39
0.7813402652740479,139,6.9,497,-0.0010423782281577588,11.33,1.169597142934799,1112000,1.7058861082792283,17.10000000000001,0.019582549449987708,0.46453729140627253,490.92
0.7646417111158371,140,7.0,498,-0.008217206689878367,11.4,1.165191680788994,1120000,1.712834198474884,17.10000000000001,0.020151992430910468,0.49057979608751046,493.89
0.7726282399892807,141,6.0,498,-0.005568133930792101,10.86,1.182208797931671,1128000,1.7285646188259125,15.100000000000009,0.01975053240545094,0.4603312341389878,476.27
0.7957671874761582,142,6.0,498,-0.00463410428375937,10.84,1.1831497287750243,1136000,1.7180223631858826,15.100000000000009,0.019401575406081974,0.4989010821505898,482.12
0.7791768950223923,143,5.9,498,-0.007903023885592119,10.87,1.1825161564350128,1144000,1.7870927280187607,16.10000000000001,0.02150699792895466,0.49446264720081706,479.77
0.8103069365024567,144,6.0,498,-0.0002938303013797849,10.76,1.1986990320682525,1152000,1.616467611193657,16.0,0.017169322976842524,0.43447787031169893,472.79
0.791157448887825,145,7.0,498,-0.006541714762061019,11.2,1.156440886259079,1160000,1.7691674530506134,16.0,0.020894476529210806,0.5132739757566065,482.68
0.7929121887683869,146,7.0,498,-0.004982087318785489,11.19,1.1460024499893189,1168000,1.7931893539428712,16.0,0.02111304106656462,0.5294102191165813,480.61
0.7481725406646729,147,7.0,498,-0.003108147320090211,11.83,1.1644074249267578,1176000,1.9135862720012664,17.0,0.024614485199563205,0.5255306019609783,504.66
0.7821783059835434,148,7.0,498,-0.006079847198561765,11.88,1.1737204349040986,1184000,1.7937905395030975,17.0,0.021177571550942957,0.49421271776419173,503.34
0.7736758208274841,149,7.0,499,-0.0027641792013309895,12.15,1.1783290195465088,1192000,1.671660485267639,17.0,0.018529396494850515,0.466938946714852,509.78
0.7309499257802963,150,7.0,499,-0.0033880023445090044,12.03,1.1694571091234685,1200000,1.8152892404794694,17.10000000000001,0.022137128002941608,0.5974557815784478,507.12
0.763141313791275,151,7.0,499,-0.005950615174951963,12.45,1.1851366567611694,1208000,1.8193567287921906,19.0,0.022111170613206922,0.5069344993182497,510.32
0.7687725698947907,152,6.0,499,-0.006377731504035183,12.51,1.163934462070465,1216000,1.8133388566970825,19.0,0.022424516128376128,0.5020068846619258,503.91
0.7883971035480499,153,6.0,499,-0.004065734295872972,11.98,1.1673818337917328,1224000,1.7647187197208405,18.10000000000001,0.020592138608917593,0.5042922602321227,478.87
0.7654973191022872,154,6.0,499,-0.008630442307912744,12.54,1.1404256951808929,1232000,1.857098994255066,19.0,0.023042604406364263,0.5319004665153227,493.74
0.7234862291812897,155,6.9,500,-0.0043523286329582335,12.93,1.1250617045164109,1240000,1.8647376281023025,19.0,0.02301241426728666,0.5427477947218838,496.32
0.7152369976043701,156,7.0,500,-0.007454289653687738,13.83,1.1316516780853272,1248000,2.068683159351349,21.0,0.029015141800045968,0.6220317868802465,507.91
0.7841648399829865,157,8.9,500,-0.008114776207512477,14.4,1.1180873173475265,1256000,1.8604909896850585,21.0,0.022718922067433596,0.5596091612898234,524.76
0.7693364709615708,158,8.9,500,-0.006502455465961248,14.67,1.138397285938263,1264000,1.8652913415431975,21.0,0.023038453087210656,0.5454667249692923,535.72
0.7696358996629715,159,9.0,500,-0.002520178420236334,15.0,1.1562265801429747,1272000,1.8695315051078796,21.0,0.02318783595226705,0.4919926005216641,541.27
0.7427711045742035,160,9.0,500,-0.006688146125525236,15.33,1.1758099007606506,1280000,1.8819041031599044,22.10000000000001,0.02348678534384817,0.5211542699505214,550.6
0.7363505184650421,161,9.0,500,-0.004843440725235269,15.19,1.1798151540756225,1288000,1.9689483737945557,21.10000000000001,0.025526700634509326,0.5644527291715304,549.65
0.780320395231247,162,9.0,501,-0.0014219640969531612,14.83,1.1729304361343384,1296000,1.8853953874111176,21.0,0.023394812904298304,0.5416471729416247,556.9
0.7505109471082687,163,9.0,501,-0.007554471410840051,14.74,1.1635927486419677,1304000,2.0170044183731077,21.0,0.026563117960467935,0.5777434308352337,557.01
0.6994068849086762,164,9.0,501,-0.00896832842438016,14.79,1.1779074740409852,1312000,1.959250956773758,21.10000000000001,0.02596687131561339,0.5697697279593619,559.09
0.7101110082864761,165,9.0,501,-0.00653421159084246,14.96,1.148295521736145,1320000,1.99519753575325,22.10000000000001,0.02647698079701513,0.5673405193983243,567.75
0.7191570562124252,166,9.0,501,-0.008853969578340184,15.12,1.1610074543952942,1328000,1.9631194496154785,22.10000000000001,0.02635697359684855,0.5994262678084925,577.38
0.7329989773035049,167,9.0,501,-0.005211389434989542,14.88,1.159306573867798,1336000,1.9132983112335205,22.0,0.024421873195096852,0.5550457141194933,569.06
0.7112035256624222,168,9.0,501,-0.007617626042556367,15.29,1.1572084748744964,1344000,2.0209925162792204,22.10000000000001,0.027279907409101724,0.6038083218413776,581.31
0.736109368801117,169,9.9,502,-0.009616943902656203,15.39,1.110710591673851,1352000,1.9736660528182983,22.10000000000001,0.025549704963341354,0.5771848651992958,584.07
0.7392259168624878,170,9.0,502,-0.00795089382037986,15.43,1.1394702172279358,1360000,1.9523523128032685,22.10000000000001,0.025041595767252147,0.5462382591959846,586.05
0.7431490957736969,171,9.9,502,-0.004057597430364695,15.31,1.1440157461166383,1368000,1.8966957849264146,22.0,0.02381056108046323,0.5297855712091242,586.28
0.7183026129007339,172,10.9,502,-0.007967373807914555,15.58,1.1403358197212219,1376000,1.924821521639824,22.0,0.02477736795321107,0.5415925722428719,587.98
0.6790746366977691,173,10.9,502,-0.009558312076842412,15.78,1.1097694784402847,1384000,2.035126673579216,22.0,0.02774271524511278,0.6238642542222174,586.15
