P09:episode_rewards,explained_variance,P01:episode_rewards,value_loss,policy_loss,frames,policy_entropy,episode_length,fps,advantage_norm,epoch_idx,grad_norm,PMM:episode_rewards
5.0,0.9633522683382034,0.0,0.0034744119964307176,-0.0006905156691209413,248000,1.3464879310131073,207.82,491,0.6633216667175293,31,0.15927111235144464,2.07
5.0,0.9768276190757752,0.0,0.002715880516625475,-0.0018033982549241045,256000,1.3302918815612792,204.46,493,0.557442634254694,32,0.1482675101660409,1.9
5.0,0.9637252485752106,0.0,0.00396697718068026,-0.0012198526828433387,264000,1.3347089064121247,214.09,496,0.6806397208571434,33,0.17372856658469804,2.19
5.0,0.9622374761104584,0.0,0.004087994012224954,-0.0013947021736385068,272000,1.336329128742218,197.31,499,0.7264531317353249,34,0.18130674260933455,1.8
5.0,0.9728796875476837,0.0,0.0032834084166097456,-0.001791624921024777,280000,1.3296480870246887,208.31,501,0.6212462048232555,35,0.16113095273979308,2.08
5.0,0.9846232032775879,0.0,0.0017267165493103675,-0.0008850412450556178,288000,1.3224963080883025,201.09,502,0.46858319371938706,36,0.11706012695317257,1.96
5.0,0.9717837655544281,0.0,0.003020434281497728,-0.0011675932310754433,296000,1.3333735573291778,197.82,503,0.6177792498469352,37,0.1508140634421227,1.93
9.0,0.9687120795249939,0.0,0.0032075376229477115,-0.0017439488420495763,304000,1.3170992279052733,212.52,499,0.6051668652892113,38,0.14527062708981073,2.38
9.0,0.9648159283399582,0.0,0.003763344863546081,-0.0004634100106341066,312000,1.3518045341968536,214.88,495,0.6792935173213482,39,0.17534103680335933,2.48
8.100000000000009,0.949530555009842,0.0,0.005480462182895281,-0.000859178199316375,320000,1.354152934551239,211.75,493,0.826115175485611,40,0.22485144293938816,2.3
8.100000000000009,0.9506746423244476,0.0,0.004806445282010827,-0.0015877419104799628,328000,1.343621666431427,218.12,491,0.757912411391735,41,0.16680808161617544,2.41
6.0,0.9595610934495926,0.0,0.0039681606378871945,0.001079930327832699,336000,1.3667688500881194,213.37,487,0.7188535916805268,42,0.17491615018216516,2.19
5.0,0.9610755455493927,0.0,0.003473538066027686,-0.0006560260141850449,344000,1.3709372174739838,202.6,481,0.6648290863633156,43,0.16972965534510315,1.89
5.0,0.8631567704677582,0.0,0.008114359780447557,-0.00012466320302337408,352000,1.3822840344905853,207.71,467,1.0365426939725877,44,0.2505635366234533,2.07
5.0,0.9408838587999344,0.0,0.004803958730190061,-0.0012705173953145277,360000,1.3745275938510895,200.67,460,0.8070416817069054,45,0.19614009715685282,1.95
5.0,0.8760522466897964,0.0,0.0089912186388392,-0.0011549396312329919,368000,1.372799872159958,194.35,453,1.097167532145977,46,0.29486373130111615,1.72
5.200000000000017,0.9247970789670944,0.0,0.006865971839870326,0.0004154640057822689,376000,1.3656100010871888,199.05,449,0.9480997562408447,47,0.22566833910496925,1.92
8.0,0.9615748524665833,0.0,0.004011291995993815,-0.0021607594142551536,384000,1.350206606388092,211.88,444,0.6950453928112984,48,0.1709470584005184,2.37
7.0,0.9568787771463394,0.0,0.004123727956903167,-0.0002950982144102454,392000,1.3560354161262511,205.63,439,0.7328989699482917,49,0.1912671680420517,2.18
8.0,0.9602859663963318,0.0,0.003976369209703989,-0.0017008599493419751,400000,1.3545267117023467,204.39,434,0.7219821897149086,50,0.1856819218695194,2.15
6.0,0.9690843200683594,0.0,0.0036399990960489957,-0.0010806101246271281,408000,1.3606231689453125,196.59,429,0.6893157467246056,51,0.17683842974550942,1.87
6.1000000000000085,0.9297476887702942,0.0,0.007330751927220262,-0.0017466571391560137,416000,1.3707138991355896,198.82,425,0.9584315836429596,52,0.24454252876860086,1.97
6.1000000000000085,0.8474235826730728,0.0,0.01123982529679779,-0.00042187884158920494,424000,1.3717875134944917,212.46,421,1.243828982412815,53,0.29878109122373586,2.32
5.0,0.8998839879035949,0.0,0.009862967118970119,-0.0037922662822529674,432000,1.3612048506736756,214.44,417,1.1376248353719711,54,0.330085250557193,2.3
5.0,0.7015427643060684,0.0,0.011754417840857059,-0.0030666451962315477,440000,1.3561486494541168,207.39,414,1.296524140238762,55,0.3582421183912446,2.12
5.0,0.9328385013341903,0.0,0.0061608227115357295,-0.0020196202347869986,448000,1.3643198215961456,210.71,410,0.9097240287065506,56,0.24195090830828098,2.17
5.1000000000000085,0.8806188607215881,0.0,0.01038037012098357,-0.002208053512877086,456000,1.368079960346222,206.65,407,1.2194673749804497,57,0.3288737982199638,2.14
7.1000000000000085,0.9382209289073944,0.0,0.005585226599941961,-0.0024966706352734036,464000,1.3618960356712342,218.42,404,0.8582652458548545,58,0.23449780528651104,2.44
6.200000000000017,0.9480166888236999,0.0,0.0054105382045963775,-0.0007386827992741018,472000,1.3524864149093627,225.09,401,0.8555939018726348,59,0.23501125260127687,2.6
6.0,0.9319669878482819,0.0,0.0075499224883969875,-0.0012330854398896918,480000,1.3536149621009828,237.53,398,1.0189828160405159,60,0.2679361998824772,2.75
6.1000000000000085,0.8839144027233123,0.0,0.010037779157282784,-0.0005370612591514145,488000,1.3695308721065522,250.74,395,1.1934718909859656,61,0.3058631210214251,3.14
6.0,0.9022453355789185,0.0,0.00950212757627014,-0.0009743218286894262,496000,1.3641318786144256,241.84,393,1.1474400874972344,62,0.3119088303397849,2.92
5.1000000000000085,0.9359477424621582,0.0,0.007926582008367404,-0.0037787636643042788,504000,1.356130257844925,233.81,391,1.0432986530661583,63,0.32134340762961533,2.76
5.0,0.9141246044635772,0.0,0.008228729686234146,-0.002822245058014232,512000,1.350857790708542,222.0,389,1.0408646151423455,64,0.31121184807775537,2.45
6.0,0.9179458540678024,0.0,0.007751328138401732,0.00036284088040702047,520000,1.3576911616325378,245.63,387,1.0243649736046792,65,0.263495986763757,3.11
9.0,0.9471187573671341,0.0,0.004929978587897494,-0.001993338777683675,528000,1.3491503238677978,245.8,385,0.8250186467170715,66,0.21322645541121207,3.15
6.0,0.9113832706212998,0.0,0.0080343995266594,-0.0015992386231664568,536000,1.3414957427978516,235.39,383,1.0581794327497482,67,0.2811899882922628,2.78
5.1000000000000085,0.8620500653982163,0.0,0.00937754291575402,-0.00034687311883317305,544000,1.3570879626274108,225.51,381,1.1368022322654725,68,0.3063611943756739,2.54
5.0,0.9087915569543839,0.0,0.008366336533799767,-0.001311005287861917,552000,1.3562631714344024,224.42,379,1.0782802504301072,69,0.28548523362752626,2.43
5.0,0.8876230043172836,0.0,0.01092448887298815,-0.00508415668620728,560000,1.3443874979019166,226.96,377,1.2211851376295089,70,0.4196622103779669,2.49
6.1000000000000085,0.927754984498024,0.0,0.007098260490456596,-0.0027996569903916677,568000,1.325055924654007,245.02,376,1.007300242781639,71,0.2793639899079305,3.05
9.0,0.9250805109739304,0.0,0.007035440471954643,-0.0007543277278455207,576000,1.335349977016449,245.66,374,1.0056396180391312,72,0.26096910465896067,3.16
9.0,0.9005267322063446,0.0,0.009176252241013571,-0.0018168135994346812,584000,1.34725261926651,251.42,374,1.1236610630154609,73,0.30812491576021167,3.43
9.0,0.9271025478839874,0.0,0.007225967183476314,-0.0012810164710390381,592000,1.342639993429184,231.54,372,1.0079643940925598,74,0.26479551703305554,2.98
8.0,0.9073915499448776,0.0,0.009383107728790491,-0.004487002474052133,600000,1.3191805040836335,233.13,372,1.1586300188302994,75,0.3327954040712875,2.97
8.0,0.8751167142391205,0.0,0.012096505626104773,-0.0006834880114911357,608000,1.307595421075821,238.71,371,1.3052663576602936,76,0.35455501619991103,3.09
9.0,0.8811949026584626,0.0,0.012306478517130017,-0.005278435762156732,616000,1.2971733975410462,261.31,369,1.3066569244861603,77,0.3575754103914253,3.66
9.0,0.8578900808095932,0.0,0.011869682038668544,-0.002630636722606141,624000,1.2771211409568786,263.43,368,1.2866973227262497,78,0.35633840757581536,3.7
9.0,0.8233465200662613,0.0,0.01095617817249149,-0.0015699304640293121,632000,1.2932372164726258,250.21,367,1.2627704811096192,79,0.33102618122745026,3.39
7.1000000000000085,0.8809422826766968,0.0,0.010695707398699596,-0.0012771511697792447,640000,1.3088608384132385,228.97,366,1.2610448497533797,80,0.36884277301569696,2.81
6.1000000000000085,0.8972877115011215,0.0,0.009440881157061085,-0.003241306355339475,648000,1.306383661031723,222.8,365,1.1674899551272393,81,0.31650035248728725,2.74
9.0,0.9232546621561051,0.0,0.007342158273095265,-0.004440822868491523,656000,1.2773252058029174,244.56,365,1.0231002590060234,82,0.3576157533377879,3.34
10.0,0.9119364446401597,0.0,0.008217476172139868,-0.0006364357931306586,664000,1.3081654334068298,254.27,364,1.0942024141550064,83,0.3256362395540489,3.61
10.0,0.8810194903612136,0.0,0.011492505730129778,-0.002402221161464695,672000,1.318273253440857,264.76,363,1.306750727891922,84,0.34959740626883395,3.79
10.0,0.9070770829916001,0.0,0.009722661757841707,-0.0019926511676749215,680000,1.3122630894184113,268.16,363,1.2025590127706527,85,0.334311872144619,3.77
7.0,0.8893916392326355,0.0,0.010307020500767976,-0.001164064262120519,688000,1.3191978645324707,262.52,362,1.2062968862056733,86,0.31252122686913786,3.55
9.0,0.8984702503681183,0.0,0.008713733837939799,-0.0011485067146713844,696000,1.3031171870231628,264.0,362,1.1233896404504775,87,0.3211085505719273,3.7
9.0,0.8906656789779663,0.0,0.009953057308448478,-0.002653666160767898,704000,1.3120526111125945,251.33,361,1.1985022562742234,88,0.3419961501215248,3.48
8.0,0.8775981366634369,0.0,0.012009041500277817,-0.002103926365962252,712000,1.2985898303985595,242.78,360,1.3450824952125549,89,0.4087859989727953,3.23
6.0,0.9053367167711258,1.0,0.00919295690720901,-0.0032350878929719327,720000,1.2855024552345276,237.28,360,1.156008892059326,90,0.3147682665846922,2.98
6.1000000000000085,0.860185244679451,1.0,0.012486090192105621,-0.005258775361289736,728000,1.2885097980499267,252.46,359,1.3500961089134216,91,0.44692127396503656,3.44
7.200000000000017,0.8963169771432876,1.0,0.010753715024329723,-0.0037871528722462243,736000,1.2910864555835724,259.05,359,1.2731987947225571,92,0.3596489993979384,3.67
9.0,0.8532359766960144,1.0,0.013264481131918728,-0.002070145064499229,744000,1.2789705872535706,269.72,358,1.4039115279912948,93,0.3831198428328539,4.16
9.0,0.8701579105854035,1.0,0.011558190780924633,-0.004147490361065138,752000,1.2771012938022615,281.1,358,1.2898683500289918,94,0.376647546832025,4.51
9.0,0.8459824168682099,1.0,0.013630594287533312,-0.004169927586044651,760000,1.2597997868061066,284.78,357,1.400740368962288,95,0.4058016183923411,4.53
10.0,0.8957044434547424,1.0,0.00954742246074602,-0.0017466374451760203,768000,1.3031226563453675,295.65,357,1.1774669593572618,96,0.3165267335714447,4.72
10.0,0.863121594786644,1.0,0.012305405982770025,-0.004253592758759623,776000,1.284815456867218,294.44,356,1.3560356873273849,97,0.3843507834330752,4.56
9.0,0.8752822577953339,1.9000000000000004,0.012725607624743134,-0.000869923178688623,784000,1.3034241032600402,295.04,356,1.37133824467659,98,0.42407608019478427,4.46
9.0,0.8624964278936386,1.0,0.013338270275853574,-0.0071245024155359715,792000,1.2617444825172424,294.07,355,1.4270544880628586,99,0.44526609350270796,4.68
10.0,0.8625020396709442,1.0,0.01335296215955168,-0.003925058599797922,800000,1.2311544334888458,299.81,355,1.4140401190519334,100,0.41564663322009915,4.93
10.0,0.8695065206289292,2.0,0.013257859887089581,-0.004044537261361256,808000,1.2433498287200928,307.86,354,1.3989028471708298,101,0.40022305974044114,5.14
10.0,0.857398641705513,1.9000000000000004,0.012835395811125637,-0.005108504458330571,816000,1.2427919948101043,318.84,354,1.3864884197711944,102,0.406893322087509,5.57
11.0,0.8413002151250839,2.0,0.015032407478429377,-0.005817287304089405,824000,1.245058730840683,332.33,353,1.507274323105812,103,0.4687216731153691,5.87
11.0,0.848334550857544,2.0,0.013106376002542674,-0.0039358500457638,832000,1.2538202702999115,327.13,353,1.4187031078338623,104,0.41967979394725374,5.85
11.0,0.839687380194664,2.0,0.014655389566905796,-0.005281396347054396,840000,1.241455419063568,332.75,353,1.4851568281650542,105,0.46096934986647653,6.06
11.0,0.8116149818897247,2.0,0.01469114682637155,-0.003211334324150812,848000,1.213619328737259,342.64,352,1.4954677772521974,106,0.44829399194838343,6.4
11.0,0.8209736752510071,2.9000000000000004,0.01574019965250045,-0.0010754520886075624,856000,1.2536406207084656,344.29,352,1.529020187854767,107,0.44593633707086866,6.48
11.0,0.8097963190078735,3.0,0.017247621775604783,-0.010172068578540347,864000,1.2389612412452697,353.45,352,1.596881702542305,108,0.5574149188753159,6.72
11.100000000000009,0.7953665775060653,3.0,0.017618850888684392,-0.002411079366574995,872000,1.2116195750236511,369.12,351,1.6368083405494689,109,0.4789329746939299,7.04
10.100000000000009,0.8449109029769898,3.0,0.01377522744005546,-0.001314502428576816,880000,1.2622609794139863,368.55,351,1.4284389781951905,110,0.39319573182699696,6.77
12.0,0.8310784882307053,3.0,0.017322570972610266,-0.004617241531377658,888000,1.2421533513069152,381.9,351,1.6051449418067931,111,0.532282590219185,7.45
12.100000000000009,0.841820301413536,3.0,0.014827062478289008,-0.0038898958230856808,896000,1.2381720077991485,384.0,351,1.4873230665922166,112,0.445741255331878,7.55
13.0,0.775101950764656,3.0,0.020697942175902425,-0.005307185150450096,904000,1.2169953620433807,380.55,350,1.7283262145519256,113,0.5652460169480359,7.55
13.0,0.8139504337310791,3.0,0.015803563091903925,-0.007119743911316618,912000,1.2219120681285858,377.68,350,1.548400198817253,114,0.4519884033638673,7.7
13.0,0.78944256067276,4.0,0.01929880848620087,-0.007264241839875467,920000,1.1858145916461944,391.45,350,1.7218707478046418,115,0.5617841005655376,8.18
12.0,0.7554685956239701,3.9000000000000004,0.022262435113079845,-0.00473227743525058,928000,1.151391625404358,390.51,350,1.8241726219654084,116,0.5733328679453027,8.02
14.0,0.7323636013269424,4.0,0.022800560933537783,-0.0075590296229347586,936000,1.1299113768339157,406.98,349,1.8583310437202454,117,0.5781060946463928,8.78
14.0,0.7822342497110367,4.9,0.019576925965957344,-0.008003267645835876,944000,1.2049935376644134,415.45,349,1.7403339457511902,118,0.5347312504008358,9.0
14.0,0.7722749370336532,5.0,0.021391460262238978,-0.008391491739312187,952000,1.2111588275432588,426.06,348,1.7974467873573303,119,0.5812849258218649,9.35
14.100000000000009,0.7667764145135879,5.0,0.02369320722296834,-0.005182301805325551,960000,1.1842839467525481,444.09,348,1.900104582309723,120,0.6701220240161381,9.78
14.0,0.7948842352628708,5.0,0.020010374351404608,-0.006733689908869565,968000,1.2143321967124938,443.32,348,1.749382975101471,121,0.5243615242970402,9.4
14.0,0.784689924120903,5.0,0.017911951071582735,-0.006168791394302388,976000,1.1986656832695006,437.89,348,1.6485336327552795,122,0.5280549171972381,9.06
14.0,0.7745572447776794,5.0,0.022132068984210492,-0.004296324358583661,984000,1.196637635231018,450.26,347,1.8313104486465455,123,0.6434476271981141,9.22
15.0,0.8046446633338928,5.0,0.018603934077546,-0.0049656642659101635,992000,1.1560025787353516,452.48,347,1.6824819070100785,124,0.5180732400330966,9.59
14.100000000000009,0.7833394962549209,5.0,0.019429887495934963,-0.0068953762572346025,1000000,1.1686105394363404,452.51,347,1.7133744317293167,125,0.5446330387190135,9.62
15.0,0.7450416302680969,5.0,0.023109880611300468,-0.0038747161347419024,1008000,1.1898772132396698,462.39,347,1.861844173669815,126,0.5824605663532582,10.12
16.0,0.7444528740644455,6.0,0.021306089777499437,-0.004502991089539137,1016000,1.2020134544372558,478.95,346,1.7963789540529251,127,0.5348506308091381,10.97
17.0,0.7602645224332809,6.0,0.021531406911090015,-0.0073368335268605735,1024000,1.1834514355659485,482.16,346,1.819378583431244,128,0.5839753522385105,11.2
18.0,0.788874020576477,6.0,0.019675688059069215,-0.008789818851510063,1032000,1.1574042510986329,482.46,346,1.7157648062705995,129,0.5613091066164837,11.44
18.0,0.7883349329233169,6.0,0.01827676302753389,-0.002411871646763757,1040000,1.1944933712482453,487.55,346,1.6669964903593064,130,0.5325134373856255,11.38
18.0,0.7766488581895828,6.0,0.021943217073567212,-0.005117998387686384,1048000,1.1708578944206238,491.13,346,1.8235808664560318,131,0.6104664879079583,11.57
18.0,0.7569071078300476,6.0,0.02424478265456855,-0.014341225043754093,1056000,1.1539954602718354,483.62,346,1.8982382678985597,132,0.7552740692636754,11.75
18.0,0.7917500317096711,6.0,0.021144787184894084,-0.005355608233157909,1064000,1.166404004096985,474.22,345,1.797907555103302,133,0.5979676233766931,11.28
18.0,0.7870229214429856,6.0,0.020431551756337284,-0.006295711778075201,1072000,1.1985752773284912,470.91,345,1.774435180425644,134,0.5534962350706439,11.3
17.10000000000001,0.7694931387901306,6.9,0.02115690597333014,-0.006442058817483485,1080000,1.1920771598815918,479.29,345,1.7977255475521088,135,0.5877344150197272,11.35
16.0,0.7636706024408341,6.0,0.02694034306332469,-0.018206591537309576,1088000,1.1300534117221832,479.94,345,2.019431177377701,136,0.9936020512277688,11.26
17.0,0.78394686460495,6.9,0.023877764237113297,-0.006880629154620692,1096000,1.142378180027008,483.86,345,1.8983118188381196,137,0.6307612402201329,11.42
16.10000000000001,0.7617411690950394,6.0,0.02395246964879334,-0.004189761083107441,1104000,1.1703829884529113,484.25,345,1.905790655016899,138,0.6293668332523906,11.39
17.10000000000001,0.7516716259717942,6.9,0.025734607307240368,-0.01581160480447579,1112000,1.1546181231737136,490.09,344,1.9665460252761842,139,0.7344233468583938,11.53
18.0,0.7352097535133362,7.0,0.026103022997267543,-0.005257497159072954,1120000,1.151520961523056,498.96,344,1.9931766390800476,140,0.6915641003620477,11.94
18.0,0.7702139419317245,7.0,0.0239036368066445,-0.009417263903305866,1128000,1.1645118355751038,502.42,344,1.899077015519142,141,0.6219228024070879,11.93
19.10000000000001,0.7475288659334183,7.0,0.02581121609546244,-0.005852978860784788,1136000,1.1420625853538513,522.1,344,1.9829233819246292,142,0.646964582123646,12.53
20.0,0.7381771373748779,7.0,0.02453942792955786,-0.010576619797611785,1144000,1.1446607565879823,523.57,344,1.9188677263259888,143,0.6100361599471685,12.92
21.0,0.7233302456140518,7.0,0.027347846012562512,-0.006673240780364722,1152000,1.1004570853710174,528.79,343,2.0476170349121094,144,0.6791480656268132,13.12
21.0,0.7436927688121796,7.9,0.02450968059711158,-0.0032420619833283125,1160000,1.0809806114435196,547.63,343,1.9086419177055358,145,0.6375941894436477,13.57
21.10000000000001,0.7518254810571671,8.0,0.025814154399558902,-0.0069739668106194586,1168000,1.111820897459984,564.29,343,1.9774116885662079,146,0.6617147293820347,14.27
22.0,0.7779341930150986,8.0,0.023404592270962893,-0.011032070516666864,1176000,1.1242301028966903,560.41,343,1.8828500068187715,147,0.6460640282323885,14.28
21.10000000000001,0.7874997788667679,8.0,0.02219960049726069,-0.007058866038132692,1184000,1.1037893140316009,552.82,343,1.8325993824005127,148,0.6446107433993663,14.19
22.0,0.7322149616479874,8.0,0.025585316829383375,-0.007904405122972094,1192000,1.0841866451501847,558.86,343,1.967375600337982,149,0.6345581512654258,14.48
23.0,0.7511188346147537,8.0,0.024922491293400528,-0.01269241909540142,1200000,1.071956712603569,569.82,343,1.9253280752897262,150,0.6918220597533328,15.05
23.0,0.7439531975984573,8.9,0.0264997784094885,-0.005205394115182571,1208000,1.0832005488872527,573.86,342,1.9873364299535752,151,0.6816029115584396,15.2
23.0,0.7326234751939773,9.0,0.02841779532842338,-0.006655894218129106,1216000,1.082955624461174,576.38,342,2.061485595703125,152,0.7384696033660347,15.34
24.0,0.7430382376909256,9.0,0.025771295875310896,-0.005595389020745642,1224000,1.0766314113140105,570.71,342,1.9702460765838623,153,0.6812587426485979,15.26
23.10000000000001,0.7316216349601745,9.0,0.02659401211887598,-0.009407210630597547,1232000,1.1395845818519592,578.45,342,1.9967005604505539,154,0.6829159637461845,15.43
24.0,0.7426568150520325,9.0,0.026394172008149325,-0.008604829557007178,1240000,1.1141149133443833,587.79,342,1.9991377091407776,155,0.754692055809383,15.92
24.0,0.7278495293855667,9.0,0.027190517717972398,-0.009177376204752364,1248000,1.1143095421791076,594.85,341,2.030706617832184,156,0.8068030061902851,16.27
24.0,0.7156327801942826,9.0,0.02885062525048852,-0.01118151094939094,1256000,1.0836202251911162,590.47,341,2.0950594091415407,157,0.7127491784626377,16.03
24.0,0.7153696995973587,9.0,0.02646300562657416,-0.01033500331104733,1264000,1.061731197834015,600.56,341,1.9976426839828492,158,0.6402146868175228,16.28
23.10000000000001,0.7412463533878326,8.9,0.0258607014734298,-0.009513048191438429,1272000,1.1222441655397415,600.41,341,1.9792179358005524,159,0.6625861770178025,15.9
24.0,0.7035911560058594,8.0,0.030267826886847614,-0.011196507938730066,1280000,1.0794882810115813,609.67,341,2.141477609872818,160,0.9804946783946226,16.18
25.0,0.737357627749443,8.0,0.024726999253034593,-0.007783636353196926,1288000,1.0929245084524155,619.09,341,1.9302437317371368,161,0.6090067748565147,16.83
25.0,0.7410123240947724,8.0,0.02498245974536985,-0.01089419065916445,1296000,1.092667561173439,607.25,340,1.937690486907959,162,0.7207694687715452,16.1
25.0,0.7507304900884628,8.0,0.028641740079037845,-0.008161640104954132,1304000,1.1082241123914718,604.32,340,2.0765563118457795,163,0.7624170958072475,16.06
25.0,0.6939598006010056,8.9,0.0295488373702392,-0.006609367027995177,1312000,1.1137888568639756,623.5,340,2.112644392251968,164,0.7884148108598207,16.92
25.0,0.7076550829410553,9.0,0.027804213538765908,-0.0068075997197593096,1320000,1.1136599576473236,626.03,340,2.0522031140327455,165,0.8742219059667158,16.89
25.0,0.6937162613868714,9.0,0.02979143360629678,-0.00836842473319848,1328000,1.0722499054670334,622.45,340,2.096402930021286,166,0.766812094635298,16.9
29.10000000000001,0.7272771710157394,9.0,0.030930904513224958,-0.010845271848374978,1336000,1.1225754100084304,645.03,340,2.1470953738689422,167,0.78089854454199,18.14
29.10000000000001,0.7385520428419113,9.9,0.027915239324793218,-0.010445428631210235,1344000,1.1216682863235474,647.44,340,2.0301916766166688,168,0.706702041003626,18.57
25.10000000000001,0.7238688755035401,10.0,0.02576958601363003,-0.0058199524969677445,1352000,1.1420170640945435,650.48,340,1.9774066269397736,169,0.7052922823993596,18.16
29.10000000000001,0.6807828664779663,10.0,0.02820965863764286,-0.008588343760930001,1360000,1.1114300775527954,669.78,340,2.0527838277816772,170,0.7685862554697122,18.96
30.10000000000001,0.7082692277431488,10.9,0.02759917958639562,-0.012463973357807846,1368000,1.1343762737512588,688.77,339,2.0192310500144957,171,0.6701461060903782,19.96
31.300000000000026,0.7171477496623992,11.0,0.02958714962936938,-0.006586954178637825,1376000,1.118884094953537,703.34,339,2.0954972851276397,172,0.6759602681463031,20.49
31.0,0.7374378091096878,11.0,0.028728967304341494,-0.009468884623493068,1384000,1.1337373161315918,697.28,339,2.070645435452461,173,0.7004689253996584,19.98
31.300000000000026,0.7442347353696823,12.0,0.025693207648582756,-0.007713852454035077,1392000,1.130992242693901,701.79,339,1.9615035617351533,174,0.6296726953298679,20.35
