value_loss,grad_norm,P09:episode_rewards,P01:episode_rewards,policy_entropy,episode_length,PMM:episode_rewards,epoch_idx,advantage_norm,fps,frames,policy_loss,explained_variance
0.12564799223935552,3.4719263617620326,2.700000000000003,0.0,1.2922460909187794,156.36363636363637,0.7727272727272727,1,2.285866667702794,320,8000,0.006103631901787594,-0.7352134019136429
0.015310493355009384,0.29352974440907054,3.0,0.0,1.3676490807533264,175.8131868131868,1.2527472527472527,2,1.3018455170840024,175,16000,0.0035452933085616677,0.01540547251701355
0.011895735677517222,0.1914395784410691,4.1000000000000085,0.0,1.3825337982177734,188.83,1.53,3,1.0922487721219658,198,24000,0.0005708900652825833,0.0016114580631256103
0.013408507084532175,0.20062472165482015,3.0,0.0,1.380826426744461,179.79,1.3,4,1.1953637097775935,217,32000,0.0032104754849569873,0.0009780311584472656
0.011292452601992409,0.18918320213441753,3.0,0.0,1.3824799001216888,168.2,1.07,5,1.070493215508759,229,40000,0.0009553640447848011,-0.0011903291940689087
0.02101318433686174,0.3978503623338976,3.0,0.0,1.3738529342412948,173.86,1.22,6,1.3619090716540814,238,48000,0.00588182914594654,0.010262434482574462
0.015326829144160002,0.22073431773068314,3.0,0.0,1.3727486217021942,178.99,1.27,7,1.3144283881038428,243,56000,4.6535318142559844e-05,0.0205266934633255
0.014945930577960098,0.24461949368504718,4.0,0.0,1.3637891364097596,185.26,1.47,8,1.3195783339440823,248,64000,0.003321722034852428,0.12793555319309236
0.016444928824785165,0.3080215808618266,5.0,0.0,1.3354001915454865,203.43,1.96,9,1.4289663414657117,252,72000,-0.0002609330745690386,0.24187187731266022
0.02517604292021133,0.4639543976377517,6.0,0.0,1.3359655874967575,207.17,2.09,10,1.5318740332126617,256,80000,0.0017893230754998512,0.3553654330968857
0.016934553419996518,0.40293942880785155,6.0,0.0,1.3659496879577637,205.21,1.99,11,1.501753506064415,258,88000,-0.0033863688947167246,0.5548664575815201
0.011242484301328659,0.32898044266543053,6.0,0.0,1.379400497674942,203.04,2.0,12,1.2070746445655822,261,96000,0.0008781221509252645,0.6033969622850418
0.014529905635863543,0.42418612374944686,4.0,0.0,1.3533353698253632,199.03,1.81,13,1.3846904581785202,262,104000,-0.003087219170120079,0.699981809258461
0.012585451725171878,0.35939145623167135,4.1000000000000085,0.0,1.3353847932815552,189.38,1.59,14,1.3163988122344017,263,112000,-0.0015392206597607582,0.7525699442625046
0.01334225247381255,0.47475230995610945,5.0,0.0,1.349094684123993,198.62,1.88,15,1.3626254564523697,265,120000,-0.004893396954284981,0.8094015884399414
0.009946250135544687,0.35620506450074524,5.0,0.0,1.3443051016330718,196.13,1.89,16,1.1652557355165483,267,128000,-0.002000289534917101,0.8446495741605758
0.009919468142325059,0.3626713240456003,5.0,0.0,1.3156789994239808,202.38,2.01,17,1.2003735649585723,269,136000,-0.002990918474388309,0.8766361325979233
0.0101096794125624,0.42635509097411295,5.0,0.0,1.3516158485412597,201.65,1.95,18,1.206095322370529,270,144000,-0.0020285730774048717,0.905208615064621
0.007662622396019288,0.33155848353586315,5.0,0.0,1.3490535712242127,192.5,1.66,19,0.9772406828403473,271,152000,-0.003374292670341674,0.8932421201467514
0.00874279640847817,0.35260131327718464,5.0,0.0,1.362127310037613,187.16,1.55,20,1.095939322412014,271,160000,-0.002754047472262755,0.8800119256973267
0.010113233914598823,0.3807176943218166,5.0,0.0,1.339506869316101,196.21,1.81,21,1.0602676653862,273,168000,-0.0038379573600832374,0.8976524591445922
0.00588231845293194,0.2796845690772717,7.200000000000017,0.0,1.348896280527115,202.56,2.1,22,0.8875002577900887,273,176000,-0.001559510591559956,0.9372532284259796
0.006993612631922588,0.3078605331795876,6.0,0.0,1.3409912824630736,199.81,1.99,23,0.9626031732559204,274,184000,-0.00170102339820005,0.9429220241308213
0.007904257431509904,0.30931454240597367,6.0,0.0,1.3457155346870422,217.15,2.44,24,1.0433785670995712,274,192000,-0.0008956852939445525,0.9063168573379516
0.004176327883033082,0.2305941208871686,6.1000000000000085,0.0,1.326985877752304,215.85,2.36,25,0.7369255539774895,275,200000,-0.001102200635941699,0.9658473032712936
0.009699817924411037,0.38097489388527217,5.0,0.0,1.32983167886734,203.38,1.99,26,0.938297872543335,276,208000,0.0027513204434944784,0.8881914740800858
0.004629625842790119,0.2253357191090785,5.0,0.0,1.338881779909134,187.63,1.6,27,0.7591232573986053,276,216000,-0.0005481727897858945,0.9484354674816131
0.0024556040519382806,0.15534202303761624,5.0,0.0,1.3365754306316375,187.26,1.62,28,0.5663066606223583,277,224000,-0.00010700433922465891,0.9754229205846786
0.004745443932188209,0.24676596874989545,5.0,0.0,1.3358582615852357,194.8,1.74,29,0.7633380621671677,277,232000,-0.0029929384500132984,0.9529785877466201
0.002962522213929333,0.166391944720142,5.0,0.0,1.3240812599658967,194.32,1.73,30,0.6109405121207238,278,240000,-0.0006739289195274978,0.9721245741844178
0.0026679177704500034,0.16976531533163905,5.0,0.0,1.3436330044269562,196.97,1.79,31,0.5806972363591194,278,248000,-0.00034175720938947054,0.9778632295131683
0.004431264439481311,0.1935616557093918,5.0,0.0,1.3507547903060912,201.12,1.91,32,0.7149378338456154,280,256000,-0.000714745232835412,0.9447025734186173
0.005285525023646187,0.23515050342106592,5.0,0.0,1.3449306762218476,204.54,2.02,33,0.8047472277283668,281,264000,-0.00031701771396910774,0.9430669206380844
0.005197090625297278,0.22907806638584646,8.0,0.0,1.347355501651764,210.35,2.26,34,0.8345687386393547,282,272000,-0.001575470589741599,0.9341817098855972
0.004961043264192995,0.2270847979248539,6.1000000000000085,0.0,1.3589454782009125,204.06,2.1,35,0.7940958043932915,283,280000,-0.0005384471356228459,0.9470306158065795
0.005091357695055194,0.22612220110965062,6.0,0.0,1.3594438850879669,199.98,1.95,36,0.8023184666037559,283,288000,-0.0012600072767781968,0.9520760929584503
0.0030490458456915804,0.16494442927408734,5.0,0.0,1.3427025640010835,203.8,2.02,37,0.5970889656245708,283,296000,-0.00013302401144756006,0.9730758774280548
0.004683546084561385,0.21119737606258646,5.1000000000000085,0.0,1.359007909297943,205.57,2.11,38,0.7551866419613361,284,304000,0.00127952215494588,0.946718493103981
0.00702600788383279,0.2698482145319952,5.1000000000000085,0.0,1.358743088245392,212.96,2.24,39,0.9454730746150016,284,312000,-0.001630801308201626,0.9264832752943039
0.0028234266105573625,0.166706031522119,5.0,0.0,1.3590118873119355,206.79,2.05,40,0.6106637024879455,285,320000,0.0004644436450030298,0.9755030530691147
0.005420555295422673,0.2419904829774908,5.0,0.0,1.3571621000766754,211.73,2.13,41,0.8401929220557213,286,328000,-0.002338422720786184,0.9468156373500825
0.005470102958497591,0.21621470858994254,5.0,0.0,1.3575643992424011,203.73,2.03,42,0.8383796107769013,286,336000,-0.0008051909593632445,0.9499318528175354
0.010413777923677116,0.3310986472353269,7.0,0.0,1.365658073425293,218.04,2.4,43,1.1886099672317505,287,344000,-0.0017119086612365209,0.8949524211883545
0.00590866987244226,0.24807685028761675,8.100000000000009,0.0,1.3595707023143768,223.26,2.63,44,0.9022535836696625,287,352000,-0.0009370918737840839,0.9239654964208603
0.006778289899230004,0.23672721062985175,7.0,0.0,1.3520295882225037,210.06,2.18,45,0.9443732985854149,287,360000,-0.0014645974001541617,0.9088701397180557
0.005473006295505911,0.23815798538150407,4.1000000000000085,0.0,1.3466332674026489,192.13,1.67,46,0.8703826302289963,288,368000,-0.0015645545916049741,0.9417101383209229
0.002564786373404786,0.15143869780397948,5.0,0.0,1.3434237706661225,213.31,2.24,47,0.5815200239419938,288,376000,-0.0005160423804045422,0.9737331998348236
0.005696329172351398,0.22017116513771665,6.0,0.0,1.3511650478839874,227.64,2.59,48,0.8649469813704491,289,384000,-0.0008625703945290297,0.9373654371500015
0.003948616269044578,0.18109481484468104,5.0,0.0,1.3532832014560698,225.19,2.46,49,0.7000580313801765,289,392000,0.00011259670078288764,0.9608493423461915
0.007284441030933521,0.2641440670897001,5.0,0.0,1.3590964794158935,217.25,2.29,50,0.9785680088400841,290,400000,-0.0025179885569377803,0.9267326247692108
0.010346603011712432,0.3241040349843684,6.0,0.0,1.36010227560997,218.77,2.39,51,1.2044738927483558,291,408000,-0.001178784490621183,0.8572157341241836
