P09:episode_rewards,episode_length,epoch_idx,grad_norm,explained_variance,P01:episode_rewards,policy_loss,fps,PMM:episode_rewards,advantage_norm,frames,value_loss,policy_entropy
3.3000000000000043,176.57894736842104,1,1.6965542341682356,-0.7035553961992264,0.0,-0.01282449006132083,543,1.131578947368421,1.5133298618718982,8000,0.03114048591369283,1.3666607612371444
3.0,183.63529411764705,2,0.2374395074177826,-0.052697136402130126,0.0,0.0014831235655583441,314,1.3764705882352941,1.3100841274857522,16000,0.0157495465915963,1.3798138177394867
4.0,187.2,3,0.2871869269641587,-0.032909772396087646,0.0,0.0038959856804285666,358,1.54,1.3818075999617576,24000,0.01746135474370021,1.3781721413135528
4.0,185.03,4,0.268549095240841,-0.033438339829444885,0.0,0.0017981275462079793,384,1.48,1.1298307691514493,32000,0.013082233901332074,1.3629318904876708
3.1000000000000085,187.61,5,0.30271073708860985,-0.024316691160202027,0.0,0.0006620182166807353,404,1.5,1.425025510340929,40000,0.01726055292874662,1.3675246131420136
4.0,190.76,6,0.2726736035977624,0.04124771416187287,0.0,0.002512821448617615,418,1.61,1.202212527319789,48000,0.014040228977537482,1.3759085726737976
4.0,183.11,7,0.2606536690394225,0.017403884530067443,0.0,0.0032264201357611456,426,1.47,1.1506573317945004,56000,0.012239772808134148,1.3808783972263337
3.0,169.81,8,0.3679905800532703,0.007511118054389953,0.0,-0.005155435505330388,432,1.12,1.227013779580593,64000,0.014523616768419742,1.3761928367614746
3.0,170.79,9,0.4107354845520766,-0.01126455545425415,0.0,-0.00347806234145537,438,1.12,1.295106168538332,72000,0.014083136513218051,1.3774545180797577
3.0,173.5,10,0.3609742461484896,0.39883575558662415,0.0,-0.00040358488564379513,443,1.17,1.279160481095314,80000,0.012449298336287029,1.3769248127937317
3.0,169.66,11,0.40137982240162245,0.1770503854751587,0.0,-0.003914441645029001,448,1.1,1.1483933971822262,88000,0.011169632672099396,1.377515950202942
3.0,170.4,12,0.4134596723444418,0.4122502821683884,0.0,-0.002231735220993869,452,1.12,1.2831886097788812,96000,0.013354686318780295,1.3760599613189697
3.0,177.32,13,0.4443872033722265,0.47685487687587735,0.0,0.003311715809322777,455,1.27,1.2992378088831902,104000,0.015076211883570067,1.3796187567710876
3.1000000000000085,183.38,14,0.4021590252118268,0.7453802728652954,0.0,-0.006491592394886538,458,1.37,1.2680476850271225,112000,0.01214884636865463,1.370375543832779
4.0,186.09,15,0.4029946979331185,0.7443965512514115,0.0,-0.0018098217330407352,461,1.43,1.249086132645607,120000,0.0117715207580477,1.3467753672599792
5.0,192.58,16,0.4310947360813735,0.864627686738968,0.0,-0.004666031439555809,464,1.66,1.1455160358548164,128000,0.009970787997590378,1.3400226092338563
5.0,199.42,17,0.3751866802577044,0.8977049207687378,0.0,-0.0027418027762905694,466,1.85,1.1164285844564439,136000,0.009196030829334631,1.3221358358860016
6.0,220.87,18,0.34367956516705916,0.9046355426311493,0.0,-0.004753925172844902,468,2.48,1.0456938871741295,144000,0.008244270429713652,1.3294366657733918
6.300000000000026,227.4,19,0.3478838841553856,0.9221844589710235,0.0,-0.003129012016142951,470,2.65,1.0321075347065927,152000,0.007880722199915908,1.3336264240741729
6.200000000000017,214.81,20,0.33177398710039474,0.9219812512397766,0.0,-0.002143472813186236,472,2.35,1.037048224210739,160000,0.008327546131331473,1.332012175321579
6.0,207.25,21,0.27892725537708185,0.9302756053209305,0.0,0.0005449076091463212,474,2.09,0.8860358595848083,168000,0.005914645769516938,1.3398126542568207
5.0,213.73,22,0.26356595905051117,0.919408860206604,0.0,0.000206924868398346,476,2.27,0.8905263662338256,176000,0.006041504789027386,1.3544693350791932
5.0,196.42,23,0.2109146560783965,0.9566998666524887,0.0,-0.001063257273635827,477,1.79,0.7201881670951843,184000,0.004170743111753836,1.3302354633808136
5.0,197.65,24,0.2743041955826479,0.9456854993104935,0.0,-0.001607877966889646,479,1.89,0.8830764383077622,192000,0.006210589769762009,1.340661644935608
6.0,200.63,25,0.2654696013909782,0.940290448665619,0.0,-0.0020894503916201756,480,1.99,0.9235164958238602,200000,0.007058662213385105,1.3404220974445342
9.0,216.16,26,0.2602789863845544,0.9439733946323394,0.0,-0.0019916932596970582,481,2.42,0.8498017704486847,208000,0.005845095744007267,1.3518985509872437
5.0,203.88,27,0.26786824222910505,0.8864788258075714,0.0,-0.0007599870959529654,482,2.06,0.9003384864330292,216000,0.006485724907834083,1.3712899684906006
4.0,173.81,28,0.21077737008682884,0.9530983072519302,0.0,0.00012305849289987237,485,1.2,0.6830517272651195,224000,0.00374695012869779,1.357710485458374
