policy_entropy,P09:episode_rewards,explained_variance,policy_loss,epoch_idx,PMM:episode_rewards,value_loss,advantage_norm,frames,P01:episode_rewards,fps,episode_length,grad_norm
1.3274602484703064,3.0,-3.0168678838014604,-0.0031917372197494843,1,1.0,0.038375959638178754,1.6165628295764327,8000,0.0,524,168.6818181818182,1.5346653064783704
1.374405870437622,3.5,-0.03336335003376007,0.0028592997566011034,2,1.0232558139534884,0.014190140161354066,1.2260729544609785,16000,0.0,316,170.80232558139534,0.23900754380464634
1.3821824848651887,4.0,-0.013963871002197266,0.0009646375538432039,3,1.51,0.01745240091031519,1.444546073563397,24000,0.0,360,188.31,0.2603121629076697
1.38096630692482,5.0,0.0029467564821243288,0.0013631860457826407,4,1.77,0.013643046055585728,1.2351347723603248,32000,0.0,389,199.28,0.20119396458535088
1.3837011790275573,3.1000000000000085,-0.02617926776409149,0.002622792079564533,5,1.28,0.012087273551551335,1.0694459857791663,40000,0.0,407,179.67,0.192237420302014
1.3822878944873809,4.0,-0.053943294882774356,0.00022523666848428547,6,1.3,0.017466301803287933,1.4651406589895486,48000,0.0,421,178.07,0.30750892260095575
1.3828839373588562,4.0,0.1667551553249359,-0.0021877272740312035,7,1.58,0.013869202506903093,1.3129765373468398,56000,0.0,431,188.87,0.2864840003466668
1.3788687014579772,3.1000000000000085,0.396804113984108,-0.0015066617658885662,8,1.29,0.006977281926810974,0.9274436065554619,64000,0.0,438,178.65,0.20822183233052385
1.3706809544563294,3.0,0.5038662141561508,-0.0030637222337827554,9,1.08,0.013536147992708721,1.3339023761451245,72000,0.0,444,171.17,0.33822284176577677
1.3664060926437378,4.0,0.7051061552762985,-0.0020162236865144223,10,1.41,0.012426891598734073,1.3070744448900222,80000,0.0,449,181.72,0.3411473546634182
1.355614492893219,4.1000000000000085,0.7821407753229142,-0.001112033388344571,11,1.45,0.009820753265812528,1.1638934797048568,88000,0.0,454,184.32,0.31998653505963426
1.3256023681163789,5.0,0.8437800186872483,-0.01307596860358899,12,1.49,0.01433865014463663,1.3449385291337967,96000,0.0,458,183.02,0.5181519620324226
1.3270165991783143,5.0,0.8842937010526657,-0.00306672482387512,13,1.81,0.009638052598456853,1.1594815412163735,104000,0.0,462,194.76,0.34632102389115166
1.3411482095718383,5.0,0.8509185814857483,-0.0005837524030357599,14,2.02,0.008583739445894025,1.0888517612218858,112000,0.0,464,204.86,0.31179968370812344
1.3487307333946228,5.0,0.8551334410905838,-0.001851441942708334,15,1.61,0.006746264587563928,0.9346946074068546,120000,0.0,467,189.49,0.28516404548699276
1.3425355136394501,5.0,0.9247491145133973,-0.0023990349573432468,16,1.48,0.006425905721844174,0.915382770895958,128000,0.0,470,183.82,0.24273408511476977
1.3404154682159424,5.0,0.9314642667770385,-0.0005019006595830434,17,1.66,0.005470578005770221,0.8467735838890076,136000,0.0,472,191.23,0.22637726715958575
1.3367706108093262,5.0,0.9055290257930756,-0.002173002282361267,18,2.04,0.007525880336761475,1.0073242831230163,144000,0.0,474,207.92,0.2683749169602412
1.340098054409027,6.0,0.8923152667284012,-0.0014787193316442425,19,2.12,0.0077828302956186235,0.992530015707016,152000,0.0,477,210.95,0.2726610693440583
1.3480400359630584,9.0,0.9300676715373993,0.00036805617965001146,20,2.43,0.007036970158806071,0.953667266368866,160000,0.0,479,216.48,0.23763627160275147
1.3500172555446626,9.0,0.9354117095470429,-0.0013500469853170217,21,2.76,0.005399622091790662,0.8407221469283104,168000,0.0,481,230.65,0.20283170075581022
1.3471618926525115,9.0,0.9515648090839386,0.00019091400099569,22,3.11,0.0047041668352903795,0.8065484496951103,176000,0.0,483,242.16,0.2051946040964507
1.3504754078388215,6.0,0.9084893178939819,0.0022443486512929668,23,2.47,0.008395951280836016,1.0071029029786587,184000,0.0,483,223.08,0.30036520600974714
1.3453935503959655,6.0,0.9496731436252595,-0.0011564092517073732,24,2.33,0.004079673138039652,0.7072785989940167,192000,0.0,484,215.75,0.18284219814428992
1.3535943698883057,5.0,0.9508793485164643,-0.0010102042180369609,25,2.04,0.005231295175617561,0.8189693701267242,200000,0.0,485,204.89,0.20681918595959656
1.3273994517326355,5.0,0.9776115506887436,-0.0019844486736110413,26,1.99,0.002694079950742889,0.5807780100405217,208000,0.0,486,202.32,0.14064412647977004
1.334827206134796,5.0,0.9749245804548263,-0.0007223213432735065,27,2.22,0.003684300354507286,0.618241351544857,216000,0.0,487,212.72,0.18358305788324256
1.3462342166900634,5.1000000000000085,0.9536880725622177,-0.0020357609083293936,28,2.14,0.004101205828192178,0.7229104119539261,224000,0.0,490,210.51,0.18199108611583198
1.346829514503479,5.0,0.9570157271623612,-0.0006374443176900968,29,1.54,0.0031277385767316448,0.5881483489274979,232000,0.0,493,188.22,0.16783464308022242
1.3272758615016937,5.0,0.961254033446312,-0.0010152279119938611,30,1.7,0.004272929547005333,0.7037645575404167,240000,0.0,496,191.52,0.18372371979614294
1.3418652069568635,6.300000000000026,0.958076446056366,-0.0006217345531331375,31,2.42,0.0041964683809783306,0.69149274751544,248000,0.0,499,215.17,0.17853420520358657
1.3408114504814148,7.200000000000017,0.9635002160072327,0.0012111919248127378,32,2.47,0.003985058474063408,0.6832590827345848,256000,0.0,504,218.6,0.1785362513837985
1.3451619970798492,8.100000000000009,0.9392583489418029,-0.0026187158437096514,33,2.33,0.006330099782207981,0.8290277422964573,264000,0.0,507,211.89,0.2403362140765827
1.34862344622612,8.0,0.9152951681613922,-0.0014932362921535969,34,2.36,0.00691520997643238,0.9304332713782787,272000,0.0,511,216.98,0.23960837427792625
1.3375056540966035,8.0,0.9625904965400696,-0.0008530790954773693,35,2.48,0.004506498037371785,0.728105521351099,280000,0.0,516,221.01,0.16933268498729814
1.3487274384498595,7.1000000000000085,0.9596291202306747,-0.00045056257149553856,36,2.21,0.004468408038956113,0.7067697447538376,288000,0.0,520,209.9,0.1894323590994906
1.3524451565742492,7.200000000000017,0.9678983724117279,-0.0004884765986935235,37,2.19,0.003208838452992495,0.6144543236494064,296000,0.0,525,207.85,0.15361962065728954
1.3435182559490204,6.0,0.9696873623132706,-0.0011968724668258801,38,1.96,0.003386195923667401,0.6075410851836205,304000,0.0,528,201.83,0.15132099009750197
1.3557461309432983,5.0,0.9492940765619278,-0.00028611268557142465,39,2.18,0.0041096923383884135,0.6890393568575383,312000,0.0,532,211.44,0.16719229656060478
1.3448480546474457,5.0,0.971893526315689,-0.000942780456825858,40,2.0,0.0032256712116941343,0.6177384030818939,320000,0.0,537,207.11,0.1401923895844344
1.3537471640110015,5.0,0.9746968966722488,-0.000732650994832511,41,2.15,0.0023138070093409622,0.5128597281873226,328000,0.0,539,209.48,0.12755208487052422
1.3583899199962617,6.300000000000026,0.934671837091446,-0.0006963362939859508,42,2.58,0.005311957015073858,0.8084503310918808,336000,0.0,542,223.61,0.20235777682464348
1.3565838897228242,5.1000000000000085,0.9530781406164169,-0.0006774487186339684,43,2.3,0.004627456884045387,0.727998172789812,344000,0.0,547,215.76,0.1813345146648392
1.359386957883835,5.0,0.9473135179281235,-3.5722026077564805e-05,44,1.99,0.004053253812307958,0.6862791214883327,352000,0.0,551,203.94,0.1632931290629188
1.363312133550644,5.0,0.9320885890722275,-0.0004986908653518185,45,1.97,0.007027336023165845,0.9579203322529792,360000,0.0,554,203.4,0.2571645128333723
1.3545415484905243,6.0,0.9553862893581391,-0.0003600716730579734,46,2.22,0.005011326926614856,0.7791021719574929,368000,0.0,558,212.86,0.189929447921928
1.354693319797516,5.1000000000000085,0.9636919957399368,-0.0002266667443109327,47,2.56,0.004597651311778464,0.7613856060802937,376000,0.0,561,228.68,0.19363953524041677
1.3693887984752655,9.0,0.9166496825218201,7.234672957565636e-05,48,2.88,0.005940072081866674,0.8604687145352363,384000,0.0,563,234.45,0.21662991630636486
1.361470172405243,6.200000000000017,0.9677420300245285,0.00011498466978082433,49,2.42,0.0036436875545768996,0.6900715166330338,392000,0.0,568,216.68,0.16921717676132675
1.3670868289470672,8.100000000000009,0.9212647658586502,-0.001891520202625543,50,2.38,0.007021237148437649,0.9636279183626175,400000,0.0,571,214.42,0.2351321976668825
1.3633762872219086,5.0,0.8772489833831787,-0.0013331337478302884,51,2.22,0.00998637944809161,1.0779709735512732,408000,0.0,574,211.28,0.2873446325640258
1.3472187256813049,5.0,0.8744567561149598,-0.0034671060529944953,52,2.18,0.009388871970004401,1.1399365627765656,416000,0.0,577,211.23,0.2831756640182534
1.3490473651885986,5.0,0.8761332660913468,-0.0027284787071403115,53,2.19,0.009472643792396412,1.1091965585947037,424000,0.0,579,212.99,0.28253788599079876
1.3494407892227174,5.0,0.809139900803566,-0.0020522352936677636,54,2.07,0.0123380134080071,1.2897951996326447,432000,0.0,582,207.87,0.3735723469487408
1.3401286315917968,6.1000000000000085,0.8980565720796585,-0.002771672996459529,55,2.4,0.010290673755807802,1.1770856136083603,440000,0.0,585,218.64,0.32557128879861963
1.3356355261802673,6.1000000000000085,0.8649886161088943,-0.0019965642754686997,56,2.63,0.01146763889817521,1.2629619312286378,448000,0.0,588,228.47,0.32243387995329087
1.338278671503067,6.0,0.862737870812416,-0.00111444421694614,57,2.73,0.011986934326123445,1.306329506933689,456000,0.0,592,231.24,0.33504803750910694
1.3095802128314973,6.0,0.7991243755817413,-0.0024462306569330394,58,2.65,0.01277109760325402,1.363367055952549,464000,0.0,595,229.42,0.32652268789949923
1.3034386241436005,6.0,0.7746826803684235,-0.002909645604668185,59,2.62,0.015914213862852192,1.5039206662774085,472000,0.0,597,222.89,0.3500249846992821
1.3226306533813477,6.1000000000000085,0.8885841500759125,-0.0026519667124375703,60,2.97,0.012253667131299153,1.3282491913437844,480000,0.0,600,236.71,0.3471100342547056
1.3108425307273865,7.0,0.8613951641321183,-0.002610875569807831,61,3.51,0.011981570951174945,1.3203457707166673,488000,0.0,604,254.61,0.30627415230498345
1.3130867338180543,8.0,0.9188197785615921,-0.001434952536073979,62,3.62,0.008087236963910982,1.051378059387207,496000,0.0,607,259.78,0.2530701669480567
1.3156931674480439,8.0,0.9214520412683487,-0.0021825856193026993,63,3.41,0.007568698436371051,1.0044468569755554,504000,0.0,610,251.97,0.2605180723925946
1.2930765116214753,7.0,0.9393395072221756,-0.0006319689483643742,64,3.19,0.006855225903564133,0.9554906740784646,512000,0.0,612,245.53,0.24881372560563478
1.3240547728538514,9.0,0.8976625382900238,-3.865384089294821e-05,65,3.35,0.008847984563326463,1.1027207019925118,520000,0.0,615,250.6,0.28490273884029976
1.3168832075595855,9.0,0.9195409476757049,-0.0008662804524647072,66,3.55,0.00900325270718895,1.0914990028738976,528000,0.0,618,256.87,0.2719299905599486
1.3309189128875731,8.0,0.9029334837198257,-0.001677172154013533,67,3.24,0.009199424731777981,1.1407595553994179,536000,0.0,621,244.92,0.2853824262773521
1.3352921569347382,6.200000000000017,0.9316870987415313,-0.0014086758058692794,68,3.0,0.005724855803418904,0.8912615343928337,544000,0.0,623,240.14,0.20804519806777816
1.335119298696518,5.1000000000000085,0.9462913310527802,-0.0013726844658958725,69,2.61,0.005215907838428393,0.8432860654592514,552000,0.0,626,227.63,0.20545764064317937
1.3284349417686463,8.100000000000009,0.9514558863639831,-0.0007592121817287989,70,2.61,0.004981436565867625,0.8041278517246246,560000,0.0,630,224.09,0.19883178401481932
1.3217807817459106,6.1000000000000085,0.9439748269319534,-0.0005986659634072566,71,2.53,0.005675195906078443,0.8316165497899055,568000,0.0,633,221.41,0.20350355369458278
1.3214547479152678,6.200000000000017,0.8797673416137696,-0.0035262048602453435,72,2.71,0.010001042945077643,1.1649384066462516,576000,0.0,635,226.71,0.2861990720802737
1.3092470753192902,6.0,0.8943206250667572,-0.004042009992990643,73,2.7,0.008804539013653993,1.0813493812084198,584000,0.0,638,226.72,0.27866504821563853
1.3361144721508027,6.1000000000000085,0.9149608016014099,-0.00025248852209188046,74,2.89,0.008038103210856207,1.0455705204606056,592000,0.0,640,232.57,0.24412042707031859
1.3128232669830322,5.0,0.8725466006994247,-0.001943680144722748,75,2.6,0.01007406078511849,1.1249320617318153,600000,0.0,641,222.32,0.31128165904383176
1.2995424568653107,6.0,0.8871694815158844,-0.002038689465261996,76,2.86,0.009700703700073064,1.1941325858235359,608000,0.0,644,229.31,0.28542713288382504
1.309176412820816,7.0,0.9047662621736526,-0.0013160044088726863,77,3.13,0.008622751003131271,1.1184222686290741,616000,0.0,647,237.63,0.27354835420710893
1.2855285620689392,7.1000000000000085,0.8917319011688233,-0.0008214092813432217,78,3.59,0.009918467870447785,1.1979982274770737,624000,0.0,648,253.15,0.2919204611463451
1.3063880383968354,7.0,0.894791048169136,-0.000563845568567558,79,3.18,0.009575759459985421,1.1646215480566025,632000,0.9000000000000004,651,241.64,0.3165318724139363
1.310570511817932,7.0,0.9233411699533463,-8.027616422623396e-07,80,3.05,0.008056548370514066,1.0723397046327592,640000,0.9000000000000004,654,231.28,0.27405711646460096
1.3236205172538758,7.0,0.9350975662469864,-0.0014762572194013045,81,3.21,0.007596895064925775,1.0300200539827347,648000,1.0,657,240.16,0.2680947508191841
1.3094792342185975,7.0,0.8851772874593735,-0.0011910985672147945,82,3.11,0.008729833853431046,1.1300126308202743,656000,0.0,658,240.32,0.2972018671637821
1.3032207155227662,6.0,0.8846798092126846,-0.0032792984886327757,83,2.98,0.010577781533356756,1.2529878342151641,664000,0.0,661,239.97,0.3331711678100681
1.273833260536194,6.0,0.8452314096689224,-0.0057680689459084535,84,2.98,0.017192574806977064,1.4059812808036805,672000,0.0,663,235.69,0.5195827089835717
1.2824906635284423,7.0,0.8534635531902314,-0.0029801332036731767,85,3.56,0.012589929967653006,1.3299109625816345,680000,1.0,666,256.69,0.35506566048927385
1.256106585264206,9.0,0.8507518631219864,-0.0044338581012561915,86,4.15,0.013785537991207093,1.4370894485712051,688000,1.0,668,273.22,0.3708582867775907
1.2477834939956665,10.0,0.8139689821004867,-0.008085900518344714,87,4.37,0.01762133597396314,1.5810315531492234,696000,1.0,668,279.46,0.4515037231320667
