policy_entropy,episode_length,epoch_idx,fps,grad_norm,frames,value_loss,policy_loss,PMM:episode_rewards,explained_variance,advantage_norm,P09:episode_rewards,P01:episode_rewards
1.296054289340973,154.16666666666666,1,318,1.4119443872499235,8000,0.03437356534430364,0.005737434698239667,0.7291666666666666,-0.6198619675636291,1.4083567200601101,2.0,0.0
1.369506322145462,162.96875,2,172,0.23523981492138732,16000,0.014939336337629356,0.0011133699720812728,0.96875,-0.05994235634803772,1.3154953480139375,2.5,0.0
1.3688644194602966,186.6,3,196,0.2534310463890319,24000,0.01721937953334418,-0.0008693447662517428,1.53,-0.013957647085189819,1.4212386697530746,4.0,0.0
1.358513731956482,193.16,4,213,0.29711493314459614,32000,0.014738559083489235,0.0016059487211168744,1.65,-0.12369278252124787,1.1928101302683354,4.0,0.0
1.381180055141449,181.61,5,223,0.2363277094177886,40000,0.01456476954423124,-0.0005547787022078409,1.35,-0.008226531744003295,1.2948739960044622,3.0,0.0
1.3806152641773224,190.46,6,233,0.2971491657266903,48000,0.017108922465013165,0.005514583657495678,1.59,-0.015809739232063292,1.397065005376935,4.0,0.0
1.3823847329616548,191.33,7,239,0.2255341923976398,56000,0.014312582455859228,-6.894512567669153e-05,1.61,0.002698747515678406,1.2419603601843119,4.0,0.0
1.3849351131916046,186.93,8,245,0.1949779847648662,64000,0.01237535860382195,0.001144636571407318,1.5,0.041704329252243044,1.1268346285074948,4.0,0.0
1.3807535088062286,182.5,9,249,0.24779960439800208,72000,0.014685819180413092,0.0011197684742364799,1.4,0.0003349214792251587,1.2847594889998435,3.0,0.0
1.3624500381946563,174.29,10,252,0.2071997056485517,80000,0.012298141253522773,0.0009462262428132817,1.21,-0.06490393459796906,1.139591186568141,3.0,0.0
1.3810907328128814,172.1,11,255,0.20150983324274233,88000,0.011466452352760826,0.0018512148503214121,1.16,0.02547556161880493,1.0696325662732125,3.0,0.0
1.379451675415039,168.65,12,257,0.27987536665581797,96000,0.0126828751317953,0.00032401994161773473,1.03,0.06694458544254303,1.1421717887371778,3.0,0.0
1.3549247068166732,175.29,13,260,0.7341383859566253,104000,0.03856460998475086,-0.0011473106546327472,1.14,0.20290114343166352,1.6609839557111263,4.0,0.0
1.3692181706428528,186.79,14,261,0.823233244247028,112000,0.03432253795530414,-0.004559700462268665,1.5,0.43581744432449343,1.6154333972930908,4.1000000000000085,0.0
1.3729626190662385,190.7,15,263,0.3480193673687327,120000,0.011596008826745673,-0.004015351536218077,1.64,0.7226620721817016,1.2443746775388718,5.0,0.0
1.3590446352958678,182.79,16,264,0.36733002417127425,128000,0.012894940320402384,-0.003433979437686503,1.38,0.7316680574417114,1.3027317476272584,4.0,0.0
1.33623042345047,188.95,17,265,0.3392637413686809,136000,0.011901800762861967,-0.005340334931097459,1.53,0.7822752612829208,1.2631424906849862,4.0,0.0
