PMM:episode_rewards,grad_norm,policy_entropy,epoch_idx,advantage_norm,fps,value_loss,explained_variance,episode_length,policy_loss,P09:episode_rewards,P01:episode_rewards,frames
1.75,0.2940786059574554,1.3537663733959198,13,0.9968710273504258,710,0.007122154195676558,0.9187938070297241,194.52,-0.0007287772198469611,4.0,0.0,104000
1.82,0.30830990827508087,1.3612279844284059,14,1.1430734798312188,719,0.009508435562020167,0.8834609770774842,197.99,-0.0014745415409561247,5.0,0.0,112000
1.91,0.28575179153403446,1.3508497762680054,15,0.9810805600881577,725,0.006958323224098422,0.9173394817113877,200.97,-0.0023928140299358347,5.0,0.0,120000
1.9,0.2688184496849581,1.351503131389618,16,0.9840705513954162,729,0.007250530505552888,0.8939424860477447,199.29,-0.002114022385212593,5.0,0.0,128000
1.96,0.2838750255014207,1.3696828973293305,17,1.116165546476841,734,0.009259507720707915,0.8859651070833207,202.42,-0.0006867426302778767,5.0,0.0,136000
1.82,0.21809553549485625,1.3465231561660767,18,0.806898330450058,740,0.005099239665432833,0.9458649855852127,197.72,-0.0007390163576928898,5.0,0.0,144000
2.07,0.24434190427248897,1.324894152879715,19,0.9662816381454468,744,0.006909671922912821,0.9350883901119232,207.53,-0.0022800225133551067,5.0,0.0,152000
2.28,0.220693504608883,1.346187837123871,20,0.8953798937797547,747,0.0063074127965955995,0.93197272002697,210.71,-0.0017821272602304816,8.100000000000009,0.0,160000
2.64,0.21239148428878696,1.3435560417175294,21,0.872764840722084,750,0.005668990239500999,0.9448459762334823,224.37,2.5265257572755218e-05,9.0,0.0,168000
2.39,0.42006266231831124,1.3255753940343857,22,0.9977690294384957,753,0.011822421466931701,0.885594266653061,217.0,-0.0011156074969403563,8.0,0.0,176000
2.35,0.19974154794428078,1.3439755749702453,23,0.8100092519819736,756,0.00525665785651654,0.9581876361370086,218.51,-0.0010940020449925214,6.0,0.0,184000
2.15,0.24544715910724788,1.365062974691391,24,0.9738765054941178,758,0.007464414133573882,0.9300997197628021,210.38,-0.001225558141741203,5.0,0.0,192000
2.13,0.20644008461981334,1.3583204114437104,25,0.8232975327968597,760,0.005245441271108575,0.9434744924306869,214.13,-0.0013047912150796037,5.0,0.0,200000
1.92,0.1869814424601819,1.3583599150180816,26,0.7745615142583847,761,0.0047853416090947575,0.9443956702947617,205.12,-0.0008717761897423771,5.0,0.0,208000
1.91,0.17248320032000478,1.3533572232723237,27,0.7486161233484745,763,0.004522988225799054,0.9502825897932052,203.73,-0.001018834450514987,5.0,0.0,216000
1.97,0.29277262494999723,1.358978259563446,28,0.9048217092454434,764,0.009518998704152182,0.9280626690387725,203.95,-0.00719316603266634,5.0,0.0,224000
2.14,0.17307115430638945,1.346478714942932,29,0.6918797267973423,765,0.0040729312668554484,0.9530885231494903,207.36,-0.000646380563484854,6.0,0.0,232000
1.91,0.20814996987458048,1.353998486995697,30,0.7350448496639729,768,0.004552157737198286,0.9589635199308395,199.46,-0.0028176247925148345,5.0,0.0,240000
1.94,0.16332964258933558,1.354864057302475,31,0.6625458325445652,770,0.003699010150594404,0.9619466888904572,203.4,-0.0003703728056279942,5.0,0.0,248000
2.01,0.12814560797081628,1.3532447016239166,32,0.4884036758542061,771,0.0019603721173189117,0.9838978815078735,203.37,-0.0007157677461509592,5.0,0.0,256000
2.0,0.24148726939020715,1.3388789331912994,33,0.8703466045856476,774,0.006252263550704811,0.9415010952949524,201.91,-0.001493366789582069,6.0,0.0,264000
2.06,0.16180171605721838,1.342982224225998,34,0.6326344352960587,775,0.003089219045359641,0.9718717783689499,206.86,-0.0005327341391239315,6.0,0.0,272000
2.15,0.14443419412621897,1.3521485090255738,35,0.6324744272232056,776,0.0034475734538864343,0.9625516098737716,212.37,-0.0005005943280411884,5.1000000000000085,0.0,280000
1.8,0.21150203884113117,1.3695981645584105,36,0.9093131111562252,778,0.006900637925718911,0.9141450655460358,195.79,-0.0001418699992427719,5.0,0.0,288000
2.08,0.18210807075317287,1.357433284521103,37,0.6660272541642189,779,0.004205115351651329,0.9687027776241303,207.48,-0.0011088301189010963,5.0,0.0,296000
2.18,0.1959235100452699,1.3616342806816102,38,0.8078037178516388,781,0.005343993872520514,0.943276624083519,212.89,7.248869864270092e-05,5.0,0.0,304000
2.58,0.19132001478886465,1.3586707723140716,39,0.793985841870308,783,0.005208823747234419,0.9523695075511932,225.35,-0.0002621606933826115,8.100000000000009,0.0,312000
2.45,0.23773325204478846,1.3625234687328338,40,0.9211470267176628,784,0.006617710915452335,0.9171034264564514,219.3,-0.0011818574930657633,8.100000000000009,0.0,320000
2.42,0.2597547486071942,1.3668630528450012,41,0.9115539911389351,785,0.006496908148401417,0.934215915799141,220.54,-0.0027488924062345176,6.1000000000000085,0.0,328000
2.24,0.17367557330253533,1.3597832274436952,42,0.6949785740673542,785,0.0035912937225657513,0.9666576141119003,218.44,-0.0014560708205681294,5.0,0.0,336000
2.24,0.215727550394098,1.352994785308838,43,0.7558997517824173,785,0.004923327579745091,0.9585708129405975,217.82,-0.0013900296155770775,5.0,0.0,344000
2.29,0.18393214314121384,1.3666790759563445,44,0.77403639793396,785,0.004661999137606471,0.9587414824962616,217.17,-0.0004553930420661345,5.0,0.0,352000
2.52,0.22370344372455053,1.3640960562229156,45,0.8819998627901078,783,0.006323058668058366,0.9345518058538437,222.42,-0.0013329043709381949,6.200000000000017,0.0,360000
2.63,0.2516242162408206,1.3637138736248016,46,0.9996760752797127,780,0.007273823678260669,0.9285012060403823,225.49,-0.0008989092630508821,8.100000000000009,0.0,368000
2.56,0.3268776950520234,1.365334267616272,47,1.2862674176692963,779,0.012529139610705897,0.8477270197868347,222.57,-0.0021365186590264784,6.1000000000000085,0.0,376000
2.43,0.2836685015765785,1.3654094982147216,48,1.1223307663202287,776,0.009299145251570735,0.8709141254425049,221.22,-0.0015998192163533531,6.0,0.0,384000
2.09,0.3311044409915633,1.3605816709995269,49,1.3134562492370605,771,0.012476662989938632,0.8031004530191421,209.03,-0.0020513486268464477,5.0,0.0,392000
2.09,0.2509202683821357,1.3418665409088135,50,1.0320602735877038,767,0.007681331517524086,0.9232773506641387,206.67,-0.0013325658161193132,5.0,0.0,400000
2.26,0.19913430318018274,1.3397580397129059,51,0.7981244048476219,763,0.005065083595982287,0.9507884919643402,212.56,-0.0006098310503875837,6.1000000000000085,0.0,408000
2.59,0.22419710772727924,1.3507566809654237,52,0.9147579512000084,758,0.006035948157659732,0.9354291921854019,223.12,-0.0016296556513407268,9.0,0.0,416000
2.77,0.30977062275939815,1.350685397386551,53,1.0949350613355637,752,0.009360078326426446,0.8822396755218506,230.1,-0.002238858568598516,9.0,0.0,424000
2.49,0.32905593823985235,1.3437100517749787,54,1.2950393864512444,747,0.012228703770088032,0.8152001839876175,216.06,-0.0027515449689235537,7.0,0.0,432000
2.35,0.41991977938200653,1.328696709871292,55,1.374497040808201,742,0.015345809204736724,0.8150281912088394,210.62,-0.005840450078321738,6.0,0.0,440000
2.51,0.2331211097097794,1.344195852279663,56,0.9472117906808853,737,0.006874496417003684,0.9202387696504593,216.65,-0.0005447538315638667,6.0,0.0,448000
2.96,0.2963321767134045,1.3369168412685395,57,1.261564553976059,734,0.011216327240690589,0.8351457625627517,235.39,-0.0021274800251921988,6.0,0.0,456000
2.4,0.3216228031244067,1.3364649140834808,58,1.1926787608861924,729,0.010251394417136907,0.8705597972869873,219.34,-0.0038608273265708704,6.0,0.0,464000
2.64,0.2840577279895878,1.3336403834819794,59,1.066423820257187,724,0.0080806894734269,0.9116986078023911,226.6,-0.002727833619574085,6.0,0.0,472000
2.6,0.34971903934490184,1.3302860295772552,60,1.3023003166913987,720,0.011627050340175629,0.8460745871067047,226.15,-0.0010627446667058394,5.0,0.0,480000
2.63,0.33237699621061184,1.3126069033145904,61,1.377432632446289,716,0.013361432610545308,0.8374992746114731,225.92,-0.0018318429886130616,6.0,0.0,488000
2.93,0.34261117448827777,1.3126129627227783,62,1.2758423632383347,710,0.011402154623065144,0.8937644785642624,236.95,-0.0034217608733160885,6.0,0.0,496000
3.51,0.3611324634421695,1.2863023495674133,63,1.2654906553030014,706,0.01120510692941025,0.8805522960424423,255.8,-0.0016678150568623096,7.0,0.0,504000
3.43,0.2584983165717356,1.2918983101844788,64,1.0479395952820778,702,0.007743983791442588,0.8978487461805343,253.86,-0.0017140527913579718,9.0,0.0,512000
3.48,0.35409880856288417,1.285614105463028,65,1.264005078971386,699,0.011489280661335215,0.8859221088886261,255.95,-0.00229280990868574,8.100000000000009,0.0,520000
3.7,0.29358701743297777,1.3005929172039032,66,1.1175132700800896,696,0.008625116647453978,0.9095422595739364,262.6,-0.0032199805660638957,9.0,0.0,528000
4.32,0.4088614165936291,1.2530710220336914,67,1.5071772283315659,692,0.015976637264247983,0.8385606378316879,283.1,-0.008292075939680217,9.0,0.0,536000
4.64,0.3546694595991802,1.2639144003391265,68,1.2493043559789658,688,0.010618245203513652,0.8907495856285095,285.05,-0.00463468637142796,10.0,0.0,544000
4.34,0.30213914770726724,1.310017535686493,69,1.1530106198787688,685,0.009543727244017646,0.9021217483282089,273.91,-0.0017788922743056902,10.0,0.0,552000
4.32,0.27872738111358614,1.3332088494300842,70,1.0478006359934806,681,0.007869676850386895,0.9209436333179474,273.44,0.0006697743618860841,10.100000000000009,0.0,560000
3.68,0.34865692934323644,1.3231015956401826,71,1.2781539696455002,677,0.011293448142241687,0.8538179939985275,254.39,-0.0032545215296704553,10.0,0.0,568000
3.63,0.3011926829283489,1.3186609947681427,72,1.1430567449331284,673,0.008846650815103203,0.9151485127210617,254.53,-0.0014720083330757917,10.0,0.0,576000
3.62,0.2707340001634929,1.319128839969635,73,1.0569873341917992,671,0.007628248414257541,0.9211402809619904,256.18,-0.0028442414551318506,10.0,0.0,584000
4.09,0.32333719158744756,1.300011281967163,74,1.2886517655849457,667,0.01130719403969124,0.868582820892334,270.53,-0.0034524832689203323,10.100000000000009,1.0,592000
4.21,0.3238414562166889,1.2971975207328796,75,1.2017073118686676,664,0.009950391191523522,0.8842066597938537,272.08,-0.0018182560657442081,9.100000000000009,1.0,600000
4.31,0.31058940072066843,1.2980679726600648,76,1.1452482789754868,661,0.009264359399676323,0.9010975676774978,270.95,-0.003194564098957926,9.0,1.0,608000
4.14,0.29702003657016623,1.3160022795200348,77,1.1661674642562867,658,0.009484494174830615,0.8898410451412201,269.72,-0.0018452260360936634,9.0,0.0,616000
4.23,0.4801247831191578,1.2798199799656869,78,1.5317033278942107,655,0.020190980213228613,0.8129463434219361,275.62,-0.003761129439862998,9.100000000000009,0.0,624000
4.29,0.33018940064354796,1.3059013032913207,79,1.2992458391189574,652,0.011588589258026331,0.8650729697942734,279.83,-0.0019642329833004625,9.100000000000009,1.0,632000
4.86,0.3495367758601683,1.2746230804920196,80,1.2828133589029311,649,0.01097989285364747,0.877186878323555,294.59,-0.002523636609548703,10.0,1.0,640000
4.9,0.3619608893390079,1.2584706163406372,81,1.3282720047235488,646,0.012225094754248857,0.8605561047792435,290.48,-0.004002830920926499,10.100000000000009,1.0,648000
5.1,0.37232048472803925,1.2628978514671325,82,1.350433960556984,643,0.012376570340711624,0.870496838092804,296.36,-0.0042633911911980245,9.100000000000009,1.0,656000
5.35,0.41577438494641394,1.260494950413704,83,1.4322344237565994,640,0.014294027085416019,0.8549872344732284,297.91,-0.0030784151662373916,10.0,2.0,664000
5.3,0.45265015662694874,1.2248814690113068,84,1.6157130545377731,639,0.017212406927719713,0.8137972831726075,300.8,-0.006994832616037457,10.0,2.0,672000
5.8,0.36211558218590584,1.22462388753891,85,1.3246093857288361,638,0.011813690757844598,0.8536479496955871,314.5,-0.0031669261492788792,10.100000000000009,2.9000000000000004,680000
6.01,0.3651693222510587,1.2182374930381774,86,1.3787938588857651,637,0.012595352167263627,0.8508096539974213,320.08,-0.004881544247873535,11.0,3.0,688000
6.13,0.3709921775854397,1.235779789686203,87,1.4146396702528,636,0.013293838177341968,0.8605730754137039,324.45,-0.00460976121481508,11.100000000000009,2.0,696000
6.78,0.3914258692773798,1.2228767788410186,88,1.4445408022403716,636,0.014153982596471906,0.8551038682460785,332.61,-0.0019307257060427218,12.100000000000009,2.9000000000000004,704000
7.08,0.3897843906686011,1.2263647747039794,89,1.4231856453418732,635,0.013822837744373827,0.8585323697328567,336.75,-0.005394280476029962,12.100000000000009,3.0,712000
6.84,0.3807010904088144,1.2260822188854217,90,1.4196823632717133,634,0.013645652453415097,0.850328369140625,330.68,-0.004355346868978813,12.0,2.0,720000
6.77,0.433571526835852,1.2102449655532836,91,1.5738062459230422,633,0.016319261463359,0.8161795997619629,336.16,-0.004192399806343019,12.0,2.0,728000
6.6,0.438887429011924,1.1965934872627257,92,1.6271261996030808,632,0.017456483831629156,0.7940012377500534,341.32,-0.0027210771560203283,11.0,3.0,736000
6.53,0.43197224484459973,1.2288106191158295,93,1.552872958779335,632,0.015969178467057647,0.8132520663738251,349.12,-0.006731972365050751,11.0,3.0,744000
7.11,0.40044029217645366,1.2611906731128693,94,1.5243162846565246,631,0.015472575465682894,0.8344954997301102,360.06,-0.003477417671820149,12.0,3.0,752000
6.8,0.33174150263796903,1.2662567830085754,95,1.2815957790613175,630,0.011203417577780784,0.8819770592451096,346.15,-0.002258355366793694,12.0,3.0,760000
6.89,0.4450126073802067,1.2351800584793091,96,1.6469517487287522,629,0.018139874981716275,0.7950978130102158,344.24,-0.0047143643535673616,12.0,2.9000000000000004,768000
6.77,0.403379375974761,1.2606270897388459,97,1.540292693376541,628,0.015570783717557789,0.8117695075273513,336.97,-0.004462956129318627,12.0,3.0,776000
7.29,0.48339786425820486,1.2038647878170012,98,1.717986397743225,628,0.019640877763740718,0.7593398368358613,354.65,-0.006722222582320683,13.0,3.0,784000
7.75,0.5259693876979101,1.1190423369407654,99,1.8428336346149445,627,0.022573170112445952,0.768580071926117,369.0,-0.005759461760608247,12.100000000000009,3.0,792000
8.59,0.4945093419834528,1.1751957374811173,100,1.737054295539856,626,0.020481780199334026,0.7590571677684784,399.37,-0.007696069381072448,14.100000000000009,4.0,800000
8.57,0.6528907474860918,1.097288261950016,101,1.8838556307554244,625,0.026881963424384595,0.7138703590631486,400.8,-0.006956951537576969,15.0,4.0,808000
8.91,0.42460825913100697,1.2407069253921508,102,1.5158864486217498,625,0.0154188422113657,0.8235520535707473,414.1,-0.001479768253338989,15.100000000000009,4.0,816000
8.8,0.4495318929372785,1.217267529964447,103,1.6216994589567184,624,0.017258638213388623,0.7976101386547089,415.03,-0.002328618175815791,15.0,4.0,824000
8.91,0.5442183280205589,1.1706890320777894,104,1.8691008412837982,623,0.023165665310807527,0.7509213942289352,415.67,-0.006022054090281017,15.0,4.0,832000
8.7,0.45335434758657156,1.198765400648117,105,1.550382382273674,622,0.01602500820532441,0.8281940859556198,406.19,-0.0043259351225060525,14.100000000000009,4.0,840000
9.15,0.5052098109202364,1.224802941083908,106,1.766149978041649,622,0.021411504237912594,0.7557938700914383,425.77,-0.004638602281338535,14.100000000000009,4.0,848000
9.4,0.47853572209526996,1.2008011031150818,107,1.739252942800522,621,0.02005741640459746,0.7743316102027893,431.82,-0.0049998638339457105,14.100000000000009,4.9,856000
9.49,0.4829882348510328,1.2009638011455537,108,1.6616051638126372,621,0.018456635689362885,0.7761340373754502,433.23,-0.002007209678995423,14.0,5.0,864000
9.21,0.42740663289947733,1.2262962543964386,109,1.533571937084198,621,0.015613772736396641,0.8128044110536575,425.71,-0.004381219324714038,14.0,5.0,872000
9.42,0.5128567443974323,1.1720976412296296,110,1.7932496327161789,620,0.02097931950353086,0.7752760946750641,435.14,-0.00649575272371294,14.0,5.0,880000
9.58,0.46013081204522777,1.1840250849723817,111,1.6126915889978408,619,0.01704595053102821,0.8199075251817703,436.29,-0.005853599355323241,14.0,5.9,888000
9.25,0.4727219341982069,1.1638258242607116,112,1.5955148077011108,619,0.016900592455640434,0.8057253158092499,426.37,-0.0043963991459168026,13.0,5.0,896000
9.23,0.4330456884517161,1.2083549571037293,113,1.6002625739574432,618,0.016849366258829834,0.8155948257446289,423.96,-0.001481082696118392,13.0,5.0,904000
9.25,0.38599587193380186,1.225763165950775,114,1.4690671920776368,618,0.014266884159296752,0.8493852061033249,417.03,-0.0034784403422963807,14.0,4.0,912000
9.09,0.4300541004287344,1.2075493407249451,115,1.5430259859561921,617,0.016031828792765736,0.8285812282562256,406.13,-0.004248806956165935,14.0,4.0,920000
9.28,0.47086603636587426,1.1672931027412414,116,1.642354860305786,617,0.018058494860306383,0.8094760620594025,403.58,-0.008617880791425704,14.100000000000009,4.0,928000
9.83,0.4992594766937266,1.1556458938121796,117,1.670965170264244,616,0.01875801927410066,0.7775047498941422,421.04,-0.0035427777163567955,15.0,4.9,936000
9.78,0.4367172890640034,1.2012423551082612,118,1.539710564017296,616,0.0157151416875422,0.8241758787631989,421.71,-0.004318290443625301,15.0,4.0,944000
9.89,0.4833275909366779,1.196350325345993,119,1.680734680891037,615,0.01876799738034606,0.7813228499889374,427.83,-0.005402725476888009,15.0,5.0,952000
9.19,0.5916706970544454,1.2007733982801438,120,1.847319558262825,615,0.02503391266334802,0.5421864557266235,408.08,-0.0021113261132268235,15.0,4.0,960000
8.46,0.41203940330701166,1.2276738905906677,121,1.5226768505573274,615,0.015400488027371467,0.8094593840837478,396.39,-0.0004896482743788511,14.100000000000009,4.0,968000
8.06,0.41717145635274283,1.2284850358963013,122,1.5829535275697708,614,0.017069061109796165,0.8195788425207138,383.1,-0.00890398696938064,14.0,4.0,976000
8.26,0.4383074050936432,1.2142385125160218,123,1.6042788845300675,614,0.016962321433238683,0.8105382829904556,395.02,-0.004627112508751452,14.0,4.0,984000
8.31,0.5351135174992809,1.1830883383750916,124,1.8110144424438477,614,0.021591014172881843,0.7598333781957627,395.18,-0.007983763735246611,14.0,4.0,992000
9.18,0.5085177503439612,1.1912138617038728,125,1.7824895703792571,613,0.02113673565443605,0.7485547214746475,422.16,-0.0027269064224674368,14.0,5.0,1000000
9.91,0.5001641181547116,1.1673783445358277,126,1.833485336303711,612,0.02235990742687136,0.7637627428770065,440.28,-0.0038401555368909614,15.0,6.0,1008000
10.65,0.5235184593613152,1.1377230978012085,127,1.7537714928388595,612,0.020231678262352944,0.7621158516407013,460.18,-0.0049001733725890515,15.100000000000009,6.0,1016000
10.82,0.4382920117818108,1.1911639726161958,128,1.6064345532655715,612,0.01699968859553337,0.8209230124950408,464.13,-0.0037464803578222926,15.0,6.0,1024000
10.8,0.4916584031601379,1.2167772054672241,129,1.7550236082077026,611,0.020148658733814953,0.7729195100069046,460.01,-0.003555784764539567,16.0,6.0,1032000
10.82,0.5338219516046189,1.1885990798473358,130,1.8534170496463775,611,0.022403437746688723,0.7634542965888977,464.61,-0.005792573356884532,16.0,6.0,1040000
11.05,0.4742577013814407,1.1903095614910126,131,1.6829561579227448,611,0.018397524249739946,0.7661264127492905,469.87,-0.004143365859636106,16.10000000000001,6.0,1048000
11.08,0.5622840037194895,1.1806615912914276,132,1.8511656069755553,610,0.022258816310204564,0.7505852419137955,470.37,-0.006815904238146686,16.10000000000001,6.0,1056000
10.96,0.5794572029895746,1.1936488127708436,133,1.9237982368469237,610,0.025031969756819306,0.7326475429534912,469.41,-0.0006799017719458789,16.10000000000001,6.0,1064000
11.51,0.5086555607079835,1.1870616614818572,134,1.7043343436717988,610,0.018927328223362565,0.7828733509778977,484.35,-0.004088569250889122,17.0,6.0,1072000
12.05,0.48902243832072434,1.204792284965515,135,1.7683001065254211,609,0.020635214135982096,0.7833789169788361,492.6,-0.005190392615331802,17.0,7.0,1080000
11.91,0.5039244930645149,1.193089278936386,136,1.8264426326751708,609,0.02218383225146681,0.7488800317049027,492.16,-0.0008251243393169717,17.0,7.0,1088000
12.5,0.5115860267388505,1.130155177116394,137,1.8742807358503342,608,0.023525959383696317,0.7439956521987915,508.05,-0.009384843727530097,17.0,8.0,1096000
12.44,0.533494965984941,1.1233489388227462,138,1.868001742362976,608,0.023184550614096223,0.7276439791917801,512.66,-0.00542200810770737,17.0,8.0,1104000
12.78,0.5213122356433952,1.1670784008502961,139,1.8555933034420014,608,0.022834164653904736,0.7262552398443222,514.4,-0.002838215823285282,18.0,7.9,1112000
13.0,0.6533790440253349,1.1322389817237855,140,1.907827349305153,607,0.024099009498022496,0.7419681811332702,523.76,-0.01132383082585875,18.10000000000001,8.0,1120000
12.95,0.5271171671067194,1.16244111597538,141,1.8538064646720886,607,0.022380254687741397,0.7612346172332763,523.96,-0.004344091094098985,18.10000000000001,8.0,1128000
13.12,0.5783100114630652,1.1879315400123596,142,1.8164823514223098,607,0.021636287486180662,0.7605345290899277,522.93,-0.005004441205892362,19.0,8.0,1136000
12.79,0.5466664370088675,1.1660462844371795,143,1.876390299797058,607,0.023430284494534135,0.7409900444746017,511.22,-0.008584341438254341,19.0,7.0,1144000
12.32,0.5254410432791444,1.199033601284027,144,1.7278430432081222,606,0.019821468573063612,0.7714403551816941,507.05,-0.005262369641714031,19.0,7.0,1152000
11.77,0.5180778976308272,1.1704296094179154,145,1.7087802600860595,606,0.0192646995652467,0.7987083327770234,499.5,-0.010274418983899523,17.0,7.0,1160000
11.34,0.5292381979312546,1.1897102892398834,146,1.791962035894394,606,0.021504204182419925,0.7501283776760101,494.15,-0.002048934887161522,17.0,7.0,1168000
11.47,0.5630640224582175,1.1471460151672364,147,1.852029061317444,605,0.02266293714288622,0.7533155912160874,500.56,-0.007121978712966666,17.10000000000001,7.0,1176000
12.04,0.6275393259957948,1.1568256795406342,148,1.9974150788784026,605,0.026284940587356687,0.7216489779949188,513.68,-0.009604477691682404,19.0,7.0,1184000
12.49,0.5820778183849543,1.159889855980873,149,1.9671455454826354,605,0.025827790927141905,0.7164341139793396,522.69,-0.0014440935557649937,19.10000000000001,7.0,1192000
13.51,0.5593961176298192,1.1297057330608369,150,1.977782347202301,605,0.026471762172877788,0.7316048640012741,546.31,-0.012373288654489443,21.0,7.0,1200000
13.85,0.5547301477185519,1.1280863881111145,151,1.8569341909885406,604,0.02262345813214779,0.7541207420825958,549.78,-0.007246126923710108,21.0,8.0,1208000
14.38,0.629041865294554,1.1302701789140701,152,1.9031554019451142,604,0.023735702317208052,0.7568870598077774,559.45,-0.00455984571355657,21.0,8.0,1216000
14.82,0.5805557869607937,1.1243740993738174,153,2.002567814588547,604,0.02668994297273457,0.733430762887001,565.25,-0.007625169950333657,21.0,8.0,1224000
15.39,0.5928774190653419,1.1267811739444733,154,2.0225362086296084,603,0.02726335561834276,0.7131574761867523,573.81,-0.010059684606676455,21.10000000000001,10.0,1232000
15.22,0.6521521294295616,1.16626802444458,155,1.9779295229911804,603,0.026250370224006475,0.7303961139917373,569.2,-0.002755177536455449,22.0,9.0,1240000
15.29,0.6702245134392484,1.0910429298877715,156,2.002644604444504,603,0.026900599701330064,0.6962467503547668,577.75,-0.009597788060782477,22.0,9.0,1248000
15.08,0.5906506721469669,1.1570302271842956,157,1.9410137188434602,603,0.025023558661341667,0.7040068823099136,568.49,-0.0072920123371295635,22.0,9.0,1256000
15.32,0.5948246658567125,1.1568379509449005,158,1.9238893687725067,603,0.02449151526670903,0.7280364590883255,577.98,-0.0093899234267883,22.0,8.9,1264000
15.03,0.5909339307438561,1.0995646929740905,159,1.921169775724411,602,0.02446229150518775,0.748505145907402,574.85,-0.009178843062836678,23.10000000000001,7.9,1272000
15.18,0.5668708258630741,1.09281966984272,160,1.9281768774986268,602,0.024631649288348854,0.7126562988758087,574.53,-0.001599669581046328,24.0,8.9,1280000
15.42,0.5676063794084376,1.1333332109451293,161,1.9268128502368926,602,0.02463395830709487,0.7531767392158508,579.79,-0.005804615629313048,25.0,8.9,1288000
15.57,0.6266924201513835,1.1222301065921783,162,2.0047891294956206,602,0.02658372993580997,0.7349048209190369,581.61,-0.007835107287974097,24.10000000000001,9.0,1296000
15.92,0.631817437345853,1.1421674036979674,163,1.9605567598342895,601,0.02563863180577755,0.7060305088758468,587.89,-0.00738028729450889,24.10000000000001,9.9,1304000
15.57,0.5236583554450162,1.1475661098957062,164,1.8016473323106765,601,0.022154372069053352,0.7848384350538253,578.63,-0.008885492403642274,22.300000000000026,9.0,1312000
15.59,0.606664565598846,1.1351662796735764,165,1.9509252464771272,601,0.025195439625531436,0.7610700964927674,577.86,-0.011086066589923576,22.300000000000026,9.0,1320000
16.2,0.6076492641238572,1.1231458431482315,166,1.9016059851646423,601,0.024121170034632086,0.7552326589822769,590.49,-0.006148034252692014,25.0,10.0,1328000
16.22,0.5640979670246715,1.0818921947479248,167,2.00029039144516,600,0.026487623173743487,0.74226970911026,593.33,-0.008168683470867109,21.10000000000001,10.0,1336000
16.15,0.6078877063637816,0.9870449012517929,168,2.0489270555973054,600,0.028016673331148923,0.6948254352807999,599.15,-0.00601844401739072,21.10000000000001,10.0,1344000
16.56,0.6498309683784703,1.062839578986168,169,2.084612363576889,600,0.028984255543909966,0.696858834028244,609.87,-0.002734424478840083,23.200000000000017,10.0,1352000
16.77,0.5712877344150697,1.078508244752884,170,2.00311190366745,599,0.026855862885713577,0.7227010536193847,615.24,-0.008150333226658403,25.200000000000017,10.0,1360000
16.16,0.5095346142549362,1.0914387786388398,171,1.7915727800130845,599,0.021267524012364446,0.7905720120668411,601.61,-0.00794426645647036,25.0,9.0,1368000
16.21,0.5153414360988064,1.1014159774780274,172,1.8140666151046754,599,0.021993614388629793,0.7505670201778412,605.83,-0.003866137110780983,25.0,9.0,1376000
16.36,0.6085130263538708,1.109803901910782,173,1.8766464293003082,599,0.02375636849552393,0.7438454830646515,603.51,-0.0037273555699903226,25.0,9.0,1384000
