fps,advantage_norm,value_loss,epoch_idx,PMM:episode_rewards,policy_entropy,policy_loss,frames,P09:episode_rewards,explained_variance,P01:episode_rewards,grad_norm,episode_length
450,0.40672033961862325,0.0019272992920377873,39,1.4,1.385158679485321,0.00018449672621500212,312000,3.1000000000000085,-3.551628351807594,0.0,0.07221408632969355,183.62
451,0.42048152204602957,0.001953018303556746,40,1.28,1.3841561818122863,7.553278446721378e-05,320000,3.0,-2.811176768541336,0.0,0.06113248786794406,178.8
452,0.5115419606491923,0.002566316567717877,41,1.47,1.3854060208797454,-0.0002941757820372004,328000,4.0,-5.669229626655579,0.0,0.09582891964728855,184.26
453,0.38204920493066313,0.0016056792177914759,42,1.49,1.3852403366565704,2.011251199292019e-05,336000,4.0,-3.5182142424583436,0.0,0.060779784289321126,186.18
454,0.4697098441421986,0.002278083607143344,43,1.36,1.3849332022666931,-0.00017269735267746,344000,3.0,-3.5167885571718216,0.0,0.07879178315759894,180.94
455,0.45835255332291125,0.0019636459537650808,44,1.56,1.3843872737884522,-0.000295907148392871,352000,3.0,-1.44540791451931,0.0,0.08016154442290763,188.81
456,0.4498759634792805,0.002037818227927346,45,1.44,1.3818821001052857,0.0006035058863926679,360000,3.0,-4.070132897496223,0.0,0.08031245657211185,184.74
457,0.34707362711429596,0.001340214973606635,46,1.5,1.3840095353126527,-0.00010844343196367845,368000,3.0,-1.2831948840618133,0.0,0.059481783038589614,188.49
458,0.37737412422895433,0.0013638088761763357,47,1.44,1.3824817609786988,-0.0002794114829157479,376000,3.0,-1.974494537115097,0.0,0.06563283559967599,186.27
458,0.3532349203526974,0.001324892617230944,48,1.35,1.3852641248703004,0.0003314977153786458,384000,3.0,-2.924362258911133,0.0,0.06708141223887151,181.41
459,0.3813197909668088,0.0016232099323678995,49,1.31,1.385036268234253,0.0002958302826118597,392000,3.0,-1.756755667924881,0.0,0.0697142252367054,178.81
459,0.39156149070709945,0.0016153377286173055,50,1.35,1.3843277978897095,-0.00013599366007838398,400000,3.0,-1.1001464956998825,0.0,0.07147659735281993,179.28
460,0.3489562007784843,0.001386999682727037,51,1.12,1.3839746594429017,-7.010770539636724e-05,408000,3.0,-3.137916170358658,0.0,0.05196974128108271,171.51
460,0.28661257550120356,0.0009060826257700683,52,1.03,1.3849958658218384,0.0001269186317222193,416000,3.0,-4.446233622431755,0.0,0.053540649461091314,169.75
461,0.3706781022623181,0.001631835025714281,53,1.06,1.3848645174503327,0.00018296855305379722,424000,3.0,-33.21436137795448,0.0,0.06405113578478601,170.4
461,0.34371266070753337,0.001258864649116731,54,1.15,1.385096973180771,-4.323496174038155e-05,432000,3.0,-1.5070352178812028,0.0,0.07225801300019645,173.52
462,0.3182669572532177,0.0011295469057859009,55,1.21,1.3851261138916016,0.00019460021732811583,440000,3.0,-2.8933751302957536,0.0,0.049693965985280836,175.4
463,0.3393235991150141,0.0012607125645081397,56,1.11,1.3843076145648956,0.00010530189843848348,448000,3.0,-1.5786600357294083,0.0,0.06483619127268381,171.35
463,0.3044389313086867,0.0009348935751040698,57,1.09,1.383832643032074,1.6162686733878218e-05,456000,3.0,-0.8495181143283844,0.0,0.05337858201381348,171.55
464,0.37646592523902656,0.0015635584555002424,58,1.29,1.3855688858032227,-7.746161115164796e-05,464000,3.0,-2.173128226995468,0.0,0.06882652777033565,180.14
464,0.31378199383616445,0.0011471635929410696,59,1.37,1.3851724219322206,-6.124134393758141e-05,472000,3.0,-19.45802941918373,0.0,0.05615345299483744,180.04
465,0.4055830229073763,0.0015631127004962764,60,1.37,1.3844244539737702,6.888289615744725e-05,480000,3.1000000000000085,-2.3469611525535585,0.0,0.06973523589359754,178.88
465,0.3524917287379503,0.0012379119576689844,61,1.32,1.3843375897407533,-6.203994256793521e-05,488000,3.1000000000000085,-1.0772555434703828,0.0,0.06275436547524596,178.09
466,0.31345584873110055,0.0012219047533744741,62,1.16,1.3856679320335388,6.9953568527125755e-06,496000,3.0,-2.6709936237335206,0.0,0.062085187643755056,173.84
466,0.3044393222406507,0.0009032866969027964,63,1.24,1.3857476580142976,-1.484721971792169e-05,504000,3.0,-3.1869440549612045,0.0,0.05547529074940171,177.71
467,0.3666589917242527,0.0014134052862573299,64,1.46,1.3833989989757538,-0.0007587017308469513,512000,3.0,-0.5315169721841813,0.0,0.061852466836777246,185.82
467,0.25384720906615255,0.0007493199977034237,65,1.23,1.3831757819652557,0.0003038128709522425,520000,3.0,-2.2914549535512925,0.0,0.04503761131906872,177.82
468,0.35438265625387433,0.0013092415471510322,66,1.22,1.383271358013153,-0.00016191273898584767,528000,3.0,-0.6819872272014618,0.0,0.06526481367736876,177.86
468,0.3631599698588252,0.0014659123352248572,67,1.27,1.3807620704174042,-7.346329672145657e-05,536000,3.0,-1.3125783771276474,0.0,0.06562296945633607,178.77
469,0.23357052493840455,0.0005994371961605793,68,1.15,1.3818731331825256,0.0003127120239150827,544000,3.1000000000000085,-2.661148456931114,0.0,0.04353457069810384,174.62
469,0.34561058327555655,0.0013513638891345181,69,1.19,1.3828616881370543,4.716913972515613e-05,552000,3.1000000000000085,-2.151074377298355,0.0,0.06659350608821253,175.0
469,0.2774799844995141,0.0008629500967253989,70,1.22,1.3847396230697633,0.00010665419780707453,560000,3.0,-1.2375054681301116,0.0,0.050369670196945604,175.68
470,0.3843456898629665,0.0015019959134588135,71,1.32,1.3849786400794983,-0.0003811164032231318,568000,3.0,-0.2506350016593933,0.0,0.06527443626131649,181.01
470,0.2938699992746115,0.0009465007374728884,72,1.52,1.3842997634410859,0.0005000578289764235,576000,4.0,-3.964024596810341,0.0,0.055817742204207474,189.52
470,0.3811482590064406,0.0014469361915871559,73,1.6,1.3808949637413024,-5.809771522763185e-05,584000,4.0,-0.5510416740179062,0.0,0.06936701311655248,194.03
471,0.27907676067203285,0.0009268548102227214,74,1.58,1.3818471336364746,-7.747629727418826e-05,592000,4.0,-1.7868844920396805,0.0,0.048699368518041866,193.77
471,0.388485008366406,0.0016251610724293641,75,1.42,1.3846436262130737,-9.515336229014793e-05,600000,4.0,-0.9427082806825637,0.0,0.0664403085489153,186.95
471,0.39058973990380763,0.0017401476586928765,76,1.44,1.3851655614376068,0.00031932220903399864,608000,4.0,-1.7763663965463639,0.0,0.07038396089888954,186.93
472,0.24776199903339147,0.0006832089769523009,77,1.53,1.3857354044914245,-0.00018713597147325346,616000,4.0,-1.9245657110214234,0.0,0.042609337632687934,186.89
472,0.3009160775691271,0.0009621044433697534,78,1.56,1.385105857849121,-3.91092112113256e-05,624000,4.0,-2.149883109331131,0.0,0.053539240154962586,188.24
472,0.25460165821015834,0.00081786258970169,79,1.52,1.3853681218624114,-5.069260558229871e-05,632000,4.0,-1.7795421594381333,0.0,0.04549644866361974,189.53
472,0.25428705018013714,0.0007088898532128951,80,1.39,1.385800143480301,-0.00013817284034303156,640000,3.1000000000000085,-0.965213143825531,0.0,0.04595841774439079,184.37
473,0.2899890084937215,0.0008855496412161301,81,1.45,1.3857550776004792,5.1192737882956865e-05,648000,3.0,-1.7416256833076478,0.0,0.0528488967298233,186.68
473,0.26142389729619026,0.0007919079482553571,82,1.31,1.3850563979148864,-0.00010551062398008071,656000,3.0,-0.7436248415708542,0.0,0.05006599731233982,178.79
473,0.28317941911518574,0.0009045077329346895,83,1.28,1.3844133853912353,-2.1488109850906767e-05,664000,3.0,-1.871541359424591,0.0,0.05181491156819458,176.58
473,0.20525219779461623,0.00048118278416950486,84,1.22,1.38570893406868,0.00025326723807665984,672000,3.0,-1.7718031018972398,0.0,0.0390086412944125,173.74
474,0.25572130307555196,0.0007106244940905526,85,1.16,1.384461579322815,-4.7021952486829835e-05,680000,2.1000000000000085,-0.8641219687461853,0.0,0.048782740404605944,174.52
474,0.27356098994612693,0.000987397996555046,86,1.08,1.3855200111865997,-0.0002993050738587044,688000,2.0,-0.6008291345834732,0.0,0.04816566196369967,172.26
474,0.23162318110466004,0.000631140526929812,87,1.17,1.3851350569725036,0.00019965944578871132,696000,3.0,-0.9937501192092896,0.0,0.04468998996007345,175.77
474,0.2705219174176455,0.0007865819850303524,88,1.56,1.3856497526168823,-0.00014553270215401427,704000,4.0,-0.7349727731943131,0.0,0.04761442342168304,191.91
475,0.3132459242269397,0.0011756535646418342,89,1.59,1.38466930270195,0.00028985438271774913,712000,4.0,-0.8400426083803176,0.0,0.05211595239755001,193.02
475,0.2511461711674929,0.0007900305314615252,90,1.43,1.3855971717834472,2.88121125777252e-06,720000,3.0,-0.9741257548332214,0.0,0.04468464171973871,184.12
475,0.29240019004791973,0.0011278177991516714,91,1.44,1.385732922554016,-1.2024988936900627e-05,728000,3.0,-1.0429893684387208,0.0,0.05123362331709076,183.59
475,0.27193899400532245,0.0009620456219545303,92,1.26,1.3858745539188384,-0.00020387600729009135,736000,3.0,-0.7894771313667297,0.0,0.048523442213045796,177.07
476,0.307436312623322,0.001065881873928447,93,1.52,1.3858036243915557,0.0002589986524253618,744000,3.0,-3.082221581339836,0.0,0.054856219273651544,186.02
476,0.31569687362760307,0.0013581238454298727,94,1.71,1.3830150508880614,-0.002054649752080877,752000,3.1000000000000085,-3.624949305653572,0.0,0.08425256441831433,193.26
476,0.2361142809316516,0.0006718208036363649,95,1.19,1.3834847819805145,6.12367378835188e-05,760000,3.0,-1.1260710668563843,0.0,0.037891320563310085,173.79
476,0.23734314903616904,0.0007184475608301,96,1.25,1.3851686465740203,-2.4146021250999182e-05,768000,3.0,-0.31244243144989015,0.0,0.040338087635073974,177.35
476,0.21355092991143465,0.0005243396232617669,97,1.29,1.3857584702968597,-5.47767828538781e-05,776000,3.0,-0.8269724863767624,0.0,0.04275880332825097,179.33
477,0.23253716360777615,0.0007293986973672872,98,1.06,1.3855466806888581,9.699018734693254e-05,784000,3.0,-20.04578021943569,0.0,0.04129964276649014,170.11
477,0.22618768924847246,0.0006375299327555695,99,1.11,1.384498714208603,-1.867035577106435e-05,792000,3.0,-6.7135722571611405,0.0,0.03992067911449126,172.09
477,0.29083449341356754,0.001033783101283916,100,1.22,1.3840568959712982,-4.721343328128569e-05,800000,3.0,-1.5071098989248275,0.0,0.057542288313444157,175.54
477,0.2638867287710309,0.0007959859862057783,101,1.3,1.3848234331607818,3.0137476132949815e-05,808000,3.0,-0.40140726149082184,0.0,0.044665043745190695,178.17
477,0.2787375458702445,0.0009793867773987585,102,1.47,1.3854077661037445,0.0003679315989120369,816000,4.0,-1.1922958093881606,0.0,0.04835560885633194,184.94
478,0.3135443610697985,0.0011177976046747062,103,1.32,1.3854346323013305,-0.0005709400842897594,824000,4.0,-1.2399778550863265,0.0,0.05994109999568058,179.47
478,0.3099841018393636,0.0012939437641853147,104,1.43,1.385246456861496,0.0002837894382173545,832000,4.0,-0.7084140843153,0.0,0.05232199445114258,184.38
478,0.19610487818717956,0.0005694200993639243,105,1.59,1.3859528231620788,-3.2485676783835515e-05,840000,4.1000000000000085,-1.8881685388088227,0.0,0.029536377765748464,189.94
478,0.25660200133919714,0.0008816338699853077,106,1.4,1.385734694004059,-8.494167064782232e-05,848000,4.0,-1.0627076989412307,0.0,0.0448759354584273,179.8
478,0.29860537078231575,0.0010446586875696084,107,1.51,1.3853795099258424,-8.057423357968219e-05,856000,4.0,-0.39257291734218597,0.0,0.05131096872323927,186.79
478,0.24073214001953602,0.000650418365112273,108,1.75,1.3854288923740388,-0.00036102127229241886,864000,4.0,-0.5866943377256394,0.0,0.043347055598506226,197.48
478,0.20277183011174202,0.000534739874638035,109,1.54,1.3855512964725494,0.0005224185828410554,872000,4.0,-1.0844586461782455,0.0,0.034452380636517246,190.62
479,0.24911387264728546,0.00087646435536044,110,1.65,1.3854746794700623,-0.00015865799163293558,880000,4.0,-0.3222297877073288,0.0,0.042409896699264656,192.94
479,0.26676268212497234,0.0008355053740251605,111,1.57,1.3854803764820098,0.00018117817729944362,888000,4.0,-0.34440064549446103,0.0,0.052281965732409834,189.57
479,0.22762216188013554,0.0006482774714459083,112,1.41,1.3855136084556579,0.00011532142420037417,896000,3.0,-0.8706502938270568,0.0,0.036052441620415834,183.62
479,0.21767459534108638,0.0005970030656771996,113,1.35,1.3846952843666076,-3.989756516602938e-05,904000,3.0,-2.117613626718521,0.0,0.0376845731061948,179.92
479,0.2841084456071258,0.0010207142289164039,114,1.29,1.384935644865036,-5.483887935440635e-05,912000,3.0,-1.0309195202589034,0.0,0.05065846818377321,176.43
479,0.27322470787912606,0.0007839756369321549,115,1.3,1.3849322044849395,-0.00012935355989611707,920000,3.0,-0.8316239458322525,0.0,0.05176446495424026,178.07
479,0.1965645235404372,0.0004940192500271223,116,1.18,1.385819982290268,0.00014972232576155876,928000,3.0,-2.9616878789663317,0.0,0.03318219966206282,175.88
479,0.26478386159986256,0.0008068775609717705,117,1.27,1.3856801497936249,-0.0003609596480964683,936000,3.0,-0.17686215579509734,0.0,0.05859509842878956,179.14
479,0.18457501862198114,0.0004443922560676583,118,1.53,1.385314894914627,0.0004334648006624775,944000,4.0,-1.1571450412273407,0.0,0.032400508068679994,187.88
479,0.24757762648165227,0.0006750658356668282,119,1.42,1.3853734278678893,-0.0003458298665356097,952000,3.1000000000000085,-0.2942158055305481,0.0,0.05065831678787552,184.53
480,0.28508667178452013,0.0010699306174228695,120,1.44,1.3850395274162293,0.0011722770004780614,960000,4.0,-1.3396184158325195,0.0,0.06653538792928461,185.46
480,0.1665360652282834,0.00032533288940612693,121,1.38,1.3845708072185516,4.372965377115179e-06,968000,3.1000000000000085,-1.863279126882553,0.0,0.022464894394649396,181.48
480,0.15804673822596668,0.0003118372195649499,122,1.25,1.385621976852417,-6.823935633292422e-05,976000,3.0,-0.9511532056331634,0.0,0.029757869071838396,176.63
480,0.20346292231231927,0.000544961704799789,123,1.12,1.3858635449409484,0.00017900882725371047,984000,3.0,-12.292030703425407,0.0,0.04393345525285585,171.51
480,0.2956326523423195,0.0011746082356148691,124,1.33,1.3856593251228333,0.00018483123494661413,992000,4.0,-0.5680715608596801,0.0,0.06034204379233671,178.52
480,0.2120069737918675,0.0005506677942048554,125,1.51,1.384964759349823,-4.559544628136791e-05,1000000,4.1000000000000085,-1.7874304324388504,0.0,0.0355859047977836,187.59
480,0.23892147179692982,0.0009200120185460037,126,1.23,1.385960795879364,0.00026545935914327855,1008000,3.0,-4.158236510157585,0.0,0.035490953102598276,176.26
480,0.25955185178667306,0.0008409787001983205,127,1.24,1.3859266984462737,-9.954340901458637e-05,1016000,3.0,-1.6820241737365722,0.0,0.0468284379498594,175.16
480,0.2572023379430175,0.000821009093642715,128,1.29,1.3854499709606172,-0.00039815909607568753,1024000,4.0,-3.9819746351242067,0.0,0.0461266900092888,177.89
480,0.2992555464431643,0.0013527611356676061,129,1.35,1.3854336798191071,-6.4632967551006e-05,1032000,4.0,-1.69507493019104,0.0,0.05235050294974181,178.98
481,0.29963960651308297,0.0010900532151936204,130,1.56,1.3858129394054413,0.00017188783676829188,1040000,4.0,-0.7419995319843292,0.0,0.054288308515208265,188.64
481,0.20098523925989867,0.00042774052452841714,131,1.6,1.3856808352470398,-7.903240704763447e-05,1048000,4.0,-0.6908750116825104,0.0,0.03563671911925709,191.74
481,0.19684828175231814,0.0005091551262694338,132,1.43,1.3858193862438202,-2.8040721372235566e-06,1056000,3.1000000000000085,-1.5828708851337432,0.0,0.034143947606167124,185.15
481,0.25976401701569557,0.0009251537038198876,133,1.5,1.3856565308570863,-0.00016307288198731838,1064000,4.0,-0.8409867262840272,0.0,0.04616375554247087,188.75
481,0.15193296149373053,0.00033006661913987046,134,1.11,1.3857909619808197,-0.00015735320892417803,1072000,3.0,-7.211330324411392,0.0,0.028943808682313863,172.82
481,0.3112657165527344,0.001130997824766382,135,1.05,1.385122255086899,0.00013630895424284972,1080000,2.0,-0.33139187037944795,0.0,0.05694602726536019,170.48
481,0.2549173328652978,0.0007982417980929313,136,1.42,1.3850783443450927,0.00014585983066353947,1088000,3.0,-0.8597919243574143,0.0,0.04471841926025822,184.84
482,0.1719873245432973,0.00032715415789425607,137,1.41,1.3856971597671508,-5.8995792878704376e-05,1096000,3.0,-0.07411377787590027,0.0,0.031094294445225882,183.01
482,0.1847491249628365,0.0004085160851946057,138,1.23,1.3857186877727508,0.0002033608812780585,1104000,3.0,-1.0272433817386628,0.0,0.035932138319689846,176.7
482,0.1816812600195408,0.000315298934015118,139,1.25,1.3857223975658417,-0.00020054638509463984,1112000,3.0,-1.2254731345176697,0.0,0.03402897486360265,177.51
482,0.22627517085522414,0.000699778694588531,140,1.18,1.3849862289428712,-0.00032450718979816886,1120000,3.0,-0.919395495057106,0.0,0.04617783059149236,174.26
482,0.16207672156393527,0.00037253465578487524,141,1.22,1.3848769772052765,0.00021665639273123815,1128000,3.0,-1.378030276298523,0.0,0.027162100844506442,175.17
482,0.24582313273102044,0.0008380184621182707,142,1.26,1.3853939425945283,0.00013741109243710524,1136000,3.0,-1.579871203303337,0.0,0.05050406812684082,176.68
482,0.21067394131794573,0.0005191516571085231,143,1.24,1.3852405917644501,-1.4804173279117094e-05,1144000,3.0,-0.6085532397031784,0.0,0.03596778386926779,177.06
482,0.18260102672502398,0.00040623911183047313,144,1.27,1.3855702233314515,-0.00013681079375601256,1152000,3.0,-0.903791675567627,0.0,0.03542839988228073,178.61
482,0.20668389171361923,0.000555732663233357,145,1.34,1.3857561647891998,1.7492202969151548e-05,1160000,3.0,-2.6301840740442275,0.0,0.037272017112948995,181.17
482,0.23920888194814324,0.0006526794607043485,146,1.63,1.384914482831955,5.3777867287863045e-05,1168000,4.0,-0.08064759075641632,0.0,0.0460908207312816,193.88
482,0.21627370899543166,0.000581888283236367,147,1.48,1.3830793988704682,-1.991504497709684e-05,1176000,4.0,-2.8918425959348677,0.0,0.038722663903271115,186.7
482,0.1642336861230433,0.0002941302739918683,148,1.32,1.383609526157379,-9.772781661013141e-05,1184000,3.0,-0.7434862381219864,0.0,0.029999202826716163,179.4
483,0.1733383947610855,0.00036725171810303436,149,1.3,1.3849415731430055,6.189482810441405e-06,1192000,3.0,-0.041513314247131346,0.0,0.03819482214226257,179.75
483,0.2515545423701406,0.0007311547102290206,150,1.33,1.3831288957595824,0.00020674218008934987,1200000,3.0,-0.20097755312919616,0.0,0.04455320306888701,182.3
483,0.19068707630038262,0.00044217648417998134,151,1.27,1.3846286928653717,-0.00021750178739239346,1208000,3.0,-1.9926838898658752,0.0,0.03700126688631116,178.89
483,0.21496305456385018,0.0006787932958559395,152,1.25,1.3853981590270996,6.60194435113226e-05,1216000,3.0,-2.7118939846754073,0.0,0.04039392625663003,178.08
483,0.16416516855359078,0.000421649507170514,153,1.22,1.3860706424713134,7.790305608068593e-05,1224000,3.0,-1.147773402929306,0.0,0.03486290190795729,176.57
483,0.18805559748783707,0.000471151662363809,154,1.27,1.3857574737071991,0.00015363231184892357,1232000,3.0,-0.717024233341217,0.0,0.03512215737521294,178.28
483,0.2060093667730689,0.0006338263730776817,155,1.15,1.385559253692627,-7.072719257848803e-05,1240000,3.0,-0.59480886220932,0.0,0.038778188594939686,173.09
483,0.20054999820888042,0.0005331359656634049,156,1.14,1.385817289352417,0.0002174620482037426,1248000,3.0,-3.290522970557213,0.0,0.03702922578977969,173.21
483,0.19959433134645224,0.0006248661173276559,157,1.27,1.3854733753204345,-0.00016710999996575994,1256000,3.0,-2.5330388528108596,0.0,0.039494548569130365,179.88
483,0.16005308194085954,0.0003143739594838735,158,1.15,1.3851729142665863,-0.0001620522589655593,1264000,3.0,-1.0278258585929871,0.0,0.027127909682740127,174.09
484,0.31723541285842655,0.0012666037869075808,159,1.35,1.3845079886913298,0.00023452110202924813,1272000,3.0,-25.478636132478712,0.0,0.0584417085057638,177.38
484,0.18309967147186398,0.0005693339341473802,160,1.51,1.3854018723964692,-0.00019777528053964487,1280000,3.0,-1.6601718550920486,0.0,0.030494488863373984,182.83
484,0.2621061721071601,0.0008238139397417399,161,1.29,1.3853506028652192,2.7572116232477127e-05,1288000,3.0,-3.264158226847649,0.0,0.04564423564689707,179.65
484,0.1796622832491994,0.0004078638586770467,162,1.44,1.3856718420982361,-8.465934043215384e-05,1296000,4.0,-0.7039882963895798,0.0,0.0317253496008205,185.83
484,0.22661449044942855,0.0006433319552252214,163,1.54,1.385465601682663,-0.00020911761537718122,1304000,4.0,-0.4941515731811523,0.0,0.04283475985133797,191.08
484,0.1991844454780221,0.0005421345998456673,164,1.34,1.3858160853385926,7.629320054547862e-05,1312000,4.0,-1.4933245849609376,0.0,0.035370450692187874,181.66
484,0.2467078103683889,0.0007297745778578246,165,1.39,1.3848868787288666,0.0003177207637781976,1320000,4.0,-2.6494725370407104,0.0,0.04488684115252381,183.05
484,0.19922651067376138,0.00048164683578306723,166,1.35,1.3849458980560303,-6.34268113572034e-05,1328000,3.0,-1.0509483480453492,0.0,0.033786603687036204,180.84
484,0.2854273512586951,0.0011009510433450487,167,1.79,1.3848949241638184,-0.0004134356099825709,1336000,5.0,-3.580270636677742,0.0,0.0496016272290285,193.34
485,0.21689968787133693,0.000675668100952862,168,1.85,1.385065767765045,0.00024838156530677225,1344000,5.0,-1.3363537657260895,0.0,0.037063670722999355,196.62
485,0.167088080085814,0.0003289927435162099,169,1.42,1.3857938301563264,8.268214878626168e-05,1352000,3.0,-0.1643679404258728,0.0,0.02984031391331979,184.94
485,0.24248694648966193,0.0006339760918490356,170,1.6,1.385821784734726,-0.0001019212395112845,1360000,4.0,-0.08669970333576202,0.0,0.046438218632636474,193.35
