policy_entropy,approx_kl_divergence,episode_length,explained_variance,frames,policy_loss,advantage_norm,value_loss,clip_fraction,grad_norm,P01:episode_rewards,P09:episode_rewards,fps,PMM:episode_rewards,epoch_idx
1.0666638901925245,964.336772408977,290.125,-8.297777280211449,10240,0.07082152679577121,15.968491399288178,1277956.631406992,0.5594482421875,3597710.9881994324,0.0,122.50000000000006,412,42.1875,1
1.7741684891283511,0.0051781906802830235,302.14925373134326,2.3096799850463868e-08,20480,-0.0013052091613644733,15.968707263469696,0.005342250272724414,0.3297607421875,0.07011174987436795,0.0,150.0,326,64.92537313432835,2
1.780681636929512,0.0032649101701281323,304.67,5.587935447692871e-09,30720,-0.001390640827594325,15.968717962503433,0.007770835951669141,0.224267578125,0.052942394253009506,0.0,200.0,371,81.25,3
1.7821023389697075,0.003974079829981747,317.22,-4.470348358154297e-09,40960,-0.001912870395972277,15.968716889619827,0.007584678520026955,0.277587890625,0.05088486060014783,0.0,252.50000000000023,403,112.0,4
1.7734950833022594,0.003606668612832209,328.46,-3.054738044738769e-08,51200,-0.001852186510586762,15.968717676401138,0.009883933247328969,0.26982421875,0.05508661438911131,0.0,305.00000000000045,425,153.0,5
1.7598844788968564,0.0028824313220866316,342.49,1.4901161193847657e-09,61440,-0.0018254155231261393,15.96871766448021,0.01185891873719811,0.2263671875,0.05569672955099301,25.0,425.0,438,189.75,6
1.778358393162489,0.003688761533339857,349.38,-4.8428773880004884e-09,71680,-0.0017928045792359626,15.96871738433838,0.00941800936366235,0.2655517578125,0.0547574494961862,25.0,477.5000000000002,450,207.75,7
1.7765542611479759,0.00364538747755887,352.02,-3.3527612686157227e-09,81920,-0.0026444726336194435,15.968717676401138,0.008731449066544883,0.287451171875,0.05191438970038069,25.0,427.5000000000002,457,212.5,8
1.7799837611615659,0.0029801432863223454,338.3,9.313225746154785e-09,92160,-0.0013388777817453957,15.968715536594392,0.006717332207728077,0.235498046875,0.0548102795351609,25.0,350.0,465,162.75,9
1.7617257460951805,0.003707718365603796,323.13,-1.862645149230957e-09,102400,-0.0015700287513027433,15.968716365098953,0.005277034731238928,0.2560791015625,0.05079543513345143,22.500000000000007,275.0,470,129.25,10
1.772974693775177,0.003673637978624811,318.78,-2.9802322387695314e-09,112640,-0.001538177293696208,15.968717378377914,0.007551701302077163,0.223779296875,0.05248932866364808,0.0,200.0,475,109.75,11
1.762508075684309,0.003152472381214011,318.99,-1.4156103134155273e-08,122880,-0.0015488178702071308,15.968710619211198,0.005941635899127107,0.2319580078125,0.04999201635209184,25.0,202.50000000000023,480,109.75,12
1.7733101710677146,0.003528223297303157,320.96,-1.9744038581848144e-08,133120,-0.002054309262894094,15.96871513724327,0.008067796163695106,0.2653076171875,0.05107434711988329,25.0,230.0000000000004,483,122.5,13
1.7751351282000543,0.0025719680555994274,319.76,-7.82310962677002e-09,143360,-0.0012607730161107611,15.968717259168624,0.007655111356234557,0.200146484375,0.05206278451436582,25.0,250.0,487,127.5,14
