frames,policy_entropy,q_loss,model_prob_std,P01:episode_rewards,episode_length,PMM:episode_rewards,avg_q_retraced,avg_q_selected,fps,epoch_idx,policy_gradient_loss,explained_variance,rollout_prob_std,policy_loss,P09:episode_rewards,policy_gradient_bias_correction,grad_norm,advantage_norm
115200,2.1930730819702147,4.5072148518935744e-06,0.010092786978930235,0.0,3324.2083333333335,0.0,-0.004587820754386485,-0.004657742194831371,425,16,0.00010637633119282933,-15.234403912226359,0.010092787103106578,0.00010637633119282933,0.0,0.0,0.0009022921776722942,0.010200268301802377
122400,2.185466239729886,0.0004764683452552652,0.015438009376302556,0.0,3324.472222222222,0.0,-0.00347716801165555,-0.003538641138191682,424,17,1.2030598393747912e-05,-22.64402062093612,0.029339339588448483,8.349665082399585e-05,0.0,7.146605089784563e-05,0.005563714213210955,0.18573836767723875
129600,1.965154309963423,0.0011860673502183327,0.07685491026881787,0.0,3324.472222222222,0.0,-0.003893958682174199,-0.003935242131415251,419,18,-0.00013731248801919025,-9.499329518313917,0.07716643743010031,-0.0002222846436912039,0.0,-8.497215103503336e-05,0.014893210903837812,0.435660099161046
136800,0.980507348780825,0.043335569731273824,0.2129196635629765,0.0,3324.472222222222,0.0,0.032850720445236195,0.03991436551344733,414,19,-0.0004897378402268187,-2.0347100724240454,0.13198306699187332,-0.0008201743773117628,0.0,-0.0003304365330272675,0.4160752106501455,1.2451502716569869
144000,0.909703314493573,0.002449001402828546,0.22123464240322985,0.0,3324.472222222222,0.0,-0.10132704546778568,-0.10489668224106677,410,20,0.0006456163681767586,-0.9514259942419945,0.11864102066161909,0.0005246409574234377,0.0,-0.00012097540807131492,0.05303790394567694,0.7932559626743139
151200,0.11437377161666054,0.011638917914206104,0.305219610412679,0.0,3324.472222222222,0.0,0.5312388216417342,0.5236576706127427,406,21,0.0005626647425959972,0.4138733078279192,0.15753891342552379,0.0005226264684247036,0.0,-4.003827708089827e-05,0.09705573239636199,1.7229642513660446
158400,0.3791676105411098,0.02405103179018682,0.2784779474860619,0.0,3324.472222222222,0.0,0.40909420824648496,0.41588790229386796,404,22,-0.004158911861371893,0.0557201787900357,0.1608955962978126,-0.0046374050510291955,0.0,-0.00047849319759377443,0.35820607928765846,1.9697107921333776
165600,0.7837296846599895,0.008338253932628763,0.23531654955020975,0.0,3324.4791666666665,0.625,0.28684413412165466,0.2833486423568845,403,23,4.030204381251682e-05,0.21798343929033434,0.1568630173364802,-0.000913629773053258,2.0,-0.0009539318137281354,0.1423094897475572,1.6975143557316845
172800,0.07733186284985956,0.02174835207016994,0.3090626318267887,0.0,3324.4791666666665,0.625,0.6963273434926357,0.7004012195168744,400,24,-0.00044703679271829275,0.35695754528045653,0.1814520963999842,-0.0005539969691671797,2.0,-0.00010696017747315609,0.31709477170235373,1.9426382831625995
180000,0.09417466105850372,0.09921499194193598,0.30710452192635446,0.0,3324.4791666666665,0.625,0.2445860990205849,0.2782838172189615,398,25,-0.0005227525171546535,0.3266916034067119,0.1886272310617345,-0.000682656251377833,2.0,-0.0001599037322053477,1.8254918988488844,2.146815993325026
187200,0.015721241622971047,0.0062462956584082956,0.3136875749864275,0.0,3324.4791666666665,0.625,-0.6741090879340967,-0.6758009288199839,396,26,7.369720846272893e-05,0.3246698772150373,0.20049272618271288,6.734759941053204e-05,2.0,-6.349608985440923e-06,0.0705715267540036,1.5343677380639644
194400,0.08489166891902503,0.005491511677177525,0.30952965309405306,0.0,3324.4791666666665,0.625,-0.3293602283608067,-0.329972096983381,393,27,0.00013613541160032312,0.3187585895447246,0.19971113752700057,0.0001236017895480771,2.0,-1.2533623915705965e-05,0.04629681245779141,1.4499443670267353
201600,0.0461782198983969,0.005290277156168847,0.31213679446705744,0.0,3324.516666666667,0.5,-0.1939519177049044,-0.19550562538249078,392,28,0.0001776374780676781,0.3976640284250653,0.21493852616006895,0.0001671371508803077,1.1000000000000014,-1.0500331052603104e-05,0.04187922588619531,1.3661688545500006
208800,0.2896082290131175,0.010196282392435228,0.28863665160954627,0.0,3324.516666666667,0.5,0.18291329923478228,0.18168455843421977,390,29,-0.0002443363827007374,0.3016627949050495,0.2125342712943595,-0.000849924810784613,1.1000000000000014,-0.0006055884369328985,0.18178729417434206,1.5706898557917564
216000,0.005346820967237431,0.005724766471698618,0.31412704516419027,0.0,3324.516666666667,0.5,-0.16354703899241665,-0.1634509428981667,389,30,-2.8011364851896552e-05,0.5496508273182722,0.22399401370100874,-1.0450581279697839e-05,1.1000000000000014,1.75607836591418e-05,0.06827196612913548,1.3951456339032482
223200,0.008297385511194261,0.004955872630535927,0.3139883866701176,0.0,3324.516666666667,0.5,-0.125118925408103,-0.1253331593155495,387,31,-1.792026223149795e-05,0.5101136420761783,0.22401312180711005,-4.684606660658269e-05,1.1000000000000014,-2.892580459870645e-05,0.04775479361476352,1.2948668372200396
230400,0.010655437526106771,0.004136147899451722,0.31390233021328057,0.0,3324.516666666667,0.5,-0.14739298840454673,-0.1483209522168901,385,32,1.6740883747883646e-05,0.43461354828385446,0.2301065745947774,1.7166848278547318e-05,1.1000000000000014,4.259643502944049e-07,0.03493521806399427,1.1381505926674793
237600,0.01895220022001821,0.0047999969649941306,0.3135426801525884,0.0,3324.516666666667,0.5,-0.0750023562340195,-0.07442369625897198,385,33,1.9715723249997076e-05,0.4628148067990938,0.23062813053528466,1.3307644646450471e-05,1.1000000000000014,-6.40807849320611e-06,0.032832585979919705,1.2419236679085424
244800,0.022243580646194045,0.005046989339519461,0.31339448130861125,0.0,3324.5833333333335,0.4305555555555556,-0.08493873411613037,-0.08553595265385283,383,34,-0.00013077089607589333,0.5213715473478262,0.2337221621856463,-0.00011525595434351688,0.8999999999999986,1.55149512999476e-05,0.028669293286648013,1.2913271434774674
252000,0.08532389042172188,0.004589264354620537,0.3097800891889782,0.0,3324.5833333333335,0.4305555555555556,0.008169583048912939,0.00786793649047564,382,35,-2.7739597121283276e-05,0.4869542723413182,0.23999985263047235,4.1188348959405574e-05,0.8999999999999986,6.892794733092844e-05,0.02989201546353879,1.2413335970928154
259200,0.04971966497999217,0.0049900700794195015,0.3119468506579361,0.0,3324.5833333333335,0.4305555555555556,-0.15063660774041812,-0.15078057553452837,382,36,7.859902495663534e-06,0.32062035294042696,0.2432333333376381,4.1483015725987125e-05,0.8999999999999986,3.362311442097078e-05,0.03239868906243772,1.3555156568431899
266400,0.37328140178587577,0.017405739656721875,0.28184462008113514,0.0,3324.5833333333335,0.4305555555555556,0.48231787351845534,0.4797344255476511,381,37,-0.0005605049598669967,0.5633678860691461,0.24245215872559786,-0.0006785817059121322,0.8999999999999986,-0.00011807673682683228,0.2903301648244915,1.7416911804560031
273600,0.35836408400138137,0.10835878908893347,0.2809998005971549,0.0,3324.5833333333335,0.4305555555555556,0.8490505459852191,0.8714858293427858,381,38,-0.006364701186076437,0.06828048560590964,0.2354034026818616,-0.006331674759957166,0.8999999999999986,3.302643327075996e-05,1.30949354429384,2.505966017920346
280800,0.08472034867148744,0.0752762023927262,0.30705157075294115,0.0,3324.6071428571427,0.38095238095238093,0.27686860476891517,0.2494747594769591,381,39,-5.216362834014342e-05,0.8257655874036607,0.2465936031291094,0.00030233730077343677,0.7000000000000028,0.00035450093557679496,1.5643157105377037,1.6987808221074008
288000,0.3981664439180383,0.017500379814707215,0.27342822434705866,0.0,3324.6071428571427,0.38095238095238093,1.2044212971091588,1.2074601757889072,380,40,-0.0029299008760964424,0.9348781068709792,0.2410912428005899,-0.0031484726470757756,0.7000000000000028,-0.00021857177704143026,0.3230862404316045,2.6624875204832787
295200,0.2016343375968684,0.023036706093149773,0.29346681765778354,0.0,3324.6071428571427,0.38095238095238093,1.315925361726571,1.3107374858260943,379,41,0.0009468557552622593,0.8206288697456241,0.24329123680435477,0.0007054688465663575,0.7000000000000028,-0.00024138690914486427,0.6069315811646979,2.642597740958765
302400,0.24080871020192432,0.012853284676520924,0.2882082275632355,0.0,3324.6071428571427,0.38095238095238093,0.7014629384541204,0.7070139228419534,378,42,-0.000802882410916359,0.8090881152900438,0.24727488303409206,-0.0007778332899599466,0.7000000000000028,2.5049129325389282e-05,0.3039090408114065,2.1362677235759437
309600,0.2663071457453432,0.019570135646900067,0.28483825542308666,0.0,3324.6071428571427,0.38095238095238093,1.3103083700495501,1.3085642144827065,378,43,-0.0006756689214896824,0.8696635332608981,0.24478778102686477,-0.0007399408201229767,0.7000000000000028,-6.427190925646088e-05,0.38632963327670355,2.6326885429828883
316800,0.32295710871143946,0.029819929634871345,0.2799035074490876,0.0,3324.6071428571427,0.38095238095238093,1.9786381770930594,1.9827908830179106,378,44,-0.0021563670958499957,0.9380557076774892,0.24247276385566074,-0.0020244510988575515,0.7000000000000028,0.00013191600214460555,0.44899062053649563,3.488708196708134
324000,0.4041984124505331,0.02647223000465178,0.27095398919942676,0.0,3324.5416666666665,0.9375,1.5010278042425556,1.4999963825531106,377,45,0.0002845769443206937,0.8974840014912779,0.24448960551745677,0.00018471431506869457,2.0,-9.986263348827211e-05,0.38014225821714903,3.149865116223141
331200,0.2250633073607147,0.021828442988871315,0.291726895476037,0.0,3324.5416666666665,0.9375,1.5925220093357022,1.5920564718456052,376,46,-0.00047663552935448304,0.8570412522833928,0.24551368548260205,-0.0005610804480454402,2.0,-8.444491789622709e-05,0.32595296556758796,3.0442530202128784
338400,0.4409844654683583,0.019796087845282813,0.2650837253278525,0.0,3324.5416666666665,0.9375,1.7364019550097292,1.7358694940141188,375,47,0.0001304401313856165,0.8345053801989114,0.23856765272105657,-0.0006874244661392906,2.0,-0.0008178645965221202,0.34999653341058395,2.8385814613813447
345600,0.35341286590529813,0.03059723757461167,0.2770842723142376,0.0,3324.5416666666665,0.9375,2.0456654564192687,2.0445711288849515,375,48,-0.002491412111855988,0.9253326274683236,0.2506250950118537,-0.002861976344596307,2.0,-0.00037056422873091673,0.5429510786005834,3.2305353049311063
352800,0.3105299286219099,0.03025879225719513,0.28131721494216766,0.0,3324.5416666666665,0.9375,2.3861273738552655,2.3831894956742015,374,49,-0.001011725824044131,0.9292509227896493,0.24306602461825288,-0.0010241520998580014,2.0,-1.242627883030695e-05,0.4220979583976962,3.6392831925645703
360000,0.37986860792177224,0.026774114761138144,0.2752018704302806,0.0,3324.62,2.13,1.5477487709968496,1.5562591383405147,373,50,-0.0004654938612443474,0.8988938098759562,0.24591133124101416,-0.0011763132221580398,7.300000000000026,-0.0007108193195569622,0.31500376352549025,3.1973514098070916
367200,0.2949693817335856,0.02031199163098194,0.28440708466150144,0.0,3324.62,2.13,1.652446981138653,1.6529435959095682,373,51,-0.0016939377259970773,0.874443193300376,0.25285787274952604,-0.0016993295889178098,7.300000000000026,-5.391870977386251e-06,0.22567732863192394,3.022161150514764
374400,0.25743714998553924,0.024540577932068753,0.2870930387876022,0.0,3324.62,2.13,1.932211829829153,1.9312579433683048,372,52,0.00150247037440192,0.752579769957318,0.25370606601849277,0.0011776783575131787,7.300000000000026,-0.00032479201148561825,0.35582166646771685,3.1574743804619425
381600,0.4503589010554016,0.019257500090392395,0.26711741616841034,0.0,3324.62,2.13,1.4261597342450152,1.4301242973738248,372,53,-0.0017844412871381408,0.8578258910239059,0.24801337301731108,-0.002379685197659662,7.300000000000026,-0.0005952439126380896,0.21264073339794726,2.91951987037583
388800,0.3124611053846422,0.033942553762595355,0.28136966852954143,0.0,3324.62,2.13,2.0402271287474365,2.0414994436518223,372,54,-0.0008213922971568806,0.926794585598209,0.2473116492365718,-0.0005444407347924965,7.300000000000026,0.000276951557092311,0.3566891765967285,3.8264358653309487
396000,0.36118170285015977,0.03430724526652031,0.27745597968932495,0.0,3324.62,2.13,2.064258321471631,2.0660422060350894,371,55,-0.001914858004030263,0.8810075947224463,0.24918842436046038,-0.0019816388546372303,7.300000000000026,-6.678083836974192e-05,0.4693738778912612,3.712118490754612
403200,0.25837467610984755,0.03247197383057757,0.2870347764952258,0.0,3324.74,4.27,2.0825672595157774,2.0796134497531336,370,56,-0.0025094943598740326,0.9081565658826276,0.2548095614548204,-0.002814626795007126,15.100000000000009,-0.0003051324357341793,0.5084455831231671,3.543413090080439
410400,0.3223328901586212,0.020041847433857916,0.27975394196059344,0.0,3324.74,4.27,1.4434635021265538,1.4462887810068152,369,57,-0.0007607675149325576,0.8163078869130246,0.2501194941167715,-0.0014761600306267921,15.100000000000009,-0.0007153925006597677,0.2021405032524414,3.0053239646065175
417600,0.1656082787855571,0.022033908391622677,0.29771403048601414,0.0,3324.74,4.27,1.9291043401947094,1.9289215067975107,369,58,0.0002499619457841667,0.8085210482184851,0.2561803334797658,0.00018546787344256074,15.100000000000009,-6.449407299719212e-05,0.27738155629620764,3.119285733122674
424800,0.30972116375327224,0.027597380917268023,0.28208697473955535,0.0,3324.74,4.27,1.4719167183339594,1.4749895113966764,368,59,-0.0001805906642876502,0.9080458061231507,0.2545709412379397,-0.0005847405427341563,15.100000000000009,-0.00040414987754032683,0.29777218322340165,3.398302903724095
432000,0.2534228166559386,0.033718120640257095,0.2883505483409242,0.0,3324.74,4.27,1.819126174291448,1.8186344681025812,369,60,-0.0014035432363497516,0.9075077588193948,0.2614597534839675,-0.001680764607419463,15.100000000000009,-0.00027722136907081923,0.32413575598487326,3.903905765319627
439200,0.23792430655675983,0.02786506872838511,0.2893923486863809,0.0,3324.84,6.42,1.5530279425306925,1.554880423720867,368,61,0.0011817528843952971,0.8818528510819352,0.25398529702294914,0.0009962910589000433,21.0,-0.00018546183719757517,0.25316026253034596,3.505356035497454
446400,0.22638009344607038,0.02218385414229016,0.2903033994662541,0.0,3324.84,6.42,1.2998552445515439,1.2987150090215382,368,62,0.0003529001741750378,0.8477401687260026,0.2555393386273473,5.67829608270493e-06,21.0,-0.0003472218732551146,0.25608730011903136,3.134169912967417
453600,0.18297642175578843,0.027997734422694456,0.29604398236861307,0.0,3324.84,6.42,1.7914921443707372,1.7901617054187904,368,63,0.0008168074495298828,0.7014742894415503,0.26039907657122485,0.0005464190317340859,21.0,-0.00027038841350870887,0.30274662133520974,3.4622256969837917
460800,0.22484601532523005,0.02038122994172332,0.290506344469136,0.0,3324.84,6.42,1.0036747196604494,1.0080396392726447,368,64,-0.0013916408148434516,0.8717058846386021,0.25788414428513196,-0.001434053739507189,21.0,-4.241292334438163e-05,0.2518315830915617,2.9950212920405876
468000,0.2599286494785969,0.04336880647634013,0.28807565696774023,0.0,3324.84,6.42,1.5786968323076882,1.5816216222776305,368,65,0.0002717304837861058,0.8766174942420588,0.2621485216907723,0.0002644199974351086,21.0,-7.310471192603828e-06,0.43894061876923607,4.25179388743229
475200,0.29721411384080376,0.03441396012968782,0.2839436041557836,0.0,3324.84,6.42,1.7160208341337386,1.717740089713581,367,66,-0.0016239941657910267,0.896932856341203,0.2626052391014638,-0.0020298398572107085,21.0,-0.0004058456868557566,0.31314396775038517,3.9862972652060646
482400,0.3741097220612897,0.027377380543713654,0.27726094443646687,0.0,3324.8,8.45,1.151668811620228,1.1517313339502093,367,67,0.0003862289923173584,0.8560039918786948,0.2563069303913249,0.00015235628457784984,26.200000000000017,-0.00023387269112188093,0.22343526214982462,3.5450829492769538
