episode_length,frames,PMM:episode_rewards,epoch_idx,P01:episode_rewards,grad_norm,policy_loss,policy_entropy,P09:episode_rewards,explained_variance,fps,value_loss,advantage_norm
213.27,192000,2.27,24,0.0,0.21981503268969732,-0.001256271893507801,1.3386202812194825,5.1000000000000085,0.9475592243671417,277,0.004979002978361677,0.804172226190567
209.17,200000,2.05,25,0.0,0.16472787944581377,-0.0004502891933952924,1.340216327905655,5.0,0.9760469377040863,277,0.002736133424041327,0.6003591421246529
195.22,208000,1.67,26,0.0,0.234296494635594,-0.0004823202468105592,1.355514293909073,5.0,0.9135530948638916,278,0.005579578607867006,0.8369593364000321
189.34,216000,1.57,27,0.0,0.17550739734687654,-0.0015983570343814791,1.3285026085376739,5.0,0.9618933838605881,278,0.003878747966373339,0.7121776752173901
197.81,224000,1.79,28,0.0,0.1738063146579269,-0.00025493855573586186,1.3267998445034026,5.0,0.9714103418588639,279,0.003279748715576716,0.6306412407755851
205.21,232000,2.0,29,0.0,0.22066511603980302,-0.0005287200956081506,1.3525339615345002,5.0,0.938631786108017,280,0.005328949436079711,0.8323568385839463
202.18,240000,1.96,30,0.0,0.14918365541083628,-0.0006382919233146822,1.356042637825012,5.0,0.9652215880155564,280,0.002446784888015827,0.5431620892882347
197.9,248000,1.81,31,0.0,0.21896381659787514,-0.0012713252514367924,1.3389684641361237,5.0,0.9355421137809753,281,0.005480640185123775,0.8265293955802917
198.42,256000,1.84,32,0.0,0.16222579527238293,-0.00044925724912900475,1.3436196982860564,5.0,0.9660484600067138,282,0.0034178600180894136,0.657505544424057
198.37,264000,1.78,33,0.0,0.14283005815797128,-0.0020260190789122136,1.3214991188049316,5.0,0.983654010295868,284,0.002086970299424138,0.5332207131385803
197.63,272000,1.72,34,0.0,0.15227392219137503,-0.0010780966770289524,1.336413516998291,5.0,0.9698173940181732,286,0.0028146197702153585,0.5970722365379334
207.27,280000,2.01,35,0.0,0.12994854816587598,-0.00028460884524974975,1.3247080826759339,5.0,0.9776199543476105,287,0.0021749267567065544,0.5220966359972954
199.94,288000,1.97,36,0.0,0.18449261748427717,-0.0009469086535682436,1.3428016090393067,6.0,0.9550296503305435,288,0.004083128315687645,0.7009779025614261
195.48,296000,1.81,37,0.0,0.20433448552740988,-0.0007548245147336274,1.3505650985240936,5.0,0.9264719784259796,289,0.005240407545643393,0.7815195895731449
200.24,304000,1.85,38,0.0,0.14024945974236983,-0.0011212157923728228,1.330798487663269,5.0,0.9732475739717483,290,0.0030642509751487522,0.5890360423922538
194.64,312000,1.82,39,0.0,0.15918957559946953,-0.00035391927769524046,1.3475440549850464,5.1000000000000085,0.9566636633872986,290,0.00343820722453529,0.6364083939790726
193.57,320000,1.76,40,0.0,0.14195928187240933,-0.0007947787580269506,1.3441377782821655,5.0,0.9724039888381958,291,0.0028936716602765956,0.5986423029005528
203.66,328000,2.0,41,0.0,0.20078589693237917,-0.00123842594854068,1.3477463829517364,5.1000000000000085,0.9334870898723602,292,0.005595467872044537,0.8172682791948318
214.7,336000,2.32,42,0.0,0.2947929621665685,-0.0014854384781210683,1.3571288037300109,6.0,0.8727984648942947,293,0.009125889794086106,1.0185188886523246
216.3,344000,2.41,43,0.0,0.17367744720594927,-0.0014474132779287174,1.3311709702014922,6.1000000000000085,0.9647901344299317,293,0.003893362600938417,0.6922481894493103
211.03,352000,2.27,44,0.0,0.1701843280617425,-0.0005452595383394509,1.3368860244750977,5.1000000000000085,0.9638120490312576,294,0.003832986397028435,0.6555173762142659
213.72,360000,2.26,45,0.0,0.15545423833363395,-0.0012038309621857479,1.3542678880691528,6.0,0.9694724214076996,294,0.003043653099011863,0.5989807254076004
207.11,368000,2.09,46,0.0,0.17714289211053547,-0.0017049535273690709,1.347267688512802,6.0,0.9616660088300705,295,0.0040437253779964525,0.6997207805514336
201.96,376000,1.96,47,0.0,0.22851561495196318,0.0009272370295366272,1.3633406257629395,5.0,0.9342402130365371,296,0.00702933834050782,0.9312343218922615
216.11,384000,2.44,48,0.0,0.22366646982536362,-0.001537389191435068,1.3549616730213165,6.0,0.9336448216438293,297,0.006138514494523406,0.910640555024147
216.6,392000,2.36,49,0.0,0.1591950404662241,-0.0010210477358486968,1.357109706401825,5.1000000000000085,0.9599163675308228,297,0.0036648447063635102,0.6538668945431709
216.51,400000,2.25,50,0.0,0.1562667821062143,-0.0008725504549875041,1.3480260801315307,5.0,0.9707325446605682,298,0.0032269418667419812,0.6237163498997689
210.18,408000,2.11,51,0.0,0.1801071541713945,-0.0006864015007795387,1.3583848083019257,5.0,0.9571538317203522,298,0.004088048707053531,0.7054278865456581
215.02,416000,2.3,52,0.0,0.15954671044498464,-0.002643717862156336,1.3461741757392884,5.1000000000000085,0.9746124291419983,299,0.003260667392460164,0.6088643695414067
201.76,424000,2.01,53,0.0,0.18714970021325242,0.00036867450980935244,1.3648778629302978,5.0,0.9497171527147293,299,0.004923592299455777,0.7912060707807541
212.66,432000,2.3,54,0.0,0.21806634775030406,-0.0018183421896537765,1.3379066979885101,8.100000000000009,0.9471612995862961,299,0.005554078101122286,0.8393285503983497
217.33,440000,2.39,55,0.0,0.2819658906771364,0.0007139686492155306,1.370265873670578,6.200000000000017,0.900877588391304,300,0.008063788968720474,0.9933466067910195
206.41,448000,2.06,56,0.0,0.19179136285963985,-0.0023394871110940583,1.3574827420711517,5.1000000000000085,0.94267757833004,300,0.00484183249733178,0.7523040837049484
194.37,456000,1.71,57,0.0,0.16566922475140572,-0.0012514354937047756,1.3482068526744841,5.0,0.9531626498699188,301,0.0038983100070618094,0.6947007492184639
205.65,464000,2.12,58,0.0,0.1404309700369043,-0.00026040417316835373,1.3378330421447755,6.300000000000026,0.9723947566747665,301,0.0030331665760604666,0.5916547031700611
213.72,472000,2.29,59,0.0,0.18067915028309278,-5.040084484789986e-05,1.3620515167713165,6.0,0.9555497068166733,302,0.00478475663534482,0.7558036594092846
218.23,480000,2.42,60,0.0,0.22705849235575293,-0.0005301183136180043,1.3553418350219726,6.1000000000000085,0.9232897317409515,302,0.006879377891309559,0.9456576406955719
212.69,488000,2.23,61,0.0,0.2507341040593614,-0.0005198789987480268,1.3639469528198243,5.1000000000000085,0.8877607351541519,302,0.008018013486871495,1.0256175690889358
217.61,496000,2.43,62,0.0,0.2064118523353838,-5.736313069064636e-05,1.360327422618866,6.0,0.9358550733327866,302,0.005629577176296152,0.8698335626721382
220.21,504000,2.58,63,0.0,0.2176165619257343,-0.000612075122189708,1.357504951953888,7.1000000000000085,0.9506382209062576,303,0.006010070750489831,0.892076565027237
233.18,512000,2.81,64,0.0,0.24182262472760363,-0.002149318758165464,1.3449852132797242,7.1000000000000085,0.9241004204750061,303,0.006769262208254076,0.9498492106795311
229.82,520000,2.63,65,0.0,0.153094491862365,-0.0011774989515834023,1.322056860923767,6.0,0.9679165315628052,303,0.0035587321638013234,0.6368330872058868
229.26,528000,2.66,66,0.0,0.21216630338095918,-0.0010190732165938244,1.3503935253620147,6.200000000000017,0.9311950314044952,303,0.006336004619079176,0.9065150646865368
239.21,536000,3.04,67,0.0,0.24108753090125912,-0.0012462821742519736,1.343078545331955,9.0,0.9418924200534821,304,0.007115027026156895,0.9651381379365921
237.16,544000,2.99,68,0.0,0.26642668610385506,0.0004091444073128514,1.3606027698516845,9.0,0.9068281239271164,304,0.00824785646633245,1.0763000532984734
234.94,552000,2.83,69,0.0,0.21300014325434563,-0.0024288135445385706,1.3581451082229614,6.0,0.9360372745990753,304,0.00641167549387319,0.9100150515139103
229.15,560000,2.65,70,0.0,0.2190728691877098,-0.00043178859164981986,1.3582894396781922,6.0,0.9427005857229233,305,0.005928766838042066,0.8717030093073845
230.85,568000,2.78,71,0.0,0.18820562877060493,7.415800297167152e-05,1.3550749361515044,9.0,0.9454126167297363,305,0.0049495962919900195,0.8027214902639389
227.78,576000,2.7,72,0.0,0.24312307152982732,-0.002026797950893524,1.3570904088020326,8.100000000000009,0.9225456315279007,305,0.007199965318432078,0.9831280025839806
232.87,584000,2.91,73,0.0,0.28375546932345097,-0.0025031224236590787,1.3466241621971131,8.100000000000009,0.8763581764698029,305,0.009481487169396133,1.134886503815651
227.32,592000,2.63,74,0.0,0.24835847779037856,0.0004002822283655405,1.3338942313194275,6.0,0.9124551260471344,305,0.00790208273450844,1.0278964850306511
233.74,600000,2.79,75,0.0,0.32033922995205977,3.1096863676793876e-05,1.3528828477859498,6.0,0.8743920910358429,306,0.01137146441731602,1.2596730238199234
236.86,608000,2.82,76,0.0,0.2774587499441143,-0.003676799218956148,1.3446283483505248,6.0,0.9133038955926895,306,0.008967384569114074,1.119439377784729
244.1,616000,3.11,77,0.0,0.2701931471391595,-0.0020724663861619776,1.324832170009613,8.0,0.9050588941574097,306,0.008812581368256361,1.0755521175265312
236.85,624000,2.99,78,0.0,0.31286307719995166,-0.0018478635903738906,1.3420769488811493,8.0,0.8686727780103684,307,0.011804298538481816,1.17232372879982
240.31,632000,3.05,79,0.0,0.2260700043014369,-0.0014285924602882006,1.3353070557117461,8.100000000000009,0.9358603096008301,307,0.006031554975779727,0.910104654431343
234.35,640000,2.83,80,0.0,0.23561604930894706,-0.0006090084684547037,1.347205058336258,6.1000000000000085,0.922309610247612,307,0.006821184593718499,0.9704255211353302
220.4,648000,2.44,81,0.0,0.23345760264559057,-0.0012983702419296606,1.3426384830474853,5.0,0.92338836312294,307,0.006769401292549446,0.9800470885634422
217.24,656000,2.36,82,0.0,0.28291284232545344,-0.0014011928712716326,1.3383333456516266,5.0,0.9121784901618958,307,0.00899373079300858,1.1146532729268075
213.34,664000,2.39,83,0.0,0.28057590516182823,-0.0011566386849153787,1.3388624012470245,5.0,0.8951183915138244,308,0.009806456923251971,1.1726254618167877
227.65,672000,2.72,84,0.0,0.2684214996593946,-0.003660306410420162,1.3256462550163268,6.0,0.9104080599546432,308,0.00792948559159413,1.029957557618618
235.1,680000,2.9,85,0.0,0.26212041008608516,-0.00018283615354448558,1.3414198350906372,6.0,0.9001407808065415,308,0.008928115416783839,1.1247914245724677
233.4,688000,2.85,86,0.0,0.2585354840671852,-0.002397989542005234,1.3475217390060426,6.1000000000000085,0.9103765791654587,308,0.007574607529677451,1.0435424116253853
229.33,696000,2.76,87,0.0,0.24544600329433983,-0.0003698649545549415,1.3455852127075196,6.1000000000000085,0.9289450752735138,308,0.007221478099236265,0.9885157966613769
232.2,704000,2.86,88,0.0,0.2417600108429404,0.00053614882461261,1.3352962553501129,8.100000000000009,0.932628664970398,308,0.00698844657279551,0.9976323902606964
247.0,712000,3.21,89,0.0,0.3050761145739356,-0.0026323786744615065,1.334659113883972,8.100000000000009,0.8747446000576019,308,0.010995694855228066,1.269522790312767
250.25,720000,3.31,90,0.0,0.3477807187878323,-0.004376315416884609,1.307410501241684,7.1000000000000085,0.8586345517635345,309,0.012560781624633819,1.367071573138237
239.13,728000,3.04,91,0.0,0.312908626530764,-0.0007938180579367326,1.294335560798645,6.0,0.9078028267621994,309,0.009086814464535565,1.1401236182451249
237.81,736000,3.03,92,0.0,0.2727445126072338,-0.001471389044309035,1.3059755170345306,6.1000000000000085,0.9329733985662461,309,0.0066932162654120475,0.9794681224226952
241.57,744000,3.18,93,0.0,0.2857228194890449,-0.0029417724587256088,1.3167718982696532,8.0,0.8977960175275803,310,0.00979541799519211,1.2030872398614882
244.27,752000,3.27,94,0.0,0.2895046814487456,-0.0006910695168699021,1.3363831269741058,8.100000000000009,0.8615996050834656,310,0.009332553771091625,1.156802443265915
241.03,760000,3.25,95,0.0,0.31063880376662023,-0.003233815133353346,1.323323677778244,8.100000000000009,0.8997801065444946,310,0.009903815591242164,1.1925157454609872
243.97,768000,3.28,96,0.0,0.38501629377951013,-0.0028634057659655807,1.3101752865314484,9.0,0.8681082808971405,310,0.012113228051457554,1.3367144894599914
246.9,776000,3.36,97,0.0,0.3783355076878106,-0.005347086758411024,1.2552702283859254,8.100000000000009,0.8924621838331223,310,0.011322080127429216,1.2828688549995422
254.11,784000,3.52,98,0.0,0.28761367999345866,-0.003054888544138521,1.287959530353546,9.0,0.907181983590126,310,0.00892909120535478,1.1340256601572036
259.02,792000,3.65,99,0.0,0.31578086627019236,-0.0020974318700609728,1.2966763269901276,9.0,0.8794949704408646,310,0.010544721615733579,1.2303166592121124
254.13,800000,3.57,100,0.0,0.3418415885156025,-0.0009923893405357376,1.3023361706733703,8.100000000000009,0.8788301163911819,311,0.011876435910817235,1.3202408343553542
252.66,808000,3.63,101,0.0,0.31382464341279237,-0.002615812872827519,1.2984285306930543,7.1000000000000085,0.8851772844791412,311,0.010714249417651445,1.2375772649049759
252.96,816000,3.77,102,0.0,0.34294047883021245,-0.00287234844872728,1.2764254128932953,8.0,0.8928439855575562,311,0.01055245535215363,1.255997759103775
254.81,824000,3.83,103,1.0,0.40036250065824297,-0.005328128707151336,1.303653018474579,8.100000000000009,0.869049282670021,312,0.014603428966365755,1.4412357717752458
264.13,832000,4.09,104,1.0,0.3432542769063855,-0.004916670352686197,1.3085429024696351,9.0,0.8713193607330322,312,0.01144478674279526,1.3029815590381622
270.29,840000,4.24,105,1.0,0.35005212334402613,-0.004148852556390921,1.2761729621887208,10.0,0.8573639237880707,312,0.012016970575787126,1.3297731584310533
271.37,848000,4.26,106,1.0,0.40476270713822315,-0.00578949427283078,1.2675768482685088,10.0,0.8254367619752884,312,0.01444510286906734,1.3960438537597657
289.07,856000,4.52,107,1.0,0.33010474059252715,-0.0010459752002498135,1.3040922737121583,10.0,0.887199593782425,312,0.01066522697918117,1.2601980429887771
285.76,864000,4.38,108,1.0,0.3646160578078919,-0.003263665153644979,1.2963489055633546,10.0,0.86337078332901,312,0.013784700275864451,1.42383695602417
295.76,872000,4.74,109,1.0,0.46334788064980087,-0.005495749207038898,1.2957561004161835,10.100000000000009,0.7999126660823822,313,0.017886250680312514,1.6325624507665635
307.82,880000,5.08,110,1.0,0.3215777585037691,0.0006158735514327418,1.31016148686409,11.0,0.8936676120758057,313,0.00994163565337658,1.2209649032354355
295.01,888000,4.89,111,1.0,0.41406358994690556,-0.002833977828559,1.2929446721076965,11.0,0.8608852553367615,313,0.014514902275986969,1.4733251738548279
280.0,896000,4.46,112,1.0,0.41476827708740704,-0.0049561723589431495,1.2749578201770781,9.0,0.8562937384843826,313,0.013856794219464064,1.4349656122922898
283.62,904000,4.75,113,1.0,0.38563544866245847,-0.002095863104623277,1.2908141338825225,9.100000000000009,0.852470052242279,313,0.013824769021011889,1.4457393658161164
285.15,912000,4.86,114,1.0,0.43512530815154393,-0.00585719202645123,1.2892659997940064,10.0,0.8219800698757171,313,0.016557603764813394,1.5574600225687028
295.98,920000,5.14,115,2.0,0.4541261801675379,-0.006540395863121376,1.2614671206474304,10.0,0.7864260578155517,313,0.01819975832477212,1.6633017086982727
304.2,928000,5.34,116,2.0,0.4201881318896016,-0.004246311095776036,1.2742204201221465,10.0,0.8144197756052017,313,0.016689625764265657,1.5857855021953582
316.13,936000,5.76,117,3.0,0.3505848213578568,-0.0019124469941016286,1.2795863807201386,10.100000000000009,0.88673803627491,313,0.01126296459697187,1.3006670463085175
322.45,944000,6.08,118,2.9000000000000004,0.44943823114655246,-0.007579297638731077,1.2582656335830689,11.0,0.7986476254463196,313,0.017642105002887546,1.6381097722053528
321.0,952000,5.99,119,2.0,0.46136210748252876,-0.006196451787545811,1.2670309698581697,11.0,0.7790146619081497,313,0.018082169108092783,1.6590916013717651
325.83,960000,6.02,120,2.0,0.49431751498194976,-0.009004370277980343,1.2773452401161194,10.100000000000009,0.7709724134206772,314,0.020753999659791588,1.7770269334316253
331.37,968000,6.29,121,2.9000000000000004,0.42029017842362243,-0.004861893584020436,1.2474363338947296,11.0,0.7968634235858917,313,0.01637972142547369,1.5461515283584595
330.13,976000,6.02,122,2.0,0.42605991296669343,-0.003522801054205047,1.2584551346302033,10.0,0.8308551180362701,314,0.01634469739161432,1.5824923676252365
338.17,984000,6.31,123,2.9000000000000004,0.45095617914198394,-0.005952547315391712,1.2414909780025483,10.0,0.797465563416481,314,0.017404238833114503,1.613344243168831
353.03,992000,6.57,124,3.0,0.45532740642304953,-0.008435413140105083,1.2407150375843048,10.100000000000009,0.8249220120906829,314,0.016959969229064883,1.6074626171588897
366.43,1000000,6.94,125,3.0,0.4655894303681917,-0.005496662709629163,1.2265896475315095,11.0,0.7813404315710067,314,0.01727022892329842,1.6144544142484665
374.5,1008000,7.14,126,3.0,0.4624035482447042,-0.0034505798553345814,1.2390502560138703,11.0,0.7667015558481216,314,0.017977055897936224,1.6410035657882691
386.56,1016000,7.51,127,3.0,0.45304641259255307,-0.004695531580946408,1.2460769033432006,12.0,0.7694045180082321,314,0.01876284764148295,1.6779447269439698
384.51,1024000,7.69,128,3.0,0.47830326230094783,-0.008620136310346424,1.2233422243595122,12.0,0.7933085834980012,314,0.01952561057638377,1.7147192561626434
397.69,1032000,8.15,129,3.0,0.4831988129975415,-0.0030153266090201213,1.1939234375953673,12.100000000000009,0.7544358891248703,314,0.01953526117373258,1.7304362738132477
393.68,1040000,8.09,130,3.0,0.5129007108479736,-0.014082663832232356,1.1482225161790849,12.100000000000009,0.7631024372577667,314,0.020331299751996993,1.7632179188728332
399.28,1048000,8.33,131,3.0,0.49778702316032714,-0.006650678612058983,1.1152628684043884,14.0,0.7579322957992554,314,0.022070014216005802,1.8233688855171204
404.31,1056000,8.46,132,4.0,0.5056828107739204,-0.003349669632734731,1.1828168785572053,14.100000000000009,0.75717808842659,314,0.0223624926013872,1.8500767421722413
415.46,1064000,8.78,133,4.0,0.45456856782891897,-0.0030111506014327463,1.2264245736598969,15.0,0.7815486234426499,314,0.01872477463912219,1.6844384092092515
419.39,1072000,9.07,134,4.0,0.44171174773514693,-0.006865906424500281,1.2020189082622528,14.100000000000009,0.7922191900014878,314,0.017572583900764584,1.6396506786346436
418.4,1080000,8.91,135,4.0,0.5154294931905744,-0.006748131337808445,1.1556672179698944,14.0,0.754132097363472,314,0.022610021680593492,1.8577016413211822
423.93,1088000,9.11,136,5.0,0.41136594393251563,-0.0023892633306240897,1.214515002965927,13.100000000000009,0.8120801544189453,314,0.014947191756218671,1.516078482270241
424.53,1096000,8.95,137,4.9,0.4816465989085577,-0.003924321971135214,1.2048248219490052,14.0,0.7730166918039322,314,0.019807938411831857,1.7355842244625093
424.04,1104000,8.72,138,4.0,0.4366727901158132,-0.003381514617940411,1.2402523863315582,13.100000000000009,0.8064684635400772,315,0.015176100300159305,1.516441159248352
436.94,1112000,9.14,139,5.0,0.4921398251784717,-0.008316311574308202,1.1837972247600554,14.0,0.7890552318096161,315,0.019690465903840958,1.7335596203804016
451.53,1120000,9.55,140,5.0,0.5241042636712523,-0.002489313137193676,1.1533752757310867,14.100000000000009,0.7669787967205047,315,0.02185678556095809,1.8063881427049637
448.61,1128000,9.5,141,5.0,0.5309095269040022,-0.008251442822802347,1.2177857124805451,15.0,0.7516051816940308,315,0.02071337269153446,1.7502466976642608
434.04,1136000,9.25,142,5.0,0.4605843542809271,-0.0035113601828925312,1.1808459901809691,14.0,0.7846503227949142,315,0.018353554042987524,1.674411860704422
439.99,1144000,9.5,143,5.0,0.43315748819899835,-0.0026641940684203292,1.1984528493881226,15.0,0.7985371196269989,315,0.017211316735483706,1.6191193979978562
441.31,1152000,9.39,144,5.0,0.48598470701646285,-0.00590791554612224,1.1872495985031128,15.0,0.7864141964912414,315,0.01969929755665362,1.738915045261383
442.97,1160000,9.43,145,5.0,0.5327558359215208,-0.007895170211340882,1.175649950504303,15.0,0.7762207394838333,315,0.02102164927171543,1.7781715887784957
446.33,1168000,9.78,146,5.0,0.5193124989296297,-0.006598400474758819,1.152482818365097,15.0,0.7687863838672638,315,0.022045322209596634,1.8330241167545318
452.88,1176000,10.06,147,5.0,0.553744082426885,-0.005109906946308911,1.1449764585494995,15.100000000000009,0.7614662802219391,315,0.02202444173861295,1.840086121559143
460.13,1184000,10.22,148,6.0,0.48010212277401254,-0.004770115434948821,1.1867571949958802,16.0,0.774571658372879,315,0.019806695063598456,1.731478533744812
459.29,1192000,10.25,149,6.0,0.522913913243037,-0.007804877410526387,1.176465049982071,15.0,0.7667264568805695,316,0.022395742270164193,1.8425115311145783
456.53,1200000,10.19,150,6.0,0.5148193987958666,-0.007705362597043859,1.1689261662960053,15.0,0.7615067493915558,316,0.021656247382052244,1.809421597123146
460.26,1208000,10.09,151,6.0,0.5130434446621385,-0.006855764740612358,1.1546978104114531,15.0,0.7702543127536774,316,0.021919118547812103,1.8332053816318512
466.41,1216000,10.31,152,6.0,0.5055869069101632,-0.005020972929196432,1.1854663157463075,16.10000000000001,0.778756018280983,316,0.020700156022794545,1.7771944504976274
458.4,1224000,10.15,153,5.0,0.5119934780703467,-0.008088040091388393,1.1462113904953002,16.10000000000001,0.770296859741211,316,0.02141076744534075,1.8020009434223174
469.26,1232000,10.52,154,5.0,0.5652600259072263,-0.010437324501108378,1.1439904189109802,17.0,0.7408614271879196,316,0.022965594776906073,1.8684083199501038
491.62,1240000,11.38,155,6.0,0.5450554605724482,-0.01116576666245237,1.1393512433767319,18.0,0.7231861335039139,316,0.025890253381803632,1.980572761297226
520.72,1248000,12.27,156,6.9,0.5461692430040554,-0.008013362120836974,1.1209452843666077,18.10000000000001,0.7280167043209076,316,0.023219625633209943,1.8875641691684724
527.65,1256000,12.56,157,7.0,0.6077727745423501,-0.010284814059268683,1.1147388398647309,18.0,0.7494758063554764,317,0.025078305955976248,1.9121488785743714
529.18,1264000,12.45,158,7.0,0.6096679410599364,-0.011700368183664978,1.1021111780405044,18.0,0.7667268639802933,317,0.02400122516322881,1.9155774199962616
542.83,1272000,12.84,159,7.9,0.5317783864718618,-0.002587533452315256,1.1074308913946151,18.10000000000001,0.7229327523708343,317,0.024837364638224245,1.9382218873500825
551.86,1280000,13.45,160,8.0,0.645934769996122,-0.011497174416581402,1.1104229295253754,19.0,0.7416224575042725,317,0.0243491895403713,1.9264348340034485
553.34,1288000,13.45,161,9.0,0.586017432416423,-0.007492957330832724,1.06323604285717,19.0,0.7440778481960296,317,0.025130001474171878,1.9684464144706726
531.75,1296000,12.7,162,8.0,0.5637322501527408,-0.006317940411390737,1.1249546682834626,18.0,0.7402294564247132,317,0.02398020125925541,1.9052306234836578
525.78,1304000,12.62,163,8.0,0.49854687422234584,-0.006032760409871116,1.1535161727666854,18.0,0.7671896868944168,317,0.019532702285796403,1.7222371256351472
527.22,1312000,12.65,164,8.0,0.543753944102678,-0.00913113716058433,1.1243276220560074,18.0,0.7615343606472016,317,0.022295780763961374,1.8343375790119172
545.58,1320000,13.39,165,8.0,0.6686891457001763,-0.008458219146123156,1.086955795288086,19.0,0.7049698793888092,317,0.025366061865352094,1.9622908836603166
550.5,1328000,13.68,166,8.0,0.5927985994481153,-0.005757778995030094,1.0831184411048889,19.0,0.7051982825994492,317,0.023668135134503245,1.896873642206192
561.4,1336000,14.04,167,8.0,0.6843765473251492,-0.012621825601818272,1.0897696530818939,21.10000000000001,0.6643816882371902,317,0.029219777230173348,2.0958645009994505
572.64,1344000,14.61,168,8.0,0.6320217872409696,-0.006550285833654925,1.1279424726963043,22.10000000000001,0.7147908586263657,317,0.02780824974179268,2.060197970867157
585.18,1352000,14.98,169,8.9,0.6416921145478596,-0.00947256930579897,1.1380528706312178,23.0,0.7208425843715668,317,0.028324164408259092,2.0658808821439743
583.54,1360000,15.11,170,9.0,0.6080261531975802,-0.006505102803785121,1.1336349546909332,23.0,0.6937879115343094,318,0.0267287421785295,2.0065081340074538
590.01,1368000,15.64,171,10.0,0.6344011239899765,-0.009581679973866813,1.1333028280735016,23.0,0.7101173835992813,318,0.026676041493192314,2.0185341310501097
604.74,1376000,16.23,172,10.0,0.6341672249844982,-0.010103129248273035,1.1344664263725281,24.0,0.6859454071521759,318,0.028733277446590363,2.0721186637878417
597.67,1384000,15.89,173,9.9,0.6605805049166107,-0.011219779432285576,1.123705848455429,24.0,0.7155565524101257,318,0.02658822128549218,2.0164070892333985
