PMM:episode_rewards,P01:episode_rewards,epoch_idx,explained_variance,grad_norm,policy_entropy,policy_loss,frames,episode_length,advantage_norm,value_loss,fps,P09:episode_rewards
1.91,0.0,32,0.959769601225853,0.1693925119959953,1.349968432188034,-0.0024073087522083368,256000,199.89,0.6482713973522186,0.003683781191939488,520,5.1000000000000085
1.71,0.0,33,0.9564314663410187,0.19313055547366087,1.3541630041599273,0.00017243665031855927,264000,191.18,0.7387426793575287,0.0047290346794761715,523,5.1000000000000085
1.9,0.0,34,0.9581536960601806,0.17795631199357737,1.3454579210281372,-0.0013136824106913991,272000,200.23,0.7210223269462586,0.004492910883272998,524,5.0
2.07,0.0,35,0.9503257483243942,0.15835709930345584,1.3408835434913635,-0.0014566194022336276,280000,205.96,0.6455827328562737,0.0036406032208469697,526,5.0
2.0,0.0,36,0.9560472285747528,0.18816015349053508,1.3466681945323944,0.00012655434431508184,288000,203.28,0.7836747454106807,0.004762527005223092,528,5.0
1.91,0.0,37,0.9602937597036362,0.16310912411627926,1.347205729484558,-0.0007139730814378709,296000,199.24,0.6529222050309181,0.0037279707584821154,529,5.0
1.78,0.0,38,0.9483944392204284,0.2092347895755623,1.3616436564922332,0.00026545579370576886,304000,193.12,0.8048228585720062,0.005783395867329091,530,5.0
1.88,0.0,39,0.9539663112163543,0.18704965839148624,1.3617981481552124,-0.0002831195144244703,312000,194.94,0.7557660627365113,0.004494137314904947,530,6.300000000000026
2.31,0.0,40,0.9619640964269638,0.16393914207457985,1.3527028226852418,-0.0012454154092120006,320000,211.32,0.665427432358265,0.00377352971030632,526,9.0
2.07,0.0,41,0.9628869670629502,0.1758857613059066,1.3547310245037079,-0.0006865963392192497,328000,207.92,0.6982336889207363,0.0040126919621252454,520,6.0
2.33,0.0,42,0.9517460387945175,0.19698420185402568,1.3678291630744934,-0.000404773331611068,336000,218.05,0.7839440539479255,0.004528552604024298,518,5.1000000000000085
2.15,0.0,43,0.937771070599556,0.21534690815079474,1.3566151940822602,-0.0024581223356653936,344000,206.48,0.8506234803795815,0.005773347219801508,517,6.0
2.25,0.0,44,0.9594199383258819,0.1657551676101049,1.3562228870391846,-0.0004910902455412724,352000,208.66,0.6898226946592331,0.004045420714537613,512,8.0
2.24,0.0,45,0.9487303018569946,0.19631726803442093,1.3694754874706268,-0.0002611970296129584,360000,209.4,0.8023953092098236,0.005335113529581576,507,7.1000000000000085
1.93,0.0,46,0.929114203453064,0.20547596323134862,1.3626640295982362,-0.0005569051892962307,368000,201.67,0.8923750510811805,0.006456531329895369,490,5.0
2.1,0.0,47,0.9602636313438415,0.1710403271902477,1.3572013545036317,-0.0008873795310501009,376000,205.16,0.6659137012064457,0.0036134341167053208,482,6.0
1.98,0.0,48,0.9336777251958847,0.19647394272757135,1.3408389902114868,-0.0007164072449086234,384000,201.98,0.8276428946852684,0.005461948948213831,477,6.0
2.33,0.0,49,0.9408889275789261,0.20089308715874285,1.33919451713562,-0.0015755605238121006,392000,213.82,0.8600965285301209,0.005942324966599699,472,6.0
2.5,0.0,50,0.96210813164711,0.18840748989434133,1.3549501967430115,-0.00031750361260492356,400000,224.55,0.762584094107151,0.004421994125004857,466,6.1000000000000085
2.55,0.0,51,0.9168825894594193,0.2864557124021691,1.3541456270217895,-0.001535888616926968,408000,227.1,1.06299212962389,0.008607265242608264,461,6.1000000000000085
2.44,0.0,52,0.9277852594852447,0.2476503080893226,1.3616741049289702,-0.0019187090999184875,416000,222.69,0.9725907528400421,0.006995408092043362,456,5.1000000000000085
1.87,0.0,53,0.8878897422552109,0.25842880870744,1.3634144830703736,-0.0018315345351584255,424000,199.69,1.0295664396882058,0.007701931520132348,451,4.0
1.77,0.0,54,0.9266151678562164,0.2606091841620683,1.3533373153209687,-0.00134360874631966,432000,196.24,0.9524612471461296,0.006719607944833114,446,5.0
2.19,0.0,55,0.9311288809776306,0.2406904858420985,1.3577459526062012,-0.0007277817178692203,440000,211.13,0.9543706470727921,0.007074589694966562,441,5.0
2.47,0.0,56,0.9621445119380951,0.18180722774370914,1.3515015709400178,-0.0007192732160910964,448000,221.24,0.7408202412724495,0.004193912442424334,437,6.0
2.69,0.0,57,0.8727826827764511,0.3403458931866329,1.3419789004325866,-0.003208095725858584,456000,229.86,1.2079159680008889,0.01100481572037097,433,6.0
2.53,0.0,58,0.9302154678106308,0.2654259799936739,1.3538076746463776,-0.001278916079318151,464000,224.82,1.004478779733181,0.007447933033108711,429,5.0
2.62,0.0,59,0.9326219010353088,0.24326900256483236,1.355957462787628,-0.001357157132952125,472000,227.05,0.9930182567238808,0.006945083257742226,426,6.0
2.97,0.0,60,0.9394169104099274,0.22982451715561417,1.356827162504196,-0.001230902976822108,480000,240.59,0.9497690832614899,0.006773942320141941,423,7.0
3.14,0.0,61,0.9260112750530243,0.23825129687139832,1.361479709148407,-0.0007398536638356745,488000,247.66,0.9848620036244392,0.006845099607016891,419,7.0
2.52,0.0,62,0.931707130074501,0.25855176269594543,1.359582053422928,0.0005171346073620952,496000,227.26,0.9969900691509247,0.007107352141756565,415,6.0
2.64,0.0,63,0.9145012241601944,0.2905006913732824,1.3542050206661225,-0.002658327623794321,504000,227.43,1.0665392932295799,0.008171711092581973,413,6.0
2.68,0.0,64,0.9280715954303741,0.27793031368111926,1.3529119288921356,-0.0007924519648076966,512000,230.93,1.0567302507162095,0.007933124342234804,410,6.1000000000000085
3.0,0.0,65,0.9253040224313736,0.2449876781502829,1.352564308643341,0.0002649682042829227,520000,241.22,0.9879255446791649,0.007390485219657421,408,6.1000000000000085
2.77,0.0,66,0.9118286180496216,0.2769604031698006,1.3524191308021545,-0.0013765847505419514,528000,233.55,1.07078444480896,0.008140694861649535,406,6.0
2.73,0.0,67,0.8815813153982163,0.32825457658730345,1.3527463757991791,-0.004085029265843332,536000,229.88,1.236362582743168,0.011635849530575797,404,5.0
2.51,0.0,68,0.9130563932657242,0.2716665789100368,1.3349569022655488,-0.0032931753568118437,544000,221.06,1.0509151390194893,0.007798194719944149,400,5.0
2.72,0.0,69,0.9061897903680801,0.29401824457326803,1.313156968355179,-0.0015640793630154804,552000,229.49,1.13421992957592,0.009046317880274728,398,5.1000000000000085
3.28,0.0,70,0.8878538143634797,0.3285062059115471,1.3313088929653167,-0.0014607207968947477,560000,247.1,1.23249576151371,0.010631755867507309,396,8.100000000000009
3.67,0.0,71,0.9267181158065796,0.25408889556200726,1.3378669500350953,-0.0008073062563198619,568000,261.65,1.0226711162924766,0.007469036484835669,394,9.0
3.83,0.0,72,0.9160315990447998,0.2847169475954099,1.3416996014118194,-0.0007270345828146674,576000,267.68,1.0856651026010513,0.008102860923390836,392,9.0
3.38,0.0,73,0.9290018212795258,0.26788899451378545,1.3345930135250093,-0.0022780003090156244,584000,250.84,1.0393735888600348,0.007557103716535494,390,9.0
3.07,0.0,74,0.9135850161314011,0.2843126643978437,1.3239044857025146,-0.0020305308167735347,592000,241.13,1.091067903637886,0.008406684624496848,388,7.1000000000000085
2.84,0.0,75,0.9125223135948182,0.2878688014476728,1.3244263792037965,-0.00014857319882139564,600000,234.2,1.086868449151516,0.00864441811456345,387,7.1000000000000085
2.81,0.0,76,0.8605756598711014,0.37617670358037286,1.3238473618030548,-0.004530174446117598,608000,234.93,1.2689177277684212,0.011149243167601526,386,6.1000000000000085
3.09,0.0,77,0.8800203722715377,0.35709974794968696,1.3217305946350097,-0.0025730232195928693,616000,245.1,1.2974804949760437,0.01188867208082229,385,8.0
3.63,0.0,78,0.9202679711580276,0.2879961350583514,1.3326758313179017,-0.002911406252387678,624000,266.26,1.078255518078804,0.008158379790838808,384,9.0
3.63,0.0,79,0.8877251183986664,0.32879215939850176,1.2992353332042694,-0.002304097174492199,632000,264.94,1.2322191840410233,0.010353135736659169,383,9.0
3.67,0.0,80,0.8992221492528916,0.31033766706339816,1.3141214263439178,-0.00043901866476517173,640000,266.55,1.1616756999492646,0.009110572701320051,381,9.100000000000009
3.4,0.0,81,0.8318405717611312,0.43053417220267676,1.3185651183128357,-0.00298660248707165,648000,253.26,1.4964423477649689,0.015072730099782349,380,7.0
3.62,0.0,82,0.8665211308002472,0.3612226076266811,1.2982322084903717,-0.003978788104141131,656000,260.89,1.3683132255077362,0.012333663268946112,379,7.1000000000000085
3.75,0.0,83,0.8938416957855224,0.3955907390061493,1.2863546764850617,-0.002569877866189927,664000,264.73,1.3437867254018783,0.012438997018616647,378,8.0
4.35,0.0,84,0.8870637357234955,0.3486036766346631,1.3088336050510407,-0.0028592366492375732,672000,282.44,1.3210981419682504,0.011952487753005699,377,10.0
4.2,0.0,85,0.9036763715744018,0.3370659051941546,1.3080589818954467,-0.0026437339608673936,680000,279.87,1.261943302154541,0.010798371084965765,377,9.0
4.89,0.0,86,0.8402989906072617,0.4029223204704146,1.2863562035560607,-0.0027669771647197195,688000,298.82,1.5242937511205674,0.015695415902882814,376,11.0
5.1,1.0,87,0.9062848061323165,0.3366574917079598,1.3128137862682343,0.00045091160995070823,696000,306.33,1.259128400683403,0.010687235111836344,375,11.0
5.28,2.0,88,0.8334979110956192,0.47468510624922067,1.2762876701354982,-0.0061916369719256185,704000,313.02,1.626419987678528,0.0174307831376791,374,11.0
5.45,2.0,89,0.8861490869522095,0.3522596528457307,1.2541277360916139,-0.004052013162290678,712000,317.11,1.3387583464384079,0.011785023116972297,374,11.0
5.15,2.0,90,0.8746565806865693,0.4106100126502026,1.2633625710010528,-0.0022252948590175945,720000,309.46,1.458263385295868,0.014051622292026878,373,10.0
4.93,2.0,91,0.8746440368890762,0.3620230297945541,1.2836633956432342,-0.0019322154246037826,728000,303.64,1.348394623398781,0.012334636715240776,372,10.0
4.97,1.0,92,0.853797664642334,0.4258026911386961,1.26773118019104,-0.004150488258746918,736000,308.19,1.488728563785553,0.014618627610616386,371,10.0
5.08,1.0,93,0.8766481721401215,0.398488416045917,1.241080368757248,-0.004006765660014935,744000,313.36,1.452220208644867,0.01392112091416493,371,10.0
5.15,0.0,94,0.8301025259494782,0.4707368503994536,1.2208180820941925,-0.0037852499738801272,752000,315.62,1.6492441880702973,0.017835851735435428,370,10.0
6.0,1.0,95,0.8546291828155518,0.4586705325669246,1.1988960635662078,-0.005370706377434544,760000,342.27,1.6064709854125976,0.016783512718975543,369,11.0
6.49,1.0,96,0.829951890707016,0.4865680128541209,1.1797246849536895,-0.00935881132434588,768000,358.16,1.685816211104393,0.018984994548372925,369,11.0
6.93,1.9000000000000004,97,0.8703351414203644,0.4638787637333641,1.2015674209594727,-0.003844475756632164,776000,370.8,1.5505249994993209,0.015736322794109584,368,12.0
6.85,0.9000000000000004,98,0.8044559729099273,0.48707939948602497,1.2451037609577178,-0.006565246378449956,784000,365.9,1.6857939779758453,0.018836555196903648,368,12.0
7.28,2.0,99,0.8231561249494552,0.46262945423711804,1.2680973243713378,-0.0029417218707385472,792000,376.27,1.653445463180542,0.019189727478660643,367,13.0
7.08,0.9000000000000004,100,0.8486425119638443,0.4393826338873141,1.2132960724830628,-0.004002055052551441,800000,375.91,1.5608284342288972,0.01615129702258855,367,12.0
7.07,2.0,101,0.8367761987447738,0.4317878327008566,1.2333716368675232,-0.0034945857003913262,808000,373.87,1.5422903054952621,0.015549787185154856,366,12.0
7.37,2.0,102,0.8324821656942367,0.48880375842652507,1.2205274438858031,-0.006137276832305361,816000,382.89,1.6003448647260665,0.016849176567047833,366,12.100000000000009
7.7,2.0,103,0.8378488463163376,0.40564488608561206,1.23629514336586,-0.002816603364990442,824000,391.95,1.5165644371509552,0.01543528240174055,365,11.100000000000009
7.54,1.9000000000000004,104,0.8514631348848343,0.44796935663683324,1.2221536087989806,-0.004276372417807579,832000,384.2,1.5669621896743775,0.016311713545583188,365,12.0
7.79,2.0,105,0.8759630566835404,0.39433245143743306,1.2428528130054475,-0.0033930896216770633,840000,387.85,1.406970437169075,0.012983917368110269,364,13.100000000000009
7.34,2.0,106,0.8406729537248612,0.46038562883694845,1.2356828451156616,-0.005567175312899053,848000,378.81,1.6003331291675567,0.0169926045415923,364,13.100000000000009
6.73,1.0,107,0.8495621359348298,0.43129215337048443,1.2248801362514496,-0.004520576617214829,856000,364.96,1.5191477996110916,0.01529202408157289,364,12.0
7.17,2.0,108,0.8447588568925858,0.4346650433163298,1.2425773930549622,-0.003411570814496372,864000,382.99,1.594437152147293,0.016555520771071315,363,12.100000000000009
7.18,2.0,109,0.8423374712467193,0.5111178051926363,1.216843718290329,-0.009827519349055364,872000,380.6,1.6598228877782821,0.0184811398293823,363,12.100000000000009
7.43,2.0,110,0.8207821369171142,0.5227400630161502,1.1721803426742554,-0.006208398268208839,880000,382.84,1.7348604702949524,0.019696271969005464,362,13.100000000000009
7.79,2.0,111,0.8769642788171769,0.4700307850366765,1.1973385846614837,-0.00574419301818125,888000,391.76,1.5212759733200074,0.015342152458615602,362,14.0
7.87,2.0,112,0.8641101038455963,0.43008115737132435,1.224797865152359,-0.0031892958655953406,896000,394.35,1.5050562578439712,0.01500142642762512,362,14.0
8.06,1.8000000000000007,113,0.8581394684314728,0.4214089193431092,1.2062497246265411,-0.004185106438817456,904000,393.0,1.5541699266433715,0.016000797674059868,361,15.0
8.13,0.0,114,0.8497819465398788,0.438700146599475,1.2353141057491301,0.0007680382928811014,912000,398.41,1.5406973952054976,0.015625589871779085,361,15.0
8.89,2.0,115,0.8198146641254425,0.4454965687997408,1.218774824142456,-0.0022167235682718457,920000,418.37,1.635097712278366,0.01774531847797334,361,15.0
8.82,2.0,116,0.7970479327440262,0.6898267742728366,1.208725711107254,-0.011244693982880562,928000,417.39,1.9486065709590912,0.025405244613066317,360,15.0
9.39,2.0,117,0.7932775157690048,0.5319553803934948,1.174283174276352,-0.00784768737736158,936000,423.81,1.726390961408615,0.019824463590048254,360,17.0
9.05,2.0,118,0.8041102051734924,0.48041645016523477,1.2408666551113128,-0.0033908801616053096,944000,420.11,1.6037036377191543,0.017260600295849145,359,17.0
8.58,2.0,119,0.8453778690099716,0.45347804171655204,1.2008166015148163,-0.006469537519733421,952000,403.56,1.582647324204445,0.016353208334185184,359,16.10000000000001
8.3,2.0,120,0.8277658420801163,0.46067948221433525,1.2246868884563447,-0.007118101158448553,960000,397.54,1.5565097224712372,0.016227795202285053,359,16.0
8.25,2.0,121,0.812945157289505,0.5027778053971315,1.2221380066871643,-0.002957532576401718,968000,394.69,1.745057571530342,0.020132320872507988,359,15.0
8.2,2.0,122,0.8467491728067398,0.5239049362363479,1.2233549225330353,-0.006428498947461776,976000,399.14,1.6923092675209046,0.018950834088027477,358,14.0
8.41,2.0,123,0.8362596070766449,0.48886101404751886,1.2039014863967896,-0.002809907204355113,984000,404.68,1.6400928819179534,0.017784613915719092,358,15.0
9.01,2.0,124,0.8258469676971436,0.4745379767300074,1.2105465197563172,-0.002795315143885091,992000,415.5,1.652445940375328,0.018556797495111823,358,16.0
9.01,2.0,125,0.8141918069124222,0.48806889850391033,1.2520538806915282,-0.00011136499277199619,1000000,416.32,1.7184217125177383,0.020981554598547517,357,16.0
8.95,2.0,126,0.7643866115808486,0.5697585294741311,1.2208838367462158,-0.006148078987607732,1008000,420.68,1.9641892939805985,0.025443493374623358,357,16.0
8.97,2.0,127,0.8456058859825134,0.4653565035980389,1.2350937795639039,-0.004807385329040698,1016000,419.64,1.6223944348096848,0.017453234638087452,356,17.0
9.57,2.0,128,0.7804306757450103,0.522024896559921,1.2053045177459716,-0.0028894594419398346,1024000,428.28,1.7716767823696136,0.020831831628456712,356,17.0
9.77,2.0,129,0.8012742513418197,0.6085767105304317,1.19972589969635,-0.008707055017002857,1032000,434.84,1.9159015679359437,0.02487393985502422,356,17.0
10.07,3.0,130,0.7720884019136429,0.48746837224287043,1.1704454457759856,-0.006683269794448279,1040000,440.87,1.7191753029823302,0.019837340721860528,356,17.0
10.48,3.0,131,0.7451784265041351,0.6037327733368653,1.200603301525116,-0.0055574363435152915,1048000,450.9,2.000872176885605,0.026586490077897908,355,19.0
10.95,3.0,132,0.7895215034484864,0.5037241140117485,1.2338416039943696,-0.005131819859961979,1056000,466.64,1.735145925283432,0.019558291444554926,355,19.0
11.88,4.9,133,0.7907884353399277,0.5103303161660934,1.2031150829792023,-0.006373219197485014,1064000,496.77,1.757710661292076,0.020178430420346557,355,20.0
12.12,5.0,134,0.7254066991806031,0.702296221882029,1.19341237783432,-0.0036654998967424034,1072000,509.43,1.989160213470459,0.025643218653276564,355,20.0
12.55,6.0,135,0.698254759311676,0.6663744285228642,1.1502021646499634,-0.006502192814368754,1080000,519.84,2.1064638447761537,0.029979726220481097,355,20.0
13.02,7.0,136,0.7210411506891251,0.6843917824927354,1.1415437191724778,-0.0108061183305108,1088000,526.71,2.0213446259498595,0.026679877117276193,354,20.200000000000017
13.25,7.0,137,0.7420143353939056,0.637191569792918,1.1244261837005616,-0.0022742259688675404,1096000,539.55,2.0330162954330446,0.026993134580552577,354,20.0
13.51,7.0,138,0.7360060262680054,0.5906303145033044,1.1769144654273986,-0.0045659479650203135,1104000,547.53,1.9696945798397065,0.025321872383356096,354,21.10000000000001
13.36,7.0,139,0.770709667801857,0.6050438637290081,1.171622120141983,-0.011562809516908601,1112000,546.93,1.9972047674655915,0.026252979785203932,354,20.10000000000001
13.8,7.0,140,0.7494463872909546,0.6611519647383498,1.186741223335266,-0.008015580339706502,1120000,558.5,2.0004696476459505,0.02661185145378113,353,21.10000000000001
14.01,8.0,141,0.7357455611228942,0.5894766175235386,1.1902627336978913,-0.006426786507654469,1128000,563.52,1.9622437429428101,0.025376345939002933,353,21.10000000000001
13.42,8.0,142,0.7701671147346496,0.6003156052195953,1.1194639980793,-0.0016906155747710727,1136000,561.13,1.859637073278427,0.022491938015446068,353,20.10000000000001
13.43,7.0,143,0.7527127414941788,0.6270368965495515,1.1572277921438217,-0.006571666438831016,1144000,556.13,2.0363250958919523,0.0272435203474015,353,20.10000000000001
13.78,7.9,144,0.7307167685031891,0.6998150635379428,1.1558437073230743,-0.01321202378239832,1152000,559.63,2.115750650167465,0.030128324246034024,352,21.0
14.06,8.9,145,0.7271569406986237,0.7089007152416741,1.1634461283683777,-0.00911570322990883,1160000,562.37,2.266356647014618,0.03445379019714892,352,21.0
14.9,9.0,146,0.7252383673191071,0.679303445806161,1.1719847428798675,-0.011313516001973768,1168000,571.36,2.1059808933734896,0.029095788234844804,352,22.0
15.32,9.0,147,0.7239182710647583,0.6777705917698311,1.1223496329784393,-0.007270020840223879,1176000,579.65,2.1316110777854917,0.029661524817347528,352,22.10000000000001
15.72,9.0,148,0.742735533118248,0.6597013406667629,1.1433936595916747,-0.006955451789544895,1184000,586.77,2.0634018003940584,0.02800612971186638,352,23.0
16.19,9.9,149,0.7347039377689362,0.6824158135186714,1.1126686602830886,-0.004169661770574749,1192000,596.86,2.0394896030426026,0.02757871977984905,352,23.0
17.07,10.0,150,0.7051290118694306,0.7436202437211813,1.1196534085273742,-0.013030235253972932,1200000,612.93,2.233581442832947,0.03313330853357911,352,23.200000000000017
17.13,10.0,151,0.6576909923553467,0.768746205928299,1.1456506335735321,-0.006856486015894916,1208000,615.56,2.1637085163593293,0.03159671359695494,351,25.200000000000017
17.44,10.0,152,0.7023722499608993,0.7145939612494543,1.1220276427268983,-0.01019314866163768,1216000,616.19,2.1038550055027008,0.029314393000677227,351,27.0
17.64,10.0,153,0.6664645504951477,0.7888707642751954,1.1216413766145705,-0.0028890071702335264,1224000,616.33,2.328779203891754,0.035268201315775516,351,27.10000000000001
17.32,10.0,154,0.6791024267673492,0.8570263683633005,1.0909495919942855,-0.009395406981930136,1232000,608.33,2.09238222360611,0.029961136453785002,351,27.0
17.58,10.0,155,0.6913141548633576,0.8072956198191769,1.096287614107132,-0.007173361234017648,1240000,612.08,2.191962115764618,0.03260173517279327,351,27.0
17.62,10.0,156,0.7011751306056976,0.7330342562476373,1.1376764404773712,-0.009770927677163855,1248000,617.26,2.051732273101807,0.027453405037522315,350,27.10000000000001
17.85,10.9,157,0.6833042526245117,0.7415911377303153,1.125448328256607,-0.00043570038047619164,1256000,620.33,2.154056134223938,0.030311319325119258,350,28.0
18.34,11.0,158,0.713565548658371,0.697398104729812,1.0874142587184905,-0.01193121810501907,1264000,639.52,2.0819941544532776,0.02959140748716891,350,28.0
18.86,11.0,159,0.7169095933437347,0.6893422066028718,1.1368272852897645,-0.011388649840373546,1272000,650.39,2.0718033790588377,0.029079660158604383,350,27.10000000000001
18.72,11.0,160,0.6855722844600678,0.8369668910738747,1.1255855983495713,-0.005327585433551576,1280000,646.91,2.3144858825206756,0.035972023345530034,350,26.200000000000017
18.91,11.0,161,0.7233127951622009,0.7535726151891536,1.1310214376449585,-0.017743767900392414,1288000,654.01,2.3013720524311068,0.03557461098767817,350,26.0
18.51,11.0,162,0.7340639251470565,0.7172718430586983,1.1088861763477325,-0.010280011309077963,1296000,640.71,2.1443307161331178,0.030549779590219258,350,26.0
18.89,10.9,163,0.6886783069372178,0.7473170185237282,1.081270580291748,-0.006576820576156024,1304000,644.97,2.268478136062622,0.03348288044333458,350,26.200000000000017
19.69,11.0,164,0.6746082931756974,0.8502979407279486,1.079481809735298,-0.016616512758191676,1312000,646.1,2.434292531013489,0.040523281283676625,349,28.0
19.73,10.0,165,0.6909674650430679,0.6981575300871754,1.0846431243419647,-0.011332851812476293,1320000,639.16,2.231004604101181,0.03313212224282324,349,29.0
19.89,10.0,166,0.6863245928287506,0.8198935989936591,1.07155288875103,-0.014117248529801145,1328000,634.72,2.197576286792755,0.03239714380353689,349,29.200000000000017
20.73,10.0,167,0.719961256980896,0.8783137086304117,1.0812569934129714,-0.01723857123986818,1336000,649.51,2.2765339076519013,0.03529171595349908,349,33.10000000000001
20.59,10.0,168,0.6399494999647141,0.883734807821795,1.0656437328457833,-0.0043411649143672544,1344000,655.19,2.292530521154404,0.03583806883078069,349,33.10000000000001
20.5,10.0,169,0.6875545573234558,0.7279558227212641,1.095500991344452,-0.008943280277890153,1352000,658.76,2.142653750181198,0.031197768347337843,348,33.0
21.73,11.0,170,0.6773796540498733,0.7370612755803735,1.0705441999435426,-0.009753501805498672,1360000,679.66,2.2870253956317903,0.03489007953554392,348,34.0
22.2,13.0,171,0.6346277070045471,0.9045540526572721,1.0372641313076019,-0.00896754932582553,1368000,687.85,2.195262120962143,0.0332906632963568,348,33.10000000000001
22.64,13.0,172,0.6710518449544907,0.8819130137943474,1.0271118599176408,-0.006937829350063112,1376000,703.19,2.3182752597332,0.03597400324419141,348,34.10000000000001
22.6,13.0,173,0.6157801693677902,0.872445319915757,1.0722592961788178,-0.01594089419580996,1384000,701.42,2.396854736804962,0.038941124053671956,348,35.0
