advantage_norm,frames,policy_loss,approx_kl_divergence,clip_fraction,grad_norm,P09:episode_rewards,fps,episode_length,policy_entropy,PMM:episode_rewards,explained_variance,P01:episode_rewards,value_loss,epoch_idx
15.968719255924224,10240,0.01951864909788128,0.021710040464678382,0.435791015625,36.03979777910429,50.0,726,296.09375,1.3224284786731004,31.25,-0.000279318168759346,0.0,2.3024878237396478,1
15.968719327449799,20480,0.00149732319987379,0.0033186599928744648,0.2140625,6.096329366836933,50.0,779,294.48571428571427,1.477584181725979,29.285714285714285,0.07045295350253582,0.0,0.569065813254565,2
15.968719267845154,30720,-0.002024035921203904,0.002521880366180414,0.1605224609375,2.8492005150760704,75.0,790,298.92,1.618681663274765,37.0,0.18142836578190327,0.0,0.12299548706505448,3
15.968719273805618,40960,-0.004427593486616388,0.00199419164873713,0.1259521484375,2.223743507222792,200.0,789,311.03,1.7240332059562207,72.25,0.33069161511957645,0.0,0.09641401469707489,4
15.968719244003296,51200,-0.0052900143142323944,0.0019172445524420622,0.121826171875,2.266545647193044,250.0,799,325.71,1.7592246942222118,114.25,0.423125409707427,0.0,0.08220622260123492,5
15.968719255924224,61440,-0.005001950910082087,0.001938955778098521,0.119287109375,3.264904772370298,275.0,819,335.14,1.7594883091747762,158.75,0.5486099194735289,25.0,0.10839283387176693,6
15.968719291687012,71680,-0.004911660845391452,0.002168988252788265,0.1287841796875,2.3469891071803657,350.0,825,345.36,1.7471945226192473,190.25,0.5721316792070865,50.0,0.1094887988641858,7
15.968719244003296,81920,-0.005330827660509385,0.002001393228102014,0.1271728515625,2.346374898171729,477.5000000000002,829,350.22,1.7213482834398746,213.25,0.5762688789516688,50.0,0.12005811231210828,8
15.968719094991684,92160,-0.005832059230306186,0.002112898258144756,0.1277099609375,2.5548475624451124,502.5000000000002,837,364.11,1.7356634058058262,257.5,0.7183339070528746,72.50000000000001,0.11882603229023517,9
15.968719279766082,102400,-0.0064193240425083785,0.002125933833281406,0.1338134765625,2.6810347974609225,527.5000000000002,839,375.74,1.7480709917843342,287.25,0.7134855259209871,125.0,0.13211259027011693,10
15.968719267845154,112640,-0.006965594892972149,0.0022276309974134283,0.13662109375,2.555094449029007,550.0,844,379.18,1.7114685513079166,304.25,0.8233007039874792,150.0,0.10396145824342966,11
15.968719309568405,122880,-0.0074919732956914235,0.0022736642377370374,0.1384033203125,2.422220858940251,550.0,843,374.67,1.6974087715148927,309.75,0.7886786323040724,150.0,0.11854819105938078,12
15.968719136714935,133120,-0.007660751612274907,0.002590205523347633,0.16298828125,2.1504241738403964,550.0,843,376.5,1.698339007049799,312.25,0.7695281833410264,150.0,0.12773519170004874,13
